Orthogroup	Bicyclus_anynana	Danaus_plexippus
OG0009081	Bany_04694-RA	DPOGS203656-PA
OG0009082	Bany_00403-RA	DPOGS204406-PA
OG0009083	Bany_06259-RA	DPOGS205778-PA
OG0009084	Bany_09657-RA	DPOGS214580-PA
OG0009085	Bany_12095-RA	DPOGS202065-PA
OG0009086	Bany_10206-RA	DPOGS207936-PA
OG0009087	Bany_03842-RA	DPOGS215847-PA
OG0009088	Bany_03006-RA	DPOGS206075-PA
OG0009089	Bany_09662-RA	DPOGS214941-PA
OG0009090	Bany_13960-RA	DPOGS214818-PA
OG0009091	Bany_10912-RA	DPOGS207614-PA
OG0009092	Bany_12100-RA	DPOGS202015-PA
OG0009093	Bany_03008-RA	DPOGS206076-PA
OG0009094	Bany_01300-RA	DPOGS212715-PA
OG0009095	Bany_03009-RA	DPOGS206102-PA
OG0009096	Bany_15734-RA	DPOGS215514-PA
OG0009097	Bany_03011-RA	DPOGS206101-PA
OG0009098	Bany_11555-RA	DPOGS210489-PA
OG0009099	Bany_07493-RA	DPOGS203992-PA
OG0009100	Bany_15151-RA	DPOGS209699-PA
OG0009101	Bany_15737-RA	DPOGS203757-PA
OG0009102	Bany_03012-RA	DPOGS206100-PA, DPOGS206031-PA
OG0009103	Bany_07495-RA	DPOGS203991-PA
OG0009104	Bany_08258-RA	DPOGS204350-PA
OG0009105	Bany_06935-RA	DPOGS211661-PA
OG0009107	Bany_03016-RA	DPOGS206079-PA
OG0009108	Bany_03019-RA	DPOGS206096-PA
OG0009109	Bany_03020-RA	DPOGS206081-PA
OG0009110	Bany_03021-RA	DPOGS206095-PA
OG0009111	Bany_08262-RA	DPOGS204323-PA
OG0009112	Bany_03023-RA	DPOGS206094-PA
OG0009113	Bany_18030-RA	DPOGS200544-PA
OG0009114	Bany_04704-RA	DPOGS203659-PA
OG0009115	Bany_03031-RA	DPOGS206091-PA
OG0009116	Bany_12110-RA	DPOGS202057-PA
OG0009117	Bany_12112-RA	DPOGS202056-PA
OG0009118	Bany_12113-RA	DPOGS202055-PA
OG0009119	Bany_18035-RA	DPOGS200551-PA
OG0009121	Bany_06950-RA	DPOGS201644-PA
OG0009122	Bany_06951-RA	DPOGS201643-PA
OG0009123	Bany_13971-RA	DPOGS206171-PA, DPOGS206170-PA
OG0009124	Bany_17289-RA	DPOGS212045-PA
OG0009125	Bany_11569-RA	DPOGS210517-PA
OG0009126	Bany_10223-RA	DPOGS207983-PA
OG0009127	Bany_10224-RA	DPOGS207984-PA
OG0009128	Bany_03039-RA	DPOGS205072-PA
OG0009129	Bany_10225-RA	DPOGS207985-PA
OG0009130	Bany_03850-RA	DPOGS215842-PA
OG0009131	Bany_04715-RA	DPOGS203832-PA
OG0009132	Bany_08266-RA	DPOGS204324-PA
OG0009133	Bany_03853-RA	DPOGS215811-PA
OG0009134	Bany_03048-RA	DPOGS205071-PA
OG0009135	Bany_08268-RA	DPOGS204325-PA
OG0009136	Bany_00421-RA	DPOGS204471-PA
OG0009137	Bany_13977-RA	DPOGS207312-PA
OG0009138	Bany_03857-RA	DPOGS215814-PA
OG0009139	Bany_01329-RA	DPOGS212737-PA
OG0009140	Bany_04718-RA	DPOGS203831-PA
OG0009141	Bany_07514-RA	DPOGS203906-PA
OG0009142	Bany_01336-RA	DPOGS207065-PA
OG0009144	Bany_03053-RA	DPOGS205070-PA
OG0009145	Bany_00429-RA	DPOGS204421-PA
OG0009147	Bany_01338-RA	DPOGS207063-PA
OG0009148	Bany_18051-RA	DPOGS201709-PA
OG0009149	Bany_13980-RA	DPOGS207310-PA
OG0009150	Bany_00435-RA	DPOGS204424-PA
OG0009151	Bany_15755-RA	DPOGS203221-PA
OG0009153	Bany_03058-RA	DPOGS205068-PA
OG0009154	Bany_02270-RA	DPOGS202474-PA
OG0009155	Bany_03059-RA	DPOGS205078-PA
OG0009156	Bany_06968-RA	DPOGS212543-PA
OG0009157	Bany_11586-RA	DPOGS210508-PA
OG0009158	Bany_10926-RA	DPOGS202604-PA
OG0009159	Bany_02273-RA	DPOGS209330-PA
OG0009160	Bany_03060-RA	DPOGS205067-PA
OG0009161	Bany_08283-RA	DPOGS204336-PA
OG0009162	Bany_03061-RA	DPOGS205080-PA
OG0009163	Bany_00438-RA	DPOGS204426-PA
OG0009164	Bany_01347-RA	DPOGS207057-PA
OG0009165	Bany_02274-RA	DPOGS209304-PA
OG0009166	Bany_03064-RA	DPOGS205082-PA
OG0009167	Bany_16742-RA	DPOGS205449-PA
OG0009168	Bany_03065-RA	DPOGS205065-PA
OG0009169	Bany_08985-RA	DPOGS202739-PA
OG0009170	Bany_08289-RA	DPOGS200383-PA
OG0009171	Bany_01351-RA	DPOGS214614-PA
OG0009172	Bany_10253-RA	DPOGS215596-PA
OG0009173	Bany_08987-RA	DPOGS202727-PA
OG0009174	Bany_07530-RA	DPOGS203956-PA
OG0009175	Bany_15767-RA	DPOGS203157-PA
OG0009176	Bany_02284-RA	DPOGS209310-PA
OG0009177	Bany_00443-RA	DPOGS204459-PA
OG0009178	Bany_08993-RA	DPOGS211253-PA
OG0009180	Bany_10258-RA	DPOGS215566-PA
OG0009182	Bany_07534-RA	DPOGS203929-PA
OG0009183	Bany_11602-RA	DPOGS206006-PA
OG0009184	Bany_09691-RA	DPOGS202244-PA
OG0009185	Bany_02290-RA	DPOGS209325-PA
OG0009186	Bany_03874-RA	DPOGS215821-PA
OG0009187	Bany_12132-RA	DPOGS208994-PA
OG0009188	Bany_10261-RA	DPOGS215600-PA
OG0009190	Bany_15775-RA	DPOGS203213-PA
OG0009191	Bany_15175-RA	DPOGS215088-PA
OG0009192	Bany_03071-RA	DPOGS205085-PA
OG0009193	Bany_09003-RA	DPOGS211249-PA
OG0009195	Bany_04748-RA	DPOGS203818-PA
OG0009196	Bany_15179-RA	DPOGS215090-PA
OG0009197	Bany_10929-RA	DPOGS202616-PA
OG0009198	Bany_15783-RA	DPOGS203212-PA
OG0009199	Bany_10273-RA	DPOGS215560-PA
OG0009200	Bany_10274-RA	DPOGS211409-PA
OG0009201	Bany_15187-RA	DPOGS215072-PA
OG0009202	Bany_03877-RA	DPOGS215822-PA
OG0009203	Bany_00458-RA	DPOGS208064-PA
OG0009204	Bany_10935-RA	DPOGS202619-PA
OG0009205	Bany_14656-RA	DPOGS200615-PA
OG0009206	Bany_03081-RA	DPOGS205092-PA
OG0009207	Bany_06986-RA	DPOGS211067-PA
OG0009208	Bany_04757-RA	DPOGS203815-PA
OG0009209	Bany_17669-RA	DPOGS203773-PA
OG0009210	Bany_03087-RA	DPOGS205057-PA
OG0009211	Bany_01376-RA	DPOGS206887-PA
OG0009212	Bany_01377-RA	DPOGS206889-PA, DPOGS206888-PA
OG0009213	Bany_03088-RA	DPOGS205056-PA
OG0009214	Bany_03089-RA	DPOGS205095-PA
OG0009215	Bany_03090-RA	DPOGS205055-PA
OG0009216	Bany_03091-RA	DPOGS205096-PA
OG0009217	Bany_03092-RA	DPOGS205054-PA
OG0009218	Bany_03880-RA	DPOGS206543-PA
OG0009219	Bany_06991-RA	DPOGS211065-PA
OG0009220	Bany_15203-RA	DPOGS201072-PA
OG0009221	Bany_13398-RA	DPOGS206603-PA
OG0009222	Bany_16781-RA	DPOGS200530-PA
OG0009223	Bany_12142-RA	DPOGS208861-PA
OG0009224	Bany_09014-RA	DPOGS206479-PA
OG0009225	Bany_03096-RA	DPOGS205052-PA
OG0009226	Bany_00466-RA	DPOGS208082-PA
OG0009227	Bany_03097-RA	DPOGS205098-PA
OG0009228	Bany_03098-RA	DPOGS205051-PA
OG0009230	Bany_02317-RA, Bany_02315-RA	DPOGS206411-PA
OG0009231	Bany_09018-RA	DPOGS206439-PA
OG0009232	Bany_03099-RA	DPOGS205049-PA
OG0009233	Bany_09707-RA	DPOGS202329-PA
OG0009234	Bany_15208-RA	DPOGS201092-PA
OG0009235	Bany_05573-RA	DPOGS215992-PA
OG0009236	Bany_15209-RA	DPOGS201068-PA
OG0009237	Bany_03889-RA	DPOGS206536-PA
OG0009238	Bany_13408-RA	DPOGS206685-PA
OG0009239	Bany_00474-RA	DPOGS204243-PA
OG0009240	Bany_16791-RA	DPOGS200568-PA
OG0009241	Bany_03890-RA	DPOGS206535-PA
OG0009242	Bany_15212-RA	DPOGS201067-PA
OG0009243	Bany_01386-RA	DPOGS206891-PA
OG0009245	Bany_05574-RA	DPOGS215991-PA
OG0009246	Bany_12146-RA	DPOGS208988-PA
OG0009247	Bany_01390-RA	DPOGS206893-PA
OG0009248	Bany_10294-RA	DPOGS207591-PA
OG0009249	Bany_03101-RA	DPOGS205099-PA
OG0009250	Bany_08325-RA	DPOGS205349-PA
OG0009251	Bany_01394-RA	DPOGS207043-PA
OG0009252	Bany_12149-RA	DPOGS208986-PA
OG0009253	Bany_08327-RA	DPOGS205353-PA
OG0009254	Bany_16799-RA	DPOGS200572-PA
OG0009255	Bany_00482-RA	DPOGS204236-PA
OG0009256	Bany_13418-RA	DPOGS206611-PA
OG0009257	Bany_01400-RA	DPOGS207041-PA
OG0009258	Bany_14672-RA	DPOGS200608-PA
OG0009259	Bany_03103-RA	DPOGS205048-PA
OG0009260	Bany_17675-RA	DPOGS214474-PA
OG0009261	Bany_15217-RA	DPOGS201097-PA
OG0009262	Bany_09730-RA	DPOGS202265-PA
OG0009263	Bany_02322-RA	DPOGS206428-PA
OG0009264	Bany_02323-RA	DPOGS206429-PA
OG0009265	Bany_11621-RA	DPOGS209398-PA
OG0009266	Bany_14676-RA	DPOGS200692-PA
OG0009267	Bany_01406-RA	DPOGS207039-PA
OG0009268	Bany_09732-RA	DPOGS202268-PA
OG0009269	Bany_03106-RA	DPOGS210404-PA
OG0009270	Bany_03108-RA	DPOGS205101-PA
OG0009271	Bany_14679-RA	DPOGS200691-PA
OG0009272	Bany_00489-RA	DPOGS204232-PA
OG0009273	Bany_13994-RA	DPOGS207252-PA
OG0009274	Bany_07572-RA	DPOGS203390-PA
OG0009275	Bany_09738-RA	DPOGS214934-PA
OG0009276	Bany_03912-RA	DPOGS214187-PA
OG0009277	Bany_13426-RA	DPOGS206676-PA
OG0009278	Bany_03112-RA	DPOGS213010-PA
OG0009279	Bany_03113-RA	DPOGS213012-PA
OG0009280	Bany_15227-RA	DPOGS205605-PA
OG0009281	Bany_07577-RA	DPOGS203392-PA
OG0009282	Bany_14685-RA	DPOGS200685-PA
OG0009283	Bany_15229-RA	DPOGS205599-PA
OG0009284	Bany_16806-RA	DPOGS203080-PA
OG0009285	Bany_03921-RA	DPOGS214177-PA
OG0009286	Bany_03922-RA	DPOGS214200-PA
OG0009287	Bany_17319-RA	DPOGS214875-PA
OG0009288	Bany_11639-RA	DPOGS214320-PA
OG0009289	Bany_13427-RA	DPOGS206617-PA
OG0009290	Bany_03114-RA	DPOGS213014-PA
OG0009291	Bany_03925-RA	DPOGS214175-PA
OG0009292	Bany_14006-RA	DPOGS207256-PA
OG0009293	Bany_03116-RA	DPOGS214930-PA
OG0009294	Bany_05602-RA	DPOGS212208-PA
OG0009295	Bany_00519-RA	DPOGS204221-PA
OG0009296	Bany_18094-RA	DPOGS204059-PA
OG0009297	Bany_09029-RA	DPOGS206443-PA
OG0009298	Bany_14688-RA	DPOGS209706-PA
OG0009299	Bany_06325-RA	DPOGS201999-PA
OG0009300	Bany_03121-RA	DPOGS213007-PA
OG0009301	Bany_03936-RA	DPOGS214170-PA
OG0009302	Bany_14012-RA	DPOGS207299-PA
OG0009303	Bany_08354-RA	DPOGS203605-PA
OG0009304	Bany_01435-RA	DPOGS207027-PA
OG0009305	Bany_04808-RA	DPOGS203701-PA
OG0009306	Bany_03122-RA	DPOGS213006-PA
OG0009307	Bany_14021-RA	DPOGS207264-PA
OG0009308	Bany_03124-RA	DPOGS213018-PA
OG0009309	Bany_17324-RA	DPOGS214871-PA
OG0009310	Bany_03125-RA	DPOGS213005-PA
OG0009311	Bany_17325-RA	DPOGS214870-PA
OG0009312	Bany_08360-RA	DPOGS203603-PA
OG0009313	Bany_07590-RA	DPOGS206138-PA
OG0009314	Bany_07591-RA	DPOGS206139-PA
OG0009315	Bany_07593-RA	DPOGS206140-PA
OG0009316	Bany_05615-RA	DPOGS211928-PA
OG0009317	Bany_12159-RA	DPOGS208875-PA
OG0009318	Bany_14701-RA	DPOGS209740-PA
OG0009319	Bany_03128-RA	DPOGS213019-PA
OG0009320	Bany_03129-RA	DPOGS213001-PA
OG0009321	Bany_06335-RA	DPOGS201967-PA, DPOGS213741-PA
OG0009322	Bany_14704-RA	DPOGS209714-PA
OG0009323	Bany_07595-RA	DPOGS206045-PA
OG0009324	Bany_07596-RA	DPOGS206141-PA
OG0009325	Bany_03956-RA	DPOGS214160-PA
OG0009326	Bany_01454-RA	DPOGS212783-PA
OG0009327	Bany_11660-RA	DPOGS214356-PA
OG0009328	Bany_03135-RA	DPOGS213022-PA
OG0009329	Bany_09065-RA	DPOGS207806-PA
OG0009330	Bany_14714-RA	DPOGS209717-PA
OG0009331	Bany_17329-RA	DPOGS214845-PA
OG0009332	Bany_17330-RA	DPOGS214869-PA
OG0009333	Bany_15245-RA	DPOGS205610-PA
OG0009334	Bany_01459-RA	DPOGS201800-PA
OG0009335	Bany_07601-RA	DPOGS206143-PA
OG0009336	Bany_01460-RA	DPOGS201801-PA
OG0009338	Bany_14719-RA	DPOGS209719-PA
OG0009339	Bany_11671-RA	DPOGS214336-PA
OG0009340	Bany_03139-RA	DPOGS213026-PA
OG0009341	Bany_13445-RA, Bany_13446-RA	DPOGS206628-PA
OG0009342	Bany_03143-RA	DPOGS213000-PA
OG0009343	Bany_12184-RA	DPOGS208967-PA
OG0009344	Bany_07605-RA	DPOGS206145-PA
OG0009345	Bany_03146-RA	DPOGS213030-PA
OG0009346	Bany_16819-RA	DPOGS207429-PA
OG0009347	Bany_03147-RA	DPOGS212998-PA
OG0009348	Bany_03148-RA	DPOGS212996-PA
OG0009349	Bany_16823-RA	DPOGS207402-PA
OG0009350	Bany_17335-RA	DPOGS214848-PA
OG0009351	Bany_11680-RA	DPOGS214346-PA
OG0009352	Bany_17336-RA	DPOGS214864-PA
OG0009353	Bany_00540-RA	DPOGS203078-PA
OG0009354	Bany_15257-RA	DPOGS208024-PA
OG0009355	Bany_03150-RA	DPOGS213031-PA
OG0009356	Bany_03967-RA	DPOGS214132-PA
OG0009357	Bany_15846-RA	DPOGS212267-PA
OG0009358	Bany_11682-RA	DPOGS214339-PA
OG0009359	Bany_09766-RA	DPOGS204017-PA
OG0009360	Bany_13456-RA	DPOGS202630-PA
OG0009361	Bany_07614-RA	DPOGS206032-PA
OG0009362	Bany_17343-RA	DPOGS214860-PA
OG0009363	Bany_13458-RA	DPOGS202632-PA
OG0009364	Bany_13460-RA	DPOGS202633-PA
OG0009365	Bany_07618-RA	DPOGS206030-PA
OG0009366	Bany_05650-RA	DPOGS216016-PA
OG0009367	Bany_11686-RA	DPOGS202892-PA
OG0009368	Bany_05658-RA	DPOGS215960-PA
OG0009369	Bany_12210-RA	DPOGS208946-PA
OG0009370	Bany_15279-RA	DPOGS208014-PA
OG0009371	Bany_00552-RA	DPOGS208666-PA
OG0009373	Bany_17349-RA	DPOGS209069-PA
OG0009374	Bany_03975-RA	DPOGS214247-PA
OG0009375	Bany_09772-RA	DPOGS204042-PA
OG0009376	Bany_04836-RA	DPOGS203717-PA
OG0009377	Bany_17355-RA	DPOGS209067-PA
OG0009378	Bany_09776-RA	DPOGS204039-PA
OG0009379	Bany_01504-RA	DPOGS206938-PA
OG0009380	Bany_09087-RA	DPOGS207816-PA
OG0009382	Bany_12220-RA	DPOGS208951-PA
OG0009384	Bany_07629-RA	DPOGS206136-PA
OG0009386	Bany_09779-RA	DPOGS204038-PA
OG0009387	Bany_07630-RA	DPOGS203318-PA
OG0009388	Bany_12227-RA	DPOGS208916-PA
OG0009390	Bany_05671-RA	DPOGS215957-PA
OG0009391	Bany_09781-RA	DPOGS204024-PA
OG0009392	Bany_11700-RA	DPOGS202897-PA
OG0009393	Bany_00563-RA	DPOGS208640-PA
OG0009394	Bany_10980-RA	DPOGS210674-PA
OG0009395	Bany_09102-RA	DPOGS207741-PA
OG0009396	Bany_17359-RA	DPOGS209026-PA
OG0009397	Bany_14041-RA	DPOGS207283-PA
OG0009399	Bany_02366-RA	DPOGS206417-PA
OG0009400	Bany_09792-RA	DPOGS204030-PA
OG0009401	Bany_00571-RA	DPOGS208658-PA
OG0009402	Bany_09794-RA	DPOGS204031-PA
OG0009403	Bany_14046-RA	DPOGS207274-PA
OG0009404	Bany_14047-RA	DPOGS207280-PA
OG0009405	Bany_10986-RA	DPOGS210679-PA
OG0009406	Bany_10352-RA	DPOGS202450-PA
OG0009407	Bany_10987-RA	DPOGS210681-PA
OG0009408	Bany_07039-RA	DPOGS202421-PA
OG0009409	Bany_15866-RA	DPOGS212278-PA
OG0009410	Bany_15867-RA	DPOGS212277-PA
OG0009412	Bany_14743-RA	DPOGS201037-PA
OG0009413	Bany_14744-RA	DPOGS201036-PA
OG0009414	Bany_09117-RA	DPOGS207827-PA
OG0009415	Bany_16858-RA	DPOGS205822-PA
OG0009416	Bany_15872-RA	DPOGS202593-PA
OG0009417	Bany_02372-RA	DPOGS209536-PA
OG0009418	Bany_03163-RA	DPOGS212992-PA
OG0009419	Bany_04853-RA	DPOGS215790-PA
OG0009420	Bany_07662-RA	DPOGS203971-PA
OG0009421	Bany_07663-RA	DPOGS206050-PA
OG0009422	Bany_03164-RA	DPOGS213798-PA
OG0009423	Bany_00586-RA	DPOGS208649-PA
OG0009424	Bany_03170-RA	DPOGS212988-PA
OG0009426	Bany_14748-RA	DPOGS201035-PA
OG0009427	Bany_14749-RA	DPOGS200977-PA
OG0009428	Bany_11712-RA	DPOGS214341-PA
OG0009429	Bany_04867-RA	DPOGS201454-PA
OG0009430	Bany_04872-RA	DPOGS201492-PA
OG0009431	Bany_14752-RA	DPOGS201033-PA
OG0009432	Bany_09129-RA	DPOGS207725-PA
OG0009433	Bany_14753-RA	DPOGS200979-PA
OG0009434	Bany_10994-RA	DPOGS210685-PA
OG0009435	Bany_14072-RA	DPOGS211644-PA
OG0009436	Bany_14758-RA	DPOGS200981-PA
OG0009437	Bany_14759-RA	DPOGS201029-PA
OG0009438	Bany_14073-RA	DPOGS211645-PA
OG0009439	Bany_14077-RA	DPOGS211635-PA
OG0009441	Bany_14078-RA	DPOGS211648-PA
OG0009442	Bany_07052-RA	DPOGS211987-PA
OG0009443	Bany_17392-RA	DPOGS209048-PA
OG0009444	Bany_00604-RA	DPOGS204249-PA
OG0009445	Bany_03994-RA	DPOGS214228-PA
OG0009446	Bany_14080-RA	DPOGS211649-PA
OG0009447	Bany_14081-RA	DPOGS211650-PA
OG0009448	Bany_12256-RA	DPOGS208957-PA
OG0009450	Bany_03175-RA	DPOGS213044-PA
OG0009451	Bany_14762-RA	DPOGS201026-PA
OG0009452	Bany_03996-RA	DPOGS214227-PA
OG0009453	Bany_15312-RA	DPOGS200030-PA
OG0009454	Bany_15885-RA	DPOGS213837-PA
OG0009455	Bany_16908-RA	DPOGS213263-PA
OG0009456	Bany_17398-RA	DPOGS209044-PA
OG0009457	Bany_00612-RA	DPOGS204255-PA
OG0009458	Bany_16910-RA	DPOGS213262-PA
OG0009459	Bany_08408-RA	DPOGS214771-PA
OG0009460	Bany_16911-RA	DPOGS205991-PA
OG0009461	Bany_16917-RA	DPOGS205992-PA
OG0009462	Bany_01536-RA	DPOGS206987-PA
OG0009463	Bany_09821-RA	DPOGS212868-PA
OG0009464	Bany_09822-RA	DPOGS212867-PA
OG0009465	Bany_11732-RA	DPOGS209898-PA
OG0009466	Bany_07059-RA	DPOGS205878-PA
OG0009467	Bany_16919-RA	DPOGS205995-PA
OG0009468	Bany_11735-RA	DPOGS209894-PA
OG0009469	Bany_03181-RA	DPOGS202114-PA
OG0009470	Bany_04017-RA	DPOGS214253-PA
OG0009471	Bany_11739-RA	DPOGS209900-PA
OG0009472	Bany_15894-RA	DPOGS213829-PA
OG0009473	Bany_15323-RA	DPOGS215396-PA, DPOGS215398-PA
OG0009474	Bany_04020-RA	DPOGS214255-PA
OG0009475	Bany_15898-RA	DPOGS213840-PA
OG0009477	Bany_11750-RA	DPOGS209903-PA
OG0009478	Bany_11751-RA	DPOGS209889-PA
OG0009479	Bany_03184-RA	DPOGS202115-PA
OG0009480	Bany_05689-RA	DPOGS211920-PA
OG0009481	Bany_04026-RA	DPOGS214257-PA
OG0009482	Bany_14788-RA	DPOGS200988-PA
OG0009483	Bany_05695-RA	DPOGS211917-PA
OG0009484	Bany_14107-RA	DPOGS204893-PA
OG0009485	Bany_14792-RA	DPOGS200990-PA
OG0009486	Bany_03186-RA	DPOGS202110-PA
OG0009487	Bany_03187-RA	DPOGS202116-PA
OG0009488	Bany_12277-RA	DPOGS208942-PA
OG0009489	Bany_10382-RA	DPOGS205758-PA
OG0009490	Bany_09841-RA	DPOGS212857-PA
OG0009492	Bany_09845-RA	DPOGS212856-PA
OG0009493	Bany_09846-RA	DPOGS212823-PA
OG0009494	Bany_04032-RA	DPOGS214262-PA
OG0009495	Bany_12280-RA	DPOGS208941-PA
OG0009496	Bany_14795-RA	DPOGS200992-PA
OG0009497	Bany_14117-RA	DPOGS204868-PA
OG0009498	Bany_04034-RA	DPOGS214263-PA
OG0009499	Bany_11009-RA	DPOGS210701-PA, DPOGS210699-PA
OG0009500	Bany_15903-RA	DPOGS213825-PA
OG0009502	Bany_14803-RA	DPOGS201011-PA
OG0009503	Bany_11012-RA	DPOGS210704-PA
OG0009504	Bany_14804-RA	DPOGS200994-PA
OG0009505	Bany_09855-RA	DPOGS212848-PA
OG0009506	Bany_09858-RA	DPOGS212847-PA
OG0009507	Bany_07075-RA	DPOGS205543-PA
OG0009508	Bany_04043-RA	DPOGS214266-PA
OG0009509	Bany_12282-RA	DPOGS208923-PA
OG0009510	Bany_04048-RA	DPOGS214268-PA
OG0009511	Bany_04049-RA	DPOGS214117-PA
OG0009512	Bany_07080-RA	DPOGS205498-PA
OG0009513	Bany_03194-RA	DPOGS202119-PA
OG0009514	Bany_03195-RA	DPOGS202108-PA
OG0009515	Bany_03199-RA	DPOGS202121-PA
OG0009516	Bany_07085-RA	DPOGS205537-PA
OG0009517	Bany_03200-RA	DPOGS202106-PA
OG0009518	Bany_12291-RA	DPOGS208935-PA
OG0009519	Bany_14148-RA	DPOGS213506-PA
OG0009520	Bany_14149-RA	DPOGS213626-PA
OG0009521	Bany_15351-RA	DPOGS215381-PA
OG0009522	Bany_10391-RA	DPOGS211403-PA
OG0009523	Bany_11018-RA	DPOGS210711-PA
OG0009524	Bany_11019-RA	DPOGS210742-PA
OG0009525	Bany_11020-RA	DPOGS210712-PA
OG0009526	Bany_12294-RA	DPOGS208934-PA
OG0009527	Bany_07706-RA	DPOGS212556-PA
OG0009528	Bany_15927-RA	DPOGS209946-PA
OG0009529	Bany_14155-RA	DPOGS212329-PA
OG0009530	Bany_15931-RA	DPOGS209947-PA
OG0009531	Bany_03202-RA	DPOGS202123-PA
OG0009532	Bany_11023-RA	DPOGS210714-PA
OG0009533	Bany_03203-RA	DPOGS202103-PA
OG0009534	Bany_14160-RA	DPOGS212327-PA
OG0009535	Bany_03204-RA	DPOGS202124-PA
OG0009536	Bany_01583-RA	DPOGS207005-PA
OG0009537	Bany_04913-RA	DPOGS201922-PA
OG0009538	Bany_15934-RA	DPOGS209976-PA
OG0009539	Bany_08439-RA	DPOGS200312-PA
OG0009540	Bany_01587-RA	DPOGS206931-PA
OG0009541	Bany_15941-RA	DPOGS209980-PA
OG0009542	Bany_01595-RA	DPOGS207009-PA
OG0009543	Bany_06405-RA	DPOGS207663-PA
OG0009544	Bany_09182-RA	DPOGS207701-PA
OG0009545	Bany_04061-RA	DPOGS214279-PA
OG0009546	Bany_09184-RA	DPOGS207698-PA
OG0009547	Bany_07099-RA	DPOGS205506-PA
OG0009548	Bany_10395-RA	DPOGS211415-PA
OG0009549	Bany_01599-RA	DPOGS206926-PA
OG0009550	Bany_04066-RA	DPOGS214108-PA
OG0009551	Bany_04067-RA	DPOGS214283-PA
OG0009552	Bany_10397-RA	DPOGS211416-PA
OG0009553	Bany_10400-RA	DPOGS211399-PA
OG0009554	Bany_07710-RA	DPOGS212558-PA
OG0009555	Bany_15946-RA	DPOGS209983-PA
OG0009556	Bany_15949-RA	DPOGS209949-PA
OG0009557	Bany_15950-RA	DPOGS209984-PA
OG0009558	Bany_08451-RA	DPOGS200321-PA
OG0009559	Bany_10406-RA	DPOGS211421-PA
OG0009560	Bany_15364-RA	DPOGS215416-PA
OG0009561	Bany_12313-RA	DPOGS200053-PA
OG0009562	Bany_15955-RA	DPOGS209974-PA
OG0009564	Bany_02416-RA	DPOGS202358-PA
OG0009565	Bany_04072-RA	DPOGS214105-PA
OG0009566	Bany_15959-RA	DPOGS209973-PA
OG0009567	Bany_15960-RA	DPOGS209956-PA
OG0009568	Bany_03211-RA	DPOGS202099-PA
OG0009569	Bany_15962-RA	DPOGS209972-PA
OG0009570	Bany_07108-RA	DPOGS205529-PA
OG0009571	Bany_03212-RA	DPOGS202126-PA
OG0009572	Bany_15964-RA	DPOGS209957-PA
OG0009573	Bany_15966-RA	DPOGS209971-PA
OG0009574	Bany_15374-RA	DPOGS215420-PA
OG0009575	Bany_10411-RA	DPOGS211424-PA
OG0009576	Bany_02420-RA	DPOGS202357-PA
OG0009577	Bany_06429-RA	DPOGS202805-PA
OG0009578	Bany_08455-RA	DPOGS200306-PA
OG0009579	Bany_09196-RA	DPOGS200818-PA
OG0009580	Bany_07115-RA	DPOGS205517-PA
OG0009581	Bany_15971-RA	DPOGS209959-PA
OG0009582	Bany_15972-RA	DPOGS209968-PA
OG0009583	Bany_14167-RA	DPOGS212319-PA
OG0009584	Bany_10421-RA	DPOGS205848-PA
OG0009585	Bany_03228-RA	DPOGS202093-PA
OG0009586	Bany_07722-RA	DPOGS212561-PA
OG0009587	Bany_11807-RA	DPOGS202881-PA
OG0009588	Bany_10425-RA	DPOGS205851-PA
OG0009589	Bany_02432-RA	DPOGS210298-PA
OG0009590	Bany_04084-RA	DPOGS214098-PA
OG0009591	Bany_09206-RA	DPOGS200873-PA
OG0009592	Bany_15982-RA	DPOGS200648-PA
OG0009593	Bany_01618-RA	DPOGS206918-PA
OG0009594	Bany_03233-RA	DPOGS200182-PA
OG0009595	Bany_15983-RA	DPOGS200591-PA
OG0009596	Bany_15985-RA	DPOGS200645-PA
OG0009597	Bany_15986-RA	DPOGS200594-PA
OG0009598	Bany_15987-RA	DPOGS200644-PA
OG0009599	Bany_15988-RA	DPOGS200595-PA
OG0009600	Bany_09213-RA	DPOGS200825-PA
OG0009601	Bany_03239-RA	DPOGS200180-PA
OG0009602	Bany_04937-RA	DPOGS210601-PA
OG0009603	Bany_01624-RA	DPOGS206957-PA
OG0009604	Bany_04096-RA	DPOGS214290-PA
OG0009605	Bany_04098-RA	DPOGS214291-PA
OG0009606	Bany_01628-RA	DPOGS206964-PA
OG0009607	Bany_00705-RA	DPOGS208725-PA
OG0009608	Bany_00706-RA	DPOGS208714-PA
OG0009609	Bany_06446-RA	DPOGS202835-PA
OG0009610	Bany_00711-RA	DPOGS208712-PA
OG0009611	Bany_00714-RA	DPOGS208730-PA
OG0009612	Bany_14192-RA	DPOGS212382-PA
OG0009613	Bany_14862-RA	DPOGS215274-PA
OG0009614	Bany_04105-RA	DPOGS214088-PA
OG0009615	Bany_09226-RA	DPOGS200832-PA
OG0009616	Bany_08497-RA	DPOGS200343-PA
OG0009617	Bany_13576-RA	DPOGS211605-PA
OG0009618	Bany_10440-RA	DPOGS209929-PA
OG0009619	Bany_07751-RA	DPOGS203004-PA
OG0009620	Bany_04957-RA	DPOGS210597-PA
