Orthogroup	Bicyclus_anynana	Heliconius_erato_lativitta
OG0008929	Bany_17950-RA	HEL_009347-RA
OG0008930	Bany_06190-RA	HEL_007902-RA
OG0008931	Bany_06191-RA	HEL_007901-RA
OG0008932	Bany_17953-RA	HEL_009349-RA
OG0008934	Bany_14534-RA	HEL_005739-RA
OG0008935	Bany_12050-RA	HEL_006162-RA
OG0008936	Bany_14536-RA	HEL_005737-RA
OG0008937	Bany_11463-RA	HEL_006561-RA
OG0008938	Bany_13296-RA	HEL_012289-RA
OG0008939	Bany_04639-RA	HEL_002688-RA
OG0008940	Bany_16427-RA, Bany_16430-RA	HEL_012986-RA
OG0008941	Bany_10139-RA	HEL_014439-RA
OG0008942	Bany_06859-RA	HEL_000608-RA
OG0008944	Bany_07453-RA, Bany_16682-RA	HEL_000358-RA
OG0008947	Bany_08915-RA	HEL_012125-RA
OG0008948	Bany_16683-RA	HEL_000355-RA
OG0008952	Bany_00344-RA	HEL_001580-RA
OG0008955	Bany_12056-RA	HEL_006159-RA
OG0008956	Bany_06197-RA	HEL_007896-RA
OG0008957	Bany_01204-RA	HEL_010068-RA
OG0008958	Bany_08920-RA	HEL_012123-RA
OG0008961	Bany_11472-RA	HEL_006570-RA
OG0008969	Bany_03782-RA	HEL_002455-RA
OG0008970	Bany_07421-RA	HEL_009870-RA, HEL_005582-RA
OG0008971	Bany_14563-RA	HEL_012717-RA
OG0008976	Bany_16697-RA	HEL_000342-RA
OG0008979	Bany_04662-RA	HEL_002896-RA
OG0008980	Bany_04663-RA	HEL_002895-RA
OG0008983	Bany_04664-RA	HEL_002894-RA
OG0008986	Bany_17237-RA	HEL_002028-RA, HEL_002029-RA, HEL_002027-RA
OG0008991	Bany_03794-RA	HEL_002470-RA
OG0008992	Bany_06203-RA	HEL_007891-RA
OG0008993	Bany_09617-RA	HEL_005208-RA
OG0008994	Bany_03799-RA	HEL_002477-RA
OG0008995	Bany_15114-RA	HEL_011554-RA
OG0008996	Bany_10884-RA	HEL_004279-RA
OG0008997	Bany_13326-RA	HEL_008987-RA
OG0008998	Bany_12972-RA	HEL_004175-RA
OG0008999	Bany_17978-RA	HEL_011866-RA
OG0009001	Bany_13328-RA	HEL_008989-RA
OG0009003	Bany_13329-RA	HEL_008990-RA
OG0009004	Bany_06891-RA, Bany_06887-RA	HEL_000630-RA, HEL_000629-RA, HEL_000628-RA
OG0009005	Bany_02943-RA	HEL_009203-RA
OG0009011	Bany_06217-RA	HEL_007884-RA
OG0009012	Bany_15124-RA	HEL_011558-RA
OG0009016	Bany_01253-RA	HEL_009920-RA, HEL_009918-RA
OG0009017	Bany_08948-RA	HEL_010799-RA
OG0009018	Bany_17988-RA	HEL_011872-RA
OG0009019	Bany_07462-RA	HEL_007191-RA
OG0009022	Bany_10180-RA	HEL_010882-RA
OG0009024	Bany_10182-RA	HEL_010885-RA
OG0009025	Bany_06225-RA	HEL_007874-RA
OG0009026	Bany_03818-RA	HEL_002496-RA
OG0009027	Bany_12986-RA	HEL_004192-RA
OG0009029	Bany_14572-RA	HEL_012708-RA
OG0009031	Bany_07467-RA	HEL_007189-RA
OG0009032	Bany_17257-RA	HEL_001850-RA
OG0009034	Bany_06903-RA	HEL_000641-RA
OG0009036	Bany_13343-RA	HEL_012468-RA
OG0009038	Bany_05511-RA	HEL_008726-RA
OG0009039	Bany_07472-RA	HEL_007184-RA
OG0009041	Bany_17263-RA	HEL_001846-RA
OG0009043	Bany_08242-RA	HEL_007544-RA
OG0009046	Bany_03833-RA	HEL_002509-RA
OG0009049	Bany_01271-RA	HEL_014416-RA
OG0009052	Bany_08247-RA	HEL_007540-RA
OG0009056	Bany_10901-RA	HEL_004257-RA
OG0009057	Bany_13346-RA	HEL_012471-RA
OG0009060	Bany_10196-RA	HEL_010898-RA
OG0009064	Bany_01294-RA	HEL_009858-RA
OG0009065	Bany_18010-RA	HEL_009585-RA
OG0009067	Bany_00393-RA	HEL_001520-RA
OG0009068	Bany_10201-RA	HEL_010902-RA
OG0009070	Bany_10203-RA	HEL_010903-RA
OG0009072	Bany_04688-RA	HEL_002873-RA
OG0009073	Bany_05529-RA	HEL_008714-RA
OG0009077	Bany_06922-RA	HEL_000659-RA
OG0009078	Bany_14604-RA	HEL_004089-RA
OG0009080	Bany_02247-RA	HEL_004775-RA
OG0009081	Bany_04694-RA	HEL_002867-RA
OG0009082	Bany_00403-RA	HEL_001512-RA
OG0009083	Bany_06259-RA	HEL_007840-RA
OG0009085	Bany_12095-RA	HEL_006133-RA
OG0009086	Bany_10206-RA	HEL_010907-RA
OG0009087	Bany_03842-RA	HEL_002957-RA
OG0009089	Bany_09662-RA	HEL_003782-RA
OG0009091	Bany_10912-RA	HEL_004248-RA
OG0009094	Bany_01300-RA	HEL_009863-RA
OG0009096	Bany_15734-RA	HEL_005589-RA
OG0009098	Bany_11555-RA	HEL_014092-RA
OG0009099	Bany_07493-RA	HEL_007167-RA
OG0009100	Bany_15151-RA	HEL_011577-RA
OG0009101	Bany_15737-RA	HEL_005587-RA
OG0009103	Bany_07495-RA	HEL_007165-RA
OG0009104	Bany_08258-RA	HEL_007522-RA
OG0009105	Bany_06935-RA	HEL_000671-RA
OG0009106	Bany_08260-RA	HEL_007519-RA
OG0009114	Bany_04704-RA	HEL_002857-RA
OG0009116	Bany_12110-RA	HEL_006122-RA
OG0009117	Bany_12112-RA	HEL_006120-RA
OG0009118	Bany_12113-RA	HEL_006117-RA
OG0009119	Bany_18035-RA	HEL_009568-RA, HEL_009569-RA
OG0009120	Bany_01314-RA	HEL_009878-RA
OG0009121	Bany_06950-RA	HEL_002168-RA
OG0009124	Bany_17289-RA	HEL_001825-RA
OG0009125	Bany_11569-RA	HEL_014102-RA
OG0009126	Bany_10223-RA	HEL_010928-RA
OG0009127	Bany_10224-RA	HEL_010929-RA
OG0009130	Bany_03850-RA	HEL_002963-RA
OG0009138	Bany_03857-RA	HEL_002970-RA
OG0009139	Bany_01329-RA	HEL_009890-RA
OG0009140	Bany_04718-RA	HEL_002849-RA
OG0009141	Bany_07514-RA	HEL_010425-RA
OG0009142	Bany_01336-RA	HEL_009929-RA
OG0009143	Bany_10233-RA	HEL_010937-RA
OG0009146	Bany_05559-RA	HEL_008673-RA
OG0009147	Bany_01338-RA	HEL_009934-RA
OG0009148	Bany_18051-RA	HEL_009557-RA
OG0009151	Bany_15755-RA	HEL_005572-RA
OG0009152	Bany_15756-RA	HEL_005571-RA
OG0009156	Bany_06968-RA	HEL_002178-RA
OG0009157	Bany_11586-RA	HEL_014117-RA
OG0009158	Bany_10926-RA	HEL_004237-RA
OG0009159	Bany_02273-RA	HEL_006967-RA
OG0009163	Bany_00438-RA	HEL_001486-RA
OG0009164	Bany_01347-RA	HEL_009950-RA
OG0009169	Bany_08985-RA	HEL_010775-RA
OG0009171	Bany_01351-RA	HEL_013970-RA
OG0009172	Bany_10253-RA	HEL_010960-RA
OG0009174	Bany_07530-RA	HEL_010431-RA
OG0009175	Bany_15767-RA	HEL_005561-RA
OG0009176	Bany_02284-RA	HEL_006959-RA
OG0009178	Bany_08993-RA	HEL_010767-RA
OG0009179	Bany_04733-RA	HEL_002830-RA
OG0009180	Bany_10258-RA	HEL_010963-RA
OG0009181	Bany_04734-RA	HEL_002829-RA
OG0009182	Bany_07534-RA	HEL_010439-RA
OG0009183	Bany_11602-RA	HEL_012772-RA
OG0009184	Bany_09691-RA	HEL_003724-RA
OG0009185	Bany_02290-RA	HEL_006956-RA
OG0009186	Bany_03874-RA	HEL_002981-RA
OG0009187	Bany_12132-RA	HEL_006103-RA
OG0009188	Bany_10261-RA	HEL_010966-RA
OG0009195	Bany_04748-RA	HEL_002809-RA
OG0009196	Bany_15179-RA	HEL_014007-RA
OG0009197	Bany_10929-RA	HEL_004232-RA
OG0009198	Bany_15783-RA	HEL_005551-RA
OG0009199	Bany_10273-RA	HEL_010974-RA
OG0009200	Bany_10274-RA	HEL_000064-RA
OG0009201	Bany_15187-RA	HEL_014014-RA
OG0009202	Bany_03877-RA	HEL_002984-RA
OG0009203	Bany_00458-RA	HEL_001456-RA
OG0009205	Bany_14656-RA	HEL_012740-RA
OG0009208	Bany_04757-RA	HEL_002802-RA
OG0009209	Bany_17669-RA	HEL_004716-RA
OG0009211	Bany_01376-RA	HEL_009968-RA
OG0009212	Bany_01377-RA	HEL_009969-RA
OG0009218	Bany_03880-RA	HEL_002985-RA
OG0009219	Bany_06991-RA	HEL_005979-RA
OG0009220	Bany_15203-RA	HEL_012895-RA
OG0009221	Bany_13398-RA	HEL_013728-RA
OG0009223	Bany_12142-RA	HEL_006092-RA
OG0009224	Bany_09014-RA	HEL_010755-RA
OG0009226	Bany_00466-RA	HEL_001447-RA
OG0009229	Bany_10287-RA, Bany_10288-RA	HEL_000056-RA
OG0009231	Bany_09018-RA	HEL_010752-RA
OG0009233	Bany_09707-RA	HEL_003708-RA
OG0009234	Bany_15208-RA	HEL_012901-RA
OG0009235	Bany_05573-RA	HEL_004583-RA
OG0009236	Bany_15209-RA	HEL_012902-RA
OG0009238	Bany_13408-RA	HEL_013745-RA
OG0009239	Bany_00474-RA	HEL_001334-RA
OG0009240	Bany_16791-RA	HEL_000282-RA
OG0009241	Bany_03890-RA	HEL_002995-RA
OG0009243	Bany_01386-RA	HEL_009973-RA
OG0009246	Bany_12146-RA	HEL_006089-RA
OG0009247	Bany_01390-RA	HEL_009976-RA
OG0009248	Bany_10294-RA	HEL_000050-RA
OG0009251	Bany_01394-RA	HEL_009982-RA
OG0009252	Bany_12149-RA	HEL_006085-RA
OG0009253	Bany_08327-RA	HEL_007454-RA
OG0009254	Bany_16799-RA	HEL_000276-RA
OG0009256	Bany_13418-RA	HEL_013750-RA
OG0009257	Bany_01400-RA	HEL_009985-RA
OG0009260	Bany_17675-RA	HEL_004709-RA
OG0009262	Bany_09730-RA	HEL_003693-RA
OG0009264	Bany_02323-RA	HEL_006919-RA
OG0009271	Bany_14679-RA	HEL_013613-RA
OG0009273	Bany_13994-RA	HEL_001081-RA
OG0009275	Bany_09738-RA	HEL_003788-RA
OG0009276	Bany_03912-RA	HEL_003013-RA
OG0009277	Bany_13426-RA	HEL_014079-RA
OG0009280	Bany_15227-RA	HEL_012923-RA
OG0009281	Bany_07577-RA	HEL_014473-RA
OG0009283	Bany_15229-RA	HEL_012924-RA
OG0009284	Bany_16806-RA	HEL_000274-RA
OG0009285	Bany_03921-RA	HEL_003022-RA
OG0009286	Bany_03922-RA	HEL_003021-RA
OG0009287	Bany_17319-RA	HEL_012359-RA
OG0009288	Bany_11639-RA	HEL_008210-RA
OG0009289	Bany_13427-RA	HEL_014080-RA
OG0009291	Bany_03925-RA	HEL_003026-RA
OG0009294	Bany_05602-RA	HEL_004559-RA
OG0009297	Bany_09029-RA	HEL_010743-RA
OG0009298	Bany_14688-RA	HEL_013618-RA
OG0009299	Bany_06325-RA	HEL_006303-RA
OG0009301	Bany_03936-RA	HEL_003038-RA
OG0009303	Bany_08354-RA	HEL_007428-RA
OG0009304	Bany_01435-RA	HEL_010016-RA
OG0009305	Bany_04808-RA	HEL_002755-RA
OG0009307	Bany_14021-RA	HEL_001106-RA
OG0009309	Bany_17324-RA	HEL_012353-RA
OG0009311	Bany_17325-RA	HEL_012352-RA
OG0009312	Bany_08360-RA	HEL_007425-RA
OG0009316	Bany_05615-RA	HEL_004548-RA
OG0009317	Bany_12159-RA	HEL_006077-RA
OG0009318	Bany_14701-RA	HEL_013631-RA
OG0009322	Bany_14704-RA	HEL_013634-RA
OG0009325	Bany_03956-RA	HEL_003053-RA
OG0009326	Bany_01454-RA	HEL_013555-RA
OG0009330	Bany_14714-RA	HEL_013641-RA
OG0009331	Bany_17329-RA	HEL_012343-RA
OG0009332	Bany_17330-RA	HEL_012342-RA
OG0009333	Bany_15245-RA	HEL_012928-RA
OG0009337	Bany_10968-RA, Bany_10967-RA	HEL_004206-RA
OG0009338	Bany_14719-RA	HEL_013649-RA
OG0009341	Bany_13445-RA, Bany_13446-RA	HEL_012258-RA
OG0009346	Bany_16819-RA	HEL_000264-RA
OG0009349	Bany_16823-RA	HEL_000261-RA
OG0009350	Bany_17335-RA	HEL_012337-RA
OG0009351	Bany_11680-RA	HEL_008184-RA
OG0009352	Bany_17336-RA	HEL_012336-RA
OG0009354	Bany_15257-RA	HEL_007319-RA
OG0009356	Bany_03967-RA	HEL_003102-RA
OG0009357	Bany_15846-RA	HEL_005498-RA
OG0009358	Bany_11682-RA	HEL_008183-RA
OG0009359	Bany_09766-RA	HEL_003834-RA
OG0009360	Bany_13456-RA	HEL_012464-RA
OG0009363	Bany_13458-RA	HEL_012463-RA
OG0009364	Bany_13460-RA	HEL_012461-RA
OG0009366	Bany_05650-RA	HEL_014151-RA
OG0009367	Bany_11686-RA	HEL_008152-RA
OG0009368	Bany_05658-RA	HEL_014156-RA
OG0009369	Bany_12210-RA	HEL_010578-RA
OG0009370	Bany_15279-RA	HEL_007292-RA
OG0009374	Bany_03975-RA	HEL_003092-RA
OG0009375	Bany_09772-RA	HEL_003839-RA
OG0009377	Bany_17355-RA	HEL_012310-RA
OG0009379	Bany_01504-RA	HEL_013156-RA
OG0009380	Bany_09087-RA	HEL_012201-RA
OG0009381	Bany_00557-RA	HEL_001402-RA
OG0009382	Bany_12220-RA	HEL_010586-RA
OG0009383	Bany_09090-RA, Bany_09091-RA	HEL_012203-RA
OG0009386	Bany_09779-RA	HEL_003844-RA
OG0009387	Bany_07630-RA	HEL_014475-RA
OG0009388	Bany_12227-RA	HEL_010587-RA
OG0009389	Bany_09780-RA	HEL_003845-RA
OG0009391	Bany_09781-RA	HEL_003846-RA
OG0009392	Bany_11700-RA	HEL_008165-RA, HEL_008166-RA
OG0009393	Bany_00563-RA	HEL_001409-RA
OG0009395	Bany_09102-RA	HEL_012212-RA
OG0009396	Bany_17359-RA	HEL_013487-RA
OG0009397	Bany_14041-RA	HEL_001120-RA
OG0009398	Bany_14042-RA	HEL_001045-RA, HEL_001046-RA
OG0009399	Bany_02366-RA	HEL_006863-RA
OG0009400	Bany_09792-RA	HEL_003861-RA, HEL_003862-RA
OG0009402	Bany_09794-RA	HEL_003864-RA
OG0009405	Bany_10986-RA	HEL_012386-RA
OG0009407	Bany_10987-RA	HEL_012384-RA
OG0009408	Bany_07039-RA	HEL_005958-RA, HEL_005959-RA
OG0009409	Bany_15866-RA	HEL_005487-RA
OG0009412	Bany_14743-RA	HEL_013604-RA
OG0009413	Bany_14744-RA	HEL_013601-RA
OG0009414	Bany_09117-RA	HEL_012221-RA
OG0009415	Bany_16858-RA	HEL_000227-RA
OG0009416	Bany_15872-RA	HEL_005482-RA
OG0009417	Bany_02372-RA	HEL_006853-RA
OG0009419	Bany_04853-RA	HEL_002698-RA
OG0009420	Bany_07662-RA	HEL_007017-RA
OG0009421	Bany_07663-RA	HEL_007003-RA
OG0009423	Bany_00586-RA	HEL_001431-RA
OG0009425	Bany_09121-RA	HEL_012226-RA
OG0009429	Bany_04867-RA	HEL_006784-RA
OG0009431	Bany_14752-RA	HEL_013597-RA
OG0009432	Bany_09129-RA	HEL_012238-RA
OG0009433	Bany_14753-RA	HEL_013596-RA
OG0009436	Bany_14758-RA	HEL_013593-RA
OG0009437	Bany_14759-RA	HEL_013592-RA
OG0009438	Bany_14073-RA	HEL_000957-RA
OG0009442	Bany_07052-RA	HEL_005950-RA
OG0009443	Bany_17392-RA	HEL_013453-RA
OG0009444	Bany_00604-RA	HEL_001320-RA
OG0009445	Bany_03994-RA	HEL_003079-RA
OG0009446	Bany_14080-RA	HEL_000958-RA
OG0009448	Bany_12256-RA	HEL_010615-RA
OG0009451	Bany_14762-RA	HEL_013588-RA
OG0009452	Bany_03996-RA	HEL_003077-RA
OG0009453	Bany_15312-RA	HEL_007256-RA
OG0009454	Bany_15885-RA	HEL_005472-RA
OG0009456	Bany_17398-RA	HEL_013450-RA
OG0009459	Bany_08408-RA	HEL_007382-RA
OG0009462	Bany_01536-RA	HEL_013130-RA
OG0009464	Bany_09822-RA	HEL_003883-RA, HEL_003884-RA
OG0009465	Bany_11732-RA	HEL_008101-RA
OG0009466	Bany_07059-RA	HEL_005941-RA
OG0009467	Bany_16919-RA	HEL_000296-RA, HEL_000297-RA
OG0009468	Bany_11735-RA	HEL_008102-RA
OG0009470	Bany_04017-RA	HEL_003105-RA
OG0009471	Bany_11739-RA	HEL_008107-RA
OG0009473	Bany_15323-RA	HEL_007241-RA
OG0009474	Bany_04020-RA	HEL_003113-RA
OG0009476	Bany_14782-RA	HEL_011997-RA
OG0009477	Bany_11750-RA	HEL_008115-RA
OG0009478	Bany_11751-RA	HEL_008116-RA
OG0009480	Bany_05689-RA	HEL_004388-RA
OG0009481	Bany_04026-RA	HEL_003118-RA, HEL_003117-RA, HEL_003120-RA
OG0009482	Bany_14788-RA	HEL_013562-RA
OG0009483	Bany_05695-RA	HEL_004395-RA
OG0009485	Bany_14792-RA	HEL_013558-RA
OG0009488	Bany_12277-RA	HEL_010643-RA
OG0009489	Bany_10382-RA	HEL_010982-RA
OG0009490	Bany_09841-RA	HEL_003897-RA
OG0009491	Bany_09843-RA	HEL_003900-RA
OG0009492	Bany_09845-RA	HEL_003902-RA
OG0009493	Bany_09846-RA	HEL_003903-RA
OG0009494	Bany_04032-RA	HEL_003126-RA
OG0009495	Bany_12280-RA	HEL_010646-RA
OG0009498	Bany_04034-RA	HEL_003128-RA
OG0009499	Bany_11009-RA	HEL_012374-RA
OG0009500	Bany_15903-RA	HEL_005464-RA
OG0009501	Bany_00634-RA	HEL_001297-RA
OG0009503	Bany_11012-RA	HEL_012371-RA
OG0009504	Bany_14804-RA	HEL_012001-RA
OG0009505	Bany_09855-RA	HEL_003909-RA
OG0009506	Bany_09858-RA	HEL_003911-RA
OG0009507	Bany_07075-RA	HEL_005917-RA
OG0009508	Bany_04043-RA	HEL_003133-RA
OG0009510	Bany_04048-RA	HEL_003137-RA
OG0009511	Bany_04049-RA	HEL_003138-RA
OG0009512	Bany_07080-RA	HEL_005912-RA
OG0009516	Bany_07085-RA	HEL_005907-RA
OG0009521	Bany_15351-RA	HEL_007213-RA
OG0009522	Bany_10391-RA	HEL_000066-RA
OG0009524	Bany_11019-RA	HEL_012365-RA
OG0009525	Bany_11020-RA	HEL_012364-RA
OG0009527	Bany_07706-RA	HEL_007045-RA
OG0009532	Bany_11023-RA	HEL_014256-RA
OG0009537	Bany_04913-RA	HEL_002940-RA
OG0009540	Bany_01587-RA	HEL_013360-RA
OG0009543	Bany_06405-RA	HEL_009615-RA
OG0009544	Bany_09182-RA	HEL_012613-RA
OG0009545	Bany_04061-RA	HEL_003149-RA
OG0009546	Bany_09184-RA	HEL_012619-RA
OG0009547	Bany_07099-RA	HEL_005898-RA
OG0009548	Bany_10395-RA	HEL_000078-RA
OG0009549	Bany_01599-RA	HEL_014174-RA
OG0009550	Bany_04066-RA	HEL_003157-RA
OG0009551	Bany_04067-RA	HEL_003158-RA
OG0009552	Bany_10397-RA	HEL_000080-RA
OG0009553	Bany_10400-RA	HEL_000081-RA
OG0009554	Bany_07710-RA	HEL_007048-RA
OG0009558	Bany_08451-RA	HEL_013427-RA
OG0009559	Bany_10406-RA	HEL_000087-RA
OG0009560	Bany_15364-RA	HEL_007201-RA
OG0009563	Bany_07712-RA	HEL_007050-RA
OG0009565	Bany_04072-RA	HEL_003162-RA
OG0009568	Bany_03211-RA	HEL_011592-RA
OG0009570	Bany_07108-RA	HEL_005890-RA
OG0009571	Bany_03212-RA	HEL_011593-RA
OG0009574	Bany_15374-RA	HEL_007194-RA
OG0009575	Bany_10411-RA	HEL_000099-RA
OG0009577	Bany_06429-RA	HEL_014134-RA
OG0009578	Bany_08455-RA	HEL_013421-RA
OG0009579	Bany_09196-RA	HEL_012627-RA
OG0009580	Bany_07115-RA	HEL_005886-RA
OG0009583	Bany_14167-RA	HEL_009770-RA
OG0009584	Bany_10421-RA	HEL_000107-RA
OG0009585	Bany_03228-RA	HEL_011599-RA
OG0009586	Bany_07722-RA	HEL_007055-RA
OG0009587	Bany_11807-RA	HEL_008137-RA
OG0009588	Bany_10425-RA	HEL_000112-RA
OG0009591	Bany_09206-RA	HEL_011912-RA
OG0009593	Bany_01618-RA	HEL_008249-RA
OG0009600	Bany_09213-RA	HEL_011918-RA
OG0009601	Bany_03239-RA	HEL_011614-RA
OG0009602	Bany_04937-RA	HEL_006616-RA
OG0009603	Bany_01624-RA	HEL_008255-RA, HEL_008253-RA
OG0009604	Bany_04096-RA	HEL_003176-RA
OG0009605	Bany_04098-RA	HEL_003178-RA
OG0009606	Bany_01628-RA	HEL_008280-RA
OG0009609	Bany_06446-RA	HEL_006208-RA
OG0009610	Bany_00711-RA	HEL_001234-RA
OG0009611	Bany_00714-RA	HEL_001231-RA
OG0009612	Bany_14192-RA	HEL_009825-RA
OG0009613	Bany_14862-RA	HEL_012032-RA
OG0009614	Bany_04105-RA	HEL_003183-RA
OG0009615	Bany_09226-RA	HEL_011930-RA
OG0009616	Bany_08497-RA	HEL_011487-RA
OG0009617	Bany_13576-RA	HEL_008625-RA
OG0009619	Bany_07751-RA	HEL_010419-RA
OG0009621	Bany_10444-RA	HEL_000135-RA
OG0009623	Bany_04965-RA	HEL_006629-RA
OG0009624	Bany_11072-RA	HEL_012880-RA
OG0009625	Bany_00724-RA	HEL_001225-RA
OG0009626	Bany_08519-RA	HEL_011467-RA
OG0009627	Bany_08520-RA	HEL_011466-RA
OG0009629	Bany_09239-RA	HEL_011941-RA
OG0009630	Bany_06464-RA	HEL_006236-RA
OG0009631	Bany_13585-RA	HEL_008619-RA
OG0009632	Bany_13587-RA	HEL_008618-RA
OG0009634	Bany_05744-RA	HEL_004419-RA
OG0009635	Bany_14198-RA	HEL_009826-RA
OG0009636	Bany_01651-RA	HEL_008300-RA
OG0009639	Bany_00745-RA	HEL_001208-RA
OG0009641	Bany_14205-RA	HEL_009834-RA, HEL_009835-RA
OG0009642	Bany_04979-RA	HEL_006642-RA
OG0009644	Bany_14209-RA	HEL_009841-RA
OG0009645	Bany_04981-RA	HEL_006644-RA
OG0009646	Bany_14214-RA	HEL_009843-RA
OG0009648	Bany_06484-RA	HEL_006248-RA
OG0009651	Bany_03289-RA	HEL_010037-RA
OG0009652	Bany_04987-RA	HEL_006649-RA
OG0009653	Bany_05770-RA	HEL_004437-RA
OG0009654	Bany_02466-RA	HEL_008546-RA
OG0009655	Bany_08535-RA	HEL_011451-RA
OG0009656	Bany_09269-RA	HEL_011960-RA
OG0009657	Bany_11100-RA	HEL_013078-RA
OG0009658	Bany_03295-RA	HEL_010031-RA
OG0009661	Bany_06500-RA	HEL_009597-RA
OG0009662	Bany_01671-RA	HEL_008323-RA
OG0009664	Bany_04995-RA	HEL_006653-RA
OG0009665	Bany_02476-RA	HEL_008544-RA
OG0009668	Bany_11110-RA	HEL_013090-RA
OG0009669	Bany_08561-RA	HEL_011422-RA
OG0009670	Bany_14226-RA	HEL_009853-RA
OG0009671	Bany_01678-RA	HEL_008328-RA
OG0009673	Bany_12376-RA	HEL_010314-RA, HEL_010322-RA
OG0009674	Bany_01682-RA	HEL_008331-RA
OG0009675	Bany_07786-RA	HEL_010408-RA
OG0009680	Bany_14247-RA	HEL_014606-RA
OG0009681	Bany_01687-RA	HEL_008337-RA
OG0009682	Bany_04143-RA	HEL_003226-RA
OG0009683	Bany_09285-RA	HEL_011973-RA
OG0009684	Bany_05012-RA	HEL_006665-RA
OG0009685	Bany_12386-RA	HEL_010340-RA
OG0009686	Bany_05016-RA	HEL_006672-RA
OG0009687	Bany_07791-RA	HEL_010406-RA
OG0009688	Bany_09291-RA	HEL_011977-RA
OG0009689	Bany_07794-RA	HEL_007137-RA
OG0009690	Bany_10477-RA	HEL_000170-RA
OG0009691	Bany_12391-RA	HEL_010349-RA
OG0009692	Bany_01697-RA	HEL_008344-RA
OG0009693	Bany_05795-RA	HEL_004459-RA
OG0009696	Bany_01701-RA	HEL_008347-RA
OG0009697	Bany_00787-RA	HEL_001171-RA
OG0009699	Bany_10496-RA	HEL_000188-RA
OG0009701	Bany_10499-RA	HEL_000189-RA
OG0009702	Bany_02523-RA	HEL_008503-RA
OG0009704	Bany_07812-RA	HEL_010388-RA
OG0009705	Bany_01722-RA	HEL_008367-RA
OG0009706	Bany_07814-RA	HEL_010387-RA
OG0009709	Bany_07817-RA	HEL_010424-RA
OG0009711	Bany_01727-RA	HEL_005050-RA, HEL_005051-RA
OG0009720	Bany_01731-RA	HEL_014573-RA
OG0009725	Bany_07830-RA	HEL_010402-RA
OG0009726	Bany_04192-RA	HEL_003312-RA
OG0009732	Bany_05065-RA	HEL_006712-RA
OG0009736	Bany_04200-RA	HEL_003309-RA
OG0009738	Bany_00829-RA	HEL_013122-RA
OG0009739	Bany_02544-RA	HEL_008494-RA
OG0009742	Bany_01755-RA	HEL_008409-RA
OG0009743	Bany_04210-RA	HEL_003302-RA
OG0009746	Bany_03396-RA	HEL_011654-RA
OG0009748	Bany_03397-RA	HEL_011653-RA
OG0009750	Bany_10538-RA	HEL_000212-RA
OG0009751	Bany_08628-RA	HEL_012810-RA
OG0009752	Bany_01760-RA	HEL_008405-RA
OG0009754	Bany_01769-RA	HEL_008397-RA
OG0009756	Bany_02561-RA	HEL_008482-RA
OG0009758	Bany_05823-RA	HEL_004488-RA
OG0009759	Bany_04240-RA	HEL_003275-RA
OG0009761	Bany_03405-RA	HEL_011646-RA
OG0009762	Bany_02568-RA	HEL_008476-RA
OG0009763	Bany_07862-RA	HEL_007150-RA
OG0009764	Bany_05837-RA	HEL_004507-RA
OG0009765	Bany_00858-RA	HEL_013097-RA
OG0009766	Bany_05104-RA	HEL_006742-RA
OG0009767	Bany_04257-RA	HEL_003257-RA
OG0009768	Bany_03417-RA	HEL_011634-RA
OG0009769	Bany_03433-RA	HEL_011640-RA
OG0009771	Bany_05843-RA	HEL_004509-RA
OG0009776	Bany_07877-RA	HEL_007160-RA
OG0009777	Bany_04284-RA	HEL_003233-RA
OG0009778	Bany_05118-RA	HEL_006749-RA
OG0009779	Bany_07888-RA	HEL_007112-RA
OG0009780	Bany_07890-RA	HEL_007116-RA
OG0009781	Bany_00888-RA	HEL_013407-RA
OG0009782	Bany_05132-RA	HEL_006763-RA
OG0009784	Bany_00913-RA	HEL_013400-RA
OG0009785	Bany_05140-RA	HEL_006768-RA
OG0009787	Bany_05144-RA	HEL_006770-RA
OG0009788	Bany_05149-RA	HEL_006774-RA
OG0009789	Bany_05161-RA	HEL_002928-RA
OG0009790	Bany_05170-RA	HEL_002933-RA
OG0010017	Bany_11825-RA	HEL_007724-RA
OG0010019	Bany_16935-RA	HEL_001900-RA
OG0010020	Bany_04301-RA	HEL_006974-RA
OG0010021	Bany_01815-RA	HEL_003426-RA
OG0010022	Bany_12448-RA	HEL_004167-RA
OG0010023	Bany_14266-RA	HEL_012507-RA
OG0010028	Bany_06555-RA	HEL_002186-RA
OG0010031	Bany_03472-RA	HEL_002232-RA
OG0010031	Bany_09406-RA	HEL_003602-RA
OG0010032	Bany_00941-RA	HEL_012685-RA
OG0010035	Bany_16046-RA	HEL_012998-RA
OG0010043	Bany_11843-RA, Bany_11844-RA	HEL_007736-RA
OG0010044	Bany_05200-RA	HEL_004004-RA
OG0010045	Bany_03541-RA, Bany_07954-RA	HEL_002283-RA
OG0010046	Bany_04333-RA	HEL_006985-RA
OG0010048	Bany_08689-RA	HEL_003453-RA
OG0010049	Bany_04336-RA	HEL_006063-RA
OG0010050	Bany_04340-RA	HEL_006992-RA
OG0010052	Bany_14306-RA	HEL_012538-RA
OG0010053	Bany_13048-RA	HEL_008938-RA
OG0010054	Bany_13659-RA	HEL_000727-RA
OG0010055	Bany_04348-RA	HEL_012070-RA
