Orthogroup	Bicyclus_anynana	Vanessa_tameamea
OG0008194	Bany_01782-RA	XP_026501300.1
OG0008195	Bany_05086-RA	XP_026497090.1
OG0008196	Bany_05822-RA	XP_026491540.1
OG0008197	Bany_05824-RA	XP_026491537.1
OG0008198	Bany_05825-RA	XP_026491536.1
OG0008199	Bany_01788-RA	XP_026501331.1
OG0008200	Bany_05829-RA	XP_026491541.1
OG0008201	Bany_05089-RA	XP_026497120.1
OG0008202	Bany_01799-RA	XP_026501294.1
OG0008203	Bany_05093-RA	XP_026497161.1
OG0008204	Bany_00853-RA	XP_026484858.1
OG0008205	Bany_05834-RA	XP_026491080.1
OG0008206	Bany_07861-RA	XP_026498431.1
OG0008208	Bany_02564-RA	XP_026491960.1
OG0008209	Bany_03404-RA	XP_026501610.1
OG0008210	Bany_05836-RA	XP_026491078.1
OG0008211	Bany_02567-RA	XP_026491964.1
OG0008212	Bany_03406-RA	XP_026501417.1
OG0008213	Bany_02569-RA	XP_026491963.1
OG0008214	Bany_04250-RA	XP_026490449.1
OG0008215	Bany_04253-RA	XP_026490442.1
OG0008216	Bany_07868-RA	XP_026498362.1
OG0008217	Bany_03410-RA	XP_026501597.1
OG0008218	Bany_05101-RA	XP_026497086.1
OG0008219	Bany_03412-RA	XP_026501586.1
OG0008220	Bany_03413-RA	XP_026501463.1
OG0008221	Bany_05839-RA	XP_026491501.1
OG0008222	Bany_04255-RA	XP_026490511.1
OG0008223	Bany_04256-RA	XP_026490520.1
OG0008224	Bany_05106-RA	XP_026497058.1
OG0008225	Bany_04263-RA	XP_026490505.1
OG0008226	Bany_04265-RA	XP_026490507.1
OG0008227	Bany_04267-RA	XP_026490476.1
OG0008228	Bany_00860-RA	XP_026484805.1
OG0008229	Bany_03432-RA	XP_026501608.1
OG0008230	Bany_02585-RA	XP_026492008.1
OG0008231	Bany_02586-RA	XP_026492007.1
OG0008232	Bany_03436-RA	XP_026501416.1
OG0008233	Bany_03437-RA	XP_026501415.1
OG0008234	Bany_05848-RA	XP_026491781.1
OG0008235	Bany_02596-RA	XP_026491894.1
OG0008236	Bany_05852-RA	XP_026491648.1
OG0008237	Bany_02602-RA	XP_026500074.1
OG0008238	Bany_04276-RA	XP_026488793.1
OG0008239	Bany_05858-RA	XP_026491760.1
OG0008240	Bany_04279-RA	XP_026488783.1
OG0008241	Bany_07876-RA	XP_026498544.1
OG0008242	Bany_04285-RA	XP_026488796.1
OG0008243	Bany_00868-RA	XP_026484831.1
OG0008244	Bany_04292-RA	XP_026488798.1
OG0008245	Bany_05117-RA	XP_026497157.1
OG0008246	Bany_05119-RA	XP_026497039.1
OG0008247	Bany_07885-RA	XP_026490394.1
OG0008248	Bany_00879-RA	XP_026485066.1
OG0008249	Bany_00880-RA	XP_026485107.1, XP_026485105.1, XP_026485106.1
OG0008250	Bany_05120-RA	XP_026497091.1
OG0008251	Bany_00884-RA	XP_026484353.1
OG0008252	Bany_00885-RA	XP_026484351.1
OG0008253	Bany_00886-RA	XP_026484354.1
OG0008254	Bany_07891-RA	XP_026490343.1
OG0008255	Bany_05134-RA	XP_026497173.1
OG0008256	Bany_05136-RA	XP_026497177.1
OG0008257	Bany_05138-RA	XP_026497074.1
OG0008258	Bany_07898-RA	XP_026500746.1
OG0008259	Bany_05139-RA	XP_026496567.1
OG0008260	Bany_07899-RA	XP_026500761.1
OG0008261	Bany_05145-RA	XP_026496593.1
OG0008262	Bany_07902-RA	XP_026500739.1
OG0008263	Bany_05150-RA	XP_026496609.1
OG0008264	Bany_05153-RA	XP_026496606.1
OG0008265	Bany_05154-RA	XP_026496595.1
OG0008266	Bany_05157-RA	XP_026494748.1
OG0008267	Bany_05162-RA	XP_026494724.1
OG0008268	Bany_05163-RA	XP_026494702.1
OG0008269	Bany_05165-RA	XP_026494725.1
OG0008270	Bany_07913-RA	XP_026500634.1
OG0008271	Bany_05171-RA	XP_026494732.1
OG0008368	Bany_18139-RA	XP_026499607.1
OG0008370	Bany_18168-RA	XP_026493728.1
OG0008371	Bany_18165-RA, Bany_08140-RA	XP_026488288.1
OG0008372	Bany_17688-RA	XP_026498842.1
OG0008373	Bany_03449-RA	XP_026498700.1
OG0008375	Bany_10542-RA	XP_026485406.1
OG0008376	Bany_01809-RA	XP_026493526.1
OG0008377	Bany_11828-RA	XP_026496180.1
OG0008378	Bany_03453-RA	XP_026489248.1
OG0008380	Bany_12447-RA	XP_026486763.1
OG0008381	Bany_08656-RA	XP_026492107.1
OG0008382	Bany_16938-RA	XP_026497269.1
OG0008383	Bany_15447-RA	XP_026496417.1
OG0008384	Bany_16940-RA	XP_026497270.1
OG0008385	Bany_15449-RA	XP_026496421.1
OG0008386	Bany_08659-RA	XP_026492123.1
OG0008387	Bany_09909-RA	XP_026490151.1
OG0008389	Bany_12457-RA	XP_026486771.1
OG0008392	Bany_06556-RA	XP_026483897.1
OG0008393	Bany_16946-RA	XP_026497275.1
OG0008395	Bany_16950-RA	XP_026497426.1
OG0008396	Bany_17407-RA	XP_026492915.1
OG0008397	Bany_01845-RA	XP_026485238.1
OG0008399	Bany_07939-RA	XP_026498996.1
OG0008400	Bany_14899-RA	XP_026497359.1
OG0008401	Bany_14278-RA	XP_026501039.1
OG0008402	Bany_07184-RA, Bany_07185-RA	XP_026500864.1
OG0008403	Bany_07943-RA	XP_026499020.1
OG0008404	Bany_00950-RA	XP_026483428.1
OG0008405	Bany_00951-RA	XP_026483420.1
OG0008406	Bany_12476-RA, Bany_12474-RA	XP_026496452.1
OG0008407	Bany_02660-RA	XP_026490002.1
OG0008408	Bany_07946-RA	XP_026499033.1
OG0008409	Bany_10563-RA	XP_026485632.1
OG0008410	Bany_17412-RA	XP_026492918.1
OG0008412	Bany_05890-RA	XP_026500915.1
OG0008413	Bany_15484-RA	XP_026488520.1
OG0008414	Bany_09679-RA, Bany_07195-RA, Bany_07306-RA	XP_026485807.1
OG0008415	Bany_17413-RA	XP_026485677.1
OG0008416	Bany_08684-RA	XP_026492141.1
OG0008417	Bany_03479-RA	XP_026489343.1
OG0008418	Bany_16959-RA	XP_026497339.1
OG0008419	Bany_05201-RA	XP_026491043.1
OG0008420	Bany_16962-RA	XP_026497302.1
OG0008421	Bany_07200-RA	XP_026490331.1
OG0008422	Bany_14292-RA	XP_026500992.1
OG0008423	Bany_06564-RA	XP_026483904.1
OG0008424	Bany_07956-RA	XP_026499036.1
OG0008425	Bany_17716-RA	XP_026499425.1
OG0008426	Bany_06566-RA	XP_026483905.1
OG0008427	Bany_04335-RA	XP_026487016.1
OG0008428	Bany_15491-RA	XP_026496302.1
OG0008429	Bany_16965-RA	XP_026497518.1
OG0008430	Bany_14296-RA	XP_026500994.1
OG0008431	Bany_16071-RA	XP_026483124.1
OG0008432	Bany_16968-RA	XP_026497277.1
OG0008433	Bany_14299-RA	XP_026500987.1
OG0008435	Bany_16969-RA	XP_026497331.1
OG0008436	Bany_00027-RA	XP_026501217.1
OG0008437	Bany_00028-RA	XP_026501223.1
OG0008438	Bany_00029-RA	XP_026501222.1
OG0008439	Bany_04345-RA	XP_026487015.1
OG0008441	Bany_12506-RA	XP_026500936.1
OG0008442	Bany_00966-RA	XP_026483442.1
OG0008443	Bany_01885-RA, Bany_03445-RA	XP_026501647.1
OG0008444	Bany_00032-RA	XP_026501159.1
OG0008446	Bany_06574-RA	XP_026484170.1
OG0008447	Bany_11852-RA	XP_026496166.1
OG0008448	Bany_16495-RA	XP_026500906.1
OG0008449	Bany_03494-RA	XP_026489314.1
OG0008450	Bany_15502-RA	XP_026496348.1
OG0008451	Bany_14308-RA	XP_026501038.1
OG0008452	Bany_07206-RA	XP_026500474.1
OG0008453	Bany_11853-RA	XP_026496169.1
OG0008454	Bany_12530-RA	XP_026483223.1
OG0008456	Bany_01896-RA	XP_026499999.1
OG0008457	Bany_01897-RA	XP_026500000.1
OG0008458	Bany_14935-RA	XP_026493202.1
OG0008459	Bany_07985-RA	XP_026498962.1
OG0008460	Bany_06585-RA	XP_026484069.1
OG0008461	Bany_14937-RA	XP_026493233.1
OG0008462	Bany_04364-RA	XP_026487011.1
OG0008463	Bany_00992-RA	XP_026483597.1
OG0008464	Bany_13057-RA	XP_026487938.1
OG0008465	Bany_16101-RA	XP_026483126.1
OG0008466	Bany_15518-RA	XP_026496265.1
OG0008467	Bany_04370-RA	XP_026487063.1
OG0008468	Bany_05910-RA	XP_026490089.1
OG0008469	Bany_08716-RA	XP_026492126.1
OG0008470	Bany_07990-RA	XP_026499000.1
OG0008471	Bany_17445-RA	XP_026501695.1
OG0008472	Bany_13061-RA	XP_026487946.1
OG0008474	Bany_13063-RA	XP_026487943.1
OG0008477	Bany_13066-RA	XP_026487973.1
OG0008478	Bany_13068-RA	XP_026487975.1
OG0008480	Bany_09372-RA	XP_026491015.1
OG0008481	Bany_00043-RA	XP_026501236.1
OG0008482	Bany_03515-RA	XP_026489330.1
OG0008483	Bany_09377-RA	XP_026494287.1
OG0008484	Bany_06596-RA	XP_026483915.1
OG0008485	Bany_13079-RA	XP_026487945.1
OG0008486	Bany_11178-RA	XP_026490788.1
OG0008487	Bany_10650-RA	XP_026500363.1
OG0008488	Bany_06599-RA, Bany_06598-RA	XP_026501648.1
OG0008489	Bany_10651-RA	XP_026500361.1
OG0008490	Bany_13088-RA	XP_026487966.1
OG0008491	Bany_11180-RA	XP_026491331.1
OG0008492	Bany_00054-RA	XP_026501205.1
OG0008493	Bany_17753-RA	XP_026498824.1
OG0008494	Bany_17458-RA	XP_026501706.1
OG0008495	Bany_04390-RA	XP_026487064.1
OG0008496	Bany_13094-RA	XP_026487967.1
OG0008497	Bany_13692-RA, Bany_17503-RA	XP_026487291.1
OG0008498	Bany_09387-RA	XP_026494184.1
OG0008499	Bany_11183-RA	XP_026490668.1
OG0008500	Bany_04393-RA	XP_026487076.1
OG0008501	Bany_05244-RA	XP_026491226.1
OG0008502	Bany_11186-RA	XP_026490622.1
OG0008503	Bany_16118-RA	XP_026486523.1
OG0008504	Bany_10659-RA	XP_026500365.1
OG0008505	Bany_00063-RA	XP_026501165.1
OG0008506	Bany_11187-RA	XP_026490578.1
OG0008507	Bany_13104-RA	XP_026499510.1
OG0008508	Bany_16121-RA	XP_026500957.1
OG0008509	Bany_17004-RA	XP_026500237.1
OG0008510	Bany_11190-RA	XP_026490600.1
OG0008511	Bany_09395-RA	XP_026494186.1
OG0008512	Bany_13105-RA	XP_026500014.1
OG0008513	Bany_13702-RA, Bany_13703-RA	XP_026487259.1
OG0008514	Bany_01013-RA	XP_026483468.1
OG0008515	Bany_13705-RA	XP_026487221.1
OG0008516	Bany_13108-RA	XP_026500898.1
OG0008517	Bany_05250-RA	XP_026491036.1
OG0008519	Bany_11871-RA	XP_026496179.1
OG0008520	Bany_03521-RA	XP_026489281.1
OG0008521	Bany_00075-RA	XP_026501152.1
OG0008522	Bany_13713-RA	XP_026494140.1
OG0008523	Bany_15538-RA	XP_026496310.1
OG0008524	Bany_00082-RA	XP_026501101.1
OG0008525	Bany_11196-RA	XP_026495461.1
OG0008526	Bany_16136-RA	XP_026500069.1
OG0008527	Bany_10676-RA	XP_026497213.1
OG0008530	Bany_16140-RA	XP_026498221.1
OG0008531	Bany_10678-RA	XP_026498426.1
OG0008532	Bany_08729-RA	XP_026492366.1
OG0008533	Bany_11209-RA	XP_026495416.1
OG0008534	Bany_10680-RA	XP_026498425.1
OG0008535	Bany_14959-RA	XP_026497964.1
OG0008536	Bany_15552-RA	XP_026496241.1
OG0008537	Bany_01936-RA	XP_026490194.1
OG0008538	Bany_04408-RA	XP_026498070.1
OG0008539	Bany_10681-RA	XP_026498424.1
OG0008540	Bany_06615-RA	XP_026488723.1
OG0008541	Bany_13133-RA	XP_026492943.1
OG0008542	Bany_14360-RA	XP_026495792.1
OG0008543	Bany_10686-RA	XP_026498428.1
OG0008544	Bany_06617-RA	XP_026488739.1
OG0008546	Bany_13139-RA	XP_026492971.1
OG0008547	Bany_06621-RA	XP_026488730.1
OG0008548	Bany_12587-RA	XP_026499535.1
OG0008549	Bany_05938-RA	XP_026490199.1
OG0008550	Bany_02717-RA	XP_026489935.1
OG0008551	Bany_11225-RA	XP_026495409.1
OG0008552	Bany_01033-RA	XP_026483516.1
OG0008553	Bany_04426-RA	XP_026498071.1
OG0008554	Bany_00106-RA	XP_026501185.1
OG0008555	Bany_00108-RA	XP_026501190.1
OG0008556	Bany_00111-RA	XP_026501183.1
OG0008557	Bany_14373-RA	XP_026495814.1
OG0008558	Bany_11239-RA	XP_026494376.1
OG0008559	Bany_11243-RA	XP_026494502.1
OG0008560	Bany_04434-RA	XP_026498045.1
OG0008561	Bany_05941-RA	XP_026489615.1
OG0008562	Bany_01951-RA	XP_026490196.1
OG0008563	Bany_11247-RA	XP_026494448.1
OG0008564	Bany_09986-RA	XP_026490145.1
OG0008565	Bany_00124-RA	XP_026501142.1
OG0008566	Bany_13155-RA	XP_026492969.1
OG0008567	Bany_10697-RA	XP_026497217.1
OG0008568	Bany_02726-RA	XP_026489941.1
OG0008569	Bany_16543-RA	XP_026494247.1
OG0008570	Bany_12611-RA	XP_026497233.1, XP_026498697.1
OG0008571	Bany_15574-RA	XP_026496332.1
OG0008572	Bany_10698-RA	XP_026497215.1
OG0008573	Bany_08037-RA	XP_026493630.1
OG0008574	Bany_17497-RA	XP_026492891.1
OG0008575	Bany_11264-RA	XP_026493432.1
OG0008576	Bany_05946-RA	XP_026483668.1
OG0008578	Bany_02732-RA	XP_026489892.1
OG0008580	Bany_02736-RA	XP_026489912.1
OG0008581	Bany_11272-RA	XP_026494590.1
OG0008582	Bany_08044-RA	XP_026493638.1
OG0008583	Bany_08045-RA	XP_026493636.1
OG0008584	Bany_12633-RA	XP_026490712.1
OG0008585	Bany_01972-RA	XP_026490180.1
OG0008586	Bany_15583-RA	XP_026496350.1
OG0008587	Bany_01973-RA	XP_026490181.1
OG0008588	Bany_10704-RA	XP_026498432.1
OG0008589	Bany_17794-RA	XP_026498727.1
OG0008590	Bany_11279-RA	XP_026493444.1
OG0008591	Bany_02748-RA	XP_026489986.1
OG0008592	Bany_07273-RA	XP_026500282.1
OG0008593	Bany_09997-RA	XP_026499462.1
OG0008595	Bany_08773-RA	XP_026492309.1
OG0008596	Bany_09436-RA	XP_026489717.1
OG0008597	Bany_11289-RA	XP_026494426.1
OG0008598	Bany_10711-RA	XP_026498447.1
OG0008600	Bany_01986-RA	XP_026483290.1
OG0008601	Bany_15586-RA	XP_026496220.1
OG0008602	Bany_09441-RA	XP_026489716.1
OG0008603	Bany_14986-RA	XP_026493080.1
OG0008604	Bany_17805-RA	XP_026492461.1
OG0008605	Bany_14987-RA	XP_026493082.1
OG0008606	Bany_00164-RA	XP_026501130.1
OG0008607	Bany_08776-RA	XP_026492240.1
OG0008608	Bany_16574-RA	XP_026497255.1
OG0008609	Bany_06656-RA	XP_026490636.1
OG0008610	Bany_14403-RA	XP_026495529.1
OG0008611	Bany_04453-RA	XP_026486584.1
OG0008612	Bany_08781-RA	XP_026492147.1, XP_026492148.1
OG0008614	Bany_14412-RA	XP_026495856.1
OG0008615	Bany_09454-RA	XP_026489656.1
OG0008616	Bany_14990-RA	XP_026493078.1
OG0008617	Bany_04466-RA	XP_026486605.1
OG0008618	Bany_09458-RA	XP_026494204.1
OG0008619	Bany_02004-RA	XP_026497666.1
OG0008620	Bany_05980-RA	XP_026492623.1
OG0008621	Bany_14415-RA	XP_026495797.1
OG0008622	Bany_06661-RA	XP_026488742.1
OG0008624	Bany_09464-RA	XP_026494297.1
OG0008625	Bany_05985-RA	XP_026500507.1
OG0008626	Bany_14417-RA	XP_026495858.1
OG0008627	Bany_01063-RA	XP_026483473.1
OG0008628	Bany_12661-RA	XP_026494128.1
OG0008629	Bany_09465-RA	XP_026494296.1
OG0008630	Bany_10736-RA	XP_026498420.1
OG0008631	Bany_16210-RA	XP_026486420.1
OG0008633	Bany_14420-RA	XP_026496034.1
OG0008634	Bany_06665-RA	XP_026488743.1
OG0008635	Bany_09470-RA	XP_026494203.1
OG0008636	Bany_04473-RA	XP_026486588.1
OG0008637	Bany_01071-RA	XP_026483393.1
OG0008638	Bany_16596-RA	XP_026490368.1
OG0008639	Bany_17070-RA	XP_026500105.1
OG0008641	Bany_09474-RA	XP_026494414.1
OG0008643	Bany_08063-RA	XP_026499027.1
OG0008644	Bany_17074-RA	XP_026500193.1
OG0008645	Bany_08068-RA	XP_026499030.1
OG0008646	Bany_00190-RA	XP_026484342.1
OG0008647	Bany_09480-RA	XP_026494261.1
OG0008648	Bany_05298-RA	XP_026491324.1
OG0008649	Bany_06007-RA	XP_026484561.1
OG0008650	Bany_06675-RA	XP_026488760.1
OG0008651	Bany_06676-RA	XP_026488761.1
OG0008653	Bany_10753-RA	XP_026498485.1
OG0008655	Bany_00191-RA	XP_026484456.1
OG0008656	Bany_17834-RA	XP_026498712.1
OG0008657	Bany_17078-RA	XP_026500244.1
OG0008658	Bany_03570-RA	XP_026488142.1
OG0008659	Bany_02770-RA	XP_026489899.1
OG0008662	Bany_13758-RA	XP_026488964.1
OG0008663	Bany_00193-RA	XP_026484759.1
OG0008665	Bany_10769-RA	XP_026489528.1
OG0008666	Bany_10017-RA	XP_026499457.1
OG0008667	Bany_17837-RA	XP_026498704.1
OG0008668	Bany_10019-RA	XP_026499467.1
OG0008669	Bany_05312-RA	XP_026491429.1
OG0008670	Bany_14428-RA	XP_026495912.1
OG0008671	Bany_14431-RA	XP_026495537.1
OG0008672	Bany_13765-RA	XP_026489119.1
OG0008673	Bany_13766-RA	XP_026489105.1
OG0008674	Bany_01086-RA	XP_026483552.1, XP_026483553.1
OG0008675	Bany_16232-RA	XP_026486411.1
OG0008676	Bany_01087-RA	XP_026483555.1
OG0008677	Bany_11310-RA	XP_026492885.1
OG0008678	Bany_11311-RA	XP_026492897.1
OG0008679	Bany_14435-RA	XP_026495731.1
OG0008680	Bany_13769-RA	XP_026489115.1
OG0008681	Bany_06025-RA	XP_026501156.1
OG0008682	Bany_02034-RA	XP_026497692.1
OG0008683	Bany_02783-RA	XP_026494820.1
OG0008684	Bany_16606-RA	XP_026490359.1
OG0008685	Bany_17099-RA	XP_026500232.1
OG0008686	Bany_09502-RA	XP_026494259.1
OG0008687	Bany_01093-RA	XP_026483432.1
OG0008688	Bany_17521-RA	XP_026486922.1
OG0008689	Bany_07292-RA	XP_026500813.1
OG0008690	Bany_05327-RA	XP_026491187.1
OG0008691	Bany_08793-RA	XP_026492307.1
OG0008692	Bany_12704-RA, Bany_07644-RA, Bany_12705-RA	XP_026500314.1
OG0008693	Bany_06028-RA	XP_026483195.1
OG0008694	Bany_16248-RA	XP_026500781.1
OG0008695	Bany_12707-RA	XP_026486774.1
OG0008696	Bany_02047-RA	XP_026490428.1
OG0008697	Bany_07301-RA	XP_026500783.1
OG0008698	Bany_11322-RA	XP_026490530.1
OG0008699	Bany_15613-RA	XP_026496288.1
OG0008700	Bany_11323-RA	XP_026490506.1
OG0008701	Bany_11943-RA	XP_026484294.1
OG0008702	Bany_01100-RA	XP_026483477.1
OG0008703	Bany_12713-RA	XP_026489383.1
OG0008704	Bany_17847-RA	XP_026498805.1
OG0008705	Bany_08796-RA	XP_026492193.1
OG0008706	Bany_11954-RA	XP_026496806.1
OG0008708	Bany_10033-RA	XP_026490132.1, XP_026490133.1
OG0008709	Bany_10035-RA	XP_026490091.1
OG0008710	Bany_17114-RA	XP_026500216.1
OG0008711	Bany_10036-RA	XP_026490125.1
OG0008712	Bany_17115-RA	XP_026500207.1
OG0008713	Bany_02810-RA	XP_026494848.1
OG0008714	Bany_02811-RA	XP_026494849.1
OG0008715	Bany_02815-RA	XP_026494966.1
OG0008716	Bany_09515-RA, Bany_09516-RA	XP_026494403.1
OG0008717	Bany_02819-RA	XP_026494970.1
OG0008718	Bany_03610-RA	XP_026488562.1
OG0008719	Bany_16615-RA	XP_026490357.1
OG0008720	Bany_03612-RA	XP_026488552.1
OG0008722	Bany_03613-RA	XP_026488580.1
OG0008723	Bany_03614-RA	XP_026489336.1
OG0008725	Bany_10040-RA	XP_026490138.1
OG0008726	Bany_09519-RA	XP_026494406.1
OG0008727	Bany_17863-RA	XP_026492416.1
OG0008728	Bany_06039-RA	XP_026489515.1
OG0008729	Bany_15004-RA	XP_026493270.1
OG0008730	Bany_10041-RA	XP_026490143.1
OG0008731	Bany_08103-RA	XP_026487188.1
OG0008732	Bany_12734-RA	XP_026494118.1
OG0008733	Bany_11328-RA	XP_026492703.1
OG0008734	Bany_06717-RA	XP_026483740.1
OG0008735	Bany_17530-RA	XP_026486447.1
OG0008736	Bany_13207-RA	XP_026494657.1
OG0008738	Bany_01112-RA	XP_026483569.1
OG0008739	Bany_15627-RA	XP_026496320.1
OG0008740	Bany_07318-RA	XP_026500894.1
OG0008742	Bany_09522-RA	XP_026494272.1
OG0008743	Bany_15629-RA	XP_026496327.1
OG0008744	Bany_17122-RA	XP_026500150.1
OG0008745	Bany_09524-RA	XP_026494282.1
OG0008746	Bany_09525-RA	XP_026494280.1
OG0008747	Bany_07321-RA	XP_026500818.1
OG0008748	Bany_01120-RA	XP_026488845.1
OG0008749	Bany_00228-RA	XP_026484723.1
OG0008751	Bany_00229-RA	XP_026484724.1
OG0008752	Bany_17127-RA	XP_026500167.1
OG0008753	Bany_06043-RA	XP_026501067.1
OG0008754	Bany_07326-RA	XP_026500845.1
OG0008755	Bany_02827-RA	XP_026495146.1
OG0008756	Bany_10044-RA	XP_026499540.1
OG0008757	Bany_17134-RA	XP_026500142.1
OG0008758	Bany_06048-RA	XP_026489513.1
OG0008759	Bany_06052-RA	XP_026489512.1
OG0008760	Bany_17144-RA	XP_026500101.1
OG0008761	Bany_06741-RA	XP_026483859.1
OG0008762	Bany_17145-RA	XP_026500100.1
OG0008763	Bany_16291-RA	XP_026483220.1
OG0008764	Bany_06742-RA	XP_026483857.1
OG0008765	Bany_06060-RA	XP_026501034.1
OG0008766	Bany_10810-RA	XP_026485604.1
OG0008767	Bany_01128-RA	XP_026500501.1
OG0008768	Bany_10811-RA	XP_026485411.1
OG0008769	Bany_13227-RA	XP_026494617.1
OG0008770	Bany_01132-RA	XP_026489113.1
OG0008771	Bany_12763-RA	XP_026489757.1
OG0008772	Bany_16628-RA	XP_026490361.1
OG0008773	Bany_06063-RA	XP_026485443.1
OG0008774	Bany_13228-RA	XP_026494616.1
OG0008775	Bany_13229-RA	XP_026494615.1
OG0008776	Bany_11972-RA	XP_026501809.1, XP_026487153.1, XP_026494130.1, XP_026493371.1, XP_026496530.1
OG0008777	Bany_12766-RA	XP_026489398.1
OG0008779	Bany_17160-RA	XP_026497295.1
OG0008780	Bany_17163-RA	XP_026497300.1
OG0008782	Bany_02838-RA	XP_026494874.1
OG0008783	Bany_00241-RA	XP_026484637.1
OG0008784	Bany_05376-RA	XP_026491752.1
OG0008785	Bany_05377-RA	XP_026491252.1
OG0008786	Bany_07338-RA	XP_026500283.1
OG0008787	Bany_07339-RA	XP_026496045.1
OG0008788	Bany_06775-RA	XP_026483787.1
OG0008789	Bany_03659-RA	XP_026487125.1
OG0008790	Bany_17889-RA	XP_026501715.1
OG0008791	Bany_12792-RA	XP_026488626.1, XP_026488627.1
OG0008792	Bany_10064-RA	XP_026486276.1
OG0008793	Bany_02109-RA	XP_026499363.1
OG0008794	Bany_02849-RA	XP_026495320.1
OG0008795	Bany_10065-RA	XP_026486274.1
OG0008796	Bany_15640-RA	XP_026496314.1
OG0008797	Bany_00249-RA	XP_026484446.1
OG0008798	Bany_14475-RA	XP_026495556.1
OG0008799	Bany_02859-RA	XP_026494835.1
OG0008800	Bany_13250-RA	XP_026494679.1
OG0008801	Bany_12801-RA	XP_026488643.1
OG0008802	Bany_15037-RA	XP_026493396.1
OG0008803	Bany_03667-RA, Bany_03668-RA	XP_026487113.1
OG0008804	Bany_03669-RA	XP_026494604.1
OG0008805	Bany_13257-RA	XP_026494635.1
OG0008806	Bany_00250-RA	XP_026484783.1
OG0008807	Bany_02115-RA	XP_026499393.1
OG0008808	Bany_02867-RA	XP_026494975.1
OG0008809	Bany_13825-RA	XP_026486794.1
OG0008810	Bany_00255-RA	XP_026484556.1
OG0008811	Bany_06102-RA	XP_026484411.1
OG0008812	Bany_01151-RA	XP_026487931.1
OG0008813	Bany_09544-RA	XP_026490975.1
OG0008814	Bany_15641-RA	XP_026496319.1
OG0008815	Bany_02872-RA	XP_026495354.1
OG0008816	Bany_17546-RA	XP_026486842.1
OG0008817	Bany_13268-RA	XP_026493929.1
OG0008818	Bany_16652-RA	XP_026491851.1
OG0008819	Bany_08822-RA	XP_026492343.1
OG0008820	Bany_10076-RA	XP_026486192.1
OG0008821	Bany_13271-RA	XP_026494000.1
OG0008822	Bany_00257-RA	XP_026484795.1
OG0008823	Bany_10825-RA	XP_026485353.1
OG0008824	Bany_10077-RA	XP_026485838.1
OG0008825	Bany_03681-RA	XP_026488644.1
OG0008826	Bany_03682-RA	XP_026488634.1
OG0008827	Bany_11375-RA	XP_026495592.1
OG0008828	Bany_10078-RA	XP_026486141.1
OG0008829	Bany_11377-RA	XP_026495572.1
OG0008830	Bany_11379-RA	XP_026495035.1
OG0008831	Bany_08838-RA	XP_026492252.1
OG0008832	Bany_13829-RA	XP_026486939.1
OG0008833	Bany_06119-RA	XP_026501237.1
OG0008834	Bany_12822-RA	XP_026489373.1
OG0008835	Bany_02880-RA	XP_026494956.1
OG0008836	Bany_02136-RA	XP_026499384.1
OG0008837	Bany_00265-RA	XP_026485096.1
OG0008838	Bany_08157-RA	XP_026488339.1
OG0008839	Bany_17199-RA	XP_026497593.1
OG0008840	Bany_08158-RA	XP_026488260.1
OG0008841	Bany_08159-RA	XP_026488259.1
OG0008842	Bany_14495-RA	XP_026495542.1
OG0008843	Bany_13838-RA	XP_026499168.1
OG0008844	Bany_08166-RA	XP_026488436.1
OG0008845	Bany_13842-RA	XP_026499294.1
OG0008846	Bany_11400-RA	XP_026493510.1
OG0008847	Bany_10104-RA	XP_026485842.1
OG0008848	Bany_08856-RA	XP_026492361.1
OG0008849	Bany_10105-RA	XP_026485788.1
OG0008850	Bany_15069-RA	XP_026493283.1
OG0008851	Bany_09562-RA	XP_026491024.1
OG0008852	Bany_13848-RA	XP_026499209.1
OG0008853	Bany_10110-RA	XP_026486208.1
OG0008854	Bany_06802-RA	XP_026483683.1
OG0008855	Bany_16375-RA	XP_026483177.1
OG0008856	Bany_05411-RA	XP_026491749.1
OG0008857	Bany_15071-RA	XP_026493391.1
OG0008858	Bany_11412-RA	XP_026493851.1
OG0008859	Bany_11413-RA	XP_026493867.1
OG0008860	Bany_06808-RA	XP_026483669.1
OG0008861	Bany_08868-RA	XP_026492160.1
OG0008862	Bany_05415-RA	XP_026491813.1
OG0008863	Bany_08871-RA	XP_026492293.1
OG0008864	Bany_13862-RA	XP_026499178.1
OG0008865	Bany_17921-RA	XP_026492454.1
OG0008866	Bany_14501-RA	XP_026495609.1
OG0008867	Bany_03733-RA, Bany_03728-RA	XP_026500402.1
OG0008868	Bany_07372-RA	XP_026497908.1
OG0008869	Bany_12014-RA	XP_026496804.1
OG0008871	Bany_06811-RA	XP_026483778.1
OG0008872	Bany_15653-RA	XP_026496202.1
OG0008873	Bany_16385-RA	XP_026483073.1
OG0008874	Bany_16386-RA	XP_026483176.1
OG0008875	Bany_03736-RA	XP_026500399.1
OG0008876	Bany_16388-RA	XP_026483071.1
OG0008878	Bany_12870-RA	XP_026489347.1
OG0008880	Bany_12873-RA	XP_026489372.1
OG0008881	Bany_10120-RA	XP_026486136.1
OG0008882	Bany_06156-RA	XP_026501466.1
OG0008883	Bany_08187-RA	XP_026488221.1
OG0008884	Bany_12876-RA	XP_026489385.1
OG0008885	Bany_00308-RA	XP_026484742.1
