Orthogroup	Bicyclus_anynana	Vanessa_cardui
OG0010241	Bany_00304-RA	Vcard_DToL02030-RA
OG0010242	Bany_00309-RA	Vcard_DToL02034-RA
OG0010244	Bany_00315-RA	Vcard_DToL02039-RA
OG0010247	Bany_06164-RA	Vcard_DToL06528-RA
OG0010248	Bany_07387-RA	Vcard_DToL00298-RA
OG0010250	Bany_03744-RA	Vcard_DToL06029-RA, Vcard_DToL06028-RA
OG0010251	Bany_08893-RA	Vcard_DToL09346-RA
OG0010252	Bany_14512-RA	Vcard_DToL12910-RA
OG0010253	Bany_10861-RA	Vcard_DToL10527-RA
OG0010256	Bany_08200-RA	Vcard_DToL04248-RA
OG0010258	Bany_05443-RA	Vcard_DToL03581-RA
OG0010259	Bany_16674-RA	Vcard_DToL13966-RA
OG0010260	Bany_16418-RA	Vcard_DToL18608-RA
OG0010261	Bany_02175-RA	Vcard_DToL16397-RA
OG0010262	Bany_11448-RA	Vcard_DToL13332-RA
OG0010263	Bany_17946-RA	Vcard_DToL16017-RA
OG0010264	Bany_17947-RA	Vcard_DToL16018-RA
OG0010265	Bany_05453-RA	Vcard_DToL03593-RA
OG0010267	Bany_00334-RA	Vcard_DToL02055-RA
OG0010268	Bany_06851-RA	Vcard_DToL17483-RA
OG0010270	Bany_12927-RA	Vcard_DToL18087-RA
OG0010271	Bany_13361-RA, Bany_16431-RA	Vcard_DToL18613-RA
OG0010272	Bany_14544-RA	Vcard_DToL12826-RA
OG0010273	Bany_05456-RA	Vcard_DToL03596-RA
OG0010275	Bany_15089-RA	Vcard_DToL09876-RA
OG0010276	Bany_16692-RA	Vcard_DToL13947-RA
OG0010277	Bany_11477-RA	Vcard_DToL13299-RA
OG0010278	Bany_13915-RA	Vcard_DToL12276-RA
OG0010280	Bany_15095-RA	Vcard_DToL09871-RA
OG0010282	Bany_02199-RA	Vcard_DToL16367-RA
OG0010283	Bany_00355-RA	Vcard_DToL02074-RA
OG0010284	Bany_04661-RA	Vcard_DToL01528-RA
OG0010287	Bany_11489-RA	Vcard_DToL13273-RA
OG0010289	Bany_15105-RA	Vcard_DToL09862-RA
OG0010290	Bany_17241-RA	Vcard_DToL15157-RA
OG0010293	Bany_03790-RA	Vcard_DToL05983-RA
OG0010294	Bany_06882-RA	Vcard_DToL17458-RA
OG0010295	Bany_10157-RA	Vcard_DToL05026-RA
OG0010298	Bany_02953-RA	Vcard_DToL08750-RA
OG0010301	Bany_15699-RA	Vcard_DToL03267-RA
OG0010302	Bany_08957-RA	Vcard_DToL09412-RA
OG0010303	Bany_07466-RA	Vcard_DToL00259-RA
OG0010304	Bany_05502-RA	Vcard_DToL12613-RA
OG0010305	Bany_13946-RA	Vcard_DToL12313-RA
OG0010306	Bany_15707-RA	Vcard_DToL02848-RA
OG0010307	Bany_03823-RA	Vcard_DToL05944-RA
OG0010309	Bany_02971-RA	Vcard_DToL08736-RA
OG0010310	Bany_15136-RA	Vcard_DToL09840-RA
OG0010313	Bany_13348-RA	Vcard_DToL10964-RA
OG0010314	Bany_12088-RA	Vcard_DToL07309-RA
OG0010315	Bany_07484-RA	Vcard_DToL00229-RA
OG0010316	Bany_02991-RA	Vcard_DToL08720-RA
OG0010317	Bany_18015-RA	Vcard_DToL16269-RA
OG0010318	Bany_14599-RA	Vcard_DToL12781-RA
OG0010319	Bany_18019-RA	Vcard_DToL16266-RA
OG0010320	Bany_04689-RA	Vcard_DToL01553-RA
OG0010322	Bany_14607-RA	Vcard_DToL12790-RA
OG0010323	Bany_14608-RA	Vcard_DToL12791-RA
OG0010324	Bany_10907-RA	Vcard_DToL10464-RA
OG0010327	Bany_03010-RA	Vcard_DToL08696-RA
OG0010328	Bany_11554-RA	Vcard_DToL13173-RA
OG0010329	Bany_09667-RA	Vcard_DToL14460-RA
OG0010331	Bany_10210-RA	Vcard_DToL05093-RA
OG0010332	Bany_11562-RA	Vcard_DToL13165-RA
OG0010334	Bany_11565-RA, Bany_11564-RA	Vcard_DToL13162-RA
OG0010337	Bany_12108-RA	Vcard_DToL07332-RA
OG0010338	Bany_03028-RA	Vcard_DToL08673-RA
OG0010340	Bany_15748-RA	Vcard_DToL02922-RA
OG0010341	Bany_11568-RA	Vcard_DToL13156-RA, Vcard_DToL13157-RA
OG0010344	Bany_03036-RA	Vcard_DToL08666-RA
OG0010346	Bany_03852-RA	Vcard_DToL05913-RA
OG0010349	Bany_08269-RA	Vcard_DToL04321-RA
OG0010350	Bany_07511-RA	Vcard_DToL00187-RA
OG0010351	Bany_01333-RA	Vcard_DToL08256-RA
OG0010354	Bany_14630-RA	Vcard_DToL12810-RA
OG0010355	Bany_10240-RA	Vcard_DToL05133-RA
OG0010356	Bany_16736-RA	Vcard_DToL14136-RA
OG0010357	Bany_03062-RA	Vcard_DToL08638-RA
OG0010358	Bany_01348-RA	Vcard_DToL07895-RA
OG0010360	Bany_08291-RA	Vcard_DToL04349-RA
OG0010362	Bany_02283-RA	Vcard_DToL15498-RA
OG0010363	Bany_08994-RA	Vcard_DToL09448-RA
OG0010364	Bany_06280-RA	Vcard_DToL06704-RA
OG0010366	Bany_04747-RA	Vcard_DToL01290-RA
OG0010367	Bany_03074-RA	Vcard_DToL08623-RA
OG0010370	Bany_06979-RA	Vcard_DToL17269-RA
OG0010371	Bany_10932-RA	Vcard_DToL10436-RA
OG0010373	Bany_18062-RA	Vcard_DToL16226-RA
OG0010374	Bany_03085-RA	Vcard_DToL08608-RA
OG0010377	Bany_03884-RA	Vcard_DToL05868-RA
OG0010378	Bany_13402-RA	Vcard_DToL11033-RA
OG0010381	Bany_01393-RA	Vcard_DToL07996-RA
OG0010382	Bany_16798-RA	Vcard_DToL14223-RA
OG0010383	Bany_01399-RA	Vcard_DToL07992-RA
OG0010384	Bany_15218-RA	Vcard_DToL09772-RA
OG0010385	Bany_11619-RA	Vcard_DToL13219-RA
OG0010386	Bany_15804-RA	Vcard_DToL02971-RA
OG0010388	Bany_03107-RA	Vcard_DToL08574-RA
OG0010389	Bany_18080-RA	Vcard_DToL16207-RA
OG0010390	Bany_08340-RA	Vcard_DToL04394-RA
OG0010391	Bany_14681-RA	Vcard_DToL12680-RA
OG0010392	Bany_15814-RA	Vcard_DToL02984-RA
OG0010393	Bany_14682-RA	Vcard_DToL12679-RA
OG0010394	Bany_04784-RA	Vcard_DToL01247-RA
OG0010395	Bany_13999-RA	Vcard_DToL12003-RA
OG0010396	Bany_12153-RA	Vcard_DToL07387-RA
OG0010397	Bany_10953-RA	Vcard_DToL10414-RA
OG0010398	Bany_06316-RA	Vcard_DToL06739-RA, Vcard_DToL06747-RA
OG0010399	Bany_06317-RA	Vcard_DToL06748-RA, Vcard_DToL06740-RA
OG0010400	Bany_00510-RA	Vcard_DToL02327-RA
OG0010402	Bany_09742-RA	Vcard_DToL14438-RA
OG0010403	Bany_11640-RA	Vcard_DToL13683-RA
OG0010405	Bany_03928-RA	Vcard_DToL05821-RA
OG0010406	Bany_11647-RA	Vcard_DToL13689-RA
OG0010408	Bany_14016-RA	Vcard_DToL12015-RA
OG0010410	Bany_11654-RA	Vcard_DToL13696-RA
OG0010411	Bany_14020-RA	Vcard_DToL12021-RA
OG0010413	Bany_07589-RA	Vcard_DToL00500-RA
OG0010414	Bany_14697-RA	Vcard_DToL12651-RA
OG0010415	Bany_14702-RA	Vcard_DToL12645-RA
OG0010416	Bany_14708-RA	Vcard_DToL12640-RA
OG0010417	Bany_09067-RA	Vcard_DToL09306-RA
OG0010419	Bany_03138-RA	Vcard_DToL08545-RA
OG0010420	Bany_11672-RA	Vcard_DToL13712-RA
OG0010421	Bany_07603-RA	Vcard_DToL00485-RA
OG0010422	Bany_03145-RA	Vcard_DToL08538-RA
OG0010423	Bany_11675-RA	Vcard_DToL13717-RA
OG0010424	Bany_07604-RA	Vcard_DToL00483-RA
OG0010425	Bany_15841-RA	Vcard_DToL03005-RA
OG0010426	Bany_05630-RA	Vcard_DToL03763-RA
OG0010427	Bany_15259-RA	Vcard_DToL09953-RA
OG0010429	Bany_05637-RA	Vcard_DToL13651-RA
OG0010431	Bany_15851-RA	Vcard_DToL03016-RA
OG0010432	Bany_15276-RA	Vcard_DToL10166-RA
OG0010433	Bany_04837-RA	Vcard_DToL01207-RA
OG0010434	Bany_01503-RA	Vcard_DToL07808-RA
OG0010435	Bany_11696-RA	Vcard_DToL13750-RA
OG0010437	Bany_09100-RA	Vcard_DToL09277-RA
OG0010438	Bany_14038-RA	Vcard_DToL12041-RA
OG0010439	Bany_14039-RA	Vcard_DToL12043-RA
OG0010440	Bany_14040-RA	Vcard_DToL12044-RA
OG0010441	Bany_14043-RA	Vcard_DToL12047-RA
OG0010442	Bany_09108-RA	Vcard_DToL09256-RA
OG0010445	Bany_07037-RA	Vcard_DToL17248-RA
OG0010447	Bany_04846-RA	Vcard_DToL01195-RA
OG0010448	Bany_07649-RA	Vcard_DToL00523-RA
OG0010449	Bany_09116-RA	Vcard_DToL09266-RA
OG0010450	Bany_14059-RA	Vcard_DToL12072-RA
OG0010451	Bany_00581-RA	Vcard_DToL17361-RA
OG0010455	Bany_09122-RA	Vcard_DToL09258-RA
OG0010457	Bany_14750-RA	Vcard_DToL12597-RA
OG0010458	Bany_14067-RA	Vcard_DToL12175-RA
OG0010459	Bany_14071-RA	Vcard_DToL12170-RA
OG0010460	Bany_14079-RA	Vcard_DToL12162-RA
OG0010462	Bany_15883-RA	Vcard_DToL03045-RA
OG0010464	Bany_09810-RA	Vcard_DToL14364-RA
OG0010467	Bany_16915-RA	Vcard_DToL14173-RA
OG0010471	Bany_15893-RA	Vcard_DToL03052-RA
OG0010472	Bany_02391-RA	Vcard_DToL15621-RA
OG0010473	Bany_14102-RA	Vcard_DToL12121-RA
OG0010474	Bany_12270-RA	Vcard_DToL07508-RA
OG0010476	Bany_05697-RA	Vcard_DToL03827-RA, Vcard_DToL03828-RA
OG0010477	Bany_14108-RA	Vcard_DToL12114-RA
OG0010478	Bany_14111-RA	Vcard_DToL12112-RA
OG0010479	Bany_11004-RA	Vcard_DToL10356-RA
OG0010481	Bany_07695-RA	Vcard_DToL00571-RA
OG0010482	Bany_15906-RA	Vcard_DToL03062-RA
OG0010483	Bany_04898-RA	Vcard_DToL01442-RA
OG0010485	Bany_14816-RA	Vcard_DToL06116-RA
OG0010486	Bany_03198-RA	Vcard_DToL08491-RA
OG0010488	Bany_00652-RA	Vcard_DToL02428-RA
OG0010490	Bany_06408-RA	Vcard_DToL06651-RA
OG0010491	Bany_11032-RA	Vcard_DToL10326-RA
OG0010493	Bany_10401-RA	Vcard_DToL05331-RA
OG0010494	Bany_13524-RA	Vcard_DToL10857-RA
OG0010495	Bany_11047-RA	Vcard_DToL10307-RA
OG0010497	Bany_08461-RA	Vcard_DToL04555-RA
OG0010498	Bany_10426-RA	Vcard_DToL05305-RA
OG0010499	Bany_13544-RA	Vcard_DToL10866-RA
OG0010500	Bany_07126-RA	Vcard_DToL17126-RA
OG0010501	Bany_11815-RA	Vcard_DToL13771-RA
OG0010502	Bany_08470-RA	Vcard_DToL04566-RA
OG0010503	Bany_14184-RA	Vcard_DToL11891-RA
OG0010504	Bany_11822-RA	Vcard_DToL13765-RA
OG0010506	Bany_14186-RA	Vcard_DToL11888-RA
OG0010507	Bany_15391-RA	Vcard_DToL10051-RA
OG0010508	Bany_13561-RA	Vcard_DToL10878-RA
OG0010512	Bany_07142-RA	Vcard_DToL17106-RA
OG0010514	Bany_14873-RA	Vcard_DToL12526-RA
OG0010516	Bany_13586-RA	Vcard_DToL10898-RA
OG0010517	Bany_13590-RA	Vcard_DToL10901-RA
OG0010519	Bany_11082-RA	Vcard_DToL10278-RA
OG0010520	Bany_12361-RA	Vcard_DToL07592-RA
OG0010522	Bany_09263-RA, Bany_09266-RA	Vcard_DToL14114-RA, Vcard_DToL07811-RA, Vcard_DToL16242-RA
OG0010524	Bany_03301-RA	Vcard_DToL08314-RA
OG0010525	Bany_06502-RA	Vcard_DToL07024-RA
OG0010526	Bany_08550-RA	Vcard_DToL04647-RA
OG0010529	Bany_01677-RA	Vcard_DToL08100-RA
OG0010532	Bany_07787-RA	Vcard_DToL00749-RA
OG0010534	Bany_03325-RA	Vcard_DToL08331-RA
OG0010535	Bany_12382-RA	Vcard_DToL07614-RA
OG0010536	Bany_03328-RA	Vcard_DToL08333-RA
OG0010537	Bany_09288-RA	Vcard_DToL09089-RA
OG0010538	Bany_01692-RA	Vcard_DToL08081-RA
OG0010541	Bany_09296-RA	Vcard_DToL09077-RA
OG0010542	Bany_05033-RA	Vcard_DToL01296-RA
OG0010546	Bany_10491-RA	Vcard_DToL05225-RA
OG0010547	Bany_10498-RA	Vcard_DToL05212-RA
OG0010548	Bany_03333-RA	Vcard_DToL08340-RA
OG0010549	Bany_08585-RA	Vcard_DToL04688-RA
OG0010550	Bany_03335-RA	Vcard_DToL08344-RA
OG0010551	Bany_03338-RA	Vcard_DToL08346-RA
OG0010555	Bany_00818-RA	Vcard_DToL02630-RA
OG0010558	Bany_04199-RA	Vcard_DToL05485-RA
OG0010561	Bany_08616-RA	Vcard_DToL04723-RA
OG0010563	Bany_10533-RA	Vcard_DToL05202-RA
OG0010564	Bany_08629-RA	Vcard_DToL04738-RA
OG0010565	Bany_01766-RA	Vcard_DToL08015-RA
OG0010567	Bany_04235-RA	Vcard_DToL05530-RA
OG0010568	Bany_05826-RA	Vcard_DToL03947-RA
OG0010569	Bany_05828-RA	Vcard_DToL03950-RA
OG0010571	Bany_03444-RA	Vcard_DToL08414-RA
OG0010573	Bany_02627-RA	Vcard_DToL15869-RA
OG0010574	Bany_07879-RA	Vcard_DToL00643-RA
OG0010576	Bany_05146-RA	Vcard_DToL01392-RA
OG0010752	Bany_13602-RA	Vcard_DToL12494-RA
OG0010756	Bany_00918-RA	Vcard_DToL18497-RA
OG0010757	Bany_12445-RA	Vcard_DToL17902-RA
OG0010759	Bany_01829-RA	Vcard_DToL16755-RA
OG0010761	Bany_11836-RA	Vcard_DToL07159-RA
OG0010762	Bany_16448-RA	Vcard_DToL15980-RA
OG0010764	Bany_16951-RA	Vcard_DToL15301-RA
OG0010768	Bany_05888-RA	Vcard_DToL06355-RA
OG0010770	Bany_10576-RA	Vcard_DToL10641-RA
OG0010776	Bany_11165-RA	Vcard_DToL13622-RA
OG0010778	Bany_10626-RA	Vcard_DToL10667-RA
OG0010780	Bany_13676-RA, Bany_13677-RA	Vcard_DToL12430-RA
OG0010781	Bany_02675-RA	Vcard_DToL09038-RA
OG0010784	Bany_11176-RA, Bany_11177-RA	Vcard_DToL13634-RA
OG0010786	Bany_13074-RA	Vcard_DToL11360-RA
OG0010790	Bany_13691-RA	Vcard_DToL12417-RA
OG0010791	Bany_11188-RA	Vcard_DToL13647-RA
OG0010799	Bany_15546-RA	Vcard_DToL03133-RA
OG0010803	Bany_00097-RA	Vcard_DToL01785-RA, Vcard_DToL01784-RA
OG0010809	Bany_17029-RA	Vcard_DToL15110-RA
OG0010814	Bany_01949-RA	Vcard_DToL16676-RA
OG0010815	Bany_09413-RA	Vcard_DToL14675-RA
OG0010816	Bany_17034-RA	Vcard_DToL15112-RA
OG0010817	Bany_02729-RA	Vcard_DToL08987-RA
OG0010818	Bany_11255-RA	Vcard_DToL13554-RA
OG0010819	Bany_13159-RA	Vcard_DToL11240-RA
OG0010822	Bany_17785-RA, Bany_17786-RA	Vcard_DToL16079-RA
OG0010823	Bany_16640-RA	Vcard_DToL14000-RA
OG0010823	Bany_16551-RA	Vcard_DToL13852-RA
OG0010826	Bany_08051-RA	Vcard_DToL04101-RA
OG0010828	Bany_16196-RA	Vcard_DToL18772-RA
OG0010829	Bany_16197-RA	Vcard_DToL18771-RA
OG0010830	Bany_00152-RA	Vcard_DToL01743-RA
OG0010831	Bany_06658-RA	Vcard_DToL17682-RA
OG0010832	Bany_15604-RA, Bany_15603-RA, Bany_12069-RA	Vcard_DToL07298-RA
OG0010838	Bany_10763-RA	Vcard_DToL10717-RA
OG0010840	Bany_09489-RA	Vcard_DToL14592-RA
OG0010842	Bany_10016-RA	Vcard_DToL04765-RA
OG0010844	Bany_17089-RA	Vcard_DToL15045-RA
OG0010845	Bany_02032-RA	Vcard_DToL16554-RA
OG0010847	Bany_16603-RA	Vcard_DToL14047-RA
OG0010848	Bany_02035-RA	Vcard_DToL16548-RA
OG0010849	Bany_12696-RA	Vcard_DToL17883-RA
OG0010853	Bany_16242-RA	Vcard_DToL18846-RA
OG0010855	Bany_10784-RA	Vcard_DToL10599-RA
OG0010858	Bany_09517-RA	Vcard_DToL14625-RA
OG0010859	Bany_11332-RA	Vcard_DToL13459-RA
OG0010860	Bany_04526-RA	Vcard_DToL01021-RA
OG0010862	Bany_03633-RA	Vcard_DToL06140-RA
OG0010864	Bany_17146-RA	Vcard_DToL14977-RA
OG0010865	Bany_10046-RA	Vcard_DToL04914-RA
OG0010869	Bany_16302-RA	Vcard_DToL18630-RA
OG0010870	Bany_03648-RA	Vcard_DToL06114-RA
OG0010873	Bany_00244-RA	Vcard_DToL01978-RA
OG0010874	Bany_04555-RA	Vcard_DToL01057-RA
OG0010876	Bany_02861-RA	Vcard_DToL08851-RA
OG0010879	Bany_11369-RA	Vcard_DToL13427-RA
OG0010882	Bany_16650-RA	Vcard_DToL13989-RA
OG0010884	Bany_08146-RA	Vcard_DToL04195-RA
OG0010885	Bany_16659-RA	Vcard_DToL13979-RA
OG0010889	Bany_04589-RA	Vcard_DToL01113-RA
OG0010890	Bany_05397-RA	Vcard_DToL03519-RA
OG0010891	Bany_00279-RA	Vcard_DToL02009-RA
OG0010894	Bany_04597-RA	Vcard_DToL01124-RA
OG0010897	Bany_02889-RA	Vcard_DToL08822-RA
OG0010902	Bany_17566-RA	Vcard_DToL16919-RA
OG0010903	Bany_13858-RA	Vcard_DToL12213-RA
OG0010906	Bany_09584-RA	Vcard_DToL14829-RA
OG0010907	Bany_10846-RA	Vcard_DToL10544-RA
OG0010908	Bany_00313-RA	Vcard_DToL02038-RA
OG0010909	Bany_12027-RA	Vcard_DToL07263-RA
OG0010910	Bany_08895-RA	Vcard_DToL09347-RA
OG0010913	Bany_09594-RA	Vcard_DToL14820-RA
OG0010915	Bany_10138-RA	Vcard_DToL05004-RA
OG0010918	Bany_14547-RA	Vcard_DToL12820-RA
OG0010924	Bany_15680-RA	Vcard_DToL03242-RA
OG0010930	Bany_08219-RA	Vcard_DToL04269-RA
OG0010933	Bany_08228-RA	Vcard_DToL04278-RA
OG0010934	Bany_16711-RA	Vcard_DToL14163-RA
OG0010936	Bany_15126-RA	Vcard_DToL09847-RA
OG0010944	Bany_05520-RA	Vcard_DToL03643-RA
OG0010946	Bany_07478-RA	Vcard_DToL00236-RA
OG0010947	Bany_15721-RA	Vcard_DToL02869-RA
OG0010950	Bany_13011-RA	Vcard_DToL18244-RA
OG0010953	Bany_08254-RA	Vcard_DToL04308-RA
OG0010954	Bany_09658-RA	Vcard_DToL14737-RA
OG0010956	Bany_03027-RA	Vcard_DToL08674-RA
OG0010957	Bany_01311-RA	Vcard_DToL07845-RA
OG0010958	Bany_11567-RA	Vcard_DToL13159-RA
OG0010960	Bany_08976-RA, Bany_08975-RA	Vcard_DToL09423-RA
OG0010961	Bany_13373-RA	Vcard_DToL10994-RA
OG0010964	Bany_03865-RA	Vcard_DToL05894-RA
OG0010966	Bany_14631-RA	Vcard_DToL12811-RA
OG0010968	Bany_11589-RA	Vcard_DToL13139-RA
OG0010969	Bany_12124-RA	Vcard_DToL07351-RA
OG0010970	Bany_17300-RA	Vcard_DToL15378-RA
OG0010972	Bany_03076-RA	Vcard_DToL08621-RA
OG0010973	Bany_07544-RA	Vcard_DToL00397-RA
OG0010976	Bany_10933-RA	Vcard_DToL10435-RA
OG0010977	Bany_03879-RA	Vcard_DToL05877-RA
OG0010979	Bany_00472-RA	Vcard_DToL02370-RA
OG0010982	Bany_08328-RA	Vcard_DToL04387-RA
OG0010983	Bany_09723-RA	Vcard_DToL14537-RA
OG0010984	Bany_03908-RA	Vcard_DToL05841-RA
OG0010985	Bany_01411-RA	Vcard_DToL07979-RA
OG0010988	Bany_07575-RA	Vcard_DToL00444-RA
OG0010989	Bany_03118-RA	Vcard_DToL08560-RA
OG0010994	Bany_05618-RA	Vcard_DToL03749-RA
OG0010996	Bany_02345-RA	Vcard_DToL15569-RA
OG0010998	Bany_01476-RA	Vcard_DToL07789-RA
OG0010999	Bany_05631-RA	Vcard_DToL03764-RA
OG0011001	Bany_10971-RA	Vcard_DToL10407-RA
OG0011004	Bany_16834-RA	Vcard_DToL14260-RA
OG0011007	Bany_09099-RA	Vcard_DToL09278-RA
OG0011009	Bany_09114-RA	Vcard_DToL09267-RA
OG0011010	Bany_15306-RA	Vcard_DToL10122-RA
OG0011011	Bany_04855-RA	Vcard_DToL01188-RA
OG0011014	Bany_04873-RA	Vcard_DToL01420-RA
OG0011015	Bany_15310-RA	Vcard_DToL10117-RA
OG0011017	Bany_14074-RA	Vcard_DToL12167-RA
OG0011018	Bany_07669-RA	Vcard_DToL00543-RA
OG0011021	Bany_00607-RA	Vcard_DToL02383-RA
OG0011022	Bany_14086-RA	Vcard_DToL12154-RA
OG0011023	Bany_05683-RA	Vcard_DToL03805-RA
OG0011024	Bany_16916-RA	Vcard_DToL14174-RA
OG0011026	Bany_10375-RA	Vcard_DToL05183-RA
OG0011027	Bany_07061-RA	Vcard_DToL17225-RA
OG0011029	Bany_00627-RA	Vcard_DToL02405-RA
OG0011033	Bany_14119-RA	Vcard_DToL12102-RA
OG0011034	Bany_11011-RA	Vcard_DToL10347-RA
OG0011036	Bany_15337-RA	Vcard_DToL10087-RA
OG0011038	Bany_03196-RA	Vcard_DToL08493-RA
OG0011041	Bany_01594-RA	Vcard_DToL08200-RA
OG0011042	Bany_06407-RA	Vcard_DToL06652-RA
OG0011043	Bany_09188-RA	Vcard_DToL09194-RA
OG0011044	Bany_15951-RA	Vcard_DToL02761-RA, Vcard_DToL02762-RA
OG0011046	Bany_01605-RA	Vcard_DToL08187-RA
OG0011048	Bany_12316-RA	Vcard_DToL07559-RA
OG0011049	Bany_15970-RA	Vcard_DToL02781-RA
OG0011056	Bany_13558-RA	Vcard_DToL10876-RA
OG0011057	Bany_14846-RA	Vcard_DToL12502-RA
OG0011060	Bany_05738-RA	Vcard_DToL03860-RA
OG0011062	Bany_12359-RA	Vcard_DToL07591-RA
OG0011064	Bany_04978-RA	Vcard_DToL01687-RA
OG0011065	Bany_10458-RA	Vcard_DToL05264-RA
OG0011066	Bany_08529-RA	Vcard_DToL04627-RA
OG0011068	Bany_12369-RA	Vcard_DToL07598-RA
OG0011073	Bany_04156-RA, Bany_04150-RA	Vcard_DToL05993-RA
OG0011074	Bany_02495-RA	Vcard_DToL15783-RA
OG0011075	Bany_11136-RA	Vcard_DToL10249-RA
OG0011077	Bany_00807-RA	Vcard_DToL02616-RA
OG0011078	Bany_03339-RA	Vcard_DToL08348-RA
OG0011079	Bany_08593-RA	Vcard_DToL04706-RA
OG0011081	Bany_03362-RA	Vcard_DToL08363-RA
OG0011083	Bany_04202-RA	Vcard_DToL05487-RA
OG0011087	Bany_03400-RA	Vcard_DToL08400-RA
OG0011088	Bany_03402-RA	Vcard_DToL08402-RA
OG0011090	Bany_07869-RA	Vcard_DToL00632-RA
OG0011092	Bany_05855-RA	Vcard_DToL03773-RA
OG0011093	Bany_05856-RA	Vcard_DToL03772-RA
OG0011094	Bany_05115-RA	Vcard_DToL01367-RA
OG0011095	Bany_07882-RA	Vcard_DToL00647-RA
OG0011097	Bany_05128-RA	Vcard_DToL01380-RA
OG0011255	Bany_03464-RA	Vcard_DToL06330-RA
OG0011260	Bany_05879-RA	Vcard_DToL06348-RA
OG0011261	Bany_15466-RA	Vcard_DToL03278-RA
OG0011263	Bany_11150-RA	Vcard_DToL13591-RA
OG0011268	Bany_07955-RA	Vcard_DToL04028-RA
OG0011269	Bany_16963-RA	Vcard_DToL15323-RA
OG0011271	Bany_01871-RA	Vcard_DToL16724-RA
OG0011272	Bany_16477-RA	Vcard_DToL14096-RA
OG0011275	Bany_00967-RA	Vcard_DToL18428-RA
OG0011277	Bany_16493-RA	Vcard_DToL14083-RA
OG0011283	Bany_09951-RA	Vcard_DToL04830-RA
OG0011284	Bany_03507-RA	Vcard_DToL06277-RA
OG0011286	Bany_10645-RA	Vcard_DToL10693-RA
OG0011294	Bany_16319-RA, Bany_13696-RA	Vcard_DToL18595-RA
OG0011298	Bany_02693-RA	Vcard_DToL09020-RA
OG0011301	Bany_14349-RA	Vcard_DToL13023-RA
OG0011310	Bany_15558-RA	Vcard_DToL03145-RA
OG0011315	Bany_17776-RA	Vcard_DToL16072-RA
OG0011318	Bany_08749-RA	Vcard_DToL09617-RA
OG0011321	Bany_14386-RA	Vcard_DToL12988-RA
OG0011327	Bany_11921-RA	Vcard_DToL07076-RA
OG0011328	Bany_01999-RA	Vcard_DToL16587-RA
OG0011331	Bany_09469-RA	Vcard_DToL14570-RA
OG0011334	Bany_13186-RA	Vcard_DToL11225-RA
OG0011335	Bany_02016-RA	Vcard_DToL16567-RA, Vcard_DToL07236-RA
OG0011336	Bany_13191-RA	Vcard_DToL11221-RA
OG0011340	Bany_03585-RA	Vcard_DToL06189-RA
OG0011348	Bany_13779-RA	Vcard_DToL12349-RA
OG0011349	Bany_05351-RA	Vcard_DToL03468-RA
OG0011352	Bany_14456-RA	Vcard_DToL12860-RA
OG0011355	Bany_13794-RA	Vcard_DToL12341-RA
OG0011357	Bany_17539-RA	Vcard_DToL03859-RA, Vcard_DToL16475-RA
OG0011362	Bany_02118-RA	Vcard_DToL16455-RA
OG0011364	Bany_08834-RA	Vcard_DToL09539-RA
OG0011365	Bany_03689-RA	Vcard_DToL06073-RA
OG0011367	Bany_10092-RA	Vcard_DToL04957-RA
OG0011368	Bany_03702-RA	Vcard_DToL06062-RA
OG0011369	Bany_15070-RA	Vcard_DToL09895-RA
OG0011373	Bany_11432-RA	Vcard_DToL13352-RA
OG0011374	Bany_06841-RA	Vcard_DToL17467-RA
OG0011375	Bany_11449-RA	Vcard_DToL13331-RA
OG0011380	Bany_08925-RA	Vcard_DToL17211-RA
OG0011381	Bany_06872-RA	Vcard_DToL17505-RA
OG0011384	Bany_08230-RA	Vcard_DToL04280-RA
OG0011389	Bany_15134-RA	Vcard_DToL09845-RA
OG0011392	Bany_00379-RA	Vcard_DToL02112-RA, Vcard_DToL02111-RA
OG0011394	Bany_03837-RA	Vcard_DToL05927-RA
OG0011397	Bany_14593-RA	Vcard_DToL12768-RA
OG0011398	Bany_02250-RA	Vcard_DToL16308-RA
OG0011399	Bany_03839-RA	Vcard_DToL05924-RA
OG0011401	Bany_03017-RA	Vcard_DToL08687-RA
OG0011406	Bany_10922-RA	Vcard_DToL10449-RA
OG0011407	Bany_02277-RA	Vcard_DToL15492-RA
OG0011408	Bany_02278-RA	Vcard_DToL15494-RA
OG0011411	Bany_14648-RA	Vcard_DToL12713-RA
OG0011415	Bany_03878-RA	Vcard_DToL05878-RA
OG0011416	Bany_00467-RA	Vcard_DToL02228-RA
OG0011417	Bany_12144-RA	Vcard_DToL07378-RA
OG0011420	Bany_07568-RA	Vcard_DToL00436-RA
OG0011421	Bany_10301-RA	Vcard_DToL05376-RA
OG0011426	Bany_09744-RA	Vcard_DToL14437-RA
OG0011434	Bany_09071-RA	Vcard_DToL09300-RA
OG0011435	Bany_04829-RA	Vcard_DToL01216-RA
OG0011437	Bany_07615-RA	Vcard_DToL00476-RA
OG0011442	Bany_07035-RA	Vcard_DToL17252-RA
OG0011443	Bany_12234-RA	Vcard_DToL07463-RA
OG0011444	Bany_08387-RA	Vcard_DToL04453-RA, Vcard_DToL04454-RA
OG0011447	Bany_00582-RA	Vcard_DToL02253-RA
