Orthogroup	Bicyclus_anynana	Maniola_hyperantus
OG0009019	Bany_07462-RA	XP_034839629.1
OG0009020	Bany_02963-RA	XP_034840505.1
OG0009021	Bany_00375-RA	XP_034841363.1
OG0009022	Bany_10180-RA	XP_034824486.1
OG0009023	Bany_17251-RA	XP_034835987.1
OG0009024	Bany_10182-RA	XP_034824442.1
OG0009025	Bany_06225-RA	XP_034826776.1
OG0009026	Bany_03818-RA	XP_034828890.1
OG0009027	Bany_12986-RA	XP_034837986.1
OG0009028	Bany_13943-RA	XP_034831063.1
OG0009029	Bany_14572-RA	XP_034834976.1
OG0009030	Bany_14573-RA	XP_034834785.1
OG0009031	Bany_07467-RA	XP_034839504.1
OG0009032	Bany_17257-RA	XP_034835971.1
OG0009033	Bany_10187-RA	XP_034824791.1
OG0009034	Bany_06903-RA	XP_034838430.1
OG0009035	Bany_14575-RA	XP_034834783.1
OG0009036	Bany_13343-RA	XP_034832560.1
OG0009037	Bany_02974-RA	XP_034840509.1
OG0009038	Bany_05511-RA	XP_034825486.1
OG0009039	Bany_07472-RA	XP_034839379.1
OG0009040	Bany_14577-RA	XP_034834350.1
OG0009041	Bany_17263-RA	XP_034835957.1
OG0009042	Bany_17265-RA	XP_034835952.1
OG0009043	Bany_08242-RA	XP_034830864.1
OG0009044	Bany_02975-RA	XP_034840484.1
OG0009045	Bany_02979-RA	XP_034840473.1
OG0009046	Bany_03833-RA	XP_034828929.1
OG0009047	Bany_13954-RA	XP_034831426.1
OG0009048	Bany_02980-RA	XP_034840482.1
OG0009049	Bany_01271-RA	XP_034828210.1
OG0009050	Bany_14580-RA	XP_034834759.1
OG0009051	Bany_05521-RA	XP_034825768.1
OG0009052	Bany_08247-RA	XP_034830327.1
OG0009053	Bany_14587-RA	XP_034834563.1
OG0009054	Bany_16724-RA	XP_034836434.1
OG0009055	Bany_15720-RA	XP_034829117.1
OG0009056	Bany_10901-RA	XP_034828824.1
OG0009057	Bany_13346-RA	XP_034832790.1
OG0009058	Bany_02986-RA	XP_034840463.1
OG0009059	Bany_14589-RA	XP_034834564.1
OG0009060	Bany_10196-RA	XP_034824457.1
OG0009061	Bany_14590-RA	XP_034834593.1
OG0009062	Bany_02989-RA	XP_034840476.1
OG0009063	Bany_06244-RA	XP_034827280.1
OG0009064	Bany_01294-RA	XP_034827955.1
OG0009066	Bany_02993-RA	XP_034840466.1
OG0009067	Bany_00393-RA	XP_034840897.1
OG0009069	Bany_02994-RA	XP_034840465.1
OG0009070	Bany_10203-RA	XP_034824465.1
OG0009071	Bany_14597-RA	XP_034834438.1
OG0009072	Bany_04688-RA	XP_034831748.1
OG0009073	Bany_05529-RA	XP_034825787.1
OG0009074	Bany_13015-RA	XP_034838324.1
OG0009075	Bany_03003-RA	XP_034840488.1
OG0009076	Bany_13357-RA	XP_034832538.1, XP_034832539.1
OG0009077	Bany_06922-RA	XP_034838492.1
OG0009078	Bany_14604-RA	XP_034838191.1, XP_034838190.1
OG0009079	Bany_14605-RA	XP_034834360.1
OG0009080	Bany_02247-RA	XP_034825862.1
OG0009081	Bany_04694-RA	XP_034831386.1
OG0009082	Bany_00403-RA	XP_034841306.1
OG0009083	Bany_06259-RA	XP_034827074.1
OG0009084	Bany_09657-RA	XP_034834520.1, XP_034833927.1
OG0009085	Bany_12095-RA	XP_034829636.1
OG0009086	Bany_10206-RA	XP_034824483.1
OG0009087	Bany_03842-RA	XP_034829569.1
OG0009088	Bany_03006-RA	XP_034840226.1
OG0009089	Bany_09662-RA	XP_034833875.1
OG0009090	Bany_13960-RA	XP_034831305.1
OG0009091	Bany_10912-RA	XP_034828584.1
OG0009092	Bany_12100-RA	XP_034829540.1
OG0009093	Bany_03008-RA	XP_034840231.1
OG0009094	Bany_01300-RA	XP_034827760.1
OG0009095	Bany_03009-RA	XP_034840232.1
OG0009096	Bany_15734-RA	XP_034829365.1
OG0009097	Bany_03011-RA	XP_034840256.1
OG0009098	Bany_11555-RA	XP_034835226.1
OG0009099	Bany_07493-RA	XP_034839623.1
OG0009100	Bany_15151-RA	XP_034833127.1
OG0009101	Bany_15737-RA	XP_034829348.1
OG0009102	Bany_03012-RA	XP_034840263.1
OG0009103	Bany_07495-RA	XP_034839621.1
OG0009104	Bany_08258-RA	XP_034830376.1
OG0009105	Bany_06935-RA	XP_034838545.1
OG0009106	Bany_08260-RA	XP_034830283.1
OG0009107	Bany_03016-RA	XP_034840234.1
OG0009108	Bany_03019-RA	XP_034840235.1
OG0009109	Bany_03020-RA	XP_034840257.1
OG0009110	Bany_03021-RA	XP_034840241.1
OG0009111	Bany_08262-RA	XP_034830286.1
OG0009112	Bany_03023-RA	XP_034840229.1
OG0009113	Bany_18030-RA	XP_034837290.1
OG0009114	Bany_04704-RA	XP_034838021.1
OG0009115	Bany_03031-RA	XP_034840216.1
OG0009116	Bany_12110-RA	XP_034829804.1
OG0009117	Bany_12112-RA	XP_034829794.1
OG0009118	Bany_12113-RA	XP_034829802.1
OG0009123	Bany_13971-RA	XP_034831490.1
OG0009124	Bany_17289-RA	XP_034836214.1
OG0009126	Bany_10223-RA	XP_034824287.1
OG0009127	Bany_10224-RA	XP_034824275.1
OG0009128	Bany_03039-RA	XP_034840261.1
OG0009129	Bany_10225-RA	XP_034824813.1
OG0009130	Bany_03850-RA	XP_034829508.1
OG0009131	Bany_04715-RA	XP_034837919.1
OG0009132	Bany_08266-RA	XP_034830902.1
OG0009133	Bany_03853-RA	XP_034829476.1
OG0009134	Bany_03048-RA	XP_034840385.1
OG0009135	Bany_08268-RA	XP_034830910.1
OG0009136	Bany_00421-RA	XP_034824078.1
OG0009137	Bany_13977-RA	XP_034831486.1
OG0009138	Bany_03857-RA	XP_034825420.1
OG0009139	Bany_01329-RA	XP_034827943.1
OG0009140	Bany_04718-RA	XP_034837872.1
OG0009141	Bany_07514-RA	XP_034839615.1
OG0009142	Bany_01336-RA	XP_034828280.1
OG0009143	Bany_10233-RA	XP_034824325.1
OG0009144	Bany_03053-RA	XP_034840386.1
OG0009145	Bany_00429-RA	XP_034824076.1
OG0009146	Bany_05559-RA	XP_034825564.1
OG0009147	Bany_01338-RA	XP_034828277.1
OG0009148	Bany_18051-RA	XP_034837279.1
OG0009149	Bany_13980-RA	XP_034831612.1
OG0009150	Bany_00435-RA	XP_034840978.1
OG0009151	Bany_15755-RA	XP_034829143.1
OG0009152	Bany_15756-RA	XP_034829159.1
OG0009153	Bany_03058-RA	XP_034840236.1
OG0009154	Bany_02270-RA	XP_034826200.1
OG0009155	Bany_03059-RA	XP_034840215.1
OG0009156	Bany_06968-RA	XP_034837707.1
OG0009157	Bany_11586-RA	XP_034830830.1
OG0009158	Bany_10926-RA	XP_034828659.1
OG0009159	Bany_02273-RA	XP_034826534.1
OG0009160	Bany_03060-RA	XP_034840244.1
OG0009161	Bany_08283-RA	XP_034830695.1
OG0009162	Bany_03061-RA	XP_034840387.1
OG0009163	Bany_00438-RA	XP_034841016.1
OG0009164	Bany_01347-RA	XP_034828256.1
OG0009165	Bany_02274-RA	XP_034826535.1
OG0009166	Bany_03064-RA	XP_034840228.1
OG0009168	Bany_03065-RA	XP_034840219.1
OG0009169	Bany_08985-RA	XP_034832285.1
OG0009170	Bany_08289-RA	XP_034831003.1
OG0009171	Bany_01351-RA	XP_034839076.1
OG0009172	Bany_10253-RA	XP_034824646.1
OG0009173	Bany_08987-RA	XP_034832283.1
OG0009174	Bany_07530-RA	XP_034839329.1
OG0009176	Bany_02284-RA	XP_034826285.1
OG0009177	Bany_00443-RA	XP_034823927.1
OG0009178	Bany_08993-RA	XP_034832325.1
OG0009179	Bany_04733-RA	XP_034833156.1
OG0009180	Bany_10258-RA	XP_034824225.1
OG0009181	Bany_04734-RA	XP_034833147.1
OG0009182	Bany_07534-RA	XP_034839797.1
OG0009183	Bany_11602-RA	XP_034835616.1
OG0009184	Bany_09691-RA	XP_034834059.1
OG0009185	Bany_02290-RA	XP_034826540.1
OG0009186	Bany_03874-RA	XP_034829441.1
OG0009187	Bany_12132-RA	XP_034830208.1
OG0009188	Bany_10261-RA	XP_034824181.1
OG0009189	Bany_10262-RA	XP_034824184.1, XP_034824185.1
OG0009190	Bany_15775-RA	XP_034829300.1
OG0009191	Bany_15175-RA	XP_034833537.1
OG0009192	Bany_03071-RA	XP_034840639.1
OG0009193	Bany_09003-RA	XP_034831767.1
OG0009194	Bany_15781-RA	XP_034829451.1
OG0009195	Bany_04748-RA	XP_034836178.1
OG0009196	Bany_15179-RA	XP_034833540.1
OG0009197	Bany_10929-RA	XP_034828411.1
OG0009198	Bany_15783-RA	XP_034829392.1
OG0009199	Bany_10273-RA	XP_034824964.1
OG0009200	Bany_10274-RA	XP_034824801.1
OG0009201	Bany_15187-RA	XP_034833125.1
OG0009202	Bany_03877-RA	XP_034825668.1
OG0009203	Bany_00458-RA	XP_034840989.1
OG0009204	Bany_10935-RA	XP_034828580.1
OG0009205	Bany_14656-RA	XP_034834978.1
OG0009206	Bany_03081-RA	XP_034840047.1
OG0009207	Bany_06986-RA	XP_034837508.1
OG0009208	Bany_04757-RA	XP_034834863.1
OG0009209	Bany_17669-RA	XP_034836791.1
OG0009210	Bany_03087-RA	XP_034840049.1
OG0009212	Bany_01377-RA	XP_034827821.1
OG0009213	Bany_03088-RA	XP_034840066.1
OG0009214	Bany_03089-RA	XP_034840068.1
OG0009215	Bany_03090-RA	XP_034840071.1
OG0009216	Bany_03091-RA	XP_034840050.1
OG0009217	Bany_03092-RA	XP_034840065.1
OG0009218	Bany_03880-RA	XP_034824025.1
OG0009220	Bany_15203-RA	XP_034833176.1
OG0009221	Bany_13398-RA	XP_034832745.1
OG0009222	Bany_16781-RA	XP_034836652.1
OG0009223	Bany_12142-RA	XP_034829886.1
OG0009224	Bany_09014-RA	XP_034832306.1
OG0009225	Bany_03096-RA	XP_034840042.1
OG0009226	Bany_00466-RA	XP_034841144.1
OG0009227	Bany_03097-RA	XP_034840064.1
OG0009228	Bany_03098-RA	XP_034840052.1
OG0009229	Bany_10287-RA, Bany_10288-RA	XP_034824794.1
OG0009230	Bany_02317-RA, Bany_02315-RA	XP_034826243.1
OG0009231	Bany_09018-RA	XP_034832030.1
OG0009232	Bany_03099-RA	XP_034840070.1
OG0009233	Bany_09707-RA	XP_034833760.1
OG0009234	Bany_15208-RA	XP_034833631.1
OG0009235	Bany_05573-RA	XP_034825039.1
OG0009236	Bany_15209-RA	XP_034833157.1
OG0009237	Bany_03889-RA	XP_034829638.1
OG0009238	Bany_13408-RA	XP_034832769.1
OG0009239	Bany_00474-RA	XP_034840995.1
OG0009240	Bany_16791-RA	XP_034836370.1
OG0009241	Bany_03890-RA	XP_034829053.1
OG0009242	Bany_15212-RA	XP_034833532.1
OG0009243	Bany_01386-RA	XP_034827586.1
OG0009244	Bany_13413-RA, Bany_13415-RA	XP_034832775.1
OG0009245	Bany_05574-RA	XP_034825724.1
OG0009246	Bany_12146-RA	XP_034829887.1
OG0009247	Bany_01390-RA	XP_034827587.1
OG0009248	Bany_10294-RA	XP_034824821.1
OG0009249	Bany_03101-RA	XP_034840059.1
OG0009250	Bany_08325-RA	XP_034830365.1
OG0009251	Bany_01394-RA	XP_034827580.1
OG0009252	Bany_12149-RA	XP_034829669.1
OG0009253	Bany_08327-RA	XP_034830491.1
OG0009254	Bany_16799-RA	XP_034836525.1
OG0009255	Bany_00482-RA	XP_034824163.1
OG0009257	Bany_01400-RA	XP_034827847.1
OG0009258	Bany_14672-RA	XP_034834803.1
OG0009259	Bany_03103-RA	XP_034840670.1
OG0009260	Bany_17675-RA	XP_034836780.1
OG0009261	Bany_15217-RA	XP_034833182.1
OG0009262	Bany_09730-RA	XP_034833736.1
OG0009263	Bany_02322-RA	XP_034825976.1
OG0009264	Bany_02323-RA	XP_034825975.1
OG0009265	Bany_11621-RA	XP_034835562.1
OG0009266	Bany_14676-RA	XP_034834336.1
OG0009267	Bany_01406-RA	XP_034827410.1
OG0009268	Bany_09732-RA	XP_034833754.1
OG0009269	Bany_03106-RA	XP_034840671.1
OG0009270	Bany_03108-RA	XP_034840677.1
OG0009271	Bany_14679-RA	XP_034834610.1
OG0009272	Bany_00489-RA	XP_034841096.1
OG0009273	Bany_13994-RA	XP_034831633.1
OG0009274	Bany_07572-RA	XP_034839370.1
OG0009275	Bany_09738-RA	XP_034833874.1
OG0009276	Bany_03912-RA	XP_034841556.1
OG0009277	Bany_13426-RA	XP_034832918.1
OG0009278	Bany_03112-RA	XP_034840089.1
OG0009279	Bany_03113-RA	XP_034840090.1
OG0009280	Bany_15227-RA	XP_034833637.1
OG0009281	Bany_07577-RA	XP_034839323.1
OG0009282	Bany_14685-RA	XP_034834637.1
OG0009283	Bany_15229-RA	XP_034833649.1
OG0009284	Bany_16806-RA	XP_034836527.1
OG0009285	Bany_03921-RA	XP_034827682.1
OG0009286	Bany_03922-RA	XP_034827669.1
OG0009287	Bany_17319-RA	XP_034835913.1
OG0009288	Bany_11639-RA	XP_034835172.1
OG0009289	Bany_13427-RA	XP_034832903.1
OG0009290	Bany_03114-RA	XP_034840392.1
OG0009291	Bany_03925-RA	XP_034824787.1
OG0009292	Bany_14006-RA	XP_034831176.1
OG0009293	Bany_03116-RA	XP_034840724.1
OG0009294	Bany_05602-RA	XP_034825088.1
OG0009295	Bany_00519-RA	XP_034841435.1
OG0009296	Bany_18094-RA	XP_034837072.1
OG0009297	Bany_09029-RA	XP_034832125.1
OG0009298	Bany_14688-RA	XP_034834901.1
OG0009299	Bany_06325-RA	XP_034827086.1
OG0009300	Bany_03121-RA	XP_034840307.1
OG0009301	Bany_03936-RA	XP_034836896.1
OG0009302	Bany_14012-RA	XP_034831443.1
OG0009303	Bany_08354-RA	XP_034830282.1
OG0009304	Bany_01435-RA	XP_034827869.1
OG0009305	Bany_04808-RA	XP_034830533.1
OG0009306	Bany_03122-RA	XP_034839611.1
OG0009307	Bany_14021-RA	XP_034831583.1
OG0009308	Bany_03124-RA	XP_034839632.1
OG0009309	Bany_17324-RA	XP_034835895.1
OG0009310	Bany_03125-RA	XP_034839622.1
OG0009311	Bany_17325-RA	XP_034835894.1
OG0009312	Bany_08360-RA	XP_034830817.1
OG0009313	Bany_07590-RA	XP_034838707.1
OG0009314	Bany_07591-RA	XP_034839729.1
OG0009315	Bany_07593-RA	XP_034839689.1
OG0009316	Bany_05615-RA	XP_034825252.1
OG0009317	Bany_12159-RA	XP_034830062.1
OG0009318	Bany_14701-RA	XP_034834545.1
OG0009319	Bany_03128-RA	XP_034840213.1
OG0009320	Bany_03129-RA	XP_034840214.1
OG0009321	Bany_06335-RA	XP_034826747.1
OG0009322	Bany_14704-RA	XP_034834549.1
OG0009323	Bany_07595-RA	XP_034839713.1
OG0009324	Bany_07596-RA	XP_034839726.1
OG0009325	Bany_03956-RA	XP_034840277.1
OG0009326	Bany_01454-RA	XP_034827528.1
OG0009327	Bany_11660-RA	XP_034835158.1
OG0009328	Bany_03135-RA	XP_034840034.1
OG0009329	Bany_09065-RA	XP_034832399.1
OG0009330	Bany_14714-RA	XP_034834558.1
OG0009331	Bany_17329-RA	XP_034836021.1
OG0009332	Bany_17330-RA	XP_034836022.1
OG0009333	Bany_15245-RA	XP_034828866.1
OG0009334	Bany_01459-RA	XP_034827535.1
OG0009335	Bany_07601-RA	XP_034839734.1
OG0009336	Bany_01460-RA	XP_034827799.1
OG0009337	Bany_10968-RA, Bany_10967-RA	XP_034828839.1
OG0009338	Bany_14719-RA	XP_034834537.1
OG0009339	Bany_11671-RA	XP_034835600.1
OG0009340	Bany_03139-RA	XP_034840129.1
OG0009341	Bany_13445-RA, Bany_13446-RA	XP_034832912.1
OG0009342	Bany_03143-RA	XP_034840649.1
OG0009343	Bany_12184-RA	XP_034829521.1
OG0009344	Bany_07605-RA	XP_034839737.1
OG0009345	Bany_03146-RA	XP_034840790.1
OG0009346	Bany_16819-RA	XP_034836486.1
OG0009347	Bany_03147-RA	XP_034840782.1
OG0009348	Bany_03148-RA	XP_034840786.1
OG0009349	Bany_16823-RA	XP_034836394.1
OG0009350	Bany_17335-RA	XP_034835776.1
OG0009351	Bany_11680-RA	XP_034835034.1
OG0009352	Bany_17336-RA	XP_034835927.1
OG0009353	Bany_00540-RA	XP_034841359.1
OG0009354	Bany_15257-RA	XP_034833357.1
OG0009355	Bany_03150-RA	XP_034840781.1
OG0009356	Bany_03967-RA	XP_034840616.1
OG0009357	Bany_15846-RA	XP_034829024.1
OG0009358	Bany_11682-RA	XP_034835204.1
OG0009359	Bany_09766-RA	XP_034834184.1
OG0009360	Bany_13456-RA	XP_034832831.1
OG0009361	Bany_07614-RA	XP_034839766.1
OG0009362	Bany_17343-RA	XP_034835888.1
OG0009363	Bany_13458-RA	XP_034832834.1
OG0009364	Bany_13460-RA	XP_034832835.1
OG0009365	Bany_07618-RA	XP_034839764.1
OG0009366	Bany_05650-RA	XP_034825398.1
OG0009367	Bany_11686-RA	XP_034835464.1
OG0009368	Bany_05658-RA	XP_034825722.1
OG0009369	Bany_12210-RA	XP_034829976.1
OG0009370	Bany_15279-RA	XP_034833593.1
OG0009371	Bany_00552-RA	XP_034824168.1
OG0009373	Bany_17349-RA	XP_034835786.1
OG0009374	Bany_03975-RA	XP_034828260.1
OG0009375	Bany_09772-RA	XP_034834159.1
OG0009376	Bany_04836-RA	XP_034831799.1
OG0009377	Bany_17355-RA	XP_034835784.1
OG0009378	Bany_09776-RA	XP_034834145.1
OG0009379	Bany_01504-RA	XP_034827977.1
OG0009380	Bany_09087-RA	XP_034832341.1
OG0009381	Bany_00557-RA	XP_034841025.1
OG0009382	Bany_12220-RA	XP_034829526.1
OG0009383	Bany_09090-RA, Bany_09091-RA	XP_034832447.1
OG0009384	Bany_07629-RA	XP_034839591.1
OG0009385	Bany_11697-RA	XP_034833878.1, XP_034840991.1, XP_034837966.1, XP_034831823.1, XP_034829606.1, XP_034830578.1, XP_034834911.1
OG0009386	Bany_09779-RA	XP_034834151.1
OG0009387	Bany_07630-RA	XP_034839427.1
OG0009388	Bany_12227-RA	XP_034830231.1
OG0009389	Bany_09780-RA	XP_034834179.1
OG0009390	Bany_05671-RA	XP_034825710.1
OG0009391	Bany_09781-RA	XP_034834152.1
OG0009393	Bany_00563-RA	XP_034841169.1
OG0009394	Bany_10980-RA	XP_034828369.1, XP_034828368.1
OG0009395	Bany_09102-RA	XP_034832209.1
OG0009396	Bany_17359-RA	XP_034836008.1
OG0009397	Bany_14041-RA	XP_034831186.1
OG0009398	Bany_14042-RA	XP_034831181.1
OG0009399	Bany_02366-RA	XP_034826493.1
OG0009400	Bany_09792-RA	XP_034833882.1
OG0009401	Bany_00571-RA	XP_034841120.1
OG0009402	Bany_09794-RA	XP_034833850.1
OG0009403	Bany_14046-RA	XP_034831687.1
OG0009404	Bany_14047-RA	XP_034831685.1
OG0009405	Bany_10986-RA	XP_034828650.1
OG0009406	Bany_10352-RA	XP_034824399.1
OG0009407	Bany_10987-RA	XP_034828858.1
OG0009409	Bany_15866-RA	XP_034829199.1
OG0009410	Bany_15867-RA	XP_034829203.1
OG0009411	Bany_15304-RA	XP_034833458.1
OG0009412	Bany_14743-RA	XP_034834492.1
OG0009413	Bany_14744-RA	XP_034834489.1
OG0009414	Bany_09117-RA	XP_034832199.1
OG0009415	Bany_16858-RA	XP_034836635.1
OG0009416	Bany_15872-RA	XP_034829435.1
OG0009417	Bany_02372-RA	XP_034826597.1
OG0009418	Bany_03163-RA	XP_034840731.1
OG0009419	Bany_04853-RA	XP_034838252.1
OG0009420	Bany_07662-RA	XP_034839725.1
OG0009421	Bany_07663-RA	XP_034839718.1
OG0009422	Bany_03164-RA	XP_034840632.1
OG0009423	Bany_00586-RA	XP_034841122.1
OG0009424	Bany_03170-RA	XP_034840461.1
OG0009425	Bany_09121-RA	XP_034831922.1
OG0009426	Bany_14748-RA	XP_034834651.1
OG0009427	Bany_14749-RA	XP_034834640.1
OG0009428	Bany_11712-RA	XP_034835274.1
OG0009429	Bany_04867-RA	XP_034834065.1
OG0009430	Bany_04872-RA	XP_034834148.1
OG0009431	Bany_14752-RA	XP_034834650.1
OG0009432	Bany_09129-RA	XP_034831771.1
OG0009433	Bany_14753-RA	XP_034834649.1
OG0009434	Bany_10994-RA	XP_034828648.1
OG0009435	Bany_14072-RA	XP_034831196.1
OG0009436	Bany_14758-RA	XP_034834603.1
OG0009437	Bany_14759-RA	XP_034834602.1
OG0009438	Bany_14073-RA	XP_034831563.1
OG0009439	Bany_14077-RA	XP_034831294.1
OG0009440	Bany_09133-RA	XP_034831779.1
OG0009441	Bany_14078-RA	XP_034831073.1
OG0009442	Bany_07052-RA	XP_034837699.1
OG0009443	Bany_17392-RA	XP_034836198.1
OG0009444	Bany_00604-RA	XP_034841451.1
OG0009445	Bany_03994-RA	XP_034828348.1
OG0009446	Bany_14080-RA	XP_034831071.1
OG0009447	Bany_14081-RA	XP_034831070.1
OG0009448	Bany_12256-RA	XP_034829550.1
OG0009449	Bany_15380-RA, Bany_11718-RA	XP_034831591.1, XP_034827793.1, XP_034824121.1
OG0009450	Bany_03175-RA	XP_034840530.1
OG0009451	Bany_14762-RA	XP_034834606.1
OG0009452	Bany_03996-RA	XP_034824353.1
OG0009453	Bany_15312-RA	XP_034833256.1
OG0009454	Bany_15885-RA	XP_034829244.1
OG0009455	Bany_16908-RA	XP_034836389.1
OG0009456	Bany_17398-RA	XP_034835920.1
OG0009457	Bany_00612-RA	XP_034840987.1
OG0009458	Bany_16910-RA	XP_034836546.1
OG0009459	Bany_08408-RA	XP_034830311.1
OG0009460	Bany_16911-RA	XP_034836296.1
OG0009461	Bany_16917-RA	XP_034836426.1
OG0009462	Bany_01536-RA	XP_034827990.1
OG0009463	Bany_09821-RA	XP_034833999.1
OG0009464	Bany_09822-RA	XP_034833977.1
OG0009465	Bany_11732-RA	XP_034835058.1
OG0009466	Bany_07059-RA	XP_034837683.1
OG0009467	Bany_16919-RA	XP_034836294.1
OG0009469	Bany_03181-RA	XP_034840125.1
OG0009470	Bany_04017-RA	XP_034825617.1
OG0009471	Bany_11739-RA	XP_034835057.1
OG0009472	Bany_15894-RA	XP_034829432.1
OG0009473	Bany_15323-RA	XP_034833209.1
OG0009474	Bany_04020-RA	XP_034840128.1
OG0009475	Bany_15898-RA	XP_034829434.1
OG0009476	Bany_14782-RA	XP_034834431.1, XP_034834991.1
OG0009477	Bany_11750-RA	XP_034835059.1
OG0009478	Bany_11751-RA	XP_034835048.1
OG0009479	Bany_03184-RA	XP_034840274.1
OG0009482	Bany_14788-RA	XP_034834421.1
OG0009485	Bany_14792-RA	XP_034834877.1
OG0009486	Bany_03186-RA	XP_034840800.1
OG0009487	Bany_03187-RA	XP_034840795.1
OG0009488	Bany_12277-RA	XP_034829951.1
OG0009489	Bany_10382-RA	XP_034824939.1
OG0009490	Bany_09841-RA	XP_034833998.1
OG0009491	Bany_09843-RA	XP_034833984.1
OG0009492	Bany_09845-RA	XP_034834006.1
OG0009493	Bany_09846-RA	XP_034833996.1
OG0009494	Bany_04032-RA	XP_034829660.1
OG0009495	Bany_12280-RA	XP_034829933.1
OG0009496	Bany_14795-RA	XP_034834873.1
OG0009497	Bany_14117-RA	XP_034831340.1
OG0009498	Bany_04034-RA	XP_034834000.1
OG0009499	Bany_11009-RA	XP_034828904.1
OG0009500	Bany_15903-RA	XP_034828966.1
OG0009501	Bany_00634-RA	XP_034841056.1
OG0009502	Bany_14803-RA	XP_034834894.1
OG0009503	Bany_11012-RA	XP_034828728.1
OG0009504	Bany_14804-RA	XP_034834895.1
OG0009505	Bany_09855-RA	XP_034833994.1
OG0009506	Bany_09858-RA	XP_034834172.1
OG0009507	Bany_07075-RA	XP_034837569.1
OG0009508	Bany_04043-RA	XP_034825431.1
OG0009509	Bany_12282-RA	XP_034829923.1
OG0009510	Bany_04048-RA	XP_034825514.1
OG0009511	Bany_04049-RA	XP_034825494.1
OG0009513	Bany_03194-RA	XP_034840087.1
OG0009514	Bany_03195-RA	XP_034840088.1
OG0009515	Bany_03199-RA	XP_034840299.1
OG0009516	Bany_07085-RA	XP_034837667.1
OG0009517	Bany_03200-RA	XP_034840104.1
OG0009518	Bany_12291-RA	XP_034829952.1
OG0009519	Bany_14148-RA	XP_034831523.1
OG0009520	Bany_14149-RA	XP_034831522.1
OG0009521	Bany_15351-RA	XP_034833553.1
OG0009522	Bany_10391-RA	XP_034824497.1
OG0009523	Bany_11018-RA	XP_034828661.1
OG0009524	Bany_11019-RA	XP_034828662.1
OG0009525	Bany_11020-RA	XP_034828672.1
OG0009526	Bany_12294-RA	XP_034829957.1
OG0009527	Bany_07706-RA	XP_034839354.1
OG0009528	Bany_15927-RA	XP_034828969.1
OG0009529	Bany_14155-RA	XP_034831371.1
OG0009530	Bany_15931-RA	XP_034828970.1
OG0009531	Bany_03202-RA	XP_034840123.1
OG0009532	Bany_11023-RA	XP_034828667.1
OG0009533	Bany_03203-RA	XP_034840117.1
OG0009534	Bany_14160-RA	XP_034831467.1
OG0009535	Bany_03204-RA	XP_034840102.1
OG0009536	Bany_01583-RA	XP_034827640.1
OG0009537	Bany_04913-RA	XP_034834787.1
OG0009538	Bany_15934-RA	XP_034829309.1
OG0009539	Bany_08439-RA	XP_034830630.1
OG0009540	Bany_01587-RA	XP_034827633.1
OG0009541	Bany_15941-RA	XP_034829267.1
OG0009542	Bany_01595-RA	XP_034827643.1
OG0009543	Bany_06405-RA	XP_034827308.1
OG0009544	Bany_09182-RA	XP_034832381.1
OG0009545	Bany_04061-RA	XP_034841333.1
OG0009546	Bany_09184-RA	XP_034832344.1
OG0009547	Bany_07099-RA	XP_034837627.1
OG0009548	Bany_10395-RA	XP_034824844.1
OG0009549	Bany_01599-RA	XP_034827635.1
OG0009550	Bany_04066-RA	XP_034841439.1
OG0009551	Bany_04067-RA	XP_034841283.1
OG0009552	Bany_10397-RA	XP_034824840.1
OG0009553	Bany_10400-RA	XP_034824849.1
OG0009554	Bany_07710-RA	XP_034839805.1, XP_034839806.1
OG0009555	Bany_15946-RA	XP_034829230.1
OG0009556	Bany_15949-RA	XP_034829234.1
OG0009557	Bany_15950-RA	XP_034829233.1
OG0009558	Bany_08451-RA	XP_034830320.1
OG0009559	Bany_10406-RA	XP_034824240.1
OG0009560	Bany_15364-RA	XP_034833327.1
OG0009561	Bany_12313-RA	XP_034829609.1
OG0009562	Bany_15955-RA	XP_034829288.1
OG0009563	Bany_07712-RA	XP_034839572.1
OG0009564	Bany_02416-RA	XP_034826603.1
OG0009565	Bany_04072-RA	XP_034841366.1
OG0009566	Bany_15959-RA	XP_034829286.1
OG0009567	Bany_15960-RA	XP_034829287.1
OG0009569	Bany_15962-RA	XP_034828968.1
OG0009570	Bany_07108-RA	XP_034837796.1
OG0009571	Bany_03212-RA	XP_034840103.1
OG0009572	Bany_15964-RA	XP_034828967.1
OG0009573	Bany_15966-RA	XP_034829411.1
OG0009574	Bany_15374-RA	XP_034833328.1
OG0009575	Bany_10411-RA	XP_034824231.1
OG0009576	Bany_02420-RA	XP_034826211.1
OG0009577	Bany_06429-RA	XP_034827106.1
OG0009578	Bany_08455-RA	XP_034830440.1
OG0009579	Bany_09196-RA	XP_034831818.1
OG0009580	Bany_07115-RA	XP_034837795.1
OG0009581	Bany_15971-RA	XP_034829137.1
OG0009582	Bany_15972-RA	XP_034828960.1
OG0009583	Bany_14167-RA	XP_034831472.1
OG0009584	Bany_10421-RA	XP_034824195.1
OG0009585	Bany_03228-RA	XP_034840135.1
OG0009586	Bany_07722-RA	XP_034839745.1
OG0009587	Bany_11807-RA	XP_034835040.1
OG0009588	Bany_10425-RA	XP_034824271.1
OG0009589	Bany_02432-RA	XP_034825804.1
OG0009590	Bany_04084-RA	XP_034826141.1
