Orthogroup	Vanessa_tameamea	Maniola_hyperantus
OG0009377	XP_026483210.1	XP_034835784.1
OG0009378	XP_026498949.1	XP_034834145.1
OG0009379	XP_026489041.1	XP_034827977.1
OG0009380	XP_026499651.1	XP_034832341.1
OG0009381	XP_026484946.1	XP_034841025.1
OG0009382	XP_026496784.1	XP_034829526.1
OG0009383	XP_026499593.1	XP_034832447.1
OG0009384	XP_026499416.1	XP_034839591.1
OG0009386	XP_026498944.1	XP_034834151.1
OG0009387	XP_026500560.1	XP_034839427.1
OG0009388	XP_026496782.1	XP_034830231.1
OG0009389	XP_026498938.1	XP_034834179.1
OG0009390	XP_026491591.1	XP_034825710.1
OG0009391	XP_026498945.1	XP_034834152.1
OG0009393	XP_026484927.1	XP_034841169.1
OG0009394	XP_026485474.1	XP_034828369.1, XP_034828368.1
OG0009395	XP_026499687.1	XP_034832209.1
OG0009396	XP_026483194.1	XP_034836008.1
OG0009397	XP_026486901.1	XP_034831186.1
OG0009400	XP_026498924.1	XP_034833882.1
OG0009401	XP_026485152.1	XP_034841120.1
OG0009402	XP_026498926.1	XP_034833850.1
OG0009403	XP_026486801.1	XP_034831687.1
OG0009404	XP_026486799.1	XP_034831685.1
OG0009405	XP_026485388.1	XP_034828650.1
OG0009406	XP_026486060.1	XP_034824399.1
OG0009409	XP_026498554.1	XP_034829199.1
OG0009410	XP_026498568.1	XP_034829203.1
OG0009411	XP_026493531.1, XP_026493477.1	XP_034833458.1
OG0009412	XP_026495755.1	XP_034834492.1
OG0009413	XP_026495752.1	XP_034834489.1
OG0009414	XP_026499783.1	XP_034832199.1
OG0009415	XP_026498286.1	XP_034836635.1
OG0009416	XP_026498587.1	XP_034829435.1
OG0009417	XP_026497734.1	XP_034826597.1
OG0009418	XP_026494980.1	XP_034840731.1
OG0009419	XP_026487839.1	XP_034838252.1
OG0009420	XP_026499539.1	XP_034839725.1
OG0009421	XP_026499069.1	XP_034839718.1
OG0009422	XP_026495212.1	XP_034840632.1
OG0009423	XP_026484873.1	XP_034841122.1
OG0009424	XP_026494955.1	XP_034840461.1
OG0009425	XP_026499821.1	XP_034831922.1
OG0009426	XP_026496017.1	XP_034834651.1
OG0009427	XP_026496012.1	XP_034834640.1
OG0009428	XP_026495403.1	XP_034835274.1
OG0009429	XP_026496611.1	XP_034834065.1
OG0009430	XP_026496616.1	XP_034834148.1
OG0009431	XP_026495868.1	XP_034834650.1
OG0009432	XP_026499776.1	XP_034831771.1
OG0009433	XP_026495821.1	XP_034834649.1
OG0009434	XP_026485514.1	XP_034828648.1
OG0009435	XP_026499201.1	XP_034831196.1
OG0009436	XP_026495625.1	XP_034834603.1
OG0009437	XP_026495624.1	XP_034834602.1
OG0009438	XP_026499199.1	XP_034831563.1
OG0009439	XP_026499142.1	XP_034831294.1
OG0009440	XP_026499813.1	XP_034831779.1
OG0009441	XP_026499211.1	XP_034831073.1
OG0009442	XP_026483946.1	XP_034837699.1
OG0009443	XP_026483202.1	XP_034836198.1
OG0009444	XP_026485006.1	XP_034841451.1
OG0009445	XP_026487465.1	XP_034828348.1
OG0009447	XP_026499293.1	XP_034831070.1
OG0009448	XP_026496680.1	XP_034829550.1
OG0009450	XP_026495180.1	XP_034840530.1
OG0009451	XP_026495628.1	XP_034834606.1
OG0009452	XP_026487444.1	XP_034824353.1
OG0009453	XP_026493347.1	XP_034833256.1
OG0009454	XP_026498584.1	XP_034829244.1
OG0009455	XP_026496121.1	XP_034836389.1
OG0009456	XP_026483189.1	XP_034835920.1
OG0009457	XP_026484472.1	XP_034840987.1
OG0009458	XP_026496154.1	XP_034836546.1
OG0009459	XP_026488282.1	XP_034830311.1
OG0009460	XP_026501267.1	XP_034836296.1
OG0009461	XP_026501258.1	XP_034836426.1
OG0009462	XP_026489020.1	XP_034827990.1
OG0009463	XP_026498888.1	XP_034833999.1
OG0009464	XP_026498887.1	XP_034833977.1
OG0009465	XP_026496536.1, XP_026496535.1	XP_034835058.1
OG0009466	XP_026483979.1	XP_034837683.1
OG0009467	XP_026499321.1	XP_034836294.1
OG0009469	XP_026495185.1	XP_034840125.1
OG0009470	XP_026487577.1	XP_034825617.1
OG0009471	XP_026496533.1	XP_034835057.1
OG0009472	XP_026498582.1	XP_034829432.1
OG0009473	XP_026493285.1	XP_034833209.1
OG0009474	XP_026487648.1	XP_034840128.1
OG0009475	XP_026498566.1	XP_034829434.1
OG0009477	XP_026496551.1	XP_034835059.1
OG0009478	XP_026496550.1	XP_034835048.1
OG0009479	XP_026495262.1	XP_034840274.1
OG0009482	XP_026495714.1	XP_034834421.1
OG0009485	XP_026495507.1	XP_034834877.1
OG0009486	XP_026494847.1	XP_034840800.1
OG0009487	XP_026494827.1	XP_034840795.1
OG0009488	XP_026492847.1	XP_034829951.1
OG0009489	XP_026486067.1	XP_034824939.1
OG0009490	XP_026486681.1	XP_034833998.1
OG0009491	XP_026486680.1	XP_034833984.1
OG0009492	XP_026486719.1	XP_034834006.1
OG0009493	XP_026486715.1	XP_034833996.1
OG0009494	XP_026487668.1	XP_034829660.1
OG0009496	XP_026500056.1	XP_034834873.1
OG0009497	XP_026486856.1	XP_034831340.1
OG0009498	XP_026487417.1	XP_034834000.1
OG0009499	XP_026485352.1	XP_034828904.1
OG0009500	XP_026498687.1	XP_034828966.1
OG0009501	XP_026484839.1	XP_034841056.1
OG0009502	XP_026488024.1	XP_034834894.1
OG0009503	XP_026485345.1	XP_034828728.1
OG0009504	XP_026488026.1	XP_034834895.1
OG0009505	XP_026486700.1	XP_034833994.1
OG0009506	XP_026486706.1	XP_034834172.1
OG0009507	XP_026484035.1	XP_034837569.1
OG0009508	XP_026487805.1	XP_034825431.1
OG0009509	XP_026492778.1	XP_034829923.1
OG0009510	XP_026487814.1	XP_034825514.1
OG0009511	XP_026487808.1	XP_034825494.1
OG0009513	XP_026494928.1	XP_034840087.1
OG0009514	XP_026494932.1	XP_034840088.1
OG0009515	XP_026494926.1	XP_034840299.1
OG0009516	XP_026483933.1	XP_034837667.1
OG0009517	XP_026494923.1	XP_034840104.1
OG0009518	XP_026492848.1	XP_034829952.1
OG0009519	XP_026499176.1	XP_034831523.1
OG0009520	XP_026499173.1	XP_034831522.1
OG0009521	XP_026493410.1	XP_034833553.1
OG0009522	XP_026485716.1	XP_034824497.1
OG0009523	XP_026485563.1	XP_034828661.1
OG0009524	XP_026485564.1	XP_034828662.1
OG0009525	XP_026485571.1	XP_034828672.1
OG0009526	XP_026492856.1	XP_034829957.1
OG0009527	XP_026490005.1	XP_034839354.1
OG0009528	XP_026501803.1	XP_034828969.1
OG0009529	XP_026489222.1	XP_034831371.1
OG0009530	XP_026501807.1	XP_034828970.1
OG0009531	XP_026495341.1	XP_034840123.1
OG0009532	XP_026485568.1	XP_034828667.1
OG0009533	XP_026495340.1	XP_034840117.1
OG0009534	XP_026489214.1	XP_034831467.1
OG0009535	XP_026494921.1	XP_034840102.1
OG0009536	XP_026488072.1	XP_034827640.1
OG0009537	XP_026494762.1	XP_034834787.1
OG0009538	XP_026501796.1	XP_034829309.1
OG0009539	XP_026490863.1	XP_034830630.1
OG0009540	XP_026488083.1	XP_034827633.1
OG0009541	XP_026488666.1	XP_034829267.1
OG0009542	XP_026488088.1	XP_034827643.1
OG0009543	XP_026484178.1	XP_034827308.1
OG0009544	XP_026486576.1	XP_034832381.1
OG0009545	XP_026487348.1	XP_034841333.1
OG0009546	XP_026486577.1	XP_034832344.1
OG0009547	XP_026484036.1	XP_034837627.1
OG0009549	XP_026499764.1	XP_034827635.1
OG0009550	XP_026487525.1	XP_034841439.1
OG0009551	XP_026487516.1	XP_034841283.1
OG0009552	XP_026486286.1	XP_034824840.1
OG0009553	XP_026486288.1	XP_034824849.1
OG0009554	XP_026497423.1	XP_034839805.1, XP_034839806.1
OG0009555	XP_026488691.1	XP_034829230.1
OG0009556	XP_026488695.1	XP_034829234.1
OG0009557	XP_026488693.1	XP_034829233.1
OG0009558	XP_026490826.1	XP_034830320.1
OG0009559	XP_026486281.1	XP_034824240.1
OG0009560	XP_026493357.1	XP_034833327.1
OG0009561	XP_026492864.1	XP_034829609.1
OG0009562	XP_026488701.1	XP_034829288.1
OG0009563	XP_026497185.1	XP_034839572.1
OG0009564	XP_026497776.1	XP_034826603.1
OG0009565	XP_026487642.1	XP_034841366.1
OG0009566	XP_026488687.1	XP_034829286.1
OG0009567	XP_026488689.1	XP_034829287.1
OG0009569	XP_026488683.1	XP_034828968.1
OG0009570	XP_026483947.1	XP_034837796.1
OG0009571	XP_026494800.1	XP_034840103.1
OG0009572	XP_026488648.1	XP_034828967.1
OG0009573	XP_026488651.1	XP_034829411.1
OG0009574	XP_026493346.1	XP_034833328.1
OG0009575	XP_026485998.1	XP_034824231.1
OG0009576	XP_026497772.1	XP_034826211.1
OG0009578	XP_026490832.1	XP_034830440.1
OG0009579	XP_026490246.1	XP_034831818.1
OG0009580	XP_026501774.1	XP_034837795.1
OG0009581	XP_026488714.1	XP_034829137.1
OG0009582	XP_026488716.1	XP_034828960.1
OG0009583	XP_026489229.1	XP_034831472.1
OG0009584	XP_026486169.1	XP_034824195.1
OG0009586	XP_026497095.1	XP_034839745.1
OG0009587	XP_026496491.1	XP_034835040.1
OG0009588	XP_026486168.1	XP_034824271.1
OG0009589	XP_026497736.1, XP_026497738.1	XP_034825804.1
OG0009590	XP_026487563.1	XP_034826141.1
OG0009591	XP_026496085.1	XP_034832495.1
OG0009592	XP_026488649.1	XP_034829135.1
OG0009593	XP_026490734.1	XP_034827628.1
OG0009594	XP_026501527.1	XP_034840335.1
OG0009595	XP_026488650.1	XP_034829278.1
OG0009596	XP_026488681.1	XP_034829281.1
OG0009597	XP_026488672.1	XP_034829277.1
OG0009598	XP_026488717.1	XP_034829108.1
OG0009599	XP_026488718.1	XP_034829153.1
OG0009600	XP_026496072.1	XP_034832487.1
OG0009601	XP_026501676.1	XP_034840167.1
OG0009602	XP_026500049.1	XP_034835468.1
OG0009603	XP_026490737.1	XP_034827783.1
OG0009604	XP_026487535.1	XP_034827378.1
OG0009605	XP_026487436.1	XP_034827393.1
OG0009606	XP_026490757.1	XP_034828070.1
OG0009607	XP_026484705.1	XP_034841413.1
OG0009608	XP_026484686.1	XP_034841392.1
OG0009609	XP_026489519.1	XP_034826711.1
OG0009610	XP_026484708.1	XP_034841414.1
OG0009611	XP_026484675.1	XP_034841375.1
OG0009612	XP_026489769.1	XP_034831416.1
OG0009613	XP_026487980.1	XP_034834390.1
OG0009615	XP_026485219.1	XP_034832061.1
OG0009616	XP_026490858.1	XP_034830523.1
OG0009617	XP_026490268.1	XP_034832867.1
OG0009618	XP_026485848.1	XP_034824408.1
OG0009619	XP_026500722.1	XP_034839526.1
OG0009620	XP_026492621.1	XP_034833942.1
OG0009621	XP_026486221.1	XP_034824656.1
OG0009622	XP_026501599.1	XP_034840166.1
OG0009623	XP_026492662.1	XP_034831502.1
OG0009626	XP_026490914.1	XP_034830526.1
OG0009627	XP_026490917.1	XP_034830539.1
OG0009628	XP_026501736.1	XP_034837489.1
OG0009629	XP_026488173.1	XP_034832047.1
OG0009630	XP_026489490.1	XP_034826783.1
OG0009631	XP_026490312.1	XP_034833114.1
OG0009632	XP_026490256.1	XP_034833115.1
OG0009633	XP_026493010.1, XP_026493011.1	XP_034828610.1
OG0009634	XP_026491219.1	XP_034825588.1
OG0009635	XP_026499929.1	XP_034831169.1
OG0009636	XP_026494487.1	XP_034827870.1
OG0009638	XP_026492604.1	XP_034831931.1
OG0009640	XP_026500696.1	XP_034839399.1
OG0009641	XP_026499948.1	XP_034831636.1
OG0009642	XP_026492672.1	XP_034830053.1
OG0009643	XP_026485992.1	XP_034824496.1
OG0009644	XP_026499930.1	XP_034831149.1
OG0009645	XP_026492574.1	XP_034830063.1
OG0009646	XP_026499932.1, XP_026499933.1	XP_034831692.1
OG0009647	XP_026497715.1	XP_034826130.1
OG0009648	XP_026486469.1	XP_034827221.1
OG0009649	XP_026491332.1	XP_034825185.1
OG0009650	XP_026490860.1	XP_034830745.1
OG0009651	XP_026501655.1	XP_034840779.1
OG0009653	XP_026491074.1	XP_034825189.1
OG0009654	XP_026491871.1, XP_026491872.1	XP_034825900.1
OG0009655	XP_026490795.1	XP_034830736.1
OG0009656	XP_026494564.1	XP_034832026.1
OG0009657	XP_026498358.1	XP_034828336.1
OG0009658	XP_026501425.1	XP_034839990.1
OG0009659	XP_026486450.1	XP_034826865.1
OG0009660	XP_026501646.1	XP_034840023.1
OG0009661	XP_026486452.1	XP_034827306.1
OG0009662	XP_026498384.1	XP_034827724.1
OG0009663	XP_026501482.1	XP_034839869.1
OG0009665	XP_026491993.1	XP_034826229.1
OG0009666	XP_026501487.1	XP_034839982.1
OG0009667	XP_026501486.1	XP_034840024.1
OG0009668	XP_026498351.1	XP_034828333.1
OG0009669	XP_026490885.1	XP_034830335.1
OG0009670	XP_026499940.1	XP_034831624.1
OG0009671	XP_026498376.1	XP_034827974.1
OG0009672	XP_026501629.1	XP_034840017.1
OG0009675	XP_026500701.1	XP_034839460.1
OG0009676	XP_026501474.1, XP_026501475.1	XP_034839991.1
OG0009677	XP_026501465.1	XP_034839992.1
OG0009678	XP_026501543.1	XP_034840315.1
OG0009679	XP_026501558.1	XP_034840079.1
OG0009681	XP_026487118.1	XP_034828197.1
OG0009682	XP_026488781.1	XP_034840824.1
OG0009683	XP_026487210.1	XP_034831789.1
OG0009684	XP_026492728.1	XP_034831042.1
OG0009685	XP_026489182.1	XP_034830151.1
OG0009686	XP_026492622.1	XP_034831120.1
OG0009687	XP_026500768.1	XP_034839301.1
OG0009688	XP_026483234.1	XP_034832425.1
OG0009689	XP_026497412.1	XP_034839222.1
OG0009690	XP_026486012.1	XP_034824248.1
OG0009694	XP_026486306.1	XP_034824232.1
OG0009695	XP_026483301.1	XP_034827120.1
OG0009697	XP_026484661.1	XP_034824115.1
OG0009698	XP_026489120.1	XP_034829997.1
OG0009700	XP_026490521.1	XP_034824591.1
OG0009701	XP_026486144.1	XP_034824335.1
OG0009703	XP_026501545.1	XP_034839980.1
OG0009705	XP_026501795.1	XP_034828039.1
OG0009706	XP_026500692.1	XP_034839515.1
OG0009707	XP_026501541.1	XP_034839889.1
OG0009708	XP_026490482.1	XP_034824796.1
OG0009709	XP_026500631.1	XP_034839403.1
OG0009710	XP_026501649.1	XP_034840423.1
OG0009712	XP_026486428.1	XP_034828038.1
OG0009713	XP_026501560.1	XP_034840018.1
OG0009714	XP_026486056.1, XP_026486055.1	XP_034824586.1
OG0009715	XP_026490555.1	XP_034831157.1
OG0009716	XP_026501456.1	XP_034839954.1
OG0009717	XP_026490557.1	XP_034829083.1
OG0009718	XP_026490561.1	XP_034829118.1
OG0009719	XP_026497543.1	XP_034839223.1
OG0009721	XP_026501464.1	XP_034840007.1
OG0009722	XP_026490491.1	XP_034831372.1
OG0009723	XP_026501581.1	XP_034839989.1
OG0009724	XP_026501567.1	XP_034839909.1
OG0009726	XP_026490453.1	XP_034830188.1
OG0009727	XP_026501523.1	XP_034840013.1
OG0009728	XP_026501520.1	XP_034840009.1
OG0009729	XP_026501512.1	XP_034839942.1
OG0009730	XP_026501519.1	XP_034840011.1
OG0009731	XP_026488589.1	XP_034827890.1
OG0009732	XP_026497115.1	XP_034837158.1
OG0009733	XP_026489183.1	XP_034830098.1
OG0009734	XP_026489184.1	XP_034829912.1
OG0009735	XP_026501525.1	XP_034840019.1
OG0009736	XP_026490554.1	XP_034827197.1
OG0009737	XP_026501515.1	XP_034839998.1
OG0009738	XP_026484322.1	XP_034841105.1
OG0009739	XP_026491954.1	XP_034826157.1
OG0009740	XP_026497544.1	XP_034839517.1
OG0009741	XP_026490553.1	XP_034827177.1
OG0009742	XP_026501367.1	XP_034827661.1
OG0009743	XP_026490532.1	XP_034832342.1
OG0009744	XP_026489811.1	XP_034830708.1
OG0009747	XP_026489824.1	XP_034830419.1
OG0009748	XP_026501440.1	XP_034840418.1
OG0009749	XP_026489862.1	XP_034830325.1
OG0009750	XP_026485980.1	XP_034824264.1
OG0009751	XP_026486659.1	XP_034830676.1
OG0009752	XP_026501382.1	XP_034827522.1
OG0009753	XP_026490439.1	XP_034827353.1, XP_034827277.1
OG0009754	XP_026501307.1	XP_034827929.1
OG0009755	XP_026490537.1	XP_034826271.1
OG0009756	XP_026491885.1	XP_034826208.1
OG0009757	XP_026491302.1	XP_034825133.1
OG0009758	XP_026491538.1	XP_034825142.1
OG0009759	XP_026490473.1	XP_034825085.1
OG0009760	XP_026486441.1	XP_034826928.1
OG0009761	XP_026501619.1	XP_034840197.1
OG0009762	XP_026491952.1	XP_034826180.1
OG0009763	XP_026498503.1	XP_034839199.1
OG0009764	XP_026491333.1	XP_034825370.1
OG0009765	XP_026484848.1	XP_034840977.1
OG0009767	XP_026490496.1	XP_034833293.1
OG0009768	XP_026501472.1	XP_034840381.1
OG0009769	XP_026501609.1	XP_034840525.1
OG0009770	XP_026491899.1	XP_034826367.1
OG0009771	XP_026491454.1	XP_034825331.1
OG0009772	XP_026491686.1	XP_034825590.1
OG0009773	XP_026491461.1	XP_034825419.1
OG0009774	XP_026488773.1	XP_034829284.1
OG0009775	XP_026491675.1	XP_034825258.1
OG0009776	XP_026498595.1	XP_034839534.1
OG0009777	XP_026488795.1	XP_034841075.1
OG0009778	XP_026497051.1	XP_034833634.1
OG0009779	XP_026490382.1	XP_034839465.1
OG0009780	XP_026490200.1	XP_034839646.1
OG0009783	XP_026485195.1	XP_034824083.1
OG0009784	XP_026484867.1	XP_034824035.1
OG0009785	XP_026496568.1	XP_034836708.1
OG0009786	XP_026496603.1	XP_034836809.1
OG0009787	XP_026496597.1	XP_034833623.1
OG0009788	XP_026496592.1	XP_034836793.1
OG0009789	XP_026494749.1	XP_034832998.1
OG0009790	XP_026494723.1	XP_034833046.1
OG0009791	XP_026483121.1	XP_034839099.1
OG0009793	XP_026483694.1	XP_034838437.1
OG0009794	XP_026493241.1	XP_034833335.1
OG0009795	XP_026497657.1	XP_034826121.1, XP_034826120.1
OG0009797	XP_026483776.1	XP_034838612.1, XP_034838613.1
OG0009798	XP_026485169.1	XP_034841136.1
OG0009799	XP_026487996.1	XP_034835002.1
OG0009800	XP_026492350.1	XP_034832136.1
OG0009801	XP_026497327.1	XP_034835867.1
OG0009802	XP_026494398.1	XP_034835544.1
OG0009803	XP_026494598.1	XP_034838778.1
OG0009805	XP_026497774.1	XP_034826594.1
OG0009806	XP_026483203.1	XP_034836030.1
OG0009807	XP_026488725.1	XP_034838549.1
OG0009808	XP_026489445.1	XP_034825895.1
OG0009809	XP_026498870.1	XP_034839106.1
OG0009810	XP_026485176.1	XP_034840956.1
OG0009811	XP_026491012.1	XP_034833794.1
OG0009812	XP_026488814.1	XP_034838199.1
OG0009813	XP_026491777.1	XP_034825415.1
OG0009814	XP_026490723.1	XP_034837935.1
OG0009815	XP_026501528.1	XP_034840075.1
OG0009816	XP_026483894.1	XP_034837649.1
OG0009817	XP_026497248.1, XP_026497247.1	XP_034836415.1
OG0009818	XP_026484570.1	XP_034840830.1
OG0009819	XP_026499866.1	XP_034825825.1
OG0009820	XP_026484944.1	XP_034841360.1
OG0009821	XP_026498453.1	XP_034828774.1
OG0009822	XP_026499913.1	XP_034831619.1
OG0009823	XP_026498760.1	XP_034837431.1
OG0009824	XP_026494780.1	XP_034834253.1
OG0009825	XP_026494898.1	XP_034835680.1
OG0009827	XP_026492862.1	XP_034835435.1
OG0009828	XP_026493004.1	XP_034828608.1
OG0009829	XP_026498136.1	XP_034826027.1
OG0009830	XP_026499626.1	XP_034832074.1
OG0009831	XP_026486921.1	XP_034831670.1
OG0009832	XP_026485067.1	XP_034841150.1
OG0009833	XP_026499067.1	XP_034831105.1
OG0009834	XP_026494739.1	XP_034835697.1
OG0009835	XP_026498122.1	XP_034825973.1, XP_034825974.1
OG0009836	XP_026500358.1	XP_034828353.1
OG0009837	XP_026491437.1	XP_034825207.1
OG0009838	XP_026486495.1	XP_034831754.1
OG0009839	XP_026487768.1	XP_034828735.1
OG0009840	XP_026493402.1	XP_034833153.1
OG0009841	XP_026497034.1	XP_034829872.1
OG0009842	XP_026493563.1	XP_034835549.1
OG0009843	XP_026501350.1	XP_034826824.1
OG0009844	XP_026501697.1	XP_034826939.1
OG0009845	XP_026486197.1	XP_034824750.1
OG0009846	XP_026485819.1	XP_034824619.1
OG0009847	XP_026487941.1	XP_034833017.1
OG0009848	XP_026491342.1	XP_034825709.1
OG0009850	XP_026485854.1	XP_034824272.1
OG0009852	XP_026492702.1	XP_034831198.1
OG0009853	XP_026496002.1	XP_034834802.1
OG0009854	XP_026484290.1	XP_034826745.1
OG0009855	XP_026489647.1	XP_034834230.1
OG0009856	XP_026499567.1	XP_034832385.1, XP_034832384.1
OG0009857	XP_026490525.1	XP_034840291.1
OG0009858	XP_026496007.1	XP_034834805.1
OG0009859	XP_026497132.1	XP_034839529.1
OG0009860	XP_026486755.1	XP_034838238.1
OG0009861	XP_026487769.1	XP_034836591.1
OG0009862	XP_026488746.1	XP_034838710.1
OG0009863	XP_026496766.1	XP_034830002.1
OG0009864	XP_026488744.1	XP_034838706.1
OG0009866	XP_026489572.1	XP_034837365.1
OG0009867	XP_026485524.1	XP_034828509.1
OG0009868	XP_026489545.1, XP_026489546.1	XP_034833646.1
OG0009869	XP_026484609.1	XP_034823898.1
OG0009870	XP_026489152.1	XP_034829908.1
OG0009871	XP_026492571.1	XP_034831216.1
OG0009873	XP_026485182.1	XP_034827033.1
OG0009874	XP_026496399.1	XP_034829395.1
OG0009875	XP_026491193.1	XP_034825426.1
OG0009877	XP_026485087.1	XP_034826930.1
OG0009878	XP_026497358.1	XP_034836069.1
OG0009879	XP_026484934.1	XP_034841151.1
OG0009880	XP_026497696.1	XP_034826481.1
OG0009881	XP_026486656.1	XP_034830770.1
OG0009882	XP_026486660.1, XP_026486661.1	XP_034830679.1
OG0009883	XP_026499455.1	XP_034837181.1
OG0009884	XP_026488306.1	XP_034830981.1, XP_034830982.1
OG0009885	XP_026498099.1	XP_034834944.1
OG0009886	XP_026493561.1	XP_034833163.1
OG0009887	XP_026498265.1	XP_034836251.1
OG0009888	XP_026484643.1	XP_034841207.1
OG0009889	XP_026487733.1	XP_034824735.1
OG0009890	XP_026495613.1	XP_034834517.1
OG0009891	XP_026491185.1	XP_034825292.1
OG0009892	XP_026500989.1	XP_034834626.1
OG0009893	XP_026493261.1	XP_034833659.1, XP_034839573.1
OG0009894	XP_026496099.1	XP_034836491.1
OG0009895	XP_026491075.1	XP_034835215.1
OG0009896	XP_026485349.1	XP_034828729.1
OG0009897	XP_026494202.1	XP_034834182.1
OG0009898	XP_026487304.1	XP_034831173.1
OG0009899	XP_026486793.1	XP_034831088.1
OG0009900	XP_026493291.1	XP_034833419.1
OG0009901	XP_026496229.1	XP_034829003.1
OG0009903	XP_026489516.1	XP_034827256.1
OG0009904	XP_026493412.1	XP_034833561.1
OG0009905	XP_026493478.1	XP_034833559.1
OG0009906	XP_026487608.1	XP_034829431.1
OG0009907	XP_026499879.1	XP_034826583.1
OG0009908	XP_026501231.1	XP_034841548.1
OG0009909	XP_026485503.1	XP_034828715.1
OG0009910	XP_026489837.1	XP_034830772.1
OG0009911	XP_026497691.1	XP_034825951.1
OG0009912	XP_026495649.1, XP_026495650.1	XP_034834585.1
OG0009913	XP_026484014.1	XP_034837662.1
OG0009914	XP_026499055.1, XP_026499056.1	XP_034831653.1
OG0009915	XP_026488890.1	XP_034831629.1
OG0009917	XP_026487066.1	XP_034830986.1
OG0009918	XP_026491374.1	XP_034825294.1
OG0009919	XP_026487609.1	XP_034824310.1
OG0009920	XP_026492170.1	XP_034832158.1
OG0009921	XP_026488426.1	XP_034830615.1
OG0009922	XP_026494528.1	XP_034837271.1, XP_034837272.1
OG0009923	XP_026498340.1	XP_034828754.1
OG0009924	XP_026485008.1	XP_034841101.1
OG0009925	XP_026489715.1	XP_034834119.1
OG0009926	XP_026492233.1	XP_034831920.1
OG0009927	XP_026489739.1	XP_034833924.1
OG0009928	XP_026496206.1	XP_034829087.1
OG0009929	XP_026493567.1	XP_034836987.1
OG0009930	XP_026497478.1, XP_026497480.1	XP_034835762.1
OG0009931	XP_026494315.1	XP_034834036.1
OG0009932	XP_026486354.1	XP_034824420.1
OG0009933	XP_026486355.1	XP_034824817.1
OG0009934	XP_026493586.1	XP_034836975.1
OG0009935	XP_026498660.1	XP_034829270.1
OG0009936	XP_026484962.1	XP_034840960.1
OG0009937	XP_026486811.1	XP_034831668.1
OG0009938	XP_026487590.1	XP_034829537.1
OG0009939	XP_026485984.1	XP_034824363.1
OG0009940	XP_026501481.1	XP_034840258.1
OG0009941	XP_026486918.1	XP_034831309.1
OG0009942	XP_026498849.1	XP_034837459.1
OG0009943	XP_026487212.1	XP_034831972.1
OG0009944	XP_026498629.1	XP_034829391.1
OG0009945	XP_026487466.1	XP_034833439.1
OG0009946	XP_026488515.1	XP_034829474.1
OG0009947	XP_026490323.1	XP_034832757.1
OG0009948	XP_026488867.1	XP_034827743.1
OG0009949	XP_026484732.1	XP_034841165.1
OG0009950	XP_026488940.1	XP_034831279.1
OG0009951	XP_026488578.1	XP_034828202.1
OG0009952	XP_026499118.1	XP_034831074.1
OG0009953	XP_026499187.1	XP_034831197.1
OG0009954	XP_026491444.1	XP_034825685.1
OG0009955	XP_026487545.1	XP_034826914.1
OG0009956	XP_026496870.1	XP_034829791.1
OG0009957	XP_026499194.1	XP_034831068.1, XP_034831069.1
OG0009958	XP_026489910.1	XP_034840456.1
OG0009959	XP_026498997.1	XP_034839687.1
OG0009960	XP_026488069.1	XP_034827627.1
OG0009961	XP_026499780.1	XP_034831778.1
OG0009962	XP_026499781.1	XP_034831780.1
OG0009963	XP_026499182.1	XP_034831525.1
OG0009964	XP_026500745.1	XP_034839176.1
OG0009965	XP_026488087.1	XP_034827641.1
