Orthogroup	Vanessa_tameamea	Danaus_plexippus
OG0009882	XP_026486660.1, XP_026486661.1	DPOGS209388-PA
OG0009883	XP_026499455.1	DPOGS200537-PA
OG0009884	XP_026488306.1	DPOGS205901-PA
OG0009885	XP_026498099.1	DPOGS215698-PA
OG0009886	XP_026493561.1	DPOGS202510-PA
OG0009887	XP_026498265.1	DPOGS207405-PA
OG0009888	XP_026484643.1	DPOGS208703-PA
OG0009889	XP_026487733.1	DPOGS214209-PA
OG0009890	XP_026495613.1	DPOGS209736-PA
OG0009891	XP_026491185.1	DPOGS207451-PA
OG0009892	XP_026500989.1	DPOGS213171-PA
OG0009893	XP_026493261.1	DPOGS202508-PA
OG0009894	XP_026496099.1	DPOGS213252-PA, DPOGS213253-PA
OG0009895	XP_026491075.1	DPOGS207508-PA
OG0009896	XP_026485349.1	DPOGS210710-PA
OG0009897	XP_026494202.1	DPOGS202311-PA
OG0009898	XP_026487304.1	DPOGS210358-PA
OG0009899	XP_026486793.1	DPOGS214809-PA
OG0009900	XP_026493291.1	DPOGS208056-PA
OG0009901	XP_026496229.1	DPOGS214537-PA
OG0009902	XP_026486057.1	DPOGS202466-PA
OG0009903	XP_026489516.1	DPOGS213670-PA
OG0009904	XP_026493412.1	DPOGS215406-PA
OG0009905	XP_026493478.1	DPOGS215386-PA
OG0009906	XP_026487608.1	DPOGS215816-PA
OG0009907	XP_026499879.1	DPOGS213461-PA
OG0009908	XP_026501231.1	DPOGS215345-PA
OG0009909	XP_026485503.1	DPOGS211569-PA
OG0009910	XP_026489837.1	DPOGS209354-PA
OG0009911	XP_026497691.1	DPOGS203516-PA
OG0009912	XP_026495649.1, XP_026495650.1	DPOGS216074-PA
OG0009913	XP_026484014.1	DPOGS205499-PA
OG0009914	XP_026499055.1, XP_026499056.1	DPOGS213590-PA
OG0009915	XP_026488890.1	DPOGS212935-PA
OG0009916	XP_026494700.1, XP_026494701.1	DPOGS201921-PA
OG0009917	XP_026487066.1	DPOGS202961-PA
OG0009918	XP_026491374.1	DPOGS205668-PA
OG0009919	XP_026487609.1	DPOGS215839-PA
OG0009920	XP_026492170.1	DPOGS201659-PA
OG0009921	XP_026488426.1	DPOGS213304-PA
OG0009922	XP_026494528.1	DPOGS201708-PA
OG0009923	XP_026498340.1	DPOGS202382-PA
OG0009924	XP_026485008.1	DPOGS204237-PA
OG0009925	XP_026489715.1	DPOGS204198-PA
OG0009926	XP_026492233.1	DPOGS201202-PA
OG0009927	XP_026489739.1	DPOGS214637-PA
OG0009928	XP_026496206.1	DPOGS203172-PA
OG0009929	XP_026493567.1	DPOGS203770-PA
OG0009930	XP_026497478.1, XP_026497480.1	DPOGS214837-PA
OG0009931	XP_026494315.1	DPOGS202331-PA
OG0009932	XP_026486354.1	DPOGS207976-PA
OG0009933	XP_026486355.1	DPOGS207977-PA
OG0009934	XP_026493586.1	DPOGS203727-PA
OG0009935	XP_026498660.1	DPOGS212256-PA
OG0009936	XP_026484962.1	DPOGS204225-PA
OG0009937	XP_026486811.1	DPOGS207263-PA
OG0009938	XP_026487590.1	DPOGS215846-PA
OG0009939	XP_026485984.1	DPOGS211376-PA
OG0009940	XP_026501481.1	DPOGS200185-PA
OG0009941	XP_026486918.1	DPOGS214820-PA
OG0009942	XP_026498849.1	DPOGS215532-PA
OG0009943	XP_026487212.1	DPOGS207493-PA
OG0009944	XP_026498629.1	DPOGS203211-PA
OG0009945	XP_026487466.1	DPOGS214222-PA
OG0009946	XP_026488515.1	DPOGS209207-PA
OG0009947	XP_026490323.1	DPOGS203578-PA
OG0009948	XP_026488867.1	DPOGS206992-PA
OG0009949	XP_026484732.1	DPOGS204409-PA
OG0009950	XP_026488940.1	DPOGS212974-PA
OG0009951	XP_026488578.1	DPOGS212699-PA
OG0009952	XP_026499118.1	DPOGS213614-PA
OG0009953	XP_026499187.1	DPOGS213516-PA
OG0009954	XP_026491444.1	DPOGS211950-PA
OG0009955	XP_026487545.1	DPOGS211102-PA
OG0009956	XP_026496870.1	DPOGS202018-PA
OG0009957	XP_026499194.1	DPOGS213620-PA
OG0009958	XP_026489910.1	DPOGS212090-PA
OG0009959	XP_026498997.1	DPOGS206129-PA
OG0009960	XP_026488069.1	DPOGS207004-PA
OG0009961	XP_026499780.1	DPOGS207727-PA
OG0009962	XP_026499781.1	DPOGS207726-PA
OG0009963	XP_026499182.1	DPOGS213507-PA
OG0009964	XP_026500745.1	DPOGS203403-PA
OG0009965	XP_026488087.1	DPOGS206928-PA
OG0009966	XP_026488385.1	DPOGS200380-PA
OG0009967	XP_026491474.1	DPOGS211861-PA
OG0009968	XP_026484735.1	DPOGS213148-PA
OG0009969	XP_026501507.1	DPOGS208480-PA
OG0009970	XP_026484722.1	DPOGS213149-PA
OG0009971	XP_026497050.1	DPOGS201521-PA
OG0009972	XP_026496250.1	DPOGS203225-PA
OG0009973	XP_026493909.1	DPOGS206606-PA
OG0009974	XP_026491721.1	DPOGS211977-PA
OG0009975	XP_026499786.1	DPOGS207850-PA, DPOGS207851-PA
OG0009976	XP_026490733.1	DPOGS207020-PA
OG0009977	XP_026488241.1	DPOGS214692-PA
OG0009978	XP_026488240.1	DPOGS214774-PA
OG0009979	XP_026490364.1	DPOGS203290-PA
OG0009981	XP_026497055.1	DPOGS201409-PA
OG0009982	XP_026484855.1	DPOGS204507-PA
OG0009983	XP_026497862.1	DPOGS215778-PA
OG0009984	XP_026487515.1	DPOGS214280-PA
OG0009985	XP_026491685.1	DPOGS214687-PA
OG0009986	XP_026493735.1	DPOGS203811-PA
OG0009987	XP_026487871.1	DPOGS215613-PA
OG0009988	XP_026487902.1	DPOGS215802-PA
OG0009989	XP_026492707.1	DPOGS203672-PA
OG0009990	XP_026501311.1	DPOGS206834-PA
OG0009991	XP_026500284.1	DPOGS207186-PA
OG0009992	XP_026500274.1	DPOGS206784-PA
OG0010017	XP_026484258.1	DPOGS211475-PA
OG0010018	XP_026498768.1	DPOGS207219-PA
OG0010019	XP_026497444.1	DPOGS204986-PA
OG0010021	XP_026496903.1	DPOGS203537-PA
OG0010022	XP_026486758.1	DPOGS211527-PA
OG0010023	XP_026500982.1	DPOGS213194-PA
OG0010024	XP_026490983.1	DPOGS214698-PA
OG0010028	XP_026484164.1	DPOGS213500-PA
OG0010029	XP_026492125.1	DPOGS206366-PA
OG0010032	XP_026483426.1	DPOGS200465-PA
OG0010034	XP_026497355.1	DPOGS204975-PA
OG0010037	XP_026497437.1	DPOGS204978-PA
OG0010038	XP_026491244.1	DPOGS209290-PA
OG0010039	XP_026491045.1	DPOGS209294-PA
OG0010041	XP_026498892.1	DPOGS210394-PA
OG0010042	XP_026488517.1	DPOGS209136-PA
OG0010046	XP_026487068.1	DPOGS202962-PA
OG0010047	XP_026485233.1	DPOGS213383-PA
OG0010050	XP_026487061.1	DPOGS205545-PA
OG0010051	XP_026487062.1	DPOGS205494-PA
OG0010054	XP_026487232.1	DPOGS210330-PA
OG0010058	XP_026483340.1	DPOGS214413-PA
OG0010061	XP_026498975.1	DPOGS210845-PA
OG0010062	XP_026500135.1	DPOGS207364-PA
OG0010063	XP_026490487.1	DPOGS208689-PA
OG0010065	XP_026490970.1	DPOGS214747-PA
OG0010066	XP_026491414.1	DPOGS202682-PA, DPOGS202681-PA
OG0010068	XP_026493401.1	DPOGS202144-PA
OG0010070	XP_026489238.1	DPOGS204726-PA
OG0010071	XP_026487934.1	DPOGS204711-PA
OG0010073	XP_026485594.1	DPOGS208270-PA
OG0010074	XP_026501200.1	DPOGS208833-PA
OG0010076	XP_026501173.1	DPOGS208839-PA
OG0010077	XP_026486436.1	DPOGS215026-PA
OG0010078	XP_026496158.1	DPOGS209785-PA
OG0010079	XP_026487227.1	DPOGS210388-PA
OG0010080	XP_026488106.1	DPOGS201165-PA
OG0010082	XP_026501096.1	DPOGS208771-PA
OG0010084	XP_026496309.1	DPOGS214514-PA
OG0010085	XP_026488758.1	DPOGS200008-PA
OG0010086	XP_026501098.1	DPOGS216138-PA
OG0010087	XP_026495434.1	DPOGS214381-PA
OG0010088	XP_026492979.1	DPOGS205489-PA
OG0010089	XP_026492974.1	DPOGS205456-PA
OG0010090	XP_026495422.1	DPOGS214377-PA
OG0010094	XP_026493185.1	DPOGS206255-PA
OG0010095	XP_026496232.1	DPOGS203418-PA
OG0010097	XP_026488121.1	DPOGS201136-PA
OG0010099	XP_026489971.1	DPOGS209629-PA
OG0010100	XP_026492944.1	DPOGS205493-PA
OG0010101	XP_026492972.1	DPOGS202569-PA
OG0010102	XP_026498835.1	DPOGS215542-PA
OG0010105	XP_026499536.1	DPOGS201608-PA
OG0010109	XP_026494567.1	DPOGS208338-PA
OG0010111	XP_026486761.1	DPOGS216208-PA
OG0010114	XP_026497202.1	DPOGS204449-PA
OG0010116	XP_026489939.1	DPOGS209639-PA
OG0010117	XP_026494863.1	DPOGS210413-PA
OG0010118	XP_026497259.1	DPOGS213332-PA
OG0010119	XP_026496339.1	DPOGS205261-PA
OG0010120	XP_026501148.1	DPOGS215304-PA
OG0010121	XP_026497210.1	DPOGS204446-PA
OG0010123	XP_026499537.1	DPOGS200780-PA
OG0010128	XP_026490175.1	DPOGS216155-PA
OG0010129	XP_026501107.1	DPOGS215339-PA
OG0010130	XP_026500460.1	DPOGS207162-PA
OG0010132	XP_026497261.1	DPOGS204633-PA
OG0010134	XP_026486615.1	DPOGS215691-PA
OG0010135	XP_026492493.1	DPOGS206184-PA
OG0010137	XP_026501141.1	DPOGS203646-PA
OG0010138	XP_026499544.1	DPOGS204625-PA
OG0010140	XP_026501542.1	DPOGS209446-PA
OG0010144	XP_026498421.1	DPOGS204103-PA
OG0010145	XP_026497686.1	DPOGS203519-PA
OG0010146	XP_026483425.1	DPOGS203195-PA
OG0010148	XP_026484756.1	DPOGS208807-PA
OG0010149	XP_026494222.1	DPOGS202306-PA
OG0010150	XP_026484212.1	DPOGS210640-PA
OG0010153	XP_026489525.1	DPOGS204123-PA
OG0010154	XP_026489526.1	DPOGS209423-PA
OG0010156	XP_026497693.1	DPOGS203540-PA
OG0010157	XP_026500803.1	DPOGS206160-PA
OG0010158	XP_026498859.1	DPOGS203353-PA
OG0010159	XP_026500533.1	DPOGS206180-PA
OG0010161	XP_026490027.1	DPOGS210121-PA
OG0010162	XP_026490419.1	DPOGS202561-PA
OG0010163	XP_026487180.1	DPOGS210794-PA
OG0010164	XP_026500844.1	DPOGS200098-PA
OG0010165	XP_026490147.1	DPOGS210037-PA
OG0010168	XP_026500867.1	DPOGS206026-PA
OG0010169	XP_026496770.1	DPOGS209004-PA
OG0010170	XP_026498862.1	DPOGS205342-PA
OG0010171	XP_026494893.1	DPOGS212104-PA
OG0010172	XP_026494971.1	DPOGS212155-PA
OG0010173	XP_026494969.1	DPOGS212154-PA
OG0010174	XP_026501246.1	DPOGS209279-PA
OG0010175	XP_026492441.1	DPOGS207503-PA
OG0010176	XP_026485600.1	DPOGS210977-PA
OG0010178	XP_026494274.1	DPOGS211305-PA
OG0010180	XP_026483586.1	DPOGS200037-PA
OG0010181	XP_026483585.1	DPOGS200036-PA
OG0010182	XP_026491100.1	DPOGS207529-PA
OG0010184	XP_026500141.1	DPOGS207684-PA
OG0010185	XP_026500191.1	DPOGS207680-PA
OG0010189	XP_026490342.1	DPOGS213773-PA
OG0010190	XP_026486077.1	DPOGS203259-PA
OG0010191	XP_026490638.1	DPOGS212792-PA
OG0010192	XP_026487206.1	DPOGS205735-PA
OG0010193	XP_026495984.1	DPOGS208449-PA
OG0010194	XP_026497301.1	DPOGS205007-PA
OG0010195	XP_026497886.1	DPOGS215763-PA
OG0010196	XP_026493481.1	DPOGS207526-PA
OG0010197	XP_026492287.1	DPOGS200704-PA
OG0010199	XP_026489378.1	DPOGS205221-PA
OG0010202	XP_026494678.1	DPOGS207885-PA
OG0010205	XP_026493397.1	DPOGS202509-PA
OG0010209	XP_026494608.1	DPOGS207872-PA
OG0010210	XP_026493861.1	DPOGS207870-PA
OG0010212	XP_026493930.1	DPOGS207893-PA
OG0010214	XP_026491859.1	DPOGS216096-PA
OG0010215	XP_026488401.1	DPOGS205900-PA
OG0010220	XP_026483827.1	DPOGS203865-PA
OG0010222	XP_026488438.1	DPOGS205896-PA
OG0010224	XP_026485937.1	DPOGS215912-PA
OG0010225	XP_026499152.1	DPOGS213621-PA
OG0010226	XP_026484794.1	DPOGS213086-PA
OG0010228	XP_026492168.1	DPOGS201679-PA
OG0010231	XP_026493838.1	DPOGS215934-PA
OG0010232	XP_026483825.1	DPOGS203859-PA
OG0010235	XP_026497953.1	DPOGS203779-PA
OG0010236	XP_026490726.1	DPOGS210444-PA
OG0010239	XP_026500374.1	DPOGS204191-PA
OG0010240	XP_026488480.1	DPOGS203239-PA
OG0010241	XP_026484847.1	DPOGS213109-PA
OG0010244	XP_026484575.1	DPOGS213105-PA
OG0010248	XP_026498093.1, XP_026498102.1	DPOGS201374-PA
OG0010249	XP_026483152.1	DPOGS204918-PA
OG0010251	XP_026499669.1	DPOGS207787-PA
OG0010252	XP_026495852.1	DPOGS215480-PA
OG0010253	XP_026485631.1	DPOGS210949-PA
OG0010254	XP_026483154.1	DPOGS213883-PA
OG0010255	XP_026492238.1	DPOGS201185-PA
OG0010258	XP_026491476.1	DPOGS211862-PA
OG0010260	XP_026487086.1	DPOGS208092-PA
OG0010262	XP_026491662.1	DPOGS210433-PA
OG0010264	XP_026492466.1	DPOGS200251-PA
OG0010265	XP_026491803.1	DPOGS211851-PA
OG0010267	XP_026484414.1	DPOGS204378-PA
OG0010268	XP_026483818.1	DPOGS212472-PA
OG0010270	XP_026488640.1	DPOGS200660-PA
OG0010274	XP_026492460.1	DPOGS206186-PA
OG0010275	XP_026493234.1	DPOGS205405-PA
OG0010277	XP_026492068.1	DPOGS210421-PA
OG0010278	XP_026499082.1	DPOGS213588-PA
OG0010280	XP_026493534.1	DPOGS205399-PA
OG0010281	XP_026492041.1	DPOGS202812-PA
OG0010282	XP_026497658.1	DPOGS209866-PA
OG0010283	XP_026484429.1	DPOGS204387-PA
OG0010284	XP_026494759.1	DPOGS201755-PA
OG0010287	XP_026492132.1	DPOGS210484-PA
OG0010289	XP_026493517.1	DPOGS205394-PA
OG0010290	XP_026500177.1	DPOGS207332-PA
OG0010291	XP_026483680.1	DPOGS212075-PA
OG0010292	XP_026493498.1	DPOGS205414-PA
OG0010294	XP_026483714.1	DPOGS212059-PA
OG0010295	XP_026486272.1	DPOGS200922-PA
OG0010296	XP_026495289.1	DPOGS203052-PA
OG0010297	XP_026493181.1	DPOGS205422-PA
OG0010298	XP_026495291.1	DPOGS203043-PA
OG0010299	XP_026501297.1	DPOGS201785-PA
OG0010301	XP_026496404.1	DPOGS209180-PA
OG0010302	XP_026499736.1	DPOGS201666-PA
OG0010303	XP_026489524.1	DPOGS201360-PA
OG0010304	XP_026495640.1	DPOGS215983-PA
OG0010306	XP_026489825.1	DPOGS209176-PA
OG0010307	XP_026487623.1	DPOGS211227-PA
OG0010308	XP_026485785.1	DPOGS207949-PA
OG0010309	XP_026495122.1	DPOGS206057-PA
OG0010310	XP_026493116.1	DPOGS201078-PA
OG0010311	XP_026498737.1	DPOGS206279-PA
OG0010313	XP_026493983.1	DPOGS214037-PA
OG0010314	XP_026496961.1	DPOGS202007-PA
OG0010315	XP_026500857.1	DPOGS203998-PA
OG0010316	XP_026495086.1	DPOGS206069-PA
OG0010318	XP_026495586.1	DPOGS207374-PA
OG0010322	XP_026495688.1	DPOGS207381-PA
OG0010323	XP_026495708.1	DPOGS207376-PA
OG0010324	XP_026485356.1	DPOGS207616-PA
OG0010325	XP_026494379.1	DPOGS214953-PA
OG0010327	XP_026495125.1	DPOGS206077-PA
OG0010328	XP_026493746.1	DPOGS210488-PA
OG0010329	XP_026494342.1	DPOGS214951-PA
OG0010330	XP_026496936.1	DPOGS202017-PA
OG0010331	XP_026486352.1	DPOGS207968-PA
OG0010332	XP_026492295.1	DPOGS210521-PA
OG0010333	XP_026495960.1	DPOGS216026-PA
OG0010334	XP_026491202.1	DPOGS210493-PA
OG0010335	XP_026483808.1	DPOGS201718-PA
OG0010337	XP_026496873.1	DPOGS202059-PA
OG0010338	XP_026495104.1	DPOGS206092-PA
OG0010340	XP_026489776.1	DPOGS203223-PA
OG0010342	XP_026489079.1	DPOGS212722-PA
OG0010343	XP_026486928.1	DPOGS207314-PA
OG0010344	XP_026495118.1	DPOGS206086-PA
OG0010345	XP_026493984.1	DPOGS206699-PA
OG0010348	XP_026484304.1	DPOGS204470-PA
OG0010349	XP_026488498.1	DPOGS204344-PA
OG0010352	XP_026494517.1	DPOGS201688-PA
OG0010353	XP_026496605.1	DPOGS203931-PA
OG0010356	XP_026483254.1	DPOGS205446-PA
OG0010357	XP_026494823.1	DPOGS205066-PA
OG0010361	XP_026498140.1	DPOGS209328-PA
OG0010363	XP_026492368.1	DPOGS211252-PA
OG0010364	XP_026501022.1	DPOGS214054-PA
OG0010366	XP_026493745.1	DPOGS203819-PA
OG0010367	XP_026495253.1	DPOGS205087-PA
OG0010368	XP_026495616.1	DPOGS200616-PA
OG0010369	XP_026498170.1	DPOGS215093-PA
OG0010370	XP_026484148.1	DPOGS203871-PA, DPOGS209224-PA
OG0010371	XP_026485398.1	DPOGS202601-PA
OG0010372	XP_026484150.1	DPOGS211068-PA
OG0010374	XP_026495244.1	DPOGS214021-PA
OG0010375	XP_026485540.1	DPOGS202598-PA
OG0010376	XP_026497020.1	DPOGS208860-PA
OG0010377	XP_026487510.1	DPOGS206545-PA
OG0010378	XP_026493906.1	DPOGS206605-PA
OG0010379	XP_026485002.1	DPOGS204245-PA
OG0010380	XP_026487694.1	DPOGS206537-PA
OG0010381	XP_026501320.1	DPOGS206895-PA
OG0010382	XP_026498308.1	DPOGS200571-PA
OG0010383	XP_026501392.1	DPOGS206897-PA
OG0010384	XP_026498151.1	DPOGS201098-PA
OG0010387	XP_026488560.1	DPOGS206427-PA
OG0010388	XP_026494997.1	DPOGS205044-PA
OG0010391	XP_026495877.1	DPOGS200690-PA
OG0010394	XP_026493770.1	DPOGS203695-PA
OG0010395	XP_026486965.1	DPOGS207254-PA
OG0010397	XP_026485294.1	DPOGS211596-PA
OG0010400	XP_026485007.1	DPOGS204314-PA
OG0010401	XP_026487796.1	DPOGS214178-PA
OG0010402	XP_026494340.1	DPOGS202693-PA
OG0010404	XP_026494380.1	DPOGS202696-PA
OG0010405	XP_026487799.1	DPOGS214174-PA
OG0010406	XP_026495451.1	DPOGS214317-PA
OG0010407	XP_026497378.1	DPOGS214839-PA
OG0010408	XP_026486806.1	DPOGS207297-PA
OG0010410	XP_026495445.1	DPOGS214375-PA
OG0010411	XP_026486975.1	DPOGS207295-PA
OG0010412	XP_026493716.1	DPOGS203707-PA
OG0010413	XP_026499575.1	DPOGS206137-PA
OG0010416	XP_026495615.1	DPOGS209737-PA
OG0010417	XP_026499715.1	DPOGS207807-PA
OG0010418	XP_026484017.1	DPOGS201645-PA
OG0010419	XP_026495273.1	DPOGS213025-PA
OG0010420	XP_026495441.1	DPOGS214352-PA
OG0010421	XP_026499597.1	DPOGS206039-PA
OG0010422	XP_026494958.1	DPOGS213029-PA
OG0010423	XP_026495402.1	DPOGS214338-PA
OG0010424	XP_026499608.1	DPOGS206036-PA, DPOGS206037-PA
OG0010427	XP_026493559.1	DPOGS208047-PA
OG0010430	XP_026493301.1	DPOGS208051-PA
OG0010431	XP_026498645.1	DPOGS212284-PA
OG0010432	XP_026493104.1	DPOGS208055-PA
OG0010433	XP_026487861.1	DPOGS203787-PA
OG0010434	XP_026489049.1	DPOGS206991-PA
OG0010435	XP_026496508.1	DPOGS202896-PA
OG0010436	XP_026493382.1	DPOGS209541-PA
OG0010437	XP_026499688.1	DPOGS207822-PA
OG0010438	XP_026486903.1	DPOGS207272-PA
OG0010439	XP_026486897.1	DPOGS207284-PA
OG0010441	XP_026486898.1	DPOGS207282-PA
OG0010442	XP_026499817.1	DPOGS207731-PA
OG0010443	XP_026486877.1	DPOGS207278-PA
OG0010444	XP_026494809.1	DPOGS213039-PA
OG0010446	XP_026493333.1	DPOGS209555-PA
OG0010448	XP_026499945.1	DPOGS206052-PA
OG0010449	XP_026498529.1	DPOGS207735-PA
OG0010450	XP_026486876.1	DPOGS204845-PA
OG0010451	XP_026483906.1	DPOGS205134-PA
OG0010452	XP_026499815.1	DPOGS207828-PA
OG0010454	XP_026494954.1	DPOGS212989-PA
OG0010455	XP_026499822.1	DPOGS207732-PA
OG0010457	XP_026495496.1	DPOGS201034-PA
OG0010458	XP_026499116.1	DPOGS211642-PA
OG0010459	XP_026499219.1	DPOGS211637-PA
OG0010460	XP_026499203.1	DPOGS211634-PA
OG0010461	XP_026483186.1	DPOGS209046-PA
OG0010462	XP_026498575.1	DPOGS213836-PA
OG0010463	XP_026499255.1	DPOGS203976-PA
OG0010464	XP_026498906.1	DPOGS212872-PA
OG0010467	XP_026501253.1	DPOGS205968-PA
OG0010468	XP_026493145.1	DPOGS200032-PA
OG0010470	XP_026501260.1	DPOGS205996-PA
OG0010471	XP_026498567.1	DPOGS213830-PA
OG0010472	XP_026497732.1	DPOGS205720-PA
OG0010473	XP_026500036.1	DPOGS204881-PA
OG0010474	XP_026492817.1	DPOGS208892-PA
OG0010477	XP_026486893.1	DPOGS204879-PA
OG0010479	XP_026485619.1	DPOGS210749-PA
OG0010480	XP_026499791.1	DPOGS207854-PA
OG0010482	XP_026488513.1	DPOGS213843-PA
OG0010483	XP_026496588.1	DPOGS201469-PA
OG0010486	XP_026494931.1	DPOGS202107-PA
OG0010487	XP_026501059.1	DPOGS209942-PA
OG0010488	XP_026484536.1	DPOGS204281-PA
OG0010489	XP_026488021.1	DPOGS205967-PA
OG0010490	XP_026484329.1	DPOGS207658-PA
OG0010491	XP_026485328.1	DPOGS210717-PA
OG0010492	XP_026493287.1	DPOGS215415-PA
OG0010493	XP_026486293.1	DPOGS211418-PA, DPOGS211417-PA
OG0010494	XP_026483311.1	DPOGS203504-PA
OG0010495	XP_026493015.1	DPOGS210723-PA
OG0010498	XP_026485853.1	DPOGS205828-PA
OG0010499	XP_026490283.1	DPOGS203495-PA
OG0010500	XP_026501752.1	DPOGS207923-PA
OG0010501	XP_026496464.1	DPOGS202885-PA
OG0010502	XP_026490829.1	DPOGS200303-PA
OG0010504	XP_026496463.1	DPOGS202887-PA
OG0010505	XP_026489487.1	DPOGS202809-PA
OG0010507	XP_026493446.1	DPOGS215373-PA
OG0010508	XP_026500026.1	DPOGS203480-PA
OG0010512	XP_026501756.1	DPOGS201949-PA
OG0010513	XP_026492660.1	DPOGS210614-PA
OG0010514	XP_026487987.1	DPOGS213929-PA
OG0010515	XP_026491695.1	DPOGS207300-PA
OG0010516	XP_026490293.1	DPOGS211603-PA
OG0010517	XP_026490270.1	DPOGS211617-PA
OG0010518	XP_026501734.1	DPOGS208357-PA
OG0010519	XP_026493001.1	DPOGS208310-PA
OG0010521	XP_026491058.1	DPOGS200719-PA
OG0010523	XP_026490806.1	DPOGS200364-PA
OG0010524	XP_026501583.1	DPOGS205927-PA
OG0010525	XP_026486449.1	DPOGS202849-PA
OG0010528	XP_026498383.1	DPOGS207089-PA
OG0010529	XP_026498382.1	DPOGS207090-PA
OG0010530	XP_026501630.1	DPOGS205947-PA
OG0010532	XP_026500643.1	DPOGS202994-PA
OG0010534	XP_026501540.1	DPOGS205937-PA
OG0010536	XP_026501552.1	DPOGS205942-PA
OG0010537	XP_026487215.1	DPOGS205699-PA
OG0010538	XP_026487114.1	DPOGS206851-PA
OG0010539	XP_026486151.1	DPOGS211378-PA
OG0010540	XP_026487128.1	DPOGS207096-PA
OG0010541	XP_026483226.1	DPOGS205693-PA
OG0010542	XP_026493699.1	DPOGS202212-PA
OG0010543	XP_026487117.1	DPOGS206846-PA
OG0010545	XP_026490515.1, XP_026490516.1	DPOGS201911-PA
OG0010546	XP_026485981.1	DPOGS211428-PA
OG0010547	XP_026486143.1	DPOGS205835-PA
OG0010548	XP_026501549.1	DPOGS206731-PA
OG0010549	XP_026488126.1	DPOGS215056-PA
OG0010550	XP_026501553.1	DPOGS206719-PA
OG0010551	XP_026501548.1	DPOGS206720-PA
OG0010552	XP_026501453.1	DPOGS212420-PA
OG0010553	XP_026485978.1	DPOGS202441-PA
OG0010554	XP_026497065.1	DPOGS201413-PA
OG0010555	XP_026484518.1	DPOGS202156-PA
OG0010556	XP_026501582.1	DPOGS212413-PA
OG0010559	XP_026491968.1	DPOGS211718-PA
OG0010560	XP_026501324.1	DPOGS206824-PA
OG0010561	XP_026497969.1	DPOGS209371-PA
OG0010562	XP_026490531.1	DPOGS201881-PA
OG0010563	XP_026485979.1	DPOGS205844-PA
OG0010564	XP_026486638.1	DPOGS209360-PA
OG0010565	XP_026501378.1	DPOGS206828-PA
OG0010566	XP_026490493.1	DPOGS201854-PA
OG0010567	XP_026490539.1	DPOGS201871-PA
OG0010568	XP_026491539.1	DPOGS205659-PA
OG0010569	XP_026491542.1	DPOGS205657-PA
OG0010571	XP_026501645.1	DPOGS200162-PA
OG0010575	XP_026490403.1	DPOGS203295-PA
OG0010577	XP_026498209.1, XP_026499480.1	DPOGS208008-PA, DPOGS204374-PA
OG0010582	XP_026490677.1	DPOGS213285-PA, DPOGS200518-PA
OG0010587	XP_026492272.1	DPOGS203426-PA
OG0010588	XP_026485185.1	DPOGS216088-PA
OG0010589	XP_026500055.1	DPOGS210599-PA
OG0010590	XP_026495591.1	DPOGS200428-PA
OG0010591	XP_026484145.1	DPOGS203866-PA
OG0010592	XP_026495199.1	DPOGS205075-PA
OG0010593	XP_026484065.1	DPOGS212539-PA
OG0010596	XP_026498024.1	DPOGS210393-PA
OG0010597	XP_026495221.1	DPOGS205077-PA
OG0010598	XP_026486777.1	DPOGS207285-PA
OG0010599	XP_026501559.1	DPOGS206727-PA
OG0010600	XP_026500678.1	DPOGS203006-PA
OG0010601	XP_026485259.1	DPOGS213364-PA
OG0010602	XP_026497707.1	DPOGS201372-PA
OG0010603	XP_026484697.1	DPOGS208711-PA
OG0010604	XP_026485237.1	DPOGS213361-PA
OG0010605	XP_026489785.1	DPOGS209165-PA
OG0010608	XP_026501426.1	DPOGS204754-PA
OG0010609	XP_026487984.1	DPOGS201007-PA
OG0010610	XP_026483636.1	DPOGS207664-PA
OG0010611	XP_026487793.1	DPOGS214196-PA
OG0010612	XP_026495656.1	DPOGS216055-PA
OG0010613	XP_026490165.1	DPOGS211543-PA
OG0010614	XP_026488823.1	DPOGS206579-PA
OG0010615	XP_026496934.1	DPOGS208146-PA
OG0010616	XP_026485889.1	DPOGS200934-PA
OG0010617	XP_026498168.1	DPOGS215081-PA
OG0010618	XP_026490324.1	DPOGS213771-PA
OG0010619	XP_026485402.1	DPOGS205963-PA
OG0010620	XP_026485507.1	DPOGS212620-PA
OG0010621	XP_026488546.1	DPOGS206426-PA
OG0010622	XP_026491520.1	DPOGS205639-PA
OG0010623	XP_026495088.1	DPOGS206099-PA
OG0010624	XP_026500940.1	DPOGS201602-PA
OG0010625	XP_026489992.1	DPOGS213867-PA
OG0010626	XP_026489292.1	DPOGS210920-PA
OG0010627	XP_026492217.1	DPOGS202740-PA
OG0010628	XP_026489924.1	DPOGS213866-PA
OG0010629	XP_026492223.1	DPOGS202741-PA
OG0010630	XP_026490702.1	DPOGS201253-PA, DPOGS215591-PA
OG0010631	XP_026484270.1	DPOGS209817-PA
OG0010632	XP_026500086.1	DPOGS201929-PA
OG0010633	XP_026500587.1	DPOGS200082-PA
OG0010634	XP_026484952.1	DPOGS208662-PA
OG0010635	XP_026499362.1	DPOGS213488-PA
OG0010637	XP_026501266.1	DPOGS205990-PA
OG0010638	XP_026501485.1	DPOGS205930-PA
