Orthogroup	Vanessa_tameamea	Vanessa_cardui
OG0009891	XP_026491185.1	Vcard_DToL03671-RA
OG0009892	XP_026500989.1	Vcard_DToL13100-RA
OG0009893	XP_026493261.1	Vcard_DToL09941-RA
OG0009894	XP_026496099.1	Vcard_DToL13954-RA
OG0009895	XP_026491075.1	Vcard_DToL13451-RA
OG0009896	XP_026485349.1	Vcard_DToL10342-RA
OG0009897	XP_026494202.1	Vcard_DToL14571-RA
OG0009898	XP_026487304.1	Vcard_DToL12473-RA
OG0009899	XP_026486793.1	Vcard_DToL11942-RA
OG0009900	XP_026493291.1	Vcard_DToL10164-RA
OG0009901	XP_026496229.1	Vcard_DToL03122-RA
OG0009902	XP_026486057.1	Vcard_DToL05451-RA
OG0009903	XP_026489516.1	Vcard_DToL06927-RA
OG0009904	XP_026493412.1	Vcard_DToL10082-RA
OG0009905	XP_026493478.1	Vcard_DToL10081-RA
OG0009906	XP_026487608.1	Vcard_DToL05898-RA
OG0009907	XP_026499879.1	Vcard_DToL16426-RA
OG0009908	XP_026501231.1	Vcard_DToL01744-RA
OG0009909	XP_026485503.1	Vcard_DToL10508-RA
OG0009910	XP_026489837.1	Vcard_DToL04751-RA
OG0009911	XP_026497691.1	Vcard_DToL16579-RA
OG0009913	XP_026484014.1	Vcard_DToL17167-RA
OG0009914	XP_026499055.1, XP_026499056.1	Vcard_DToL12271-RA
OG0009915	XP_026488890.1	Vcard_DToL12379-RA
OG0009916	XP_026494700.1, XP_026494701.1	Vcard_DToL01467-RA
OG0009917	XP_026487066.1	Vcard_DToL00823-RA, Vcard_DToL00822-RA
OG0009918	XP_026491374.1	Vcard_DToL03924-RA
OG0009919	XP_026487609.1	Vcard_DToL05906-RA
OG0009920	XP_026492170.1	Vcard_DToL09523-RA
OG0009921	XP_026488426.1	Vcard_DToL04517-RA
OG0009922	XP_026494528.1	Vcard_DToL16241-RA
OG0009923	XP_026498340.1	Vcard_DToL10272-RA
OG0009924	XP_026485008.1	Vcard_DToL02357-RA
OG0009925	XP_026489715.1	Vcard_DToL14710-RA
OG0009926	XP_026492233.1	Vcard_DToL09733-RA
OG0009927	XP_026489739.1	Vcard_DToL14751-RA
OG0009928	XP_026496206.1	Vcard_DToL03211-RA
OG0009929	XP_026493567.1	Vcard_DToL17058-RA
OG0009930	XP_026497478.1, XP_026497480.1	Vcard_DToL15405-RA
OG0009931	XP_026494315.1	Vcard_DToL14512-RA
OG0009932	XP_026486354.1	Vcard_DToL05104-RA
OG0009933	XP_026486355.1	Vcard_DToL05105-RA
OG0009934	XP_026493586.1	Vcard_DToL17049-RA
OG0009935	XP_026498660.1	Vcard_DToL02995-RA
OG0009936	XP_026484962.1	Vcard_DToL02330-RA
OG0009937	XP_026486811.1	Vcard_DToL12019-RA
OG0009938	XP_026487590.1	Vcard_DToL05917-RA
OG0009939	XP_026485984.1	Vcard_DToL05248-RA
OG0009940	XP_026501481.1	Vcard_DToL08456-RA
OG0009941	XP_026486918.1	Vcard_DToL11960-RA
OG0009942	XP_026498849.1	Vcard_DToL16096-RA
OG0009943	XP_026487212.1	Vcard_DToL09098-RA
OG0009944	XP_026498629.1	Vcard_DToL02957-RA
OG0009945	XP_026487466.1	Vcard_DToL05763-RA
OG0009946	XP_026488515.1	Vcard_DToL03080-RA
OG0009947	XP_026490323.1	Vcard_DToL10873-RA
OG0009948	XP_026488867.1	Vcard_DToL07807-RA
OG0009949	XP_026484732.1	Vcard_DToL02141-RA
OG0009950	XP_026488940.1	Vcard_DToL12370-RA
OG0009951	XP_026488578.1	Vcard_DToL08255-RA
OG0009952	XP_026499118.1	Vcard_DToL12218-RA
OG0009953	XP_026499187.1	Vcard_DToL12208-RA
OG0009954	XP_026491444.1	Vcard_DToL03548-RA
OG0009955	XP_026487545.1	Vcard_DToL05988-RA
OG0009956	XP_026496870.1	Vcard_DToL07327-RA
OG0009957	XP_026499194.1	Vcard_DToL12201-RA
OG0009958	XP_026489910.1	Vcard_DToL08932-RA
OG0009959	XP_026498997.1	Vcard_DToL00518-RA
OG0009960	XP_026488069.1	Vcard_DToL08214-RA
OG0009961	XP_026499780.1	Vcard_DToL09245-RA
OG0009962	XP_026499781.1	Vcard_DToL09244-RA
OG0009963	XP_026499182.1	Vcard_DToL12189-RA
OG0009964	XP_026500745.1	Vcard_DToL00683-RA
OG0009965	XP_026488087.1	Vcard_DToL08198-RA
OG0009966	XP_026488385.1	Vcard_DToL04352-RA
OG0009967	XP_026491474.1	Vcard_DToL03582-RA
OG0009968	XP_026484735.1	Vcard_DToL01927-RA
OG0009969	XP_026501507.1	Vcard_DToL06546-RA
OG0009970	XP_026484722.1	Vcard_DToL01921-RA
OG0009971	XP_026497050.1	Vcard_DToL01377-RA
OG0009972	XP_026496250.1	Vcard_DToL03305-RA
OG0009974	XP_026491721.1	Vcard_DToL03605-RA
OG0009976	XP_026490733.1	Vcard_DToL08176-RA
OG0009977	XP_026488241.1	Vcard_DToL04502-RA
OG0009978	XP_026488240.1	Vcard_DToL04506-RA
OG0009979	XP_026490364.1	Vcard_DToL00657-RA
OG0009981	XP_026497055.1	Vcard_DToL01312-RA
OG0009982	XP_026484855.1	Vcard_DToL02051-RA
OG0009983	XP_026497862.1	Vcard_DToL01089-RA
OG0009984	XP_026487515.1	Vcard_DToL05660-RA
OG0009985	XP_026491685.1	Vcard_DToL03978-RA
OG0009986	XP_026493735.1	Vcard_DToL01264-RA
OG0009987	XP_026487871.1	Vcard_DToL01154-RA
OG0009988	XP_026487902.1	Vcard_DToL01145-RA
OG0009989	XP_026492707.1	Vcard_DToL01613-RA
OG0009990	XP_026501311.1	Vcard_DToL08034-RA
OG0009991	XP_026500284.1	Vcard_DToL00099-RA
OG0009992	XP_026500274.1	Vcard_DToL00111-RA
OG0009994	XP_026484280.1	Vcard_DToL07125-RA
OG0009995	XP_026496196.1	Vcard_DToL07145-RA
OG0010001	XP_026501073.1	Vcard_DToL16695-RA
OG0010017	XP_026484258.1	Vcard_DToL07042-RA
OG0010019	XP_026497444.1	Vcard_DToL15289-RA
OG0010027	XP_026484012.1, XP_026484013.1	Vcard_DToL17342-RA
OG0010028	XP_026484164.1	Vcard_DToL17343-RA
OG0010029	XP_026492125.1	Vcard_DToL09688-RA
OG0010033	XP_026500996.1	Vcard_DToL13119-RA
OG0010034	XP_026497355.1	Vcard_DToL15271-RA
OG0010037	XP_026497437.1	Vcard_DToL15274-RA
OG0010038	XP_026491244.1	Vcard_DToL03313-RA
OG0010041	XP_026498892.1	Vcard_DToL11320-RA
OG0010042	XP_026488517.1	Vcard_DToL03072-RA
OG0010046	XP_026487068.1	Vcard_DToL00824-RA
OG0010047	XP_026485233.1	Vcard_DToL16726-RA
OG0010051	XP_026487062.1	Vcard_DToL00832-RA
OG0010052	XP_026501033.1	Vcard_DToL13092-RA
OG0010058	XP_026483340.1	Vcard_DToL18537-RA
OG0010060	XP_026499990.1	Vcard_DToL16702-RA
OG0010062	XP_026500135.1	Vcard_DToL15073-RA
OG0010063	XP_026490487.1	Vcard_DToL05540-RA
OG0010064	XP_026487950.1	Vcard_DToL11352-RA
OG0010065	XP_026490970.1	Vcard_DToL14909-RA
OG0010066	XP_026491414.1	Vcard_DToL03361-RA
OG0010069	XP_026483066.1	Vcard_DToL06386-RA
OG0010074	XP_026501200.1	Vcard_DToL01836-RA
OG0010076	XP_026501173.1	Vcard_DToL01820-RA
OG0010080	XP_026488106.1	Vcard_DToL04136-RA
OG0010082	XP_026501096.1	Vcard_DToL01803-RA
OG0010083	XP_026490075.1	Vcard_DToL04806-RA
OG0010084	XP_026496309.1	Vcard_DToL03126-RA
OG0010086	XP_026501098.1	Vcard_DToL01793-RA
OG0010087	XP_026495434.1	Vcard_DToL13655-RA
OG0010093	XP_026490007.1	Vcard_DToL09015-RA
OG0010094	XP_026493185.1	Vcard_DToL10012-RA
OG0010095	XP_026496232.1	Vcard_DToL03136-RA
OG0010097	XP_026488121.1	Vcard_DToL04120-RA
OG0010099	XP_026489971.1	Vcard_DToL09012-RA
OG0010100	XP_026492944.1	Vcard_DToL11267-RA
OG0010101	XP_026492972.1	Vcard_DToL11264-RA
OG0010105	XP_026499536.1	Vcard_DToL17857-RA
OG0010109	XP_026494567.1	Vcard_DToL13558-RA
OG0010111	XP_026486761.1	Vcard_DToL16880-RA
OG0010115	XP_026494589.1	Vcard_DToL11248-RA
OG0010117	XP_026494863.1	Vcard_DToL13555-RA
OG0010119	XP_026496339.1	Vcard_DToL03158-RA
OG0010121	XP_026497210.1	Vcard_DToL10805-RA
OG0010124	XP_026490088.1	Vcard_DToL04796-RA
OG0010129	XP_026501107.1	Vcard_DToL01754-RA
OG0010132	XP_026497261.1	Vcard_DToL13850-RA
OG0010134	XP_026486615.1	Vcard_DToL00929-RA
OG0010135	XP_026492493.1	Vcard_DToL16037-RA
OG0010137	XP_026501141.1	Vcard_DToL01727-RA
OG0010138	XP_026499544.1	Vcard_DToL13831-RA
OG0010140	XP_026501542.1	Vcard_DToL06431-RA
OG0010141	XP_026496214.1	Vcard_DToL03176-RA
OG0010144	XP_026498421.1	Vcard_DToL10745-RA
OG0010148	XP_026484756.1	Vcard_DToL01881-RA
OG0010149	XP_026494222.1	Vcard_DToL14584-RA
OG0010150	XP_026484212.1	Vcard_DToL18837-RA
OG0010155	XP_026492208.1	Vcard_DToL13491-RA
OG0010157	XP_026500803.1	Vcard_DToL00156-RA
OG0010161	XP_026490027.1	Vcard_DToL04881-RA
OG0010165	XP_026490147.1	Vcard_DToL04884-RA
OG0010167	XP_026499304.1	Vcard_DToL12354-RA
OG0010168	XP_026500867.1	Vcard_DToL00147-RA
OG0010169	XP_026496770.1	Vcard_DToL07190-RA
OG0010170	XP_026498862.1	Vcard_DToL18860-RA
OG0010171	XP_026494893.1	Vcard_DToL08898-RA
OG0010172	XP_026494971.1	Vcard_DToL08891-RA
OG0010174	XP_026501246.1	Vcard_DToL18563-RA
OG0010175	XP_026492441.1	Vcard_DToL13464-RA
OG0010178	XP_026494274.1	Vcard_DToL14630-RA
OG0010181	XP_026483585.1	Vcard_DToL18395-RA
OG0010182	XP_026491100.1	Vcard_DToL13452-RA
OG0010185	XP_026500191.1	Vcard_DToL14966-RA
OG0010187	XP_026495197.1	Vcard_DToL08877-RA
OG0010189	XP_026490342.1	Vcard_DToL14013-RA
OG0010190	XP_026486077.1	Vcard_DToL04922-RA
OG0010192	XP_026487206.1	Vcard_DToL04175-RA
OG0010193	XP_026495984.1	Vcard_DToL12866-RA
OG0010194	XP_026497301.1	Vcard_DToL15257-RA
OG0010195	XP_026497886.1	Vcard_DToL01040-RA
OG0010196	XP_026493481.1	Vcard_DToL13445-RA
OG0010197	XP_026492287.1	Vcard_DToL09556-RA
OG0010199	XP_026489378.1	Vcard_DToL18173-RA
OG0010202	XP_026494678.1	Vcard_DToL11162-RA
OG0010209	XP_026494608.1	Vcard_DToL11148-RA
OG0010211	XP_026485877.1	Vcard_DToL04948-RA
OG0010214	XP_026491859.1	Vcard_DToL13986-RA
OG0010219	XP_026484879.1	Vcard_DToL06572-RA
OG0010220	XP_026483827.1	Vcard_DToL17552-RA
OG0010222	XP_026488438.1	Vcard_DToL04213-RA
OG0010223	XP_026489419.1	Vcard_DToL18140-RA
OG0010225	XP_026499152.1	Vcard_DToL12197-RA
OG0010226	XP_026484794.1	Vcard_DToL02014-RA
OG0010228	XP_026492168.1	Vcard_DToL09517-RA
OG0010231	XP_026493838.1	Vcard_DToL13381-RA
OG0010236	XP_026490726.1	Vcard_DToL13365-RA
OG0010239	XP_026500374.1	Vcard_DToL14826-RA
OG0010241	XP_026484847.1	Vcard_DToL02030-RA
OG0010242	XP_026484537.1	Vcard_DToL02034-RA
OG0010244	XP_026484575.1	Vcard_DToL02039-RA
OG0010248	XP_026498093.1, XP_026498102.1	Vcard_DToL00298-RA
OG0010250	XP_026487575.1	Vcard_DToL06028-RA
OG0010251	XP_026499669.1	Vcard_DToL09346-RA
OG0010252	XP_026495852.1	Vcard_DToL12910-RA
OG0010253	XP_026485631.1	Vcard_DToL10527-RA
OG0010256	XP_026488332.1	Vcard_DToL04248-RA
OG0010258	XP_026491476.1	Vcard_DToL03581-RA
OG0010259	XP_026491840.1	Vcard_DToL13966-RA
OG0010260	XP_026487086.1	Vcard_DToL18608-RA
OG0010262	XP_026491662.1	Vcard_DToL13332-RA
OG0010263	XP_026492465.1	Vcard_DToL16017-RA
OG0010264	XP_026492466.1	Vcard_DToL16018-RA
OG0010265	XP_026491803.1	Vcard_DToL03593-RA
OG0010267	XP_026484414.1	Vcard_DToL02055-RA
OG0010268	XP_026483818.1	Vcard_DToL17483-RA
OG0010270	XP_026488640.1	Vcard_DToL18087-RA
OG0010273	XP_026491725.1	Vcard_DToL03596-RA
OG0010275	XP_026493234.1	Vcard_DToL09876-RA
OG0010277	XP_026492068.1	Vcard_DToL13299-RA
OG0010278	XP_026499082.1	Vcard_DToL12276-RA
OG0010280	XP_026493534.1	Vcard_DToL09871-RA
OG0010282	XP_026497658.1	Vcard_DToL16367-RA
OG0010283	XP_026484429.1	Vcard_DToL02074-RA
OG0010284	XP_026494759.1	Vcard_DToL01528-RA
OG0010287	XP_026492132.1	Vcard_DToL13273-RA
OG0010289	XP_026493517.1	Vcard_DToL09862-RA
OG0010290	XP_026500177.1	Vcard_DToL15157-RA
OG0010294	XP_026483714.1	Vcard_DToL17458-RA
OG0010295	XP_026486272.1	Vcard_DToL05026-RA
OG0010298	XP_026495291.1	Vcard_DToL08750-RA
OG0010301	XP_026496404.1	Vcard_DToL03267-RA
OG0010302	XP_026499736.1	Vcard_DToL09412-RA
OG0010303	XP_026489524.1	Vcard_DToL00259-RA
OG0010304	XP_026495640.1	Vcard_DToL12613-RA
OG0010306	XP_026489825.1	Vcard_DToL02848-RA
OG0010307	XP_026487623.1	Vcard_DToL05944-RA
OG0010309	XP_026495122.1	Vcard_DToL08736-RA
OG0010310	XP_026493116.1	Vcard_DToL09840-RA
OG0010313	XP_026493983.1	Vcard_DToL10964-RA
OG0010314	XP_026496961.1	Vcard_DToL07309-RA
OG0010315	XP_026500857.1	Vcard_DToL00229-RA
OG0010316	XP_026495086.1	Vcard_DToL08720-RA
OG0010318	XP_026495586.1	Vcard_DToL12781-RA
OG0010320	XP_026486402.1	Vcard_DToL01553-RA
OG0010322	XP_026495688.1	Vcard_DToL12790-RA
OG0010323	XP_026495708.1	Vcard_DToL12791-RA
OG0010324	XP_026485356.1	Vcard_DToL10464-RA
OG0010327	XP_026495125.1	Vcard_DToL08696-RA
OG0010328	XP_026493746.1	Vcard_DToL13173-RA
OG0010329	XP_026494342.1	Vcard_DToL14460-RA
OG0010331	XP_026486352.1	Vcard_DToL05093-RA
OG0010332	XP_026492295.1	Vcard_DToL13165-RA
OG0010334	XP_026491202.1	Vcard_DToL13162-RA
OG0010337	XP_026496873.1	Vcard_DToL07332-RA
OG0010338	XP_026495104.1	Vcard_DToL08673-RA
OG0010340	XP_026489776.1	Vcard_DToL02922-RA
OG0010344	XP_026495118.1	Vcard_DToL08666-RA
OG0010346	XP_026487607.1	Vcard_DToL05913-RA
OG0010349	XP_026488498.1	Vcard_DToL04321-RA
OG0010350	XP_026500275.1	Vcard_DToL00187-RA
OG0010356	XP_026483254.1	Vcard_DToL14136-RA
OG0010357	XP_026494823.1	Vcard_DToL08638-RA
OG0010360	XP_026488376.1	Vcard_DToL04349-RA
OG0010363	XP_026492368.1	Vcard_DToL09448-RA
OG0010364	XP_026501022.1	Vcard_DToL06704-RA
OG0010366	XP_026493745.1	Vcard_DToL01290-RA
OG0010367	XP_026495253.1	Vcard_DToL08623-RA
OG0010370	XP_026484148.1	Vcard_DToL17269-RA
OG0010371	XP_026485398.1	Vcard_DToL10436-RA
OG0010373	XP_026489555.1	Vcard_DToL16226-RA
OG0010374	XP_026495244.1	Vcard_DToL08608-RA
OG0010377	XP_026487510.1	Vcard_DToL05868-RA
OG0010378	XP_026493906.1	Vcard_DToL11033-RA
OG0010381	XP_026501320.1	Vcard_DToL07996-RA
OG0010382	XP_026498308.1	Vcard_DToL14223-RA
OG0010383	XP_026501392.1	Vcard_DToL07992-RA
OG0010384	XP_026498151.1	Vcard_DToL09772-RA
OG0010385	XP_026493695.1	Vcard_DToL13219-RA
OG0010388	XP_026494997.1	Vcard_DToL08574-RA
OG0010391	XP_026495877.1	Vcard_DToL12680-RA
OG0010393	XP_026495876.1	Vcard_DToL12679-RA
OG0010394	XP_026493770.1	Vcard_DToL01247-RA
OG0010395	XP_026486965.1	Vcard_DToL12003-RA
OG0010397	XP_026485294.1	Vcard_DToL10414-RA
OG0010399	XP_026495657.1	Vcard_DToL06748-RA, Vcard_DToL06740-RA
OG0010400	XP_026485007.1	Vcard_DToL02327-RA
OG0010402	XP_026494340.1	Vcard_DToL14438-RA
OG0010403	XP_026495482.1	Vcard_DToL13683-RA
OG0010405	XP_026487799.1	Vcard_DToL05821-RA
OG0010406	XP_026495451.1	Vcard_DToL13689-RA
OG0010408	XP_026486806.1	Vcard_DToL12015-RA
OG0010410	XP_026495445.1	Vcard_DToL13696-RA
OG0010411	XP_026486975.1	Vcard_DToL12021-RA
OG0010413	XP_026499575.1	Vcard_DToL00500-RA
OG0010414	XP_026495925.1	Vcard_DToL12651-RA
OG0010416	XP_026495615.1	Vcard_DToL12640-RA
OG0010417	XP_026499715.1	Vcard_DToL09306-RA
OG0010419	XP_026495273.1	Vcard_DToL08545-RA
OG0010420	XP_026495441.1	Vcard_DToL13712-RA
OG0010421	XP_026499597.1	Vcard_DToL00485-RA
OG0010422	XP_026494958.1	Vcard_DToL08538-RA
OG0010423	XP_026495402.1	Vcard_DToL13717-RA
OG0010424	XP_026499608.1	Vcard_DToL00483-RA
OG0010426	XP_026491679.1	Vcard_DToL03763-RA
OG0010427	XP_026493559.1	Vcard_DToL09953-RA
OG0010431	XP_026498645.1	Vcard_DToL03016-RA
OG0010432	XP_026493104.1	Vcard_DToL10166-RA
OG0010433	XP_026487861.1	Vcard_DToL01207-RA
OG0010434	XP_026489049.1	Vcard_DToL07808-RA
OG0010435	XP_026496508.1	Vcard_DToL13750-RA
OG0010437	XP_026499688.1	Vcard_DToL09277-RA
OG0010438	XP_026486903.1	Vcard_DToL12041-RA
OG0010439	XP_026486897.1	Vcard_DToL12043-RA
OG0010440	XP_026486778.1	Vcard_DToL12044-RA
OG0010441	XP_026486898.1	Vcard_DToL12047-RA
OG0010442	XP_026499817.1	Vcard_DToL09256-RA
OG0010447	XP_026487830.1	Vcard_DToL01195-RA
OG0010448	XP_026499945.1	Vcard_DToL00523-RA
OG0010449	XP_026498529.1	Vcard_DToL09266-RA
OG0010450	XP_026486876.1	Vcard_DToL12072-RA
OG0010451	XP_026483906.1	Vcard_DToL17361-RA
OG0010455	XP_026499822.1	Vcard_DToL09258-RA
OG0010457	XP_026495496.1	Vcard_DToL12597-RA
OG0010458	XP_026499116.1	Vcard_DToL12175-RA
OG0010459	XP_026499219.1	Vcard_DToL12170-RA
OG0010460	XP_026499203.1	Vcard_DToL12162-RA
OG0010462	XP_026498575.1	Vcard_DToL03045-RA
OG0010464	XP_026498906.1	Vcard_DToL14364-RA
OG0010467	XP_026501253.1	Vcard_DToL14173-RA
OG0010471	XP_026498567.1	Vcard_DToL03052-RA
OG0010472	XP_026497732.1	Vcard_DToL15621-RA
OG0010473	XP_026500036.1	Vcard_DToL12121-RA
OG0010474	XP_026492817.1	Vcard_DToL07508-RA
OG0010477	XP_026486893.1	Vcard_DToL12114-RA
OG0010479	XP_026485619.1	Vcard_DToL10356-RA
OG0010481	XP_026490081.1	Vcard_DToL00571-RA
OG0010482	XP_026488513.1	Vcard_DToL03062-RA
OG0010483	XP_026496588.1	Vcard_DToL01442-RA
OG0010486	XP_026494931.1	Vcard_DToL08491-RA
OG0010488	XP_026484536.1	Vcard_DToL02428-RA
OG0010490	XP_026484329.1	Vcard_DToL06651-RA
OG0010491	XP_026485328.1	Vcard_DToL10326-RA
OG0010493	XP_026486293.1	Vcard_DToL05331-RA
OG0010494	XP_026483311.1	Vcard_DToL10857-RA
OG0010495	XP_026493015.1	Vcard_DToL10307-RA
OG0010498	XP_026485853.1	Vcard_DToL05305-RA
OG0010499	XP_026490283.1	Vcard_DToL10866-RA
OG0010500	XP_026501752.1	Vcard_DToL17126-RA
OG0010501	XP_026496464.1	Vcard_DToL13771-RA
OG0010502	XP_026490829.1	Vcard_DToL04566-RA
OG0010504	XP_026496463.1	Vcard_DToL13765-RA
OG0010507	XP_026493446.1	Vcard_DToL10051-RA
OG0010508	XP_026500026.1	Vcard_DToL10878-RA
OG0010512	XP_026501756.1	Vcard_DToL17106-RA
OG0010514	XP_026487987.1	Vcard_DToL12526-RA
OG0010516	XP_026490293.1	Vcard_DToL10898-RA
OG0010517	XP_026490270.1	Vcard_DToL10901-RA
OG0010519	XP_026493001.1	Vcard_DToL10278-RA
OG0010524	XP_026501583.1	Vcard_DToL08314-RA
OG0010525	XP_026486449.1	Vcard_DToL07024-RA
OG0010526	XP_026490910.1	Vcard_DToL04647-RA
OG0010529	XP_026498382.1	Vcard_DToL08100-RA
OG0010532	XP_026500643.1	Vcard_DToL00749-RA
OG0010534	XP_026501540.1	Vcard_DToL08331-RA
OG0010535	XP_026489190.1	Vcard_DToL07614-RA
OG0010536	XP_026501552.1	Vcard_DToL08333-RA
OG0010537	XP_026487215.1	Vcard_DToL09089-RA
OG0010538	XP_026487114.1	Vcard_DToL08081-RA
OG0010541	XP_026483226.1	Vcard_DToL09077-RA
OG0010542	XP_026493699.1	Vcard_DToL01296-RA
OG0010546	XP_026485981.1	Vcard_DToL05225-RA
OG0010547	XP_026486143.1	Vcard_DToL05212-RA
OG0010548	XP_026501549.1	Vcard_DToL08340-RA
OG0010549	XP_026488126.1	Vcard_DToL04688-RA
OG0010550	XP_026501553.1	Vcard_DToL08344-RA
OG0010551	XP_026501548.1	Vcard_DToL08346-RA
OG0010555	XP_026484518.1	Vcard_DToL02630-RA
OG0010561	XP_026497969.1	Vcard_DToL04723-RA
OG0010563	XP_026485979.1	Vcard_DToL05202-RA
OG0010564	XP_026486638.1	Vcard_DToL04738-RA
OG0010565	XP_026501378.1	Vcard_DToL08015-RA
OG0010567	XP_026490539.1	Vcard_DToL05530-RA
OG0010568	XP_026491539.1	Vcard_DToL03947-RA
OG0010569	XP_026491542.1	Vcard_DToL03950-RA
OG0010571	XP_026501645.1	Vcard_DToL08414-RA
OG0010576	XP_026496601.1	Vcard_DToL01392-RA
OG0010577	XP_026498209.1, XP_026499480.1	Vcard_DToL11245-RA
OG0010587	XP_026492272.1	Vcard_DToL09440-RA
OG0010588	XP_026485185.1	Vcard_DToL02195-RA
OG0010590	XP_026495591.1	Vcard_DToL12755-RA
OG0010591	XP_026484145.1	Vcard_DToL17264-RA
OG0010592	XP_026495199.1	Vcard_DToL08658-RA
OG0010593	XP_026484065.1	Vcard_DToL17331-RA
OG0010596	XP_026498024.1	Vcard_DToL11317-RA
OG0010597	XP_026495221.1	Vcard_DToL08655-RA
OG0010598	XP_026486777.1	Vcard_DToL12042-RA
OG0010599	XP_026501559.1	Vcard_DToL08347-RA
OG0010600	XP_026500678.1	Vcard_DToL00734-RA
OG0010601	XP_026485259.1	Vcard_DToL16746-RA
OG0010602	XP_026497707.1	Vcard_DToL00313-RA
OG0010603	XP_026484697.1	Vcard_DToL02525-RA
OG0010604	XP_026485237.1	Vcard_DToL16745-RA
OG0010605	XP_026489785.1	Vcard_DToL02850-RA
OG0010608	XP_026501426.1	Vcard_DToL08294-RA
OG0010609	XP_026487984.1	Vcard_DToL12537-RA
OG0010610	XP_026483636.1	Vcard_DToL06755-RA
OG0010611	XP_026487793.1	Vcard_DToL05833-RA
OG0010612	XP_026495656.1	Vcard_DToL12848-RA
OG0010614	XP_026488823.1	Vcard_DToL15554-RA
OG0010615	XP_026496934.1	Vcard_DToL07209-RA
OG0010618	XP_026490324.1	Vcard_DToL14011-RA
OG0010619	XP_026485402.1	Vcard_DToL10474-RA
OG0010620	XP_026485507.1	Vcard_DToL06844-RA
OG0010621	XP_026488546.1	Vcard_DToL15526-RA
OG0010622	XP_026491520.1	Vcard_DToL03965-RA
OG0010623	XP_026495088.1	Vcard_DToL08690-RA
OG0010624	XP_026500940.1	Vcard_DToL17872-RA
OG0010625	XP_026489992.1	Vcard_DToL09062-RA
OG0010626	XP_026489292.1	Vcard_DToL06242-RA
OG0010627	XP_026492217.1	Vcard_DToL09436-RA
OG0010628	XP_026489924.1	Vcard_DToL09061-RA
OG0010629	XP_026492223.1	Vcard_DToL09438-RA
OG0010630	XP_026490702.1	Vcard_DToL17917-RA
OG0010631	XP_026484270.1	Vcard_DToL07082-RA
OG0010634	XP_026484952.1	Vcard_DToL02283-RA
OG0010635	XP_026499362.1	Vcard_DToL16451-RA
OG0010637	XP_026501266.1	Vcard_DToL14171-RA
OG0010638	XP_026501485.1	Vcard_DToL08318-RA
OG0010640	XP_026499414.1	Vcard_DToL16443-RA
OG0010642	XP_026494136.1	Vcard_DToL12394-RA
OG0010643	XP_026487700.1	Vcard_DToL05888-RA
OG0010644	XP_026484526.1	Vcard_DToL02188-RA
OG0010645	XP_026493172.1	Vcard_DToL09854-RA
OG0010646	XP_026487666.1	Vcard_DToL06188-RA
OG0010648	XP_026497553.1	Vcard_DToL06906-RA
OG0010649	XP_026501797.1	Vcard_DToL02718-RA
OG0010650	XP_026486290.1	Vcard_DToL05330-RA
OG0010651	XP_026495929.1	Vcard_DToL12654-RA
OG0010652	XP_026484888.1	Vcard_DToL02380-RA
OG0010653	XP_026500421.1	Vcard_DToL16234-RA
OG0010654	XP_026499732.1	Vcard_DToL09408-RA
OG0010655	XP_026494299.1	Vcard_DToL14558-RA
OG0010656	XP_026491184.1	Vcard_DToL03938-RA
OG0010657	XP_026491277.1	Vcard_DToL03688-RA
OG0010658	XP_026499296.1	Vcard_DToL12268-RA
OG0010659	XP_026492042.1	Vcard_DToL13301-RA
OG0010660	XP_026485902.1	Vcard_DToL05090-RA
OG0010663	XP_026498356.1	Vcard_DToL10260-RA
OG0010666	XP_026494831.1	Vcard_DToL08895-RA
OG0010667	XP_026485560.1	Vcard_DToL10420-RA
OG0010668	XP_026500946.1	Vcard_DToL14662-RA
OG0010669	XP_026500564.1	Vcard_DToL00443-RA
OG0010670	XP_026494603.1	Vcard_DToL11170-RA
OG0010671	XP_026491044.1	Vcard_DToL03323-RA
OG0010672	XP_026496252.1	Vcard_DToL03279-RA
OG0010673	XP_026489652.1	Vcard_DToL14767-RA, Vcard_DToL14768-RA
OG0010674	XP_026488656.1	Vcard_DToL02803-RA
OG0010675	XP_026488655.1	Vcard_DToL02801-RA
OG0010676	XP_026486348.1	Vcard_DToL05108-RA
OG0010677	XP_026500674.1	Vcard_DToL00788-RA
OG0010678	XP_026487720.1	Vcard_DToL06079-RA
OG0010679	XP_026501462.1	Vcard_DToL08455-RA
OG0010680	XP_026486981.1	Vcard_DToL12011-RA
OG0010681	XP_026494819.1	Vcard_DToL08925-RA
OG0010682	XP_026483175.1	Vcard_DToL06631-RA
OG0010683	XP_026490815.1	Vcard_DToL04630-RA
OG0010684	XP_026496817.1	Vcard_DToL07339-RA
OG0010688	XP_026491385.1	Vcard_DToL03556-RA
OG0010689	XP_026488778.1	Vcard_DToL05590-RA
OG0010692	XP_026488066.1	Vcard_DToL08215-RA
OG0010693	XP_026487817.1	Vcard_DToL05733-RA
OG0010694	XP_026500836.1	Vcard_DToL00197-RA
OG0010695	XP_026493892.1	Vcard_DToL11035-RA
OG0010696	XP_026499620.1	Vcard_DToL00481-RA
OG0010697	XP_026488220.1	Vcard_DToL04501-RA
OG0010699	XP_026485362.1	Vcard_DToL10415-RA
