Orthogroup	Vanessa_tameamea	Heliconius_melpomene_melpomene
OG0008927	XP_026493824.1	HMEL033551g1.t1
OG0008928	XP_026493826.1	HMEL033548g1.t1
OG0008930	XP_026498831.1	HMEL008056g1.t1
OG0008932	XP_026492482.1	HMEL010670g1.t1
OG0008933	XP_026500004.1	HMEL022357g1.t1
OG0008934	XP_026495954.1	HMEL008355g1.t1
OG0008936	XP_026495947.1	HMEL036635g1.t1
OG0008937	XP_026492095.1	HMEL012774g1.t1
OG0008938	XP_026493920.1	HMEL033546g1.t1
OG0008939	XP_026487875.1	HMEL030796g1.t1
OG0008940	XP_026489239.1	HMEL022571g1.t1
OG0008941	XP_026485738.1	HMEL016186g1.t1
OG0008942	XP_026483782.1	HMEL009337g1.t1
OG0008943	XP_026499709.1	HMEL031622g1.t1
OG0008945	XP_026496021.1	HMEL036681g1.t1
OG0008946	XP_026491900.1	HMEL032543g1.t1
OG0008948	XP_026496106.1	HMEL003055g1.t1
OG0008949	XP_026484404.1	HMEL031163g1.t1
OG0008950	XP_026484430.1	HMEL013076g1.t1
OG0008951	XP_026499712.1	HMEL017589g1.t1
OG0008953	XP_026493818.1	HMEL011143g1.t1
OG0008954	XP_026491800.1	HMEL021572g1.t1
OG0008955	XP_026496850.1	HMEL005350g1.t1
OG0008956	XP_026484638.1	HMEL004935g1.t1
OG0008957	XP_026483439.1	HMEL014247-RA
OG0008958	XP_026499629.1	HMEL017593g1.t1
OG0008959	XP_026488636.1	HMEL005228g1.t1
OG0008960	XP_026499045.1	HMEL005472g1.t1
OG0008961	XP_026491986.1	HMEL007582g1.t1
OG0008962	XP_026501265.1	HMEL020070g1.t1
OG0008964	XP_026500554.1	HMEL022301g1.t1
OG0008965	XP_026489653.1	HMEL022063g1.t1
OG0008966	XP_026495841.1	HMEL011603g1.t1
OG0008967	XP_026495832.1	HMEL036728g1.t1
OG0008968	XP_026489657.1	HMEL022062g1.t1
OG0008971	XP_026495834.1	HMEL036727g1.t1
OG0008972	XP_026494950.1	HMEL014725g1.t1
OG0008973	XP_026494942.1	HMEL014722g1.t1
OG0008974	XP_026498039.1	HMEL033640g1.t1
OG0008975	XP_026493533.1	HMEL036484g1.t1
OG0008976	XP_026496155.1	HMEL032179g1.t1
OG0008977	XP_026493089.1	HMEL022215g1.t1
OG0008978	XP_026492724.1	HMEL006946g1.t1
OG0008979	XP_026494760.1	HMEL006714g1.t1
OG0008980	XP_026494756.1	HMEL006715g1.t1
OG0008981	XP_026499256.1	HMEL005484g1.t1
OG0008983	XP_026494730.1	HMEL006716g1.t1
OG0008984	XP_026495174.1	HMEL013428g1.t1
OG0008985	XP_026483655.1	HMEL037423g1.t1
OG0008986	XP_026498690.1	HMEL030425g1.t1
OG0008987	XP_026498720.1	HMEL034636g1.t1
OG0008988	XP_026498721.1	HMEL002086g1.t1
OG0008990	XP_026485455.1	HMEL036092g1.t1
OG0008991	XP_026487379.1	HMEL012475g1.t1
OG0008992	XP_026493866.1	HMEL016102g1.t1
OG0008993	XP_026489660.1	HMEL017967g1.t1
OG0008994	XP_026487343.1	HMEL012482g1.t1
OG0008998	XP_026496050.1	HMEL004439g1.t1
OG0009000	XP_026492052.1	HMEL020206g1.t1
OG0009001	XP_026500013.1	HMEL010182g1.t1
OG0009002	XP_026496101.1	HMEL003057g1.t1
OG0009004	XP_026483814.1	HMEL008439-RA
OG0009006	XP_026485790.1	HMEL020277g1.t1
OG0009007	XP_026493183.1	HMEL022321g1.t1
OG0009008	XP_026493184.1	HMEL036496g1.t1
OG0009009	XP_026493178.1	HMEL036499g1.t1
OG0009010	XP_026499104.1	HMEL017909g1.t1
OG0009013	XP_026494914.1	HMEL012895g1.t1
OG0009014	XP_026495392.1	HMEL035095g1.t1
OG0009015	XP_026495390.1	HMEL012893g1.t1
OG0009017	XP_026499727.1	HMEL012946g1.t1
OG0009018	XP_026498778.1	HMEL013182g1.t1
OG0009020	XP_026495061.1	HMEL014074g1.t1
OG0009021	XP_026484407.1	HMEL011863g1.t1
OG0009022	XP_026485897.1	HMEL014325g1.t1
OG0009023	XP_026497519.1	HMEL030353g1.t1
OG0009027	XP_026496054.1	HMEL007793-RA
OG0009028	XP_026499081.1	HMEL008563g1.t1
OG0009029	XP_026495559.1	HMEL002498g1.t1
OG0009030	XP_026495588.1	HMEL002499g1.t1
OG0009031	XP_026489622.1	HMEL014704g1.t1
OG0009032	XP_026497521.1	HMEL004411g1.t1
OG0009033	XP_026485898.1	HMEL014213g1.t1
OG0009035	XP_026495582.1	HMEL002502g1.t1
OG0009037	XP_026495068.1	HMEL035109g1.t1
OG0009038	XP_026491799.1	HMEL008679g1.t1
OG0009040	XP_026495596.1	HMEL012257g1.t1
OG0009041	XP_026497384.1	HMEL013595g1.t1
OG0009042	XP_026497482.1	HMEL013597g1.t1
OG0009043	XP_026488256.1	HMEL008265g1.t1
OG0009044	XP_026495109.1	HMEL014068g1.t1
OG0009045	XP_026495057.1	HMEL035110g1.t1
OG0009046	XP_026487387.1	HMEL009381g1.t1
OG0009047	XP_026486840.1	HMEL010707g1.t1
OG0009048	XP_026495092.1	HMEL035111g1.t1
OG0009050	XP_026495557.1	HMEL035748g1.t1
OG0009051	XP_026491349.1	HMEL033833g1.t1
OG0009053	XP_026495590.1, XP_026495589.1	HMEL012249g1.t1
OG0009054	XP_026486374.1	HMEL032140g1.t1
OG0009055	XP_026489791.1	HMEL034302g1.t1
OG0009056	XP_026485490.1	HMEL012259-RA
OG0009057	XP_026493973.1	HMEL004778g1.t1
OG0009058	XP_026495037.1	HMEL015754g1.t1
OG0009059	XP_026495597.1	HMEL012248g1.t1
OG0009061	XP_026497748.1, XP_026495581.1	HMEL012247g1.t1
OG0009062	XP_026495073.1	HMEL035119g1.t1
OG0009063	XP_026483562.1	HMEL022079g1.t1
OG0009064	XP_026489109.1	HMEL015543g1.t1
OG0009065	XP_026499454.1	HMEL034680g1.t1
OG0009066	XP_026495052.1	HMEL005038g1.t1
OG0009067	XP_026484534.1	HMEL015683g1.t1
OG0009068	XP_026486173.1	HMEL005189g1.t1
OG0009069	XP_026495051.1	HMEL005039g1.t1
OG0009071	XP_026495560.1	HMEL012242g1.t1
OG0009072	XP_026501050.1	HMEL006939g1.t1
OG0009073	XP_026491042.1	HMEL004676g1.t1
OG0009074	XP_026498283.1	HMEL014225g1.t1
OG0009075	XP_026495116.1	HMEL035126g1.t1
OG0009077	XP_026483663.1	HMEL015872g1.t1
OG0009078	XP_026498531.1	HMEL008109g1.t1
OG0009079	XP_026495682.1	HMEL012238g1.t1
OG0009080	XP_026494461.1	HMEL017972g1.t1
OG0009081	XP_026486405.1	HMEL006942g1.t1
OG0009082	XP_026484625.1	HMEL002149g1.t1
OG0009083	XP_026500513.1	HMEL011574g1.t1
OG0009086	XP_026486349.1	HMEL007073g1.t1
OG0009087	XP_026487594.1	HMEL030262g1.t1
OG0009088	XP_026495065.1	HMEL035131g1.t1
OG0009090	XP_026486945.1	HMEL004974g1.t1
OG0009091	XP_026485384.1	HMEL007865g1.t1
OG0009092	XP_026496690.1	HMEL016759g1.t1
OG0009093	XP_026495083.1	HMEL035133g1.t1
OG0009095	XP_026495084.1	HMEL035134g1.t1
OG0009096	XP_026489774.1	HMEL002559g1.t1
OG0009097	XP_026495110.1	HMEL005774g1.t1
OG0009098	XP_026492306.1	HMEL016344g1.t1
OG0009099	XP_026500819.1	HMEL013873g1.t1
OG0009100	XP_026493385.1	HMEL036512g1.t1
OG0009101	XP_026489772.1	HMEL002557g1.t1
OG0009102	XP_026495132.1	HMEL005773g1.t1
OG0009103	XP_026500838.1	HMEL007228g1.t1
OG0009105	XP_026483649.1	HMEL015883g1.t1
OG0009106	XP_026488379.1	HMEL007011g1.t1
OG0009107	XP_026495085.1	HMEL005770g1.t1
OG0009108	XP_026495087.1	HMEL012103g1.t1
OG0009109	XP_026495111.1	HMEL035138g1.t1
OG0009110	XP_026495093.1	HMEL035139g1.t1
OG0009111	XP_026488313.1	HMEL016291g1.t1
OG0009112	XP_026495082.1	HMEL035140g1.t1
OG0009113	XP_026494553.1	HMEL034669g1.t1
OG0009115	XP_026495041.1	HMEL012110g1.t1
OG0009116	XP_026496959.1	HMEL016767g1.t1
OG0009117	XP_026496816.1	HMEL037028g1.t1
OG0009118	XP_026496820.1	HMEL037026g1.t1
OG0009121	XP_026484188.1	HMEL014548g1.t1
OG0009122	XP_026484160.1	HMEL030092g1.t1, HMEL030093g1.t1, HMEL034590g1.t1
OG0009124	XP_026497513.1	HMEL012970g1.t1
OG0009126	XP_026486341.1	HMEL005420g1.t1
OG0009127	XP_026486347.1	HMEL031926g1.t1
OG0009128	XP_026495117.1	HMEL012115g1.t1
OG0009129	XP_026486351.1	HMEL031927g1.t1
OG0009131	XP_026492736.1	HMEL030840g1.t1
OG0009132	XP_026488471.1	HMEL032787g1.t1
OG0009133	XP_026487565.1	HMEL011656g1.t1
OG0009134	XP_026495039.1	HMEL012118g1.t1
OG0009135	XP_026488470.1	HMEL032786g1.t1
OG0009136	XP_026484319.1	HMEL006264g1.t1
OG0009137	XP_026486926.1	HMEL037639g1.t1
OG0009138	XP_026487603.1	HMEL011651g1.t1
OG0009139	XP_026488971.1	HMEL008322-RA
OG0009141	XP_026500276.1	HMEL013528g1.t1
OG0009142	XP_026488924.1	HMEL010199g1.t1
OG0009143	XP_026486139.1	HMEL006016g1.t1
OG0009144	XP_026495219.1	HMEL035143g1.t1
OG0009145	XP_026484502.1	HMEL006257g1.t1
OG0009146	XP_026491278.1	HMEL014860g1.t1
OG0009147	XP_026489009.1	HMEL010197g1.t1
OG0009148	XP_026494526.1	HMEL034667g1.t1
OG0009149	XP_026486935.1	HMEL037637g1.t1
OG0009150	XP_026484744.1	HMEL031126g1.t1
OG0009152	XP_026498622.1	HMEL006500g1.t1
OG0009153	XP_026495225.1	HMEL035144g1.t1
OG0009154	XP_026499970.1	HMEL004156g1.t1
OG0009155	XP_026494877.1	HMEL035145g1.t1
OG0009156	XP_026484059.1	HMEL014543g1.t1
OG0009157	XP_026492197.1	HMEL009244g1.t1
OG0009158	XP_026485545.1	HMEL017916g1.t1
OG0009159	XP_026500017.1	HMEL005881g1.t1
OG0009160	XP_026494879.1	HMEL035147g1.t1
OG0009161	XP_026488370.1	HMEL005392g1.t1
OG0009162	XP_026495184.1	HMEL004825g1.t1
OG0009163	XP_026484869.1	HMEL031121g1.t1
OG0009164	XP_026488908.1	HMEL010189g1.t1
OG0009165	XP_026500020.1	HMEL030685g1.t1
OG0009166	XP_026495142.1	HMEL005742g1.t1
OG0009168	XP_026495217.1	HMEL005743g1.t1
OG0009170	XP_026488368.1	HMEL032774g1.t1
OG0009171	XP_026483139.1	HMEL010732g1.t1
OG0009172	XP_026486115.1	HMEL016922g1.t1
OG0009173	XP_026492219.1	HMEL031605g1.t1
OG0009175	XP_026498627.1	HMEL006488g1.t1
OG0009176	XP_026498129.1	HMEL030681g1.t1
OG0009177	XP_026485026.1	HMEL006244g1.t1
OG0009179	XP_026492709.1	HMEL013343g1.t1
OG0009180	XP_026485910.1	HMEL031943g1.t1
OG0009181	XP_026492710.1	HMEL013341g1.t1
OG0009182	XP_026496289.1	HMEL013512g1.t1
OG0009183	XP_026491325.1	HMEL014606g1.t1
OG0009185	XP_026498138.1	HMEL005869g1.t1
OG0009186	XP_026487361.1	HMEL011640g1.t1
OG0009188	XP_026486102.1	HMEL031945g1.t1
OG0009189	XP_026486113.1, XP_026486114.1	HMEL031946g1.t1
OG0009191	XP_026498157.1	HMEL021438g1.t1
OG0009192	XP_026495177.1	HMEL020094g1.t1
OG0009193	XP_026492179.1	HMEL012698g1.t1
OG0009194	XP_026498600.1	HMEL034289g1.t1
OG0009195	XP_026493747.1	HMEL013331g1.t1
OG0009196	XP_026498201.1	HMEL010537g1.t1
OG0009198	XP_026498632.1	HMEL010974g1.t1
OG0009200	XP_026485722.1	HMEL009855g1.t1
OG0009201	XP_026498206.1	HMEL010545g1.t1
OG0009202	XP_026487624.1	HMEL030281g1.t1
OG0009204	XP_026485396.1	HMEL036072g1.t1
OG0009205	XP_026495764.1	HMEL036746g1.t1
OG0009206	XP_026495234.1	HMEL035151g1.t1
OG0009207	XP_026484137.1	HMEL030072g1.t1
OG0009209	XP_026493569.1	HMEL004217g1.t1
OG0009210	XP_026494990.1	HMEL035158g1.t1
OG0009211	XP_026488848.1	HMEL006873g1.t1
OG0009213	XP_026494994.1	HMEL035159g1.t1
OG0009214	XP_026494995.1	HMEL007930g1.t1
OG0009215	XP_026494993.1	HMEL035160g1.t1
OG0009216	XP_026494991.1	HMEL035161g1.t1
OG0009217	XP_026494992.1	HMEL035162g1.t1
OG0009220	XP_026498171.1	HMEL005837g1.t1
OG0009221	XP_026493899.1	HMEL008836g1.t1
OG0009222	XP_026498246.1	HMEL012883-RA
OG0009224	XP_026492374.1	HMEL012710g1.t1
OG0009225	XP_026495358.1	HMEL015602g1.t1
OG0009226	XP_026485083.1	HMEL031111g1.t1
OG0009227	XP_026495359.1	HMEL015603g1.t1
OG0009228	XP_026495361.1	HMEL035165g1.t1
OG0009229	XP_026485769.1	HMEL031996g1.t1
OG0009231	XP_026492201.1	HMEL012713g1.t1
OG0009232	XP_026495360.1	HMEL015606g1.t1
OG0009233	XP_026494364.1	HMEL038052g1.t1
OG0009234	XP_026498187.1	HMEL004655g1.t1
OG0009236	XP_026498183.1	HMEL004654g1.t1
OG0009237	XP_026487695.1	HMEL030287g1.t1
OG0009238	XP_026493877.1	HMEL006576g1.t1
OG0009241	XP_026487687.1	HMEL030288g1.t1
OG0009242	XP_026498178.1	HMEL021070g1.t1
OG0009244	XP_026494021.1	HMEL033529g1.t1
OG0009245	XP_026491565.1	HMEL016676g1.t1
OG0009246	XP_026496957.1	HMEL002930g1.t1
OG0009247	XP_026501403.1	HMEL006864g1.t1
OG0009248	XP_026485865.1	HMEL018032g1.t1
OG0009250	XP_026488247.1	HMEL032789g1.t1
OG0009251	XP_026501319.1	HMEL006861g1.t1
OG0009252	XP_026496898.1	HMEL002934g1.t1
OG0009253	XP_026488272.1	HMEL006153g1.t1
OG0009255	XP_026484887.1	HMEL031069g1.t1
OG0009256	XP_026493876.1	HMEL033527g1.t1
OG0009257	XP_026501390.1	HMEL006857g1.t1
OG0009258	XP_026496003.1	HMEL020979g1.t1
OG0009259	XP_026495218.1	HMEL035166g1.t1
OG0009260	XP_026493593.1	HMEL003749g1.t1
OG0009261	XP_026498152.1	HMEL009846g1.t1
OG0009262	XP_026494301.1	HMEL005602g1.t1
OG0009263	XP_026488548.1	HMEL006890g1.t1
OG0009265	XP_026493168.1	HMEL032589g1.t1
OG0009266	XP_026496031.1	HMEL036782g1.t1
OG0009267	XP_026501375.1	HMEL006853g1.t1
OG0009268	XP_026494246.1	HMEL007649g1.t1
OG0009269	XP_026495024.1	HMEL015614g1.t1
OG0009270	XP_026494979.1	HMEL015616g1.t1
OG0009271	XP_026495746.1	HMEL013921g1.t1
OG0009272	XP_026484988.1	HMEL031073g1.t1
OG0009273	XP_026486787.1	HMEL037657g1.t1
OG0009274	XP_026500562.1	HMEL035469g1.t1
OG0009275	XP_026494351.1	HMEL015598g1.t1
OG0009276	XP_026487773.1	HMEL002306g1.t1
OG0009277	XP_026493933.1	HMEL003074g1.t1
OG0009278	XP_026494881.1	HMEL013437g1.t1
OG0009279	XP_026495172.1	HMEL013438g1.t1
OG0009280	XP_026489529.1	HMEL013922g1.t1
OG0009281	XP_026500558.1, XP_026500559.1	HMEL008813g1.t1
OG0009282	XP_026495886.1	HMEL036791g1.t1
OG0009283	XP_026489533.1	HMEL017460g1.t1
OG0009284	XP_026498264.1	HMEL008480g1.t1
OG0009285	XP_026487745.1	HMEL007324g1.t1
OG0009287	XP_026497377.1	HMEL004103g1.t1
OG0009289	XP_026494019.1	HMEL011008g1.t1
OG0009290	XP_026494943.1	HMEL035175g1.t1
OG0009291	XP_026487775.1	HMEL006824g1.t1
OG0009292	XP_026486833.1	HMEL037664g1.t1
OG0009293	XP_026494908.1	HMEL008202g1.t1
OG0009294	XP_026491595.1	HMEL016691g1.t1
OG0009295	XP_026484980.1	HMEL015137g1.t1
OG0009296	XP_026489588.1	HMEL013138g1.t1
OG0009299	XP_026501719.1	HMEL034771g1.t1
OG0009300	XP_026494957.1	HMEL005066-RA
OG0009301	XP_026487800.1	HMEL033005g1.t1
OG0009302	XP_026486810.1	HMEL002181g1.t1
OG0009304	XP_026501303.1	HMEL016092g1.t1
OG0009305	XP_026493667.1	HMEL012505g1.t1
OG0009306	XP_026495145.1	HMEL005065g1.t1
OG0009307	XP_026486967.1	HMEL037673g1.t1
OG0009308	XP_026494854.1	HMEL012299g1.t1
OG0009310	XP_026494852.1	HMEL035179g1.t1
OG0009311	XP_026497428.1	HMEL007614g1.t1
OG0009313	XP_026498957.1	HMEL008782g1.t1
OG0009314	XP_026499587.1	HMEL008781g1.t1
OG0009315	XP_026498969.1	HMEL035517g1.t1
OG0009317	XP_026496956.1	HMEL003902g1.t1
OG0009318	XP_026495751.1	HMEL011344g1.t1
OG0009319	XP_026495272.1	HMEL035181g1.t1
OG0009320	XP_026495279.1	HMEL012295g1.t1
OG0009321	XP_026501010.1	HMEL034762g1.t1
OG0009322	XP_026495924.1	HMEL011347g1.t1
OG0009323	XP_026499442.1	HMEL008777-RA
OG0009324	XP_026499893.1	HMEL008776g1.t1
OG0009325	XP_026487657.1	HMEL006793g1.t1
OG0009326	XP_026488831.1	HMEL007054g1.t1
OG0009327	XP_026495477.1	HMEL032359g1.t1, HMEL032360g1.t1
OG0009328	XP_026495278.1	HMEL021154g1.t1
OG0009329	XP_026499615.1	HMEL031646g1.t1
OG0009330	XP_026495742.1	HMEL011354g1.t1
OG0009331	XP_026497466.1	HMEL007023g1.t1
OG0009332	XP_026497531.1	HMEL007022g1.t1
OG0009333	XP_026489544.1	HMEL036569g1.t1
OG0009334	XP_026488899.1	HMEL007049g1.t1
OG0009335	XP_026499144.1	HMEL006629g1.t1
OG0009336	XP_026488842.1	HMEL007048g1.t1
OG0009337	XP_026485616.1	HMEL036049g1.t1
OG0009338	XP_026495942.1	HMEL011359g1.t1
OG0009339	XP_026495438.1	HMEL020037g1.t1
OG0009340	XP_026494906.1	HMEL004703g1.t1
OG0009342	XP_026494806.1	HMEL004701g1.t1
OG0009343	XP_026496953.1	HMEL037002g1.t1
OG0009344	XP_026499875.1	HMEL015058g1.t1
OG0009345	XP_026495170.1	HMEL004699g1.t1
OG0009346	XP_026498226.1	HMEL005444g1.t1
OG0009347	XP_026495165.1	HMEL004698g1.t1
OG0009348	XP_026495166.1	HMEL020887g1.t1
OG0009349	XP_026498258.1	HMEL005446g1.t1
OG0009350	XP_026497436.1	HMEL015022g1.t1
OG0009351	XP_026495457.1	HMEL032352g1.t1
OG0009352	XP_026497435.1	HMEL015021g1.t1
OG0009353	XP_026485016.1	HMEL031087g1.t1
OG0009354	XP_026493562.1	HMEL014558g1.t1
OG0009355	XP_026495161.1	HMEL035186g1.t1
OG0009356	XP_026487437.1	HMEL033040g1.t1
OG0009358	XP_026495458.1	HMEL006482g1.t1
OG0009359	XP_026494245.1	HMEL038138g1.t1
OG0009360	XP_026493940.1	HMEL010220g1.t1
OG0009361	XP_026500577.1	HMEL013480g1.t1
OG0009362	XP_026497397.1	HMEL015012g1.t1
OG0009363	XP_026493840.1	HMEL010219g1.t1
OG0009364	XP_026494026.1	HMEL010217g1.t1
OG0009365	XP_026500576.1	HMEL013476g1.t1
OG0009366	XP_026491641.1	HMEL033684g1.t1
OG0009367	XP_026496488.1	HMEL011779g1.t1
OG0009368	XP_026491655.1	HMEL016447g1.t1
OG0009369	XP_026496894.1	HMEL002641g1.t1
OG0009370	XP_026493427.1	HMEL012130g1.t1
OG0009371	XP_026484996.1	HMEL031093g1.t1
OG0009372	XP_026500588.1	HMEL038120g1.t1, HMEL032976g1.t1, HMEL034823g1.t1, HMEL033660g1.t1, HMEL035499g1.t1
OG0009373	XP_026497376.1	HMEL038225g1.t1
OG0009374	XP_026487369.1	HMEL004441g1.t1
OG0009375	XP_026498885.1	HMEL010643g1.t1
OG0009376	XP_026487923.1	HMEL005954g1.t1
OG0009377	XP_026483210.1	HMEL005267g1.t1
OG0009378	XP_026498949.1	HMEL010646g1.t1
OG0009379	XP_026489041.1	HMEL015454g1.t1
OG0009382	XP_026496784.1	HMEL037062g1.t1
OG0009384	XP_026499416.1	HMEL008783g1.t1
OG0009386	XP_026498944.1	HMEL004958g1.t1
OG0009387	XP_026500560.1	HMEL008809g1.t1
OG0009388	XP_026496782.1	HMEL037063g1.t1
OG0009389	XP_026498938.1	HMEL035768g1.t1, HMEL038146g1.t1
OG0009390	XP_026491591.1	HMEL016452g1.t1
OG0009391	XP_026498945.1	HMEL004957g1.t1
OG0009393	XP_026484927.1	HMEL011745g1.t1
OG0009394	XP_026485474.1	HMEL021601g1.t1
OG0009395	XP_026499687.1	HMEL011981g1.t1
OG0009396	XP_026483194.1	HMEL005269g1.t1
OG0009397	XP_026486901.1	HMEL012319g1.t1
OG0009401	XP_026485152.1	HMEL031098g1.t1
OG0009402	XP_026498926.1	HMEL008166g1.t1
OG0009403	XP_026486801.1	HMEL037641g1.t1
OG0009404	XP_026486799.1	HMEL037642g1.t1
OG0009405	XP_026485388.1	HMEL017475g1.t1
OG0009406	XP_026486060.1	HMEL015653g1.t1
OG0009410	XP_026498568.1	HMEL006654g1.t1
OG0009411	XP_026493531.1, XP_026493477.1	HMEL036343g1.t1
OG0009413	XP_026495752.1	HMEL016722g1.t1
OG0009414	XP_026499783.1	HMEL031659g1.t1
OG0009415	XP_026498286.1	HMEL012520g1.t1
OG0009416	XP_026498587.1	HMEL006658g1.t1
OG0009417	XP_026497734.1	HMEL006075g1.t1
OG0009418	XP_026494980.1	HMEL035197g1.t1
OG0009419	XP_026487839.1	HMEL030799g1.t1
OG0009420	XP_026499539.1	HMEL010374g1.t1
OG0009421	XP_026499069.1	HMEL002822g1.t1
OG0009422	XP_026495212.1	HMEL035094g1.t1
OG0009423	XP_026484873.1	HMEL003337g1.t1
OG0009424	XP_026494955.1	HMEL007695g1.t1
OG0009425	XP_026499821.1	HMEL015296g1.t1
OG0009426	XP_026496017.1	HMEL021526g1.t1
OG0009427	XP_026496012.1	HMEL021527g1.t1
OG0009428	XP_026495403.1	HMEL032345g1.t1
OG0009429	XP_026496611.1	HMEL015965g1.t1
OG0009430	XP_026496616.1	HMEL015962g1.t1
OG0009431	XP_026495868.1	HMEL002376g1.t1
OG0009433	XP_026495821.1	HMEL036815g1.t1
OG0009434	XP_026485514.1	HMEL020367g1.t1
OG0009435	XP_026499201.1	HMEL006639g1.t1
OG0009436	XP_026495625.1	HMEL002380g1.t1
OG0009437	XP_026495624.1	HMEL002381g1.t1
OG0009439	XP_026499142.1	HMEL006638g1.t1
OG0009440	XP_026499813.1	HMEL031669g1.t1
OG0009441	XP_026499211.1	HMEL006637g1.t1
OG0009442	XP_026483946.1	HMEL030055g1.t1
OG0009443	XP_026483202.1	HMEL038212g1.t1
OG0009444	XP_026485006.1	HMEL015183g1.t1
OG0009447	XP_026499293.1	HMEL006634g1.t1
OG0009450	XP_026495180.1	HMEL035204g1.t1
OG0009451	XP_026495628.1	HMEL011826g1.t1
OG0009452	XP_026487444.1	HMEL015633g1.t1
OG0009453	XP_026493347.1	HMEL003687g1.t1
OG0009455	XP_026496121.1	HMEL021686g1.t1
OG0009456	XP_026483189.1	HMEL006084g1.t1
OG0009457	XP_026484472.1	HMEL031062g1.t1
OG0009458	XP_026496154.1	HMEL032176g1.t1
OG0009460	XP_026501267.1	HMEL032121g1.t1
OG0009461	XP_026501258.1	HMEL020073g1.t1
OG0009462	XP_026489020.1	HMEL011075g1.t1
OG0009463	XP_026498888.1	HMEL038162g1.t1
OG0009464	XP_026498887.1	HMEL008186g1.t1
OG0009466	XP_026483979.1	HMEL030050g1.t1
OG0009467	XP_026499321.1	HMEL032119g1.t1
OG0009468	XP_026496529.1	HMEL007981g1.t1
OG0009469	XP_026495185.1	HMEL003966g1.t1
OG0009470	XP_026487577.1	HMEL011368g1.t1
OG0009471	XP_026496533.1	HMEL006751g1.t1
OG0009472	XP_026498582.1	HMEL034234g1.t1
OG0009474	XP_026487648.1	HMEL011371g1.t1
OG0009475	XP_026498566.1	HMEL034232g1.t1
OG0009477	XP_026496551.1	HMEL011848g1.t1
OG0009478	XP_026496550.1	HMEL011847g1.t1
OG0009479	XP_026495262.1	HMEL021953g1.t1
OG0009480	XP_026491755.1	HMEL017719g1.t1
OG0009482	XP_026495714.1	HMEL036825g1.t1
OG0009483	XP_026491435.1	HMEL033720g1.t1
OG0009485	XP_026495507.1	HMEL013056g1.t1
OG0009486	XP_026494847.1	HMEL035212g1.t1
OG0009487	XP_026494827.1	HMEL008024g1.t1
OG0009488	XP_026492847.1	HMEL016069g1.t1
OG0009490	XP_026486681.1	HMEL010114g1.t1
OG0009491	XP_026486680.1	HMEL010116g1.t1
OG0009492	XP_026486719.1	HMEL010117g1.t1
OG0009493	XP_026486715.1	HMEL010118g1.t1
OG0009496	XP_026500056.1	HMEL004649g1.t1
OG0009497	XP_026486856.1	HMEL003667g1.t1
OG0009499	XP_026485352.1	HMEL011764g1.t1
OG0009500	XP_026498687.1	HMEL005058g1.t1
OG0009501	XP_026484839.1	HMEL015202g1.t1
OG0009502	XP_026488024.1	HMEL035732g1.t1, HMEL013783g1.t1
OG0009503	XP_026485345.1	HMEL011768g1.t1
OG0009504	XP_026488026.1	HMEL036829g1.t1
OG0009505	XP_026486700.1	HMEL038176g1.t1
OG0009506	XP_026486706.1	HMEL004476g1.t1
OG0009507	XP_026484035.1	HMEL011273g1.t1
OG0009508	XP_026487805.1	HMEL011388g1.t1
OG0009509	XP_026492778.1	HMEL008007g1.t1
OG0009510	XP_026487814.1	HMEL011394g1.t1
OG0009511	XP_026487808.1	HMEL011393g1.t1
OG0009512	XP_026484174.1	HMEL011277g1.t1
OG0009513	XP_026494928.1	HMEL002386g1.t1
OG0009514	XP_026494932.1	HMEL035216g1.t1
OG0009515	XP_026494926.1	HMEL014601g1.t1
OG0009516	XP_026483933.1	HMEL011282g1.t1
OG0009517	XP_026494923.1	HMEL014600g1.t1
OG0009518	XP_026492848.1	HMEL004763g1.t1
OG0009519	XP_026499176.1	HMEL003555g1.t1
OG0009520	XP_026499173.1	HMEL003554g1.t1
OG0009521	XP_026493410.1	HMEL017427g1.t1
OG0009522	XP_026485716.1	HMEL032005g1.t1
OG0009523	XP_026485563.1	HMEL021772g1.t1
OG0009524	XP_026485564.1	HMEL036015g1.t1
OG0009525	XP_026485571.1	HMEL007543g1.t1
OG0009526	XP_026492856.1	HMEL004760g1.t1
OG0009527	XP_026490005.1	HMEL012079g1.t1
OG0009528	XP_026501803.1	HMEL009690g1.t1
OG0009529	XP_026489222.1	HMEL013387g1.t1
OG0009530	XP_026501807.1	HMEL009688g1.t1
OG0009531	XP_026495341.1	HMEL007757g1.t1
OG0009532	XP_026485568.1	HMEL035955g1.t1
OG0009533	XP_026495340.1	HMEL007758g1.t1
OG0009534	XP_026489214.1	HMEL037719g1.t1
OG0009535	XP_026494921.1	HMEL007759g1.t1
OG0009536	XP_026488072.1	HMEL033306g1.t1
OG0009537	XP_026494762.1	HMEL003713g1.t1
OG0009538	XP_026501796.1	HMEL009686g1.t1
OG0009539	XP_026490863.1	HMEL022412g1.t1
OG0009541	XP_026488666.1	HMEL009681g1.t1
OG0009542	XP_026488088.1	HMEL015462g1.t1
OG0009543	XP_026484178.1	HMEL002674g1.t1
OG0009544	XP_026486576.1	HMEL008421g1.t1
OG0009545	XP_026487348.1	HMEL033056g1.t1
OG0009546	XP_026486577.1	HMEL031681g1.t1
