Orthogroup	Vanessa_tameamea	Heliconius_erato_lativitta
OG0009231	XP_026492201.1	HEL_010752-RA
OG0009233	XP_026494364.1	HEL_003708-RA
OG0009234	XP_026498187.1	HEL_012901-RA
OG0009235	XP_026491088.1	HEL_004583-RA
OG0009236	XP_026498183.1	HEL_012902-RA
OG0009238	XP_026493877.1	HEL_013745-RA
OG0009240	XP_026498290.1	HEL_000282-RA
OG0009241	XP_026487687.1	HEL_002995-RA
OG0009243	XP_026501322.1	HEL_009973-RA
OG0009246	XP_026496957.1	HEL_006089-RA
OG0009247	XP_026501403.1	HEL_009976-RA
OG0009248	XP_026485865.1	HEL_000050-RA
OG0009251	XP_026501319.1	HEL_009982-RA
OG0009252	XP_026496898.1	HEL_006085-RA
OG0009253	XP_026488272.1	HEL_007454-RA
OG0009254	XP_026498306.1	HEL_000276-RA
OG0009256	XP_026493876.1	HEL_013750-RA
OG0009257	XP_026501390.1	HEL_009985-RA
OG0009260	XP_026493593.1	HEL_004709-RA
OG0009262	XP_026494301.1	HEL_003693-RA
OG0009264	XP_026488557.1	HEL_006919-RA
OG0009271	XP_026495746.1	HEL_013613-RA
OG0009273	XP_026486787.1	HEL_001081-RA
OG0009275	XP_026494351.1	HEL_003788-RA
OG0009276	XP_026487773.1	HEL_003013-RA
OG0009277	XP_026493933.1	HEL_014079-RA
OG0009280	XP_026489529.1	HEL_012923-RA
OG0009281	XP_026500558.1, XP_026500559.1	HEL_014473-RA
OG0009283	XP_026489533.1	HEL_012924-RA
OG0009284	XP_026498264.1	HEL_000274-RA
OG0009285	XP_026487745.1	HEL_003022-RA
OG0009286	XP_026487776.1	HEL_003021-RA
OG0009287	XP_026497377.1	HEL_012359-RA
OG0009288	XP_026495483.1	HEL_008210-RA
OG0009289	XP_026494019.1	HEL_014080-RA
OG0009291	XP_026487775.1	HEL_003026-RA
OG0009294	XP_026491595.1	HEL_004559-RA
OG0009297	XP_026492336.1	HEL_010743-RA
OG0009299	XP_026501719.1	HEL_006303-RA
OG0009301	XP_026487800.1	HEL_003038-RA
OG0009303	XP_026488453.1	HEL_007428-RA
OG0009304	XP_026501303.1	HEL_010016-RA
OG0009305	XP_026493667.1	HEL_002755-RA
OG0009307	XP_026486967.1	HEL_001106-RA
OG0009309	XP_026497432.1	HEL_012353-RA
OG0009311	XP_026497428.1	HEL_012352-RA
OG0009312	XP_026488461.1	HEL_007425-RA
OG0009316	XP_026491671.1	HEL_004548-RA
OG0009317	XP_026496956.1	HEL_006077-RA
OG0009318	XP_026495751.1	HEL_013631-RA
OG0009322	XP_026495924.1	HEL_013634-RA
OG0009325	XP_026487657.1	HEL_003053-RA
OG0009326	XP_026488831.1	HEL_013555-RA
OG0009330	XP_026495742.1	HEL_013641-RA
OG0009331	XP_026497466.1	HEL_012343-RA
OG0009332	XP_026497531.1	HEL_012342-RA
OG0009333	XP_026489544.1	HEL_012928-RA
OG0009337	XP_026485616.1	HEL_004206-RA
OG0009338	XP_026495942.1	HEL_013649-RA
OG0009341	XP_026493864.1	HEL_012258-RA
OG0009346	XP_026498226.1	HEL_000264-RA
OG0009349	XP_026498258.1	HEL_000261-RA
OG0009350	XP_026497436.1	HEL_012337-RA
OG0009351	XP_026495457.1	HEL_008184-RA
OG0009352	XP_026497435.1	HEL_012336-RA
OG0009354	XP_026493562.1	HEL_007319-RA
OG0009356	XP_026487437.1	HEL_003102-RA
OG0009357	XP_026498644.1	HEL_005498-RA
OG0009358	XP_026495458.1	HEL_008183-RA
OG0009359	XP_026494245.1	HEL_003834-RA
OG0009360	XP_026493940.1	HEL_012464-RA
OG0009363	XP_026493840.1	HEL_012463-RA
OG0009364	XP_026494026.1	HEL_012461-RA
OG0009366	XP_026491641.1	HEL_014151-RA
OG0009367	XP_026496488.1	HEL_008152-RA
OG0009368	XP_026491655.1	HEL_014156-RA
OG0009369	XP_026496894.1	HEL_010578-RA
OG0009370	XP_026493427.1	HEL_007292-RA
OG0009374	XP_026487369.1	HEL_003092-RA
OG0009375	XP_026498885.1	HEL_003839-RA
OG0009377	XP_026483210.1	HEL_012310-RA
OG0009379	XP_026489041.1	HEL_013156-RA
OG0009380	XP_026499651.1	HEL_012201-RA
OG0009381	XP_026484946.1	HEL_001402-RA
OG0009382	XP_026496784.1	HEL_010586-RA
OG0009383	XP_026499593.1	HEL_012203-RA
OG0009386	XP_026498944.1	HEL_003844-RA
OG0009387	XP_026500560.1	HEL_014475-RA
OG0009388	XP_026496782.1	HEL_010587-RA
OG0009389	XP_026498938.1	HEL_003845-RA
OG0009391	XP_026498945.1	HEL_003846-RA
OG0009393	XP_026484927.1	HEL_001409-RA
OG0009395	XP_026499687.1	HEL_012212-RA
OG0009396	XP_026483194.1	HEL_013487-RA
OG0009397	XP_026486901.1	HEL_001120-RA
OG0009400	XP_026498924.1	HEL_003861-RA, HEL_003862-RA
OG0009402	XP_026498926.1	HEL_003864-RA
OG0009405	XP_026485388.1	HEL_012386-RA
OG0009409	XP_026498554.1	HEL_005487-RA
OG0009412	XP_026495755.1	HEL_013604-RA
OG0009413	XP_026495752.1	HEL_013601-RA
OG0009414	XP_026499783.1	HEL_012221-RA
OG0009415	XP_026498286.1	HEL_000227-RA
OG0009416	XP_026498587.1	HEL_005482-RA
OG0009417	XP_026497734.1	HEL_006853-RA
OG0009419	XP_026487839.1	HEL_002698-RA
OG0009420	XP_026499539.1	HEL_007017-RA
OG0009421	XP_026499069.1	HEL_007003-RA
OG0009423	XP_026484873.1	HEL_001431-RA
OG0009425	XP_026499821.1	HEL_012226-RA
OG0009429	XP_026496611.1	HEL_006784-RA
OG0009431	XP_026495868.1	HEL_013597-RA
OG0009432	XP_026499776.1	HEL_012238-RA
OG0009433	XP_026495821.1	HEL_013596-RA
OG0009436	XP_026495625.1	HEL_013593-RA
OG0009437	XP_026495624.1	HEL_013592-RA
OG0009438	XP_026499199.1	HEL_000957-RA
OG0009442	XP_026483946.1	HEL_005950-RA
OG0009443	XP_026483202.1	HEL_013453-RA
OG0009444	XP_026485006.1	HEL_001320-RA
OG0009445	XP_026487465.1	HEL_003079-RA
OG0009448	XP_026496680.1	HEL_010615-RA
OG0009451	XP_026495628.1	HEL_013588-RA
OG0009452	XP_026487444.1	HEL_003077-RA
OG0009453	XP_026493347.1	HEL_007256-RA
OG0009454	XP_026498584.1	HEL_005472-RA
OG0009456	XP_026483189.1	HEL_013450-RA
OG0009459	XP_026488282.1	HEL_007382-RA
OG0009462	XP_026489020.1	HEL_013130-RA
OG0009464	XP_026498887.1	HEL_003883-RA, HEL_003884-RA
OG0009465	XP_026496536.1, XP_026496535.1	HEL_008101-RA
OG0009466	XP_026483979.1	HEL_005941-RA
OG0009467	XP_026499321.1	HEL_000296-RA, HEL_000297-RA
OG0009468	XP_026496529.1	HEL_008102-RA
OG0009470	XP_026487577.1	HEL_003105-RA
OG0009471	XP_026496533.1	HEL_008107-RA
OG0009473	XP_026493285.1	HEL_007241-RA
OG0009474	XP_026487648.1	HEL_003113-RA
OG0009477	XP_026496551.1	HEL_008115-RA
OG0009478	XP_026496550.1	HEL_008116-RA
OG0009480	XP_026491755.1	HEL_004388-RA
OG0009482	XP_026495714.1	HEL_013562-RA
OG0009483	XP_026491435.1	HEL_004395-RA
OG0009485	XP_026495507.1	HEL_013558-RA
OG0009488	XP_026492847.1	HEL_010643-RA
OG0009489	XP_026486067.1	HEL_010982-RA
OG0009490	XP_026486681.1	HEL_003897-RA
OG0009491	XP_026486680.1	HEL_003900-RA
OG0009492	XP_026486719.1	HEL_003902-RA
OG0009493	XP_026486715.1	HEL_003903-RA
OG0009494	XP_026487668.1	HEL_003126-RA
OG0009498	XP_026487417.1	HEL_003128-RA
OG0009499	XP_026485352.1	HEL_012374-RA
OG0009500	XP_026498687.1	HEL_005464-RA
OG0009501	XP_026484839.1	HEL_001297-RA
OG0009503	XP_026485345.1	HEL_012371-RA
OG0009504	XP_026488026.1	HEL_012001-RA
OG0009505	XP_026486700.1	HEL_003909-RA
OG0009506	XP_026486706.1	HEL_003911-RA
OG0009507	XP_026484035.1	HEL_005917-RA
OG0009508	XP_026487805.1	HEL_003133-RA
OG0009510	XP_026487814.1	HEL_003137-RA
OG0009511	XP_026487808.1	HEL_003138-RA
OG0009512	XP_026484174.1	HEL_005912-RA
OG0009516	XP_026483933.1	HEL_005907-RA
OG0009521	XP_026493410.1	HEL_007213-RA
OG0009522	XP_026485716.1	HEL_000066-RA
OG0009524	XP_026485564.1	HEL_012365-RA
OG0009525	XP_026485571.1	HEL_012364-RA
OG0009527	XP_026490005.1	HEL_007045-RA
OG0009532	XP_026485568.1	HEL_014256-RA
OG0009537	XP_026494762.1	HEL_002940-RA
OG0009540	XP_026488083.1	HEL_013360-RA
OG0009543	XP_026484178.1	HEL_009615-RA
OG0009544	XP_026486576.1	HEL_012613-RA
OG0009545	XP_026487348.1	HEL_003149-RA
OG0009546	XP_026486577.1	HEL_012619-RA
OG0009547	XP_026484036.1	HEL_005898-RA
OG0009549	XP_026499764.1	HEL_014174-RA
OG0009550	XP_026487525.1	HEL_003157-RA
OG0009551	XP_026487516.1	HEL_003158-RA
OG0009552	XP_026486286.1	HEL_000080-RA
OG0009553	XP_026486288.1	HEL_000081-RA
OG0009554	XP_026497423.1	HEL_007048-RA
OG0009558	XP_026490826.1	HEL_013427-RA
OG0009559	XP_026486281.1	HEL_000087-RA
OG0009560	XP_026493357.1	HEL_007201-RA
OG0009563	XP_026497185.1	HEL_007050-RA
OG0009565	XP_026487642.1	HEL_003162-RA
OG0009568	XP_026494804.1	HEL_011592-RA
OG0009570	XP_026483947.1	HEL_005890-RA
OG0009571	XP_026494800.1	HEL_011593-RA
OG0009574	XP_026493346.1	HEL_007194-RA
OG0009575	XP_026485998.1	HEL_000099-RA
OG0009578	XP_026490832.1	HEL_013421-RA
OG0009579	XP_026490246.1	HEL_012627-RA
OG0009580	XP_026501774.1	HEL_005886-RA
OG0009583	XP_026489229.1	HEL_009770-RA
OG0009584	XP_026486169.1	HEL_000107-RA
OG0009586	XP_026497095.1	HEL_007055-RA
OG0009587	XP_026496491.1	HEL_008137-RA
OG0009588	XP_026486168.1	HEL_000112-RA
OG0009591	XP_026496085.1	HEL_011912-RA
OG0009593	XP_026490734.1	HEL_008249-RA
OG0009600	XP_026496072.1	HEL_011918-RA
OG0009601	XP_026501676.1	HEL_011614-RA
OG0009602	XP_026500049.1	HEL_006616-RA
OG0009603	XP_026490737.1	HEL_008255-RA, HEL_008253-RA
OG0009604	XP_026487535.1	HEL_003176-RA
OG0009605	XP_026487436.1	HEL_003178-RA
OG0009606	XP_026490757.1	HEL_008280-RA
OG0009609	XP_026489519.1	HEL_006208-RA
OG0009610	XP_026484708.1	HEL_001234-RA
OG0009611	XP_026484675.1	HEL_001231-RA
OG0009612	XP_026489769.1	HEL_009825-RA
OG0009613	XP_026487980.1	HEL_012032-RA
OG0009615	XP_026485219.1	HEL_011930-RA
OG0009616	XP_026490858.1	HEL_011487-RA
OG0009617	XP_026490268.1	HEL_008625-RA
OG0009619	XP_026500722.1	HEL_010419-RA
OG0009621	XP_026486221.1	HEL_000135-RA
OG0009623	XP_026492662.1	HEL_006629-RA
OG0009624	XP_026493017.1	HEL_012880-RA
OG0009625	XP_026484511.1	HEL_001225-RA
OG0009626	XP_026490914.1	HEL_011467-RA
OG0009627	XP_026490917.1	HEL_011466-RA
OG0009629	XP_026488173.1	HEL_011941-RA
OG0009630	XP_026489490.1	HEL_006236-RA
OG0009631	XP_026490312.1	HEL_008619-RA
OG0009632	XP_026490256.1	HEL_008618-RA
OG0009634	XP_026491219.1	HEL_004419-RA
OG0009635	XP_026499929.1	HEL_009826-RA
OG0009636	XP_026494487.1	HEL_008300-RA
OG0009641	XP_026499948.1	HEL_009834-RA, HEL_009835-RA
OG0009642	XP_026492672.1	HEL_006642-RA
OG0009644	XP_026499930.1	HEL_009841-RA
OG0009645	XP_026492574.1	HEL_006644-RA
OG0009646	XP_026499932.1, XP_026499933.1	HEL_009843-RA
OG0009648	XP_026486469.1	HEL_006248-RA
OG0009651	XP_026501655.1	HEL_010037-RA
OG0009653	XP_026491074.1	HEL_004437-RA
OG0009654	XP_026491871.1, XP_026491872.1	HEL_008546-RA
OG0009655	XP_026490795.1	HEL_011451-RA
OG0009656	XP_026494564.1	HEL_011960-RA
OG0009657	XP_026498358.1	HEL_013078-RA
OG0009658	XP_026501425.1	HEL_010031-RA
OG0009661	XP_026486452.1	HEL_009597-RA
OG0009662	XP_026498384.1	HEL_008323-RA
OG0009665	XP_026491993.1	HEL_008544-RA
OG0009668	XP_026498351.1	HEL_013090-RA
OG0009669	XP_026490885.1	HEL_011422-RA
OG0009670	XP_026499940.1	HEL_009853-RA
OG0009671	XP_026498376.1	HEL_008328-RA
OG0009673	XP_026489198.1	HEL_010314-RA
OG0009675	XP_026500701.1	HEL_010408-RA
OG0009680	XP_026499923.1	HEL_014606-RA
OG0009681	XP_026487118.1	HEL_008337-RA
OG0009682	XP_026488781.1	HEL_003226-RA
OG0009683	XP_026487210.1	HEL_011973-RA
OG0009684	XP_026492728.1	HEL_006665-RA
OG0009685	XP_026489182.1	HEL_010340-RA
OG0009686	XP_026492622.1	HEL_006672-RA
OG0009687	XP_026500768.1	HEL_010406-RA
OG0009688	XP_026483234.1	HEL_011977-RA
OG0009689	XP_026497412.1	HEL_007137-RA
OG0009690	XP_026486012.1	HEL_000170-RA
OG0009691	XP_026489148.1	HEL_010349-RA
OG0009692	XP_026487110.1	HEL_008344-RA
OG0009697	XP_026484661.1	HEL_001171-RA
OG0009701	XP_026486144.1	HEL_000189-RA
OG0009704	XP_026500644.1	HEL_010388-RA
OG0009705	XP_026501795.1	HEL_008367-RA
OG0009706	XP_026500692.1	HEL_010387-RA
OG0009709	XP_026500631.1	HEL_010424-RA
OG0009711	XP_026483275.1	HEL_005050-RA, HEL_005051-RA
OG0009725	XP_026500672.1	HEL_010402-RA
OG0009726	XP_026490453.1	HEL_003312-RA
OG0009732	XP_026497115.1	HEL_006712-RA
OG0009736	XP_026490554.1	HEL_003309-RA
OG0009738	XP_026484322.1	HEL_013122-RA
OG0009739	XP_026491954.1	HEL_008494-RA
OG0009742	XP_026501367.1	HEL_008409-RA
OG0009743	XP_026490532.1	HEL_003302-RA
OG0009746	XP_026501441.1	HEL_011654-RA
OG0009748	XP_026501440.1	HEL_011653-RA
OG0009750	XP_026485980.1	HEL_000212-RA
OG0009751	XP_026486659.1	HEL_012810-RA
OG0009752	XP_026501382.1	HEL_008405-RA
OG0009754	XP_026501307.1	HEL_008397-RA
OG0009756	XP_026491885.1	HEL_008482-RA
OG0009758	XP_026491538.1	HEL_004488-RA
OG0009759	XP_026490473.1	HEL_003275-RA
OG0009761	XP_026501619.1	HEL_011646-RA
OG0009762	XP_026491952.1	HEL_008476-RA
OG0009763	XP_026498503.1	HEL_007150-RA
OG0009764	XP_026491333.1	HEL_004507-RA
OG0009765	XP_026484848.1	HEL_013097-RA
OG0009767	XP_026490496.1	HEL_003257-RA
OG0009768	XP_026501472.1	HEL_011634-RA
OG0009769	XP_026501609.1	HEL_011640-RA
OG0009771	XP_026491454.1	HEL_004509-RA
OG0009776	XP_026498595.1	HEL_007160-RA
OG0009777	XP_026488795.1	HEL_003233-RA
OG0009778	XP_026497051.1	HEL_006749-RA
OG0009779	XP_026490382.1	HEL_007112-RA
OG0009780	XP_026490200.1	HEL_007116-RA
OG0009781	XP_026484350.1	HEL_013407-RA
OG0009782	XP_026497174.1	HEL_006763-RA
OG0009784	XP_026484867.1	HEL_013400-RA
OG0009785	XP_026496568.1	HEL_006768-RA
OG0009787	XP_026496597.1	HEL_006770-RA
OG0009788	XP_026496592.1	HEL_006774-RA
OG0009789	XP_026494749.1	HEL_002928-RA
OG0009790	XP_026494723.1	HEL_002933-RA
OG0009791	XP_026483121.1	HEL_010382-RA
OG0009793	XP_026483694.1	HEL_000679-RA
OG0009794	XP_026493241.1	HEL_013792-RA
OG0009795	XP_026497657.1	HEL_004844-RA
OG0009797	XP_026483776.1	HEL_000578-RA
OG0009798	XP_026485169.1	HEL_001430-RA
OG0009799	XP_026487996.1	HEL_012055-RA
OG0009800	XP_026492350.1	HEL_010714-RA
OG0009801	XP_026497327.1	HEL_001872-RA
OG0009802	XP_026494398.1	HEL_006406-RA
OG0009803	XP_026494598.1	HEL_011177-RA
OG0009804	XP_026494216.1	HEL_014255-RA
OG0009805	XP_026497774.1	HEL_006854-RA
OG0009806	XP_026483203.1	HEL_013455-RA
OG0009807	XP_026488725.1	HEL_011241-RA
OG0009808	XP_026489445.1	HEL_003409-RA, HEL_003412-RA
OG0009810	XP_026485176.1	HEL_013118-RA
OG0009811	XP_026491012.1	HEL_005122-RA
OG0009812	XP_026488814.1	HEL_004098-RA
OG0009813	XP_026491777.1	HEL_004517-RA
OG0009814	XP_026490723.1	HEL_004114-RA
OG0009815	XP_026501528.1	HEL_010040-RA
OG0009816	XP_026483894.1	HEL_002193-RA
OG0009818	XP_026484570.1	HEL_001597-RA
OG0009819	XP_026499866.1	HEL_004893-RA
OG0009820	XP_026484944.1	HEL_001387-RA
OG0009821	XP_026498453.1	HEL_011079-RA
OG0009822	XP_026499913.1	HEL_009851-RA
OG0009823	XP_026498760.1	HEL_011904-RA
OG0009824	XP_026494780.1	HEL_002907-RA
OG0009825	XP_026494898.1	HEL_006394-RA
OG0009826	XP_026496504.1	HEL_008171-RA
OG0009827	XP_026492862.1	HEL_006542-RA
OG0009828	XP_026493004.1	HEL_012882-RA
OG0009830	XP_026499626.1	HEL_012115-RA
OG0009831	XP_026486921.1	HEL_001124-RA
OG0009832	XP_026485067.1	HEL_013408-RA
OG0009833	XP_026499067.1	HEL_000855-RA
OG0009834	XP_026494739.1	HEL_006391-RA
OG0009836	XP_026500358.1	HEL_013205-RA
OG0009837	XP_026491437.1	HEL_004391-RA
OG0009838	XP_026486495.1	HEL_011989-RA
OG0009839	XP_026487768.1	HEL_003018-RA
OG0009840	XP_026493402.1	HEL_009703-RA
OG0009841	XP_026497034.1	HEL_006153-RA
OG0009842	XP_026493563.1	HEL_006535-RA
OG0009843	XP_026501350.1	HEL_008054-RA
OG0009844	XP_026501697.1	HEL_010227-RA
OG0009845	XP_026486197.1	HEL_013273-RA
OG0009846	XP_026485819.1	HEL_010951-RA
OG0009847	XP_026487941.1	HEL_008904-RA
OG0009848	XP_026491342.1	HEL_008855-RA
OG0009849	XP_026500935.1, XP_026500949.1, XP_026500941.1	HEL_006266-RA
OG0009852	XP_026492702.1	HEL_006679-RA
OG0009853	XP_026496002.1	HEL_012755-RA
OG0009854	XP_026484290.1	HEL_006300-RA
OG0009855	XP_026489647.1	HEL_005183-RA
OG0009856	XP_026499567.1	HEL_012153-RA
OG0009857	XP_026490525.1	HEL_003294-RA
OG0009858	XP_026496007.1	HEL_012756-RA
OG0009859	XP_026497132.1	HEL_007135-RA
OG0009860	XP_026486755.1	HEL_004163-RA
OG0009861	XP_026487769.1	HEL_003037-RA
OG0009862	XP_026488746.1	HEL_011299-RA
OG0009863	XP_026496766.1	HEL_007727-RA
OG0009864	XP_026488744.1	HEL_011300-RA
OG0009866	XP_026489572.1	HEL_009529-RA
OG0009867	XP_026485524.1	HEL_004355-RA
OG0009869	XP_026484609.1	HEL_001158-RA
OG0009870	XP_026489152.1	HEL_010371-RA
OG0009873	XP_026485182.1	HEL_010236-RA
OG0009874	XP_026496399.1	HEL_005632-RA
OG0009875	XP_026491193.1	HEL_008700-RA
OG0009877	XP_026485087.1	HEL_010235-RA
OG0009878	XP_026497358.1	HEL_001938-RA
OG0009879	XP_026484934.1	HEL_001403-RA
OG0009880	XP_026497696.1	HEL_004958-RA
OG0009881	XP_026486656.1	HEL_012809-RA
OG0009882	XP_026486660.1, XP_026486661.1	HEL_012808-RA
OG0009883	XP_026499455.1	HEL_009583-RA
OG0009885	XP_026498099.1	HEL_012435-RA
OG0009886	XP_026493561.1	HEL_013761-RA
OG0009887	XP_026498265.1	HEL_000246-RA
OG0009888	XP_026484643.1	HEL_001221-RA
OG0009889	XP_026487733.1	HEL_003045-RA
OG0009890	XP_026495613.1	HEL_013638-RA
OG0009891	XP_026491185.1	HEL_008691-RA
OG0009892	XP_026500989.1	HEL_012533-RA, HEL_012532-RA
OG0009893	XP_026493261.1	HEL_013764-RA
OG0009894	XP_026496099.1	HEL_000356-RA
OG0009895	XP_026491075.1	HEL_006451-RA
OG0009896	XP_026485349.1	HEL_012368-RA
OG0009897	XP_026494202.1	HEL_003667-RA
OG0009898	XP_026487304.1	HEL_000698-RA
OG0009899	XP_026486793.1	HEL_009798-RA
OG0009900	XP_026493291.1	HEL_007294-RA
OG0009901	XP_026496229.1	HEL_005265-RA
OG0009902	XP_026486057.1	HEL_000201-RA
OG0009903	XP_026489516.1	HEL_007975-RA
OG0009904	XP_026493412.1	HEL_007230-RA
OG0009905	XP_026493478.1	HEL_007229-RA
OG0009906	XP_026487608.1	HEL_002973-RA
OG0009907	XP_026499879.1	HEL_004899-RA
OG0009909	XP_026485503.1	HEL_004288-RA
OG0009910	XP_026489837.1	HEL_012801-RA
OG0009911	XP_026497691.1	HEL_004944-RA
OG0009912	XP_026495649.1, XP_026495650.1	HEL_005842-RA
OG0009913	XP_026484014.1	HEL_005910-RA
OG0009914	XP_026499055.1, XP_026499056.1	HEL_000879-RA
OG0009915	XP_026488890.1	HEL_000794-RA
OG0009916	XP_026494700.1, XP_026494701.1	HEL_002951-RA, HEL_002949-RA
OG0009918	XP_026491374.1	HEL_004470-RA
OG0009919	XP_026487609.1	HEL_002968-RA
OG0009920	XP_026492170.1	HEL_010718-RA
OG0009922	XP_026494528.1	HEL_009556-RA
OG0009923	XP_026498340.1	HEL_013070-RA
OG0009924	XP_026485008.1	HEL_001343-RA
OG0009925	XP_026489715.1	HEL_003625-RA
OG0009927	XP_026489739.1	HEL_013824-RA
OG0009928	XP_026496206.1	HEL_013993-RA
OG0009929	XP_026493567.1	HEL_004730-RA
OG0009930	XP_026497478.1, XP_026497480.1	HEL_012360-RA
OG0009931	XP_026494315.1	HEL_003712-RA
OG0009932	XP_026486354.1	HEL_010922-RA
OG0009933	XP_026486355.1	HEL_010923-RA
OG0009934	XP_026493586.1	HEL_004717-RA
OG0009935	XP_026498660.1	HEL_005507-RA
OG0009936	XP_026484962.1	HEL_001366-RA
OG0009937	XP_026486811.1	HEL_001104-RA
OG0009938	XP_026487590.1	HEL_002960-RA
OG0009939	XP_026485984.1	HEL_000155-RA
OG0009940	XP_026501481.1	HEL_011608-RA
OG0009941	XP_026486918.1	HEL_001127-RA
OG0009942	XP_026498849.1	HEL_011833-RA
OG0009943	XP_026487212.1	HEL_011967-RA
OG0009944	XP_026498629.1	HEL_005549-RA
OG0009945	XP_026487466.1	HEL_003066-RA
OG0009946	XP_026488515.1	HEL_005324-RA
OG0009947	XP_026490323.1	HEL_008645-RA
OG0009948	XP_026488867.1	HEL_013158-RA
OG0009949	XP_026484732.1	HEL_001510-RA
OG0009950	XP_026488940.1	HEL_000805-RA
OG0009951	XP_026488578.1	HEL_014407-RA
OG0009952	XP_026499118.1	HEL_000916-RA
OG0009953	XP_026499187.1	HEL_000921-RA
OG0009954	XP_026491444.1	HEL_008792-RA
OG0009955	XP_026487545.1	HEL_002457-RA
OG0009956	XP_026496870.1	HEL_006127-RA
OG0009958	XP_026489910.1	HEL_009053-RA
OG0009959	XP_026498997.1	HEL_007005-RA
OG0009960	XP_026488069.1	HEL_013367-RA
OG0009961	XP_026499780.1	HEL_012236-RA
OG0009962	XP_026499781.1	HEL_012237-RA
OG0009963	XP_026499182.1	HEL_000942-RA
OG0009964	XP_026500745.1	HEL_007094-RA
OG0009965	XP_026488087.1	HEL_014168-RA
OG0009966	XP_026488385.1	HEL_007482-RA
OG0009967	XP_026491474.1	HEL_008772-RA
OG0009968	XP_026484735.1	HEL_001679-RA
OG0009969	XP_026501507.1	HEL_007945-RA
OG0009970	XP_026484722.1	HEL_001681-RA
OG0009971	XP_026497050.1	HEL_006758-RA
OG0009972	XP_026496250.1	HEL_005362-RA
OG0009973	XP_026493909.1	HEL_013737-RA, HEL_013736-RA
OG0009974	XP_026491721.1	HEL_008754-RA
OG0009975	XP_026499786.1	HEL_012583-RA
OG0009976	XP_026490733.1	HEL_014194-RA
OG0009977	XP_026488241.1	HEL_007378-RA
OG0009979	XP_026490364.1	HEL_007113-RA
OG0009981	XP_026497055.1	HEL_006702-RA
OG0009982	XP_026484855.1	HEL_001588-RA
OG0009983	XP_026497862.1	HEL_002622-RA
OG0009984	XP_026487515.1	HEL_003151-RA
OG0009985	XP_026491685.1	HEL_004520-RA
OG0009986	XP_026493735.1	HEL_002790-RA
OG0009987	XP_026487871.1	HEL_002676-RA
OG0009988	XP_026487902.1	HEL_002665-RA
OG0009989	XP_026492707.1	HEL_002826-RA
OG0009990	XP_026501311.1	HEL_008385-RA
OG0009991	XP_026500284.1	HEL_009679-RA
OG0009992	XP_026500274.1	HEL_009684-RA
OG0009993	XP_026485879.1, XP_026492984.1, XP_026492985.1, XP_026485878.1	HEL_013277-RA
OG0009994	XP_026484280.1	HEL_007770-RA, HEL_007773-RA
OG0009995	XP_026496196.1	HEL_007787-RA
OG0009998	XP_026498301.1	HEL_014210-RA, HEL_014209-RA
OG0010001	XP_026501073.1	HEL_003352-RA
OG0010017	XP_026484258.1	HEL_007724-RA
OG0010019	XP_026497444.1	HEL_001900-RA
OG0010020	XP_026487099.1	HEL_006974-RA
OG0010021	XP_026496903.1	HEL_003426-RA
OG0010022	XP_026486758.1	HEL_004167-RA
OG0010023	XP_026500982.1	HEL_012507-RA
OG0010028	XP_026484164.1	HEL_002186-RA
OG0010032	XP_026483426.1	HEL_012685-RA
OG0010046	XP_026487068.1	HEL_006985-RA
OG0010050	XP_026487061.1	HEL_006992-RA
OG0010052	XP_026501033.1	HEL_012538-RA
OG0010054	XP_026487232.1	HEL_000727-RA
OG0010060	XP_026499990.1	HEL_003359-RA
OG0010070	XP_026489238.1	HEL_008907-RA
OG0010073	XP_026485594.1	HEL_011066-RA
OG0010076	XP_026501173.1	HEL_001744-RA
OG0010078	XP_026496158.1	HEL_007748-RA
OG0010080	XP_026488106.1	HEL_014332-RA
OG0010081	XP_026498367.1, XP_026497196.1	HEL_008997-RA
OG0010085	XP_026488758.1	HEL_011339-RA
OG0010089	XP_026492974.1	HEL_009003-RA
OG0010090	XP_026495422.1	HEL_008229-RA
OG0010116	XP_026489939.1	HEL_010550-RA
OG0010117	XP_026494863.1	HEL_014307-RA
OG0010127	XP_026491166.1	HEL_003946-RA
OG0010130	XP_026500460.1	HEL_013250-RA
OG0010140	XP_026501542.1	HEL_010228-RA
OG0010142	XP_026496042.1	HEL_011775-RA
OG0010145	XP_026497686.1	HEL_004949-RA
OG0010146	XP_026483425.1	HEL_010111-RA
OG0010149	XP_026494222.1	HEL_013842-RA
OG0010161	XP_026490027.1	HEL_007665-RA
OG0010162	XP_026490419.1	HEL_004972-RA
OG0010167	XP_026499304.1	HEL_000818-RA
OG0010168	XP_026500867.1	HEL_012074-RA
OG0010173	XP_026494969.1	HEL_009085-RA
OG0010175	XP_026492441.1	HEL_006442-RA
OG0010180	XP_026483586.1	HEL_010085-RA
OG0010181	XP_026483585.1	HEL_010086-RA
OG0010199	XP_026489378.1	HEL_014535-RA
OG0010202	XP_026494678.1	HEL_011159-RA
OG0010207	XP_026495733.1	HEL_014560-RA
OG0010210	XP_026493861.1	HEL_011143-RA
OG0010212	XP_026493930.1	HEL_011140-RA
OG0010213	XP_026497416.1	HEL_001972-RA
OG0010219	XP_026484879.1	HEL_008093-RA
OG0010222	XP_026488438.1	HEL_009400-RA
OG0010223	XP_026489419.1	HEL_013713-RA
