Orthogroup	Junonia_coenia	Maniola_hyperantus
OG0009302	JC_07124-RA	XP_034831443.1
OG0009303	JC_03265-RA	XP_034830282.1
OG0009305	JC_01271-RA	XP_034830533.1
OG0009306	JC_04124-RA	XP_034839611.1
OG0009308	JC_04126-RA	XP_034839632.1
OG0009309	JC_13261-RA	XP_034835895.1
OG0009310	JC_04127-RA	XP_034839622.1
OG0009312	JC_03259-RA	XP_034830817.1
OG0009313	JC_02205-RA	XP_034838707.1
OG0009314	JC_02204-RA	XP_034839729.1
OG0009315	JC_02202-RA	XP_034839689.1
OG0009316	JC_02729-RA	XP_034825252.1
OG0009317	JC_08803-RA	XP_034830062.1
OG0009318	JC_10912-RA	XP_034834545.1
OG0009320	JC_04128-RA	XP_034840214.1
OG0009321	JC_09374-RA	XP_034826747.1
OG0009323	JC_02200-RA	XP_034839713.1
OG0009324	JC_02199-RA	XP_034839726.1
OG0009325	JC_08361-RA	XP_034840277.1
OG0009327	JC_10360-RA	XP_034835158.1
OG0009328	JC_04131-RA	XP_034840034.1
OG0009329	JC_07687-RA	XP_034832399.1
OG0009330	JC_10923-RA	XP_034834558.1
OG0009331	JC_13265-RA	XP_034836021.1
OG0009332	JC_13266-RA	XP_034836022.1
OG0009334	JC_12182-RA	XP_034827535.1
OG0009335	JC_02196-RA	XP_034839734.1
OG0009336	JC_12181-RA	XP_034827799.1
OG0009338	JC_10929-RA	XP_034834537.1
OG0009339	JC_10368-RA	XP_034835600.1
OG0009340	JC_04133-RA	XP_034840129.1
OG0009341	JC_11261-RA	XP_034832912.1
OG0009342	JC_04135-RA	XP_034840649.1
OG0009343	JC_08955-RA	XP_034829521.1
OG0009344	JC_02192-RA	XP_034839737.1
OG0009345	JC_04137-RA	XP_034840790.1
OG0009347	JC_04138-RA	XP_034840782.1
OG0009348	JC_04141-RA	XP_034840786.1
OG0009349	JC_13754-RA	XP_034836394.1
OG0009350	JC_13270-RA	XP_034835776.1
OG0009351	JC_10376-RA	XP_034835034.1
OG0009353	JC_00373-RA	XP_034841359.1
OG0009354	JC_05699-RA	XP_034833357.1
OG0009355	JC_04142-RA	XP_034840781.1
OG0009357	JC_05228-RA	XP_034829024.1
OG0009359	JC_12306-RA	XP_034834184.1
OG0009360	JC_11158-RA	XP_034832831.1
OG0009361	JC_02177-RA	XP_034839766.1
OG0009362	JC_13277-RA	XP_034835888.1
OG0009365	JC_02174-RA	XP_034839764.1
OG0009368	JC_02934-RA	XP_034825722.1
OG0009371	JC_00391-RA	XP_034824168.1
OG0009373	JC_13286-RA	XP_034835786.1
OG0009375	JC_12681-RA	XP_034834159.1
OG0009376	JC_01291-RA	XP_034831799.1
OG0009378	JC_12674-RA	XP_034834145.1
OG0009380	JC_07702-RA	XP_034832341.1
OG0009381	JC_00396-RA	XP_034841025.1
OG0009383	JC_07704-RA	XP_034832447.1
OG0009384	JC_02206-RA	XP_034839591.1
OG0009386	JC_12669-RA	XP_034834151.1
OG0009388	JC_08981-RA	XP_034830231.1
OG0009390	JC_02926-RA	XP_034825710.1
OG0009394	JC_06667-RA	XP_034828369.1, XP_034828368.1
OG0009398	JC_07096-RA	XP_034831181.1
OG0009399	JC_13627-RA	XP_034826493.1
OG0009400	JC_12651-RA	XP_034833882.1
OG0009401	JC_00410-RA	XP_034841120.1
OG0009402	JC_12649-RA	XP_034833850.1
OG0009403	JC_07092-RA	XP_034831687.1
OG0009404	JC_07091-RA	XP_034831685.1
OG0009405	JC_06661-RA	XP_034828650.1
OG0009406	JC_04850-RA	XP_034824399.1
OG0009407	JC_06659-RA	XP_034828858.1
OG0009409	JC_05219-RA	XP_034829199.1
OG0009410	JC_05218-RA	XP_034829203.1
OG0009411	JC_05776-RA	XP_034833458.1
OG0009412	JC_10952-RA	XP_034834492.1
OG0009414	JC_07723-RA, JC_07722-RA	XP_034832199.1
OG0009418	JC_04148-RA	XP_034840731.1
OG0009420	JC_01869-RA	XP_034839725.1
OG0009422	JC_03895-RA	XP_034840632.1
OG0009425	JC_07728-RA	XP_034831922.1
OG0009426	JC_10955-RA	XP_034834651.1
OG0009427	JC_10956-RA	XP_034834640.1
OG0009428	JC_10380-RA	XP_034835274.1
OG0009430	JC_01058-RA	XP_034834148.1
OG0009432	JC_07741-RA	XP_034831771.1
OG0009434	JC_06657-RA	XP_034828648.1
OG0009435	JC_07001-RA	XP_034831196.1
OG0009438	JC_07002-RA	XP_034831563.1
OG0009439	JC_07006-RA	XP_034831294.1
OG0009440	JC_07746-RA, JC_07744-RA	XP_034831779.1
OG0009441	JC_07007-RA	XP_034831073.1
OG0009442	JC_15380-RA	XP_034837699.1
OG0009445	JC_08394-RA	XP_034828348.1
OG0009446	JC_07009-RA	XP_034831071.1
OG0009447	JC_07010-RA	XP_034831070.1
OG0009448	JC_09007-RA	XP_034829550.1
OG0009449	JC_13830-RA, JC_15072-RA	XP_034831591.1, XP_034827793.1, XP_034824121.1
OG0009450	JC_04158-RA	XP_034840530.1
OG0009451	JC_10966-RA	XP_034834606.1
OG0009452	JC_08392-RA	XP_034824353.1
OG0009454	JC_05198-RA	XP_034829244.1
OG0009455	JC_13929-RA	XP_034836389.1
OG0009457	JC_00295-RA	XP_034840987.1
OG0009458	JC_13931-RA	XP_034836546.1
OG0009459	JC_03209-RA	XP_034830311.1
OG0009460	JC_13861-RA, JC_13860-RA	XP_034836296.1
OG0009461	JC_13857-RA	XP_034836426.1
OG0009462	JC_12074-RA	XP_034827990.1
OG0009463	JC_12626-RA	XP_034833999.1
OG0009467	JC_13854-RA	XP_034836294.1
OG0009469	JC_04162-RA	XP_034840125.1
OG0009472	JC_05191-RA	XP_034829432.1
OG0009473	JC_05800-RA	XP_034833209.1
OG0009474	JC_08429-RA	XP_034840128.1
OG0009475	JC_05187-RA	XP_034829434.1
OG0009476	JC_10985-RA	XP_034834431.1, XP_034834991.1
OG0009479	JC_04165-RA	XP_034840274.1
OG0009482	JC_10988-RA	XP_034834421.1
OG0009486	JC_04168-RA	XP_034840800.1
OG0009487	JC_04169-RA	XP_034840795.1
OG0009489	JC_04817-RA	XP_034824939.1
OG0009490	JC_12575-RA	XP_034833998.1
OG0009491	JC_12578-RA	XP_034833984.1
OG0009492	JC_12580-RA	XP_034834006.1
OG0009494	JC_08442-RA	XP_034829660.1
OG0009495	JC_09033-RA	XP_034829933.1
OG0009496	JC_10992-RA	XP_034834873.1
OG0009497	JC_07055-RA	XP_034831340.1
OG0009498	JC_08446-RA	XP_034834000.1
OG0009500	JC_05184-RA	XP_034828966.1
OG0009501	JC_00274-RA	XP_034841056.1
OG0009506	JC_12592-RA	XP_034834172.1
OG0009509	JC_09034-RA	XP_034829923.1
OG0009510	JC_08460-RA	XP_034825514.1
OG0009513	JC_04174-RA	XP_034840087.1
OG0009514	JC_04175-RA	XP_034840088.1
OG0009515	JC_04179-RA	XP_034840299.1
OG0009517	JC_04180-RA	XP_034840104.1
OG0009518	JC_09044-RA	XP_034829952.1
OG0009519	JC_06989-RA	XP_034831523.1
OG0009520	JC_06988-RA	XP_034831522.1
OG0009521	JC_05835-RA	XP_034833553.1
OG0009523	JC_06631-RA	XP_034828661.1
OG0009526	JC_09050-RA	XP_034829957.1
OG0009527	JC_01835-RA	XP_034839354.1
OG0009528	JC_05089-RA	XP_034828969.1
OG0009529	JC_07201-RA	XP_034831371.1
OG0009530	JC_05091-RA	XP_034828970.1
OG0009531	JC_04182-RA	XP_034840123.1
OG0009532	JC_06628-RA	XP_034828667.1
OG0009533	JC_04184-RA	XP_034840117.1
OG0009534	JC_07205-RA	XP_034831467.1
OG0009535	JC_04185-RA	XP_034840102.1
OG0009536	JC_11763-RA	XP_034827640.1
OG0009538	JC_05093-RA	XP_034829309.1
OG0009539	JC_03170-RA	XP_034830630.1
OG0009540	JC_11767-RA	XP_034827633.1
OG0009541	JC_05097-RA	XP_034829267.1
OG0009542	JC_11776-RA	XP_034827643.1
OG0009544	JC_07781-RA	XP_034832381.1
OG0009546	JC_07790-RA	XP_034832344.1
OG0009548	JC_04932-RA, JC_04931-RA	XP_034824844.1
OG0009549	JC_11780-RA	XP_034827635.1
OG0009551	JC_08480-RA	XP_034841283.1
OG0009552	JC_04934-RA	XP_034824840.1
OG0009553	JC_04935-RA	XP_034824849.1
OG0009555	JC_05101-RA	XP_034829230.1
OG0009556	JC_05102-RA	XP_034829234.1
OG0009557	JC_05103-RA	XP_034829233.1
OG0009559	JC_04945-RA	XP_034824240.1
OG0009560	JC_05845-RA	XP_034833327.1
OG0009561	JC_09059-RA	XP_034829609.1
OG0009562	JC_05111-RA	XP_034829288.1
OG0009563	JC_01829-RA	XP_034839572.1
OG0009564	JC_13539-RA	XP_034826603.1
OG0009566	JC_05112-RA	XP_034829286.1
OG0009567	JC_05114-RA	XP_034829287.1
OG0009569	JC_05116-RA, JC_05115-RA	XP_034828968.1
OG0009571	JC_04191-RA	XP_034840103.1
OG0009572	JC_05118-RA	XP_034828967.1
OG0009573	JC_05119-RA	XP_034829411.1
OG0009575	JC_04952-RA	XP_034824231.1
OG0009576	JC_13537-RA	XP_034826211.1
OG0009577	JC_09278-RA	XP_034827106.1
OG0009579	JC_07800-RA	XP_034831818.1
OG0009580	JC_15441-RA	XP_034837795.1
OG0009581	JC_05121-RA	XP_034829137.1
OG0009582	JC_05122-RA	XP_034828960.1
OG0009583	JC_07210-RA	XP_034831472.1
OG0009585	JC_04207-RA	XP_034840135.1
OG0009586	JC_01820-RA	XP_034839745.1
OG0009588	JC_04961-RA	XP_034824271.1
OG0009589	JC_13522-RA	XP_034825804.1
OG0009590	JC_08489-RA	XP_034826141.1
OG0009592	JC_05138-RA	XP_034829135.1
OG0009593	JC_11798-RA	XP_034827628.1
OG0009594	JC_04213-RA	XP_034840335.1
OG0009595	JC_05139-RA	XP_034829278.1
OG0009596	JC_05143-RA	XP_034829281.1
OG0009597	JC_05144-RA	XP_034829277.1
OG0009598	JC_05145-RA	XP_034829108.1
OG0009599	JC_05146-RA	XP_034829153.1
OG0009601	JC_04217-RA	XP_034840167.1
OG0009602	JC_00851-RA	XP_034835468.1
OG0009604	JC_08499-RA	XP_034827378.1
OG0009605	JC_08501-RA	XP_034827393.1
OG0009606	JC_11812-RA	XP_034828070.1
OG0009607	JC_00211-RA	XP_034841413.1
OG0009608	JC_00210-RA	XP_034841392.1
OG0009609	JC_09253-RA	XP_034826711.1
OG0009610	JC_00205-RA	XP_034841414.1
OG0009613	JC_11019-RA	XP_034834390.1
OG0009614	JC_08507-RA	XP_034835229.1
OG0009615	JC_07831-RA	XP_034832061.1
OG0009616	JC_03102-RA	XP_034830523.1
OG0009617	JC_11095-RA	XP_034832867.1
OG0009618	JC_04977-RA	XP_034824408.1
OG0009619	JC_01649-RA	XP_034839526.1
OG0009620	JC_00844-RA	XP_034833942.1
OG0009622	JC_04229-RA	XP_034840166.1
OG0009626	JC_03087-RA	XP_034830526.1
OG0009628	JC_15409-RA	XP_034837489.1
OG0009630	JC_09222-RA	XP_034826783.1
OG0009633	JC_06586-RA	XP_034828610.1
OG0009634	JC_02850-RA	XP_034825588.1
OG0009636	JC_11838-RA	XP_034827870.1
OG0009638	JC_00861-RA	XP_034831931.1
OG0009639	JC_00172-RA	XP_034840920.1
OG0009640	JC_01723-RA	XP_034839399.1
OG0009643	JC_04989-RA	XP_034824496.1
OG0009644	JC_07244-RA	XP_034831149.1
OG0009645	JC_00870-RA	XP_034830063.1
OG0009646	JC_07246-RA	XP_034831692.1
OG0009647	JC_13485-RA	XP_034826130.1
OG0009649	JC_02837-RA	XP_034825185.1
OG0009650	JC_03075-RA	XP_034830745.1
OG0009651	JC_04366-RA	XP_034840779.1
OG0009655	JC_03068-RA	XP_034830736.1
OG0009656	JC_07868-RA	XP_034832026.1
OG0009658	JC_04357-RA	XP_034839990.1
OG0009659	JC_09198-RA	XP_034826865.1
OG0009660	JC_04354-RA	XP_034840023.1
OG0009661	JC_09194-RA	XP_034827306.1
OG0009662	JC_11868-RA	XP_034827724.1
OG0009663	JC_04349-RA	XP_034839869.1
OG0009664	JC_00888-RA	XP_034833836.1
OG0009666	JC_04345-RA	XP_034839982.1
OG0009667	JC_04343-RA	XP_034840024.1
OG0009669	JC_03047-RA	XP_034830335.1
OG0009670	JC_07254-RA	XP_034831624.1
OG0009672	JC_04337-RA	XP_034840017.1
OG0009674	JC_11879-RA, JC_11880-RA	XP_034828227.1
OG0009675	JC_01634-RA	XP_034839460.1
OG0009677	JC_04334-RA	XP_034839992.1
OG0009678	JC_04333-RA	XP_034840315.1
OG0009679	JC_04332-RA	XP_034840079.1
OG0009681	JC_11888-RA	XP_034828197.1
OG0009683	JC_07879-RA	XP_034831789.1
OG0009684	JC_00903-RA	XP_034831042.1
OG0009686	JC_00910-RA	XP_034831120.1
OG0009687	JC_01630-RA	XP_034839301.1
OG0009688	JC_07882-RA	XP_034832425.1
OG0009689	JC_01663-RA	XP_034839222.1
OG0009693	JC_02812-RA	XP_034824996.1
OG0009694	JC_05020-RA	XP_034824232.1
OG0009695	JC_09175-RA	XP_034827120.1
OG0009697	JC_00121-RA, JC_00120-RA	XP_034824115.1
OG0009698	JC_09154-RA	XP_034829997.1
OG0009699	JC_05051-RA	XP_034824252.1
OG0009700	JC_08639-RA	XP_034824591.1
OG0009701	JC_05057-RA	XP_034824335.1
OG0009702	JC_13433-RA	XP_034826057.1
OG0009703	JC_04325-RA	XP_034839980.1
OG0009705	JC_11635-RA	XP_034828039.1
OG0009706	JC_01713-RA	XP_034839515.1
OG0009707	JC_04319-RA	XP_034839889.1
OG0009708	JC_08634-RA	XP_034824796.1
OG0009709	JC_01657-RA	XP_034839403.1
OG0009710	JC_04316-RA	XP_034840423.1
OG0009712	JC_11553-RA	XP_034828038.1
OG0009713	JC_04313-RA	XP_034840018.1
OG0009714	JC_05073-RA	XP_034824586.1
OG0009715	JC_08633-RA	XP_034831157.1
OG0009716	JC_04310-RA	XP_034839954.1
OG0009717	JC_08627-RA	XP_034829083.1
OG0009718	JC_08626-RA	XP_034829118.1
OG0009719	JC_01727-RA	XP_034839223.1
OG0009720	JC_11560-RA	XP_034827473.1
OG0009721	JC_04302-RA	XP_034840007.1
OG0009722	JC_08619-RA	XP_034831372.1
OG0009723	JC_04299-RA	XP_034839989.1
OG0009724	JC_04298-RA	XP_034839909.1
OG0009726	JC_08615-RA	XP_034830188.1
OG0009727	JC_04295-RA	XP_034840013.1
OG0009728	JC_04294-RA	XP_034840009.1
OG0009729	JC_04293-RA	XP_034839942.1
OG0009730	JC_04291-RA	XP_034840011.1
OG0009731	JC_11572-RA	XP_034827890.1
OG0009732	JC_00958-RA	XP_034837158.1
OG0009733	JC_09167-RA	XP_034830098.1
OG0009734	JC_09168-RA	XP_034829912.1
OG0009735	JC_04284-RA	XP_034840019.1
OG0009736	JC_08609-RA	XP_034827197.1
OG0009737	JC_04282-RA	XP_034839998.1
OG0009738	JC_00083-RA	XP_034841105.1
OG0009740	JC_01725-RA	XP_034839517.1
OG0009741	JC_08604-RA	XP_034827177.1
OG0009742	JC_11589-RA	XP_034827661.1
OG0009743	JC_08602-RA	XP_034832342.1
OG0009744	JC_02946-RA	XP_034830708.1
OG0009747	JC_02947-RA	XP_034830419.1
OG0009748	JC_04266-RA	XP_034840418.1
OG0009749	JC_02948-RA	XP_034830325.1
OG0009752	JC_11591-RA	XP_034827522.1
OG0009755	JC_08583-RA	XP_034826271.1
OG0009756	JC_13386-RA	XP_034826208.1
OG0009757	JC_02781-RA	XP_034825133.1
OG0009758	JC_02777-RA	XP_034825142.1
OG0009760	JC_09177-RA	XP_034826928.1
OG0009762	JC_13377-RA	XP_034826180.1
OG0009763	JC_01685-RA	XP_034839199.1
OG0009765	JC_00025-RA	XP_034840977.1
OG0009766	JC_00999-RA	XP_034833689.1
OG0009768	JC_04242-RA	XP_034840381.1
OG0009770	JC_13368-RA	XP_034826367.1
OG0009772	JC_02754-RA	XP_034825590.1
OG0009773	JC_02752-RA	XP_034825419.1
OG0009774	JC_08550-RA	XP_034829284.1
OG0009775	JC_02748-RA	XP_034825258.1
OG0009776	JC_01737-RA	XP_034839534.1
OG0009778	JC_01006-RA	XP_034833634.1
OG0009783	JC_00139-RA	XP_034824083.1
OG0009784	JC_00134-RA	XP_034824035.1
OG0009785	JC_01028-RA	XP_034836708.1
OG0009786	JC_01029-RA	XP_034836809.1
OG0009787	JC_01030-RA	XP_034833623.1
OG0009792	JC_01309-RA	XP_034839038.1, XP_034839048.1
OG0009793	JC_15821-RA	XP_034838437.1
OG0009794	JC_06018-RA	XP_034833335.1
OG0009795	JC_14292-RA	XP_034826121.1, XP_034826120.1
OG0009796	JC_08644-RA	XP_034830074.1
OG0009798	JC_00425-RA	XP_034841136.1
OG0009799	JC_11034-RA	XP_034835002.1
OG0009800	JC_07437-RA	XP_034832136.1
OG0009801	JC_13155-RA	XP_034835867.1
OG0009802	JC_10188-RA	XP_034835544.1
OG0009803	JC_11339-RA	XP_034838778.1
OG0009805	JC_13623-RA	XP_034826594.1
OG0009806	JC_13333-RA	XP_034836030.1
OG0009807	JC_16005-RA	XP_034838549.1
OG0009808	JC_14636-RA	XP_034825895.1
OG0009809	JC_16562-RA	XP_034839106.1
OG0009810	JC_00079-RA	XP_034840956.1
OG0009811	JC_12760-RA	XP_034833794.1
OG0009812	JC_17056-RA	XP_034838199.1
OG0009813	JC_02759-RA	XP_034825415.1
OG0009814	JC_17026-RA	XP_034837935.1
OG0009815	JC_04369-RA	XP_034840075.1
OG0009816	JC_15217-RA	XP_034837649.1
OG0009817	JC_14143-RA	XP_034836415.1
OG0009818	JC_00597-RA	XP_034840830.1
OG0009819	JC_14250-RA	XP_034825825.1
OG0009820	JC_00376-RA	XP_034841360.1
OG0009821	JC_06204-RA	XP_034828774.1
OG0009822	JC_07252-RA	XP_034831619.1
OG0009823	JC_14779-RA	XP_034837431.1
OG0009824	JC_01128-RA	XP_034834253.1
OG0009827	JC_10049-RA	XP_034835435.1
OG0009828	JC_06585-RA	XP_034828608.1
OG0009829	JC_13720-RA	XP_034826027.1
OG0009830	JC_07622-RA	XP_034832074.1
OG0009831	JC_07165-RA	XP_034831670.1
OG0009832	JC_00142-RA	XP_034841150.1
OG0009833	JC_06887-RA	XP_034831105.1
OG0009834	JC_10212-RA	XP_034835697.1
OG0009835	JC_13732-RA	XP_034825973.1, XP_034825974.1
OG0009836	JC_06086-RA	XP_034828353.1
OG0009837	JC_02894-RA	XP_034825207.1
OG0009838	JC_07899-RA	XP_034831754.1
OG0009839	JC_08323-RA	XP_034828735.1
OG0009840	JC_05643-RA	XP_034833153.1
OG0009841	JC_08885-RA	XP_034829872.1
OG0009843	JC_09691-RA	XP_034826824.1
OG0009844	JC_09803-RA	XP_034826939.1
OG0009845	JC_04585-RA, JC_04584-RA	XP_034824750.1
OG0009846	JC_04785-RA	XP_034824619.1
OG0009847	JC_11530-RA	XP_034833017.1
OG0009848	JC_02499-RA	XP_034825709.1
OG0009850	JC_04962-RA	XP_034824272.1
OG0009851	JC_09812-RA	XP_034826936.1
OG0009852	JC_00918-RA	XP_034831198.1
OG0009853	JC_10861-RA	XP_034834802.1
OG0009854	JC_09383-RA	XP_034826745.1
OG0009855	JC_12695-RA	XP_034834230.1
OG0009856	JC_07664-RA	XP_034832385.1, XP_034832384.1
OG0009857	JC_08595-RA	XP_034840291.1
OG0009858	JC_10862-RA	XP_034834805.1
OG0009859	JC_15973-RA	XP_034839529.1
OG0009860	JC_17053-RA	XP_034838238.1
OG0009861	JC_08339-RA	XP_034836591.1
OG0009862	JC_16131-RA	XP_034838710.1
OG0009863	JC_08646-RA	XP_034830002.1
OG0009864	JC_16132-RA	XP_034838706.1
OG0009866	JC_14726-RA	XP_034837365.1
OG0009867	JC_06370-RA	XP_034828509.1
OG0009868	JC_05856-RA	XP_034833646.1
OG0009869	JC_00107-RA	XP_034823898.1
OG0009870	JC_09162-RA	XP_034829908.1
OG0009871	JC_00907-RA, JC_00908-RA	XP_034831216.1
OG0009872	JC_14930-RA	XP_034837313.1
OG0009873	JC_09822-RA	XP_034827033.1
OG0009874	JC_05389-RA	XP_034829395.1
OG0009875	JC_02653-RA	XP_034825426.1
OG0009876	JC_05642-RA, JC_14405-RA, JC_14382-RA	XP_034826001.1
OG0009877	JC_09823-RA	XP_034826930.1
OG0009878	JC_13106-RA	XP_034836069.1
OG0009879	JC_00397-RA	XP_034841151.1
OG0009880	JC_14413-RA	XP_034826481.1
OG0009881	JC_02966-RA	XP_034830770.1
OG0009883	JC_14701-RA	XP_034837181.1
OG0009884	JC_03458-RA	XP_034830981.1, XP_034830982.1
OG0009885	JC_01536-RA	XP_034834944.1
OG0009886	JC_06047-RA	XP_034833163.1
OG0009887	JC_13765-RA	XP_034836251.1
OG0009888	JC_00184-RA	XP_034841207.1
OG0009889	JC_08350-RA	XP_034824735.1
OG0009890	JC_10918-RA	XP_034834517.1
OG0009891	JC_02664-RA	XP_034825292.1
OG0009892	JC_10487-RA	XP_034834626.1
OG0009893	JC_06044-RA	XP_034833659.1, XP_034839573.1
OG0009895	JC_10139-RA	XP_034835215.1
OG0009896	JC_06635-RA	XP_034828729.1
OG0009897	JC_12511-RA	XP_034834182.1
OG0009898	JC_06697-RA	XP_034831173.1
OG0009899	JC_07188-RA	XP_034831088.1
OG0009900	JC_05721-RA	XP_034833419.1
OG0009901	JC_05521-RA	XP_034829003.1
OG0009903	JC_09563-RA	XP_034827256.1
OG0009904	JC_05815-RA	XP_034833561.1
OG0009905	JC_05816-RA	XP_034833559.1
OG0009906	JC_08275-RA	XP_034829431.1
OG0009907	JC_14312-RA	XP_034826583.1
OG0009908	JC_00816-RA	XP_034841548.1
OG0009909	JC_06441-RA	XP_034828715.1
OG0009910	JC_02949-RA	XP_034830772.1
OG0009911	JC_14425-RA	XP_034825951.1
OG0009912	JC_10753-RA	XP_034834585.1
OG0009913	JC_15470-RA	XP_034837662.1
OG0009914	JC_06924-RA	XP_034831653.1
OG0009915	JC_06827-RA	XP_034831629.1
OG0009917	JC_01596-RA	XP_034830986.1
OG0009918	JC_02799-RA	XP_034825294.1
OG0009919	JC_08270-RA	XP_034824310.1
OG0009920	JC_07515-RA	XP_034832158.1
OG0009921	JC_03189-RA	XP_034830615.1
OG0009922	JC_14668-RA	XP_034837271.1, XP_034837272.1
OG0009923	JC_06572-RA	XP_034828754.1
OG0009924	JC_00323-RA	XP_034841101.1
OG0009925	JC_12385-RA	XP_034834119.1
OG0009926	JC_07294-RA, JC_07293-RA	XP_034831920.1
OG0009927	JC_12355-RA	XP_034833924.1
OG0009928	JC_05429-RA	XP_034829087.1
OG0009929	JC_15763-RA	XP_034836987.1
OG0009930	JC_13255-RA	XP_034835762.1
OG0009931	JC_12556-RA	XP_034834036.1
OG0009932	JC_04755-RA	XP_034824420.1
OG0009933	JC_04756-RA	XP_034824817.1
OG0009934	JC_15754-RA	XP_034836975.1
OG0009935	JC_05245-RA	XP_034829270.1
OG0009936	JC_00348-RA	XP_034840960.1
OG0009937	JC_07119-RA	XP_034831668.1
OG0009938	JC_08260-RA	XP_034829537.1
OG0009939	JC_05002-RA, JC_05003-RA	XP_034824363.1
OG0009940	JC_04211-RA	XP_034840258.1
OG0009941	JC_07170-RA	XP_034831309.1
OG0009942	JC_14855-RA	XP_034837459.1
OG0009943	JC_07875-RA	XP_034831972.1
OG0009944	JC_05295-RA	XP_034829391.1
OG0009945	JC_08380-RA	XP_034833439.1
OG0009946	JC_05565-RA	XP_034829474.1
OG0009947	JC_11070-RA	XP_034832757.1
OG0009948	JC_12040-RA	XP_034827743.1
OG0009949	JC_00524-RA	XP_034841165.1
OG0009950	JC_06838-RA	XP_034831279.1
OG0009951	JC_11708-RA	XP_034828202.1
OG0009952	JC_06963-RA	XP_034831074.1
OG0009953	JC_06969-RA	XP_034831197.1
OG0009954	JC_02549-RA	XP_034825685.1
OG0009955	JC_08214-RA	XP_034826914.1
OG0009956	JC_08859-RA	XP_034829791.1
OG0009958	JC_03757-RA	XP_034840456.1
OG0009959	JC_01884-RA	XP_034839687.1
OG0009960	JC_11761-RA	XP_034827627.1
OG0009961	JC_07739-RA	XP_034831778.1
OG0009962	JC_07740-RA	XP_034831780.1
OG0009963	JC_06987-RA	XP_034831525.1
OG0009964	JC_01782-RA	XP_034839176.1
OG0009965	JC_11774-RA	XP_034827641.1
OG0009966	JC_03320-RA	XP_034830825.1
OG0009967	JC_02574-RA	XP_034825059.1
OG0009968	JC_00677-RA	XP_034824028.1
OG0009969	JC_09542-RA	XP_034827267.1
OG0009970	JC_00679-RA	XP_034824029.1
OG0009971	JC_01016-RA	XP_034836520.1
OG0009972	JC_05606-RA	XP_034829133.1
OG0009973	JC_11223-RA	XP_034832985.1
OG0009974	JC_02593-RA	XP_034825286.1
OG0009975	JC_07760-RA	XP_034831885.1
OG0009976	JC_11797-RA	XP_034827626.1
OG0009977	JC_03203-RA	XP_034830307.1
OG0009978	JC_03198-RA	XP_034830303.1
OG0009979	JC_01750-RA	XP_034839647.1
OG0009981	JC_00940-RA	XP_034833753.1
OG0009982	JC_00588-RA	XP_034840950.1
OG0009983	JC_01402-RA	XP_034835988.1
OG0009984	JC_08475-RA	XP_034841465.1
OG0009985	JC_02753-RA	XP_034825421.1
OG0009986	JC_01243-RA	XP_034836393.1
OG0009987	JC_01339-RA	XP_034834811.1
OG0009988	JC_01346-RA	XP_034830323.1
OG0009989	JC_01212-RA	XP_034831240.1
OG0009990	JC_11617-RA	XP_034827431.1
OG0009991	JC_02233-RA	XP_034839787.1
OG0009992	JC_02220-RA	XP_034839347.1
OG0009994	JC_17210-RA	XP_034829842.1
OG0009995	JC_08686-RA	XP_034829814.1
OG0009997	JC_12100-RA, JC_12105-RA, JC_12102-RA	XP_034827809.1
OG0009998	JC_15459-RA	XP_034824672.1, XP_034838003.1, XP_034826500.1
OG0010000	JC_16501-RA, JC_07260-RA, JC_05646-RA, JC_00804-RA, JC_12880-RA	XP_034831601.1
OG0010001	JC_14561-RA	XP_034826456.1, XP_034826349.1
OG0010007	JC_17227-RA, JC_15155-RA	XP_034839916.1, XP_034836332.1, XP_034826607.1, XP_034834188.1, XP_034833867.1
OG0010018	JC_14831-RA	XP_034837399.1
OG0010020	JC_01607-RA, JC_01608-RA	XP_034831987.1
OG0010021	JC_14659-RA	XP_034826135.1
OG0010023	JC_10463-RA	XP_034834918.1
OG0010024	JC_12829-RA	XP_034833845.1
OG0010025	JC_12828-RA	XP_034834269.1
OG0010029	JC_07352-RA	XP_034832258.1
OG0010031	JC_12413-RA	XP_034835725.1
OG0010033	JC_10469-RA	XP_034834920.1
OG0010034	JC_13115-RA	XP_034836063.1
OG0010035	JC_16443-RA	XP_034838817.1
OG0010038	JC_02412-RA	XP_034825050.1
OG0010039	JC_02410-RA	XP_034825522.1
OG0010041	JC_11488-RA	XP_034833033.1
OG0010042	JC_05572-RA	XP_034829037.1
OG0010044	JC_02400-RA	XP_034825525.1
OG0010047	JC_14605-RA	XP_034825854.1
OG0010052	JC_10492-RA	XP_034834615.1
OG0010054	JC_06753-RA	XP_034831175.1
OG0010056	JC_16708-RA	XP_034838806.1
OG0010061	JC_03565-RA	XP_034830391.1
OG0010064	JC_11524-RA	XP_034833021.1
OG0010068	JC_05665-RA	XP_034833427.1
OG0010069	JC_09764-RA	XP_034826890.1
OG0010071	JC_16118-RA, JC_11528-RA	XP_034833018.1
OG0010077	JC_17110-RA	XP_034837807.1
OG0010079	JC_06802-RA	XP_034831408.1
OG0010083	JC_04488-RA	XP_034824220.1
OG0010088	JC_11427-RA	XP_034833048.1
OG0010091	JC_04491-RA	XP_034824718.1
OG0010093	JC_03690-RA	XP_034840704.1
OG0010094	JC_05644-RA	XP_034833599.1
