Orthogroup	Vanessa_cardui	Pararge_aegeria
OG0007650	Vcard_DToL10080-RA	XP_039758700.1
OG0007651	Vcard_DToL10077-RA	XP_039758694.1
OG0007652	Vcard_DToL12544-RA	XP_039756478.1
OG0007653	Vcard_DToL01444-RA	XP_039751935.1
OG0007654	Vcard_DToL14308-RA, Vcard_DToL14310-RA	XP_039757477.1
OG0007655	Vcard_DToL17174-RA	XP_039761654.1
OG0007656	Vcard_DToL07522-RA	XP_039749775.1
OG0007657	Vcard_DToL05680-RA	XP_039764076.1
OG0007658	Vcard_DToL07523-RA	XP_039749512.1
OG0007659	Vcard_DToL10909-RA	XP_039757098.1
OG0007660	Vcard_DToL17170-RA, Vcard_DToL17172-RA	XP_039761663.1
OG0007661	Vcard_DToL05675-RA	XP_039764789.1
OG0007662	Vcard_DToL14305-RA	XP_039757869.1
OG0007663	Vcard_DToL17168-RA	XP_039761648.1
OG0007664	Vcard_DToL05674-RA	XP_039764583.1
OG0007665	Vcard_DToL03063-RA	XP_039754901.1
OG0007666	Vcard_DToL05673-RA	XP_039764584.1
OG0007667	Vcard_DToL00576-RA	XP_039764113.1
OG0007668	Vcard_DToL01466-RA	XP_039758508.1
OG0007669	Vcard_DToL12085-RA	XP_039755754.1
OG0007670	Vcard_DToL17166-RA	XP_039761812.1
OG0007671	Vcard_DToL12083-RA	XP_039755607.1
OG0007672	Vcard_DToL17165-RA	XP_039761700.1
OG0007673	Vcard_DToL14302-RA	XP_039757484.1
OG0007674	Vcard_DToL05671-RA	XP_039764507.1
OG0007675	Vcard_DToL00577-RA	XP_039764127.1
OG0007676	Vcard_DToL00578-RA	XP_039763442.1
OG0007677	Vcard_DToL12082-RA	XP_039755550.1
OG0007678	Vcard_DToL14301-RA	XP_039757793.1
OG0007679	Vcard_DToL01468-RA	XP_039760682.1
OG0007680	Vcard_DToL17163-RA	XP_039761409.1
OG0007681	Vcard_DToL05670-RA	XP_039764887.1
OG0007682	Vcard_DToL12177-RA	XP_039755299.1
OG0007683	Vcard_DToL12178-RA	XP_039755300.1
OG0007685	Vcard_DToL05343-RA	XP_039748918.1
OG0007686	Vcard_DToL00579-RA	XP_039763503.1, XP_039763504.1
OG0007687	Vcard_DToL05342-RA	XP_039749150.1
OG0007688	Vcard_DToL10344-RA	XP_039750753.1
OG0007689	Vcard_DToL10341-RA	XP_039750785.1
OG0007690	Vcard_DToL14179-RA	XP_039747673.1
OG0007691	Vcard_DToL02717-RA	XP_039754816.1
OG0007692	Vcard_DToL10068-RA	XP_039758284.1
OG0007693	Vcard_DToL13793-RA	XP_039758929.1
OG0007694	Vcard_DToL12192-RA	XP_039755411.1
OG0007695	Vcard_DToL02719-RA, Vcard_DToL02720-RA	XP_039755199.1
OG0007698	Vcard_DToL11920-RA	XP_039755500.1
OG0007700	Vcard_DToL11917-RA	XP_039755710.1
OG0007702	Vcard_DToL10333-RA	XP_039750532.1
OG0007704	Vcard_DToL14299-RA	XP_039758013.1
OG0007705	Vcard_DToL17127-RA	XP_039749825.1
OG0007706	Vcard_DToL15600-RA	XP_039750243.1
OG0007707	Vcard_DToL11912-RA	XP_039755788.1
OG0007708	Vcard_DToL08351-RA	XP_039747406.1
OG0007709	Vcard_DToL02747-RA, Vcard_DToL02745-RA, Vcard_DToL02749-RA	XP_039754611.1
OG0007710	Vcard_DToL14447-RA	XP_039757583.1
OG0007711	Vcard_DToL00581-RA	XP_039763701.1
OG0007713	Vcard_DToL06762-RA	XP_039751444.1
OG0007714	Vcard_DToL14442-RA	XP_039757592.1
OG0007715	Vcard_DToL08208-RA	XP_039752734.1
OG0007716	Vcard_DToL17156-RA	XP_039761643.1
OG0007717	Vcard_DToL10330-RA	XP_039750609.1
OG0007718	Vcard_DToL08476-RA	XP_039747381.1
OG0007719	Vcard_DToL08205-RA	XP_039752732.1
OG0007720	Vcard_DToL08206-RA	XP_039752731.1
OG0007721	Vcard_DToL17150-RA	XP_039761671.1
OG0007722	Vcard_DToL17154-RA	XP_039761471.1
OG0007723	Vcard_DToL02444-RA	XP_039745346.1
OG0007724	Vcard_DToL02445-RA	XP_039765923.1
OG0007725	Vcard_DToL10328-RA	XP_039750331.1
OG0007726	Vcard_DToL06650-RA	XP_039751455.1
OG0007727	Vcard_DToL10329-RA	XP_039750691.1
OG0007728	Vcard_DToL10067-RA	XP_039758447.1
OG0007729	Vcard_DToL06649-RA	XP_039751458.1
OG0007730	Vcard_DToL10066-RA	XP_039758791.1
OG0007731	Vcard_DToL17149-RA	XP_039761628.1
OG0007732	Vcard_DToL05657-RA	XP_039764602.1
OG0007733	Vcard_DToL06648-RA	XP_039751204.1
OG0007734	Vcard_DToL08191-RA	XP_039752493.1
OG0007735	Vcard_DToL01472-RA	XP_039757180.1
OG0007736	Vcard_DToL09204-RA	XP_039753516.1
OG0007737	Vcard_DToL15595-RA	XP_039761860.1
OG0007738	Vcard_DToL05651-RA	XP_039764513.1
OG0007739	Vcard_DToL10324-RA	XP_039750253.1
OG0007740	Vcard_DToL10063-RA	XP_039758558.1
OG0007741	Vcard_DToL05328-RA	XP_039748787.1
OG0007742	Vcard_DToL06643-RA	XP_039751563.1
OG0007743	Vcard_DToL05326-RA	XP_039748785.1
OG0007744	Vcard_DToL00585-RA	XP_039763484.1
OG0007745	Vcard_DToL05325-RA	XP_039748814.1
OG0007746	Vcard_DToL10062-RA	XP_039758612.1
OG0007747	Vcard_DToL02767-RA	XP_039754954.1
OG0007748	Vcard_DToL06636-RA	XP_039751588.1
OG0007749	Vcard_DToL10059-RA	XP_039758211.1
OG0007750	Vcard_DToL07555-RA	XP_039749770.1
OG0007751	Vcard_DToL15682-RA	XP_039745256.1
OG0007752	Vcard_DToL15683-RA	XP_039745244.1
OG0007753	Vcard_DToL06933-RA	XP_039751593.1
OG0007754	Vcard_DToL06936-RA	XP_039751673.1
OG0007755	Vcard_DToL10058-RA	XP_039758535.1
OG0007756	Vcard_DToL15686-RA	XP_039765753.1
OG0007757	Vcard_DToL10316-RA	XP_039750494.1
OG0007758	Vcard_DToL01473-RA	XP_039757897.1
OG0007759	Vcard_DToL10851-RA	XP_039757337.1, XP_039757336.1
OG0007760	Vcard_DToL04548-RA	XP_039754227.1
OG0007761	Vcard_DToL08471-RA	XP_039746585.1
OG0007762	Vcard_DToL07558-RA	XP_039749509.1
OG0007763	Vcard_DToL10055-RA	XP_039758394.1
OG0007764	Vcard_DToL02475-RA	XP_039765589.1
OG0007765	Vcard_DToL05321-RA	XP_039748848.1
OG0007766	Vcard_DToL06960-RA	XP_039751194.1
OG0007767	Vcard_DToL02477-RA	XP_039745248.1
OG0007768	Vcard_DToL10860-RA	XP_039756971.1
OG0007769	Vcard_DToL10861-RA	XP_039756973.1
OG0007770	Vcard_DToL01476-RA	XP_039755858.1
OG0007771	Vcard_DToL10863-RA	XP_039757040.1
OG0007772	Vcard_DToL07560-RA	XP_039749345.1
OG0007773	Vcard_DToL05315-RA	XP_039748568.1
OG0007774	Vcard_DToL04550-RA	XP_039754112.1
OG0007775	Vcard_DToL10306-RA	XP_039750876.1
OG0007776	Vcard_DToL15691-RA	XP_039764712.1
OG0007777	Vcard_DToL04552-RA	XP_039754016.1
OG0007778	Vcard_DToL15694-RA	XP_039764698.1
OG0007779	Vcard_DToL12499-RA	XP_039756698.1
OG0007781	Vcard_DToL02790-RA	XP_039755165.1
OG0007782	Vcard_DToL08185-RA	XP_039752286.1
OG0007783	Vcard_DToL05313-RA	XP_039748738.1
OG0007784	Vcard_DToL13790-RA	XP_039759510.1
OG0007785	Vcard_DToL08183-RA	XP_039752721.1
OG0007786	Vcard_DToL13788-RA	XP_039758990.1
OG0007787	Vcard_DToL05625-RA	XP_039765267.1
OG0007788	Vcard_DToL08182-RA	XP_039752063.1
OG0007789	Vcard_DToL13786-RA	XP_039758991.1
OG0007790	Vcard_DToL11900-RA	XP_039755967.1
OG0007791	Vcard_DToL07565-RA	XP_039750058.1
OG0007792	Vcard_DToL09180-RA	XP_039753422.1
OG0007793	Vcard_DToL02796-RA	XP_039754880.1
OG0007794	Vcard_DToL08179-RA	XP_039752699.1
OG0007795	Vcard_DToL17129-RA	XP_039761578.1
OG0007796	Vcard_DToL08178-RA	XP_039752781.1
OG0007797	Vcard_DToL13779-RA	XP_039759242.1
OG0007798	Vcard_DToL15706-RA	XP_039745231.1
OG0007799	Vcard_DToL00601-RA	XP_039763450.1
OG0007800	Vcard_DToL13772-RA	XP_039759450.1
OG0007801	Vcard_DToL02489-RA	XP_039765971.1
OG0007802	Vcard_DToL05286-RA	XP_039749249.1
OG0007803	Vcard_DToL02492-RA	XP_039765820.1
OG0007804	Vcard_DToL17125-RA	XP_039761588.1
OG0007805	Vcard_DToL17122-RA	XP_039761734.1
OG0007806	Vcard_DToL09174-RA	XP_039753489.1
OG0007807	Vcard_DToL10868-RA	XP_039757430.1
OG0007808	Vcard_DToL04569-RA	XP_039753875.1
OG0007809	Vcard_DToL02495-RA	XP_039745129.1
OG0007810	Vcard_DToL06955-RA	XP_039751229.1
OG0007811	Vcard_DToL10297-RA	XP_039750781.1
OG0007812	Vcard_DToL08457-RA	XP_039747427.1
OG0007813	Vcard_DToL09169-RA	XP_039753025.1
OG0007814	Vcard_DToL02498-RA	XP_039765460.1
OG0007815	Vcard_DToL08171-RA	XP_039751804.1, XP_039751806.1, XP_039751805.1
OG0007816	Vcard_DToL02500-RA	XP_039745348.1
OG0007817	Vcard_DToL08453-RA	XP_039747278.1
OG0007818	Vcard_DToL04575-RA	XP_039754456.1
OG0007819	Vcard_DToL17116-RA	XP_039761521.1
OG0007820	Vcard_DToL04576-RA	XP_039754121.1
OG0007821	Vcard_DToL07577-RA	XP_039750043.1
OG0007822	Vcard_DToL10875-RA	XP_039756903.1
OG0007823	Vcard_DToL17114-RA	XP_039761773.1
OG0007825	Vcard_DToL08450-RA	XP_039747037.1
OG0007826	Vcard_DToL07578-RA	XP_039749765.1
OG0007827	Vcard_DToL00702-RA	XP_039764077.1
OG0007828	Vcard_DToL08169-RA	XP_039752380.1
OG0007829	Vcard_DToL04577-RA	XP_039754365.1
OG0007830	Vcard_DToL01722-RA	XP_039754905.1
OG0007832	Vcard_DToL08446-RA	XP_039747007.1
OG0007833	Vcard_DToL08445-RA	XP_039746659.1
OG0007834	Vcard_DToL01723-RA	XP_039754371.1
OG0007835	Vcard_DToL02818-RA	XP_039755045.1
OG0007836	Vcard_DToL01724-RA	XP_039754383.1
OG0007837	Vcard_DToL00704-RA	XP_039763946.1
OG0007838	Vcard_DToL01720-RA	XP_039758649.1, XP_039755042.1
OG0007839	Vcard_DToL08443-RA	XP_039746621.1
OG0007840	Vcard_DToL04585-RA	XP_039754106.1
OG0007841	Vcard_DToL02511-RA	XP_039765834.1
OG0007842	Vcard_DToL05639-RA	XP_039765071.1
OG0007843	Vcard_DToL02512-RA	XP_039765943.1
OG0007844	Vcard_DToL09162-RA	XP_039753275.1
OG0007845	Vcard_DToL05636-RA	XP_039764877.1
OG0007846	Vcard_DToL05634-RA	XP_039765178.1
OG0007847	Vcard_DToL12509-RA	XP_039756034.1
OG0007848	Vcard_DToL02515-RA	XP_039765397.1
OG0007849	Vcard_DToL07582-RA	XP_039749583.1
OG0007850	Vcard_DToL10885-RA	XP_039757048.1
OG0007851	Vcard_DToL06946-RA	XP_039751630.1
OG0007852	Vcard_DToL09159-RA	XP_039753577.1
OG0007853	Vcard_DToL09158-RA	XP_039752875.1
OG0007854	Vcard_DToL02523-RA	XP_039745046.1
OG0007855	Vcard_DToL00693-RA	XP_039764185.1
OG0007857	Vcard_DToL02524-RA	XP_039745209.1
OG0007858	Vcard_DToL15717-RA	XP_039750263.1
OG0007859	Vcard_DToL02527-RA	XP_039745347.1
OG0007860	Vcard_DToL12512-RA	XP_039756080.1
OG0007861	Vcard_DToL06964-RA	XP_039751728.1
OG0007862	Vcard_DToL06965-RA	XP_039751727.1
OG0007863	Vcard_DToL12513-RA	XP_039756345.1
OG0007864	Vcard_DToL10889-RA	XP_039756793.1
OG0007865	Vcard_DToL04588-RA	XP_039754204.1
OG0007866	Vcard_DToL12514-RA	XP_039756597.1
OG0007867	Vcard_DToL05295-RA	XP_039749014.1
OG0007868	Vcard_DToL09153-RA	XP_039753493.1
OG0007869	Vcard_DToL04590-RA	XP_039754357.1
OG0007870	Vcard_DToL08156-RA	XP_039752738.1
OG0007871	Vcard_DToL12516-RA	XP_039756258.1
OG0007872	Vcard_DToL05627-RA	XP_039765182.1
OG0007873	Vcard_DToL02819-RA	XP_039755108.1
OG0007874	Vcard_DToL09152-RA	XP_039753194.1
OG0007876	Vcard_DToL05626-RA	XP_039762568.1
OG0007877	Vcard_DToL15722-RA	XP_039745303.1
OG0007878	Vcard_DToL00691-RA	XP_039763273.1
OG0007879	Vcard_DToL15723-RA	XP_039745315.1
OG0007880	Vcard_DToL02820-RA	XP_039754658.1
OG0007881	Vcard_DToL04594-RA	XP_039754117.1
OG0007882	Vcard_DToL04595-RA	XP_039754150.1
OG0007883	Vcard_DToL00689-RA	XP_039764144.1
OG0007884	Vcard_DToL04600-RA	XP_039754179.1
OG0007885	Vcard_DToL04601-RA	XP_039754527.1
OG0007886	Vcard_DToL15728-RA	XP_039748580.1
OG0007887	Vcard_DToL05283-RA	XP_039748794.1
OG0007888	Vcard_DToL04602-RA	XP_039754020.1
OG0007889	Vcard_DToL04603-RA	XP_039754022.1
OG0007890	Vcard_DToL04606-RA	XP_039754019.1
OG0007891	Vcard_DToL02824-RA	XP_039754629.1
OG0007892	Vcard_DToL04607-RA	XP_039754264.1
OG0007893	Vcard_DToL02828-RA	XP_039755033.1
OG0007894	Vcard_DToL04608-RA	XP_039753922.1
OG0007895	Vcard_DToL09147-RA	XP_039753202.1
OG0007896	Vcard_DToL09145-RA	XP_039752969.1
OG0007897	Vcard_DToL08155-RA	XP_039752570.1
OG0007898	Vcard_DToL05279-RA	XP_039748716.1
OG0007899	Vcard_DToL04613-RA	XP_039753823.1, XP_039753825.1
OG0007900	Vcard_DToL09144-RA	XP_039752972.1
OG0007901	Vcard_DToL09143-RA	XP_039753142.1
OG0007902	Vcard_DToL01712-RA	XP_039755211.1
OG0007903	Vcard_DToL10294-RA	XP_039750918.1
OG0007904	Vcard_DToL02829-RA	XP_039754796.1
OG0007905	Vcard_DToL02830-RA	XP_039755203.1
OG0007906	Vcard_DToL05622-RA	XP_039764891.1
OG0007908	Vcard_DToL00718-RA	XP_039763696.1
OG0007909	Vcard_DToL04616-RA	XP_039754530.1
OG0007910	Vcard_DToL02531-RA	XP_039745237.1
OG0007911	Vcard_DToL05621-RA	XP_039764908.1
OG0007912	Vcard_DToL01703-RA	XP_039758624.1
OG0007913	Vcard_DToL02532-RA	XP_039745235.1
OG0007914	Vcard_DToL06981-RA	XP_039751717.1
OG0007915	Vcard_DToL09142-RA	XP_039753625.1
OG0007916	Vcard_DToL05272-RA	XP_039748576.1
OG0007917	Vcard_DToL02534-RA	XP_039745472.1
OG0007918	Vcard_DToL04617-RA	XP_039754100.1
OG0007920	Vcard_DToL00612-RA	XP_039763803.1
OG0007921	Vcard_DToL00614-RA	XP_039763395.1
OG0007922	Vcard_DToL05619-RA	XP_039764902.1
OG0007923	Vcard_DToL08150-RA	XP_039751772.1
OG0007924	Vcard_DToL06991-RA	XP_039751493.1
OG0007925	Vcard_DToL08149-RA	XP_039752287.1
OG0007926	Vcard_DToL01697-RA	XP_039761269.1
OG0007927	Vcard_DToL10894-RA	XP_039757182.1
OG0007928	Vcard_DToL04620-RA	XP_039753957.1
OG0007929	Vcard_DToL04621-RA	XP_039753956.1
OG0007930	Vcard_DToL08145-RA	XP_039752696.1
OG0007931	Vcard_DToL09140-RA	XP_039753695.1
OG0007932	Vcard_DToL10896-RA	XP_039757256.1
OG0007933	Vcard_DToL08147-RA	XP_039751816.1
OG0007934	Vcard_DToL08146-RA	XP_039751949.1
OG0007936	Vcard_DToL10900-RA	XP_039756938.1
OG0007937	Vcard_DToL03867-RA	XP_039746473.1
OG0007938	Vcard_DToL10288-RA	XP_039750480.1
OG0007939	Vcard_DToL09132-RA	XP_039753626.1
OG0007940	Vcard_DToL10287-RA	XP_039750866.1
OG0007941	Vcard_DToL02542-RA	XP_039765801.1
OG0007942	Vcard_DToL08144-RA	XP_039752106.1
OG0007943	Vcard_DToL09130-RA	XP_039753642.1
OG0007944	Vcard_DToL02544-RA	XP_039765387.1
OG0007945	Vcard_DToL10280-RA	XP_039750718.1
OG0007946	Vcard_DToL02550-RA	XP_039765858.1
OG0007947	Vcard_DToL00780-RA	XP_039763306.1
OG0007948	Vcard_DToL10277-RA	XP_039750269.1
OG0007949	Vcard_DToL09128-RA	XP_039752992.1
OG0007950	Vcard_DToL07001-RA	XP_039751094.1
OG0007951	Vcard_DToL09127-RA	XP_039753592.1
OG0007952	Vcard_DToL09126-RA	XP_039753650.1
OG0007953	Vcard_DToL11878-RA	XP_039755712.1
OG0007954	Vcard_DToL01691-RA	XP_039754360.1
OG0007955	Vcard_DToL11877-RA	XP_039755744.1
OG0007956	Vcard_DToL09123-RA	XP_039753261.1
OG0007957	Vcard_DToL01690-RA	XP_039762001.1
OG0007958	Vcard_DToL11873-RA	XP_039755651.1
OG0007959	Vcard_DToL09121-RA	XP_039753040.1
OG0007960	Vcard_DToL07005-RA	XP_039751557.1
OG0007961	Vcard_DToL03876-RA	XP_039746081.1
OG0007962	Vcard_DToL09118-RA	XP_039753580.1
OG0007963	Vcard_DToL11871-RA	XP_039755868.1
OG0007964	Vcard_DToL02563-RA	XP_039765972.1
OG0007965	Vcard_DToL02834-RA	XP_039754799.1
OG0007966	Vcard_DToL11868-RA	XP_039755636.1
OG0007967	Vcard_DToL02564-RA	XP_039745308.1
OG0007968	Vcard_DToL04624-RA	XP_039754459.1
OG0007969	Vcard_DToL02838-RA	XP_039754642.1
OG0007970	Vcard_DToL11860-RA	XP_039755635.1
OG0007971	Vcard_DToL09116-RA	XP_039752963.1
OG0007972	Vcard_DToL10271-RA	XP_039750273.1
OG0007973	Vcard_DToL08296-RA	XP_039746723.1
OG0007974	Vcard_DToL05265-RA	XP_039748841.1
OG0007975	Vcard_DToL09115-RA	XP_039752962.1
OG0007976	Vcard_DToL09114-RA	XP_039752964.1
OG0007977	Vcard_DToL07008-RA	XP_039751272.1
OG0007978	Vcard_DToL09113-RA	XP_039752968.1
OG0007979	Vcard_DToL07010-RA	XP_039751520.1
OG0007980	Vcard_DToL03881-RA	XP_039746285.1
OG0007981	Vcard_DToL05614-RA	XP_039765021.1
OG0007982	Vcard_DToL10903-RA	XP_039757345.1
OG0007983	Vcard_DToL05613-RA	XP_039764780.1
OG0007984	Vcard_DToL08298-RA	XP_039746610.1
OG0007985	Vcard_DToL07012-RA	XP_039751206.1
OG0007986	Vcard_DToL10268-RA	XP_039750810.1
OG0007987	Vcard_DToL03882-RA	XP_039746226.1
OG0007989	Vcard_DToL04629-RA	XP_039754059.1
OG0007990	Vcard_DToL02570-RA	XP_039745119.1
OG0007991	Vcard_DToL04631-RA	XP_039754505.1
OG0007992	Vcard_DToL05608-RA	XP_039764782.1
OG0007993	Vcard_DToL00756-RA	XP_039763437.1
OG0007994	Vcard_DToL08299-RA	XP_039746518.1
OG0007995	Vcard_DToL03067-RA	XP_039754949.1
OG0007996	Vcard_DToL07014-RA	XP_039751389.1
OG0007997	Vcard_DToL02574-RA	XP_039765871.1
OG0007998	Vcard_DToL03890-RA	XP_039745796.1
OG0007999	Vcard_DToL02577-RA	XP_039765829.1
OG0008000	Vcard_DToL02578-RA	XP_039745328.1
OG0008001	Vcard_DToL03065-RA	XP_039754651.1
OG0008002	Vcard_DToL02580-RA	XP_039765530.1
OG0008003	Vcard_DToL03893-RA	XP_039745781.1
OG0008004	Vcard_DToL00736-RA	XP_039763813.1
OG0008005	Vcard_DToL08305-RA	XP_039747188.1
OG0008006	Vcard_DToL00737-RA	XP_039763881.1
OG0008007	Vcard_DToL08306-RA	XP_039746721.1
OG0008008	Vcard_DToL04636-RA	XP_039754247.1
OG0008009	Vcard_DToL03894-RA	XP_039746042.1
OG0008010	Vcard_DToL00738-RA	XP_039763117.1
OG0008011	Vcard_DToL02582-RA	XP_039745404.1
OG0008012	Vcard_DToL11099-RA	XP_039757214.1
OG0008013	Vcard_DToL05603-RA	XP_039764299.1
OG0008014	Vcard_DToL08309-RA	XP_039746937.1
OG0008015	Vcard_DToL10262-RA	XP_039750214.1
OG0008017	Vcard_DToL07023-RA	XP_039751553.1
OG0008018	Vcard_DToL07025-RA	XP_039751685.1
OG0008019	Vcard_DToL02583-RA	XP_039745391.1
OG0008020	Vcard_DToL15752-RA	XP_039747435.1
OG0008021	Vcard_DToL07026-RA	XP_039751428.1
OG0008022	Vcard_DToL11098-RA	XP_039756949.1
OG0008023	Vcard_DToL10156-RA	XP_039758446.1
OG0008024	Vcard_DToL07027-RA	XP_039751517.1
OG0008025	Vcard_DToL11853-RA	XP_039755879.1
OG0008026	Vcard_DToL07028-RA	XP_039751453.1
OG0008027	Vcard_DToL07600-RA	XP_039749585.1
OG0008028	Vcard_DToL00740-RA	XP_039763321.1
OG0008029	Vcard_DToL17088-RA	XP_039761483.1
OG0008030	Vcard_DToL07601-RA	XP_039749586.1
OG0008031	Vcard_DToL15760-RA	XP_039762060.1
OG0008032	Vcard_DToL04658-RA	XP_039754506.1
OG0008034	Vcard_DToL07602-RA	XP_039749588.1
OG0008035	Vcard_DToL09105-RA	XP_039753535.1
OG0008036	Vcard_DToL08099-RA	XP_039752241.1
OG0008037	Vcard_DToL09104-RA	XP_039753170.1
OG0008038	Vcard_DToL08322-RA	XP_039747159.1, XP_039747158.1
OG0008039	Vcard_DToL11849-RA	XP_039755927.1
OG0008040	Vcard_DToL01658-RA	XP_039757589.1
OG0008041	Vcard_DToL07029-RA	XP_039751459.1
OG0008042	Vcard_DToL00747-RA	XP_039763203.1
OG0008043	Vcard_DToL10254-RA	XP_039750614.1
OG0008044	Vcard_DToL03899-RA	XP_039745713.1
OG0008045	Vcard_DToL04667-RA	XP_039754211.1
OG0008046	Vcard_DToL11833-RA	XP_039755435.1
OG0008047	Vcard_DToL08084-RA	XP_039751936.1
OG0008048	Vcard_DToL09099-RA	XP_039753267.1
OG0008049	Vcard_DToL11832-RA	XP_039755436.1
OG0008050	Vcard_DToL01655-RA	XP_039761344.1
OG0008051	Vcard_DToL09097-RA	XP_039753646.1
OG0008052	Vcard_DToL01653-RA	XP_039761404.1
OG0008053	Vcard_DToL07617-RA	XP_039749574.1
OG0008054	Vcard_DToL01649-RA	XP_039761531.1, XP_039761540.1
OG0008055	Vcard_DToL07620-RA	XP_039749809.1
OG0008056	Vcard_DToL09090-RA	XP_039753499.1
OG0008057	Vcard_DToL02600-RA	XP_039765599.1
OG0008058	Vcard_DToL15775-RA	XP_039746646.1
OG0008059	Vcard_DToL05252-RA	XP_039748513.1
OG0008060	Vcard_DToL08082-RA	XP_039751956.1
OG0008062	Vcard_DToL01635-RA	XP_039755124.1
OG0008063	Vcard_DToL01633-RA	XP_039759188.1
OG0008064	Vcard_DToL00755-RA	XP_039763926.1, XP_039763925.1
OG0008065	Vcard_DToL15778-RA	XP_039745547.1
OG0008066	Vcard_DToL05244-RA	XP_039749256.1
OG0008067	Vcard_DToL03904-RA	XP_039745644.1
OG0008068	Vcard_DToL08079-RA	XP_039752468.1
OG0008069	Vcard_DToL05243-RA	XP_039749045.1
OG0008070	Vcard_DToL01630-RA	XP_039761743.1
OG0008071	Vcard_DToL09081-RA	XP_039753522.1
OG0008072	Vcard_DToL03906-RA	XP_039745947.1
OG0008075	Vcard_DToL05240-RA	XP_039749116.1
OG0008076	Vcard_DToL00765-RA	XP_039763152.1
OG0008077	Vcard_DToL08078-RA	XP_039752760.1
OG0008078	Vcard_DToL09078-RA	XP_039753633.1
OG0008079	Vcard_DToL05238-RA	XP_039749149.1
OG0008080	Vcard_DToL01622-RA	XP_039752294.1
OG0008081	Vcard_DToL03910-RA	XP_039745760.1
OG0008082	Vcard_DToL05234-RA	XP_039748818.1
OG0008083	Vcard_DToL03911-RA	XP_039745761.1
OG0008084	Vcard_DToL15788-RA	XP_039750751.1
OG0008085	Vcard_DToL05233-RA	XP_039749309.1
OG0008086	Vcard_DToL15789-RA	XP_039762482.1
OG0008087	Vcard_DToL01620-RA	XP_039752313.1
OG0008088	Vcard_DToL01295-RA	XP_039755715.1
OG0008089	Vcard_DToL01297-RA	XP_039757204.1
OG0008090	Vcard_DToL15797-RA	XP_039762554.1
OG0008091	Vcard_DToL07633-RA	XP_039749659.1
OG0008092	Vcard_DToL08069-RA	XP_039752765.1
OG0008093	Vcard_DToL09070-RA	XP_039753114.1
OG0008094	Vcard_DToL09068-RA	XP_039753188.1
OG0008095	Vcard_DToL15799-RA	XP_039746329.1
OG0008096	Vcard_DToL05213-RA	XP_039748897.1
OG0008097	Vcard_DToL04682-RA	XP_039754366.1
OG0008098	Vcard_DToL00774-RA	XP_039763358.1
OG0008099	Vcard_DToL08064-RA	XP_039751784.1
OG0008100	Vcard_DToL01298-RA	XP_039758806.1
OG0008101	Vcard_DToL02604-RA	XP_039745381.1
OG0008102	Vcard_DToL01301-RA	XP_039761234.1
OG0008103	Vcard_DToL02606-RA	XP_039745526.1
OG0008104	Vcard_DToL02607-RA	XP_039745527.1
OG0008105	Vcard_DToL08058-RA	XP_039752519.1
OG0008106	Vcard_DToL08056-RA	XP_039752267.1
OG0008107	Vcard_DToL02608-RA	XP_039765331.1
OG0008108	Vcard_DToL02611-RA	XP_039765625.1
OG0008109	Vcard_DToL04684-RA	XP_039754369.1
OG0008110	Vcard_DToL02612-RA	XP_039765928.1
OG0008111	Vcard_DToL05209-RA	XP_039749123.1
OG0008112	Vcard_DToL04689-RA	XP_039754036.1
OG0008113	Vcard_DToL15807-RA	XP_039764961.1
OG0008114	Vcard_DToL15811-RA	XP_039745908.1
OG0008115	Vcard_DToL05454-RA	XP_039748564.1
OG0008116	Vcard_DToL15812-RA	XP_039749115.1
OG0008117	Vcard_DToL04690-RA	XP_039754131.1
OG0008118	Vcard_DToL00713-RA	XP_039763130.1
OG0008119	Vcard_DToL08286-RA	XP_039751827.1
OG0008121	Vcard_DToL08356-RA	XP_039747383.1
OG0008122	Vcard_DToL15814-RA	XP_039750113.1
OG0008123	Vcard_DToL01316-RA	XP_039758353.1
OG0008124	Vcard_DToL08360-RA	XP_039746609.1
OG0008125	Vcard_DToL04709-RA	XP_039753872.1
OG0008126	Vcard_DToL08284-RA	XP_039752389.1
OG0008127	Vcard_DToL08280-RA	XP_039752716.1
OG0008128	Vcard_DToL02624-RA	XP_039765515.1
OG0008129	Vcard_DToL05478-RA	XP_039765141.1
OG0008130	Vcard_DToL02626-RA	XP_039765755.1
OG0008132	Vcard_DToL02629-RA	XP_039765311.1
OG0008133	Vcard_DToL00760-RA	XP_039763763.1
OG0008134	Vcard_DToL08368-RA	XP_039747501.1
OG0008135	Vcard_DToL02631-RA	XP_039745279.1
OG0008136	Vcard_DToL01319-RA	XP_039756294.1
OG0008137	Vcard_DToL08272-RA	XP_039752236.1
OG0008138	Vcard_DToL08374-RA	XP_039747119.1
OG0008139	Vcard_DToL02635-RA	XP_039765915.1
OG0008140	Vcard_DToL02636-RA	XP_039765624.1
OG0008141	Vcard_DToL15818-RA	XP_039750054.1
OG0008142	Vcard_DToL08267-RA	XP_039752327.1
OG0008143	Vcard_DToL02637-RA	XP_039765745.1
OG0008144	Vcard_DToL01322-RA	XP_039758849.1
OG0008145	Vcard_DToL01323-RA	XP_039754164.1
OG0008146	Vcard_DToL08266-RA	XP_039752234.1
OG0008147	Vcard_DToL01326-RA	XP_039753163.1
OG0008148	Vcard_DToL08380-RA	XP_039746867.1
