Orthogroup	Vanessa_cardui	Danaus_plexippus
OG0009282	Vcard_DToL12676-RA	DPOGS200685-PA
OG0009283	Vcard_DToL09764-RA	DPOGS205599-PA
OG0009284	Vcard_DToL14235-RA	DPOGS203080-PA
OG0009285	Vcard_DToL05828-RA	DPOGS214177-PA
OG0009286	Vcard_DToL05827-RA	DPOGS214200-PA
OG0009287	Vcard_DToL15407-RA	DPOGS214875-PA
OG0009288	Vcard_DToL13682-RA	DPOGS214320-PA
OG0009289	Vcard_DToL11063-RA	DPOGS206617-PA
OG0009290	Vcard_DToL08564-RA	DPOGS213014-PA
OG0009291	Vcard_DToL05824-RA	DPOGS214175-PA
OG0009292	Vcard_DToL12007-RA	DPOGS207256-PA
OG0009293	Vcard_DToL08563-RA	DPOGS214930-PA
OG0009294	Vcard_DToL03735-RA	DPOGS212208-PA
OG0009295	Vcard_DToL02316-RA	DPOGS204221-PA
OG0009296	Vcard_DToL16184-RA	DPOGS204059-PA
OG0009297	Vcard_DToL09483-RA	DPOGS206443-PA
OG0009298	Vcard_DToL12670-RA	DPOGS209706-PA
OG0009300	Vcard_DToL08558-RA	DPOGS213007-PA
OG0009302	Vcard_DToL12012-RA	DPOGS207299-PA
OG0009303	Vcard_DToL04407-RA	DPOGS203605-PA
OG0009304	Vcard_DToL07953-RA	DPOGS207027-PA
OG0009306	Vcard_DToL08555-RA	DPOGS213006-PA
OG0009307	Vcard_DToL12023-RA	DPOGS207264-PA
OG0009308	Vcard_DToL08554-RA	DPOGS213018-PA
OG0009309	Vcard_DToL15412-RA	DPOGS214871-PA
OG0009310	Vcard_DToL08552-RA	DPOGS213005-PA
OG0009311	Vcard_DToL15413-RA	DPOGS214870-PA
OG0009312	Vcard_DToL04416-RA	DPOGS203603-PA
OG0009313	Vcard_DToL00499-RA	DPOGS206138-PA
OG0009314	Vcard_DToL00498-RA	DPOGS206139-PA
OG0009315	Vcard_DToL00495-RA	DPOGS206140-PA
OG0009316	Vcard_DToL03746-RA	DPOGS211928-PA
OG0009317	Vcard_DToL07395-RA	DPOGS208875-PA
OG0009319	Vcard_DToL08551-RA	DPOGS213019-PA
OG0009320	Vcard_DToL08550-RA	DPOGS213001-PA
OG0009322	Vcard_DToL12644-RA	DPOGS209714-PA
OG0009323	Vcard_DToL00494-RA	DPOGS206045-PA
OG0009324	Vcard_DToL00492-RA	DPOGS206141-PA
OG0009325	Vcard_DToL05784-RA	DPOGS214160-PA
OG0009326	Vcard_DToL07699-RA	DPOGS212783-PA
OG0009328	Vcard_DToL08547-RA	DPOGS213022-PA
OG0009329	Vcard_DToL09308-RA	DPOGS207806-PA
OG0009333	Vcard_DToL09749-RA	DPOGS205610-PA
OG0009334	Vcard_DToL07693-RA	DPOGS201800-PA
OG0009335	Vcard_DToL00488-RA	DPOGS206143-PA
OG0009336	Vcard_DToL07689-RA	DPOGS201801-PA
OG0009339	Vcard_DToL13711-RA	DPOGS214336-PA
OG0009340	Vcard_DToL08544-RA	DPOGS213026-PA
OG0009342	Vcard_DToL08539-RA	DPOGS213000-PA
OG0009343	Vcard_DToL07416-RA	DPOGS208967-PA
OG0009344	Vcard_DToL00480-RA	DPOGS206145-PA
OG0009345	Vcard_DToL08533-RA	DPOGS213030-PA
OG0009346	Vcard_DToL14246-RA	DPOGS207429-PA
OG0009347	Vcard_DToL08531-RA	DPOGS212998-PA
OG0009348	Vcard_DToL08529-RA	DPOGS212996-PA
OG0009350	Vcard_DToL15420-RA	DPOGS214848-PA
OG0009352	Vcard_DToL15421-RA	DPOGS214864-PA
OG0009353	Vcard_DToL02307-RA	DPOGS203078-PA
OG0009354	Vcard_DToL09954-RA	DPOGS208024-PA
OG0009355	Vcard_DToL08527-RA	DPOGS213031-PA
OG0009356	Vcard_DToL05718-RA	DPOGS214132-PA
OG0009357	Vcard_DToL03011-RA	DPOGS212267-PA
OG0009358	Vcard_DToL13725-RA	DPOGS214339-PA
OG0009361	Vcard_DToL00477-RA	DPOGS206032-PA
OG0009362	Vcard_DToL15429-RA	DPOGS214860-PA
OG0009363	Vcard_DToL10951-RA	DPOGS202632-PA
OG0009364	Vcard_DToL10949-RA	DPOGS202633-PA
OG0009365	Vcard_DToL00474-RA	DPOGS206030-PA
OG0009366	Vcard_DToL03778-RA	DPOGS216016-PA
OG0009367	Vcard_DToL13763-RA	DPOGS202892-PA
OG0009369	Vcard_DToL07445-RA	DPOGS208946-PA
OG0009370	Vcard_DToL10161-RA	DPOGS208014-PA
OG0009371	Vcard_DToL02292-RA	DPOGS208666-PA
OG0009373	Vcard_DToL15438-RA	DPOGS209069-PA
OG0009374	Vcard_DToL05725-RA	DPOGS214247-PA
OG0009376	Vcard_DToL01208-RA	DPOGS203717-PA
OG0009377	Vcard_DToL15444-RA	DPOGS209067-PA
OG0009378	Vcard_DToL14401-RA	DPOGS204039-PA
OG0009379	Vcard_DToL07809-RA	DPOGS206938-PA
OG0009380	Vcard_DToL09287-RA	DPOGS207816-PA
OG0009382	Vcard_DToL07456-RA	DPOGS208951-PA
OG0009384	Vcard_DToL00501-RA	DPOGS206136-PA
OG0009387	Vcard_DToL00448-RA	DPOGS203318-PA
OG0009390	Vcard_DToL03795-RA	DPOGS215957-PA
OG0009391	Vcard_DToL14394-RA	DPOGS204024-PA
OG0009392	Vcard_DToL13745-RA	DPOGS202897-PA
OG0009395	Vcard_DToL09275-RA	DPOGS207741-PA
OG0009396	Vcard_DToL15446-RA	DPOGS209026-PA
OG0009397	Vcard_DToL12045-RA	DPOGS207283-PA
OG0009399	Vcard_DToL15591-RA	DPOGS206417-PA
OG0009400	Vcard_DToL14382-RA	DPOGS204030-PA
OG0009401	Vcard_DToL02272-RA	DPOGS208658-PA
OG0009402	Vcard_DToL14379-RA	DPOGS204031-PA
OG0009403	Vcard_DToL12054-RA	DPOGS207274-PA
OG0009404	Vcard_DToL12055-RA	DPOGS207280-PA
OG0009406	Vcard_DToL05439-RA	DPOGS202450-PA
OG0009407	Vcard_DToL10373-RA	DPOGS210681-PA
OG0009408	Vcard_DToL17247-RA	DPOGS202421-PA
OG0009409	Vcard_DToL03025-RA	DPOGS212278-PA
OG0009410	Vcard_DToL03026-RA	DPOGS212277-PA
OG0009412	Vcard_DToL12603-RA	DPOGS201037-PA
OG0009413	Vcard_DToL12601-RA	DPOGS201036-PA
OG0009415	Vcard_DToL14278-RA	DPOGS205822-PA
OG0009416	Vcard_DToL03031-RA	DPOGS202593-PA
OG0009417	Vcard_DToL15678-RA	DPOGS209536-PA
OG0009418	Vcard_DToL08521-RA	DPOGS212992-PA
OG0009419	Vcard_DToL01189-RA	DPOGS215790-PA
OG0009421	Vcard_DToL00512-RA	DPOGS206050-PA
OG0009422	Vcard_DToL08773-RA	DPOGS213798-PA
OG0009423	Vcard_DToL02247-RA	DPOGS208649-PA
OG0009424	Vcard_DToL08513-RA	DPOGS212988-PA
OG0009426	Vcard_DToL12599-RA	DPOGS201035-PA
OG0009427	Vcard_DToL12598-RA	DPOGS200977-PA
OG0009428	Vcard_DToL13731-RA	DPOGS214341-PA
OG0009429	Vcard_DToL01417-RA	DPOGS201454-PA
OG0009430	Vcard_DToL01419-RA	DPOGS201492-PA
OG0009431	Vcard_DToL12595-RA	DPOGS201033-PA
OG0009432	Vcard_DToL09242-RA	DPOGS207725-PA
OG0009433	Vcard_DToL12594-RA	DPOGS200979-PA
OG0009434	Vcard_DToL10367-RA	DPOGS210685-PA
OG0009435	Vcard_DToL12169-RA	DPOGS211644-PA
OG0009436	Vcard_DToL12587-RA	DPOGS200981-PA
OG0009437	Vcard_DToL12586-RA	DPOGS201029-PA
OG0009438	Vcard_DToL12168-RA	DPOGS211645-PA
OG0009439	Vcard_DToL12164-RA	DPOGS211635-PA
OG0009441	Vcard_DToL12163-RA	DPOGS211648-PA
OG0009442	Vcard_DToL17238-RA	DPOGS211987-PA
OG0009443	Vcard_DToL15480-RA	DPOGS209048-PA
OG0009444	Vcard_DToL02377-RA	DPOGS204249-PA
OG0009445	Vcard_DToL05748-RA	DPOGS214228-PA
OG0009446	Vcard_DToL12161-RA	DPOGS211649-PA
OG0009447	Vcard_DToL12160-RA	DPOGS211650-PA
OG0009448	Vcard_DToL07491-RA	DPOGS208957-PA
OG0009450	Vcard_DToL08511-RA	DPOGS213044-PA
OG0009453	Vcard_DToL10114-RA	DPOGS200030-PA
OG0009454	Vcard_DToL03047-RA	DPOGS213837-PA
OG0009455	Vcard_DToL13936-RA	DPOGS213263-PA
OG0009456	Vcard_DToL15484-RA	DPOGS209044-PA
OG0009457	Vcard_DToL02388-RA	DPOGS204255-PA
OG0009458	Vcard_DToL13938-RA	DPOGS213262-PA
OG0009459	Vcard_DToL04491-RA	DPOGS214771-PA
OG0009461	Vcard_DToL14175-RA	DPOGS205992-PA
OG0009463	Vcard_DToL14352-RA	DPOGS212868-PA
OG0009464	Vcard_DToL14353-RA	DPOGS212867-PA
OG0009465	Vcard_DToL13820-RA	DPOGS209898-PA
OG0009466	Vcard_DToL17227-RA	DPOGS205878-PA
OG0009468	Vcard_DToL13819-RA	DPOGS209894-PA
OG0009469	Vcard_DToL08507-RA	DPOGS202114-PA
OG0009470	Vcard_DToL05711-RA	DPOGS214253-PA
OG0009471	Vcard_DToL13815-RA	DPOGS209900-PA
OG0009472	Vcard_DToL03053-RA	DPOGS213829-PA
OG0009473	Vcard_DToL10099-RA	DPOGS215396-PA, DPOGS215398-PA
OG0009475	Vcard_DToL03056-RA	DPOGS213840-PA
OG0009477	Vcard_DToL13806-RA	DPOGS209903-PA
OG0009478	Vcard_DToL13805-RA	DPOGS209889-PA
OG0009479	Vcard_DToL08505-RA	DPOGS202115-PA
OG0009480	Vcard_DToL03816-RA	DPOGS211920-PA
OG0009481	Vcard_DToL05704-RA	DPOGS214257-PA
OG0009483	Vcard_DToL03825-RA	DPOGS211917-PA
OG0009484	Vcard_DToL12107-RA, Vcard_DToL12166-RA	DPOGS204893-PA
OG0009485	Vcard_DToL12558-RA	DPOGS200990-PA
OG0009487	Vcard_DToL08500-RA	DPOGS202116-PA
OG0009488	Vcard_DToL07515-RA	DPOGS208942-PA
OG0009489	Vcard_DToL05177-RA	DPOGS205758-PA
OG0009490	Vcard_DToL14338-RA	DPOGS212857-PA
OG0009493	Vcard_DToL14334-RA	DPOGS212823-PA
OG0009494	Vcard_DToL05698-RA	DPOGS214262-PA
OG0009495	Vcard_DToL07517-RA	DPOGS208941-PA
OG0009496	Vcard_DToL12556-RA	DPOGS200992-PA
OG0009497	Vcard_DToL12105-RA	DPOGS204868-PA
OG0009498	Vcard_DToL05696-RA	DPOGS214263-PA
OG0009502	Vcard_DToL12549-RA	DPOGS201011-PA
OG0009503	Vcard_DToL10346-RA	DPOGS210704-PA
OG0009504	Vcard_DToL12548-RA	DPOGS200994-PA
OG0009505	Vcard_DToL14315-RA	DPOGS212848-PA
OG0009507	Vcard_DToL17176-RA	DPOGS205543-PA
OG0009508	Vcard_DToL05683-RA	DPOGS214266-PA
OG0009509	Vcard_DToL07520-RA	DPOGS208923-PA
OG0009511	Vcard_DToL05677-RA	DPOGS214117-PA
OG0009512	Vcard_DToL17169-RA	DPOGS205498-PA
OG0009513	Vcard_DToL08495-RA	DPOGS202119-PA
OG0009514	Vcard_DToL08494-RA	DPOGS202108-PA
OG0009515	Vcard_DToL08489-RA	DPOGS202121-PA
OG0009516	Vcard_DToL17164-RA	DPOGS205537-PA
OG0009517	Vcard_DToL08487-RA	DPOGS202106-PA
OG0009518	Vcard_DToL07531-RA	DPOGS208935-PA
OG0009519	Vcard_DToL12187-RA	DPOGS213506-PA
OG0009520	Vcard_DToL12188-RA	DPOGS213626-PA
OG0009522	Vcard_DToL05346-RA	DPOGS211403-PA
OG0009523	Vcard_DToL10340-RA	DPOGS210711-PA
OG0009524	Vcard_DToL10339-RA	DPOGS210742-PA
OG0009525	Vcard_DToL10338-RA	DPOGS210712-PA
OG0009526	Vcard_DToL07542-RA	DPOGS208934-PA
OG0009528	Vcard_DToL02722-RA	DPOGS209946-PA
OG0009529	Vcard_DToL11918-RA	DPOGS212329-PA
OG0009530	Vcard_DToL02727-RA	DPOGS209947-PA
OG0009531	Vcard_DToL08484-RA	DPOGS202123-PA
OG0009533	Vcard_DToL08482-RA	DPOGS202103-PA
OG0009534	Vcard_DToL11913-RA	DPOGS212327-PA
OG0009535	Vcard_DToL08481-RA	DPOGS202124-PA
OG0009536	Vcard_DToL08212-RA	DPOGS207005-PA
OG0009537	Vcard_DToL01471-RA	DPOGS201922-PA
OG0009538	Vcard_DToL02729-RA	DPOGS209976-PA
OG0009539	Vcard_DToL04529-RA	DPOGS200312-PA
OG0009540	Vcard_DToL08210-RA	DPOGS206931-PA
OG0009541	Vcard_DToL02753-RA	DPOGS209980-PA
OG0009542	Vcard_DToL08197-RA	DPOGS207009-PA
OG0009543	Vcard_DToL06655-RA	DPOGS207663-PA
OG0009545	Vcard_DToL05662-RA	DPOGS214279-PA
OG0009547	Vcard_DToL17155-RA	DPOGS205506-PA
OG0009549	Vcard_DToL08192-RA	DPOGS206926-PA
OG0009550	Vcard_DToL05658-RA	DPOGS214108-PA
OG0009551	Vcard_DToL05655-RA	DPOGS214283-PA
OG0009553	Vcard_DToL05333-RA	DPOGS211399-PA
OG0009554	Vcard_DToL00583-RA	DPOGS212558-PA
OG0009555	Vcard_DToL02756-RA	DPOGS209983-PA
OG0009556	Vcard_DToL02759-RA	DPOGS209949-PA
OG0009557	Vcard_DToL02760-RA	DPOGS209984-PA
OG0009558	Vcard_DToL04544-RA	DPOGS200321-PA
OG0009560	Vcard_DToL10060-RA	DPOGS215416-PA
OG0009561	Vcard_DToL07556-RA	DPOGS200053-PA
OG0009562	Vcard_DToL02768-RA	DPOGS209974-PA
OG0009564	Vcard_DToL15687-RA	DPOGS202358-PA
OG0009565	Vcard_DToL05650-RA	DPOGS214105-PA
OG0009566	Vcard_DToL02769-RA	DPOGS209973-PA
OG0009567	Vcard_DToL02771-RA	DPOGS209956-PA
OG0009568	Vcard_DToL08473-RA	DPOGS202099-PA
OG0009569	Vcard_DToL02772-RA	DPOGS209972-PA
OG0009570	Vcard_DToL17141-RA	DPOGS205529-PA
OG0009571	Vcard_DToL08472-RA	DPOGS202126-PA
OG0009572	Vcard_DToL02773-RA	DPOGS209957-PA
OG0009573	Vcard_DToL02777-RA	DPOGS209971-PA
OG0009574	Vcard_DToL10054-RA	DPOGS215420-PA
OG0009575	Vcard_DToL05318-RA	DPOGS211424-PA
OG0009576	Vcard_DToL15689-RA	DPOGS202357-PA
OG0009577	Vcard_DToL06957-RA	DPOGS202805-PA
OG0009578	Vcard_DToL04551-RA	DPOGS200306-PA
OG0009579	Vcard_DToL09183-RA	DPOGS200818-PA
OG0009580	Vcard_DToL17134-RA	DPOGS205517-PA
OG0009581	Vcard_DToL02782-RA	DPOGS209959-PA
OG0009582	Vcard_DToL02784-RA	DPOGS209968-PA
OG0009583	Vcard_DToL11906-RA	DPOGS212319-PA
OG0009584	Vcard_DToL05312-RA	DPOGS205848-PA
OG0009585	Vcard_DToL08460-RA	DPOGS202093-PA
OG0009586	Vcard_DToL00595-RA	DPOGS212561-PA
OG0009587	Vcard_DToL13783-RA	DPOGS202881-PA
OG0009588	Vcard_DToL05306-RA	DPOGS205851-PA
OG0009590	Vcard_DToL05646-RA	DPOGS214098-PA
OG0009591	Vcard_DToL09175-RA	DPOGS200873-PA
OG0009592	Vcard_DToL02799-RA	DPOGS200648-PA
OG0009593	Vcard_DToL08173-RA	DPOGS206918-PA
OG0009594	Vcard_DToL08454-RA	DPOGS200182-PA
OG0009595	Vcard_DToL02800-RA	DPOGS200591-PA
OG0009596	Vcard_DToL02804-RA	DPOGS200645-PA
OG0009597	Vcard_DToL02805-RA	DPOGS200594-PA
OG0009598	Vcard_DToL02808-RA	DPOGS200644-PA
OG0009599	Vcard_DToL02809-RA	DPOGS200595-PA
OG0009600	Vcard_DToL09165-RA	DPOGS200825-PA
OG0009601	Vcard_DToL08449-RA	DPOGS200180-PA
OG0009602	Vcard_DToL01721-RA	DPOGS210601-PA
OG0009603	Vcard_DToL08168-RA	DPOGS206957-PA
OG0009605	Vcard_DToL05635-RA	DPOGS214291-PA
OG0009607	Vcard_DToL02516-RA	DPOGS208725-PA
OG0009608	Vcard_DToL02517-RA	DPOGS208714-PA
OG0009609	Vcard_DToL06962-RA	DPOGS202835-PA
OG0009611	Vcard_DToL02529-RA	DPOGS208730-PA
OG0009612	Vcard_DToL11882-RA	DPOGS212382-PA
OG0009614	Vcard_DToL05628-RA	DPOGS214088-PA
OG0009615	Vcard_DToL09150-RA	DPOGS200832-PA
OG0009618	Vcard_DToL05281-RA	DPOGS209929-PA
OG0009619	Vcard_DToL00727-RA	DPOGS203004-PA
OG0009620	Vcard_DToL01713-RA	DPOGS210597-PA
OG0009621	Vcard_DToL05275-RA	DPOGS209931-PA
OG0009622	Vcard_DToL08438-RA	DPOGS200174-PA
OG0009623	Vcard_DToL01700-RA	DPOGS210616-PA
OG0009624	Vcard_DToL10293-RA	DPOGS208315-PA
OG0009625	Vcard_DToL02536-RA	DPOGS208733-PA
OG0009627	Vcard_DToL04619-RA	DPOGS200355-PA
OG0009628	Vcard_DToL17101-RA	DPOGS207691-PA
OG0009629	Vcard_DToL09138-RA	DPOGS200836-PA
OG0009630	Vcard_DToL06992-RA	DPOGS202828-PA
OG0009631	Vcard_DToL10897-RA	DPOGS211615-PA
OG0009632	Vcard_DToL10899-RA	DPOGS211616-PA
OG0009633	Vcard_DToL10290-RA	DPOGS208314-PA
OG0009635	Vcard_DToL11879-RA	DPOGS212336-PA
OG0009636	Vcard_DToL08138-RA	DPOGS206863-PA
OG0009637	Vcard_DToL01413-RA	DPOGS200656-PA, DPOGS200804-PA
OG0009638	Vcard_DToL01694-RA	DPOGS210621-PA
OG0009639	Vcard_DToL02557-RA	DPOGS208743-PA
OG0009640	Vcard_DToL00787-RA	DPOGS202977-PA
OG0009642	Vcard_DToL01688-RA	DPOGS202186-PA
OG0009643	Vcard_DToL05267-RA	DPOGS209933-PA
OG0009645	Vcard_DToL01684-RA	DPOGS202234-PA
OG0009646	Vcard_DToL11861-RA	DPOGS212369-PA
OG0009648	Vcard_DToL07011-RA	DPOGS202844-PA
OG0009649	Vcard_DToL03884-RA	DPOGS200738-PA
OG0009650	Vcard_DToL04628-RA	DPOGS200283-PA
OG0009652	Vcard_DToL01669-RA	DPOGS203421-PA
OG0009653	Vcard_DToL03892-RA	DPOGS200727-PA
OG0009655	Vcard_DToL04635-RA	DPOGS200280-PA
OG0009656	Vcard_DToL09109-RA	DPOGS200850-PA
OG0009657	Vcard_DToL10263-RA	DPOGS202347-PA
OG0009658	Vcard_DToL08307-RA	DPOGS205956-PA
OG0009659	Vcard_DToL07018-RA	DPOGS202773-PA
OG0009660	Vcard_DToL08311-RA	DPOGS205955-PA
OG0009661	Vcard_DToL07022-RA	DPOGS202848-PA
OG0009662	Vcard_DToL08104-RA	DPOGS207088-PA
OG0009663	Vcard_DToL08315-RA	DPOGS205929-PA
OG0009664	Vcard_DToL01662-RA	DPOGS202190-PA
OG0009665	Vcard_DToL15758-RA	DPOGS208153-PA
OG0009666	Vcard_DToL08319-RA	DPOGS205952-PA
OG0009667	Vcard_DToL08321-RA	DPOGS205950-PA
OG0009668	Vcard_DToL10258-RA	DPOGS211468-PA
OG0009669	Vcard_DToL04660-RA	DPOGS215065-PA
OG0009670	Vcard_DToL11851-RA	DPOGS212348-PA
OG0009671	Vcard_DToL08098-RA	DPOGS207091-PA
OG0009672	Vcard_DToL08325-RA	DPOGS205933-PA
OG0009673	Vcard_DToL07603-RA	DPOGS210209-PA
OG0009675	Vcard_DToL00748-RA	DPOGS202995-PA
OG0009676	Vcard_DToL08328-RA	DPOGS205935-PA
OG0009677	Vcard_DToL08329-RA	DPOGS205936-PA
OG0009678	Vcard_DToL08330-RA	DPOGS205945-PA
OG0009679	Vcard_DToL08332-RA	DPOGS205944-PA
OG0009680	Vcard_DToL11831-RA	DPOGS212353-PA
OG0009682	Vcard_DToL05597-RA	DPOGS211832-PA
OG0009683	Vcard_DToL09091-RA	DPOGS205700-PA
OG0009685	Vcard_DToL07621-RA	DPOGS210215-PA
OG0009686	Vcard_DToL01637-RA	DPOGS202203-PA
OG0009687	Vcard_DToL00751-RA	DPOGS203016-PA
OG0009688	Vcard_DToL09086-RA	DPOGS205707-PA
OG0009690	Vcard_DToL05242-RA	DPOGS211382-PA
OG0009691	Vcard_DToL07627-RA	DPOGS210245-PA
OG0009692	Vcard_DToL08077-RA	DPOGS207098-PA
OG0009693	Vcard_DToL03912-RA	DPOGS205620-PA
OG0009694	Vcard_DToL05228-RA	DPOGS211389-PA
OG0009695	Vcard_DToL07040-RA	DPOGS202866-PA
OG0009696	Vcard_DToL07350-RA, Vcard_DToL08073-RA	DPOGS206844-PA
OG0009698	Vcard_DToL07636-RA	DPOGS210220-PA
OG0009700	Vcard_DToL05459-RA	DPOGS201833-PA
OG0009701	Vcard_DToL05211-RA	DPOGS205834-PA
OG0009702	Vcard_DToL15810-RA	DPOGS212908-PA
OG0009703	Vcard_DToL08343-RA	DPOGS206729-PA
OG0009704	Vcard_DToL00779-RA	DPOGS202980-PA
OG0009707	Vcard_DToL08349-RA	DPOGS206726-PA
OG0009708	Vcard_DToL05464-RA	DPOGS201905-PA
OG0009709	Vcard_DToL00715-RA	DPOGS203368-PA
OG0009712	Vcard_DToL08287-RA	DPOGS207141-PA
OG0009713	Vcard_DToL08353-RA	DPOGS212425-PA
OG0009714	Vcard_DToL05450-RA	DPOGS202467-PA
OG0009715	Vcard_DToL05466-RA	DPOGS201835-PA
OG0009716	Vcard_DToL08358-RA	DPOGS212419-PA
OG0009717	Vcard_DToL05471-RA	DPOGS201901-PA
OG0009718	Vcard_DToL05472-RA	DPOGS201836-PA
OG0009719	Vcard_DToL00792-RA	DPOGS202975-PA
OG0009720	Vcard_DToL08281-RA	DPOGS207138-PA
OG0009721	Vcard_DToL08361-RA	DPOGS212429-PA
OG0009722	Vcard_DToL05476-RA	DPOGS201898-PA
OG0009723	Vcard_DToL08364-RA	DPOGS212414-PA
OG0009724	Vcard_DToL08365-RA	DPOGS212430-PA
OG0009725	Vcard_DToL00759-RA	DPOGS202989-PA
OG0009726	Vcard_DToL05480-RA	DPOGS201894-PA
OG0009727	Vcard_DToL08369-RA	DPOGS212432-PA
OG0009728	Vcard_DToL08370-RA	DPOGS212412-PA
OG0009729	Vcard_DToL08371-RA	DPOGS212433-PA
OG0009730	Vcard_DToL08373-RA	DPOGS212411-PA
OG0009731	Vcard_DToL08270-RA	DPOGS207135-PA
OG0009732	Vcard_DToL01321-RA	DPOGS201542-PA
OG0009733	Vcard_DToL07654-RA	DPOGS210234-PA
OG0009734	Vcard_DToL07656-RA	DPOGS210236-PA
OG0009735	Vcard_DToL08379-RA	DPOGS212409-PA
OG0009737	Vcard_DToL08381-RA	DPOGS212438-PA
OG0009738	Vcard_DToL02641-RA	DPOGS202410-PA
OG0009739	Vcard_DToL15822-RA	DPOGS211729-PA
OG0009740	Vcard_DToL00789-RA	DPOGS203035-PA
OG0009741	Vcard_DToL05495-RA	DPOGS201885-PA
OG0009742	Vcard_DToL08005-RA	DPOGS206825-PA
OG0009744	Vcard_DToL04757-RA	DPOGS209391-PA
OG0009745	Vcard_DToL15831-RA	DPOGS211724-PA
OG0009746	Vcard_DToL08397-RA	DPOGS212448-PA
OG0009747	Vcard_DToL04753-RA	DPOGS209390-PA
OG0009749	Vcard_DToL04752-RA	DPOGS209352-PA
OG0009750	Vcard_DToL05205-RA	DPOGS205846-PA
OG0009751	Vcard_DToL04741-RA	DPOGS209359-PA
OG0009752	Vcard_DToL08009-RA	DPOGS207128-PA
OG0009753	Vcard_DToL05515-RA	DPOGS201852-PA
OG0009754	Vcard_DToL08019-RA	DPOGS206829-PA
OG0009755	Vcard_DToL05524-RA	DPOGS201855-PA
OG0009757	Vcard_DToL03939-RA	DPOGS205631-PA
OG0009759	Vcard_DToL05535-RA	DPOGS201865-PA
OG0009760	Vcard_DToL07039-RA	DPOGS202761-PA
OG0009761	Vcard_DToL08410-RA	DPOGS200151-PA
OG0009762	Vcard_DToL15843-RA	DPOGS215157-PA
OG0009764	Vcard_DToL03963-RA	DPOGS205653-PA
OG0009766	Vcard_DToL01358-RA	DPOGS201453-PA
OG0009767	Vcard_DToL05557-RA	DPOGS201558-PA
OG0009768	Vcard_DToL08428-RA	DPOGS200168-PA
OG0009769	Vcard_DToL08423-RA	DPOGS200165-PA
OG0009770	Vcard_DToL15855-RA	DPOGS214833-PA
OG0009771	Vcard_DToL03966-RA	DPOGS205650-PA
OG0009772	Vcard_DToL03977-RA	DPOGS214783-PA
OG0009773	Vcard_DToL03979-RA	DPOGS214782-PA
OG0009774	Vcard_DToL05569-RA	DPOGS201573-PA
OG0009775	Vcard_DToL03771-RA	DPOGS212211-PA
OG0009777	Vcard_DToL05587-RA	DPOGS211839-PA
OG0009778	Vcard_DToL01370-RA	DPOGS201448-PA
OG0009779	Vcard_DToL00656-RA	DPOGS203289-PA
OG0009780	Vcard_DToL00658-RA	DPOGS203293-PA
OG0009781	Vcard_DToL02690-RA	DPOGS211456-PA
OG0009782	Vcard_DToL01383-RA	DPOGS201437-PA, DPOGS201436-PA
OG0009783	Vcard_DToL02696-RA	DPOGS211451-PA
OG0009784	Vcard_DToL02702-RA	DPOGS211445-PA
OG0009788	Vcard_DToL01395-RA	DPOGS201445-PA
OG0009789	Vcard_DToL01494-RA	DPOGS201740-PA
OG0009790	Vcard_DToL01483-RA	DPOGS201925-PA
OG0009791	Vcard_DToL18647-RA	DPOGS212073-PA
OG0009793	Vcard_DToL17432-RA	DPOGS211665-PA, DPOGS202133-PA
OG0009794	Vcard_DToL09896-RA	DPOGS205254-PA
OG0009797	Vcard_DToL17520-RA	DPOGS201799-PA
OG0009798	Vcard_DToL02248-RA	DPOGS208652-PA
OG0009799	Vcard_DToL12497-RA	DPOGS215265-PA
OG0009800	Vcard_DToL09527-RA	DPOGS200809-PA
OG0009801	Vcard_DToL15313-RA	DPOGS212492-PA
OG0009802	Vcard_DToL13507-RA	DPOGS214015-PA
OG0009804	Vcard_DToL14604-RA	DPOGS211313-PA, DPOGS211315-PA
OG0009805	Vcard_DToL15680-RA	DPOGS209531-PA
OG0009806	Vcard_DToL15478-RA	DPOGS209050-PA
OG0009807	Vcard_DToL17717-RA, Vcard_DToL17718-RA	DPOGS214555-PA
OG0009809	Vcard_DToL18857-RA	DPOGS206206-PA
OG0009810	Vcard_DToL02646-RA	DPOGS202407-PA
OG0009811	Vcard_DToL14877-RA	DPOGS214723-PA
OG0009812	Vcard_DToL17884-RA	DPOGS201588-PA
OG0009813	Vcard_DToL03974-RA	DPOGS205644-PA
OG0009814	Vcard_DToL17927-RA	DPOGS203885-PA
OG0009815	Vcard_DToL08297-RA	DPOGS204767-PA
OG0009816	Vcard_DToL17357-RA	DPOGS205137-PA
OG0009817	Vcard_DToL13849-RA	DPOGS204630-PA
OG0009818	Vcard_DToL02042-RA	DPOGS213103-PA
OG0009819	Vcard_DToL16416-RA	DPOGS211744-PA
OG0009820	Vcard_DToL02304-RA	DPOGS203070-PA
OG0009821	Vcard_DToL10721-RA	DPOGS204116-PA
OG0009822	Vcard_DToL11852-RA	DPOGS212366-PA
OG0009823	Vcard_DToL16170-RA	DPOGS212189-PA
OG0009824	Vcard_DToL01515-RA	DPOGS201746-PA
OG0009825	Vcard_DToL13527-RA	DPOGS208411-PA
OG0009827	Vcard_DToL13342-RA	DPOGS215932-PA
OG0009828	Vcard_DToL10289-RA	DPOGS208313-PA
OG0009829	Vcard_DToL15518-RA, Vcard_DToL15519-RA	DPOGS206422-PA
