Orthogroup	Vanessa_cardui	Heliconius_erato_lativitta
OG0007627	Vcard_DToL05694-RA	HEL_003129-RA
OG0007628	Vcard_DToL14329-RA	HEL_003905-RA
OG0007630	Vcard_DToL15614-RA	HEL_014427-RA
OG0007631	Vcard_DToL00562-RA	HEL_007035-RA
OG0007632	Vcard_DToL09220-RA	HEL_012591-RA
OG0007633	Vcard_DToL05689-RA	HEL_003130-RA
OG0007634	Vcard_DToL10091-RA	HEL_007233-RA
OG0007635	Vcard_DToL00565-RA	HEL_007036-RA
OG0007636	Vcard_DToL10090-RA	HEL_007232-RA
OG0007637	Vcard_DToL08227-RA	HEL_013382-RA
OG0007638	Vcard_DToL10088-RA	HEL_007231-RA
OG0007639	Vcard_DToL03060-RA	HEL_005462-RA
OG0007640	Vcard_DToL14319-RA	HEL_003907-RA
OG0007641	Vcard_DToL08224-RA	HEL_013376-RA
OG0007642	Vcard_DToL05170-RA	HEL_010975-RA
OG0007643	Vcard_DToL00569-RA	HEL_007038-RA
OG0007644	Vcard_DToL02424-RA	HEL_001293-RA
OG0007646	Vcard_DToL12092-RA	HEL_001009-RA
OG0007647	Vcard_DToL17175-RA	HEL_005916-RA
OG0007648	Vcard_DToL00572-RA	HEL_007039-RA
OG0007649	Vcard_DToL12088-RA	HEL_001013-RA
OG0007650	Vcard_DToL10080-RA	HEL_007228-RA
OG0007651	Vcard_DToL10077-RA	HEL_007222-RA
OG0007652	Vcard_DToL12544-RA	HEL_012005-RA
OG0007653	Vcard_DToL01444-RA	HEL_006807-RA
OG0007654	Vcard_DToL14308-RA, Vcard_DToL14310-RA	HEL_003913-RA
OG0007655	Vcard_DToL17174-RA	HEL_005915-RA
OG0007656	Vcard_DToL07522-RA	HEL_010647-RA
OG0007657	Vcard_DToL05680-RA	HEL_003135-RA
OG0007658	Vcard_DToL07523-RA	HEL_010648-RA
OG0007659	Vcard_DToL10909-RA	HEL_008604-RA
OG0007660	Vcard_DToL17170-RA, Vcard_DToL17172-RA	HEL_005914-RA
OG0007661	Vcard_DToL05675-RA	HEL_003139-RA
OG0007662	Vcard_DToL14305-RA	HEL_003918-RA
OG0007663	Vcard_DToL17168-RA	HEL_005911-RA
OG0007664	Vcard_DToL05674-RA	HEL_003140-RA
OG0007665	Vcard_DToL03063-RA	HEL_005460-RA
OG0007666	Vcard_DToL05673-RA	HEL_003141-RA
OG0007667	Vcard_DToL00576-RA	HEL_007041-RA
OG0007668	Vcard_DToL01466-RA	HEL_006817-RA
OG0007669	Vcard_DToL12085-RA	HEL_001014-RA
OG0007670	Vcard_DToL17166-RA	HEL_005909-RA
OG0007671	Vcard_DToL12083-RA	HEL_001015-RA
OG0007672	Vcard_DToL17165-RA	HEL_005908-RA
OG0007673	Vcard_DToL14302-RA	HEL_003920-RA
OG0007674	Vcard_DToL05671-RA	HEL_003142-RA
OG0007675	Vcard_DToL00577-RA	HEL_007042-RA
OG0007676	Vcard_DToL00578-RA	HEL_007043-RA
OG0007677	Vcard_DToL12082-RA	HEL_001016-RA
OG0007678	Vcard_DToL14301-RA	HEL_003921-RA
OG0007679	Vcard_DToL01468-RA	HEL_002941-RA
OG0007680	Vcard_DToL17163-RA	HEL_005906-RA
OG0007681	Vcard_DToL05670-RA	HEL_003143-RA
OG0007682	Vcard_DToL12177-RA	HEL_000951-RA
OG0007683	Vcard_DToL12178-RA	HEL_000950-RA
OG0007685	Vcard_DToL05343-RA	HEL_000068-RA
OG0007686	Vcard_DToL00579-RA	HEL_007044-RA
OG0007687	Vcard_DToL05342-RA	HEL_000069-RA
OG0007688	Vcard_DToL10344-RA	HEL_012369-RA
OG0007689	Vcard_DToL10341-RA	HEL_012367-RA
OG0007692	Vcard_DToL10068-RA	HEL_007210-RA
OG0007693	Vcard_DToL13793-RA	HEL_008128-RA
OG0007694	Vcard_DToL12192-RA	HEL_000937-RA
OG0007698	Vcard_DToL11920-RA	HEL_009781-RA
OG0007700	Vcard_DToL11917-RA	HEL_009778-RA
OG0007702	Vcard_DToL10333-RA	HEL_014257-RA
OG0007704	Vcard_DToL14299-RA	HEL_003922-RA
OG0007705	Vcard_DToL17127-RA	HEL_005878-RA
OG0007706	Vcard_DToL15600-RA	HEL_012965-RA
OG0007707	Vcard_DToL11912-RA	HEL_009774-RA, HEL_009775-RA
OG0007710	Vcard_DToL14447-RA	HEL_003789-RA
OG0007711	Vcard_DToL00581-RA	HEL_007046-RA
OG0007713	Vcard_DToL06762-RA	HEL_006255-RA
OG0007714	Vcard_DToL14442-RA	HEL_003793-RA
OG0007715	Vcard_DToL08208-RA	HEL_013359-RA
OG0007716	Vcard_DToL17156-RA	HEL_005899-RA
OG0007717	Vcard_DToL10330-RA	HEL_014261-RA
OG0007719	Vcard_DToL08205-RA	HEL_013356-RA
OG0007720	Vcard_DToL08206-RA	HEL_013357-RA
OG0007721	Vcard_DToL17150-RA	HEL_005896-RA
OG0007722	Vcard_DToL17154-RA	HEL_005897-RA
OG0007723	Vcard_DToL02444-RA	HEL_001278-RA
OG0007724	Vcard_DToL02445-RA	HEL_001277-RA
OG0007725	Vcard_DToL10328-RA	HEL_014262-RA
OG0007726	Vcard_DToL06650-RA	HEL_009618-RA
OG0007727	Vcard_DToL10329-RA	HEL_014263-RA
OG0007728	Vcard_DToL10067-RA	HEL_007209-RA
OG0007729	Vcard_DToL06649-RA	HEL_009619-RA
OG0007730	Vcard_DToL10066-RA	HEL_007208-RA
OG0007731	Vcard_DToL17149-RA	HEL_005895-RA
OG0007732	Vcard_DToL05657-RA	HEL_003156-RA
OG0007733	Vcard_DToL06648-RA	HEL_009620-RA
OG0007734	Vcard_DToL08191-RA	HEL_014175-RA
OG0007735	Vcard_DToL01472-RA	HEL_002939-RA
OG0007736	Vcard_DToL09204-RA	HEL_012616-RA
OG0007737	Vcard_DToL15595-RA	HEL_012960-RA
OG0007738	Vcard_DToL05651-RA	HEL_003161-RA
OG0007739	Vcard_DToL10324-RA	HEL_014270-RA
OG0007740	Vcard_DToL10063-RA	HEL_007205-RA
OG0007741	Vcard_DToL05328-RA	HEL_000082-RA
OG0007742	Vcard_DToL06643-RA	HEL_009623-RA
OG0007743	Vcard_DToL05326-RA	HEL_000083-RA
OG0007744	Vcard_DToL00585-RA	HEL_007049-RA
OG0007745	Vcard_DToL05325-RA	HEL_000084-RA
OG0007746	Vcard_DToL10062-RA	HEL_007202-RA
OG0007748	Vcard_DToL06636-RA	HEL_014120-RA
OG0007749	Vcard_DToL10059-RA	HEL_007200-RA
OG0007750	Vcard_DToL07555-RA	HEL_010671-RA
OG0007751	Vcard_DToL15682-RA	HEL_012959-RA
OG0007752	Vcard_DToL15683-RA	HEL_012957-RA
OG0007753	Vcard_DToL06933-RA	HEL_014124-RA
OG0007754	Vcard_DToL06936-RA	HEL_014125-RA
OG0007755	Vcard_DToL10058-RA	HEL_007199-RA
OG0007756	Vcard_DToL15686-RA	HEL_012954-RA
OG0007757	Vcard_DToL10316-RA	HEL_014285-RA
OG0007758	Vcard_DToL01473-RA	HEL_002938-RA
OG0007760	Vcard_DToL04548-RA	HEL_013424-RA
OG0007761	Vcard_DToL08471-RA	HEL_011594-RA
OG0007762	Vcard_DToL07558-RA	HEL_010672-RA
OG0007763	Vcard_DToL10055-RA	HEL_007195-RA
OG0007764	Vcard_DToL02475-RA	HEL_001270-RA
OG0007765	Vcard_DToL05321-RA	HEL_000089-RA
OG0007766	Vcard_DToL06960-RA	HEL_014130-RA
OG0007767	Vcard_DToL02477-RA	HEL_001269-RA
OG0007768	Vcard_DToL10860-RA	HEL_008665-RA
OG0007769	Vcard_DToL10861-RA	HEL_008664-RA
OG0007770	Vcard_DToL01476-RA	HEL_002936-RA
OG0007771	Vcard_DToL10863-RA	HEL_008662-RA
OG0007772	Vcard_DToL07560-RA	HEL_010674-RA
OG0007773	Vcard_DToL05315-RA	HEL_000103-RA
OG0007774	Vcard_DToL04550-RA	HEL_013422-RA
OG0007775	Vcard_DToL10306-RA	HEL_012865-RA, HEL_012864-RA
OG0007776	Vcard_DToL15691-RA	HEL_012947-RA
OG0007777	Vcard_DToL04552-RA	HEL_011526-RA
OG0007778	Vcard_DToL15694-RA	HEL_012945-RA
OG0007779	Vcard_DToL12499-RA	HEL_012054-RA
OG0007782	Vcard_DToL08185-RA	HEL_014183-RA
OG0007783	Vcard_DToL05313-RA	HEL_000104-RA
OG0007784	Vcard_DToL13790-RA	HEL_000981-RA
OG0007785	Vcard_DToL08183-RA	HEL_014185-RA
OG0007786	Vcard_DToL13788-RA	HEL_008131-RA
OG0007787	Vcard_DToL05625-RA	HEL_003188-RA
OG0007788	Vcard_DToL08182-RA	HEL_014188-RA
OG0007789	Vcard_DToL13786-RA	HEL_008134-RA
OG0007791	Vcard_DToL07565-RA	HEL_010681-RA
OG0007792	Vcard_DToL09180-RA	HEL_012629-RA
OG0007794	Vcard_DToL08179-RA	HEL_014191-RA
OG0007795	Vcard_DToL17129-RA	HEL_005880-RA
OG0007796	Vcard_DToL08178-RA	HEL_014192-RA
OG0007797	Vcard_DToL13779-RA	HEL_008140-RA
OG0007798	Vcard_DToL15706-RA	HEL_012934-RA
OG0007799	Vcard_DToL00601-RA	HEL_007059-RA
OG0007800	Vcard_DToL13772-RA	HEL_008146-RA
OG0007801	Vcard_DToL02489-RA	HEL_001258-RA
OG0007803	Vcard_DToL02492-RA	HEL_001257-RA
OG0007804	Vcard_DToL17125-RA	HEL_005877-RA
OG0007805	Vcard_DToL17122-RA	HEL_005875-RA
OG0007806	Vcard_DToL09174-RA	HEL_011913-RA
OG0007807	Vcard_DToL10868-RA	HEL_008655-RA
OG0007808	Vcard_DToL04569-RA	HEL_011522-RA
OG0007809	Vcard_DToL02495-RA	HEL_001256-RA
OG0007810	Vcard_DToL06955-RA	HEL_014141-RA
OG0007811	Vcard_DToL10297-RA	HEL_012870-RA
OG0007812	Vcard_DToL08457-RA	HEL_011607-RA
OG0007813	Vcard_DToL09169-RA	HEL_011917-RA
OG0007814	Vcard_DToL02498-RA	HEL_001254-RA
OG0007815	Vcard_DToL08171-RA	HEL_008250-RA
OG0007816	Vcard_DToL02500-RA	HEL_001253-RA
OG0007817	Vcard_DToL08453-RA	HEL_011609-RA
OG0007818	Vcard_DToL04575-RA	HEL_011511-RA
OG0007819	Vcard_DToL17116-RA	HEL_005873-RA
OG0007820	Vcard_DToL04576-RA	HEL_011506-RA
OG0007821	Vcard_DToL07577-RA	HEL_010689-RA
OG0007822	Vcard_DToL10875-RA	HEL_008643-RA
OG0007823	Vcard_DToL17114-RA	HEL_005872-RA
OG0007825	Vcard_DToL08450-RA	HEL_011613-RA
OG0007826	Vcard_DToL07578-RA	HEL_010690-RA
OG0007827	Vcard_DToL00702-RA	HEL_007075-RA
OG0007828	Vcard_DToL08169-RA	HEL_008252-RA
OG0007829	Vcard_DToL04577-RA	HEL_011505-RA
OG0007830	Vcard_DToL01722-RA	HEL_006615-RA
OG0007832	Vcard_DToL08446-RA	HEL_011616-RA
OG0007833	Vcard_DToL08445-RA	HEL_011619-RA
OG0007834	Vcard_DToL01723-RA	HEL_006614-RA
OG0007835	Vcard_DToL02818-RA	HEL_005433-RA
OG0007836	Vcard_DToL01724-RA	HEL_006613-RA
OG0007837	Vcard_DToL00704-RA	HEL_007072-RA
OG0007838	Vcard_DToL01720-RA	HEL_006617-RA
OG0007839	Vcard_DToL08443-RA	HEL_011617-RA
OG0007840	Vcard_DToL04585-RA	HEL_011495-RA
OG0007841	Vcard_DToL02511-RA	HEL_001246-RA
OG0007842	Vcard_DToL05639-RA	HEL_003175-RA
OG0007843	Vcard_DToL02512-RA	HEL_001245-RA
OG0007844	Vcard_DToL09162-RA	HEL_011920-RA
OG0007845	Vcard_DToL05636-RA	HEL_003177-RA
OG0007846	Vcard_DToL05634-RA	HEL_003179-RA
OG0007847	Vcard_DToL12509-RA	HEL_012049-RA
OG0007848	Vcard_DToL02515-RA	HEL_001243-RA
OG0007849	Vcard_DToL07582-RA	HEL_010297-RA
OG0007850	Vcard_DToL10885-RA	HEL_008637-RA
OG0007851	Vcard_DToL06946-RA	HEL_006201-RA
OG0007852	Vcard_DToL09159-RA	HEL_011922-RA
OG0007853	Vcard_DToL09158-RA	HEL_011924-RA
OG0007854	Vcard_DToL02523-RA	HEL_001241-RA
OG0007855	Vcard_DToL00693-RA	HEL_007080-RA
OG0007857	Vcard_DToL02524-RA	HEL_001235-RA
OG0007858	Vcard_DToL15717-RA	HEL_012929-RA
OG0007859	Vcard_DToL02527-RA	HEL_001233-RA
OG0007860	Vcard_DToL12512-RA	HEL_012038-RA
OG0007861	Vcard_DToL06964-RA	HEL_006211-RA
OG0007862	Vcard_DToL06965-RA	HEL_006212-RA
OG0007863	Vcard_DToL12513-RA	HEL_012037-RA
OG0007864	Vcard_DToL10889-RA	HEL_008636-RA
OG0007866	Vcard_DToL12514-RA	HEL_012034-RA
OG0007867	Vcard_DToL05295-RA	HEL_000124-RA
OG0007868	Vcard_DToL09153-RA	HEL_011927-RA
OG0007869	Vcard_DToL04590-RA	HEL_011494-RA
OG0007870	Vcard_DToL08156-RA	HEL_008285-RA
OG0007871	Vcard_DToL12516-RA	HEL_012031-RA
OG0007872	Vcard_DToL05627-RA	HEL_003182-RA
OG0007873	Vcard_DToL02819-RA	HEL_005436-RA
OG0007874	Vcard_DToL09152-RA	HEL_011929-RA
OG0007876	Vcard_DToL05626-RA	HEL_003184-RA
OG0007877	Vcard_DToL15722-RA	HEL_008573-RA
OG0007878	Vcard_DToL00691-RA	HEL_007086-RA
OG0007879	Vcard_DToL15723-RA	HEL_008572-RA
OG0007880	Vcard_DToL02820-RA	HEL_005437-RA
OG0007881	Vcard_DToL04594-RA	HEL_011489-RA
OG0007882	Vcard_DToL04595-RA	HEL_011488-RA
OG0007883	Vcard_DToL00689-RA	HEL_007088-RA
OG0007884	Vcard_DToL04600-RA	HEL_011486-RA
OG0007885	Vcard_DToL04601-RA	HEL_011485-RA
OG0007886	Vcard_DToL15728-RA	HEL_008570-RA
OG0007887	Vcard_DToL05283-RA	HEL_000114-RA
OG0007888	Vcard_DToL04602-RA	HEL_011484-RA
OG0007889	Vcard_DToL04603-RA	HEL_011483-RA
OG0007890	Vcard_DToL04606-RA	HEL_011482-RA
OG0007891	Vcard_DToL02824-RA	HEL_005440-RA
OG0007892	Vcard_DToL04607-RA	HEL_011481-RA
OG0007893	Vcard_DToL02828-RA	HEL_005442-RA
OG0007894	Vcard_DToL04608-RA	HEL_011480-RA
OG0007895	Vcard_DToL09147-RA	HEL_011934-RA
OG0007896	Vcard_DToL09145-RA	HEL_011935-RA
OG0007897	Vcard_DToL08155-RA	HEL_008286-RA
OG0007898	Vcard_DToL05279-RA	HEL_000132-RA
OG0007899	Vcard_DToL04613-RA	HEL_011475-RA
OG0007900	Vcard_DToL09144-RA	HEL_011936-RA
OG0007901	Vcard_DToL09143-RA	HEL_011937-RA
OG0007902	Vcard_DToL01712-RA	HEL_006622-RA
OG0007903	Vcard_DToL10294-RA	HEL_012878-RA
OG0007904	Vcard_DToL02829-RA	HEL_005443-RA
OG0007905	Vcard_DToL02830-RA	HEL_005444-RA
OG0007906	Vcard_DToL05622-RA	HEL_003190-RA
OG0007908	Vcard_DToL00718-RA	HEL_010421-RA
OG0007909	Vcard_DToL04616-RA	HEL_011472-RA
OG0007910	Vcard_DToL02531-RA	HEL_001229-RA
OG0007911	Vcard_DToL05621-RA	HEL_003191-RA
OG0007912	Vcard_DToL01703-RA	HEL_006628-RA
OG0007913	Vcard_DToL02532-RA	HEL_001228-RA
OG0007914	Vcard_DToL06981-RA	HEL_006225-RA
OG0007915	Vcard_DToL09142-RA	HEL_011939-RA
OG0007916	Vcard_DToL05272-RA	HEL_000142-RA
OG0007917	Vcard_DToL02534-RA	HEL_001227-RA
OG0007918	Vcard_DToL04617-RA	HEL_011469-RA
OG0007920	Vcard_DToL00612-RA	HEL_007139-RA
OG0007921	Vcard_DToL00614-RA	HEL_007142-RA
OG0007922	Vcard_DToL05619-RA	HEL_003194-RA
OG0007923	Vcard_DToL08150-RA	HEL_008293-RA
OG0007924	Vcard_DToL06991-RA	HEL_006235-RA
OG0007925	Vcard_DToL08149-RA	HEL_008294-RA
OG0007926	Vcard_DToL01697-RA	HEL_006632-RA
OG0007927	Vcard_DToL10894-RA	HEL_008621-RA
OG0007928	Vcard_DToL04620-RA	HEL_011465-RA
OG0007929	Vcard_DToL04621-RA	HEL_011464-RA
OG0007930	Vcard_DToL08145-RA	HEL_008295-RA
OG0007931	Vcard_DToL09140-RA	HEL_011940-RA
OG0007932	Vcard_DToL10896-RA	HEL_008620-RA
OG0007933	Vcard_DToL08147-RA	HEL_008297-RA
OG0007934	Vcard_DToL08146-RA	HEL_008298-RA
OG0007935	Vcard_DToL08435-RA	HEL_011624-RA
OG0007936	Vcard_DToL10900-RA	HEL_008617-RA
OG0007937	Vcard_DToL03867-RA	HEL_004416-RA
OG0007938	Vcard_DToL10288-RA	HEL_012883-RA
OG0007939	Vcard_DToL09132-RA	HEL_011943-RA
OG0007940	Vcard_DToL10287-RA	HEL_012884-RA
OG0007941	Vcard_DToL02542-RA	HEL_001220-RA
OG0007942	Vcard_DToL08144-RA	HEL_008299-RA
OG0007943	Vcard_DToL09130-RA	HEL_011944-RA
OG0007944	Vcard_DToL02544-RA	HEL_001217-RA
OG0007945	Vcard_DToL10280-RA	HEL_012890-RA
OG0007946	Vcard_DToL02550-RA	HEL_001216-RA
OG0007947	Vcard_DToL00780-RA	HEL_010386-RA
OG0007949	Vcard_DToL09128-RA	HEL_011946-RA
OG0007950	Vcard_DToL07001-RA	HEL_006240-RA
OG0007951	Vcard_DToL09127-RA	HEL_011947-RA
OG0007952	Vcard_DToL09126-RA	HEL_011948-RA
OG0007953	Vcard_DToL11878-RA	HEL_009827-RA
OG0007954	Vcard_DToL01691-RA	HEL_006638-RA
OG0007955	Vcard_DToL11877-RA	HEL_009828-RA
OG0007956	Vcard_DToL09123-RA	HEL_011949-RA
OG0007957	Vcard_DToL01690-RA	HEL_006640-RA
OG0007958	Vcard_DToL11873-RA	HEL_009833-RA
OG0007959	Vcard_DToL09121-RA	HEL_011951-RA
OG0007960	Vcard_DToL07005-RA	HEL_006244-RA
OG0007961	Vcard_DToL03876-RA	HEL_004426-RA
OG0007962	Vcard_DToL09118-RA	HEL_011952-RA
OG0007963	Vcard_DToL11871-RA	HEL_009838-RA
OG0007964	Vcard_DToL02563-RA	HEL_001206-RA
OG0007965	Vcard_DToL02834-RA	HEL_005449-RA
OG0007966	Vcard_DToL11868-RA	HEL_009842-RA
OG0007967	Vcard_DToL02564-RA	HEL_001205-RA
OG0007968	Vcard_DToL04624-RA	HEL_011461-RA
OG0007969	Vcard_DToL02838-RA	HEL_005451-RA
OG0007970	Vcard_DToL11860-RA	HEL_009844-RA
OG0007971	Vcard_DToL09116-RA	HEL_011954-RA
OG0007972	Vcard_DToL10271-RA	HEL_013071-RA
OG0007973	Vcard_DToL08296-RA	HEL_010042-RA
OG0007974	Vcard_DToL05265-RA	HEL_000147-RA
OG0007975	Vcard_DToL09115-RA	HEL_011955-RA
OG0007976	Vcard_DToL09114-RA	HEL_011956-RA
OG0007977	Vcard_DToL07008-RA	HEL_006246-RA
OG0007978	Vcard_DToL09113-RA	HEL_011957-RA
OG0007979	Vcard_DToL07010-RA	HEL_006247-RA
OG0007980	Vcard_DToL03881-RA	HEL_004431-RA
OG0007981	Vcard_DToL05614-RA	HEL_003202-RA
OG0007982	Vcard_DToL10903-RA	HEL_008614-RA
OG0007983	Vcard_DToL05613-RA	HEL_003203-RA
OG0007984	Vcard_DToL08298-RA	HEL_010039-RA
OG0007985	Vcard_DToL07012-RA	HEL_009607-RA
OG0007986	Vcard_DToL10268-RA	HEL_013073-RA
OG0007987	Vcard_DToL03882-RA	HEL_004432-RA
OG0007990	Vcard_DToL02570-RA	HEL_001201-RA
OG0007991	Vcard_DToL04631-RA	HEL_011456-RA
OG0007992	Vcard_DToL05608-RA	HEL_003210-RA
OG0007993	Vcard_DToL00756-RA	HEL_010404-RA
OG0007994	Vcard_DToL08299-RA	HEL_010038-RA
OG0007995	Vcard_DToL03067-RA	HEL_005457-RA
OG0007996	Vcard_DToL07014-RA	HEL_009602-RA
OG0007997	Vcard_DToL02574-RA	HEL_001199-RA
OG0007998	Vcard_DToL03890-RA	HEL_004435-RA
OG0007999	Vcard_DToL02577-RA	HEL_001196-RA
OG0008000	Vcard_DToL02578-RA	HEL_001195-RA
OG0008001	Vcard_DToL03065-RA	HEL_005458-RA
OG0008002	Vcard_DToL02580-RA	HEL_001192-RA
OG0008003	Vcard_DToL03893-RA	HEL_004438-RA
OG0008004	Vcard_DToL00736-RA	HEL_010414-RA
OG0008005	Vcard_DToL08305-RA	HEL_010033-RA
OG0008006	Vcard_DToL00737-RA	HEL_010413-RA
OG0008007	Vcard_DToL08306-RA	HEL_010032-RA
OG0008008	Vcard_DToL04636-RA	HEL_011447-RA
OG0008009	Vcard_DToL03894-RA	HEL_004439-RA
OG0008010	Vcard_DToL00738-RA	HEL_010412-RA
OG0008011	Vcard_DToL02582-RA	HEL_001190-RA
OG0008012	Vcard_DToL11099-RA	HEL_012265-RA
OG0008013	Vcard_DToL05603-RA	HEL_003212-RA
OG0008014	Vcard_DToL08309-RA	HEL_010030-RA
OG0008015	Vcard_DToL10262-RA	HEL_013079-RA
OG0008017	Vcard_DToL07023-RA	HEL_009596-RA
OG0008018	Vcard_DToL07025-RA	HEL_009595-RA
OG0008019	Vcard_DToL02583-RA	HEL_001189-RA
OG0008020	Vcard_DToL15752-RA	HEL_008552-RA
OG0008021	Vcard_DToL07026-RA	HEL_009594-RA
OG0008022	Vcard_DToL11098-RA	HEL_012264-RA
OG0008023	Vcard_DToL10156-RA	HEL_007283-RA
OG0008024	Vcard_DToL07027-RA	HEL_009593-RA
OG0008026	Vcard_DToL07028-RA	HEL_009592-RA
OG0008027	Vcard_DToL07600-RA	HEL_010318-RA
OG0008028	Vcard_DToL00740-RA	HEL_010410-RA
OG0008029	Vcard_DToL17088-RA	HEL_005853-RA
OG0008030	Vcard_DToL07601-RA	HEL_010319-RA
OG0008031	Vcard_DToL15760-RA	HEL_008543-RA
OG0008032	Vcard_DToL04658-RA	HEL_011425-RA
OG0008034	Vcard_DToL07602-RA	HEL_010321-RA
OG0008035	Vcard_DToL09105-RA	HEL_011963-RA
OG0008036	Vcard_DToL08099-RA	HEL_008326-RA
OG0008037	Vcard_DToL09104-RA	HEL_011964-RA
OG0008039	Vcard_DToL11849-RA	HEL_009855-RA
OG0008040	Vcard_DToL01658-RA	HEL_006656-RA
OG0008041	Vcard_DToL07029-RA	HEL_009591-RA
OG0008042	Vcard_DToL00747-RA	HEL_010409-RA
OG0008043	Vcard_DToL10254-RA	HEL_013091-RA
OG0008044	Vcard_DToL03899-RA	HEL_004447-RA
OG0008045	Vcard_DToL04667-RA	HEL_011418-RA
OG0008046	Vcard_DToL11833-RA	HEL_014603-RA
OG0008047	Vcard_DToL08084-RA	HEL_008336-RA
OG0008048	Vcard_DToL09099-RA	HEL_011966-RA
OG0008049	Vcard_DToL11832-RA	HEL_014605-RA
OG0008050	Vcard_DToL01655-RA	HEL_006660-RA
OG0008051	Vcard_DToL09097-RA	HEL_011968-RA
OG0008052	Vcard_DToL01653-RA	HEL_006662-RA
OG0008053	Vcard_DToL07617-RA	HEL_010338-RA
OG0008055	Vcard_DToL07620-RA	HEL_010339-RA
OG0008056	Vcard_DToL09090-RA	HEL_011974-RA
OG0008057	Vcard_DToL02600-RA	HEL_001174-RA
OG0008058	Vcard_DToL15775-RA	HEL_008534-RA
OG0008059	Vcard_DToL05252-RA	HEL_000154-RA
OG0008060	Vcard_DToL08082-RA	HEL_008339-RA
OG0008061	Vcard_DToL01636-RA	HEL_006673-RA
OG0008062	Vcard_DToL01635-RA	HEL_006674-RA
OG0008063	Vcard_DToL01633-RA	HEL_006675-RA
OG0008065	Vcard_DToL15778-RA	HEL_008532-RA
OG0008066	Vcard_DToL05244-RA	HEL_000163-RA
OG0008067	Vcard_DToL03904-RA	HEL_004452-RA
OG0008068	Vcard_DToL08079-RA	HEL_008341-RA
OG0008069	Vcard_DToL05243-RA	HEL_000168-RA
OG0008070	Vcard_DToL01630-RA	HEL_006678-RA
OG0008071	Vcard_DToL09081-RA	HEL_011979-RA
OG0008072	Vcard_DToL03906-RA	HEL_004454-RA
OG0008074	Vcard_DToL15782-RA, Vcard_DToL15781-RA	HEL_008530-RA
OG0008075	Vcard_DToL05240-RA	HEL_000171-RA
OG0008076	Vcard_DToL00765-RA	HEL_010398-RA
OG0008077	Vcard_DToL08078-RA	HEL_008342-RA
OG0008078	Vcard_DToL09078-RA	HEL_011981-RA
OG0008079	Vcard_DToL05238-RA	HEL_000174-RA
OG0008080	Vcard_DToL01622-RA	HEL_006684-RA
OG0008081	Vcard_DToL03910-RA	HEL_004457-RA
OG0008082	Vcard_DToL05234-RA	HEL_000176-RA
OG0008083	Vcard_DToL03911-RA	HEL_004458-RA
OG0008084	Vcard_DToL15788-RA	HEL_008520-RA
OG0008085	Vcard_DToL05233-RA	HEL_000177-RA
OG0008086	Vcard_DToL15789-RA	HEL_008519-RA
OG0008087	Vcard_DToL01620-RA	HEL_006685-RA
OG0008088	Vcard_DToL01295-RA	HEL_006686-RA
OG0008089	Vcard_DToL01297-RA	HEL_006687-RA
OG0008090	Vcard_DToL15797-RA	HEL_008513-RA
OG0008091	Vcard_DToL07633-RA	HEL_010355-RA
OG0008092	Vcard_DToL08069-RA	HEL_008349-RA
OG0008093	Vcard_DToL09070-RA	HEL_011988-RA
OG0008094	Vcard_DToL09068-RA	HEL_011990-RA
OG0008095	Vcard_DToL15799-RA	HEL_008512-RA
OG0008096	Vcard_DToL05213-RA	HEL_000187-RA
OG0008097	Vcard_DToL04682-RA	HEL_011404-RA
OG0008098	Vcard_DToL00774-RA	HEL_010394-RA
OG0008099	Vcard_DToL08064-RA	HEL_008354-RA
OG0008100	Vcard_DToL01298-RA	HEL_006689-RA
OG0008101	Vcard_DToL02604-RA	HEL_001167-RA
OG0008102	Vcard_DToL01301-RA	HEL_006690-RA
OG0008103	Vcard_DToL02606-RA	HEL_001164-RA
OG0008104	Vcard_DToL02607-RA	HEL_001163-RA
OG0008105	Vcard_DToL08058-RA	HEL_008358-RA
OG0008106	Vcard_DToL08056-RA	HEL_008359-RA
OG0008107	Vcard_DToL02609-RA	HEL_001161-RA
OG0008107	Vcard_DToL02608-RA	HEL_001162-RA
OG0008108	Vcard_DToL02611-RA	HEL_001160-RA
OG0008109	Vcard_DToL04684-RA	HEL_012863-RA
OG0008110	Vcard_DToL02612-RA	HEL_001159-RA
OG0008111	Vcard_DToL05209-RA	HEL_000194-RA
OG0008112	Vcard_DToL04689-RA	HEL_012862-RA
OG0008113	Vcard_DToL15807-RA	HEL_008505-RA
OG0008114	Vcard_DToL15811-RA	HEL_008502-RA
OG0008115	Vcard_DToL05454-RA	HEL_000199-RA
OG0008116	Vcard_DToL15812-RA	HEL_008501-RA
OG0008117	Vcard_DToL04690-RA	HEL_012861-RA
OG0008118	Vcard_DToL00713-RA	HEL_007134-RA
OG0008119	Vcard_DToL08286-RA	HEL_014577-RA
OG0008122	Vcard_DToL15814-RA	HEL_008498-RA
OG0008123	Vcard_DToL01316-RA	HEL_006706-RA
OG0008125	Vcard_DToL04709-RA	HEL_012851-RA
OG0008126	Vcard_DToL08284-RA	HEL_014574-RA
OG0008127	Vcard_DToL08280-RA	HEL_014572-RA
OG0008128	Vcard_DToL02624-RA	HEL_001153-RA
OG0008129	Vcard_DToL05478-RA	HEL_003314-RA
OG0008130	Vcard_DToL02626-RA	HEL_001150-RA
