Orthogroup	Vanessa_cardui	Heliconius_melpomene_melpomene
OG0009456	Vcard_DToL15484-RA	HMEL006084g1.t1
OG0009457	Vcard_DToL02388-RA	HMEL031062g1.t1
OG0009458	Vcard_DToL13938-RA	HMEL032176g1.t1
OG0009461	Vcard_DToL14175-RA	HMEL020073g1.t1
OG0009463	Vcard_DToL14352-RA	HMEL038162g1.t1
OG0009464	Vcard_DToL14353-RA	HMEL008186g1.t1
OG0009466	Vcard_DToL17227-RA	HMEL030050g1.t1
OG0009468	Vcard_DToL13819-RA	HMEL007981g1.t1
OG0009469	Vcard_DToL08507-RA	HMEL003966g1.t1
OG0009470	Vcard_DToL05711-RA	HMEL011368g1.t1
OG0009471	Vcard_DToL13815-RA	HMEL006751g1.t1
OG0009472	Vcard_DToL03053-RA	HMEL034234g1.t1
OG0009475	Vcard_DToL03056-RA	HMEL034232g1.t1
OG0009477	Vcard_DToL13806-RA	HMEL011848g1.t1
OG0009478	Vcard_DToL13805-RA	HMEL011847g1.t1
OG0009479	Vcard_DToL08505-RA	HMEL021953g1.t1
OG0009480	Vcard_DToL03816-RA	HMEL017719g1.t1
OG0009481	Vcard_DToL05704-RA	HMEL011375g1.t1
OG0009483	Vcard_DToL03825-RA	HMEL033720g1.t1
OG0009484	Vcard_DToL12107-RA	HMEL003666g1.t1
OG0009485	Vcard_DToL12558-RA	HMEL013056g1.t1
OG0009487	Vcard_DToL08500-RA	HMEL008024g1.t1
OG0009488	Vcard_DToL07515-RA	HMEL016069g1.t1
OG0009490	Vcard_DToL14338-RA	HMEL010114g1.t1
OG0009491	Vcard_DToL14336-RA	HMEL010116g1.t1
OG0009493	Vcard_DToL14334-RA	HMEL010118g1.t1
OG0009495	Vcard_DToL07517-RA	HMEL037084g1.t1
OG0009496	Vcard_DToL12556-RA	HMEL004649g1.t1
OG0009497	Vcard_DToL12105-RA	HMEL003667g1.t1
OG0009501	Vcard_DToL02417-RA	HMEL015202g1.t1
OG0009502	Vcard_DToL12549-RA	HMEL035732g1.t1, HMEL013783g1.t1
OG0009503	Vcard_DToL10346-RA	HMEL011768g1.t1
OG0009504	Vcard_DToL12548-RA	HMEL036829g1.t1
OG0009505	Vcard_DToL14315-RA	HMEL038176g1.t1
OG0009507	Vcard_DToL17176-RA	HMEL011273g1.t1
OG0009508	Vcard_DToL05683-RA	HMEL011388g1.t1
OG0009509	Vcard_DToL07520-RA	HMEL008007g1.t1
OG0009511	Vcard_DToL05677-RA	HMEL011393g1.t1
OG0009512	Vcard_DToL17169-RA	HMEL011277g1.t1
OG0009513	Vcard_DToL08495-RA	HMEL002386g1.t1
OG0009514	Vcard_DToL08494-RA	HMEL035216g1.t1
OG0009515	Vcard_DToL08489-RA	HMEL014601g1.t1
OG0009516	Vcard_DToL17164-RA	HMEL011282g1.t1
OG0009517	Vcard_DToL08487-RA	HMEL014600g1.t1
OG0009518	Vcard_DToL07531-RA	HMEL004763g1.t1
OG0009519	Vcard_DToL12187-RA	HMEL003555g1.t1
OG0009520	Vcard_DToL12188-RA	HMEL003554g1.t1
OG0009522	Vcard_DToL05346-RA	HMEL032005g1.t1
OG0009523	Vcard_DToL10340-RA	HMEL021772g1.t1
OG0009524	Vcard_DToL10339-RA	HMEL036015g1.t1
OG0009525	Vcard_DToL10338-RA	HMEL007543g1.t1
OG0009526	Vcard_DToL07542-RA	HMEL004760g1.t1
OG0009528	Vcard_DToL02722-RA	HMEL009690g1.t1
OG0009529	Vcard_DToL11918-RA	HMEL013387g1.t1
OG0009530	Vcard_DToL02727-RA	HMEL009688g1.t1
OG0009531	Vcard_DToL08484-RA	HMEL007757g1.t1
OG0009533	Vcard_DToL08482-RA	HMEL007758g1.t1
OG0009534	Vcard_DToL11913-RA	HMEL037719g1.t1
OG0009535	Vcard_DToL08481-RA	HMEL007759g1.t1
OG0009536	Vcard_DToL08212-RA	HMEL033306g1.t1
OG0009537	Vcard_DToL01471-RA	HMEL003713g1.t1
OG0009538	Vcard_DToL02729-RA	HMEL009686g1.t1
OG0009539	Vcard_DToL04529-RA	HMEL022412g1.t1
OG0009541	Vcard_DToL02753-RA	HMEL009681g1.t1
OG0009542	Vcard_DToL08197-RA	HMEL015462g1.t1
OG0009543	Vcard_DToL06655-RA	HMEL002674g1.t1
OG0009545	Vcard_DToL05662-RA	HMEL033056g1.t1
OG0009547	Vcard_DToL17155-RA	HMEL011292g1.t1
OG0009550	Vcard_DToL05658-RA	HMEL033058g1.t1
OG0009553	Vcard_DToL05333-RA	HMEL008085g1.t1
OG0009555	Vcard_DToL02756-RA	HMEL013547g1.t1
OG0009556	Vcard_DToL02759-RA	HMEL013549g1.t1
OG0009557	Vcard_DToL02760-RA	HMEL013551g1.t1
OG0009558	Vcard_DToL04544-RA	HMEL032702g1.t1
OG0009561	Vcard_DToL07556-RA	HMEL037099g1.t1
OG0009562	Vcard_DToL02768-RA	HMEL034200g1.t1
OG0009563	Vcard_DToL00586-RA	HMEL007775g1.t1
OG0009564	Vcard_DToL15687-RA	HMEL002901-RA
OG0009565	Vcard_DToL05650-RA	HMEL011417g1.t1
OG0009566	Vcard_DToL02769-RA	HMEL013554g1.t1
OG0009567	Vcard_DToL02771-RA	HMEL013555g1.t1
OG0009568	Vcard_DToL08473-RA	HMEL035226g1.t1
OG0009570	Vcard_DToL17141-RA	HMEL011298g1.t1
OG0009572	Vcard_DToL02773-RA	HMEL013558g1.t1
OG0009573	Vcard_DToL02777-RA	HMEL013559g1.t1
OG0009574	Vcard_DToL10054-RA	HMEL017446g1.t1
OG0009575	Vcard_DToL05318-RA	HMEL007569g1.t1
OG0009576	Vcard_DToL15689-RA	HMEL002899-RA
OG0009577	Vcard_DToL06957-RA	HMEL005995g1.t1
OG0009578	Vcard_DToL04551-RA	HMEL015101g1.t1
OG0009581	Vcard_DToL02782-RA	HMEL003175g1.t1
OG0009582	Vcard_DToL02784-RA	HMEL003176-RA
OG0009583	Vcard_DToL11906-RA	HMEL009406g1.t1
OG0009584	Vcard_DToL05312-RA	HMEL017387g1.t1
OG0009585	Vcard_DToL08460-RA	HMEL021150g1.t1
OG0009587	Vcard_DToL13783-RA	HMEL014585g1.t1
OG0009590	Vcard_DToL05646-RA	HMEL011421g1.t1
OG0009591	Vcard_DToL09175-RA	HMEL011478g1.t1
OG0009592	Vcard_DToL02799-RA	HMEL001029g1.t1
OG0009594	Vcard_DToL08454-RA	HMEL035237g1.t1
OG0009595	Vcard_DToL02800-RA	HMEL001031g1.t1
OG0009596	Vcard_DToL02804-RA	HMEL001036g1.t1
OG0009597	Vcard_DToL02805-RA	HMEL001037g1.t1
OG0009598	Vcard_DToL02808-RA	HMEL001038g1.t1
OG0009599	Vcard_DToL02809-RA	HMEL001039g1.t1
OG0009600	Vcard_DToL09165-RA	HMEL011473g1.t1
OG0009602	Vcard_DToL01721-RA	HMEL005899g1.t1
OG0009605	Vcard_DToL05635-RA	HMEL011432g1.t1
OG0009607	Vcard_DToL02516-RA	HMEL031032g1.t1
OG0009608	Vcard_DToL02517-RA	HMEL031031g1.t1
OG0009611	Vcard_DToL02529-RA	HMEL015254g1.t1
OG0009612	Vcard_DToL11882-RA	HMEL005630g1.t1
OG0009614	Vcard_DToL05628-RA	HMEL011439g1.t1
OG0009618	Vcard_DToL05281-RA	HMEL016751g1.t1
OG0009619	Vcard_DToL00727-RA	HMEL011015g1.t1
OG0009620	Vcard_DToL01713-RA	HMEL030956g1.t1
OG0009621	Vcard_DToL05275-RA	HMEL016749g1.t1
OG0009622	Vcard_DToL08438-RA	HMEL035243g1.t1
OG0009623	Vcard_DToL01700-RA	HMEL003085g1.t1
OG0009624	Vcard_DToL10293-RA	HMEL006000g1.t1
OG0009625	Vcard_DToL02536-RA	HMEL031020g1.t1
OG0009627	Vcard_DToL04619-RA	HMEL000029g1.t1
OG0009628	Vcard_DToL17101-RA	HMEL030017g1.t1
OG0009629	Vcard_DToL09138-RA	HMEL012644g1.t1
OG0009630	Vcard_DToL06992-RA	HMEL009289g1.t1
OG0009631	Vcard_DToL10897-RA	HMEL014012g1.t1
OG0009632	Vcard_DToL10899-RA	HMEL016245g1.t1
OG0009635	Vcard_DToL11879-RA	HMEL010451g1.t1
OG0009637	Vcard_DToL01413-RA	HMEL020792g1.t1
OG0009638	Vcard_DToL01694-RA	HMEL009167g1.t1
OG0009639	Vcard_DToL02557-RA	HMEL015231g1.t1
OG0009640	Vcard_DToL00787-RA	HMEL014081g1.t1
OG0009642	Vcard_DToL01688-RA	HMEL030951g1.t1
OG0009643	Vcard_DToL05267-RA	HMEL032043g1.t1
OG0009648	Vcard_DToL07011-RA	HMEL009301g1.t1
OG0009649	Vcard_DToL03884-RA	HMEL033758g1.t1
OG0009650	Vcard_DToL04628-RA	HMEL032678g1.t1
OG0009653	Vcard_DToL03892-RA	HMEL008957g1.t1
OG0009654	Vcard_DToL15746-RA	HMEL011081g1.t1
OG0009655	Vcard_DToL04635-RA	HMEL000019-RA
OG0009657	Vcard_DToL10263-RA	HMEL011674g1.t1
OG0009659	Vcard_DToL07018-RA	HMEL034700g1.t1
OG0009660	Vcard_DToL08311-RA	HMEL006444g1.t1
OG0009663	Vcard_DToL08315-RA	HMEL035296g1.t1
OG0009664	Vcard_DToL01662-RA	HMEL009183g1.t1
OG0009665	Vcard_DToL15758-RA	HMEL011079g1.t1
OG0009666	Vcard_DToL08319-RA	HMEL006451g1.t1
OG0009667	Vcard_DToL08321-RA	HMEL006453g1.t1
OG0009668	Vcard_DToL10258-RA	HMEL014007g1.t1
OG0009671	Vcard_DToL08098-RA	HMEL006144g1.t1
OG0009672	Vcard_DToL08325-RA	HMEL035293g1.t1
OG0009673	Vcard_DToL07603-RA	HMEL009154g1.t1
OG0009676	Vcard_DToL08328-RA	HMEL008161g1.t1
OG0009677	Vcard_DToL08329-RA	HMEL008160-RA
OG0009678	Vcard_DToL08330-RA	HMEL008159g1.t1
OG0009679	Vcard_DToL08332-RA	HMEL035290g1.t1
OG0009680	Vcard_DToL11831-RA	HMEL005300g1.t1
OG0009682	Vcard_DToL05597-RA	HMEL005192g1.t1
OG0009685	Vcard_DToL07621-RA	HMEL037146g1.t1
OG0009686	Vcard_DToL01637-RA	HMEL009202g1.t1
OG0009689	Vcard_DToL00610-RA	HMEL017937g1.t1
OG0009690	Vcard_DToL05242-RA	HMEL032051g1.t1
OG0009691	Vcard_DToL07627-RA	HMEL013775g1.t1
OG0009692	Vcard_DToL08077-RA	HMEL013289g1.t1
OG0009693	Vcard_DToL03912-RA	HMEL007340g1.t1
OG0009694	Vcard_DToL05228-RA	HMEL017090g1.t1
OG0009695	Vcard_DToL07040-RA	HMEL008572g1.t1
OG0009696	Vcard_DToL07350-RA, Vcard_DToL08073-RA	HMEL033386g1.t1
OG0009698	Vcard_DToL07636-RA	HMEL037153g1.t1
OG0009700	Vcard_DToL05459-RA	HMEL033153g1.t1
OG0009701	Vcard_DToL05211-RA	HMEL021424g1.t1
OG0009702	Vcard_DToL15810-RA	HMEL030605g1.t1
OG0009703	Vcard_DToL08343-RA	HMEL035284g1.t1
OG0009704	Vcard_DToL00779-RA	HMEL009536g1.t1
OG0009707	Vcard_DToL08349-RA	HMEL012060g1.t1
OG0009708	Vcard_DToL05464-RA	HMEL014025g1.t1
OG0009712	Vcard_DToL08287-RA	HMEL033433g1.t1
OG0009713	Vcard_DToL08353-RA	HMEL012054g1.t1
OG0009715	Vcard_DToL05466-RA	HMEL033148g1.t1
OG0009716	Vcard_DToL08358-RA	HMEL035277g1.t1
OG0009717	Vcard_DToL05471-RA	HMEL033144g1.t1
OG0009718	Vcard_DToL05472-RA	HMEL005342g1.t1
OG0009719	Vcard_DToL00792-RA	HMEL014077g1.t1
OG0009720	Vcard_DToL08281-RA	HMEL017607g1.t1
OG0009721	Vcard_DToL08361-RA	HMEL009615g1.t1
OG0009722	Vcard_DToL05476-RA	HMEL014747g1.t1
OG0009723	Vcard_DToL08364-RA	HMEL012361g1.t1
OG0009724	Vcard_DToL08365-RA	HMEL012360g1.t1
OG0009725	Vcard_DToL00759-RA	HMEL011032g1.t1
OG0009726	Vcard_DToL05480-RA	HMEL014743g1.t1
OG0009727	Vcard_DToL08369-RA	HMEL012357g1.t1
OG0009728	Vcard_DToL08370-RA	HMEL012356g1.t1
OG0009730	Vcard_DToL08373-RA	HMEL012354g1.t1
OG0009731	Vcard_DToL08270-RA	HMEL033416g1.t1
OG0009732	Vcard_DToL01321-RA	HMEL030924g1.t1
OG0009733	Vcard_DToL07654-RA	HMEL020448g1.t1
OG0009734	Vcard_DToL07656-RA	HMEL020449g1.t1
OG0009735	Vcard_DToL08379-RA	HMEL035273g1.t1
OG0009737	Vcard_DToL08381-RA	HMEL035270g1.t1
OG0009739	Vcard_DToL15822-RA	HMEL017347g1.t1
OG0009740	Vcard_DToL00789-RA	HMEL014079g1.t1
OG0009741	Vcard_DToL05495-RA	HMEL033137g1.t1
OG0009744	Vcard_DToL04757-RA	HMEL003001g1.t1
OG0009746	Vcard_DToL08397-RA	HMEL010955g1.t1
OG0009747	Vcard_DToL04753-RA	HMEL003002g1.t1
OG0009749	Vcard_DToL04752-RA	HMEL020350g1.t1
OG0009750	Vcard_DToL05205-RA	HMEL009928g1.t1
OG0009751	Vcard_DToL04741-RA	HMEL032641g1.t1
OG0009753	Vcard_DToL05515-RA	HMEL033127g1.t1
OG0009754	Vcard_DToL08019-RA	HMEL009600g1.t1
OG0009755	Vcard_DToL05524-RA	HMEL021165g1.t1
OG0009757	Vcard_DToL03939-RA	HMEL007100g1.t1
OG0009759	Vcard_DToL05535-RA	HMEL006986g1.t1
OG0009760	Vcard_DToL07039-RA	HMEL002701g1.t1
OG0009761	Vcard_DToL08410-RA	HMEL005833g1.t1
OG0009764	Vcard_DToL03963-RA	HMEL006590g1.t1
OG0009766	Vcard_DToL01358-RA	HMEL030910g1.t1
OG0009767	Vcard_DToL05557-RA	HMEL033116g1.t1
OG0009769	Vcard_DToL08423-RA	HMEL035253g1.t1
OG0009770	Vcard_DToL15855-RA	HMEL013671g1.t1
OG0009771	Vcard_DToL03966-RA	HMEL004170g1.t1
OG0009772	Vcard_DToL03977-RA	HMEL033795g1.t1
OG0009773	Vcard_DToL03979-RA	HMEL006846g1.t1
OG0009774	Vcard_DToL05569-RA	HMEL002401g1.t1
OG0009775	Vcard_DToL03771-RA	HMEL006841g1.t1
OG0009777	Vcard_DToL05587-RA	HMEL016494g1.t1
OG0009779	Vcard_DToL00656-RA	HMEL006388g1.t1
OG0009780	Vcard_DToL00658-RA	HMEL012064g1.t1
OG0009781	Vcard_DToL02690-RA	HMEL013823g1.t1
OG0009782	Vcard_DToL01383-RA	HMEL015989g1.t1
OG0009783	Vcard_DToL02696-RA	HMEL007452g1.t1
OG0009788	Vcard_DToL01395-RA	HMEL015975g1.t1
OG0009789	Vcard_DToL01494-RA	HMEL030863g1.t1
OG0009790	Vcard_DToL01483-RA	HMEL030867g1.t1
OG0009791	Vcard_DToL18647-RA	HMEL037182g1.t1
OG0009793	Vcard_DToL17432-RA	HMEL015890g1.t1
OG0009794	Vcard_DToL09896-RA	HMEL016504g1.t1
OG0009797	Vcard_DToL17520-RA	HMEL007136g1.t1
OG0009798	Vcard_DToL02248-RA	HMEL003336g1.t1
OG0009799	Vcard_DToL12497-RA	HMEL036896g1.t1
OG0009800	Vcard_DToL09527-RA	HMEL011921g1.t1
OG0009801	Vcard_DToL15313-RA	HMEL007473g1.t1
OG0009802	Vcard_DToL13507-RA	HMEL013814g1.t1
OG0009804	Vcard_DToL14604-RA	HMEL009360g1.t1
OG0009805	Vcard_DToL15680-RA	HMEL006077g1.t1
OG0009806	Vcard_DToL15478-RA	HMEL006089g1.t1
OG0009809	Vcard_DToL18857-RA	HMEL022574g1.t1
OG0009810	Vcard_DToL02646-RA	HMEL006281g1.t1
OG0009811	Vcard_DToL14877-RA	HMEL037849g1.t1
OG0009812	Vcard_DToL17884-RA	HMEL008117g1.t1
OG0009813	Vcard_DToL03974-RA	HMEL006850g1.t1
OG0009814	Vcard_DToL17927-RA	HMEL008131g1.t1
OG0009815	Vcard_DToL08297-RA	HMEL003492g1.t1
OG0009816	Vcard_DToL17357-RA	HMEL002605g1.t1
OG0009817	Vcard_DToL13849-RA	HMEL032267g1.t1
OG0009818	Vcard_DToL02042-RA	HMEL006554g1.t1
OG0009819	Vcard_DToL16416-RA	HMEL016821g1.t1
OG0009820	Vcard_DToL02304-RA	HMEL004307g1.t1
OG0009821	Vcard_DToL10721-RA	HMEL036237g1.t1
OG0009822	Vcard_DToL11852-RA	HMEL005311g1.t1
OG0009823	Vcard_DToL16170-RA	HMEL013154g1.t1
OG0009824	Vcard_DToL01515-RA	HMEL006705g1.t1
OG0009825	Vcard_DToL13527-RA	HMEL010987-RA
OG0009827	Vcard_DToL13342-RA	HMEL032529g1.t1
OG0009828	Vcard_DToL10289-RA	HMEL035978g1.t1
OG0009829	Vcard_DToL15518-RA	HMEL018079g1.t1
OG0009830	Vcard_DToL09387-RA	HMEL012938g1.t1
OG0009831	Vcard_DToL11965-RA	HMEL007926g1.t1
OG0009832	Vcard_DToL02691-RA	HMEL015345g1.t1
OG0009833	Vcard_DToL12317-RA	HMEL008558g1.t1
OG0009834	Vcard_DToL13539-RA	HMEL010992-RA
OG0009835	Vcard_DToL15500-RA	HMEL005872g1.t1
OG0009836	Vcard_DToL10831-RA	HMEL009545g1.t1
OG0009837	Vcard_DToL03821-RA	HMEL017716g1.t1
OG0009838	Vcard_DToL09069-RA	HMEL007294g1.t1
OG0009839	Vcard_DToL05831-RA	HMEL007328g1.t1
OG0009840	Vcard_DToL10013-RA	HMEL005892g1.t1
OG0009841	Vcard_DToL07299-RA	HMEL005360g1.t1
OG0009842	Vcard_DToL13348-RA	HMEL010713g1.t1
OG0009843	Vcard_DToL06472-RA	HMEL002477g1.t1
OG0009844	Vcard_DToL06430-RA	HMEL004503g1.t1
OG0009847	Vcard_DToL11361-RA	HMEL011704g1.t1
OG0009848	Vcard_DToL03483-RA	HMEL012798g1.t1
OG0009850	Vcard_DToL05304-RA	HMEL017393g1.t1
OG0009851	Vcard_DToL06436-RA	HMEL004497g1.t1
OG0009852	Vcard_DToL01629-RA	HMEL009210g1.t1
OG0009853	Vcard_DToL12690-RA	HMEL035970g1.t1
OG0009854	Vcard_DToL06657-RA	HMEL034761g1.t1
OG0009855	Vcard_DToL14817-RA	HMEL009962g1.t1
OG0009856	Vcard_DToL09333-RA	HMEL017565g1.t1
OG0009857	Vcard_DToL05506-RA	HMEL013090g1.t1
OG0009858	Vcard_DToL12689-RA	HMEL003142g1.t1
OG0009860	Vcard_DToL17903-RA	HMEL034093g1.t1
OG0009861	Vcard_DToL05811-RA	HMEL033004g1.t1
OG0009862	Vcard_DToL17742-RA	HMEL009527g1.t1
OG0009863	Vcard_DToL07189-RA	HMEL036914g1.t1
OG0009864	Vcard_DToL17744-RA	HMEL009529g1.t1
OG0009867	Vcard_DToL10581-RA	HMEL036156g1.t1
OG0009868	Vcard_DToL09750-RA	HMEL021787g1.t1
OG0009869	Vcard_DToL02615-RA	HMEL010887g1.t1
OG0009870	Vcard_DToL07645-RA	HMEL037170g1.t1
OG0009873	Vcard_DToL06444-RA	HMEL004490g1.t1
OG0009874	Vcard_DToL03257-RA	HMEL003070g1.t1
OG0009875	Vcard_DToL03663-RA	HMEL033824g1.t1
OG0009877	Vcard_DToL06445-RA	HMEL004491g1.t1
OG0009878	Vcard_DToL15260-RA	HMEL009464g1.t1
OG0009879	Vcard_DToL02284-RA	HMEL011739g1.t1
OG0009880	Vcard_DToL16555-RA	HMEL013207g1.t1
OG0009881	Vcard_DToL04740-RA	HMEL013108g1.t1
OG0009882	Vcard_DToL04744-RA	HMEL032640g1.t1
OG0009883	Vcard_DToL16271-RA	HMEL034678g1.t1
OG0009884	Vcard_DToL04196-RA	HMEL021432g1.t1
OG0009885	Vcard_DToL00906-RA	HMEL009650g1.t1
OG0009886	Vcard_DToL09945-RA	HMEL007443g1.t1
OG0009887	Vcard_DToL14262-RA	HMEL002073g1.t1
OG0009888	Vcard_DToL02541-RA	HMEL015242g1.t1
OG0009889	Vcard_DToL05798-RA	HMEL006803g1.t1
OG0009890	Vcard_DToL12639-RA	HMEL036799g1.t1
OG0009891	Vcard_DToL03671-RA	HMEL014848g1.t1
OG0009892	Vcard_DToL13100-RA	HMEL002990g1.t1
OG0009894	Vcard_DToL13954-RA	HMEL003056g1.t1
OG0009895	Vcard_DToL13451-RA	HMEL006002g1.t1
OG0009896	Vcard_DToL10342-RA	HMEL021775g1.t1
OG0009897	Vcard_DToL14571-RA	HMEL038022g1.t1
OG0009898	Vcard_DToL12473-RA	HMEL007260g1.t1
OG0009899	Vcard_DToL11942-RA	HMEL017289g1.t1
OG0009900	Vcard_DToL10164-RA	HMEL012133g1.t1
OG0009901	Vcard_DToL03122-RA	HMEL017836g1.t1
OG0009902	Vcard_DToL05451-RA	HMEL017301-RA
OG0009903	Vcard_DToL06927-RA	HMEL016424g1.t1
OG0009904	Vcard_DToL10082-RA	HMEL009719g1.t1
OG0009905	Vcard_DToL10081-RA	HMEL009720g1.t1
OG0009906	Vcard_DToL05898-RA	HMEL011648g1.t1
OG0009907	Vcard_DToL16426-RA	HMEL016827g1.t1
OG0009908	Vcard_DToL01744-RA	HMEL031262g1.t1
OG0009909	Vcard_DToL10508-RA	HMEL036094g1.t1
OG0009910	Vcard_DToL04751-RA	HMEL006371g1.t1
OG0009911	Vcard_DToL16579-RA	HMEL004108g1.t1
OG0009913	Vcard_DToL17167-RA	HMEL030035g1.t1
OG0009915	Vcard_DToL12379-RA	HMEL017798g1.t1
OG0009916	Vcard_DToL01467-RA	HMEL015928-RA
OG0009917	Vcard_DToL00823-RA, Vcard_DToL00822-RA	HMEL011123g1.t1
OG0009918	Vcard_DToL03924-RA	HMEL033780g1.t1
OG0009919	Vcard_DToL05906-RA	HMEL030277g1.t1
OG0009920	Vcard_DToL09523-RA	HMEL011925g1.t1
OG0009921	Vcard_DToL04516-RA, Vcard_DToL04517-RA	HMEL032727g1.t1
OG0009923	Vcard_DToL10272-RA	HMEL035983g1.t1
OG0009924	Vcard_DToL02357-RA	HMEL031068g1.t1
OG0009925	Vcard_DToL14710-RA	HMEL009904g1.t1
OG0009926	Vcard_DToL09733-RA	HMEL015904g1.t1
OG0009927	Vcard_DToL14751-RA	HMEL005694g1.t1
OG0009928	Vcard_DToL03211-RA	HMEL034331g1.t1
OG0009929	Vcard_DToL17058-RA	HMEL004227g1.t1
OG0009930	Vcard_DToL15405-RA	HMEL008230g1.t1
OG0009931	Vcard_DToL14512-RA	HMEL038077g1.t1
OG0009932	Vcard_DToL05104-RA	HMEL007004g1.t1
OG0009933	Vcard_DToL05105-RA	HMEL031924g1.t1
OG0009934	Vcard_DToL17049-RA	HMEL004218g1.t1
OG0009935	Vcard_DToL02995-RA	HMEL014937g1.t1
OG0009936	Vcard_DToL02330-RA	HMEL015146g1.t1
OG0009937	Vcard_DToL12019-RA	HMEL002176g1.t1
OG0009938	Vcard_DToL05917-RA	HMEL007457g1.t1
OG0009940	Vcard_DToL08456-RA	HMEL035236g1.t1
OG0009941	Vcard_DToL11960-RA	HMEL004971g1.t1
OG0009942	Vcard_DToL16096-RA	HMEL006172g1.t1
OG0009943	Vcard_DToL09098-RA	HMEL012327g1.t1
OG0009944	Vcard_DToL02957-RA	HMEL010976g1.t1
OG0009945	Vcard_DToL05763-RA	HMEL016410g1.t1
OG0009946	Vcard_DToL03080-RA	HMEL014777g1.t1
OG0009947	Vcard_DToL10873-RA	HMEL014297g1.t1
OG0009948	Vcard_DToL07807-RA	HMEL033339g1.t1
OG0009949	Vcard_DToL02141-RA	HMEL003989-RA
OG0009950	Vcard_DToL12370-RA	HMEL037502g1.t1
OG0009951	Vcard_DToL08255-RA	HMEL015533g1.t1
OG0009952	Vcard_DToL12218-RA	HMEL013690g1.t1
OG0009953	Vcard_DToL12208-RA	HMEL013695g1.t1
OG0009954	Vcard_DToL03548-RA	HMEL017768g1.t1
OG0009955	Vcard_DToL05988-RA	HMEL012462g1.t1
OG0009956	Vcard_DToL07327-RA	HMEL037032g1.t1
OG0009957	Vcard_DToL12201-RA	HMEL007782g1.t1
OG0009958	Vcard_DToL08932-RA	HMEL012557g1.t1
OG0009959	Vcard_DToL00518-RA	HMEL002824g1.t1
OG0009960	Vcard_DToL08214-RA	HMEL008666g1.t1
OG0009961	Vcard_DToL09245-RA	HMEL015306g1.t1
OG0009962	Vcard_DToL09244-RA	HMEL015307g1.t1
OG0009963	Vcard_DToL12189-RA	HMEL007790g1.t1
OG0009964	Vcard_DToL00683-RA	HMEL016652g1.t1
OG0009965	Vcard_DToL08198-RA	HMEL033340g1.t1
OG0009966	Vcard_DToL04352-RA	HMEL005385g1.t1
OG0009967	Vcard_DToL03582-RA	HMEL033863g1.t1
OG0009968	Vcard_DToL01927-RA	HMEL010330g1.t1
OG0009969	Vcard_DToL06546-RA	HMEL003266g1.t1
OG0009970	Vcard_DToL01921-RA	HMEL010328g1.t1
OG0009971	Vcard_DToL01377-RA	HMEL015994g1.t1
OG0009972	Vcard_DToL03305-RA	HMEL003242g1.t1
OG0009974	Vcard_DToL03605-RA	HMEL033854g1.t1
OG0009976	Vcard_DToL08176-RA	HMEL010629g1.t1
OG0009977	Vcard_DToL04502-RA	HMEL010832g1.t1
OG0009978	Vcard_DToL04506-RA	HMEL032730g1.t1
OG0009979	Vcard_DToL00657-RA	HMEL006390g1.t1
OG0009981	Vcard_DToL01312-RA	HMEL009050g1.t1
OG0009982	Vcard_DToL02051-RA	HMEL006562g1.t1
OG0009983	Vcard_DToL01089-RA	HMEL004520-RA
OG0009984	Vcard_DToL05660-RA	HMEL011407g1.t1
OG0009985	Vcard_DToL03978-RA	HMEL006847g1.t1
OG0009987	Vcard_DToL01154-RA	HMEL030791g1.t1
OG0009988	Vcard_DToL01145-RA	HMEL005810g1.t1
OG0009989	Vcard_DToL01613-RA	HMEL013339g1.t1
OG0009990	Vcard_DToL08034-RA	HMEL009609g1.t1
OG0009991	Vcard_DToL00099-RA	HMEL003496g1.t1
OG0009992	Vcard_DToL00111-RA	HMEL013425g1.t1
OG0009994	Vcard_DToL07125-RA	HMEL008411g1.t1
OG0010001	Vcard_DToL16695-RA	HMEL014491g1.t1
OG0010005	Vcard_DToL07732-RA	HMEL030495g1.t1, HMEL030406g1.t1, HMEL037007g1.t1, HMEL034062g1.t1, HMEL030919g1.t1, HMEL030920g1.t1
OG0010019	Vcard_DToL15289-RA	HMEL009496g1.t1
OG0010027	Vcard_DToL17342-RA	HMEL014529g1.t1
OG0010034	Vcard_DToL15271-RA	HMEL009473g1.t1
OG0010037	Vcard_DToL15274-RA	HMEL030383g1.t1
OG0010038	Vcard_DToL03313-RA	HMEL003104g1.t1
OG0010043	Vcard_DToL07175-RA	HMEL012150g1.t1
OG0010044	Vcard_DToL03326-RA	HMEL011585g1.t1
OG0010048	Vcard_DToL09727-RA	HMEL004941g1.t1
OG0010049	Vcard_DToL00826-RA	HMEL030698g1.t1
OG0010051	Vcard_DToL00832-RA	HMEL030702g1.t1
OG0010053	Vcard_DToL11337-RA, Vcard_DToL11338-RA	HMEL012982g1.t1
OG0010055	Vcard_DToL00145-RA	HMEL006116g1.t1
OG0010058	Vcard_DToL18537-RA	HMEL010607g1.t1
OG0010060	Vcard_DToL16702-RA	HMEL014501g1.t1
OG0010062	Vcard_DToL15073-RA	HMEL008871g1.t1
OG0010063	Vcard_DToL05540-RA	HMEL030289g1.t1
OG0010064	Vcard_DToL11352-RA	HMEL033621g1.t1
OG0010065	Vcard_DToL14909-RA	HMEL037842g1.t1
