Orthogroup	Vanessa_cardui	Maniola_hyperantus
OG0009395	Vcard_DToL09275-RA	XP_034832209.1
OG0009396	Vcard_DToL15446-RA	XP_034836008.1
OG0009397	Vcard_DToL12045-RA	XP_034831186.1
OG0009398	Vcard_DToL12046-RA	XP_034831181.1
OG0009399	Vcard_DToL15591-RA	XP_034826493.1
OG0009400	Vcard_DToL14382-RA	XP_034833882.1
OG0009401	Vcard_DToL02272-RA	XP_034841120.1
OG0009402	Vcard_DToL14379-RA	XP_034833850.1
OG0009403	Vcard_DToL12054-RA	XP_034831687.1
OG0009404	Vcard_DToL12055-RA	XP_034831685.1
OG0009406	Vcard_DToL05439-RA	XP_034824399.1
OG0009407	Vcard_DToL10373-RA	XP_034828858.1
OG0009409	Vcard_DToL03025-RA	XP_034829199.1
OG0009410	Vcard_DToL03026-RA	XP_034829203.1
OG0009411	Vcard_DToL10127-RA	XP_034833458.1
OG0009412	Vcard_DToL12603-RA	XP_034834492.1
OG0009413	Vcard_DToL12601-RA	XP_034834489.1
OG0009415	Vcard_DToL14278-RA	XP_034836635.1
OG0009416	Vcard_DToL03031-RA	XP_034829435.1
OG0009417	Vcard_DToL15678-RA	XP_034826597.1
OG0009418	Vcard_DToL08521-RA	XP_034840731.1
OG0009419	Vcard_DToL01189-RA	XP_034838252.1
OG0009421	Vcard_DToL00512-RA	XP_034839718.1
OG0009422	Vcard_DToL08773-RA	XP_034840632.1
OG0009423	Vcard_DToL02247-RA	XP_034841122.1
OG0009424	Vcard_DToL08513-RA	XP_034840461.1
OG0009425	Vcard_DToL09260-RA	XP_034831922.1
OG0009426	Vcard_DToL12599-RA	XP_034834651.1
OG0009427	Vcard_DToL12598-RA	XP_034834640.1
OG0009428	Vcard_DToL13731-RA	XP_034835274.1
OG0009429	Vcard_DToL01417-RA	XP_034834065.1
OG0009430	Vcard_DToL01419-RA	XP_034834148.1
OG0009431	Vcard_DToL12595-RA	XP_034834650.1
OG0009432	Vcard_DToL09242-RA	XP_034831771.1
OG0009433	Vcard_DToL12594-RA	XP_034834649.1
OG0009434	Vcard_DToL10367-RA	XP_034828648.1
OG0009435	Vcard_DToL12169-RA	XP_034831196.1
OG0009436	Vcard_DToL12587-RA	XP_034834603.1
OG0009437	Vcard_DToL12586-RA	XP_034834602.1
OG0009438	Vcard_DToL12168-RA	XP_034831563.1
OG0009439	Vcard_DToL12164-RA	XP_034831294.1
OG0009440	Vcard_DToL09239-RA	XP_034831779.1
OG0009441	Vcard_DToL12163-RA	XP_034831073.1
OG0009442	Vcard_DToL17238-RA	XP_034837699.1
OG0009443	Vcard_DToL15480-RA	XP_034836198.1
OG0009444	Vcard_DToL02377-RA	XP_034841451.1
OG0009445	Vcard_DToL05748-RA	XP_034828348.1
OG0009446	Vcard_DToL12161-RA	XP_034831071.1
OG0009447	Vcard_DToL12160-RA	XP_034831070.1
OG0009448	Vcard_DToL07491-RA	XP_034829550.1
OG0009450	Vcard_DToL08511-RA	XP_034840530.1
OG0009453	Vcard_DToL10114-RA	XP_034833256.1
OG0009454	Vcard_DToL03047-RA	XP_034829244.1
OG0009455	Vcard_DToL13936-RA	XP_034836389.1
OG0009456	Vcard_DToL15484-RA	XP_034835920.1
OG0009457	Vcard_DToL02388-RA	XP_034840987.1
OG0009458	Vcard_DToL13938-RA	XP_034836546.1
OG0009459	Vcard_DToL04491-RA	XP_034830311.1
OG0009461	Vcard_DToL14175-RA	XP_034836426.1
OG0009463	Vcard_DToL14352-RA	XP_034833999.1
OG0009464	Vcard_DToL14353-RA	XP_034833977.1
OG0009465	Vcard_DToL13820-RA	XP_034835058.1
OG0009466	Vcard_DToL17227-RA	XP_034837683.1
OG0009469	Vcard_DToL08507-RA	XP_034840125.1
OG0009470	Vcard_DToL05711-RA	XP_034825617.1
OG0009471	Vcard_DToL13815-RA	XP_034835057.1
OG0009472	Vcard_DToL03053-RA	XP_034829432.1
OG0009473	Vcard_DToL10099-RA	XP_034833209.1
OG0009475	Vcard_DToL03056-RA	XP_034829434.1
OG0009477	Vcard_DToL13806-RA	XP_034835059.1
OG0009478	Vcard_DToL13805-RA	XP_034835048.1
OG0009479	Vcard_DToL08505-RA	XP_034840274.1
OG0009485	Vcard_DToL12558-RA	XP_034834877.1
OG0009487	Vcard_DToL08500-RA	XP_034840795.1
OG0009488	Vcard_DToL07515-RA	XP_034829951.1
OG0009489	Vcard_DToL05177-RA	XP_034824939.1
OG0009490	Vcard_DToL14338-RA	XP_034833998.1
OG0009491	Vcard_DToL14336-RA	XP_034833984.1
OG0009493	Vcard_DToL14334-RA	XP_034833996.1
OG0009494	Vcard_DToL05698-RA	XP_034829660.1
OG0009495	Vcard_DToL07517-RA	XP_034829933.1
OG0009496	Vcard_DToL12556-RA	XP_034834873.1
OG0009497	Vcard_DToL12105-RA	XP_034831340.1
OG0009498	Vcard_DToL05696-RA	XP_034834000.1
OG0009501	Vcard_DToL02417-RA	XP_034841056.1
OG0009502	Vcard_DToL12549-RA	XP_034834894.1
OG0009503	Vcard_DToL10346-RA	XP_034828728.1
OG0009504	Vcard_DToL12548-RA	XP_034834895.1
OG0009505	Vcard_DToL14315-RA	XP_034833994.1
OG0009507	Vcard_DToL17176-RA	XP_034837569.1
OG0009508	Vcard_DToL05683-RA	XP_034825431.1
OG0009509	Vcard_DToL07520-RA	XP_034829923.1
OG0009511	Vcard_DToL05677-RA	XP_034825494.1
OG0009513	Vcard_DToL08495-RA	XP_034840087.1
OG0009514	Vcard_DToL08494-RA	XP_034840088.1
OG0009515	Vcard_DToL08489-RA	XP_034840299.1
OG0009516	Vcard_DToL17164-RA	XP_034837667.1
OG0009517	Vcard_DToL08487-RA	XP_034840104.1
OG0009518	Vcard_DToL07531-RA	XP_034829952.1
OG0009519	Vcard_DToL12187-RA	XP_034831523.1
OG0009520	Vcard_DToL12188-RA	XP_034831522.1
OG0009522	Vcard_DToL05346-RA	XP_034824497.1
OG0009523	Vcard_DToL10340-RA	XP_034828661.1
OG0009524	Vcard_DToL10339-RA	XP_034828662.1
OG0009525	Vcard_DToL10338-RA	XP_034828672.1
OG0009526	Vcard_DToL07542-RA	XP_034829957.1
OG0009528	Vcard_DToL02722-RA	XP_034828969.1
OG0009529	Vcard_DToL11918-RA	XP_034831371.1
OG0009530	Vcard_DToL02727-RA	XP_034828970.1
OG0009531	Vcard_DToL08484-RA	XP_034840123.1
OG0009533	Vcard_DToL08482-RA	XP_034840117.1
OG0009534	Vcard_DToL11913-RA	XP_034831467.1
OG0009535	Vcard_DToL08481-RA	XP_034840102.1
OG0009536	Vcard_DToL08212-RA	XP_034827640.1
OG0009537	Vcard_DToL01471-RA	XP_034834787.1
OG0009538	Vcard_DToL02729-RA	XP_034829309.1
OG0009539	Vcard_DToL04529-RA	XP_034830630.1
OG0009540	Vcard_DToL08210-RA	XP_034827633.1
OG0009541	Vcard_DToL02753-RA	XP_034829267.1
OG0009542	Vcard_DToL08197-RA	XP_034827643.1
OG0009543	Vcard_DToL06655-RA	XP_034827308.1
OG0009545	Vcard_DToL05662-RA	XP_034841333.1
OG0009547	Vcard_DToL17155-RA	XP_034837627.1
OG0009549	Vcard_DToL08192-RA	XP_034827635.1
OG0009550	Vcard_DToL05658-RA	XP_034841439.1
OG0009551	Vcard_DToL05655-RA	XP_034841283.1
OG0009553	Vcard_DToL05333-RA	XP_034824849.1
OG0009554	Vcard_DToL00583-RA	XP_034839805.1, XP_034839806.1
OG0009555	Vcard_DToL02756-RA	XP_034829230.1
OG0009556	Vcard_DToL02759-RA	XP_034829234.1
OG0009557	Vcard_DToL02760-RA	XP_034829233.1
OG0009558	Vcard_DToL04544-RA	XP_034830320.1
OG0009560	Vcard_DToL10060-RA	XP_034833327.1
OG0009561	Vcard_DToL07556-RA	XP_034829609.1
OG0009562	Vcard_DToL02768-RA	XP_034829288.1
OG0009563	Vcard_DToL00586-RA	XP_034839572.1
OG0009564	Vcard_DToL15687-RA	XP_034826603.1
OG0009565	Vcard_DToL05650-RA	XP_034841366.1
OG0009566	Vcard_DToL02769-RA	XP_034829286.1
OG0009567	Vcard_DToL02771-RA	XP_034829287.1
OG0009569	Vcard_DToL02772-RA	XP_034828968.1
OG0009570	Vcard_DToL17141-RA	XP_034837796.1
OG0009571	Vcard_DToL08472-RA	XP_034840103.1
OG0009572	Vcard_DToL02773-RA	XP_034828967.1
OG0009573	Vcard_DToL02777-RA	XP_034829411.1
OG0009574	Vcard_DToL10054-RA	XP_034833328.1
OG0009575	Vcard_DToL05318-RA	XP_034824231.1
OG0009576	Vcard_DToL15689-RA	XP_034826211.1
OG0009577	Vcard_DToL06957-RA	XP_034827106.1
OG0009578	Vcard_DToL04551-RA	XP_034830440.1
OG0009579	Vcard_DToL09183-RA	XP_034831818.1
OG0009580	Vcard_DToL17134-RA	XP_034837795.1
OG0009581	Vcard_DToL02782-RA	XP_034829137.1
OG0009582	Vcard_DToL02784-RA	XP_034828960.1
OG0009583	Vcard_DToL11906-RA	XP_034831472.1
OG0009584	Vcard_DToL05312-RA	XP_034824195.1
OG0009585	Vcard_DToL08460-RA	XP_034840135.1
OG0009586	Vcard_DToL00595-RA	XP_034839745.1
OG0009587	Vcard_DToL13783-RA	XP_034835040.1
OG0009588	Vcard_DToL05306-RA	XP_034824271.1
OG0009590	Vcard_DToL05646-RA	XP_034826141.1
OG0009591	Vcard_DToL09175-RA	XP_034832495.1
OG0009592	Vcard_DToL02799-RA	XP_034829135.1
OG0009593	Vcard_DToL08173-RA	XP_034827628.1
OG0009594	Vcard_DToL08454-RA	XP_034840335.1
OG0009595	Vcard_DToL02800-RA	XP_034829278.1
OG0009596	Vcard_DToL02804-RA	XP_034829281.1
OG0009597	Vcard_DToL02805-RA	XP_034829277.1
OG0009598	Vcard_DToL02808-RA	XP_034829108.1
OG0009599	Vcard_DToL02809-RA	XP_034829153.1
OG0009600	Vcard_DToL09165-RA	XP_034832487.1
OG0009601	Vcard_DToL08449-RA	XP_034840167.1
OG0009602	Vcard_DToL01721-RA	XP_034835468.1
OG0009603	Vcard_DToL08168-RA	XP_034827783.1
OG0009605	Vcard_DToL05635-RA	XP_034827393.1
OG0009607	Vcard_DToL02516-RA	XP_034841413.1
OG0009608	Vcard_DToL02517-RA	XP_034841392.1
OG0009609	Vcard_DToL06962-RA	XP_034826711.1
OG0009611	Vcard_DToL02529-RA	XP_034841375.1
OG0009612	Vcard_DToL11882-RA	XP_034831416.1
OG0009614	Vcard_DToL05628-RA	XP_034835229.1
OG0009615	Vcard_DToL09150-RA	XP_034832061.1
OG0009618	Vcard_DToL05281-RA	XP_034824408.1
OG0009619	Vcard_DToL00727-RA	XP_034839526.1
OG0009620	Vcard_DToL01713-RA	XP_034833942.1
OG0009621	Vcard_DToL05275-RA	XP_034824656.1
OG0009622	Vcard_DToL08438-RA	XP_034840166.1
OG0009623	Vcard_DToL01700-RA	XP_034831502.1
OG0009627	Vcard_DToL04619-RA	XP_034830539.1
OG0009628	Vcard_DToL17101-RA	XP_034837489.1
OG0009629	Vcard_DToL09138-RA	XP_034832047.1
OG0009630	Vcard_DToL06992-RA	XP_034826783.1
OG0009631	Vcard_DToL10897-RA	XP_034833114.1
OG0009632	Vcard_DToL10899-RA	XP_034833115.1
OG0009633	Vcard_DToL10290-RA	XP_034828610.1
OG0009635	Vcard_DToL11879-RA	XP_034831169.1
OG0009636	Vcard_DToL08138-RA	XP_034827870.1
OG0009638	Vcard_DToL01694-RA	XP_034831931.1
OG0009639	Vcard_DToL02557-RA	XP_034840920.1
OG0009640	Vcard_DToL00787-RA	XP_034839399.1
OG0009642	Vcard_DToL01688-RA	XP_034830053.1
OG0009643	Vcard_DToL05267-RA	XP_034824496.1
OG0009645	Vcard_DToL01684-RA	XP_034830063.1
OG0009646	Vcard_DToL11861-RA	XP_034831692.1
OG0009648	Vcard_DToL07011-RA	XP_034827221.1
OG0009649	Vcard_DToL03884-RA	XP_034825185.1
OG0009650	Vcard_DToL04628-RA	XP_034830745.1
OG0009653	Vcard_DToL03892-RA	XP_034825189.1
OG0009654	Vcard_DToL15746-RA	XP_034825900.1
OG0009655	Vcard_DToL04635-RA	XP_034830736.1
OG0009656	Vcard_DToL09109-RA	XP_034832026.1
OG0009657	Vcard_DToL10263-RA	XP_034828336.1
OG0009658	Vcard_DToL08307-RA	XP_034839990.1
OG0009659	Vcard_DToL07018-RA	XP_034826865.1
OG0009660	Vcard_DToL08311-RA	XP_034840023.1
OG0009661	Vcard_DToL07022-RA	XP_034827306.1
OG0009662	Vcard_DToL08104-RA	XP_034827724.1
OG0009663	Vcard_DToL08315-RA	XP_034839869.1
OG0009664	Vcard_DToL01662-RA	XP_034833836.1
OG0009665	Vcard_DToL15758-RA	XP_034826229.1
OG0009666	Vcard_DToL08319-RA	XP_034839982.1
OG0009667	Vcard_DToL08321-RA	XP_034840024.1
OG0009668	Vcard_DToL10258-RA	XP_034828333.1
OG0009669	Vcard_DToL04660-RA	XP_034830335.1
OG0009670	Vcard_DToL11851-RA	XP_034831624.1
OG0009671	Vcard_DToL08098-RA	XP_034827974.1
OG0009672	Vcard_DToL08325-RA	XP_034840017.1
OG0009675	Vcard_DToL00748-RA	XP_034839460.1
OG0009676	Vcard_DToL08328-RA	XP_034839991.1
OG0009677	Vcard_DToL08329-RA	XP_034839992.1
OG0009678	Vcard_DToL08330-RA	XP_034840315.1
OG0009679	Vcard_DToL08332-RA	XP_034840079.1
OG0009682	Vcard_DToL05597-RA	XP_034840824.1
OG0009683	Vcard_DToL09091-RA	XP_034831789.1
OG0009685	Vcard_DToL07621-RA	XP_034830151.1
OG0009686	Vcard_DToL01637-RA	XP_034831120.1
OG0009687	Vcard_DToL00751-RA	XP_034839301.1
OG0009688	Vcard_DToL09086-RA	XP_034832425.1
OG0009689	Vcard_DToL00610-RA	XP_034839222.1
OG0009690	Vcard_DToL05242-RA	XP_034824248.1
OG0009693	Vcard_DToL03912-RA	XP_034824996.1
OG0009694	Vcard_DToL05228-RA	XP_034824232.1
OG0009695	Vcard_DToL07040-RA	XP_034827120.1
OG0009698	Vcard_DToL07636-RA	XP_034829997.1
OG0009700	Vcard_DToL05459-RA	XP_034824591.1
OG0009701	Vcard_DToL05211-RA	XP_034824335.1
OG0009702	Vcard_DToL15810-RA	XP_034826057.1
OG0009703	Vcard_DToL08343-RA	XP_034839980.1
OG0009707	Vcard_DToL08349-RA	XP_034839889.1
OG0009708	Vcard_DToL05464-RA	XP_034824796.1
OG0009709	Vcard_DToL00715-RA	XP_034839403.1
OG0009712	Vcard_DToL08287-RA	XP_034828038.1
OG0009713	Vcard_DToL08353-RA	XP_034840018.1
OG0009714	Vcard_DToL05450-RA	XP_034824586.1
OG0009715	Vcard_DToL05466-RA	XP_034831157.1
OG0009716	Vcard_DToL08358-RA	XP_034839954.1
OG0009717	Vcard_DToL05471-RA	XP_034829083.1
OG0009718	Vcard_DToL05472-RA	XP_034829118.1
OG0009719	Vcard_DToL00792-RA	XP_034839223.1
OG0009720	Vcard_DToL08281-RA	XP_034827473.1
OG0009721	Vcard_DToL08361-RA	XP_034840007.1
OG0009722	Vcard_DToL05476-RA	XP_034831372.1
OG0009723	Vcard_DToL08364-RA	XP_034839989.1
OG0009724	Vcard_DToL08365-RA	XP_034839909.1
OG0009726	Vcard_DToL05480-RA	XP_034830188.1
OG0009727	Vcard_DToL08369-RA	XP_034840013.1
OG0009728	Vcard_DToL08370-RA	XP_034840009.1
OG0009729	Vcard_DToL08371-RA	XP_034839942.1
OG0009730	Vcard_DToL08373-RA	XP_034840011.1
OG0009731	Vcard_DToL08270-RA	XP_034827890.1
OG0009732	Vcard_DToL01321-RA	XP_034837158.1
OG0009733	Vcard_DToL07654-RA	XP_034830098.1
OG0009734	Vcard_DToL07656-RA	XP_034829912.1
OG0009735	Vcard_DToL08379-RA	XP_034840019.1
OG0009737	Vcard_DToL08381-RA	XP_034839998.1
OG0009738	Vcard_DToL02641-RA	XP_034841105.1
OG0009739	Vcard_DToL15822-RA	XP_034826157.1
OG0009740	Vcard_DToL00789-RA	XP_034839517.1
OG0009741	Vcard_DToL05495-RA	XP_034827177.1
OG0009742	Vcard_DToL08005-RA	XP_034827661.1
OG0009744	Vcard_DToL04757-RA	XP_034830708.1
OG0009747	Vcard_DToL04753-RA	XP_034830419.1
OG0009749	Vcard_DToL04752-RA	XP_034830325.1
OG0009750	Vcard_DToL05205-RA	XP_034824264.1
OG0009751	Vcard_DToL04741-RA	XP_034830676.1
OG0009752	Vcard_DToL08009-RA	XP_034827522.1
OG0009753	Vcard_DToL05515-RA	XP_034827353.1, XP_034827277.1
OG0009754	Vcard_DToL08019-RA	XP_034827929.1
OG0009755	Vcard_DToL05524-RA	XP_034826271.1
OG0009757	Vcard_DToL03939-RA	XP_034825133.1
OG0009759	Vcard_DToL05535-RA	XP_034825085.1
OG0009760	Vcard_DToL07039-RA	XP_034826928.1
OG0009761	Vcard_DToL08410-RA	XP_034840197.1
OG0009762	Vcard_DToL15843-RA	XP_034826180.1
OG0009764	Vcard_DToL03963-RA	XP_034825370.1
OG0009766	Vcard_DToL01358-RA	XP_034833689.1
OG0009767	Vcard_DToL05557-RA	XP_034833293.1
OG0009768	Vcard_DToL08428-RA	XP_034840381.1
OG0009769	Vcard_DToL08423-RA	XP_034840525.1
OG0009770	Vcard_DToL15855-RA	XP_034826367.1
OG0009771	Vcard_DToL03966-RA	XP_034825331.1
OG0009772	Vcard_DToL03977-RA	XP_034825590.1
OG0009773	Vcard_DToL03979-RA	XP_034825419.1
OG0009774	Vcard_DToL05569-RA	XP_034829284.1
OG0009775	Vcard_DToL03771-RA	XP_034825258.1
OG0009777	Vcard_DToL05587-RA	XP_034841075.1
OG0009778	Vcard_DToL01370-RA	XP_034833634.1
OG0009779	Vcard_DToL00656-RA	XP_034839465.1
OG0009780	Vcard_DToL00658-RA	XP_034839646.1
OG0009783	Vcard_DToL02696-RA	XP_034824083.1
OG0009784	Vcard_DToL02702-RA	XP_034824035.1
OG0009788	Vcard_DToL01395-RA	XP_034836793.1
OG0009789	Vcard_DToL01494-RA	XP_034832998.1
OG0009790	Vcard_DToL01483-RA	XP_034833046.1
OG0009791	Vcard_DToL18647-RA	XP_034839099.1
OG0009793	Vcard_DToL17432-RA	XP_034838437.1
OG0009794	Vcard_DToL09896-RA	XP_034833335.1
OG0009797	Vcard_DToL17520-RA	XP_034838612.1, XP_034838613.1
OG0009798	Vcard_DToL02248-RA	XP_034841136.1
OG0009799	Vcard_DToL12497-RA	XP_034835002.1
OG0009800	Vcard_DToL09527-RA	XP_034832136.1
OG0009801	Vcard_DToL15313-RA	XP_034835867.1
OG0009802	Vcard_DToL13507-RA	XP_034835544.1
OG0009805	Vcard_DToL15680-RA	XP_034826594.1
OG0009806	Vcard_DToL15478-RA	XP_034836030.1
OG0009807	Vcard_DToL17717-RA, Vcard_DToL17718-RA	XP_034838549.1
OG0009809	Vcard_DToL18857-RA	XP_034839106.1
OG0009810	Vcard_DToL02646-RA	XP_034840956.1
OG0009811	Vcard_DToL14877-RA	XP_034833794.1
OG0009812	Vcard_DToL17884-RA	XP_034838199.1
OG0009813	Vcard_DToL03974-RA	XP_034825415.1
OG0009814	Vcard_DToL17927-RA	XP_034837935.1
OG0009815	Vcard_DToL08297-RA	XP_034840075.1
OG0009816	Vcard_DToL17357-RA	XP_034837649.1
OG0009817	Vcard_DToL13849-RA	XP_034836415.1
OG0009818	Vcard_DToL02042-RA	XP_034840830.1
OG0009819	Vcard_DToL16416-RA	XP_034825825.1
OG0009820	Vcard_DToL02304-RA	XP_034841360.1
OG0009821	Vcard_DToL10721-RA	XP_034828774.1
OG0009822	Vcard_DToL11852-RA	XP_034831619.1
OG0009823	Vcard_DToL16170-RA	XP_034837431.1
OG0009824	Vcard_DToL01515-RA	XP_034834253.1
OG0009825	Vcard_DToL13527-RA	XP_034835680.1
OG0009827	Vcard_DToL13342-RA	XP_034835435.1
OG0009828	Vcard_DToL10289-RA	XP_034828608.1
OG0009829	Vcard_DToL15518-RA, Vcard_DToL15519-RA	XP_034826027.1
OG0009830	Vcard_DToL09387-RA	XP_034832074.1
OG0009831	Vcard_DToL11965-RA	XP_034831670.1
OG0009832	Vcard_DToL02691-RA	XP_034841150.1
OG0009833	Vcard_DToL12317-RA	XP_034831105.1
OG0009834	Vcard_DToL13539-RA	XP_034835697.1
OG0009835	Vcard_DToL15500-RA	XP_034825973.1, XP_034825974.1
OG0009836	Vcard_DToL10831-RA	XP_034828353.1
OG0009837	Vcard_DToL03821-RA	XP_034825207.1
OG0009838	Vcard_DToL09069-RA	XP_034831754.1
OG0009839	Vcard_DToL05831-RA	XP_034828735.1
OG0009840	Vcard_DToL10013-RA	XP_034833153.1
OG0009841	Vcard_DToL07299-RA	XP_034829872.1
OG0009842	Vcard_DToL13348-RA	XP_034835549.1
OG0009843	Vcard_DToL06472-RA	XP_034826824.1
OG0009844	Vcard_DToL06430-RA	XP_034826939.1
OG0009846	Vcard_DToL05136-RA, Vcard_DToL05137-RA	XP_034824619.1
OG0009847	Vcard_DToL11361-RA	XP_034833017.1
OG0009848	Vcard_DToL03483-RA	XP_034825709.1
OG0009850	Vcard_DToL05304-RA	XP_034824272.1
OG0009852	Vcard_DToL01629-RA	XP_034831198.1
OG0009853	Vcard_DToL12690-RA	XP_034834802.1
OG0009854	Vcard_DToL06657-RA	XP_034826745.1
OG0009855	Vcard_DToL14817-RA	XP_034834230.1
OG0009856	Vcard_DToL09333-RA	XP_034832385.1, XP_034832384.1
OG0009857	Vcard_DToL05506-RA	XP_034840291.1
OG0009858	Vcard_DToL12689-RA	XP_034834805.1
OG0009860	Vcard_DToL17903-RA	XP_034838238.1
OG0009861	Vcard_DToL05811-RA	XP_034836591.1
OG0009862	Vcard_DToL17742-RA	XP_034838710.1
OG0009863	Vcard_DToL07189-RA	XP_034830002.1
OG0009864	Vcard_DToL17744-RA	XP_034838706.1
OG0009866	Vcard_DToL16215-RA	XP_034837365.1
OG0009867	Vcard_DToL10581-RA	XP_034828509.1
OG0009868	Vcard_DToL09750-RA	XP_034833646.1
OG0009869	Vcard_DToL02615-RA	XP_034823898.1
OG0009870	Vcard_DToL07645-RA	XP_034829908.1
OG0009871	Vcard_DToL01644-RA, Vcard_DToL01640-RA	XP_034831216.1
OG0009873	Vcard_DToL06444-RA	XP_034827033.1
OG0009874	Vcard_DToL03257-RA	XP_034829395.1
OG0009875	Vcard_DToL03663-RA	XP_034825426.1
OG0009876	Vcard_DToL16550-RA	XP_034826001.1
OG0009877	Vcard_DToL06445-RA	XP_034826930.1
OG0009878	Vcard_DToL15260-RA	XP_034836069.1
OG0009879	Vcard_DToL02284-RA	XP_034841151.1
OG0009880	Vcard_DToL16555-RA	XP_034826481.1
OG0009881	Vcard_DToL04740-RA	XP_034830770.1
OG0009882	Vcard_DToL04744-RA	XP_034830679.1
OG0009883	Vcard_DToL16271-RA	XP_034837181.1
OG0009884	Vcard_DToL04196-RA	XP_034830981.1, XP_034830982.1
OG0009885	Vcard_DToL00906-RA	XP_034834944.1
OG0009886	Vcard_DToL09945-RA	XP_034833163.1
OG0009887	Vcard_DToL14262-RA	XP_034836251.1
OG0009888	Vcard_DToL02541-RA	XP_034841207.1
OG0009889	Vcard_DToL05798-RA	XP_034824735.1
OG0009890	Vcard_DToL12639-RA	XP_034834517.1
OG0009891	Vcard_DToL03671-RA	XP_034825292.1
OG0009892	Vcard_DToL13100-RA	XP_034834626.1
OG0009893	Vcard_DToL09941-RA	XP_034833659.1, XP_034839573.1
OG0009894	Vcard_DToL13954-RA	XP_034836491.1
OG0009895	Vcard_DToL13451-RA	XP_034835215.1
OG0009896	Vcard_DToL10342-RA	XP_034828729.1
OG0009897	Vcard_DToL14571-RA	XP_034834182.1
OG0009898	Vcard_DToL12473-RA	XP_034831173.1
OG0009899	Vcard_DToL11942-RA	XP_034831088.1
OG0009900	Vcard_DToL10164-RA	XP_034833419.1
OG0009901	Vcard_DToL03122-RA	XP_034829003.1
OG0009903	Vcard_DToL06927-RA	XP_034827256.1
OG0009904	Vcard_DToL10082-RA	XP_034833561.1
OG0009905	Vcard_DToL10081-RA	XP_034833559.1
OG0009906	Vcard_DToL05898-RA	XP_034829431.1
OG0009907	Vcard_DToL16426-RA	XP_034826583.1
OG0009908	Vcard_DToL01744-RA	XP_034841548.1
OG0009909	Vcard_DToL10508-RA	XP_034828715.1
OG0009910	Vcard_DToL04751-RA	XP_034830772.1
OG0009911	Vcard_DToL16579-RA	XP_034825951.1
OG0009913	Vcard_DToL17167-RA	XP_034837662.1
OG0009914	Vcard_DToL12271-RA	XP_034831653.1
OG0009915	Vcard_DToL12379-RA	XP_034831629.1
OG0009917	Vcard_DToL00823-RA, Vcard_DToL00822-RA	XP_034830986.1
OG0009918	Vcard_DToL03924-RA	XP_034825294.1
OG0009919	Vcard_DToL05906-RA	XP_034824310.1
OG0009920	Vcard_DToL09523-RA	XP_034832158.1
OG0009921	Vcard_DToL04516-RA, Vcard_DToL04517-RA	XP_034830615.1
OG0009922	Vcard_DToL16241-RA	XP_034837271.1, XP_034837272.1
OG0009923	Vcard_DToL10272-RA	XP_034828754.1
OG0009924	Vcard_DToL02357-RA	XP_034841101.1
OG0009925	Vcard_DToL14710-RA	XP_034834119.1
OG0009926	Vcard_DToL09733-RA	XP_034831920.1
OG0009927	Vcard_DToL14751-RA	XP_034833924.1
OG0009928	Vcard_DToL03211-RA	XP_034829087.1
OG0009929	Vcard_DToL17058-RA	XP_034836987.1
OG0009930	Vcard_DToL15405-RA	XP_034835762.1
OG0009931	Vcard_DToL14512-RA	XP_034834036.1
OG0009932	Vcard_DToL05104-RA	XP_034824420.1
OG0009933	Vcard_DToL05105-RA	XP_034824817.1
OG0009934	Vcard_DToL17049-RA	XP_034836975.1
OG0009935	Vcard_DToL02995-RA	XP_034829270.1
OG0009936	Vcard_DToL02330-RA	XP_034840960.1
OG0009937	Vcard_DToL12019-RA	XP_034831668.1
OG0009938	Vcard_DToL05917-RA	XP_034829537.1
OG0009939	Vcard_DToL05248-RA	XP_034824363.1
OG0009940	Vcard_DToL08456-RA	XP_034840258.1
OG0009941	Vcard_DToL11960-RA	XP_034831309.1
OG0009942	Vcard_DToL16096-RA	XP_034837459.1
OG0009943	Vcard_DToL09098-RA	XP_034831972.1
OG0009944	Vcard_DToL02957-RA	XP_034829391.1
OG0009945	Vcard_DToL05763-RA	XP_034833439.1
OG0009946	Vcard_DToL03080-RA	XP_034829474.1
OG0009947	Vcard_DToL10873-RA	XP_034832757.1
OG0009948	Vcard_DToL07807-RA	XP_034827743.1
OG0009949	Vcard_DToL02141-RA	XP_034841165.1
OG0009950	Vcard_DToL12370-RA	XP_034831279.1
OG0009951	Vcard_DToL08255-RA	XP_034828202.1
OG0009952	Vcard_DToL12218-RA	XP_034831074.1
OG0009953	Vcard_DToL12208-RA	XP_034831197.1
OG0009954	Vcard_DToL03548-RA	XP_034825685.1
OG0009955	Vcard_DToL05988-RA	XP_034826914.1
OG0009956	Vcard_DToL07327-RA	XP_034829791.1
OG0009957	Vcard_DToL12201-RA	XP_034831068.1, XP_034831069.1
OG0009958	Vcard_DToL08932-RA	XP_034840456.1
OG0009959	Vcard_DToL00518-RA	XP_034839687.1
OG0009960	Vcard_DToL08214-RA	XP_034827627.1
OG0009961	Vcard_DToL09245-RA	XP_034831778.1
OG0009962	Vcard_DToL09244-RA	XP_034831780.1
OG0009963	Vcard_DToL12189-RA	XP_034831525.1
OG0009964	Vcard_DToL00683-RA	XP_034839176.1
OG0009965	Vcard_DToL08198-RA	XP_034827641.1
OG0009966	Vcard_DToL04352-RA	XP_034830825.1
OG0009967	Vcard_DToL03582-RA	XP_034825059.1
OG0009968	Vcard_DToL01927-RA	XP_034824028.1
