Orthogroup	Heliconius_melpomene_melpomene	Vanessa_cardui
OG0008189	HMEL009604g1.t1	Vcard_DToL08027-RA
OG0008190	HMEL032656g1.t1	Vcard_DToL04729-RA
OG0008191	HMEL013434g1.t1	Vcard_DToL05531-RA
OG0008192	HMEL013366g1.t1	Vcard_DToL04728-RA
OG0008194	HMEL009607g1.t1	Vcard_DToL08031-RA
OG0008195	HMEL009081g1.t1	Vcard_DToL01343-RA
OG0008196	HMEL007101g1.t1	Vcard_DToL03941-RA
OG0008197	HMEL033788g1.t1	Vcard_DToL03942-RA
OG0008198	HMEL007105g1.t1	Vcard_DToL03944-RA
OG0008199	HMEL013257g1.t1	Vcard_DToL08037-RA
OG0008200	HMEL007108g1.t1	Vcard_DToL03951-RA
OG0008201	HMEL009083g1.t1	Vcard_DToL01348-RA
OG0008203	HMEL009087g1.t1	Vcard_DToL01351-RA
OG0008204	HMEL004528g1.t1	Vcard_DToL02667-RA
OG0008205	HMEL006587g1.t1	Vcard_DToL03958-RA
OG0008206	HMEL008794g1.t1	Vcard_DToL00626-RA
OG0008208	HMEL030585g1.t1	Vcard_DToL15840-RA
OG0008209	HMEL005834g1.t1	Vcard_DToL08405-RA
OG0008210	HMEL006589g1.t1	Vcard_DToL03962-RA
OG0008211	HMEL017375g1.t1	Vcard_DToL15842-RA
OG0008212	HMEL005832g1.t1	Vcard_DToL08411-RA
OG0008213	HMEL017377g1.t1	Vcard_DToL15844-RA
OG0008214	HMEL033121g1.t1	Vcard_DToL05551-RA
OG0008215	HMEL004713g1.t1	Vcard_DToL05553-RA
OG0008217	HMEL021580g1.t1	Vcard_DToL08433-RA
OG0008218	HMEL009091g1.t1	Vcard_DToL01356-RA
OG0008219	HMEL035248g1.t1	Vcard_DToL08432-RA
OG0008220	HMEL035249g1.t1	Vcard_DToL08430-RA
OG0008221	HMEL006591g1.t1	Vcard_DToL03964-RA
OG0008222	HMEL033117g1.t1	Vcard_DToL05555-RA
OG0008223	HMEL004869g1.t1	Vcard_DToL05556-RA
OG0008224	HMEL009095g1.t1	Vcard_DToL01360-RA
OG0008225	HMEL010920g1.t1	Vcard_DToL05562-RA
OG0008226	HMEL033111g1.t1	Vcard_DToL05566-RA
OG0008227	HMEL010924g1.t1	Vcard_DToL05568-RA
OG0008228	HMEL012004g1.t1	Vcard_DToL02676-RA
OG0008229	HMEL006879g1.t1	Vcard_DToL08424-RA
OG0008230	HMEL013669g1.t1	Vcard_DToL15857-RA
OG0008232	HMEL035255g1.t1	Vcard_DToL08420-RA
OG0008233	HMEL005714g1.t1	Vcard_DToL08419-RA
OG0008234	HMEL006848g1.t1	Vcard_DToL03976-RA
OG0008235	HMEL013651g1.t1	Vcard_DToL15866-RA
OG0008236	HMEL033796g1.t1	Vcard_DToL03777-RA
OG0008237	HMEL013639g1.t1	Vcard_DToL15882-RA
OG0008238	HMEL033106g1.t1	Vcard_DToL05576-RA
OG0008239	HMEL006840g1.t1	Vcard_DToL03770-RA
OG0008240	HMEL016492g1.t1	Vcard_DToL05583-RA
OG0008241	HMEL007233g1.t1	Vcard_DToL00642-RA
OG0008242	HMEL016495g1.t1	Vcard_DToL05588-RA
OG0008243	HMEL030985g1.t1	Vcard_DToL02681-RA
OG0008244	HMEL033099g1.t1	Vcard_DToL05593-RA
OG0008245	HMEL015497g1.t1	Vcard_DToL01368-RA
OG0008246	HMEL015501g1.t1	Vcard_DToL01371-RA
OG0008247	HMEL006384g1.t1	Vcard_DToL00653-RA
OG0008250	HMEL015504g1.t1	Vcard_DToL01372-RA
OG0008251	HMEL013820g1.t1	Vcard_DToL02687-RA
OG0008252	HMEL013821g1.t1	Vcard_DToL02688-RA
OG0008253	HMEL013822g1.t1	Vcard_DToL02689-RA
OG0008254	HMEL012067g1.t1	Vcard_DToL00659-RA
OG0008255	HMEL015988g1.t1	Vcard_DToL01384-RA
OG0008256	HMEL015987g1.t1	Vcard_DToL01386-RA
OG0008257	HMEL015985g1.t1	Vcard_DToL01387-RA
OG0008259	HMEL015981g1.t1	Vcard_DToL01389-RA
OG0008261	HMEL015977g1.t1	Vcard_DToL01391-RA
OG0008262	HMEL035583g1.t1	Vcard_DToL00670-RA
OG0008263	HMEL015973g1.t1	Vcard_DToL01396-RA
OG0008264	HMEL015971g1.t1	Vcard_DToL01401-RA
OG0008265	HMEL015970g1.t1	Vcard_DToL01404-RA
OG0008266	HMEL006696g1.t1	Vcard_DToL01500-RA
OG0008267	HMEL006692g1.t1	Vcard_DToL01493-RA
OG0008268	HMEL006690g1.t1	Vcard_DToL01492-RA
OG0008269	HMEL030864g1.t1	Vcard_DToL01490-RA
OG0008270	HMEL016653g1.t1	Vcard_DToL00682-RA
OG0008271	HMEL007313g1.t1	Vcard_DToL01481-RA
OG0008273	HMEL009722g1.t1	Vcard_DToL10079-RA
OG0008274	HMEL030969g1.t1	Vcard_DToL01726-RA
OG0008275	HMEL006645g1.t1	Vcard_DToL12176-RA
OG0008276	HMEL037633g1.t1	Vcard_DToL12059-RA
OG0008277	HMEL011525g1.t1	Vcard_DToL18638-RA
OG0008278	HMEL009625g1.t1	Vcard_DToL16620-RA
OG0008279	HMEL030785g1.t1	Vcard_DToL00980-RA
OG0008280	HMEL005000g1.t1	Vcard_DToL14435-RA
OG0008281	HMEL015579g1.t1	Vcard_DToL18767-RA
OG0008282	HMEL017543g1.t1	Vcard_DToL11379-RA
OG0008283	HMEL034725g1.t1	Vcard_DToL06772-RA
OG0008284	HMEL014994g1.t1	Vcard_DToL17230-RA, Vcard_DToL17231-RA
OG0008285	HMEL011197g1.t1, HMEL011196g1.t1	Vcard_DToL17661-RA
OG0008286	HMEL003574g1.t1	Vcard_DToL07688-RA
OG0008288	HMEL015255g1.t1	Vcard_DToL02528-RA
OG0008289	HMEL009833g1.t1, HMEL016304g1.t1	Vcard_DToL09828-RA
OG0008290	HMEL032785g1.t1	Vcard_DToL04320-RA, Vcard_DToL04319-RA
OG0008291	HMEL002447g1.t1	Vcard_DToL14624-RA
OG0008295	HMEL037962g1.t1	Vcard_DToL14593-RA
OG0008296	HMEL015669g1.t1	Vcard_DToL17307-RA
OG0008297	HMEL015820g1.t1	Vcard_DToL06241-RA
OG0008298	HMEL035313g1.t1	Vcard_DToL18279-RA
OG0008299	HMEL036756g1.t1	Vcard_DToL12693-RA
OG0008300	HMEL010767-RA	Vcard_DToL15081-RA
OG0008301	HMEL031941g1.t1	Vcard_DToL05143-RA
OG0008302	HMEL016731g1.t1	Vcard_DToL04252-RA, Vcard_DToL04249-RA
OG0008303	HMEL036533g1.t1	Vcard_DToL09803-RA
OG0008304	HMEL011000g1.t1	Vcard_DToL16338-RA
OG0008305	HMEL036153g1.t1	Vcard_DToL10575-RA
OG0008306	HMEL002297g1.t1	Vcard_DToL05846-RA
OG0008307	HMEL008461g1.t1	Vcard_DToL00282-RA
OG0008309	HMEL016843g1.t1	Vcard_DToL16448-RA
OG0008310	HMEL016561g1.t1	Vcard_DToL16665-RA, Vcard_DToL16666-RA
OG0008311	HMEL017807g1.t1	Vcard_DToL10214-RA
OG0008312	HMEL013524g1.t1	Vcard_DToL00356-RA
OG0008313	HMEL011737g1.t1	Vcard_DToL02288-RA
OG0008316	HMEL033549g1.t1	Vcard_DToL11123-RA
OG0008317	HMEL031641g1.t1	Vcard_DToL09316-RA
OG0008318	HMEL032044g1.t1	Vcard_DToL05266-RA
OG0008319	HMEL013413g1.t1	Vcard_DToL13323-RA
OG0008320	HMEL012220g1.t1, HMEL012222g1.t1	Vcard_DToL00180-RA
OG0008321	HMEL037731g1.t1	Vcard_DToL11944-RA
OG0008322	HMEL014586g1.t1	Vcard_DToL13782-RA
OG0008323	HMEL007644g1.t1	Vcard_DToL14551-RA
OG0008325	HMEL015967g1.t1	Vcard_DToL01410-RA
OG0008326	HMEL014957g1.t1	Vcard_DToL14747-RA
OG0008327	HMEL000010g1.t1	Vcard_DToL04648-RA
OG0008329	HMEL007839g1.t1	Vcard_DToL04993-RA
OG0008331	HMEL009273g1.t1	Vcard_DToL06968-RA
OG0008332	HMEL018028g1.t1	Vcard_DToL05377-RA
OG0008333	HMEL033879g1.t1	Vcard_DToL03538-RA
OG0008334	HMEL032766g1.t1	Vcard_DToL04377-RA
OG0008335	HMEL008762g1.t1	Vcard_DToL06586-RA
OG0008336	HMEL034370g1.t1	Vcard_DToL03175-RA
OG0008337	HMEL020017g1.t1	Vcard_DToL04365-RA
OG0008338	HMEL036037g1.t1	Vcard_DToL10375-RA
OG0008339	HMEL004809g1.t1	Vcard_DToL03568-RA
OG0008340	HMEL006648g1.t1	Vcard_DToL12179-RA
OG0008341	HMEL013390g1.t1	Vcard_DToL11922-RA
OG0008342	HMEL031829g1.t1	Vcard_DToL04899-RA
OG0008343	HMEL033055g1.t1	Vcard_DToL05664-RA
OG0008344	HMEL016791g1.t1	Vcard_DToL07369-RA
OG0008345	HMEL008539g1.t1	Vcard_DToL01114-RA
OG0008347	HMEL006959g1.t1	Vcard_DToL01588-RA
OG0008348	HMEL008427g1.t1	Vcard_DToL09203-RA, Vcard_DToL09202-RA
OG0008349	HMEL008428g1.t1	Vcard_DToL09199-RA, Vcard_DToL09201-RA
OG0008353	HMEL002108g1.t1	Vcard_DToL14475-RA
OG0008368	HMEL011965g1.t1	Vcard_DToL09297-RA
OG0008371	HMEL013013g1.t1	Vcard_DToL04187-RA
OG0008372	HMEL034627g1.t1	Vcard_DToL16083-RA
OG0008373	HMEL004335g1.t1	Vcard_DToL06344-RA
OG0008374	HMEL005884-RA	Vcard_DToL00794-RA, Vcard_DToL00795-RA
OG0008375	HMEL036174g1.t1	Vcard_DToL10601-RA
OG0008376	HMEL003454g1.t1	Vcard_DToL10046-RA
OG0008377	HMEL036945g1.t1	Vcard_DToL07154-RA
OG0008380	HMEL013223g1.t1	Vcard_DToL17900-RA
OG0008381	HMEL017123g1.t1	Vcard_DToL09680-RA
OG0008383	HMEL003249g1.t1	Vcard_DToL03294-RA
OG0008384	HMEL009500g1.t1	Vcard_DToL15294-RA
OG0008385	HMEL003251g1.t1	Vcard_DToL03293-RA
OG0008386	HMEL017126g1.t1	Vcard_DToL09684-RA
OG0008388	HMEL037229g1.t1	Vcard_DToL18620-RA
OG0008389	HMEL013219g1.t1	Vcard_DToL17897-RA
OG0008391	HMEL031798g1.t1	Vcard_DToL04860-RA
OG0008393	HMEL030378g1.t1	Vcard_DToL15299-RA
OG0008394	HMEL013538g1.t1	Vcard_DToL15306-RA
OG0008396	HMEL006054g1.t1	Vcard_DToL16833-RA
OG0008397	HMEL016397g1.t1	Vcard_DToL16751-RA
OG0008398	HMEL007714g1.t1	Vcard_DToL00117-RA
OG0008400	HMEL009474g1.t1	Vcard_DToL15272-RA
OG0008403	HMEL007828g1.t1	Vcard_DToL04012-RA
OG0008404	HMEL008226g1.t1	Vcard_DToL18337-RA
OG0008408	HMEL009118g1.t1	Vcard_DToL04014-RA
OG0008410	HMEL006060g1.t1	Vcard_DToL16829-RA
OG0008412	HMEL017955g1.t1	Vcard_DToL06358-RA
OG0008413	HMEL014781g1.t1	Vcard_DToL03077-RA
OG0008415	HMEL006061g1.t1	Vcard_DToL16828-RA
OG0008417	HMEL011604g1.t1	Vcard_DToL06319-RA
OG0008418	HMEL030367g1.t1	Vcard_DToL15319-RA
OG0008419	HMEL034002g1.t1	Vcard_DToL03328-RA
OG0008422	HMEL002997g1.t1	Vcard_DToL13108-RA
OG0008423	HMEL030101g1.t1	Vcard_DToL17359-RA
OG0008424	HMEL032890g1.t1	Vcard_DToL04030-RA
OG0008425	HMEL008682g1.t1	Vcard_DToL15893-RA
OG0008426	HMEL030102g1.t1	Vcard_DToL17360-RA
OG0008427	HMEL030697g1.t1	Vcard_DToL00825-RA
OG0008429	HMEL007479g1.t1	Vcard_DToL15324-RA
OG0008431	HMEL010821g1.t1	Vcard_DToL18705-RA
OG0008432	HMEL007484g1.t1	Vcard_DToL15326-RA
OG0008434	HMEL016367g1.t1	Vcard_DToL16723-RA
OG0008435	HMEL030364g1.t1	Vcard_DToL15327-RA
OG0008437	HMEL031234g1.t1	Vcard_DToL01870-RA
OG0008438	HMEL004918g1.t1	Vcard_DToL01871-RA
OG0008439	HMEL010482g1.t1	Vcard_DToL00833-RA
OG0008442	HMEL020783g1.t1	Vcard_DToL18429-RA
OG0008443	HMEL020899g1.t1	Vcard_DToL08413-RA
OG0008444	HMEL012819g1.t1	Vcard_DToL01873-RA
OG0008445	HMEL013359g1.t1	Vcard_DToL04841-RA
OG0008448	HMEL005621-RA	Vcard_DToL14080-RA
OG0008450	HMEL007951g1.t1	Vcard_DToL03092-RA
OG0008457	HMEL014502g1.t1	Vcard_DToL16703-RA
OG0008458	HMEL036390g1.t1	Vcard_DToL09995-RA
OG0008459	HMEL032906g1.t1	Vcard_DToL04066-RA, Vcard_DToL04068-RA
OG0008460	HMEL004281g1.t1	Vcard_DToL17383-RA
OG0008461	HMEL014624g1.t1	Vcard_DToL09994-RA
OG0008464	HMEL011715g1.t1	Vcard_DToL11347-RA
OG0008466	HMEL010059g1.t1	Vcard_DToL03106-RA
OG0008467	HMEL009010g1.t1	Vcard_DToL00841-RA
OG0008468	HMEL013746g1.t1	Vcard_DToL06376-RA
OG0008469	HMEL017119g1.t1	Vcard_DToL09673-RA
OG0008470	HMEL032909g1.t1	Vcard_DToL04072-RA
OG0008472	HMEL011712g1.t1	Vcard_DToL11349-RA
OG0008473	HMEL004736g1.t1	Vcard_DToL04825-RA
OG0008474	HMEL033622g1.t1	Vcard_DToL11351-RA
OG0008475	HMEL016283g1.t1, HMEL016282g1.t1, HMEL022310g1.t1	Vcard_DToL13632-RA
OG0008477	HMEL011709g1.t1	Vcard_DToL11354-RA
OG0008478	HMEL011706g1.t1	Vcard_DToL11357-RA
OG0008480	HMEL020353g1.t1	Vcard_DToL14901-RA
OG0008481	HMEL004189g1.t1	Vcard_DToL01845-RA
OG0008482	HMEL002856g1.t1	Vcard_DToL06265-RA
OG0008483	HMEL016480g1.t1	Vcard_DToL14642-RA
OG0008484	HMEL010947g1.t1	Vcard_DToL17388-RA
OG0008486	HMEL020644g1.t1	Vcard_DToL13636-RA
OG0008487	HMEL036289g1.t1	Vcard_DToL10848-RA
OG0008491	HMEL032397g1.t1	Vcard_DToL13637-RA
OG0008492	HMEL015438g1.t1	Vcard_DToL01832-RA
OG0008493	HMEL003522g1.t1	Vcard_DToL16051-RA
OG0008494	HMEL034437g1.t1	Vcard_DToL16773-RA
OG0008496	HMEL011696g1.t1	Vcard_DToL11368-RA
OG0008499	HMEL032387g1.t1	Vcard_DToL13640-RA
OG0008500	HMEL009022g1.t1	Vcard_DToL00859-RA
OG0008502	HMEL003460g1.t1	Vcard_DToL13643-RA
OG0008503	HMEL037254g1.t1	Vcard_DToL18740-RA
OG0008505	HMEL015431g1.t1	Vcard_DToL01819-RA
OG0008506	HMEL003461g1.t1	Vcard_DToL13645-RA
OG0008509	HMEL010770g1.t1	Vcard_DToL15083-RA
OG0008510	HMEL004656g1.t1	Vcard_DToL13649-RA
OG0008511	HMEL021486g1.t1	Vcard_DToL14652-RA
OG0008512	HMEL033668g1.t1	Vcard_DToL11285-RA
OG0008514	HMEL035368g1.t1	Vcard_DToL18422-RA
OG0008515	HMEL008713g1.t1	Vcard_DToL12404-RA
OG0008517	HMEL033975g1.t1	Vcard_DToL03382-RA
OG0008518	HMEL015423g1.t1	Vcard_DToL01807-RA
OG0008519	HMEL004341g1.t1, HMEL035483g1.t1	Vcard_DToL07150-RA
OG0008521	HMEL031247g1.t1	Vcard_DToL01806-RA
OG0008524	HMEL015412g1.t1	Vcard_DToL01798-RA
OG0008526	HMEL003813g1.t1	Vcard_DToL18812-RA
OG0008528	HMEL006338-RA	Vcard_DToL18450-RA
OG0008532	HMEL012621g1.t1	Vcard_DToL09655-RA
OG0008533	HMEL022270g1.t1	Vcard_DToL13662-RA
OG0008534	HMEL003469g1.t1	Vcard_DToL10783-RA
OG0008535	HMEL021147g1.t1	Vcard_DToL04724-RA
OG0008538	HMEL030722g1.t1	Vcard_DToL00879-RA
OG0008540	HMEL007658g1.t1	Vcard_DToL17724-RA
OG0008543	HMEL036266g1.t1	Vcard_DToL10789-RA
OG0008545	HMEL035738g1.t1, HMEL037343g1.t1	Vcard_DToL17719-RA
OG0008546	HMEL007887g1.t1	Vcard_DToL11260-RA
OG0008549	HMEL008847g1.t1	Vcard_DToL06398-RA
OG0008550	HMEL017039g1.t1	Vcard_DToL08993-RA
OG0008551	HMEL006358g1.t1	Vcard_DToL13676-RA
OG0008553	HMEL009646g1.t1	Vcard_DToL00897-RA
OG0008554	HMEL010027g1.t1	Vcard_DToL01778-RA
OG0008556	HMEL010024g1.t1	Vcard_DToL01773-RA
OG0008558	HMEL032425g1.t1	Vcard_DToL13561-RA
OG0008561	HMEL005295g1.t1	Vcard_DToL06402-RA
OG0008563	HMEL032435g1.t1	Vcard_DToL13556-RA
OG0008565	HMEL010014g1.t1	Vcard_DToL01764-RA
OG0008568	HMEL017040g1.t1	Vcard_DToL08991-RA
OG0008573	HMEL010444g1.t1	Vcard_DToL04107-RA
OG0008575	HMEL020813g1.t1	Vcard_DToL13546-RA
OG0008576	HMEL018010g1.t1	Vcard_DToL06404-RA
OG0008577	HMEL017627g1.t1, HMEL017046g1.t1	Vcard_DToL08982-RA
OG0008578	HMEL035005g1.t1	Vcard_DToL08981-RA
OG0008579	HMEL017050g1.t1	Vcard_DToL08978-RA
OG0008581	HMEL010988-RA	Vcard_DToL13528-RA
OG0008582	HMEL014151g1.t1	Vcard_DToL04102-RA
OG0008588	HMEL017415g1.t1	Vcard_DToL10777-RA
OG0008591	HMEL035011g1.t1	Vcard_DToL08964-RA
OG0008593	HMEL031761g1.t1	Vcard_DToL04786-RA
OG0008595	HMEL031526g1.t1	Vcard_DToL09604-RA
OG0008596	HMEL021611g1.t1	Vcard_DToL14704-RA
OG0008597	HMEL032453g1.t1	Vcard_DToL13510-RA
OG0008598	HMEL007163g1.t1	Vcard_DToL10768-RA
OG0008601	HMEL016212g1.t1	Vcard_DToL03167-RA
OG0008602	HMEL009900g1.t1	Vcard_DToL14708-RA
OG0008603	HMEL016045g1.t1	Vcard_DToL10028-RA
OG0008605	HMEL036412g1.t1	Vcard_DToL10029-RA
OG0008606	HMEL008660g1.t1	Vcard_DToL01731-RA
OG0008608	HMEL032276g1.t1	Vcard_DToL13836-RA
OG0008611	HMEL004063g1.t1	Vcard_DToL00932-RA
OG0008615	HMEL020910g1.t1	Vcard_DToL14728-RA
OG0008616	HMEL036415g1.t1	Vcard_DToL10031-RA
OG0008617	HMEL004073g1.t1	Vcard_DToL00940-RA
OG0008618	HMEL038017g1.t1	Vcard_DToL14549-RA
OG0008620	HMEL004496g1.t1	Vcard_DToL06437-RA
OG0008621	HMEL008222g1.t1	Vcard_DToL12962-RA
OG0008624	HMEL007637g1.t1	Vcard_DToL14559-RA
OG0008625	HMEL004493g1.t1	Vcard_DToL06442-RA
OG0008626	HMEL003200g1.t1	Vcard_DToL12958-RA
OG0008632	HMEL002722g1.t1	Vcard_DToL09598-RA
OG0008635	HMEL038020g1.t1	Vcard_DToL14569-RA
OG0008636	HMEL004076g1.t1	Vcard_DToL00944-RA
OG0008637	HMEL012323g1.t1	Vcard_DToL18363-RA
OG0008638	HMEL022169g1.t1	Vcard_DToL14055-RA
OG0008640	HMEL011163g1.t1	Vcard_DToL17756-RA
OG0008641	HMEL037956g1.t1	Vcard_DToL14582-RA
OG0008642	HMEL006764g1.t1	Vcard_DToL07070-RA
OG0008643	HMEL009945g1.t1	Vcard_DToL04090-RA
OG0008644	HMEL009272g1.t1	Vcard_DToL15025-RA
OG0008645	HMEL021302g1.t1	Vcard_DToL04085-RA
OG0008646	HMEL015092g1.t1	Vcard_DToL01886-RA
OG0008648	HMEL033940g1.t1	Vcard_DToL03438-RA
OG0008649	HMEL020237g1.t1	Vcard_DToL06467-RA
OG0008651	HMEL037369g1.t1	Vcard_DToL17759-RA
OG0008653	HMEL008294g1.t1	Vcard_DToL10727-RA
OG0008655	HMEL015089g1.t1	Vcard_DToL01890-RA
OG0008656	HMEL034629g1.t1	Vcard_DToL16109-RA
OG0008657	HMEL003874g1.t1	Vcard_DToL15036-RA
OG0008658	HMEL017260g1.t1	Vcard_DToL06217-RA
OG0008660	HMEL034852g1.t1	Vcard_DToL06455-RA
OG0008661	HMEL037503g1.t1	Vcard_DToL12369-RA
OG0008663	HMEL015087g1.t1	Vcard_DToL01893-RA
OG0008667	HMEL006179g1.t1	Vcard_DToL16104-RA
OG0008668	HMEL006611g1.t1	Vcard_DToL04761-RA
OG0008669	HMEL021917g1.t1	Vcard_DToL03442-RA
OG0008670	HMEL008360g1.t1	Vcard_DToL12945-RA
OG0008671	HMEL008918g1.t1	Vcard_DToL12833-RA
OG0008672	HMEL037508g1.t1	Vcard_DToL12364-RA
OG0008673	HMEL037509g1.t1	Vcard_DToL12363-RA
OG0008675	HMEL022632g1.t1	Vcard_DToL18844-RA
OG0008677	HMEL005631g1.t1	Vcard_DToL13487-RA
OG0008678	HMEL032468g1.t1	Vcard_DToL13485-RA
OG0008680	HMEL021982g1.t1	Vcard_DToL12361-RA
OG0008681	HMEL017878g1.t1	Vcard_DToL06449-RA
OG0008684	HMEL032234g1.t1	Vcard_DToL14045-RA
OG0008687	HMEL003738g1.t1	Vcard_DToL18377-RA
OG0008693	HMEL034884g1.t1	Vcard_DToL06891-RA
OG0008698	HMEL017307g1.t1	Vcard_DToL13474-RA
OG0008699	HMEL016235-RA	Vcard_DToL03182-RA
OG0008700	HMEL017308g1.t1	Vcard_DToL13473-RA
OG0008701	HMEL002549g1.t1	Vcard_DToL07048-RA
OG0008702	HMEL035329g1.t1	Vcard_DToL18387-RA
OG0008703	HMEL014752g1.t1	Vcard_DToL18165-RA
OG0008705	HMEL010526g1.t1	Vcard_DToL09583-RA
OG0008709	HMEL031823g1.t1	Vcard_DToL04890-RA, Vcard_DToL04889-RA
OG0008710	HMEL009678g1.t1	Vcard_DToL15061-RA
OG0008712	HMEL009679g1.t1	Vcard_DToL15062-RA
OG0008714	HMEL012539g1.t1	Vcard_DToL08899-RA
OG0008716	HMEL037976g1.t1	Vcard_DToL14622-RA
OG0008717	HMEL035025g1.t1	Vcard_DToL08889-RA
OG0008718	HMEL017227g1.t1	Vcard_DToL06157-RA
OG0008719	HMEL032229g1.t1	Vcard_DToL14027-RA
OG0008722	HMEL017225g1.t1	Vcard_DToL06154-RA
OG0008724	HMEL025003g1.t1	Vcard_DToL10593-RA
OG0008725	HMEL031828g1.t1	Vcard_DToL04896-RA
OG0008729	HMEL008390g1.t1	Vcard_DToL10245-RA
OG0008730	HMEL007198g1.t1	Vcard_DToL04900-RA
OG0008731	HMEL022250g1.t1	Vcard_DToL04151-RA
OG0008734	HMEL037390g1.t1	Vcard_DToL17615-RA
OG0008736	HMEL033586g1.t1	Vcard_DToL11207-RA
OG0008737	HMEL010338g1.t1	Vcard_DToL01940-RA
OG0008741	HMEL037198g1.t1	Vcard_DToL18583-RA
OG0008742	HMEL037968g1.t1	Vcard_DToL14631-RA
OG0008743	HMEL034352g1.t1	Vcard_DToL03193-RA
OG0008745	HMEL037966g1.t1	Vcard_DToL14633-RA
OG0008746	HMEL022344g1.t1	Vcard_DToL14634-RA
OG0008747	HMEL009815g1.t1	Vcard_DToL00131-RA
OG0008749	HMEL010347g1.t1	Vcard_DToL01945-RA
OG0008750	HMEL003572g1.t1	Vcard_DToL07687-RA
OG0008751	HMEL010348g1.t1	Vcard_DToL01946-RA
OG0008753	HMEL034871g1.t1	Vcard_DToL06912-RA
OG0008755	HMEL035032g1.t1	Vcard_DToL08879-RA
OG0008757	HMEL030508g1.t1	Vcard_DToL14964-RA
OG0008758	HMEL034830g1.t1	Vcard_DToL06918-RA
OG0008759	HMEL016431g1.t1	Vcard_DToL06920-RA
OG0008760	HMEL014895g1.t1	Vcard_DToL14975-RA
OG0008762	HMEL014894g1.t1	Vcard_DToL14976-RA
OG0008763	HMEL037203g1.t1	Vcard_DToL18584-RA
OG0008764	HMEL011210g1.t1	Vcard_DToL17627-RA
OG0008765	HMEL016422g1.t1	Vcard_DToL06594-RA
OG0008766	HMEL025050-RA	Vcard_DToL10567-RA
OG0008767	HMEL009251g1.t1	Vcard_DToL00020-RA
OG0008769	HMEL002783g1.t1	Vcard_DToL11182-RA
OG0008771	HMEL034152g1.t1	Vcard_DToL18196-RA
OG0008772	HMEL032223g1.t1	Vcard_DToL14014-RA
OG0008773	HMEL016419g1.t1	Vcard_DToL06599-RA
OG0008774	HMEL002782g1.t1	Vcard_DToL11180-RA
OG0008775	HMEL004389g1.t1	Vcard_DToL11179-RA
OG0008777	HMEL013459g1.t1	Vcard_DToL18185-RA
OG0008779	HMEL009461g1.t1	Vcard_DToL15256-RA
OG0008780	HMEL009458g1.t1	Vcard_DToL15253-RA
OG0008785	HMEL021821g1.t1	Vcard_DToL03501-RA
OG0008788	HMEL037392g1.t1	Vcard_DToL17573-RA
OG0008792	HMEL015364g1.t1	Vcard_DToL04938-RA
OG0008793	HMEL031379g1.t1	Vcard_DToL16466-RA
OG0008796	HMEL017493-RA	Vcard_DToL03202-RA
OG0008797	HMEL013578g1.t1	Vcard_DToL01984-RA
OG0008798	HMEL007206g1.t1	Vcard_DToL12873-RA
OG0008799	HMEL035045g1.t1	Vcard_DToL08854-RA
OG0008800	HMEL022521-RA	Vcard_DToL11156-RA
OG0008801	HMEL005227g1.t1	Vcard_DToL18096-RA
OG0008806	HMEL006525g1.t1	Vcard_DToL01985-RA
OG0008807	HMEL031376g1.t1	Vcard_DToL16460-RA
OG0008809	HMEL017290g1.t1	Vcard_DToL11941-RA
OG0008811	HMEL008752g1.t1	Vcard_DToL06634-RA
OG0008812	HMEL022589g1.t1	Vcard_DToL07667-RA
OG0008814	HMEL017500-RA	Vcard_DToL03204-RA
OG0008815	HMEL003825g1.t1	Vcard_DToL08836-RA
OG0008817	HMEL033568g1.t1	Vcard_DToL11141-RA
OG0008821	HMEL033566g1.t1	Vcard_DToL11140-RA
OG0008822	HMEL007185g1.t1	Vcard_DToL01994-RA
OG0008823	HMEL025056-RA	Vcard_DToL10557-RA
OG0008824	HMEL021388g1.t1	Vcard_DToL04949-RA
OG0008825	HMEL012392g1.t1	Vcard_DToL06083-RA
OG0008827	HMEL004769g1.t1	Vcard_DToL13424-RA
OG0008828	HMEL020720g1.t1	Vcard_DToL04951-RA
OG0008830	HMEL020919g1.t1	Vcard_DToL13420-RA
OG0008832	HMEL009221g1.t1	Vcard_DToL11936-RA
OG0008833	HMEL017882g1.t1	Vcard_DToL06578-RA
OG0008834	HMEL013451g1.t1	Vcard_DToL18146-RA
OG0008835	HMEL006222g1.t1	Vcard_DToL08828-RA
OG0008836	HMEL016842g1.t1	Vcard_DToL16446-RA
OG0008838	HMEL021235g1.t1	Vcard_DToL04209-RA
OG0008839	HMEL030401g1.t1	Vcard_DToL15211-RA
OG0008840	HMEL032827g1.t1	Vcard_DToL04210-RA
OG0008841	HMEL021237g1.t1	Vcard_DToL04211-RA
OG0008844	HMEL005572g1.t1	Vcard_DToL04217-RA
OG0008848	HMEL011924g1.t1	Vcard_DToL09524-RA
OG0008849	HMEL005401g1.t1	Vcard_DToL04966-RA
OG0008850	HMEL036469g1.t1	Vcard_DToL09897-RA
OG0008851	HMEL006975g1.t1	Vcard_DToL14857-RA
OG0008854	HMEL008484g1.t1	Vcard_DToL17549-RA
OG0008856	HMEL007702g1.t1	Vcard_DToL03536-RA
OG0008860	HMEL037405g1.t1	Vcard_DToL17542-RA
OG0008861	HMEL011932g1.t1	Vcard_DToL09513-RA
OG0008864	HMEL013691g1.t1	Vcard_DToL12217-RA
