Orthogroup	Heliconius_melpomene_melpomene	Pararge_aegeria
OG0009899	HMEL017289g1.t1	XP_039755439.1
OG0009900	HMEL012133g1.t1	XP_039758274.1
OG0009901	HMEL017836g1.t1	XP_039754961.1
OG0009903	HMEL016424g1.t1	XP_039751681.1
OG0009904	HMEL009719g1.t1	XP_039758739.1
OG0009905	HMEL009720g1.t1	XP_039758590.1
OG0009906	HMEL011648g1.t1	XP_039763938.1
OG0009907	HMEL016827g1.t1	XP_039745532.1
OG0009908	HMEL031262g1.t1	XP_039745240.1, XP_039745241.1
OG0009909	HMEL036094g1.t1	XP_039750526.1
OG0009910	HMEL006371g1.t1	XP_039754385.1
OG0009911	HMEL004108g1.t1	XP_039749687.1
OG0009912	HMEL008939g1.t1	XP_039756494.1
OG0009913	HMEL030035g1.t1	XP_039761747.1
OG0009915	HMEL017798g1.t1	XP_039755503.1
OG0009917	HMEL011123g1.t1	XP_039758042.1
OG0009918	HMEL033780g1.t1	XP_039746247.1
OG0009919	HMEL030277g1.t1	XP_039764792.1
OG0009920	HMEL011925g1.t1	XP_039753630.1
OG0009923	HMEL035983g1.t1	XP_039750709.1
OG0009924	HMEL031068g1.t1	XP_039765892.1
OG0009925	HMEL009904g1.t1	XP_039758162.1
OG0009926	HMEL015904g1.t1	XP_039753526.1
OG0009927	HMEL005694g1.t1	XP_039758098.1
OG0009928	HMEL034331g1.t1	XP_039754744.1
OG0009929	HMEL004227g1.t1	XP_039761086.1
OG0009931	HMEL038077g1.t1	XP_039757814.1
OG0009932	HMEL007004g1.t1	XP_039749215.1
OG0009933	HMEL031924g1.t1	XP_039749087.1
OG0009934	HMEL004218g1.t1	XP_039761087.1
OG0009935	HMEL014937g1.t1	XP_039754824.1
OG0009936	HMEL015146g1.t1	XP_039745153.1
OG0009937	HMEL002176g1.t1	XP_039755445.1
OG0009938	HMEL007457g1.t1	XP_039764682.1
OG0009940	HMEL035236g1.t1	XP_039747480.1
OG0009941	HMEL004971g1.t1	XP_039755479.1
OG0009942	HMEL006172g1.t1	XP_039760707.1
OG0009943	HMEL012327g1.t1	XP_039753268.1
OG0009944	HMEL010976g1.t1	XP_039755177.1
OG0009945	HMEL016410g1.t1	XP_039764145.1
OG0009946	HMEL014777g1.t1	XP_039754897.1
OG0009947	HMEL014297g1.t1	XP_039757265.1
OG0009948	HMEL033339g1.t1	XP_039752722.1
OG0009949	HMEL003989-RA	XP_039745365.1
OG0009950	HMEL037502g1.t1	XP_039755866.1
OG0009951	HMEL015533g1.t1	XP_039752272.1
OG0009952	HMEL013690g1.t1	XP_039755803.1
OG0009953	HMEL013695g1.t1	XP_039755382.1
OG0009954	HMEL017768g1.t1	XP_039745856.1
OG0009955	HMEL012462g1.t1	XP_039764489.1
OG0009956	HMEL037032g1.t1	XP_039749709.1
OG0009957	HMEL007782g1.t1	XP_039755527.1, XP_039755528.1
OG0009958	HMEL012557g1.t1	XP_039746672.1
OG0009959	HMEL002824g1.t1	XP_039763502.1
OG0009960	HMEL008666g1.t1	XP_039752697.1
OG0009961	HMEL015306g1.t1	XP_039753638.1
OG0009962	HMEL015307g1.t1	XP_039753510.1
OG0009963	HMEL007790g1.t1	XP_039755623.1
OG0009964	HMEL016652g1.t1	XP_039763249.1
OG0009965	HMEL033340g1.t1	XP_039751886.1
OG0009966	HMEL005385g1.t1	XP_039754236.1
OG0009967	HMEL033863g1.t1	XP_039746400.1
OG0009968	HMEL010330g1.t1	XP_039745342.1
OG0009969	HMEL003266g1.t1	XP_039751267.1
OG0009970	HMEL010328g1.t1	XP_039745155.1
OG0009971	HMEL015994g1.t1	XP_039754151.1
OG0009972	HMEL003242g1.t1	XP_039755041.1
OG0009973	HMEL008841g1.t1	XP_039756874.1
OG0009974	HMEL033854g1.t1	XP_039745901.1
OG0009976	HMEL010629g1.t1	XP_039752171.1
OG0009977	HMEL010832g1.t1	XP_039754091.1
OG0009978	HMEL032730g1.t1	XP_039754149.1, XP_039754148.1
OG0009979	HMEL006390g1.t1	XP_039763583.1
OG0009981	HMEL009050g1.t1	XP_039751815.1
OG0009982	HMEL006562g1.t1	XP_039745206.1
OG0009983	HMEL004520-RA	XP_039757645.1
OG0009984	HMEL011407g1.t1	XP_039764607.1
OG0009985	HMEL006847g1.t1	XP_039745876.1
OG0009987	HMEL030791g1.t1	XP_039756988.1
OG0009988	HMEL005810g1.t1	XP_039756641.1
OG0009989	HMEL013339g1.t1	XP_039758030.1
OG0009990	HMEL009609g1.t1	XP_039752042.1
OG0009991	HMEL003496g1.t1	XP_039764031.1
OG0009992	HMEL013425g1.t1	XP_039763341.1
OG0009994	HMEL008411g1.t1	XP_039750187.1
OG0009995	HMEL009002g1.t1	XP_039750169.1
OG0009997	HMEL008307g1.t1	XP_039752315.1, XP_039752316.1
OG0010001	HMEL014491g1.t1	XP_039764750.1
OG0010006	HMEL032933g1.t1, HMEL009389g1.t1, HMEL035467g1.t1, HMEL037241g1.t1, HMEL032636g1.t1, HMEL031621g1.t1, HMEL034831g1.t1	XP_039759615.1
OG0010018	HMEL034633g1.t1	XP_039760655.1
OG0010022	HMEL013222g1.t1	XP_039762306.1
OG0010024	HMEL037810g1.t1	XP_039757993.1
OG0010025	HMEL037811g1.t1	XP_039757882.1, XP_039757883.1
OG0010027	HMEL014529g1.t1	XP_039761627.1
OG0010032	HMEL004467g1.t1	XP_039752035.1
OG0010035	HMEL022522g1.t1	XP_039762749.1
OG0010037	HMEL030383g1.t1	XP_039759914.1
OG0010039	HMEL034008g1.t1	XP_039746198.1
OG0010044	HMEL011585g1.t1	XP_039745806.1
OG0010050	HMEL010484g1.t1	XP_039756269.1
OG0010051	HMEL030702g1.t1	XP_039758527.1
OG0010053	HMEL012982g1.t1	XP_039757407.1
OG0010055	HMEL006116g1.t1	XP_039763490.1
OG0010058	HMEL010607g1.t1	XP_039752271.1
OG0010059	HMEL035411g1.t1	XP_039752149.1
OG0010060	HMEL014501g1.t1	XP_039765940.1
OG0010061	HMEL032908g1.t1	XP_039754225.1
OG0010063	HMEL030289g1.t1	XP_039754721.1
OG0010064	HMEL033621g1.t1	XP_039757282.1
OG0010065	HMEL037842g1.t1	XP_039758053.1
OG0010067	HMEL036223g1.t1, HMEL036197g1.t1	XP_039750848.1
OG0010068	HMEL022271g1.t1	XP_039758855.1
OG0010069	HMEL034915g1.t1	XP_039751672.1
OG0010070	HMEL011705g1.t1	XP_039757413.1
OG0010072	HMEL010926g1.t1	XP_039757530.1, XP_039757529.1, XP_039757528.1
OG0010074	HMEL004184g1.t1	XP_039765567.1
OG0010075	HMEL020244g1.t1	XP_039757571.1
OG0010077	HMEL014825g1.t1	XP_039762434.1
OG0010078	HMEL036946g1.t1	XP_039750026.1
OG0010079	HMEL021097g1.t1	XP_039755502.1
OG0010080	HMEL002442g1.t1	XP_039754104.1
OG0010081	HMEL008074g1.t1	XP_039757102.1
OG0010082	HMEL031248g1.t1	XP_039765621.1
OG0010083	HMEL015480g1.t1	XP_039749006.1
OG0010084	HMEL017839g1.t1	XP_039754823.1
OG0010085	HMEL011184g1.t1	XP_039748118.1
OG0010086	HMEL015410g1.t1	XP_039745034.1
OG0010087	HMEL003357g1.t1	XP_039759327.1
OG0010089	HMEL011803g1.t1	XP_039757190.1
OG0010090	HMEL005451g1.t1	XP_039759396.1
OG0010091	HMEL031774g1.t1	XP_039749112.1
OG0010092	HMEL002271g1.t1	XP_039755234.1
OG0010093	HMEL017019g1.t1	XP_039746573.1
OG0010095	HMEL003632g1.t1	XP_039754716.1
OG0010097	HMEL013736g1.t1	XP_039753929.1
OG0010100	HMEL033663g1.t1	XP_039757395.1
OG0010101	HMEL007883g1.t1	XP_039757394.1
OG0010102	HMEL034622g1.t1	XP_039760432.1
OG0010104	HMEL015399g1.t1	XP_039765924.1
OG0010107	HMEL004023g1.t1	XP_039750622.1
OG0010109	HMEL022179g1.t1	XP_039759660.1
OG0010114	HMEL017402g1.t1	XP_039750492.1
OG0010115	HMEL033612g1.t1	XP_039757388.1
OG0010116	HMEL017042g1.t1	XP_039747352.1
OG0010118	HMEL010565g1.t1	XP_039747773.1
OG0010119	HMEL034383g1.t1	XP_039754701.1
OG0010120	HMEL031268g1.t1	XP_039745232.1
OG0010121	HMEL017405g1.t1	XP_039750885.1
OG0010122	HMEL009584g1.t1	XP_039755585.1
OG0010123	HMEL037292g1.t1, HMEL037291g1.t1	XP_039762744.1
OG0010126	HMEL034442g1.t1	XP_039761121.1
OG0010127	HMEL033955g1.t1	XP_039746467.1
OG0010128	HMEL016547g1.t1	XP_039749272.1
OG0010129	HMEL011860g1.t1	XP_039745217.1
OG0010131	HMEL007912g1.t1	XP_039758542.1
OG0010132	HMEL010570g1.t1	XP_039747620.1
OG0010133	HMEL004122g1.t1	XP_039757692.1
OG0010134	HMEL004059g1.t1	XP_039760946.1
OG0010135	HMEL013961g1.t1	XP_039760642.1
OG0010137	HMEL008663g1.t1	XP_039765710.1
OG0010138	HMEL032285g1.t1	XP_039747915.1
OG0010139	HMEL017786g1.t1	XP_039759395.1
OG0010143	HMEL004599g1.t1	XP_039761182.1
OG0010144	HMEL036246g1.t1	XP_039750858.1
OG0010146	HMEL013726g1.t1	XP_039752489.1
OG0010148	HMEL031226g1.t1	XP_039765679.1
OG0010152	HMEL010513g1.t1	XP_039746405.1
OG0010153	HMEL006910g1.t1	XP_039750755.1
OG0010155	HMEL032466g1.t1	XP_039759594.1
OG0010156	HMEL013203g1.t1	XP_039747313.1
OG0010159	HMEL034882g1.t1, HMEL034883g1.t1	XP_039751316.1
OG0010162	HMEL013196g1.t1	XP_039758126.1
OG0010163	HMEL007740g1.t1	XP_039754120.1
OG0010164	HMEL035722g1.t1	XP_039764186.1
OG0010165	HMEL031816g1.t1	XP_039748927.1
OG0010171	HMEL012538g1.t1	XP_039747455.1
OG0010173	HMEL035024g1.t1	XP_039746884.1
OG0010174	HMEL037190g1.t1	XP_039762992.1
OG0010176	HMEL036159g1.t1	XP_039750908.1
OG0010177	HMEL036158g1.t1	XP_039750827.1
OG0010180	HMEL013882g1.t1	XP_039752001.1
OG0010181	HMEL013881g1.t1	XP_039752002.1
OG0010183	HMEL036437g1.t1	XP_039758847.1
OG0010184	HMEL030507g1.t1	XP_039760084.1
OG0010185	HMEL030504g1.t1	XP_039759707.1
OG0010186	HMEL014899g1.t1	XP_039760113.1
OG0010187	HMEL012521g1.t1	XP_039747157.1
OG0010188	HMEL031834g1.t1	XP_039749328.1
OG0010191	HMEL011201g1.t1	XP_039747685.1
OG0010192	HMEL021229g1.t1	XP_039754387.1
OG0010193	HMEL036670g1.t1	XP_039756488.1
OG0010194	HMEL009463g1.t1	XP_039760068.1
OG0010195	HMEL014116g1.t1	XP_039760619.1
OG0010200	HMEL007724g1.t1	XP_039746655.1
OG0010202	HMEL010226-RA	XP_039756861.1
OG0010203	HMEL004990g1.t1	XP_039746657.1
OG0010204	HMEL005521g1.t1	XP_039759445.1
OG0010205	HMEL007440g1.t1	XP_039758816.1
OG0010207	HMEL032300g1.t1	XP_039756582.1, XP_039756583.1
OG0010208	HMEL017288g1.t1	XP_039755749.1
OG0010209	HMEL033570g1.t1	XP_039757026.1
OG0010210	HMEL010243g1.t1	XP_039757220.1
OG0010211	HMEL020090g1.t1	XP_039748589.1
OG0010212	HMEL010246g1.t1	XP_039757369.1
OG0010213	HMEL017596g1.t1	XP_039760341.1
OG0010214	HMEL032203g1.t1	XP_039748219.1
OG0010215	HMEL032832g1.t1	XP_039754425.1
OG0010217	HMEL005532g1.t1	XP_039747979.1
OG0010218	HMEL011912g1.t1	XP_039753605.1
OG0010220	HMEL037400g1.t1	XP_039748214.1
OG0010222	HMEL005575g1.t1	XP_039754401.1
OG0010224	HMEL031873g1.t1	XP_039749203.1
OG0010225	HMEL007784g1.t1	XP_039755638.1
OG0010226	HMEL009784g1.t1	XP_039765780.1
OG0010227	HMEL034132g1.t1	XP_039762155.1
OG0010229	HMEL025035-RA	XP_039750880.1
OG0010231	HMEL032513g1.t1	XP_039759633.1
OG0010234	HMEL037579g1.t1	XP_039755958.1
OG0010235	HMEL008525g1.t1	XP_039760824.1
OG0010238	HMEL037896g1.t1	XP_039757721.1
OG0010240	HMEL032808g1.t1	XP_039754330.1
OG0010241	HMEL031176g1.t1	XP_039765819.1
OG0010242	HMEL006547g1.t1	XP_039745384.1
OG0010244	HMEL006550g1.t1	XP_039765375.1
OG0010245	HMEL016815g1.t1	XP_039750985.1
OG0010246	HMEL002159g1.t1	XP_039763976.1
OG0010249	HMEL010827g1.t1	XP_039762872.1
OG0010252	HMEL003419g1.t1	XP_039756378.1
OG0010253	HMEL006049g1.t1	XP_039750937.1
OG0010254	HMEL014276g1.t1	XP_039762607.1
OG0010256	HMEL016730g1.t1	XP_039753797.1
OG0010258	HMEL033864g1.t1	XP_039746333.1
OG0010259	HMEL032189g1.t1	XP_039748100.1
OG0010260	HMEL014268g1.t1	XP_039762892.1
OG0010263	HMEL010666g1.t1	XP_039760882.1
OG0010265	HMEL033859g1.t1	XP_039746171.1
OG0010266	HMEL002776g1.t1	XP_039749920.1
OG0010269	HMEL030236g1.t1	XP_039764488.1
OG0010271	HMEL011505g1.t1	XP_039762541.1
OG0010275	HMEL036479g1.t1	XP_039758787.1
OG0010277	HMEL032547g1.t1	XP_039759121.1
OG0010278	HMEL005479g1.t1	XP_039755403.1
OG0010280	HMEL022216g1.t1	XP_039758551.1
OG0010281	HMEL034806g1.t1	XP_039751347.1
OG0010283	HMEL007813g1.t1	XP_039745338.1
OG0010284	HMEL006713g1.t1	XP_039758907.1
OG0010285	HMEL007958g1.t1	XP_039746058.1
OG0010286	HMEL006718g1.t1	XP_039758704.1
OG0010290	HMEL002207g1.t1	XP_039759896.1
OG0010291	HMEL009350g1.t1	XP_039747998.1
OG0010292	HMEL007152g1.t1	XP_039758317.1
OG0010296	HMEL016144g1.t1	XP_039747363.1
OG0010297	HMEL036495g1.t1	XP_039758680.1
OG0010300	HMEL016994g1.t1	XP_039750461.1
OG0010304	HMEL010096g1.t1	XP_039745795.1
OG0010305	HMEL008560g1.t1	XP_039755839.1
OG0010306	HMEL009748g1.t1	XP_039754841.1
OG0010307	HMEL002216-RA	XP_039763965.1
OG0010308	HMEL031905g1.t1	XP_039749310.1
OG0010309	HMEL014071g1.t1	XP_039747434.1
OG0010311	HMEL013172g1.t1	XP_039760796.1
OG0010314	HMEL010604g1.t1	XP_039749928.1
OG0010316	HMEL005036g1.t1	XP_039746999.1
OG0010319	HMEL008565g1.t1	XP_039760449.1
OG0010321	HMEL015866g1.t1	XP_039748391.1
OG0010322	HMEL035754g1.t1	XP_039756074.1
OG0010323	HMEL035755g1.t1	XP_039756493.1
OG0010325	HMEL015594g1.t1	XP_039757611.1
OG0010326	HMEL002709g1.t1	XP_039760499.1
OG0010327	HMEL035135g1.t1	XP_039746979.1
OG0010329	HMEL015589g1.t1	XP_039758009.1
OG0010330	HMEL016761g1.t1	XP_039750059.1
OG0010333	HMEL012229g1.t1	XP_039756572.1
OG0010335	HMEL015889g1.t1	XP_039748099.1
OG0010336	HMEL034299g1.t1	XP_039755225.1
OG0010339	HMEL016771g1.t1	XP_039749466.1
OG0010343	HMEL037698g1.t1	XP_039755334.1
OG0010344	HMEL012113g1.t1	XP_039747015.1
OG0010345	HMEL033503g1.t1	XP_039757284.1
OG0010346	HMEL030274g1.t1	XP_039764554.1
OG0010347	HMEL008943g1.t1	XP_039756524.1
OG0010350	HMEL035599g1.t1	XP_039764148.1
OG0010352	HMEL016878g1.t1	XP_039760524.1
OG0010353	HMEL034619g1.t1	XP_039764065.1
OG0010355	HMEL031934g1.t1	XP_039749127.1
OG0010356	HMEL014719g1.t1	XP_039747955.1
OG0010359	HMEL013495g1.t1	XP_039763453.1
OG0010360	HMEL005387g1.t1	XP_039754047.1
OG0010361	HMEL005877g1.t1	XP_039754323.1
OG0010362	HMEL030683g1.t1, HMEL030682g1.t1	XP_039746997.1
OG0010363	HMEL012691g1.t1	XP_039753500.1
OG0010365	HMEL010498g1.t1	XP_039752082.1
OG0010368	HMEL036743g1.t1	XP_039756156.1
OG0010369	HMEL010546g1.t1	XP_039758751.1
OG0010372	HMEL003403g1.t1	XP_039761452.1
OG0010376	HMEL002924g1.t1	XP_039750017.1
OG0010379	HMEL015176g1.t1	XP_039745204.1
OG0010380	HMEL030286g1.t1	XP_039763641.1
OG0010383	HMEL033283g1.t1	XP_039752438.1
OG0010385	HMEL021477g1.t1	XP_039759606.1
OG0010387	HMEL030666g1.t1	XP_039748508.1
OG0010388	HMEL015615g1.t1	XP_039747390.1
OG0010389	HMEL034655g1.t1	XP_039760548.1
OG0010390	HMEL010491g1.t1	XP_039753798.1
OG0010391	HMEL020778g1.t1	XP_039756684.1
OG0010392	HMEL034266g1.t1	XP_039755107.1
OG0010393	HMEL020251g1.t1	XP_039756702.1
OG0010395	HMEL007363g1.t1	XP_039755593.1
OG0010397	HMEL008040g1.t1	XP_039750616.1
OG0010399	HMEL034757g1.t1	XP_039751362.1
OG0010403	HMEL032370g1.t1	XP_039759691.1
OG0010404	HMEL004999g1.t1	XP_039758155.1
OG0010405	HMEL006819g1.t1	XP_039763044.1
OG0010407	HMEL007620g1.t1	XP_039760045.1
OG0010409	HMEL005012g1.t1	XP_039759380.1
OG0010410	HMEL005009g1.t1	XP_039759502.1
OG0010412	HMEL030823g1.t1	XP_039761584.1
OG0010413	HMEL035519g1.t1	XP_039764121.1
OG0010417	HMEL031648g1.t1	XP_039753256.1
OG0010418	HMEL014546g1.t1	XP_039761435.1
OG0010420	HMEL020038g1.t1	XP_039759143.1
OG0010421	HMEL015056g1.t1	XP_039764007.1
OG0010422	HMEL004700g1.t1	XP_039747105.1
OG0010423	HMEL020042g1.t1	XP_039758914.1
OG0010426	HMEL033800g1.t1	XP_039746093.1
OG0010429	HMEL004660g1.t1	XP_039759696.1
OG0010431	HMEL034253g1.t1	XP_039755106.1
OG0010432	HMEL036365g1.t1	XP_039758276.1
OG0010433	HMEL005952g1.t1	XP_039755800.1
OG0010436	HMEL021178g1.t1	XP_039758500.1
OG0010438	HMEL012321g1.t1	XP_039755321.1
OG0010440	HMEL037696g1.t1	XP_039755822.1
OG0010443	HMEL037634g1.t1	XP_039755776.1
OG0010445	HMEL030061g1.t1	XP_039761746.1
OG0010446	HMEL036344g1.t1	XP_039758676.1
OG0010449	HMEL007385g1.t1	XP_039753423.1
OG0010450	HMEL006331g1.t1	XP_039755462.1
OG0010451	HMEL030103g1.t1	XP_039745455.1
OG0010452	HMEL015294g1.t1	XP_039753336.1
OG0010453	HMEL031662g1.t1	XP_039753496.1
OG0010454	HMEL007696g1.t1	XP_039747225.1
OG0010457	HMEL021528g1.t1	XP_039756639.1
OG0010458	HMEL006644g1.t1	XP_039755581.1
OG0010459	HMEL037591g1.t1	XP_039755484.1
OG0010460	HMEL006636g1.t1	XP_039755652.1
OG0010463	HMEL035538g1.t1	XP_039764083.1
OG0010464	HMEL038160g1.t1	XP_039757518.1
OG0010465	HMEL015637g1.t1	XP_039764932.1
OG0010466	HMEL037197g1.t1	XP_039758456.1, XP_039758597.1
OG0010470	HMEL032118g1.t1	XP_039747870.1
OG0010473	HMEL037598g1.t1	XP_039755501.1
OG0010474	HMEL037078g1.t1	XP_039749629.1
OG0010475	HMEL032309g1.t1	XP_039759541.1
OG0010477	HMEL037599g1.t1	XP_039755709.1
OG0010478	HMEL021853g1.t1	XP_039755753.1
OG0010479	HMEL036023g1.t1	XP_039750910.1
OG0010480	HMEL031674g1.t1	XP_039753440.1
OG0010481	HMEL035549g1.t1	XP_039764112.1
OG0010485	HMEL030201g1.t1	XP_039756373.1
OG0010487	HMEL034188g1.t1	XP_039755198.1
OG0010488	HMEL003313g1.t1	XP_039745430.1
OG0010491	HMEL035937g1.t1	XP_039750364.1
OG0010492	HMEL017436g1.t1	XP_039758584.1
OG0010495	HMEL002417g1.t1	XP_039750947.1
OG0010496	HMEL002887g1.t1	XP_039746663.1
OG0010501	HMEL032328g1.t1	XP_039759701.1
OG0010502	HMEL002913g1.t1	XP_039754194.1
OG0010503	HMEL037738g1.t1	XP_039755295.1
OG0010505	HMEL034707g1.t1	XP_039751470.1
OG0010507	HMEL012290g1.t1	XP_039758885.1
OG0010508	HMEL014303g1.t1	XP_039757004.1
OG0010509	HMEL014307g1.t1	XP_039757281.1
OG0010513	HMEL030955g1.t1	XP_039758339.1
OG0010515	HMEL033749g1.t1	XP_039746472.1
OG0010518	HMEL003766g1.t1	XP_039761696.1
OG0010519	HMEL021240g1.t1	XP_039750552.1
OG0010520	HMEL008647g1.t1	XP_039750086.1
OG0010521	HMEL033753g1.t1	XP_039746078.1
OG0010523	HMEL000017-RA	XP_039754246.1
OG0010527	HMEL037134g1.t1	XP_039749589.1
OG0010528	HMEL006146g1.t1	XP_039752627.1
OG0010530	HMEL006457g1.t1	XP_039747071.1
OG0010533	HMEL011028g1.t1	XP_039763118.1
OG0010534	HMEL035291g1.t1	XP_039747150.1
OG0010535	HMEL014657g1.t1	XP_039749579.1
OG0010536	HMEL011613g1.t1	XP_039747198.1
OG0010537	HMEL014801g1.t1	XP_039753327.1
OG0010538	HMEL006132g1.t1	XP_039752410.1
OG0010539	HMEL013799g1.t1	XP_039748967.1
OG0010540	HMEL033383g1.t1	XP_039752743.1
OG0010541	HMEL031713g1.t1	XP_039753634.1
OG0010543	HMEL013288g1.t1	XP_039752517.1
OG0010545	HMEL012033g1.t1	XP_039764538.1
OG0010546	HMEL032059g1.t1	XP_039749250.1
OG0010547	HMEL032063g1.t1	XP_039749317.1
OG0010548	HMEL002328g1.t1	XP_039746719.1
OG0010549	HMEL005803g1.t1	XP_039754454.1
OG0010550	HMEL005143g1.t1	XP_039747187.1
OG0010551	HMEL035283g1.t1	XP_039747120.1
OG0010552	HMEL035281g1.t1	XP_039746717.1
OG0010553	HMEL032066g1.t1	XP_039749265.1
OG0010554	HMEL009054g1.t1	XP_039758496.1
OG0010555	HMEL003702g1.t1	XP_039765648.1
OG0010556	HMEL012359g1.t1	XP_039747504.1
OG0010557	HMEL011678g1.t1	XP_039751927.1
OG0010560	HMEL033406g1.t1	XP_039752285.1
OG0010562	HMEL033135g1.t1	XP_039765289.1
OG0010563	HMEL032078g1.t1	XP_039749268.1
OG0010566	HMEL033125g1.t1	XP_039765204.1
OG0010567	HMEL013435g1.t1	XP_039765033.1
OG0010568	HMEL033789g1.t1	XP_039746084.1
OG0010569	HMEL007107g1.t1	XP_039746434.1
OG0010571	HMEL020898g1.t1	XP_039746978.1
OG0010572	HMEL036972g1.t1	XP_039756529.1, XP_039746960.1, XP_039751505.1, XP_039759115.1, XP_039751689.1
OG0010573	HMEL013617g1.t1	XP_039748592.1
OG0010575	HMEL006382g1.t1	XP_039764149.1
OG0010582	HMEL017860g1.t1	XP_039762612.1
OG0010586	HMEL034849g1.t1	XP_039751311.1
OG0010587	HMEL012685g1.t1	XP_039753714.1
OG0010588	HMEL031113g1.t1	XP_039745500.1
OG0010589	HMEL005896g1.t1	XP_039756402.1
OG0010590	HMEL002504g1.t1	XP_039756723.1
OG0010592	HMEL012120g1.t1	XP_039747456.1
OG0010593	HMEL014544g1.t1	XP_039761621.1
OG0010594	HMEL031123g1.t1	XP_039762824.1
OG0010595	HMEL031039g1.t1	XP_039745533.1
OG0010597	HMEL035142g1.t1	XP_039747345.1
OG0010598	HMEL037694g1.t1	XP_039755821.1
OG0010599	HMEL012062g1.t1	XP_039746718.1
OG0010600	HMEL011018g1.t1	XP_039763817.1
OG0010601	HMEL016393g1.t1	XP_039748196.1
OG0010603	HMEL031029g1.t1	XP_039765948.1
OG0010604	HMEL016392g1.t1	XP_039746656.1
OG0010605	HMEL009747g1.t1	XP_039755230.1
OG0010607	HMEL036216g1.t1	XP_039750633.1
OG0010608	HMEL022545-RA	XP_039746724.1
OG0010610	HMEL002676g1.t1	XP_039751092.1
OG0010611	HMEL007330g1.t1	XP_039765015.1
OG0010613	HMEL011326g1.t1	XP_039747945.1
OG0010614	HMEL015385g1.t1	XP_039747867.1
OG0010615	HMEL036969g1.t1	XP_039749758.1
OG0010616	HMEL031901g1.t1	XP_039749205.1
OG0010617	HMEL006736g1.t1	XP_039758611.1
OG0010620	HMEL002480g1.t1	XP_039751714.1
OG0010621	HMEL006896g1.t1	XP_039765495.1
OG0010622	HMEL006592g1.t1	XP_039746269.1
OG0010623	HMEL035137g1.t1	XP_039746821.1
OG0010624	HMEL034082g1.t1	XP_039762253.1
OG0010625	HMEL006671g1.t1	XP_039747270.1
OG0010626	HMEL030154g1.t1	XP_039764786.1
OG0010627	HMEL012682g1.t1	XP_039752997.1
OG0010629	HMEL012684g1.t1	XP_039753429.1
OG0010631	HMEL036984g1.t1	XP_039749906.1
OG0010632	HMEL009256g1.t1	XP_039759848.1
OG0010633	HMEL015062g1.t1	XP_039763900.1
OG0010634	HMEL031094g1.t1	XP_039745214.1
OG0010635	HMEL016846g1.t1	XP_039746618.1
OG0010637	HMEL020069g1.t1	XP_039748147.1
OG0010638	HMEL006450g1.t1	XP_039746868.1
OG0010640	HMEL031374g1.t1	XP_039746463.1
OG0010641	HMEL009785g1.t1	XP_039745316.1
OG0010643	HMEL011642g1.t1	XP_039764734.1
OG0010645	HMEL022323g1.t1	XP_039758436.1
OG0010646	HMEL017246g1.t1	XP_039764570.1
OG0010648	HMEL021072g1.t1, HMEL034873g1.t1	XP_039751321.1
OG0010649	HMEL034182g1.t1	XP_039754904.1
OG0010650	HMEL008086g1.t1	XP_039749276.1
OG0010651	HMEL011340g1.t1	XP_039756004.1
OG0010653	HMEL016888g1.t1	XP_039760395.1
OG0010654	HMEL012952g1.t1	XP_039753694.1
OG0010655	HMEL007639g1.t1	XP_039757580.1
OG0010658	HMEL037556g1.t1	XP_039755838.1
OG0010662	HMEL014497g1.t1	XP_039748666.1, XP_039749905.1
OG0010665	HMEL010030g1.t1	XP_039754912.1
OG0010666	HMEL012537g1.t1	XP_039746878.1
OG0010667	HMEL021778g1.t1	XP_039750519.1
OG0010668	HMEL038056g1.t1	XP_039758014.1
OG0010669	HMEL012044g1.t1	XP_039763867.1
OG0010673	HMEL037942g1.t1	XP_039757898.1
OG0010674	HMEL001035g1.t1	XP_039754671.1
OG0010675	HMEL034213g1.t1	XP_039754670.1
OG0010677	HMEL014080g1.t1	XP_039763309.1
OG0010679	HMEL020823g1.t1	XP_039747062.1
OG0010680	HMEL037671g1.t1	XP_039755902.1
OG0010681	HMEL035020g1.t1	XP_039746731.1
OG0010684	HMEL016774g1.t1	XP_039750087.1
OG0010686	HMEL016633g1.t1	XP_039764129.1
OG0010687	HMEL009296g1.t1	XP_039751337.1
OG0010688	HMEL017773g1.t1	XP_039746262.1, XP_039746261.1
OG0010689	HMEL033165g1.t1	XP_039764686.1
OG0010690	HMEL031664g1.t1	XP_039753544.1
OG0010691	HMEL002947g1.t1	XP_039746313.1
OG0010692	HMEL008667g1.t1	XP_039752752.1
OG0010693	HMEL012832g1.t1	XP_039763956.1
OG0010696	HMEL015057g1.t1	XP_039764067.1
OG0010697	HMEL032732g1.t1	XP_039753814.1
OG0010698	HMEL004296g1.t1	XP_039751004.1
OG0010699	HMEL008041g1.t1	XP_039750599.1
OG0010700	HMEL031170g1.t1	XP_039745481.1
OG0010703	HMEL011411g1.t1	XP_039764604.1
OG0010704	HMEL013317g1.t1	XP_039761840.1
OG0010705	HMEL022537g1.t1	XP_039752750.1
OG0010708	HMEL008664g1.t1	XP_039745422.1
OG0010709	HMEL011561g1.t1	XP_039764130.1
OG0010711	HMEL008413g1.t1	XP_039749712.1
OG0010712	HMEL008978g1.t1	XP_039749915.1
OG0010716	HMEL006957g1.t1	XP_039759728.1
