Orthogroup	Pararge_aegeria	Heliconius_erato_lativitta
OG0009226	XP_039745397.1	HEL_001447-RA
OG0009229	XP_039749144.1	HEL_000056-RA
OG0009231	XP_039753653.1	HEL_010752-RA
OG0009233	XP_039757874.1	HEL_003708-RA
OG0009234	XP_039758826.1	HEL_012901-RA
OG0009235	XP_039745634.1	HEL_004583-RA
OG0009238	XP_039756758.1	HEL_013745-RA
OG0009239	XP_039745097.1	HEL_001334-RA
OG0009240	XP_039748401.1	HEL_000282-RA
OG0009241	XP_039765235.1	HEL_002995-RA
OG0009243	XP_039752367.1	HEL_009973-RA
OG0009246	XP_039749759.1	HEL_006089-RA
OG0009247	XP_039752071.1	HEL_009976-RA
OG0009248	XP_039748905.1	HEL_000050-RA
OG0009251	XP_039752147.1	HEL_009982-RA
OG0009252	XP_039749536.1	HEL_006085-RA
OG0009253	XP_039754202.1	HEL_007454-RA
OG0009254	XP_039747778.1	HEL_000276-RA
OG0009256	XP_039757060.1	HEL_013750-RA
OG0009257	XP_039752437.1	HEL_009985-RA
OG0009260	XP_039761168.1	HEL_004709-RA
OG0009262	XP_039757722.1	HEL_003693-RA
OG0009264	XP_039745610.1	HEL_006919-RA
OG0009271	XP_039756183.1	HEL_013613-RA
OG0009273	XP_039755797.1	HEL_001081-RA
OG0009275	XP_039757587.1	HEL_003788-RA
OG0009276	XP_039765270.1	HEL_003013-RA
OG0009277	XP_039757109.1	HEL_014079-RA
OG0009280	XP_039758625.1	HEL_012923-RA
OG0009281	XP_039764181.1	HEL_014473-RA
OG0009283	XP_039758632.1	HEL_012924-RA
OG0009284	XP_039748117.1	HEL_000274-RA
OG0009285	XP_039763137.1	HEL_003022-RA
OG0009286	XP_039763163.1	HEL_003021-RA
OG0009287	XP_039760057.1	HEL_012359-RA
OG0009288	XP_039759137.1	HEL_008210-RA
OG0009289	XP_039757322.1	HEL_014080-RA
OG0009291	XP_039765167.1	HEL_003026-RA
OG0009294	XP_039745627.1	HEL_004559-RA
OG0009297	XP_039753291.1	HEL_010743-RA
OG0009298	XP_039756544.1	HEL_013618-RA
OG0009299	XP_039751490.1	HEL_006303-RA
OG0009301	XP_039764512.1	HEL_003038-RA
OG0009303	XP_039754324.1	HEL_007428-RA
OG0009304	XP_039752540.1	HEL_010016-RA
OG0009305	XP_039752089.1	HEL_002755-RA
OG0009307	XP_039755372.1	HEL_001106-RA
OG0009309	XP_039759949.1	HEL_012353-RA
OG0009311	XP_039759948.1	HEL_012352-RA
OG0009312	XP_039754156.1	HEL_007425-RA
OG0009316	XP_039746265.1	HEL_004548-RA
OG0009318	XP_039756528.1	HEL_013631-RA
OG0009322	XP_039756449.1	HEL_013634-RA
OG0009326	XP_039751999.1	HEL_013555-RA
OG0009330	XP_039756748.1	HEL_013641-RA
OG0009331	XP_039759979.1	HEL_012343-RA
OG0009332	XP_039760116.1	HEL_012342-RA
OG0009333	XP_039758820.1	HEL_012928-RA
OG0009337	XP_039750805.1	HEL_004206-RA
OG0009338	XP_039756062.1	HEL_013649-RA
OG0009341	XP_039757036.1	HEL_012258-RA
OG0009346	XP_039748282.1	HEL_000264-RA
OG0009349	XP_039748192.1	HEL_000261-RA
OG0009351	XP_039758933.1	HEL_008184-RA
OG0009352	XP_039759989.1	HEL_012336-RA
OG0009356	XP_039762529.1	HEL_003102-RA
OG0009357	XP_039754789.1	HEL_005498-RA
OG0009358	XP_039759383.1	HEL_008183-RA
OG0009359	XP_039757929.1	HEL_003834-RA
OG0009360	XP_039756805.1	HEL_012464-RA
OG0009363	XP_039756856.1	HEL_012463-RA
OG0009364	XP_039757063.1	HEL_012461-RA
OG0009366	XP_039745783.1	HEL_014151-RA
OG0009367	XP_039759654.1	HEL_008152-RA
OG0009368	XP_039746461.1	HEL_014156-RA
OG0009369	XP_039749751.1	HEL_010578-RA
OG0009370	XP_039758875.1	HEL_007292-RA
OG0009374	XP_039764982.1	HEL_003092-RA
OG0009375	XP_039757834.1	HEL_003839-RA
OG0009377	XP_039760307.1	HEL_012310-RA
OG0009379	XP_039752424.1	HEL_013156-RA
OG0009380	XP_039753700.1	HEL_012201-RA
OG0009381	XP_039745282.1	HEL_001402-RA
OG0009382	XP_039749558.1	HEL_010586-RA
OG0009383	XP_039753341.1	HEL_012203-RA
OG0009386	XP_039757931.1	HEL_003844-RA
OG0009387	XP_039763555.1	HEL_014475-RA
OG0009388	XP_039749556.1	HEL_010587-RA
OG0009389	XP_039757437.1	HEL_003845-RA
OG0009391	XP_039757742.1	HEL_003846-RA
OG0009393	XP_039765607.1, XP_039765608.1	HEL_001409-RA
OG0009395	XP_039752897.1	HEL_012212-RA
OG0009396	XP_039759808.1	HEL_013487-RA
OG0009397	XP_039755700.1	HEL_001120-RA
OG0009398	XP_039755752.1	HEL_001045-RA, HEL_001046-RA
OG0009399	XP_039752134.1	HEL_006863-RA
OG0009405	XP_039750949.1	HEL_012386-RA
OG0009407	XP_039750548.1	HEL_012384-RA
OG0009409	XP_039754662.1	HEL_005487-RA
OG0009412	XP_039756190.1	HEL_013604-RA
OG0009413	XP_039756742.1	HEL_013601-RA
OG0009415	XP_039747950.1	HEL_000227-RA
OG0009416	XP_039755206.1	HEL_005482-RA
OG0009417	XP_039749870.1	HEL_006853-RA
OG0009419	XP_039761589.1	HEL_002698-RA
OG0009420	XP_039763725.1	HEL_007017-RA
OG0009421	XP_039763547.1	HEL_007003-RA
OG0009423	XP_039765810.1	HEL_001431-RA
OG0009425	XP_039753598.1	HEL_012226-RA
OG0009429	XP_039754127.1	HEL_006784-RA
OG0009431	XP_039756570.1	HEL_013597-RA
OG0009432	XP_039753509.1	HEL_012238-RA
OG0009433	XP_039756607.1	HEL_013596-RA
OG0009436	XP_039756204.1	HEL_013593-RA
OG0009437	XP_039756513.1	HEL_013592-RA
OG0009438	XP_039755860.1	HEL_000957-RA
OG0009443	XP_039760002.1	HEL_013453-RA
OG0009444	XP_039765783.1	HEL_001320-RA
OG0009445	XP_039765139.1	HEL_003079-RA
OG0009446	XP_039755792.1	HEL_000958-RA
OG0009448	XP_039749702.1	HEL_010615-RA
OG0009451	XP_039756295.1	HEL_013588-RA
OG0009452	XP_039765168.1	HEL_003077-RA
OG0009453	XP_039758265.1	HEL_007256-RA
OG0009454	XP_039754983.1	HEL_005472-RA
OG0009456	XP_039760317.1	HEL_013450-RA
OG0009459	XP_039754167.1	HEL_007382-RA
OG0009462	XP_039752346.1	HEL_013130-RA
OG0009465	XP_039759614.1	HEL_008101-RA
OG0009466	XP_039761612.1	HEL_005941-RA
OG0009468	XP_039759538.1	HEL_008102-RA
OG0009470	XP_039764772.1	HEL_003105-RA
OG0009471	XP_039759651.1	HEL_008107-RA
OG0009474	XP_039764969.1	HEL_003113-RA
OG0009476	XP_039756480.1	HEL_011997-RA
OG0009477	XP_039759068.1	HEL_008115-RA
OG0009478	XP_039759067.1	HEL_008116-RA
OG0009480	XP_039746124.1	HEL_004388-RA
OG0009482	XP_039755995.1	HEL_013562-RA
OG0009483	XP_039745607.1	HEL_004395-RA
OG0009485	XP_039756025.1	HEL_013558-RA
OG0009488	XP_039749464.1	HEL_010643-RA
OG0009489	XP_039749069.1	HEL_010982-RA
OG0009491	XP_039757474.1	HEL_003900-RA
OG0009492	XP_039757476.1	HEL_003902-RA
OG0009493	XP_039757475.1	HEL_003903-RA
OG0009494	XP_039762803.1	HEL_003126-RA
OG0009495	XP_039749644.1	HEL_010646-RA
OG0009498	XP_039764544.1	HEL_003128-RA
OG0009499	XP_039750974.1	HEL_012374-RA
OG0009500	XP_039754815.1	HEL_005464-RA
OG0009501	XP_039765749.1	HEL_001297-RA
OG0009503	XP_039750370.1	HEL_012371-RA
OG0009504	XP_039756246.1	HEL_012001-RA
OG0009505	XP_039757694.1	HEL_003909-RA
OG0009506	XP_039757939.1	HEL_003911-RA
OG0009507	XP_039761754.1	HEL_005917-RA
OG0009508	XP_039764749.1	HEL_003133-RA
OG0009510	XP_039764899.1	HEL_003137-RA
OG0009511	XP_039764898.1	HEL_003138-RA
OG0009512	XP_039761665.1	HEL_005912-RA
OG0009516	XP_039761410.1	HEL_005907-RA
OG0009521	XP_039758237.1	HEL_007213-RA
OG0009522	XP_039748917.1	HEL_000066-RA
OG0009524	XP_039750398.1	HEL_012365-RA
OG0009525	XP_039750397.1	HEL_012364-RA
OG0009527	XP_039764041.1	HEL_007045-RA
OG0009532	XP_039750940.1	HEL_014256-RA
OG0009537	XP_039760668.1	HEL_002940-RA
OG0009540	XP_039752737.1	HEL_013360-RA
OG0009543	XP_039751396.1	HEL_009615-RA
OG0009544	XP_039752999.1	HEL_012613-RA
OG0009545	XP_039764600.1	HEL_003149-RA
OG0009546	XP_039753734.1	HEL_012619-RA
OG0009547	XP_039761771.1	HEL_005898-RA
OG0009548	XP_039749244.1	HEL_000078-RA
OG0009549	XP_039752188.1	HEL_014174-RA
OG0009550	XP_039764605.1	HEL_003157-RA
OG0009551	XP_039764601.1	HEL_003158-RA
OG0009552	XP_039748911.1	HEL_000080-RA
OG0009554	XP_039763705.1	HEL_007048-RA
OG0009558	XP_039753800.1	HEL_013427-RA
OG0009559	XP_039749248.1	HEL_000087-RA
OG0009560	XP_039758634.1	HEL_007201-RA
OG0009563	XP_039764118.1	HEL_007050-RA
OG0009565	XP_039764220.1	HEL_003162-RA
OG0009568	XP_039746587.1	HEL_011592-RA
OG0009570	XP_039761799.1	HEL_005890-RA
OG0009571	XP_039746583.1	HEL_011593-RA
OG0009574	XP_039758562.1	HEL_007194-RA
OG0009577	XP_039751384.1	HEL_014134-RA
OG0009578	XP_039753980.1	HEL_013421-RA
OG0009579	XP_039753304.1	HEL_012627-RA
OG0009580	XP_039761659.1	HEL_005886-RA
OG0009584	XP_039748835.1	HEL_000107-RA
OG0009585	XP_039746679.1	HEL_011599-RA
OG0009586	XP_039763509.1	HEL_007055-RA
OG0009587	XP_039759234.1	HEL_008137-RA
OG0009588	XP_039748806.1	HEL_000112-RA
OG0009591	XP_039753185.1	HEL_011912-RA
OG0009593	XP_039751800.1	HEL_008249-RA
OG0009600	XP_039753207.1	HEL_011918-RA
OG0009601	XP_039747326.1	HEL_011614-RA
OG0009603	XP_039752682.1	HEL_008255-RA, HEL_008253-RA
OG0009604	XP_039764893.1	HEL_003176-RA
OG0009606	XP_039752153.1	HEL_008280-RA
OG0009609	XP_039751270.1	HEL_006208-RA
OG0009610	XP_039745281.1	HEL_001234-RA
OG0009611	XP_039765619.1	HEL_001231-RA
OG0009612	XP_039755735.1	HEL_009825-RA
OG0009613	XP_039756701.1	HEL_012032-RA
OG0009614	XP_039764516.1	HEL_003183-RA
OG0009615	XP_039753193.1	HEL_011930-RA
OG0009616	XP_039754463.1	HEL_011487-RA
OG0009617	XP_039757110.1	HEL_008625-RA
OG0009621	XP_039748617.1	HEL_000135-RA
OG0009623	XP_039758613.1	HEL_006629-RA
OG0009624	XP_039750754.1	HEL_012880-RA
OG0009625	XP_039765772.1	HEL_001225-RA
OG0009626	XP_039754409.1	HEL_011467-RA
OG0009627	XP_039753958.1	HEL_011466-RA
OG0009629	XP_039753009.1	HEL_011941-RA
OG0009631	XP_039757189.1	HEL_008619-RA
OG0009632	XP_039757255.1	HEL_008618-RA
OG0009634	XP_039746408.1	HEL_004419-RA
OG0009635	XP_039755645.1	HEL_009826-RA
OG0009636	XP_039752324.1	HEL_008300-RA
OG0009639	XP_039745515.1	HEL_001208-RA
OG0009641	XP_039755534.1	HEL_009834-RA, HEL_009835-RA
OG0009642	XP_039756508.1	HEL_006642-RA
OG0009644	XP_039755633.1	HEL_009841-RA
OG0009645	XP_039758130.1	HEL_006644-RA
OG0009648	XP_039751205.1	HEL_006248-RA
OG0009651	XP_039746520.1	HEL_010037-RA
OG0009653	XP_039745893.1	HEL_004437-RA
OG0009654	XP_039745435.1	HEL_008546-RA
OG0009656	XP_039753288.1	HEL_011960-RA
OG0009657	XP_039750569.1	HEL_013078-RA
OG0009658	XP_039746743.1	HEL_010031-RA
OG0009661	XP_039751554.1	HEL_009597-RA
OG0009662	XP_039751758.1	HEL_008323-RA
OG0009664	XP_039753859.1	HEL_006653-RA
OG0009665	XP_039745836.1	HEL_008544-RA
OG0009668	XP_039750211.1	HEL_013090-RA
OG0009669	XP_039754057.1	HEL_011422-RA
OG0009670	XP_039755568.1	HEL_009853-RA
OG0009671	XP_039752365.1	HEL_008328-RA
OG0009674	XP_039752252.1	HEL_008331-RA
OG0009675	XP_039763827.1	HEL_010408-RA
OG0009680	XP_039755779.1	HEL_014606-RA
OG0009681	XP_039751934.1	HEL_008337-RA
OG0009682	XP_039764808.1	HEL_003226-RA
OG0009683	XP_039753238.1	HEL_011973-RA
OG0009684	XP_039761502.1	HEL_006665-RA
OG0009685	XP_039750010.1	HEL_010340-RA
OG0009687	XP_039764198.1	HEL_010406-RA
OG0009688	XP_039753520.1	HEL_011977-RA
OG0009689	XP_039763116.1	HEL_007137-RA
OG0009690	XP_039749258.1	HEL_000170-RA
OG0009691	XP_039749800.1	HEL_010349-RA
OG0009692	XP_039752761.1	HEL_008344-RA
OG0009693	XP_039745630.1	HEL_004459-RA
OG0009696	XP_039752767.1	HEL_008347-RA
OG0009699	XP_039749262.1	HEL_000188-RA
OG0009702	XP_039749958.1	HEL_008503-RA
OG0009704	XP_039763109.1	HEL_010388-RA
OG0009705	XP_039751884.1	HEL_008367-RA
OG0009706	XP_039763661.1	HEL_010387-RA
OG0009709	XP_039763764.1	HEL_010424-RA
OG0009711	XP_039765279.1, XP_039752544.1	HEL_005050-RA, HEL_005051-RA
OG0009720	XP_039752388.1	HEL_014573-RA
OG0009725	XP_039763428.1	HEL_010402-RA
OG0009736	XP_039764559.1	HEL_003309-RA
OG0009738	XP_039745089.1	HEL_013122-RA
OG0009739	XP_039746715.1	HEL_008494-RA
OG0009742	XP_039752694.1	HEL_008409-RA
OG0009743	XP_039764527.1	HEL_003302-RA
OG0009746	XP_039747486.1	HEL_011654-RA
OG0009748	XP_039747491.1	HEL_011653-RA
OG0009750	XP_039748899.1	HEL_000212-RA
OG0009751	XP_039753790.1	HEL_012810-RA
OG0009752	XP_039752539.1	HEL_008405-RA
OG0009754	XP_039752423.1	HEL_008397-RA
OG0009756	XP_039755287.1	HEL_008482-RA
OG0009758	XP_039745744.1	HEL_004488-RA
OG0009759	XP_039764324.1	HEL_003275-RA
OG0009761	XP_039746779.1	HEL_011646-RA
OG0009762	XP_039748641.1	HEL_008476-RA
OG0009763	XP_039763818.1	HEL_007150-RA
OG0009764	XP_039746347.1	HEL_004507-RA
OG0009765	XP_039745394.1	HEL_013097-RA
OG0009766	XP_039758105.1	HEL_006742-RA
OG0009767	XP_039764522.1	HEL_003257-RA
OG0009768	XP_039747322.1	HEL_011634-RA
OG0009769	XP_039747309.1	HEL_011640-RA
OG0009771	XP_039746383.1	HEL_004509-RA
OG0009776	XP_039763686.1	HEL_007160-RA
OG0009777	XP_039762546.1	HEL_003233-RA
OG0009778	XP_039755293.1	HEL_006749-RA
OG0009779	XP_039764093.1	HEL_007112-RA
OG0009780	XP_039763216.1	HEL_007116-RA
OG0009781	XP_039765340.1	HEL_013407-RA
OG0009782	XP_039757828.1	HEL_006763-RA
OG0009784	XP_039765341.1	HEL_013400-RA
OG0009785	XP_039753357.1	HEL_006768-RA
OG0009787	XP_039755339.1	HEL_006770-RA
OG0009788	XP_039754226.1	HEL_006774-RA
OG0009789	XP_039755704.1	HEL_002928-RA
OG0009790	XP_039761312.1	HEL_002933-RA
OG0009791	XP_039762602.1	HEL_010382-RA
OG0009792	XP_039761600.1	HEL_002697-RA
OG0009794	XP_039758746.1	HEL_013792-RA
OG0009795	XP_039751034.1	HEL_004844-RA
OG0009796	XP_039764539.1	HEL_006969-RA
OG0009797	XP_039747574.1	HEL_000578-RA
OG0009798	XP_039765811.1	HEL_001430-RA
OG0009799	XP_039756522.1	HEL_012055-RA
OG0009800	XP_039753628.1	HEL_010714-RA
OG0009801	XP_039759937.1	HEL_001872-RA
OG0009802	XP_039759012.1	HEL_006406-RA
OG0009804	XP_039758132.1	HEL_014255-RA
OG0009805	XP_039756972.1	HEL_006854-RA
OG0009806	XP_039760083.1	HEL_013455-RA
OG0009807	XP_039747749.1	HEL_011241-RA
OG0009808	XP_039747548.1	HEL_003409-RA, HEL_003412-RA
OG0009810	XP_039765874.1	HEL_013118-RA
OG0009811	XP_039757631.1	HEL_005122-RA
OG0009812	XP_039762213.1	HEL_004098-RA
OG0009813	XP_039746453.1	HEL_004517-RA
OG0009814	XP_039761936.1	HEL_004114-RA
OG0009815	XP_039747277.1	HEL_010040-RA
OG0009816	XP_039761697.1	HEL_002193-RA
OG0009818	XP_039765513.1	HEL_001597-RA
OG0009819	XP_039750381.1	HEL_004893-RA
OG0009820	XP_039765360.1	HEL_001387-RA
OG0009821	XP_039750564.1	HEL_011079-RA
OG0009822	XP_039755566.1	HEL_009851-RA
OG0009823	XP_039760630.1	HEL_011904-RA
OG0009824	XP_039753708.1	HEL_002907-RA
OG0009825	XP_039759372.1	HEL_006394-RA
OG0009827	XP_039759344.1	HEL_006542-RA
OG0009828	XP_039750667.1	HEL_012882-RA
OG0009830	XP_039753348.1	HEL_012115-RA
OG0009831	XP_039755580.1	HEL_001124-RA
OG0009832	XP_039765347.1	HEL_013408-RA
OG0009833	XP_039755863.1	HEL_000855-RA
OG0009834	XP_039759101.1	HEL_006391-RA
OG0009836	XP_039750757.1	HEL_013205-RA
OG0009837	XP_039745888.1	HEL_004391-RA
OG0009838	XP_039753415.1	HEL_011989-RA
OG0009839	XP_039765016.1	HEL_003018-RA
OG0009840	XP_039758709.1	HEL_009703-RA
OG0009841	XP_039749540.1	HEL_006153-RA
OG0009842	XP_039759592.1	HEL_006535-RA
OG0009843	XP_039751558.1	HEL_008054-RA
OG0009844	XP_039751292.1	HEL_010227-RA
OG0009845	XP_039748590.1	HEL_013273-RA
OG0009846	XP_039748636.1	HEL_010951-RA
OG0009847	XP_039757228.1	HEL_008904-RA
OG0009848	XP_039746391.1	HEL_008855-RA
OG0009849	XP_039751419.1	HEL_006266-RA
OG0009852	XP_039761755.1	HEL_006679-RA
OG0009853	XP_039756260.1	HEL_012755-RA
OG0009854	XP_039751624.1	HEL_006300-RA
OG0009855	XP_039757473.1	HEL_005183-RA
OG0009857	XP_039764745.1	HEL_003294-RA
OG0009858	XP_039756595.1	HEL_012756-RA
OG0009859	XP_039763180.1	HEL_007135-RA
OG0009860	XP_039762322.1	HEL_004163-RA
OG0009861	XP_039764509.1	HEL_003037-RA
OG0009862	XP_039748420.1	HEL_011299-RA
OG0009863	XP_039749874.1	HEL_007727-RA
OG0009864	XP_039748317.1	HEL_011300-RA
OG0009866	XP_039760845.1	HEL_009529-RA
OG0009867	XP_039750501.1	HEL_004355-RA
OG0009869	XP_039745110.1	HEL_001158-RA
OG0009870	XP_039749613.1	HEL_010371-RA
OG0009872	XP_039760881.1	HEL_009333-RA
OG0009873	XP_039751725.1	HEL_010236-RA
OG0009874	XP_039754875.1	HEL_005632-RA
OG0009875	XP_039745624.1	HEL_008700-RA
OG0009876	XP_039747325.1	HEL_004963-RA
OG0009877	XP_039751277.1	HEL_010235-RA
OG0009878	XP_039760010.1	HEL_001938-RA
OG0009879	XP_039765609.1	HEL_001403-RA
OG0009880	XP_039749320.1	HEL_004958-RA
OG0009881	XP_039753788.1	HEL_012809-RA
OG0009882	XP_039754145.1	HEL_012808-RA
OG0009883	XP_039760452.1	HEL_009583-RA
OG0009885	XP_039760379.1	HEL_012435-RA
OG0009886	XP_039755303.1	HEL_013761-RA
OG0009887	XP_039748163.1	HEL_000246-RA
OG0009888	XP_039745226.1	HEL_001221-RA
OG0009889	XP_039765002.1	HEL_003045-RA
OG0009890	XP_039756057.1	HEL_013638-RA
OG0009891	XP_039745896.1	HEL_008691-RA
OG0009893	XP_039758810.1	HEL_013764-RA
OG0009894	XP_039748306.1	HEL_000356-RA
OG0009895	XP_039759268.1	HEL_006451-RA
OG0009896	XP_039750904.1	HEL_012368-RA
OG0009897	XP_039757752.1	HEL_003667-RA
OG0009898	XP_039755883.1	HEL_000698-RA
OG0009899	XP_039755439.1	HEL_009798-RA
OG0009900	XP_039758274.1	HEL_007294-RA
OG0009901	XP_039754961.1	HEL_005265-RA
OG0009903	XP_039751681.1	HEL_007975-RA
OG0009904	XP_039758739.1	HEL_007230-RA
OG0009905	XP_039758590.1	HEL_007229-RA
OG0009906	XP_039763938.1	HEL_002973-RA
OG0009907	XP_039745532.1	HEL_004899-RA
OG0009909	XP_039750526.1	HEL_004288-RA
OG0009910	XP_039754385.1	HEL_012801-RA
OG0009911	XP_039749687.1	HEL_004944-RA
OG0009912	XP_039756494.1	HEL_005842-RA
OG0009913	XP_039761747.1	HEL_005910-RA
OG0009914	XP_039755791.1	HEL_000879-RA
OG0009915	XP_039755503.1	HEL_000794-RA
OG0009918	XP_039746247.1	HEL_004470-RA
OG0009919	XP_039764792.1	HEL_002968-RA
OG0009920	XP_039753630.1	HEL_010718-RA
OG0009922	XP_039760841.1	HEL_009556-RA
OG0009923	XP_039750709.1	HEL_013070-RA
OG0009924	XP_039765892.1	HEL_001343-RA
OG0009925	XP_039758162.1	HEL_003625-RA
OG0009927	XP_039758098.1	HEL_013824-RA
OG0009928	XP_039754744.1	HEL_013993-RA
OG0009929	XP_039761086.1	HEL_004730-RA
OG0009931	XP_039757814.1	HEL_003712-RA
OG0009932	XP_039749215.1	HEL_010922-RA
OG0009933	XP_039749087.1	HEL_010923-RA
OG0009934	XP_039761087.1	HEL_004717-RA
OG0009935	XP_039754824.1	HEL_005507-RA
OG0009936	XP_039745153.1	HEL_001366-RA
OG0009937	XP_039755445.1	HEL_001104-RA
OG0009938	XP_039764682.1	HEL_002960-RA
OG0009939	XP_039748514.1	HEL_000155-RA
OG0009940	XP_039747480.1	HEL_011608-RA
OG0009941	XP_039755479.1	HEL_001127-RA
OG0009942	XP_039760707.1	HEL_011833-RA
OG0009943	XP_039753268.1	HEL_011967-RA
OG0009944	XP_039755177.1	HEL_005549-RA
OG0009945	XP_039764145.1	HEL_003066-RA
OG0009946	XP_039754897.1	HEL_005324-RA
OG0009947	XP_039757265.1	HEL_008645-RA
OG0009948	XP_039752722.1	HEL_013158-RA
OG0009949	XP_039745365.1	HEL_001510-RA
OG0009950	XP_039755866.1	HEL_000805-RA
OG0009951	XP_039752272.1	HEL_014407-RA
OG0009952	XP_039755803.1	HEL_000916-RA
OG0009953	XP_039755382.1	HEL_000921-RA
OG0009954	XP_039745856.1	HEL_008792-RA
OG0009955	XP_039764489.1	HEL_002457-RA
OG0009956	XP_039749709.1	HEL_006127-RA
OG0009958	XP_039746672.1	HEL_009053-RA
OG0009959	XP_039763502.1	HEL_007005-RA
OG0009960	XP_039752697.1	HEL_013367-RA
OG0009961	XP_039753638.1	HEL_012236-RA
OG0009962	XP_039753510.1	HEL_012237-RA
OG0009963	XP_039755623.1	HEL_000942-RA
OG0009964	XP_039763249.1	HEL_007094-RA
OG0009965	XP_039751886.1	HEL_014168-RA
OG0009966	XP_039754236.1	HEL_007482-RA
OG0009967	XP_039746400.1	HEL_008772-RA
OG0009968	XP_039745342.1	HEL_001679-RA
OG0009969	XP_039751267.1	HEL_007945-RA
OG0009970	XP_039745155.1	HEL_001681-RA
OG0009971	XP_039754151.1	HEL_006758-RA
OG0009972	XP_039755041.1	HEL_005362-RA
OG0009973	XP_039756874.1	HEL_013737-RA, HEL_013736-RA
OG0009974	XP_039745901.1	HEL_008754-RA
OG0009975	XP_039753333.1	HEL_012583-RA
OG0009976	XP_039752171.1	HEL_014194-RA
OG0009977	XP_039754091.1	HEL_007378-RA
OG0009979	XP_039763583.1	HEL_007113-RA
OG0009981	XP_039751815.1	HEL_006702-RA
OG0009982	XP_039745206.1	HEL_001588-RA
OG0009983	XP_039757645.1	HEL_002622-RA
OG0009984	XP_039764607.1	HEL_003151-RA
OG0009985	XP_039745876.1	HEL_004520-RA
OG0009986	XP_039760264.1, XP_039760255.1	HEL_002790-RA
OG0009987	XP_039756988.1	HEL_002676-RA
OG0009988	XP_039756641.1	HEL_002665-RA
OG0009989	XP_039758030.1	HEL_002826-RA
OG0009990	XP_039752042.1	HEL_008385-RA
OG0009991	XP_039764031.1	HEL_009679-RA
OG0009992	XP_039763341.1	HEL_009684-RA
OG0009994	XP_039750187.1	HEL_007770-RA, HEL_007773-RA
OG0009995	XP_039750169.1	HEL_007784-RA, HEL_007787-RA
OG0009997	XP_039752315.1, XP_039752316.1	HEL_009867-RA
OG0010001	XP_039764750.1	HEL_003352-RA
OG0010017	XP_039749706.1	HEL_007724-RA
OG0010022	XP_039762306.1	HEL_004167-RA
OG0010028	XP_039761706.1	HEL_002186-RA
OG0010032	XP_039752035.1	HEL_012685-RA
OG0010035	XP_039762749.1	HEL_012998-RA
OG0010044	XP_039745806.1	HEL_004004-RA
OG0010046	XP_039761868.1	HEL_006985-RA
OG0010050	XP_039756269.1	HEL_006992-RA
OG0010052	XP_039756331.1	HEL_012538-RA
OG0010053	XP_039757407.1	HEL_008938-RA
OG0010054	XP_039755764.1	HEL_000727-RA
OG0010055	XP_039763490.1	HEL_012070-RA
OG0010059	XP_039752149.1	HEL_012644-RA, HEL_012643-RA
OG0010060	XP_039765940.1	HEL_003359-RA
OG0010070	XP_039757413.1	HEL_008907-RA
OG0010072	XP_039757530.1, XP_039757529.1, XP_039757528.1	HEL_005104-RA
OG0010076	XP_039745243.1	HEL_001744-RA
OG0010078	XP_039750026.1	HEL_007748-RA
OG0010080	XP_039754104.1	HEL_014332-RA
OG0010081	XP_039757102.1	HEL_008997-RA
OG0010085	XP_039748118.1	HEL_011339-RA
OG0010089	XP_039757190.1	HEL_009003-RA
OG0010090	XP_039759396.1	HEL_008229-RA
OG0010091	XP_039749112.1	HEL_007579-RA
OG0010104	XP_039765924.1	HEL_001765-RA
OG0010107	XP_039750622.1	HEL_013173-RA
OG0010116	XP_039747352.1	HEL_010550-RA
OG0010127	XP_039746467.1	HEL_003946-RA
OG0010130	XP_039763995.1	HEL_013250-RA
OG0010131	XP_039758542.1	HEL_009716-RA
OG0010133	XP_039757692.1	HEL_003615-RA
OG0010140	XP_039751291.1	HEL_010228-RA
OG0010143	XP_039761182.1	HEL_005432-RA
OG0010145	XP_039750042.1	HEL_004949-RA
OG0010146	XP_039752489.1	HEL_010111-RA
OG0010152	XP_039746405.1	HEL_014053-RA
OG0010162	XP_039758126.1	HEL_004972-RA
OG0010168	XP_039764176.1	HEL_012074-RA
OG0010173	XP_039746884.1	HEL_009085-RA
OG0010175	XP_039759465.1	HEL_006442-RA
OG0010180	XP_039752001.1	HEL_010085-RA
OG0010181	XP_039752002.1	HEL_010086-RA
OG0010186	XP_039760113.1	HEL_014379-RA
OG0010188	XP_039749328.1	HEL_007711-RA
OG0010200	XP_039746655.1	HEL_009111-RA
OG0010202	XP_039756861.1	HEL_011159-RA
OG0010204	XP_039759445.1	HEL_006468-RA
OG0010206	XP_039745366.1	HEL_004926-RA
OG0010207	XP_039756582.1, XP_039756583.1	HEL_014560-RA
OG0010208	XP_039755749.1	HEL_009797-RA
OG0010210	XP_039757220.1	HEL_011143-RA
OG0010212	XP_039757369.1	HEL_011140-RA
OG0010213	XP_039760341.1	HEL_001972-RA
OG0010217	XP_039747979.1	HEL_000378-RA
OG0010218	XP_039753605.1	HEL_010703-RA
OG0010222	XP_039754401.1	HEL_009400-RA
OG0010223	XP_039762339.1	HEL_013713-RA
OG0010224	XP_039749203.1	HEL_013298-RA
OG0010229	XP_039750880.1	HEL_004328-RA
OG0010230	XP_039753606.1	HEL_010723-RA
OG0010234	XP_039755958.1	HEL_000918-RA
OG0010235	XP_039760824.1	HEL_002652-RA
