Orthogroup	Pararge_aegeria	Heliconius_melpomene_melpomene
OG0008305	XP_039750373.1	HMEL036153g1.t1
OG0008306	XP_039764000.1, XP_039764009.1	HMEL002297g1.t1
OG0008307	XP_039763550.1	HMEL008461g1.t1
OG0008308	XP_039746113.1	HMEL022543g1.t1
OG0008309	XP_039747660.1	HMEL016843g1.t1
OG0008310	XP_039748261.1	HMEL016561g1.t1
OG0008311	XP_039758459.1	HMEL017807g1.t1
OG0008312	XP_039763304.1	HMEL013524g1.t1
OG0008313	XP_039745161.1	HMEL011737g1.t1
OG0008315	XP_039763482.1, XP_039757872.1	HMEL010413g1.t1
OG0008317	XP_039752834.1	HMEL031641g1.t1
OG0008318	XP_039748894.1, XP_039748895.1	HMEL032044g1.t1
OG0008319	XP_039759638.1	HMEL013413g1.t1
OG0008320	XP_039763387.1	HMEL012220g1.t1, HMEL012222g1.t1
OG0008321	XP_039755611.1	HMEL037731g1.t1
OG0008322	XP_039759181.1	HMEL014586g1.t1
OG0008323	XP_039757957.1, XP_039757956.1	HMEL007644g1.t1
OG0008325	XP_039759569.1	HMEL015967g1.t1
OG0008326	XP_039758129.1	HMEL014957g1.t1
OG0008327	XP_039753846.1, XP_039753848.1	HMEL000010g1.t1
OG0008329	XP_039749302.1	HMEL007839g1.t1
OG0008331	XP_039751422.1	HMEL009273g1.t1
OG0008332	XP_039749140.1	HMEL018028g1.t1
OG0008333	XP_039745934.1	HMEL033879g1.t1
OG0008334	XP_039753864.1	HMEL032766g1.t1
OG0008335	XP_039751037.1	HMEL008762g1.t1
OG0008336	XP_039754798.1	HMEL034370g1.t1
OG0008337	XP_039753937.1	HMEL020017g1.t1
OG0008338	XP_039750531.1, XP_039750530.1	HMEL036037g1.t1
OG0008339	XP_039746176.1, XP_039746174.1	HMEL004809g1.t1
OG0008340	XP_039755292.1, XP_039755290.1, XP_039755291.1	HMEL006648g1.t1
OG0008341	XP_039755548.1	HMEL013390g1.t1
OG0008342	XP_039748877.1	HMEL031829g1.t1
OG0008343	XP_039764977.1	HMEL033055g1.t1
OG0008344	XP_039749616.1	HMEL016791g1.t1
OG0008345	XP_039761623.1	HMEL008539g1.t1
OG0008347	XP_039760440.1	HMEL006959g1.t1
OG0008348	XP_039753474.1	HMEL008427g1.t1
OG0008349	XP_039753295.1	HMEL008428g1.t1
OG0008350	XP_039754918.1	HMEL022553-RA
OG0008351	XP_039761475.1	HMEL008331g1.t1, HMEL008330g1.t1
OG0008353	XP_039757923.1	HMEL002108g1.t1
OG0008356	XP_039758142.1	HMEL033279g1.t1
OG0008360	XP_039763771.1	HMEL035700g1.t1
OG0008368	XP_039753392.1	HMEL011965g1.t1
OG0008372	XP_039760749.1	HMEL034627g1.t1
OG0008373	XP_039764434.1	HMEL004335g1.t1
OG0008374	XP_039756414.1	HMEL005884-RA
OG0008375	XP_039750582.1	HMEL036174g1.t1
OG0008376	XP_039758511.1	HMEL003454g1.t1
OG0008377	XP_039749705.1	HMEL036945g1.t1
OG0008378	XP_039764435.1	HMEL004333g1.t1
OG0008380	XP_039762133.1	HMEL013223g1.t1
OG0008381	XP_039752921.1	HMEL017123g1.t1
OG0008383	XP_039755195.1	HMEL003249g1.t1
OG0008384	XP_039760232.1	HMEL009500g1.t1
OG0008385	XP_039755142.1	HMEL003251g1.t1
OG0008388	XP_039763010.1	HMEL037229g1.t1
OG0008389	XP_039762057.1	HMEL013219g1.t1
OG0008391	XP_039748521.1	HMEL031798g1.t1
OG0008392	XP_039761431.1	HMEL014527g1.t1
OG0008393	XP_039759789.1	HMEL030378g1.t1
OG0008394	XP_039760134.1	HMEL013538g1.t1
OG0008396	XP_039761129.1	HMEL006054g1.t1
OG0008397	XP_039749142.1	HMEL016397g1.t1
OG0008398	XP_039764157.1	HMEL007714g1.t1
OG0008399	XP_039754404.1	HMEL005156g1.t1
OG0008400	XP_039759922.1	HMEL009474g1.t1
OG0008403	XP_039754468.1	HMEL007828g1.t1
OG0008404	XP_039752601.1	HMEL008226g1.t1
OG0008407	XP_039746623.1	HMEL003913g1.t1
OG0008408	XP_039754412.1	HMEL009118g1.t1
OG0008409	XP_039750518.1	HMEL010393g1.t1
OG0008410	XP_039761363.1	HMEL006060g1.t1
OG0008412	XP_039751162.1	HMEL017955g1.t1
OG0008413	XP_039755056.1	HMEL014781g1.t1
OG0008416	XP_039752913.1	HMEL004742g1.t1
OG0008417	XP_039765068.1	HMEL011604g1.t1
OG0008418	XP_039759865.1	HMEL030367g1.t1
OG0008419	XP_039746043.1	HMEL034002g1.t1
OG0008421	XP_039763859.1	HMEL035589g1.t1
OG0008423	XP_039761429.1	HMEL030101g1.t1
OG0008424	XP_039754488.1, XP_039754487.1	HMEL032890g1.t1
OG0008425	XP_039760504.1	HMEL008682g1.t1
OG0008426	XP_039761759.1	HMEL030102g1.t1
OG0008427	XP_039758538.1	HMEL030697g1.t1
OG0008429	XP_039760127.1	HMEL007479g1.t1
OG0008430	XP_039756714.1	HMEL002992g1.t1
OG0008431	XP_039762735.1	HMEL010821g1.t1
OG0008432	XP_039759909.1	HMEL007484g1.t1
OG0008434	XP_039746277.1	HMEL016367g1.t1
OG0008435	XP_039759901.1	HMEL030364g1.t1
OG0008436	XP_039765405.1	HMEL004916g1.t1
OG0008437	XP_039765591.1	HMEL031234g1.t1
OG0008438	XP_039765590.1	HMEL004918g1.t1
OG0008439	XP_039759394.1	HMEL010482g1.t1
OG0008441	XP_039762397.1	HMEL034042g1.t1
OG0008442	XP_039752084.1	HMEL020783g1.t1
OG0008443	XP_039746713.1	HMEL020899g1.t1
OG0008444	XP_039765418.1	HMEL012819g1.t1
OG0008445	XP_039749184.1	HMEL013359g1.t1
OG0008447	XP_039749883.1	HMEL010586g1.t1
OG0008450	XP_039754876.1	HMEL007951g1.t1
OG0008451	XP_039756198.1	HMEL036607g1.t1
OG0008453	XP_039749882.1	HMEL004891g1.t1
OG0008455	XP_039762789.1	HMEL037249g1.t1
OG0008456	XP_039746351.1	HMEL031446g1.t1
OG0008457	XP_039746363.1	HMEL014502g1.t1
OG0008458	XP_039758688.1	HMEL036390g1.t1
OG0008459	XP_039754158.1	HMEL032906g1.t1
OG0008460	XP_039761543.1	HMEL004281g1.t1
OG0008461	XP_039758733.1	HMEL014624g1.t1
OG0008462	XP_039760779.1	HMEL009007g1.t1
OG0008463	XP_039752016.1	HMEL012877g1.t1
OG0008464	XP_039757187.1	HMEL011715g1.t1
OG0008465	XP_039762795.1	HMEL037251g1.t1
OG0008466	XP_039754719.1	HMEL010059g1.t1
OG0008467	XP_039758076.1	HMEL009010g1.t1
OG0008468	XP_039751721.1	HMEL013746g1.t1
OG0008469	XP_039753406.1	HMEL017119g1.t1
OG0008470	XP_039754066.1	HMEL032909g1.t1
OG0008472	XP_039757410.1	HMEL011712g1.t1
OG0008473	XP_039748798.1	HMEL004736g1.t1
OG0008474	XP_039757329.1	HMEL033622g1.t1
OG0008477	XP_039756772.1	HMEL011709g1.t1
OG0008478	XP_039757411.1	HMEL011706g1.t1
OG0008480	XP_039757726.1	HMEL020353g1.t1
OG0008481	XP_039765636.1	HMEL004189g1.t1
OG0008482	XP_039764628.1	HMEL002856g1.t1
OG0008483	XP_039757527.1	HMEL016480g1.t1
OG0008485	XP_039757418.1, XP_039757419.1	HMEL011703g1.t1
OG0008486	XP_039758960.1	HMEL020644g1.t1
OG0008487	XP_039750353.1	HMEL036289g1.t1
OG0008490	XP_039757425.1	HMEL011699g1.t1
OG0008491	XP_039759642.1	HMEL032397g1.t1
OG0008492	XP_039745245.1	HMEL015438g1.t1
OG0008493	XP_039760509.1	HMEL003522g1.t1
OG0008494	XP_039761095.1	HMEL034437g1.t1
OG0008495	XP_039757364.1	HMEL009020g1.t1
OG0008496	XP_039757104.1	HMEL011696g1.t1
OG0008499	XP_039759178.1	HMEL032387g1.t1
OG0008500	XP_039753272.1	HMEL009022g1.t1
OG0008501	XP_039746021.1	HMEL033981g1.t1
OG0008502	XP_039759305.1	HMEL003460g1.t1
OG0008503	XP_039762508.1	HMEL037254g1.t1
OG0008504	XP_039750367.1	HMEL009546g1.t1
OG0008505	XP_039765870.1	HMEL015431g1.t1
OG0008506	XP_039759406.1	HMEL003461g1.t1
OG0008507	XP_039762337.1	HMEL002975g1.t1
OG0008509	XP_039760094.1	HMEL010770g1.t1
OG0008510	XP_039758950.1	HMEL004656g1.t1
OG0008511	XP_039757889.1	HMEL021486g1.t1
OG0008512	XP_039757217.1	HMEL033668g1.t1
OG0008513	XP_039755613.1	HMEL005504g1.t1
OG0008514	XP_039752780.1	HMEL035368g1.t1
OG0008515	XP_039755948.1	HMEL008713g1.t1
OG0008516	XP_039757403.1	HMEL002192g1.t1
OG0008517	XP_039746030.1	HMEL033975g1.t1
OG0008518	XP_039765475.1	HMEL015423g1.t1
OG0008519	XP_039750032.1	HMEL004341g1.t1, HMEL035483g1.t1
OG0008520	XP_039765020.1	HMEL003502g1.t1
OG0008521	XP_039765473.1	HMEL031247g1.t1
OG0008522	XP_039755875.1	HMEL037486g1.t1
OG0008523	XP_039754893.1, XP_039754892.1	HMEL017840g1.t1
OG0008524	XP_039765492.1	HMEL015412g1.t1
OG0008525	XP_039759689.1	HMEL003360g1.t1
OG0008526	XP_039762966.1	HMEL003813g1.t1
OG0008527	XP_039750911.1	HMEL003471g1.t1
OG0008528	XP_039752461.1	HMEL006338-RA
OG0008530	XP_039762512.1	HMEL009557g1.t1
OG0008532	XP_039753479.1	HMEL012621g1.t1
OG0008533	XP_039759302.1	HMEL022270g1.t1
OG0008534	XP_039750671.1	HMEL003469g1.t1
OG0008535	XP_039754557.1	HMEL021147g1.t1
OG0008536	XP_039754693.1	HMEL003630g1.t1
OG0008537	XP_039748831.1	HMEL012750g1.t1
OG0008538	XP_039759987.1	HMEL030722g1.t1
OG0008539	XP_039750270.1	HMEL003468g1.t1
OG0008540	XP_039748135.1	HMEL007658g1.t1
OG0008541	XP_039757150.1	HMEL017745g1.t1
OG0008543	XP_039750608.1	HMEL036266g1.t1
OG0008545	XP_039748179.1	HMEL035738g1.t1, HMEL037343g1.t1
OG0008546	XP_039757392.1	HMEL007887g1.t1
OG0008548	XP_039762426.1	HMEL008105g1.t1
OG0008549	XP_039751297.1	HMEL008847g1.t1
OG0008550	XP_039746643.1	HMEL017039g1.t1
OG0008551	XP_039759535.1	HMEL006358g1.t1
OG0008552	XP_039751959.1	HMEL035359g1.t1
OG0008553	XP_039753092.1	HMEL009646g1.t1
OG0008554	XP_039765635.1	HMEL010027g1.t1
OG0008556	XP_039765361.1	HMEL010024g1.t1
OG0008558	XP_039758920.1	HMEL032425g1.t1
OG0008559	XP_039759323.1	HMEL013981-RA
OG0008560	XP_039756041.1	HMEL009648g1.t1
OG0008561	XP_039751395.1	HMEL005295g1.t1
OG0008563	XP_039759563.1	HMEL032435g1.t1
OG0008564	XP_039749300.1	HMEL017852g1.t1
OG0008565	XP_039745427.1	HMEL010014g1.t1
OG0008566	XP_039757241.1	HMEL017533g1.t1
OG0008567	XP_039750642.1	HMEL017403g1.t1
OG0008568	XP_039747274.1	HMEL017040g1.t1
OG0008570	XP_039761839.1	HMEL034045g1.t1
OG0008572	XP_039750864.1	HMEL017404g1.t1
OG0008573	XP_039754479.1	HMEL010444g1.t1
OG0008575	XP_039759105.1	HMEL020813g1.t1
OG0008576	XP_039751472.1	HMEL018010g1.t1
OG0008577	XP_039747117.1	HMEL017627g1.t1, HMEL017046g1.t1
OG0008578	XP_039746977.1	HMEL035005g1.t1
OG0008579	XP_039747354.1	HMEL017050g1.t1
OG0008580	XP_039746644.1	HMEL035007g1.t1
OG0008581	XP_039759371.1	HMEL010988-RA
OG0008582	XP_039754135.1	HMEL014151g1.t1
OG0008584	XP_039762332.1, XP_039762331.1	HMEL034053g1.t1
OG0008587	XP_039747633.1	HMEL016546g1.t1
OG0008588	XP_039750942.1	HMEL017415g1.t1
OG0008589	XP_039760654.1	HMEL006198g1.t1
OG0008590	XP_039759036.1	HMEL032449g1.t1
OG0008591	XP_039747235.1	HMEL035011g1.t1
OG0008592	XP_039763837.1	HMEL035672g1.t1
OG0008593	XP_039749171.1	HMEL031761g1.t1
OG0008595	XP_039753717.1	HMEL031526g1.t1
OG0008596	XP_039757802.1	HMEL021611g1.t1
OG0008597	XP_039759145.1	HMEL032453g1.t1
OG0008598	XP_039750726.1	HMEL007163g1.t1
OG0008600	XP_039749527.1	HMEL005537g1.t1
OG0008601	XP_039754806.1	HMEL016212g1.t1
OG0008602	XP_039758034.1	HMEL009900g1.t1
OG0008604	XP_039760422.1	HMEL013959g1.t1
OG0008605	XP_039758199.1	HMEL036412g1.t1
OG0008606	XP_039765743.1	HMEL008660g1.t1
OG0008607	XP_039753424.1	HMEL002712g1.t1
OG0008608	XP_039748105.1	HMEL032276g1.t1
OG0008610	XP_039756383.1	HMEL008248g1.t1
OG0008611	XP_039752639.1	HMEL004063g1.t1
OG0008612	XP_039752985.1	HMEL002718g1.t1
OG0008614	XP_039756051.1	HMEL004012g1.t1
OG0008615	XP_039757971.1	HMEL020910g1.t1
OG0008616	XP_039758197.1	HMEL036415g1.t1
OG0008617	XP_039761886.1	HMEL004073g1.t1
OG0008618	XP_039757706.1	HMEL038017g1.t1
OG0008620	XP_039751651.1	HMEL004496g1.t1
OG0008621	XP_039756496.1	HMEL008222g1.t1
OG0008624	XP_039757582.1	HMEL007637g1.t1
OG0008625	XP_039751401.1	HMEL004493g1.t1
OG0008626	XP_039756541.1	HMEL003200g1.t1
OG0008627	XP_039752298.1	HMEL014563g1.t1
OG0008629	XP_039757466.1	HMEL007636g1.t1
OG0008630	XP_039750605.1	HMEL012928g1.t1
OG0008632	XP_039753239.1	HMEL002722g1.t1
OG0008633	XP_039756418.1	HMEL036628g1.t1
OG0008635	XP_039757819.1	HMEL038020g1.t1
OG0008636	XP_039757865.1	HMEL004076g1.t1
OG0008637	XP_039752369.1	HMEL012323g1.t1
OG0008638	XP_039748220.1	HMEL022169g1.t1
OG0008639	XP_039759998.1	HMEL009269g1.t1
OG0008641	XP_039757916.1	HMEL037956g1.t1
OG0008642	XP_039749826.1	HMEL006764g1.t1
OG0008643	XP_039754517.1	HMEL009945g1.t1
OG0008644	XP_039760190.1	HMEL009272g1.t1
OG0008645	XP_039754094.1	HMEL021302g1.t1
OG0008646	XP_039765422.1	HMEL015092g1.t1
OG0008647	XP_039757712.1, XP_039757713.1	HMEL004729g1.t1
OG0008648	XP_039746431.1	HMEL033940g1.t1
OG0008649	XP_039751507.1	HMEL020237g1.t1
OG0008650	XP_039748312.1	HMEL037368g1.t1
OG0008651	XP_039748390.1	HMEL037369g1.t1
OG0008652	XP_039761800.1	HMEL010072g1.t1
OG0008653	XP_039750922.1	HMEL008294g1.t1
OG0008654	XP_039754582.1	HMEL032848g1.t1, HMEL032845g1.t1
OG0008655	XP_039765423.1	HMEL015089g1.t1
OG0008656	XP_039760759.1	HMEL034629g1.t1
OG0008657	XP_039759738.1	HMEL003874g1.t1
OG0008658	XP_039765216.1	HMEL017260g1.t1
OG0008661	XP_039755558.1	HMEL037503g1.t1
OG0008662	XP_039755557.1	HMEL037507g1.t1
OG0008663	XP_039745433.1	HMEL015087g1.t1
OG0008665	XP_039750625.1	HMEL011484g1.t1
OG0008667	XP_039760871.1	HMEL006179g1.t1
OG0008668	XP_039748850.1	HMEL006611g1.t1
OG0008669	XP_039746417.1	HMEL021917g1.t1
OG0008670	XP_039756557.1	HMEL008360g1.t1
OG0008672	XP_039755734.1	HMEL037508g1.t1
OG0008673	XP_039755733.1	HMEL037509g1.t1
OG0008674	XP_039752399.1	HMEL035337g1.t1
OG0008675	XP_039762679.1	HMEL022632g1.t1
OG0008676	XP_039752006.1	HMEL035336g1.t1
OG0008677	XP_039759490.1	HMEL005631g1.t1
OG0008678	XP_039759291.1	HMEL032468g1.t1
OG0008679	XP_039756060.1	HMEL015046g1.t1
OG0008680	XP_039755935.1	HMEL021982g1.t1
OG0008681	XP_039751699.1	HMEL017878g1.t1
OG0008682	XP_039747337.1	HMEL013202g1.t1
OG0008684	XP_039748084.1	HMEL032234g1.t1
OG0008685	XP_039760112.1	HMEL009669g1.t1
OG0008686	XP_039757786.1	HMEL013030g1.t1
OG0008687	XP_039752363.1	HMEL003738g1.t1
OG0008688	XP_039760964.1	HMEL034485g1.t1
OG0008689	XP_039764187.1	HMEL009808g1.t1
OG0008690	XP_039746267.1	HMEL002620g1.t1
OG0008691	XP_039753369.1	HMEL014456g1.t1
OG0008692	XP_039761873.1	HMEL034086g1.t1
OG0008693	XP_039751574.1	HMEL034884g1.t1
OG0008694	XP_039762884.1	HMEL013852g1.t1
OG0008695	XP_039761874.1	HMEL034085g1.t1
OG0008696	XP_039748910.1	HMEL031391g1.t1
OG0008698	XP_039759232.1	HMEL017307g1.t1
OG0008699	XP_039755163.1	HMEL016235-RA
OG0008700	XP_039759471.1	HMEL017308g1.t1
OG0008701	XP_039749802.1	HMEL002549g1.t1
OG0008702	XP_039752778.1	HMEL035329g1.t1
OG0008703	XP_039762185.1	HMEL014752g1.t1
OG0008704	XP_039760803.1	HMEL006170g1.t1
OG0008705	XP_039753727.1	HMEL010526g1.t1
OG0008707	XP_039750831.1	HMEL036167g1.t1
OG0008708	XP_039748866.1	HMEL031821g1.t1
OG0008709	XP_039749049.1	HMEL031823g1.t1
OG0008710	XP_039759995.1	HMEL009678g1.t1
OG0008711	XP_039748766.1	HMEL017997g1.t1
OG0008712	XP_039760119.1	HMEL009679g1.t1
OG0008714	XP_039746772.1	HMEL012539g1.t1
OG0008716	XP_039757661.1	HMEL037976g1.t1
OG0008717	XP_039747451.1	HMEL035025g1.t1
OG0008718	XP_039765098.1	HMEL017227g1.t1
OG0008719	XP_039747940.1	HMEL032229g1.t1
OG0008722	XP_039765100.1	HMEL017225g1.t1
OG0008724	XP_039750276.1	HMEL025003g1.t1
OG0008725	XP_039748754.1	HMEL031828g1.t1
OG0008727	XP_039760747.1	HMEL016960g1.t1
OG0008728	XP_039751244.1	HMEL010759g1.t1
OG0008729	XP_039758674.1	HMEL008390g1.t1
OG0008730	XP_039748878.1	HMEL007198g1.t1
OG0008731	XP_039754229.1	HMEL022250g1.t1
OG0008734	XP_039747859.1	HMEL037390g1.t1
OG0008736	XP_039757211.1	HMEL033586g1.t1
OG0008737	XP_039745462.1	HMEL010338g1.t1
OG0008739	XP_039755046.1	HMEL017481g1.t1
OG0008741	XP_039762921.1, XP_039762922.1	HMEL037198g1.t1
OG0008742	XP_039757451.1	HMEL037968g1.t1
OG0008743	XP_039755103.1	HMEL034352g1.t1
OG0008744	XP_039760191.1	HMEL011590g1.t1
OG0008745	XP_039757450.1	HMEL037966g1.t1
OG0008746	XP_039757449.1	HMEL022344g1.t1
OG0008747	XP_039764150.1	HMEL009815g1.t1
OG0008748	XP_039752158.1	HMEL007042g1.t1
OG0008749	XP_039745107.1	HMEL010347g1.t1
OG0008750	XP_039752674.1	HMEL003572g1.t1
OG0008751	XP_039765938.1	HMEL010348g1.t1
OG0008753	XP_039751320.1	HMEL034871g1.t1
OG0008754	XP_039763146.1	HMEL035716g1.t1, HMEL009818g1.t1
OG0008755	XP_039746652.1	HMEL035032g1.t1
OG0008757	XP_039759706.1	HMEL030508g1.t1
OG0008758	XP_039751124.1	HMEL034830g1.t1
OG0008759	XP_039751153.1	HMEL016431g1.t1
OG0008760	XP_039759812.1	HMEL014895g1.t1
OG0008761	XP_039747980.1	HMEL011211g1.t1
OG0008762	XP_039760222.1	HMEL014894g1.t1
OG0008763	XP_039762552.1	HMEL037203g1.t1
OG0008764	XP_039747725.1	HMEL011210g1.t1
OG0008767	XP_039752749.1	HMEL009251g1.t1
OG0008768	XP_039750594.1	HMEL025052-RA
OG0008769	XP_039757381.1	HMEL002783g1.t1
OG0008770	XP_039751995.1	HMEL015516g1.t1
OG0008771	XP_039762349.1	HMEL034152g1.t1
OG0008772	XP_039747897.1	HMEL032223g1.t1
OG0008773	XP_039751569.1	HMEL016419g1.t1
OG0008774	XP_039757380.1	HMEL002782g1.t1
OG0008775	XP_039757315.1	HMEL004389g1.t1
OG0008777	XP_039762115.1	HMEL013459g1.t1
OG0008778	XP_039751005.1	HMEL034837g1.t1
OG0008779	XP_039760067.1	HMEL009461g1.t1
OG0008781	XP_039754819.1, XP_039760428.1, XP_039755812.1	HMEL033146g1.t1
OG0008788	XP_039748113.1	HMEL037392g1.t1
OG0008789	XP_039764475.1	HMEL017186g1.t1
OG0008790	XP_039760688.1	HMEL014463g1.t1
OG0008792	XP_039748954.1	HMEL015364g1.t1
OG0008793	XP_039745162.1	HMEL031379g1.t1
OG0008794	XP_039747016.1	HMEL007730g1.t1
OG0008796	XP_039755052.1	HMEL017493-RA
OG0008797	XP_039745104.1	HMEL013578g1.t1
OG0008798	XP_039756509.1	HMEL007206g1.t1
OG0008799	XP_039746842.1	HMEL035045g1.t1
OG0008801	XP_039762116.1	HMEL005227g1.t1
OG0008802	XP_039758805.1	HMEL007438g1.t1
OG0008803	XP_039765129.1	HMEL030209g1.t1
OG0008804	XP_039757376.1	HMEL004400g1.t1
OG0008805	XP_039757262.1	HMEL010237g1.t1
OG0008806	XP_039745105.1	HMEL006525g1.t1
OG0008807	XP_039745482.1	HMEL031376g1.t1
OG0008808	XP_039746986.1	HMEL003820g1.t1
OG0008809	XP_039755615.1	HMEL017290g1.t1
OG0008812	XP_039752421.1	HMEL022589g1.t1
OG0008814	XP_039755156.1	HMEL017500-RA
OG0008817	XP_039757207.1	HMEL033568g1.t1
OG0008818	XP_039747889.1	HMEL032205g1.t1
OG0008819	XP_039753560.1	HMEL011904g1.t1
OG0008820	XP_039748588.1	HMEL008095g1.t1
OG0008821	XP_039757285.1	HMEL033566g1.t1
OG0008822	XP_039765914.1	HMEL007185g1.t1
OG0008823	XP_039750560.1	HMEL025056-RA
OG0008824	XP_039748585.1	HMEL021388g1.t1
OG0008825	XP_039764862.1	HMEL012392g1.t1
OG0008827	XP_039759296.1	HMEL004769g1.t1
OG0008828	XP_039749196.1	HMEL020720g1.t1
OG0008830	XP_039759162.1	HMEL020919g1.t1
OG0008831	XP_039753379.1	HMEL011913g1.t1
OG0008832	XP_039755621.1	HMEL009221g1.t1
OG0008833	XP_039751018.1	HMEL017882g1.t1
OG0008834	XP_039762102.1	HMEL013451g1.t1
OG0008835	XP_039747288.1	HMEL006222g1.t1
OG0008836	XP_039746450.1	HMEL016842g1.t1
OG0008838	XP_039754535.1	HMEL021235g1.t1
OG0008839	XP_039760223.1	HMEL030401g1.t1
OG0008840	XP_039754025.1	HMEL032827g1.t1
OG0008841	XP_039754026.1	HMEL021237g1.t1
OG0008844	XP_039754339.1	HMEL005572g1.t1
OG0008846	XP_039759583.1	HMEL007682g1.t1
OG0008847	XP_039748724.1	HMEL031871g1.t1
OG0008848	XP_039752842.1	HMEL011924g1.t1
OG0008849	XP_039748890.1	HMEL005401g1.t1
OG0008850	XP_039758741.1	HMEL036469g1.t1
OG0008851	XP_039758066.1	HMEL006975g1.t1
OG0008852	XP_039755716.1	HMEL017846g1.t1
OG0008854	XP_039748320.1	HMEL008484g1.t1
OG0008856	XP_039745923.1	HMEL007702g1.t1
OG0008857	XP_039758844.1	HMEL036473g1.t1
OG0008858	XP_039759258.1	HMEL015109g1.t1
OG0008859	XP_039759261.1	HMEL032515g1.t1
OG0008860	XP_039747855.1	HMEL037405g1.t1
OG0008861	XP_039752932.1	HMEL011932g1.t1
OG0008862	XP_039746179.1	HMEL033878g1.t1
OG0008864	XP_039755917.1	HMEL013691g1.t1
OG0008865	XP_039760718.1	HMEL008616g1.t1
OG0008866	XP_039756507.1	HMEL036656g1.t1
OG0008868	XP_039764023.1	HMEL025045g1.t1
OG0008869	XP_039750070.1	HMEL003218g1.t1
OG0008870	XP_039746664.1	HMEL035063g1.t1
OG0008872	XP_039754741.1	HMEL011010-RA
OG0008873	XP_039762891.1	HMEL011523g1.t1
OG0008874	XP_039762951.1	HMEL010823g1.t1
OG0008876	XP_039762609.1	HMEL010822g1.t1
OG0008879	XP_039749626.1	HMEL003213g1.t1
OG0008880	XP_039762134.1	HMEL013457g1.t1
OG0008881	XP_039748635.1	HMEL031881g1.t1
OG0008882	XP_039751720.1	HMEL014650g1.t1
OG0008883	XP_039754051.1	HMEL032807g1.t1
OG0008884	XP_039762019.1	HMEL002732g1.t1
OG0008885	XP_039745382.1	HMEL031175g1.t1
OG0008886	XP_039745392.1	HMEL031174g1.t1
OG0008887	XP_039765367.1	HMEL031173g1.t1
OG0008890	XP_039755679.1	HMEL013676g1.t1
OG0008891	XP_039763627.1	HMEL002160g1.t1
OG0008892	XP_039758389.1	HMEL014389g1.t1
OG0008894	XP_039751535.1	HMEL004303g1.t1
OG0008895	XP_039751610.1	HMEL034815g1.t1
OG0008896	XP_039750871.1	HMEL006043g1.t1
OG0008897	XP_039746196.1	HMEL021650g1.t1
OG0008898	XP_039764195.1	HMEL002158g1.t1
OG0008899	XP_039750547.1	HMEL006044g1.t1
OG0008900	XP_039751003.1	HMEL004298g1.t1
OG0008901	XP_039753149.1, XP_039753148.1	HMEL031625g1.t1
OG0008902	XP_039750822.1	HMEL006048g1.t1
OG0008907	XP_039755000.1	HMEL015740g1.t1
OG0008908	XP_039757906.1	HMEL013427g1.t1
OG0008909	XP_039750820.1	HMEL006111g1.t1
OG0008910	XP_039747267.1	HMEL035071g1.t1
OG0008911	XP_039764975.1	HMEL012434g1.t1
OG0008912	XP_039745949.1	HMEL033865g1.t1
OG0008913	XP_039756446.1	HMEL036640g1.t1
OG0008914	XP_039758841.1	HMEL014400g1.t1
OG0008915	XP_039749455.1	HMEL002772g1.t1
OG0008916	XP_039753105.1	HMEL017582g1.t1
OG0008917	XP_039760052.1, XP_039760044.1	HMEL005922g1.t1
OG0008918	XP_039755870.1	HMEL030793g1.t1
OG0008919	XP_039760814.1	HMEL010663g1.t1
OG0008923	XP_039747271.1, XP_039747280.1	HMEL016804g1.t1
OG0008924	XP_039750045.1	HMEL002774g1.t1
OG0008925	XP_039764837.1	HMEL016802g1.t1
OG0008926	XP_039746316.1	HMEL004874g1.t1
OG0008927	XP_039756890.1	HMEL033551g1.t1
OG0008928	XP_039757148.1	HMEL033548g1.t1
OG0008930	XP_039751580.1	HMEL008056g1.t1
OG0008932	XP_039760746.1	HMEL010670g1.t1
OG0008933	XP_039747880.1	HMEL022357g1.t1
OG0008934	XP_039756309.1	HMEL008355g1.t1
OG0008936	XP_039756079.1	HMEL036635g1.t1
OG0008938	XP_039757260.1	HMEL033546g1.t1
OG0008939	XP_039756625.1	HMEL030796g1.t1
OG0008941	XP_039749327.1	HMEL016186g1.t1
OG0008942	XP_039748295.1	HMEL009337g1.t1
OG0008943	XP_039753349.1	HMEL031622g1.t1
OG0008945	XP_039756124.1	HMEL036681g1.t1
OG0008946	XP_039759183.1	HMEL032543g1.t1
OG0008948	XP_039747623.1	HMEL003055g1.t1
OG0008949	XP_039765836.1	HMEL031163g1.t1
OG0008950	XP_039765837.1	HMEL013076g1.t1
OG0008951	XP_039753233.1	HMEL017589g1.t1
OG0008953	XP_039757035.1	HMEL011143g1.t1
OG0008954	XP_039759387.1	HMEL021572g1.t1
OG0008956	XP_039751187.1	HMEL004935g1.t1
OG0008957	XP_039752309.1	HMEL014247-RA
OG0008958	XP_039753345.1	HMEL017593g1.t1
OG0008959	XP_039762389.1	HMEL005228g1.t1
OG0008960	XP_039755473.1	HMEL005472g1.t1
OG0008961	XP_039758971.1	HMEL007582g1.t1
OG0008962	XP_039748150.1	HMEL020070g1.t1
OG0008963	XP_039758838.1	HMEL022219g1.t1
OG0008964	XP_039751468.1	HMEL022301g1.t1
OG0008965	XP_039758067.1	HMEL022063g1.t1
