Orthogroup	Pararge_aegeria	Junonia_coenia
OG0007812	XP_039747427.1	JC_04210-RA
OG0007813	XP_039753025.1	JC_07812-RA
OG0007814	XP_039765460.1	JC_00225-RA
OG0007816	XP_039745348.1	JC_00224-RA
OG0007817	XP_039747278.1	JC_04214-RA
OG0007818	XP_039754456.1	JC_03124-RA
OG0007819	XP_039761521.1	JC_15421-RA
OG0007820	XP_039754121.1	JC_03123-RA
OG0007821	XP_039750043.1	JC_09067-RA
OG0007822	XP_039756903.1	JC_11073-RA
OG0007823	XP_039761773.1	JC_15420-RA
OG0007824	XP_039764688.1	JC_08493-RA
OG0007825	XP_039747037.1	JC_04216-RA
OG0007826	XP_039749765.1	JC_09066-RA
OG0007827	XP_039764077.1	JC_01802-RA
OG0007828	XP_039752380.1	JC_11802-RA
OG0007829	XP_039754365.1	JC_03122-RA
OG0007830	XP_039754905.1	JC_00852-RA
OG0007831	XP_039746112.1	JC_02843-RA
OG0007832	XP_039747007.1	JC_04221-RA
OG0007833	XP_039746659.1	JC_04222-RA
OG0007834	XP_039754371.1	JC_00853-RA
OG0007835	XP_039755045.1	JC_05152-RA
OG0007836	XP_039754383.1	JC_00854-RA
OG0007837	XP_039763946.1	JC_01805-RA
OG0007838	XP_039758649.1, XP_039755042.1	JC_00850-RA
OG0007839	XP_039746621.1	JC_04224-RA
OG0007840	XP_039754106.1	JC_03112-RA
OG0007841	XP_039765834.1	JC_00217-RA
OG0007842	XP_039765071.1	JC_08498-RA
OG0007843	XP_039765943.1	JC_00216-RA
OG0007844	XP_039753275.1	JC_07818-RA
OG0007845	XP_039764877.1	JC_08500-RA
OG0007846	XP_039765178.1	JC_08502-RA
OG0007847	XP_039756034.1	JC_11028-RA
OG0007848	XP_039765397.1	JC_00212-RA
OG0007849	XP_039749583.1	JC_09094-RA
OG0007850	XP_039757048.1	JC_11082-RA
OG0007851	XP_039751630.1	JC_09257-RA
OG0007852	XP_039753577.1	JC_07822-RA
OG0007853	XP_039752875.1	JC_07823-RA
OG0007854	XP_039745046.1	JC_00207-RA
OG0007855	XP_039764185.1	JC_01796-RA
OG0007856	XP_039751648.1	JC_09255-RA
OG0007857	XP_039745209.1	JC_00206-RA
OG0007858	XP_039750263.1	JC_13512-RA
OG0007860	XP_039756080.1	JC_11023-RA
OG0007861	XP_039751728.1	JC_09251-RA
OG0007862	XP_039751727.1	JC_09249-RA
OG0007863	XP_039756345.1	JC_11022-RA
OG0007864	XP_039756793.1	JC_11091-RA
OG0007865	XP_039754204.1	JC_03110-RA
OG0007866	XP_039756597.1	JC_11021-RA
OG0007867	XP_039749014.1	JC_04967-RA, JC_04968-RA
OG0007868	XP_039753493.1	JC_07827-RA
OG0007869	XP_039754357.1	JC_03108-RA
OG0007870	XP_039752738.1	JC_11820-RA
OG0007871	XP_039756258.1	JC_11017-RA
OG0007872	XP_039765182.1	JC_08506-RA
OG0007873	XP_039755108.1	JC_05154-RA
OG0007874	XP_039753194.1	JC_07830-RA
OG0007875	XP_039745478.1	JC_00198-RA, JC_00200-RA
OG0007876	XP_039762568.1	JC_08508-RA
OG0007877	XP_039745303.1	JC_13509-RA
OG0007878	XP_039763273.1	JC_01791-RA
OG0007879	XP_039745315.1	JC_13508-RA
OG0007880	XP_039754658.1	JC_05155-RA
OG0007881	XP_039754117.1	JC_03104-RA
OG0007882	XP_039754150.1	JC_03103-RA
OG0007883	XP_039764144.1	JC_01789-RA
OG0007884	XP_039754179.1	JC_03101-RA
OG0007885	XP_039754527.1	JC_03100-RA
OG0007886	XP_039748580.1	JC_13504-RA
OG0007887	XP_039748794.1	JC_04976-RA
OG0007888	XP_039754020.1	JC_03099-RA
OG0007889	XP_039754022.1	JC_03098-RA
OG0007890	XP_039754019.1	JC_03097-RA
OG0007891	XP_039754629.1	JC_05159-RA
OG0007892	XP_039754264.1	JC_03096-RA
OG0007893	XP_039755033.1	JC_05161-RA
OG0007894	XP_039753922.1	JC_03095-RA
OG0007895	XP_039753202.1	JC_07836-RA
OG0007896	XP_039752969.1	JC_07837-RA
OG0007897	XP_039752570.1	JC_11822-RA
OG0007898	XP_039748716.1	JC_04979-RA
OG0007899	XP_039753823.1, XP_039753825.1	JC_03093-RA
OG0007900	XP_039752972.1	JC_07838-RA
OG0007901	XP_039753142.1	JC_07839-RA
OG0007902	XP_039755211.1	JC_00843-RA
OG0007903	XP_039750918.1	JC_06590-RA
OG0007904	XP_039754796.1	JC_05164-RA
OG0007905	XP_039755203.1	JC_05165-RA
OG0007906	XP_039764891.1	JC_08510-RA
OG0007907	XP_039748611.1, XP_039748612.1	JC_04982-RA
OG0007908	XP_039763696.1	JC_01653-RA
OG0007909	XP_039754530.1	JC_03090-RA
OG0007910	XP_039745237.1	JC_00195-RA
OG0007912	XP_039758624.1	JC_00836-RA
OG0007913	XP_039745235.1	JC_00194-RA
OG0007914	XP_039751717.1	JC_09231-RA
OG0007915	XP_039753625.1	JC_07841-RA
OG0007916	XP_039748576.1	JC_04985-RA
OG0007917	XP_039745472.1	JC_00193-RA
OG0007918	XP_039754100.1	JC_03088-RA
OG0007919	XP_039755087.1	JC_00835-RA, JC_00857-RA
OG0007920	XP_039763803.1	JC_01665-RA
OG0007921	XP_039763395.1	JC_01667-RA
OG0007922	XP_039764902.1	JC_08513-RA
OG0007923	XP_039751772.1	JC_11828-RA
OG0007924	XP_039751493.1	JC_09224-RA
OG0007925	XP_039752287.1	JC_11829-RA
OG0007926	XP_039761269.1	JC_00858-RA
OG0007927	XP_039757182.1	JC_11102-RA
OG0007928	XP_039753957.1	JC_03086-RA
OG0007929	XP_039753956.1	JC_03085-RA
OG0007930	XP_039752696.1	JC_11831-RA
OG0007931	XP_039753695.1	JC_07843-RA
OG0007932	XP_039757256.1	JC_11104-RA
OG0007933	XP_039751816.1	JC_11832-RA
OG0007934	XP_039751949.1	JC_11833-RA
OG0007936	XP_039756938.1	JC_11106-RA
OG0007937	XP_039746473.1	JC_02853-RA
OG0007938	XP_039750480.1	JC_06584-RA
OG0007939	XP_039753626.1	JC_07849-RA
OG0007940	XP_039750866.1	JC_06582-RA
OG0007941	XP_039765801.1	JC_00183-RA
OG0007942	XP_039752106.1	JC_11835-RA
OG0007943	XP_039753642.1	JC_07850-RA
OG0007944	XP_039765387.1	JC_00179-RA
OG0007945	XP_039750718.1	JC_06578-RA
OG0007946	XP_039765858.1	JC_00177-RA
OG0007947	XP_039763306.1	JC_01714-RA
OG0007948	XP_039750269.1	JC_06577-RA
OG0007949	XP_039752992.1	JC_07852-RA
OG0007950	XP_039751094.1	JC_09216-RA
OG0007951	XP_039753592.1	JC_07853-RA
OG0007952	XP_039753650.1	JC_07854-RA
OG0007953	XP_039755712.1	JC_07229-RA
OG0007954	XP_039754360.1	JC_00863-RA
OG0007955	XP_039755744.1	JC_07231-RA
OG0007956	XP_039753261.1	JC_07856-RA
OG0007957	XP_039762001.1	JC_00865-RA
OG0007958	XP_039755651.1	JC_07237-RA
OG0007959	XP_039753040.1	JC_07858-RA
OG0007960	XP_039751557.1	JC_09213-RA
OG0007961	XP_039746081.1	JC_02846-RA
OG0007962	XP_039753580.1	JC_07859-RA
OG0007963	XP_039755868.1	JC_07242-RA
OG0007964	XP_039765972.1	JC_00167-RA
OG0007965	XP_039754799.1	JC_05170-RA
OG0007966	XP_039755636.1	JC_07245-RA
OG0007967	XP_039745308.1	JC_00166-RA
OG0007968	XP_039754459.1	JC_03079-RA
OG0007969	XP_039754642.1	JC_05172-RA
OG0007970	XP_039755635.1	JC_07248-RA
OG0007971	XP_039752963.1	JC_07860-RA
OG0007972	XP_039750273.1	JC_06569-RA
OG0007973	XP_039746723.1	JC_04370-RA
OG0007974	XP_039748841.1	JC_04992-RA
OG0007975	XP_039752962.1	JC_07861-RA
OG0007976	XP_039752964.1	JC_07862-RA
OG0007977	XP_039751272.1	JC_09208-RA
OG0007978	XP_039752968.1	JC_07863-RA
OG0007979	XP_039751520.1	JC_09209-RA
OG0007980	XP_039746285.1	JC_02840-RA
OG0007981	XP_039765021.1	JC_08516-RA
OG0007982	XP_039757345.1	JC_11109-RA
OG0007983	XP_039764780.1	JC_08517-RA
OG0007984	XP_039746610.1	JC_04368-RA
OG0007985	XP_039751206.1	JC_09206-RA
OG0007986	XP_039750810.1	JC_06567-RA
OG0007987	XP_039746226.1	JC_02839-RA
OG0007988	XP_039752658.1	JC_11847-RA
OG0007989	XP_039754059.1	JC_03074-RA
OG0007990	XP_039745119.1	JC_00162-RA
OG0007991	XP_039754505.1	JC_03072-RA
OG0007992	XP_039764782.1	JC_08522-RA
OG0007993	XP_039763437.1	JC_01627-RA
OG0007994	XP_039746518.1	JC_04367-RA
OG0007995	XP_039754949.1	JC_05175-RA
OG0007996	XP_039751389.1	JC_09202-RA
OG0007997	XP_039765871.1	JC_00160-RA
OG0007998	XP_039745796.1	JC_02833-RA
OG0007999	XP_039765829.1	JC_00158-RA
OG0008000	XP_039745328.1	JC_00157-RA
OG0008001	XP_039754651.1	JC_05176-RA
OG0008002	XP_039765530.1	JC_00155-RA
OG0008003	XP_039745781.1	JC_02832-RA
OG0008004	XP_039763813.1	JC_01644-RA
OG0008005	XP_039747188.1	JC_04359-RA, JC_04360-RA
OG0008006	XP_039763881.1	JC_01640-RA
OG0008007	XP_039746721.1	JC_04358-RA
OG0008008	XP_039754247.1	JC_03067-RA
OG0008010	XP_039763117.1	JC_01639-RA
OG0008011	XP_039745404.1	JC_00153-RA
OG0008012	XP_039757214.1	JC_11268-RA
OG0008013	XP_039764299.1	JC_08526-RA
OG0008014	XP_039746937.1	JC_04355-RA
OG0008015	XP_039750214.1	JC_06562-RA
OG0008016	XP_039758654.1	JC_05742-RA
OG0008017	XP_039751553.1	JC_09193-RA
OG0008018	XP_039751685.1	JC_09179-RA
OG0008019	XP_039745391.1	JC_00152-RA
OG0008020	XP_039747435.1	JC_13479-RA
OG0008021	XP_039751428.1	JC_09180-RA
OG0008022	XP_039756949.1	JC_11267-RA
OG0008023	XP_039758446.1	JC_05739-RA
OG0008024	XP_039751517.1	JC_09181-RA
OG0008025	XP_039755879.1	JC_07250-RA
OG0008026	XP_039751453.1	JC_09182-RA
OG0008027	XP_039749585.1	JC_09112-RA
OG0008028	XP_039763321.1	JC_01637-RA
OG0008029	XP_039761483.1	JC_15396-RA
OG0008030	XP_039749586.1	JC_09113-RA
OG0008031	XP_039762060.1	JC_13472-RA
OG0008032	XP_039754506.1	JC_03049-RA
OG0008033	XP_039746177.1, XP_039746184.1	JC_13470-RA
OG0008034	XP_039749588.1	JC_09116-RA
OG0008035	XP_039753535.1	JC_07870-RA
OG0008036	XP_039752241.1	JC_11875-RA
OG0008037	XP_039753170.1	JC_07871-RA
OG0008038	XP_039747159.1, XP_039747158.1	JC_04342-RA
OG0008039	XP_039755927.1	JC_07256-RA
OG0008040	XP_039757589.1	JC_00893-RA
OG0008041	XP_039751459.1	JC_09183-RA
OG0008042	XP_039763203.1	JC_01635-RA
OG0008043	XP_039750614.1	JC_06556-RA
OG0008044	XP_039745713.1	JC_02828-RA
OG0008045	XP_039754211.1	JC_03041-RA
OG0008046	XP_039755435.1	JC_07266-RA
OG0008047	XP_039751936.1	JC_11887-RA
OG0008048	XP_039753267.1	JC_07874-RA
OG0008049	XP_039755436.1	JC_07267-RA
OG0008050	XP_039761344.1	JC_00897-RA
OG0008051	XP_039753646.1	JC_07876-RA
OG0008052	XP_039761404.1	JC_00899-RA
OG0008053	XP_039749574.1	JC_09131-RA
OG0008054	XP_039761531.1, XP_039761540.1	JC_00904-RA
OG0008055	XP_039749809.1	JC_09132-RA
OG0008056	XP_039753499.1	JC_07880-RA
OG0008057	XP_039765599.1	JC_00124-RA
OG0008058	XP_039746646.1	JC_13464-RA
OG0008060	XP_039751956.1	JC_11890-RA
OG0008062	XP_039755124.1	JC_00912-RA
OG0008063	XP_039759188.1	JC_00913-RA
OG0008064	XP_039763926.1, XP_039763925.1	JC_01629-RA
OG0008065	XP_039745547.1	JC_13462-RA
OG0008066	XP_039749256.1	JC_05032-RA
OG0008067	XP_039745644.1	JC_02823-RA
OG0008068	XP_039752468.1	JC_11893-RA
OG0008069	XP_039749045.1	JC_05024-RA
OG0008070	XP_039761743.1	JC_00917-RA
OG0008071	XP_039753522.1	JC_07886-RA
OG0008072	XP_039745947.1	JC_02821-RA
OG0008073	XP_039762403.1	JC_13459-RA, JC_13460-RA
OG0008075	XP_039749116.1	JC_05025-RA
OG0008076	XP_039763152.1	JC_01695-RA
OG0008078	XP_039753633.1	JC_07888-RA
OG0008079	XP_039749149.1	JC_05026-RA
OG0008080	XP_039752294.1	JC_00921-RA
OG0008081	XP_039745760.1	JC_02814-RA
OG0008082	XP_039748818.1	JC_05023-RA
OG0008083	XP_039745761.1	JC_02813-RA
OG0008084	XP_039750751.1	JC_13450-RA
OG0008085	XP_039749309.1	JC_05022-RA
OG0008086	XP_039762482.1	JC_13451-RA
OG0008087	XP_039752313.1	JC_00922-RA
OG0008088	XP_039755715.1	JC_00923-RA
OG0008089	XP_039757204.1	JC_00924-RA
OG0008090	XP_039762554.1	JC_13446-RA
OG0008091	XP_039749659.1	JC_09151-RA
OG0008092	XP_039752765.1	JC_11902-RA
OG0008093	XP_039753114.1	JC_07898-RA
OG0008094	XP_039753188.1	JC_07901-RA
OG0008095	XP_039746329.1	JC_13445-RA
OG0008096	XP_039748897.1	JC_05050-RA
OG0008097	XP_039754366.1	JC_03026-RA
OG0008098	XP_039763358.1	JC_01704-RA
OG0008099	XP_039751784.1	JC_11906-RA
OG0008100	XP_039758806.1	JC_00925-RA
OG0008101	XP_039745381.1	JC_00115-RA
OG0008102	XP_039761234.1	JC_00926-RA
OG0008103	XP_039745526.1	JC_00111-RA
OG0008104	XP_039745527.1	JC_00110-RA
OG0008105	XP_039752519.1	JC_11648-RA
OG0008106	XP_039752267.1	JC_11647-RA
OG0008108	XP_039765625.1	JC_00109-RA
OG0008109	XP_039754369.1	JC_03023-RA
OG0008110	XP_039765928.1	JC_00108-RA
OG0008111	XP_039749123.1	JC_05060-RA
OG0008112	XP_039754036.1	JC_03021-RA
OG0008113	XP_039764961.1	JC_13436-RA
OG0008114	XP_039745908.1	JC_13432-RA
OG0008115	XP_039748564.1	JC_05070-RA
OG0008116	XP_039749115.1	JC_13431-RA
OG0008117	XP_039754131.1	JC_03018-RA
OG0008118	XP_039763130.1	JC_01660-RA
OG0008119	XP_039751827.1	JC_11554-RA
OG0008121	XP_039747383.1	JC_04311-RA
OG0008122	XP_039750113.1	JC_13423-RA
OG0008123	XP_039758353.1	JC_00943-RA
OG0008124	XP_039746609.1	JC_04306-RA, JC_04304-RA
OG0008125	XP_039753872.1	JC_03005-RA
OG0008126	XP_039752389.1	JC_11558-RA
OG0008127	XP_039752716.1	JC_11561-RA
OG0008128	XP_039765515.1	JC_00099-RA
OG0008129	XP_039765141.1	JC_08617-RA
OG0008130	XP_039765755.1	JC_00098-RA
OG0008131	XP_039754370.1	JC_02999-RA
OG0008132	XP_039765311.1	JC_00097-RA
OG0008133	XP_039763763.1	JC_01624-RA
OG0008134	XP_039747501.1	JC_04296-RA
OG0008135	XP_039745279.1	JC_00095-RA
OG0008136	XP_039756294.1	JC_00954-RA
OG0008137	XP_039752236.1	JC_11570-RA
OG0008138	XP_039747119.1	JC_04290-RA
OG0008139	XP_039765915.1	JC_00091-RA
OG0008141	XP_039750054.1	JC_13413-RA, JC_13415-RA
OG0008142	XP_039752327.1	JC_11575-RA
OG0008143	XP_039765745.1	JC_00088-RA
OG0008144	XP_039758849.1	JC_00959-RA
OG0008145	XP_039754164.1	JC_00960-RA
OG0008146	XP_039752234.1	JC_11576-RA
OG0008147	XP_039753163.1	JC_00966-RA
OG0008148	XP_039746867.1	JC_04283-RA
OG0008149	XP_039746895.1	JC_04281-RA
OG0008150	XP_039752474.1	JC_00968-RA
OG0008151	XP_039747293.1	JC_04278-RA
OG0008152	XP_039747384.1	JC_04277-RA
OG0008153	XP_039745286.1	JC_00082-RA
OG0008154	XP_039765560.1	JC_00081-RA
OG0008155	XP_039754554.1	JC_02997-RA
OG0008156	XP_039752440.1	JC_00975-RA
OG0008157	XP_039762522.1	JC_08606-RA
OG0008158	XP_039752465.1	JC_11585-RA
OG0008159	XP_039752368.1	JC_11586-RA
OG0008160	XP_039748630.1	JC_13401-RA
OG0008161	XP_039765314.1	JC_13400-RA
OG0008162	XP_039765329.1	JC_13399-RA
OG0008163	XP_039745201.1	JC_00078-RA
OG0008164	XP_039765285.1	JC_08601-RA
OG0008166	XP_039754373.1	JC_02991-RA
OG0008167	XP_039765726.1	JC_00076-RA
OG0008168	XP_039765045.1	JC_08598-RA
OG0008169	XP_039745931.1	JC_02804-RA
OG0008171	XP_039746146.1	JC_02801-RA
OG0008173	XP_039764834.1	JC_08589-RA
OG0008174	XP_039746399.1	JC_02795-RA
OG0008175	XP_039746187.1	JC_02794-RA
OG0008176	XP_039752377.1	JC_11592-RA
OG0008177	XP_039745975.1	JC_02793-RA
OG0008178	XP_039754249.1	JC_02970-RA
OG0008179	XP_039745127.1	JC_00070-RA
OG0008180	XP_039746386.1	JC_02789-RA
OG0008181	XP_039754569.1	JC_02973-RA
OG0008182	XP_039745641.1	JC_02788-RA
OG0008183	XP_039752431.1	JC_11597-RA
OG0008184	XP_039752791.1	JC_11598-RA
OG0008185	XP_039752360.1	JC_11599-RA
OG0008186	XP_039752229.1	JC_11601-RA
OG0008187	XP_039757547.1	JC_13387-RA
OG0008188	XP_039752788.1	JC_11605-RA
OG0008189	XP_039751735.1	JC_11608-RA
OG0008190	XP_039754346.1	JC_02978-RA
OG0008191	XP_039764429.1	JC_08579-RA
OG0008192	XP_039754252.1	JC_02979-RA
OG0008193	XP_039764347.1	JC_08577-RA, JC_08578-RA
OG0008194	XP_039752125.1	JC_11614-RA
OG0008195	XP_039756388.1	JC_00979-RA
OG0008196	XP_039745746.1	JC_02779-RA
OG0008197	XP_039745750.1	JC_02776-RA
OG0008198	XP_039745986.1	JC_02775-RA
OG0008199	XP_039751797.1	JC_11620-RA
OG0008200	XP_039745898.1	JC_02773-RA, JC_02772-RA
OG0008201	XP_039756727.1	JC_00983-RA
OG0008203	XP_039754450.1	JC_00986-RA
OG0008204	XP_039745380.1	JC_00037-RA
OG0008205	XP_039746273.1	JC_02767-RA
OG0008206	XP_039763984.1	JC_01684-RA
OG0008208	XP_039748484.1	JC_13382-RA
OG0008209	XP_039746638.1	JC_04258-RA
OG0008210	XP_039745754.1	JC_02765-RA
OG0008211	XP_039745951.1	JC_13379-RA
OG0008212	XP_039747213.1	JC_04256-RA
OG0008213	XP_039762812.1	JC_13376-RA
OG0008214	XP_039764833.1	JC_08567-RA
OG0008215	XP_039764648.1	JC_08564-RA
OG0008216	XP_039764153.1	JC_01729-RA
OG0008217	XP_039746981.1	JC_04236-RA
OG0008218	XP_039761380.1	JC_00991-RA
OG0008219	XP_039746709.1	JC_04237-RA
OG0008220	XP_039747320.1	JC_04239-RA
OG0008221	XP_039746254.1	JC_02764-RA
OG0008222	XP_039764997.1	JC_08562-RA
OG0008223	XP_039764996.1	JC_08561-RA
OG0008224	XP_039755966.1	JC_01000-RA
OG0008225	XP_039765155.1	JC_08557-RA
OG0008226	XP_039764783.1	JC_08553-RA
OG0008227	XP_039764839.1	JC_08551-RA
OG0008228	XP_039745416.1	JC_00022-RA
OG0008229	XP_039747170.1	JC_04247-RA
OG0008230	XP_039765853.1	JC_13364-RA
OG0008232	XP_039747061.1	JC_04250-RA
OG0008233	XP_039747207.1	JC_04251-RA
OG0008234	XP_039745873.1	JC_02755-RA
OG0008235	XP_039749930.1	JC_13352-RA
OG0008236	XP_039745774.1	JC_02751-RA
OG0008237	XP_039749402.1	JC_13340-RA
OG0008238	XP_039764594.1	JC_08544-RA
OG0008239	XP_039746129.1	JC_02747-RA
OG0008240	XP_039762953.1	JC_08540-RA
OG0008241	XP_039763293.1	JC_01736-RA
OG0008242	XP_039762557.1	JC_08538-RA
OG0008243	XP_039765785.1	JC_00012-RA
OG0008244	XP_039764949.1	JC_08534-RA
OG0008245	XP_039760512.1	JC_01005-RA
OG0008246	XP_039760431.1	JC_01007-RA
OG0008247	XP_039764117.1	JC_01748-RA
OG0008248	XP_039745261.1	JC_00008-RA, JC_00009-RA
OG0008250	XP_039760935.1	JC_01008-RA
OG0008251	XP_039745400.1	JC_00002-RA
OG0008252	XP_039765480.1	JC_00003-RA
OG0008253	XP_039765339.1	JC_00004-RA
OG0008254	XP_039764114.1	JC_01754-RA
OG0008255	XP_039757816.1	JC_01021-RA
OG0008256	XP_039757703.1	JC_01025-RA
OG0008257	XP_039760883.1	JC_01026-RA
OG0008258	XP_039763514.1, XP_039763515.1	JC_01760-RA
OG0008259	XP_039753380.1	JC_01027-RA
OG0008260	XP_039763666.1	JC_01762-RA
OG0008261	XP_039756809.1	JC_01031-RA
OG0008262	XP_039763843.1	JC_01768-RA
OG0008263	XP_039761053.1	JC_01036-RA
OG0008264	XP_039751948.1	JC_01042-RA
OG0008265	XP_039761321.1	JC_01047-RA
OG0008266	XP_039760182.1	JC_01120-RA
OG0008267	XP_039755681.1	JC_01115-RA
OG0008268	XP_039755661.1, XP_039755654.1	JC_01114-RA
OG0008269	XP_039757472.1	JC_01112-RA
OG0008270	XP_039764137.1	JC_01780-RA
OG0008271	XP_039755808.1	JC_01106-RA
OG0008273	XP_039758495.1	JC_05818-RA
OG0008274	XP_039760065.1	JC_00839-RA
OG0008275	XP_039755431.1	JC_06996-RA
OG0008276	XP_039755531.1, XP_039755529.1	JC_07086-RA
OG0008277	XP_039762490.1	JC_16430-RA
OG0008278	XP_039747483.1	JC_14977-RA, JC_14464-RA
OG0008279	XP_039752766.1	JC_01485-RA
OG0008280	XP_039757737.1	JC_12284-RA
OG0008281	XP_039762615.1	JC_16770-RA
OG0008282	XP_039757428.1	JC_11550-RA
OG0008283	XP_039751372.1, XP_039751380.1	JC_09317-RA
OG0008284	XP_039761707.1	JC_15387-RA
OG0008285	XP_039748052.1	JC_16066-RA
OG0008286	XP_039752157.1	JC_12174-RA
OG0008288	XP_039765620.1	JC_00202-RA
OG0008289	XP_039758644.1	JC_05947-RA
OG0008290	XP_039754223.1	JC_03346-RA
OG0008291	XP_039757659.1, XP_039757660.1	JC_12455-RA
OG0008292	XP_039746232.1	JC_14264-RA
OG0008293	XP_039752037.1	JC_16203-RA
OG0008295	XP_039757915.1	JC_12486-RA
OG0008296	XP_039761541.1, XP_039761539.1	JC_15306-RA
OG0008297	XP_039762621.1, XP_039762630.1	JC_07980-RA
OG0008298	XP_039752225.1	JC_16376-RA
OG0008299	XP_039756326.1, XP_039756327.1	JC_10858-RA
OG0008300	XP_039759944.1	JC_12988-RA
OG0008302	XP_039754024.1	JC_03413-RA
OG0008303	XP_039758891.1	JC_05913-RA
OG0008304	XP_039753363.1	JC_14219-RA
OG0008305	XP_039750373.1	JC_06375-RA
OG0008306	XP_039764000.1, XP_039764009.1	JC_08312-RA
OG0008307	XP_039763550.1	JC_02018-RA
OG0008308	XP_039746113.1	JC_02657-RA, JC_02656-RA
OG0008309	XP_039747660.1	JC_14326-RA
OG0008310	XP_039748261.1	JC_14508-RA
OG0008311	XP_039758459.1	JC_05709-RA
OG0008312	XP_039763304.1	JC_02086-RA
OG0008313	XP_039745161.1	JC_00393-RA
OG0008314	XP_039753857.1	JC_03140-RA, JC_03141-RA
OG0008315	XP_039763482.1, XP_039757872.1	JC_16404-RA
OG0008317	XP_039752834.1	JC_07680-RA
OG0008318	XP_039748894.1, XP_039748895.1	JC_04991-RA
OG0008320	XP_039763387.1	JC_01947-RA
OG0008321	XP_039755611.1	JC_07186-RA
OG0008322	XP_039759181.1	JC_10423-RA
OG0008323	XP_039757957.1, XP_039757956.1	JC_12526-RA
OG0008324	XP_039748287.1	JC_13816-RA
OG0008325	XP_039759569.1	JC_01051-RA
OG0008326	XP_039758129.1	JC_12358-RA
OG0008327	XP_039753846.1, XP_039753848.1	JC_03058-RA
OG0008328	XP_039757338.1	JC_11053-RA
OG0008329	XP_039749302.1	JC_04645-RA
OG0008330	XP_039757165.1	JC_11069-RA, JC_11068-RA
OG0008331	XP_039751422.1	JC_09247-RA
OG0008332	XP_039749140.1	JC_04891-RA
OG0008333	XP_039745934.1	JC_02538-RA
OG0008334	XP_039753864.1	JC_03294-RA
OG0008335	XP_039751037.1	JC_09614-RA
OG0008336	XP_039754798.1	JC_05470-RA
OG0008337	XP_039753937.1	JC_03303-RA
OG0008338	XP_039750531.1, XP_039750530.1	JC_06660-RA
OG0008339	XP_039746176.1, XP_039746174.1	JC_02563-RA
OG0008340	XP_039755292.1, XP_039755290.1, XP_039755291.1	JC_06993-RA
OG0008341	XP_039755548.1	JC_07198-RA
OG0008343	XP_039764977.1	JC_08472-RA
OG0008344	XP_039749616.1	JC_08829-RA
OG0008345	XP_039761623.1	JC_01372-RA
OG0008346	XP_039755236.1	JC_01235-RA
OG0008347	XP_039760440.1	JC_01190-RA, JC_01189-RA
OG0008348	XP_039753474.1	JC_07786-RA, JC_07787-RA
OG0008349	XP_039753295.1	JC_07789-RA, JC_07788-RA
OG0008350	XP_039754918.1	JC_05205-RA, JC_05206-RA, JC_05207-RA
OG0008351	XP_039761475.1	JC_09281-RA, JC_07269-RA, JC_11123-RA
OG0008353	XP_039757923.1	JC_12241-RA
OG0008361	XP_039762519.1, XP_039758880.1, XP_039759577.1, XP_039755263.1, XP_039746128.1	JC_14437-RA
OG0008363	XP_039762629.1, XP_039762628.1, XP_039762626.1, XP_039762631.1, XP_039762627.1	JC_15389-RA, JC_04427-RA
OG0008370	XP_039760405.1	JC_01247-RA
OG0008373	XP_039764434.1	JC_07906-RA
OG0008375	XP_039750582.1	JC_06342-RA
OG0008376	XP_039758511.1	JC_05855-RA
OG0008377	XP_039749705.1	JC_08677-RA
OG0008378	XP_039764435.1	JC_07908-RA
OG0008382	XP_039760090.1	JC_13128-RA
OG0008383	XP_039755195.1	JC_05594-RA
OG0008385	XP_039755142.1	JC_05592-RA
OG0008387	XP_039748730.1	JC_04417-RA
OG0008388	XP_039763010.1	JC_16444-RA
OG0008389	XP_039762057.1	JC_17047-RA
OG0008391	XP_039748521.1	JC_04422-RA
OG0008392	XP_039761431.1	JC_15223-RA
OG0008394	XP_039760134.1	JC_13135-RA
OG0008395	XP_039759996.1	JC_13133-RA
OG0008397	XP_039749142.1	JC_14641-RA
OG0008398	XP_039764157.1	JC_02216-RA
OG0008399	XP_039754404.1	JC_03524-RA
OG0008401	XP_039756405.1	JC_10470-RA
OG0008403	XP_039754468.1	JC_03531-RA
OG0008404	XP_039752601.1	JC_16217-RA
OG0008405	XP_039752412.1	JC_16218-RA
OG0008406	XP_039762388.1	JC_17175-RA
OG0008407	XP_039746623.1	JC_03650-RA
OG0008409	XP_039750518.1	JC_06318-RA, JC_06317-RA
OG0008416	XP_039752913.1	JC_07326-RA
OG0008418	XP_039759865.1	JC_13159-RA
OG0008419	XP_039746043.1	JC_02399-RA
OG0008420	XP_039760331.1	JC_13160-RA
OG0008421	XP_039763859.1	JC_01755-RA, JC_01753-RA
OG0008423	XP_039761429.1	JC_15216-RA
OG0008425	XP_039760504.1	JC_15050-RA
OG0008426	XP_039761759.1	JC_15215-RA
OG0008428	XP_039754996.1	JC_05557-RA, JC_05560-RA
OG0008429	XP_039760127.1	JC_13162-RA
OG0008430	XP_039756714.1	JC_10483-RA
OG0008432	XP_039759909.1	JC_13164-RA
OG0008434	XP_039746277.1	JC_14597-RA
OG0008436	XP_039765405.1	JC_00720-RA
OG0008437	XP_039765591.1	JC_00719-RA
OG0008438	XP_039765590.1	JC_00716-RA
OG0008441	XP_039762397.1	JC_17163-RA
