Orthogroup	Pararge_aegeria	Vanessa_cardui
OG0009837	XP_039745888.1	Vcard_DToL03821-RA
OG0009838	XP_039753415.1	Vcard_DToL09069-RA
OG0009839	XP_039765016.1	Vcard_DToL05831-RA
OG0009840	XP_039758709.1	Vcard_DToL10013-RA
OG0009841	XP_039749540.1	Vcard_DToL07299-RA
OG0009842	XP_039759592.1	Vcard_DToL13348-RA
OG0009843	XP_039751558.1	Vcard_DToL06472-RA
OG0009844	XP_039751292.1	Vcard_DToL06430-RA
OG0009846	XP_039748636.1	Vcard_DToL05136-RA, Vcard_DToL05137-RA
OG0009847	XP_039757228.1	Vcard_DToL11361-RA
OG0009848	XP_039746391.1	Vcard_DToL03483-RA
OG0009850	XP_039748762.1, XP_039748763.1	Vcard_DToL05304-RA
OG0009851	XP_039751290.1	Vcard_DToL06436-RA
OG0009852	XP_039761755.1	Vcard_DToL01629-RA
OG0009853	XP_039756260.1	Vcard_DToL12690-RA
OG0009854	XP_039751624.1	Vcard_DToL06657-RA
OG0009855	XP_039757473.1	Vcard_DToL14817-RA
OG0009857	XP_039764745.1	Vcard_DToL05506-RA
OG0009858	XP_039756595.1	Vcard_DToL12689-RA
OG0009860	XP_039762322.1	Vcard_DToL17903-RA
OG0009861	XP_039764509.1	Vcard_DToL05811-RA
OG0009862	XP_039748420.1	Vcard_DToL17742-RA
OG0009863	XP_039749874.1	Vcard_DToL07189-RA
OG0009864	XP_039748317.1	Vcard_DToL17744-RA
OG0009866	XP_039760845.1	Vcard_DToL16215-RA
OG0009867	XP_039750501.1	Vcard_DToL10581-RA
OG0009868	XP_039758821.1	Vcard_DToL09750-RA
OG0009869	XP_039745110.1	Vcard_DToL02615-RA
OG0009870	XP_039749613.1	Vcard_DToL07645-RA
OG0009871	XP_039754438.1	Vcard_DToL01644-RA, Vcard_DToL01640-RA
OG0009873	XP_039751725.1	Vcard_DToL06444-RA
OG0009874	XP_039754875.1	Vcard_DToL03257-RA
OG0009875	XP_039745624.1	Vcard_DToL03663-RA
OG0009876	XP_039747325.1	Vcard_DToL16550-RA
OG0009877	XP_039751277.1	Vcard_DToL06445-RA
OG0009878	XP_039760010.1	Vcard_DToL15260-RA
OG0009879	XP_039765609.1	Vcard_DToL02284-RA
OG0009880	XP_039749320.1	Vcard_DToL16555-RA
OG0009881	XP_039753788.1	Vcard_DToL04740-RA
OG0009882	XP_039754145.1	Vcard_DToL04744-RA
OG0009883	XP_039760452.1	Vcard_DToL16271-RA
OG0009884	XP_039754470.1	Vcard_DToL04196-RA
OG0009885	XP_039760379.1	Vcard_DToL00906-RA
OG0009886	XP_039755303.1	Vcard_DToL09945-RA
OG0009887	XP_039748163.1	Vcard_DToL14262-RA
OG0009888	XP_039745226.1	Vcard_DToL02541-RA
OG0009889	XP_039765002.1	Vcard_DToL05798-RA
OG0009890	XP_039756057.1	Vcard_DToL12639-RA
OG0009891	XP_039745896.1	Vcard_DToL03671-RA
OG0009893	XP_039758810.1	Vcard_DToL09941-RA
OG0009894	XP_039748306.1	Vcard_DToL13954-RA
OG0009895	XP_039759268.1	Vcard_DToL13451-RA
OG0009896	XP_039750904.1	Vcard_DToL10342-RA
OG0009897	XP_039757752.1	Vcard_DToL14571-RA
OG0009898	XP_039755883.1	Vcard_DToL12473-RA
OG0009899	XP_039755439.1	Vcard_DToL11942-RA
OG0009900	XP_039758274.1	Vcard_DToL10164-RA
OG0009901	XP_039754961.1	Vcard_DToL03122-RA
OG0009903	XP_039751681.1	Vcard_DToL06927-RA
OG0009904	XP_039758739.1	Vcard_DToL10082-RA
OG0009905	XP_039758590.1	Vcard_DToL10081-RA
OG0009906	XP_039763938.1	Vcard_DToL05898-RA
OG0009907	XP_039745532.1	Vcard_DToL16426-RA
OG0009908	XP_039745240.1, XP_039745241.1	Vcard_DToL01744-RA
OG0009909	XP_039750526.1	Vcard_DToL10508-RA
OG0009910	XP_039754385.1	Vcard_DToL04751-RA
OG0009911	XP_039749687.1	Vcard_DToL16579-RA
OG0009913	XP_039761747.1	Vcard_DToL17167-RA
OG0009914	XP_039755791.1	Vcard_DToL12271-RA
OG0009915	XP_039755503.1	Vcard_DToL12379-RA
OG0009917	XP_039758042.1	Vcard_DToL00823-RA, Vcard_DToL00822-RA
OG0009918	XP_039746247.1	Vcard_DToL03924-RA
OG0009919	XP_039764792.1	Vcard_DToL05906-RA
OG0009920	XP_039753630.1	Vcard_DToL09523-RA
OG0009922	XP_039760841.1	Vcard_DToL16241-RA
OG0009923	XP_039750709.1	Vcard_DToL10272-RA
OG0009924	XP_039765892.1	Vcard_DToL02357-RA
OG0009925	XP_039758162.1	Vcard_DToL14710-RA
OG0009926	XP_039753526.1	Vcard_DToL09733-RA
OG0009927	XP_039758098.1	Vcard_DToL14751-RA
OG0009928	XP_039754744.1	Vcard_DToL03211-RA
OG0009929	XP_039761086.1	Vcard_DToL17058-RA
OG0009931	XP_039757814.1	Vcard_DToL14512-RA
OG0009932	XP_039749215.1	Vcard_DToL05104-RA
OG0009933	XP_039749087.1	Vcard_DToL05105-RA
OG0009934	XP_039761087.1	Vcard_DToL17049-RA
OG0009935	XP_039754824.1	Vcard_DToL02995-RA
OG0009936	XP_039745153.1	Vcard_DToL02330-RA
OG0009937	XP_039755445.1	Vcard_DToL12019-RA
OG0009938	XP_039764682.1	Vcard_DToL05917-RA
OG0009939	XP_039748514.1	Vcard_DToL05248-RA
OG0009940	XP_039747480.1	Vcard_DToL08456-RA
OG0009941	XP_039755479.1	Vcard_DToL11960-RA
OG0009942	XP_039760707.1	Vcard_DToL16096-RA
OG0009943	XP_039753268.1	Vcard_DToL09098-RA
OG0009944	XP_039755177.1	Vcard_DToL02957-RA
OG0009945	XP_039764145.1	Vcard_DToL05763-RA
OG0009946	XP_039754897.1	Vcard_DToL03080-RA
OG0009947	XP_039757265.1	Vcard_DToL10873-RA
OG0009948	XP_039752722.1	Vcard_DToL07807-RA
OG0009949	XP_039745365.1	Vcard_DToL02141-RA
OG0009950	XP_039755866.1	Vcard_DToL12370-RA
OG0009951	XP_039752272.1	Vcard_DToL08255-RA
OG0009952	XP_039755803.1	Vcard_DToL12218-RA
OG0009953	XP_039755382.1	Vcard_DToL12208-RA
OG0009954	XP_039745856.1	Vcard_DToL03548-RA
OG0009955	XP_039764489.1	Vcard_DToL05988-RA
OG0009956	XP_039749709.1	Vcard_DToL07327-RA
OG0009957	XP_039755527.1, XP_039755528.1	Vcard_DToL12201-RA
OG0009958	XP_039746672.1	Vcard_DToL08932-RA
OG0009959	XP_039763502.1	Vcard_DToL00518-RA
OG0009960	XP_039752697.1	Vcard_DToL08214-RA
OG0009961	XP_039753638.1	Vcard_DToL09245-RA
OG0009962	XP_039753510.1	Vcard_DToL09244-RA
OG0009963	XP_039755623.1	Vcard_DToL12189-RA
OG0009964	XP_039763249.1	Vcard_DToL00683-RA
OG0009965	XP_039751886.1	Vcard_DToL08198-RA
OG0009966	XP_039754236.1	Vcard_DToL04352-RA
OG0009967	XP_039746400.1	Vcard_DToL03582-RA
OG0009968	XP_039745342.1	Vcard_DToL01927-RA
OG0009969	XP_039751267.1	Vcard_DToL06546-RA
OG0009970	XP_039745155.1	Vcard_DToL01921-RA
OG0009971	XP_039754151.1	Vcard_DToL01377-RA
OG0009972	XP_039755041.1	Vcard_DToL03305-RA
OG0009974	XP_039745901.1	Vcard_DToL03605-RA
OG0009976	XP_039752171.1	Vcard_DToL08176-RA
OG0009977	XP_039754091.1	Vcard_DToL04502-RA
OG0009978	XP_039754149.1, XP_039754148.1	Vcard_DToL04506-RA
OG0009979	XP_039763583.1	Vcard_DToL00657-RA
OG0009981	XP_039751815.1	Vcard_DToL01312-RA
OG0009982	XP_039745206.1	Vcard_DToL02051-RA
OG0009983	XP_039757645.1	Vcard_DToL01089-RA
OG0009984	XP_039764607.1	Vcard_DToL05660-RA
OG0009985	XP_039745876.1	Vcard_DToL03978-RA
OG0009986	XP_039760264.1, XP_039760255.1	Vcard_DToL01264-RA
OG0009987	XP_039756988.1	Vcard_DToL01154-RA
OG0009988	XP_039756641.1	Vcard_DToL01145-RA
OG0009989	XP_039758030.1	Vcard_DToL01613-RA
OG0009990	XP_039752042.1	Vcard_DToL08034-RA
OG0009991	XP_039764031.1	Vcard_DToL00099-RA
OG0009992	XP_039763341.1	Vcard_DToL00111-RA
OG0009994	XP_039750187.1	Vcard_DToL07125-RA
OG0009995	XP_039750169.1	Vcard_DToL07145-RA
OG0010001	XP_039764750.1	Vcard_DToL16695-RA
OG0010017	XP_039749706.1	Vcard_DToL07042-RA
OG0010027	XP_039761627.1	Vcard_DToL17342-RA
OG0010028	XP_039761706.1	Vcard_DToL17343-RA
OG0010029	XP_039753311.1	Vcard_DToL09688-RA
OG0010033	XP_039756329.1	Vcard_DToL13119-RA
OG0010037	XP_039759914.1	Vcard_DToL15274-RA
OG0010041	XP_039757404.1	Vcard_DToL11320-RA
OG0010042	XP_039754967.1	Vcard_DToL03072-RA
OG0010044	XP_039745806.1	Vcard_DToL03326-RA
OG0010046	XP_039761868.1	Vcard_DToL00824-RA
OG0010047	XP_039750189.1	Vcard_DToL16726-RA
OG0010051	XP_039758527.1	Vcard_DToL00832-RA
OG0010052	XP_039756331.1	Vcard_DToL13092-RA
OG0010053	XP_039757407.1	Vcard_DToL11337-RA, Vcard_DToL11338-RA
OG0010055	XP_039763490.1	Vcard_DToL00145-RA
OG0010058	XP_039752271.1	Vcard_DToL18537-RA
OG0010060	XP_039765940.1	Vcard_DToL16702-RA
OG0010063	XP_039754721.1	Vcard_DToL05540-RA
OG0010064	XP_039757282.1	Vcard_DToL11352-RA
OG0010065	XP_039758053.1	Vcard_DToL14909-RA
OG0010066	XP_039746257.1	Vcard_DToL03361-RA
OG0010067	XP_039750848.1	Vcard_DToL10692-RA
OG0010069	XP_039751672.1	Vcard_DToL06386-RA
OG0010074	XP_039765567.1	Vcard_DToL01836-RA
OG0010076	XP_039745243.1	Vcard_DToL01820-RA
OG0010080	XP_039754104.1	Vcard_DToL04136-RA
OG0010082	XP_039765621.1	Vcard_DToL01803-RA
OG0010083	XP_039749006.1	Vcard_DToL04806-RA
OG0010084	XP_039754823.1	Vcard_DToL03126-RA
OG0010086	XP_039745034.1	Vcard_DToL01793-RA
OG0010087	XP_039759327.1	Vcard_DToL13655-RA
OG0010092	XP_039755234.1	Vcard_DToL03131-RA
OG0010093	XP_039746573.1	Vcard_DToL09015-RA
OG0010094	XP_039758593.1	Vcard_DToL10012-RA
OG0010095	XP_039754716.1	Vcard_DToL03136-RA
OG0010097	XP_039753929.1	Vcard_DToL04120-RA
OG0010099	XP_039746932.1	Vcard_DToL09012-RA
OG0010100	XP_039757395.1	Vcard_DToL11267-RA
OG0010101	XP_039757394.1	Vcard_DToL11264-RA
OG0010105	XP_039762286.1	Vcard_DToL17857-RA
OG0010109	XP_039759660.1	Vcard_DToL13558-RA
OG0010111	XP_039761135.1	Vcard_DToL16880-RA
OG0010115	XP_039757388.1	Vcard_DToL11248-RA
OG0010119	XP_039754701.1	Vcard_DToL03158-RA
OG0010121	XP_039750885.1	Vcard_DToL10805-RA
OG0010122	XP_039755585.1	Vcard_DToL12358-RA
OG0010124	XP_039749307.1	Vcard_DToL04796-RA
OG0010129	XP_039745217.1	Vcard_DToL01754-RA
OG0010132	XP_039747620.1	Vcard_DToL13850-RA
OG0010133	XP_039757692.1	Vcard_DToL14697-RA
OG0010134	XP_039760946.1	Vcard_DToL00929-RA
OG0010135	XP_039760642.1	Vcard_DToL16037-RA
OG0010137	XP_039765710.1	Vcard_DToL01727-RA
OG0010138	XP_039747915.1	Vcard_DToL13831-RA
OG0010139	XP_039759395.1	Vcard_DToL09980-RA
OG0010140	XP_039751291.1	Vcard_DToL06431-RA
OG0010141	XP_039755192.1	Vcard_DToL03176-RA
OG0010143	XP_039761182.1	Vcard_DToL16864-RA
OG0010144	XP_039750858.1	Vcard_DToL10745-RA
OG0010148	XP_039765679.1	Vcard_DToL01881-RA
OG0010150	XP_039763004.1	Vcard_DToL18837-RA
OG0010155	XP_039759594.1	Vcard_DToL13491-RA
OG0010157	XP_039763291.1	Vcard_DToL00156-RA
OG0010165	XP_039748927.1	Vcard_DToL04884-RA
OG0010168	XP_039764176.1	Vcard_DToL00147-RA
OG0010169	XP_039750003.1	Vcard_DToL07190-RA
OG0010170	XP_039762713.1	Vcard_DToL18860-RA
OG0010171	XP_039747455.1	Vcard_DToL08898-RA
OG0010172	XP_039746964.1	Vcard_DToL08891-RA
OG0010174	XP_039762992.1	Vcard_DToL18563-RA
OG0010175	XP_039759465.1	Vcard_DToL13464-RA
OG0010177	XP_039750827.1	Vcard_DToL10585-RA
OG0010181	XP_039752002.1	Vcard_DToL18395-RA
OG0010182	XP_039759198.1	Vcard_DToL13452-RA
OG0010185	XP_039759707.1	Vcard_DToL14966-RA
OG0010187	XP_039747157.1	Vcard_DToL08877-RA
OG0010188	XP_039749328.1	Vcard_DToL04913-RA
OG0010190	XP_039749064.1	Vcard_DToL04922-RA
OG0010192	XP_039754387.1	Vcard_DToL04175-RA
OG0010193	XP_039756488.1	Vcard_DToL12866-RA
OG0010194	XP_039760068.1	Vcard_DToL15257-RA
OG0010195	XP_039760619.1	Vcard_DToL01040-RA
OG0010197	XP_039753107.1	Vcard_DToL09556-RA
OG0010200	XP_039746655.1	Vcard_DToL08866-RA
OG0010202	XP_039756861.1	Vcard_DToL11162-RA
OG0010203	XP_039746657.1	Vcard_DToL08852-RA
OG0010206	XP_039745366.1	Vcard_DToL16462-RA
OG0010208	XP_039755749.1	Vcard_DToL11940-RA
OG0010209	XP_039757026.1	Vcard_DToL11148-RA
OG0010211	XP_039748589.1	Vcard_DToL04948-RA
OG0010214	XP_039748219.1	Vcard_DToL13986-RA
OG0010220	XP_039748214.1	Vcard_DToL17552-RA
OG0010222	XP_039754401.1	Vcard_DToL04213-RA
OG0010223	XP_039762339.1	Vcard_DToL18140-RA
OG0010225	XP_039755638.1	Vcard_DToL12197-RA
OG0010226	XP_039765780.1	Vcard_DToL02014-RA
OG0010228	XP_039753399.1	Vcard_DToL09517-RA
OG0010231	XP_039759633.1	Vcard_DToL13381-RA
OG0010234	XP_039755958.1	Vcard_DToL12215-RA
OG0010236	XP_039759304.1	Vcard_DToL13365-RA
OG0010239	XP_039757441.1	Vcard_DToL14826-RA
OG0010241	XP_039765819.1	Vcard_DToL02030-RA
OG0010242	XP_039745384.1	Vcard_DToL02034-RA
OG0010244	XP_039765375.1	Vcard_DToL02039-RA
OG0010248	XP_039764168.1	Vcard_DToL00298-RA
OG0010252	XP_039756378.1	Vcard_DToL12910-RA
OG0010253	XP_039750937.1	Vcard_DToL10527-RA
OG0010256	XP_039753797.1	Vcard_DToL04248-RA
OG0010258	XP_039746333.1	Vcard_DToL03581-RA
OG0010259	XP_039748100.1	Vcard_DToL13966-RA
OG0010260	XP_039762892.1	Vcard_DToL18608-RA
OG0010263	XP_039760882.1	Vcard_DToL16017-RA
OG0010264	XP_039760829.1	Vcard_DToL16018-RA
OG0010265	XP_039746171.1	Vcard_DToL03593-RA
OG0010267	XP_039765832.1	Vcard_DToL02055-RA
OG0010268	XP_039747969.1	Vcard_DToL17483-RA
OG0010270	XP_039762424.1	Vcard_DToL18087-RA
OG0010271	XP_039762541.1	Vcard_DToL18613-RA
OG0010273	XP_039746331.1, XP_039746330.1	Vcard_DToL03596-RA
OG0010275	XP_039758787.1	Vcard_DToL09876-RA
OG0010277	XP_039759121.1	Vcard_DToL13299-RA
OG0010278	XP_039755403.1	Vcard_DToL12276-RA
OG0010280	XP_039758551.1	Vcard_DToL09871-RA
OG0010282	XP_039747423.1	Vcard_DToL16367-RA
OG0010283	XP_039745338.1	Vcard_DToL02074-RA
OG0010284	XP_039758907.1	Vcard_DToL01528-RA
OG0010289	XP_039758888.1	Vcard_DToL09862-RA
OG0010290	XP_039759896.1	Vcard_DToL15157-RA
OG0010294	XP_039748036.1	Vcard_DToL17458-RA
OG0010295	XP_039748838.1	Vcard_DToL05026-RA
OG0010301	XP_039754822.1	Vcard_DToL03267-RA
OG0010302	XP_039752954.1	Vcard_DToL09412-RA
OG0010303	XP_039763973.1	Vcard_DToL00259-RA
OG0010304	XP_039745795.1	Vcard_DToL12613-RA
OG0010305	XP_039755839.1	Vcard_DToL12313-RA
OG0010306	XP_039754841.1	Vcard_DToL02848-RA
OG0010307	XP_039763965.1	Vcard_DToL05944-RA
OG0010309	XP_039747434.1	Vcard_DToL08736-RA
OG0010310	XP_039758523.1	Vcard_DToL09840-RA
OG0010313	XP_039756956.1	Vcard_DToL10964-RA
OG0010314	XP_039749928.1	Vcard_DToL07309-RA
OG0010316	XP_039746999.1	Vcard_DToL08720-RA
OG0010318	XP_039756520.1	Vcard_DToL12781-RA
OG0010319	XP_039760449.1	Vcard_DToL16266-RA
OG0010320	XP_039760242.1	Vcard_DToL01553-RA
OG0010322	XP_039756074.1	Vcard_DToL12790-RA
OG0010323	XP_039756493.1	Vcard_DToL12791-RA
OG0010324	XP_039750628.1	Vcard_DToL10464-RA
OG0010327	XP_039746979.1	Vcard_DToL08696-RA
OG0010328	XP_039759255.1	Vcard_DToL13173-RA
OG0010329	XP_039758009.1	Vcard_DToL14460-RA
OG0010331	XP_039748833.1	Vcard_DToL05093-RA
OG0010334	XP_039759139.1	Vcard_DToL13162-RA
OG0010337	XP_039749810.1	Vcard_DToL07332-RA
OG0010338	XP_039747317.1	Vcard_DToL08673-RA
OG0010344	XP_039747015.1	Vcard_DToL08666-RA
OG0010346	XP_039764554.1	Vcard_DToL05913-RA
OG0010349	XP_039753916.1	Vcard_DToL04321-RA
OG0010350	XP_039764148.1	Vcard_DToL00187-RA
OG0010355	XP_039749127.1	Vcard_DToL05133-RA
OG0010356	XP_039747955.1	Vcard_DToL14136-RA
OG0010357	XP_039747429.1	Vcard_DToL08638-RA
OG0010358	XP_039752220.1, XP_039752221.1	Vcard_DToL07895-RA
OG0010360	XP_039754047.1	Vcard_DToL04349-RA
OG0010362	XP_039746997.1	Vcard_DToL15498-RA
OG0010363	XP_039753500.1	Vcard_DToL09448-RA
OG0010364	XP_039751641.1	Vcard_DToL06704-RA
OG0010366	XP_039755632.1	Vcard_DToL01290-RA
OG0010367	XP_039746835.1	Vcard_DToL08623-RA
OG0010370	XP_039761790.1	Vcard_DToL17269-RA
OG0010373	XP_039760742.1	Vcard_DToL16226-RA
OG0010374	XP_039747261.1	Vcard_DToL08608-RA
OG0010378	XP_039757140.1	Vcard_DToL11033-RA
OG0010381	XP_039752148.1	Vcard_DToL07996-RA
OG0010382	XP_039747989.1	Vcard_DToL14223-RA
OG0010383	XP_039752438.1	Vcard_DToL07992-RA
OG0010384	XP_039758683.1	Vcard_DToL09772-RA
OG0010385	XP_039759606.1	Vcard_DToL13219-RA
OG0010386	XP_039754870.1	Vcard_DToL02971-RA
OG0010388	XP_039747390.1	Vcard_DToL08574-RA
OG0010389	XP_039760548.1	Vcard_DToL16207-RA
OG0010390	XP_039753798.1	Vcard_DToL04394-RA
OG0010391	XP_039756684.1	Vcard_DToL12680-RA
OG0010392	XP_039755107.1	Vcard_DToL02984-RA
OG0010393	XP_039756702.1	Vcard_DToL12679-RA
OG0010394	XP_039752031.1	Vcard_DToL01247-RA
OG0010395	XP_039755593.1	Vcard_DToL12003-RA
OG0010397	XP_039750616.1	Vcard_DToL10414-RA
OG0010399	XP_039751362.1	Vcard_DToL06748-RA, Vcard_DToL06740-RA
OG0010400	XP_039765775.1	Vcard_DToL02327-RA
OG0010402	XP_039758038.1	Vcard_DToL14438-RA
OG0010403	XP_039759691.1	Vcard_DToL13683-RA
OG0010405	XP_039763044.1	Vcard_DToL05821-RA
OG0010406	XP_039759552.1	Vcard_DToL13689-RA
OG0010408	XP_039755414.1	Vcard_DToL12015-RA
OG0010410	XP_039759502.1	Vcard_DToL13696-RA
OG0010411	XP_039755381.1	Vcard_DToL12021-RA
OG0010413	XP_039764121.1	Vcard_DToL00500-RA
OG0010414	XP_039756371.1	Vcard_DToL12651-RA
OG0010415	XP_039756360.1, XP_039756361.1	Vcard_DToL12645-RA
OG0010416	XP_039756328.1	Vcard_DToL12640-RA
OG0010417	XP_039753256.1	Vcard_DToL09306-RA
OG0010419	XP_039747049.1	Vcard_DToL08545-RA
OG0010420	XP_039759143.1	Vcard_DToL13712-RA
OG0010421	XP_039764007.1	Vcard_DToL00485-RA
OG0010422	XP_039747105.1	Vcard_DToL08538-RA
OG0010423	XP_039758914.1	Vcard_DToL13717-RA
OG0010424	XP_039763612.1	Vcard_DToL00483-RA
OG0010426	XP_039746093.1	Vcard_DToL03763-RA
OG0010427	XP_039758245.1	Vcard_DToL09953-RA
OG0010429	XP_039759696.1	Vcard_DToL13651-RA
OG0010431	XP_039755106.1	Vcard_DToL03016-RA
OG0010432	XP_039758276.1	Vcard_DToL10166-RA
OG0010433	XP_039755800.1	Vcard_DToL01207-RA
OG0010435	XP_039759416.1	Vcard_DToL13750-RA
OG0010437	XP_039752898.1	Vcard_DToL09277-RA
OG0010438	XP_039755321.1	Vcard_DToL12041-RA
OG0010440	XP_039755822.1	Vcard_DToL12044-RA
OG0010441	XP_039755352.1	Vcard_DToL12047-RA
OG0010442	XP_039753536.1	Vcard_DToL09256-RA
OG0010445	XP_039761746.1	Vcard_DToL17248-RA
OG0010447	XP_039752500.1	Vcard_DToL01195-RA
OG0010448	XP_039763198.1	Vcard_DToL00523-RA
OG0010449	XP_039753423.1	Vcard_DToL09266-RA
OG0010450	XP_039755462.1	Vcard_DToL12072-RA
OG0010451	XP_039745455.1	Vcard_DToL17361-RA
OG0010457	XP_039756639.1	Vcard_DToL12597-RA
OG0010458	XP_039755581.1	Vcard_DToL12175-RA
OG0010459	XP_039755484.1	Vcard_DToL12170-RA
OG0010460	XP_039755652.1	Vcard_DToL12162-RA
OG0010464	XP_039757518.1	Vcard_DToL14364-RA
OG0010467	XP_039747937.1	Vcard_DToL14173-RA
OG0010471	XP_039754907.1	Vcard_DToL03052-RA
OG0010472	XP_039748097.1	Vcard_DToL15621-RA
OG0010473	XP_039755501.1	Vcard_DToL12121-RA
OG0010474	XP_039749629.1	Vcard_DToL07508-RA
OG0010477	XP_039755709.1	Vcard_DToL12114-RA
OG0010478	XP_039755753.1	Vcard_DToL12112-RA
OG0010479	XP_039750910.1	Vcard_DToL10356-RA
OG0010481	XP_039764112.1	Vcard_DToL00571-RA
OG0010483	XP_039761694.1	Vcard_DToL01442-RA
OG0010485	XP_039756373.1	Vcard_DToL06116-RA
OG0010486	XP_039747233.1	Vcard_DToL08491-RA
OG0010488	XP_039745430.1	Vcard_DToL02428-RA
OG0010490	XP_039751457.1	Vcard_DToL06651-RA
OG0010491	XP_039750364.1	Vcard_DToL10326-RA
OG0010493	XP_039749247.1	Vcard_DToL05331-RA
OG0010494	XP_039756999.1	Vcard_DToL10857-RA
OG0010495	XP_039750947.1	Vcard_DToL10307-RA
OG0010497	XP_039754471.1	Vcard_DToL04555-RA
OG0010498	XP_039748761.1	Vcard_DToL05305-RA
OG0010499	XP_039756850.1	Vcard_DToL10866-RA
OG0010500	XP_039761533.1	Vcard_DToL17126-RA
OG0010501	XP_039759701.1	Vcard_DToL13771-RA
OG0010502	XP_039754194.1	Vcard_DToL04566-RA
OG0010503	XP_039755295.1	Vcard_DToL11891-RA
OG0010504	XP_039759165.1	Vcard_DToL13765-RA
OG0010507	XP_039758885.1	Vcard_DToL10051-RA
OG0010508	XP_039757004.1	Vcard_DToL10878-RA
OG0010512	XP_039761745.1	Vcard_DToL17106-RA
OG0010516	XP_039757206.1	Vcard_DToL10898-RA
OG0010517	XP_039756921.1	Vcard_DToL10901-RA
OG0010519	XP_039750552.1	Vcard_DToL10278-RA
OG0010520	XP_039750086.1	Vcard_DToL07592-RA
OG0010522	XP_039764316.1	Vcard_DToL14114-RA, Vcard_DToL07811-RA, Vcard_DToL16242-RA
OG0010525	XP_039751293.1	Vcard_DToL07024-RA
OG0010529	XP_039752625.1	Vcard_DToL08100-RA
OG0010534	XP_039747150.1	Vcard_DToL08331-RA
OG0010535	XP_039749579.1	Vcard_DToL07614-RA
OG0010536	XP_039747198.1	Vcard_DToL08333-RA
OG0010537	XP_039753327.1	Vcard_DToL09089-RA
OG0010538	XP_039752410.1	Vcard_DToL08081-RA
OG0010541	XP_039753634.1	Vcard_DToL09077-RA
OG0010546	XP_039749250.1	Vcard_DToL05225-RA
OG0010547	XP_039749317.1	Vcard_DToL05212-RA
OG0010548	XP_039746719.1	Vcard_DToL08340-RA
OG0010549	XP_039754454.1	Vcard_DToL04688-RA
OG0010550	XP_039747187.1	Vcard_DToL08344-RA
OG0010551	XP_039747120.1	Vcard_DToL08346-RA
OG0010555	XP_039765648.1	Vcard_DToL02630-RA
OG0010561	XP_039753863.1	Vcard_DToL04723-RA
OG0010563	XP_039749268.1	Vcard_DToL05202-RA
OG0010567	XP_039765033.1	Vcard_DToL05530-RA
OG0010568	XP_039746084.1	Vcard_DToL03947-RA
OG0010569	XP_039746434.1	Vcard_DToL03950-RA
OG0010571	XP_039746978.1	Vcard_DToL08414-RA
OG0010573	XP_039748592.1	Vcard_DToL15869-RA
OG0010574	XP_039763966.1	Vcard_DToL00643-RA
OG0010576	XP_039760919.1	Vcard_DToL01392-RA
OG0010587	XP_039753714.1	Vcard_DToL09440-RA
OG0010588	XP_039745500.1	Vcard_DToL02195-RA
OG0010590	XP_039756723.1	Vcard_DToL12755-RA
OG0010592	XP_039747456.1	Vcard_DToL08658-RA
OG0010593	XP_039761621.1	Vcard_DToL17331-RA
OG0010596	XP_039756945.1	Vcard_DToL11317-RA
OG0010597	XP_039747345.1	Vcard_DToL08655-RA
OG0010598	XP_039755821.1	Vcard_DToL12042-RA
OG0010599	XP_039746718.1	Vcard_DToL08347-RA
OG0010600	XP_039763817.1	Vcard_DToL00734-RA
OG0010601	XP_039748196.1	Vcard_DToL16746-RA
OG0010602	XP_039763942.1, XP_039763941.1	Vcard_DToL00313-RA
OG0010603	XP_039765948.1	Vcard_DToL02525-RA
OG0010604	XP_039746656.1	Vcard_DToL16745-RA
OG0010605	XP_039755230.1	Vcard_DToL02850-RA
OG0010607	XP_039750633.1	Vcard_DToL10687-RA
OG0010608	XP_039746724.1	Vcard_DToL08294-RA
OG0010610	XP_039751092.1	Vcard_DToL06755-RA
OG0010611	XP_039765015.1	Vcard_DToL05833-RA
OG0010612	XP_039756668.1	Vcard_DToL12848-RA
OG0010614	XP_039747867.1	Vcard_DToL15554-RA
OG0010615	XP_039749758.1	Vcard_DToL07209-RA
OG0010619	XP_039750457.1	Vcard_DToL10474-RA
OG0010620	XP_039751714.1	Vcard_DToL06844-RA
OG0010621	XP_039765495.1	Vcard_DToL15526-RA
OG0010622	XP_039746269.1	Vcard_DToL03965-RA
OG0010623	XP_039746821.1	Vcard_DToL08690-RA
OG0010624	XP_039762253.1	Vcard_DToL17872-RA
OG0010625	XP_039747270.1	Vcard_DToL09062-RA
OG0010626	XP_039764786.1	Vcard_DToL06242-RA
OG0010627	XP_039752997.1	Vcard_DToL09436-RA
OG0010628	XP_039746620.1	Vcard_DToL09061-RA
OG0010629	XP_039753429.1	Vcard_DToL09438-RA
OG0010630	XP_039753037.1	Vcard_DToL17917-RA
OG0010631	XP_039749906.1	Vcard_DToL07082-RA
OG0010634	XP_039745214.1	Vcard_DToL02283-RA
OG0010635	XP_039746618.1	Vcard_DToL16451-RA
OG0010637	XP_039748147.1	Vcard_DToL14171-RA
OG0010638	XP_039746868.1	Vcard_DToL08318-RA
OG0010640	XP_039746463.1	Vcard_DToL16443-RA
OG0010642	XP_039755572.1	Vcard_DToL12394-RA
OG0010643	XP_039764734.1	Vcard_DToL05888-RA
