Orthogroup	Pararge_aegeria	Danaus_plexippus
OG0010150	XP_039763004.1	DPOGS210640-PA
OG0010151	XP_039756654.1, XP_039756655.1	DPOGS215456-PA
OG0010153	XP_039750755.1	DPOGS204123-PA
OG0010154	XP_039750597.1, XP_039750596.1	DPOGS209423-PA
OG0010156	XP_039747313.1	DPOGS203540-PA
OG0010157	XP_039763291.1	DPOGS206160-PA
OG0010159	XP_039751316.1	DPOGS206180-PA
OG0010162	XP_039758126.1	DPOGS202561-PA
OG0010163	XP_039754120.1	DPOGS210794-PA
OG0010164	XP_039764186.1	DPOGS200098-PA
OG0010165	XP_039748927.1	DPOGS210037-PA
OG0010168	XP_039764176.1	DPOGS206026-PA
OG0010169	XP_039750003.1	DPOGS209004-PA
OG0010170	XP_039762713.1	DPOGS205342-PA
OG0010171	XP_039747455.1	DPOGS212104-PA
OG0010172	XP_039746964.1	DPOGS212155-PA
OG0010173	XP_039746884.1	DPOGS212154-PA
OG0010174	XP_039762992.1	DPOGS209279-PA
OG0010175	XP_039759465.1	DPOGS207503-PA
OG0010176	XP_039750908.1	DPOGS210977-PA
OG0010177	XP_039750827.1	DPOGS210988-PA
OG0010180	XP_039752001.1	DPOGS200037-PA
OG0010181	XP_039752002.1	DPOGS200036-PA
OG0010182	XP_039759198.1	DPOGS207529-PA
OG0010184	XP_039760084.1	DPOGS207684-PA
OG0010185	XP_039759707.1	DPOGS207680-PA
OG0010186	XP_039760113.1	DPOGS207681-PA
OG0010188	XP_039749328.1	DPOGS203273-PA
OG0010190	XP_039749064.1	DPOGS203259-PA
OG0010191	XP_039747685.1	DPOGS212792-PA
OG0010192	XP_039754387.1	DPOGS205735-PA
OG0010193	XP_039756488.1	DPOGS208449-PA
OG0010194	XP_039760068.1	DPOGS205007-PA
OG0010195	XP_039760619.1	DPOGS215763-PA
OG0010197	XP_039753107.1	DPOGS200704-PA
OG0010200	XP_039746655.1	DPOGS212143-PA
OG0010202	XP_039756861.1	DPOGS207885-PA
OG0010203	XP_039746657.1	DPOGS212123-PA
OG0010204	XP_039759445.1	DPOGS207523-PA
OG0010205	XP_039758816.1	DPOGS202509-PA
OG0010206	XP_039745366.1	DPOGS213474-PA
OG0010208	XP_039755749.1	DPOGS214799-PA
OG0010209	XP_039757026.1	DPOGS207872-PA
OG0010210	XP_039757220.1	DPOGS207870-PA
OG0010212	XP_039757369.1	DPOGS207893-PA
OG0010214	XP_039748219.1	DPOGS216096-PA
OG0010215	XP_039754425.1	DPOGS205900-PA
OG0010217	XP_039747979.1	DPOGS216093-PA
OG0010218	XP_039753605.1	DPOGS209754-PA
OG0010220	XP_039748214.1	DPOGS203865-PA
OG0010222	XP_039754401.1	DPOGS205896-PA
OG0010224	XP_039749203.1	DPOGS215912-PA
OG0010225	XP_039755638.1	DPOGS213621-PA
OG0010226	XP_039765780.1	DPOGS213086-PA
OG0010227	XP_039762155.1	DPOGS205382-PA
OG0010228	XP_039753399.1	DPOGS201679-PA
OG0010231	XP_039759633.1	DPOGS215934-PA
OG0010235	XP_039760824.1	DPOGS203779-PA
OG0010236	XP_039759304.1	DPOGS210444-PA
OG0010239	XP_039757441.1	DPOGS204191-PA
OG0010240	XP_039754330.1	DPOGS203239-PA
OG0010241	XP_039765819.1	DPOGS213109-PA
OG0010244	XP_039765375.1	DPOGS213105-PA
OG0010245	XP_039750985.1	DPOGS213412-PA
OG0010248	XP_039764168.1	DPOGS201374-PA
OG0010249	XP_039762872.1	DPOGS204918-PA
OG0010252	XP_039756378.1	DPOGS215480-PA
OG0010253	XP_039750937.1	DPOGS210949-PA
OG0010254	XP_039762607.1	DPOGS213883-PA
OG0010258	XP_039746333.1	DPOGS211862-PA
OG0010260	XP_039762892.1	DPOGS208092-PA
OG0010264	XP_039760829.1	DPOGS200251-PA
OG0010265	XP_039746171.1	DPOGS211851-PA
OG0010266	XP_039749920.1	DPOGS201234-PA
OG0010267	XP_039765832.1	DPOGS204378-PA
OG0010268	XP_039747969.1	DPOGS212472-PA
OG0010269	XP_039764488.1	DPOGS211107-PA
OG0010270	XP_039762424.1	DPOGS200660-PA
OG0010271	XP_039762541.1	DPOGS214617-PA
OG0010275	XP_039758787.1	DPOGS205405-PA
OG0010277	XP_039759121.1	DPOGS210421-PA
OG0010278	XP_039755403.1	DPOGS213588-PA
OG0010280	XP_039758551.1	DPOGS205399-PA
OG0010281	XP_039751347.1	DPOGS202812-PA
OG0010282	XP_039747423.1	DPOGS209866-PA
OG0010283	XP_039745338.1	DPOGS204387-PA
OG0010284	XP_039758907.1	DPOGS201755-PA
OG0010286	XP_039758704.1	DPOGS203648-PA
OG0010289	XP_039758888.1	DPOGS205394-PA
OG0010290	XP_039759896.1	DPOGS207332-PA
OG0010291	XP_039747998.1	DPOGS212075-PA
OG0010292	XP_039758317.1	DPOGS205414-PA
OG0010294	XP_039748036.1	DPOGS212059-PA
OG0010295	XP_039748838.1	DPOGS200922-PA
OG0010296	XP_039747363.1	DPOGS203052-PA
OG0010297	XP_039758680.1	DPOGS205422-PA
OG0010299	XP_039751768.1	DPOGS201785-PA
OG0010300	XP_039750461.1	DPOGS211587-PA
OG0010301	XP_039754822.1	DPOGS209180-PA
OG0010302	XP_039752954.1	DPOGS201666-PA
OG0010303	XP_039763973.1	DPOGS201360-PA
OG0010304	XP_039745795.1	DPOGS215983-PA
OG0010305	XP_039755839.1	DPOGS213555-PA
OG0010306	XP_039754841.1	DPOGS209176-PA
OG0010307	XP_039763965.1	DPOGS211227-PA
OG0010308	XP_039749310.1	DPOGS207949-PA
OG0010309	XP_039747434.1	DPOGS206057-PA
OG0010310	XP_039758523.1	DPOGS201078-PA
OG0010311	XP_039760796.1	DPOGS206279-PA
OG0010313	XP_039756956.1	DPOGS214037-PA
OG0010314	XP_039749928.1	DPOGS202007-PA
OG0010316	XP_039746999.1	DPOGS206069-PA
OG0010318	XP_039756520.1	DPOGS207374-PA
OG0010319	XP_039760449.1	DPOGS200540-PA
OG0010321	XP_039748391.1	DPOGS203583-PA
OG0010322	XP_039756074.1	DPOGS207381-PA
OG0010323	XP_039756493.1	DPOGS207376-PA
OG0010324	XP_039750628.1	DPOGS207616-PA
OG0010325	XP_039757611.1	DPOGS214953-PA
OG0010326	XP_039760499.1	DPOGS200556-PA
OG0010327	XP_039746979.1	DPOGS206077-PA
OG0010328	XP_039759255.1	DPOGS210488-PA
OG0010329	XP_039758009.1	DPOGS214951-PA
OG0010330	XP_039750059.1	DPOGS202017-PA
OG0010331	XP_039748833.1	DPOGS207968-PA
OG0010333	XP_039756572.1	DPOGS216026-PA
OG0010334	XP_039759139.1	DPOGS210493-PA
OG0010335	XP_039748099.1	DPOGS201718-PA
OG0010337	XP_039749810.1	DPOGS202059-PA
OG0010338	XP_039747317.1	DPOGS206092-PA
OG0010342	XP_039752300.1	DPOGS212722-PA
OG0010343	XP_039755334.1	DPOGS207314-PA
OG0010344	XP_039747015.1	DPOGS206086-PA
OG0010345	XP_039757284.1	DPOGS206699-PA
OG0010348	XP_039765683.1	DPOGS204470-PA
OG0010349	XP_039753916.1	DPOGS204344-PA
OG0010352	XP_039760524.1	DPOGS201688-PA
OG0010353	XP_039764065.1	DPOGS203931-PA
OG0010355	XP_039749127.1	DPOGS207993-PA
OG0010356	XP_039747955.1	DPOGS205446-PA
OG0010357	XP_039747429.1	DPOGS205066-PA
OG0010358	XP_039752220.1, XP_039752221.1	DPOGS207056-PA
OG0010359	XP_039763453.1	DPOGS203333-PA
OG0010361	XP_039754323.1	DPOGS209328-PA
OG0010362	XP_039746997.1	DPOGS209309-PA
OG0010363	XP_039753500.1	DPOGS211252-PA
OG0010364	XP_039751641.1	DPOGS214054-PA
OG0010366	XP_039755632.1	DPOGS203819-PA
OG0010367	XP_039746835.1	DPOGS205087-PA
OG0010368	XP_039756156.1	DPOGS200616-PA
OG0010369	XP_039758751.1	DPOGS215093-PA
OG0010370	XP_039761790.1	DPOGS203871-PA, DPOGS209224-PA
OG0010372	XP_039761452.1	DPOGS211068-PA
OG0010374	XP_039747261.1	DPOGS214021-PA
OG0010376	XP_039750017.1	DPOGS208860-PA
OG0010378	XP_039757140.1	DPOGS206605-PA
OG0010379	XP_039745204.1	DPOGS204245-PA
OG0010380	XP_039763641.1	DPOGS206537-PA
OG0010381	XP_039752148.1	DPOGS206895-PA
OG0010382	XP_039747989.1	DPOGS200571-PA
OG0010383	XP_039752438.1	DPOGS206897-PA
OG0010384	XP_039758683.1	DPOGS201098-PA
OG0010386	XP_039754870.1	DPOGS207904-PA
OG0010387	XP_039748508.1	DPOGS206427-PA
OG0010388	XP_039747390.1	DPOGS205044-PA
OG0010389	XP_039760548.1	DPOGS206292-PA
OG0010390	XP_039753798.1	DPOGS203607-PA
OG0010391	XP_039756684.1	DPOGS200690-PA
OG0010392	XP_039755107.1	DPOGS212252-PA
OG0010394	XP_039752031.1	DPOGS203695-PA
OG0010395	XP_039755593.1	DPOGS207254-PA
OG0010397	XP_039750616.1	DPOGS211596-PA
OG0010400	XP_039765775.1	DPOGS204314-PA
OG0010402	XP_039758038.1	DPOGS202693-PA
OG0010404	XP_039758155.1	DPOGS202696-PA
OG0010405	XP_039763044.1	DPOGS214174-PA
OG0010406	XP_039759552.1	DPOGS214317-PA
OG0010407	XP_039760045.1	DPOGS214839-PA
OG0010408	XP_039755414.1	DPOGS207297-PA
OG0010409	XP_039759380.1	DPOGS214373-PA, DPOGS214372-PA
OG0010410	XP_039759502.1	DPOGS214375-PA
OG0010411	XP_039755381.1	DPOGS207295-PA
OG0010412	XP_039761584.1	DPOGS203707-PA
OG0010413	XP_039764121.1	DPOGS206137-PA
OG0010415	XP_039756360.1, XP_039756361.1	DPOGS209739-PA
OG0010416	XP_039756328.1	DPOGS209737-PA
OG0010417	XP_039753256.1	DPOGS207807-PA
OG0010418	XP_039761435.1	DPOGS201645-PA
OG0010419	XP_039747049.1	DPOGS213025-PA
OG0010420	XP_039759143.1	DPOGS214352-PA
OG0010421	XP_039764007.1	DPOGS206039-PA
OG0010422	XP_039747105.1	DPOGS213029-PA
OG0010423	XP_039758914.1	DPOGS214338-PA
OG0010424	XP_039763612.1	DPOGS206036-PA, DPOGS206037-PA
OG0010427	XP_039758245.1	DPOGS208047-PA
OG0010429	XP_039759696.1	DPOGS214310-PA
OG0010430	XP_039758573.1	DPOGS208051-PA
OG0010431	XP_039755106.1	DPOGS212284-PA
OG0010432	XP_039758276.1	DPOGS208055-PA
OG0010433	XP_039755800.1	DPOGS203787-PA
OG0010435	XP_039759416.1	DPOGS202896-PA
OG0010436	XP_039758500.1	DPOGS209541-PA
OG0010437	XP_039752898.1	DPOGS207822-PA
OG0010438	XP_039755321.1	DPOGS207272-PA
OG0010441	XP_039755352.1	DPOGS207282-PA
OG0010442	XP_039753536.1	DPOGS207731-PA
OG0010443	XP_039755776.1	DPOGS207278-PA
OG0010444	XP_039746529.1	DPOGS213039-PA
OG0010445	XP_039761746.1	DPOGS202431-PA
OG0010446	XP_039758676.1	DPOGS209555-PA
OG0010448	XP_039763198.1	DPOGS206052-PA
OG0010449	XP_039753423.1	DPOGS207735-PA
OG0010450	XP_039755462.1	DPOGS204845-PA
OG0010451	XP_039745455.1	DPOGS205134-PA
OG0010452	XP_039753336.1	DPOGS207828-PA
OG0010453	XP_039753496.1	DPOGS207733-PA
OG0010454	XP_039747225.1	DPOGS212989-PA
OG0010457	XP_039756639.1	DPOGS201034-PA
OG0010458	XP_039755581.1	DPOGS211642-PA
OG0010459	XP_039755484.1	DPOGS211637-PA
OG0010460	XP_039755652.1	DPOGS211634-PA
OG0010461	XP_039760111.1	DPOGS209046-PA
OG0010463	XP_039764083.1	DPOGS203976-PA
OG0010464	XP_039757518.1	DPOGS212872-PA
OG0010465	XP_039764932.1	DPOGS214146-PA
OG0010467	XP_039747937.1	DPOGS205968-PA
OG0010468	XP_039758794.1	DPOGS200032-PA
OG0010470	XP_039747870.1	DPOGS205996-PA
OG0010471	XP_039754907.1	DPOGS213830-PA
OG0010472	XP_039748097.1	DPOGS205720-PA
OG0010473	XP_039755501.1	DPOGS204881-PA
OG0010474	XP_039749629.1	DPOGS208892-PA
OG0010475	XP_039759541.1	DPOGS209886-PA
OG0010477	XP_039755709.1	DPOGS204879-PA
OG0010478	XP_039755753.1	DPOGS204877-PA
OG0010479	XP_039750910.1	DPOGS210749-PA
OG0010480	XP_039753440.1	DPOGS207854-PA
OG0010483	XP_039761694.1	DPOGS201469-PA
OG0010484	XP_039757943.1	DPOGS212828-PA, DPOGS212829-PA
OG0010486	XP_039747233.1	DPOGS202107-PA
OG0010487	XP_039755198.1	DPOGS209942-PA
OG0010488	XP_039745430.1	DPOGS204281-PA
OG0010489	XP_039756692.1	DPOGS205967-PA
OG0010490	XP_039751457.1	DPOGS207658-PA
OG0010491	XP_039750364.1	DPOGS210717-PA
OG0010492	XP_039758584.1	DPOGS215415-PA
OG0010493	XP_039749247.1	DPOGS211418-PA, DPOGS211417-PA
OG0010494	XP_039756999.1	DPOGS203504-PA
OG0010495	XP_039750947.1	DPOGS210723-PA
OG0010497	XP_039754471.1	DPOGS200300-PA
OG0010498	XP_039748761.1	DPOGS205828-PA
OG0010499	XP_039756850.1	DPOGS203495-PA
OG0010500	XP_039761533.1	DPOGS207923-PA
OG0010501	XP_039759701.1	DPOGS202885-PA
OG0010502	XP_039754194.1	DPOGS200303-PA
OG0010503	XP_039755295.1	DPOGS212331-PA
OG0010504	XP_039759165.1	DPOGS202887-PA
OG0010505	XP_039751470.1	DPOGS202809-PA
OG0010507	XP_039758885.1	DPOGS215373-PA
OG0010508	XP_039757004.1	DPOGS203480-PA
OG0010512	XP_039761745.1	DPOGS201949-PA
OG0010513	XP_039758339.1	DPOGS210614-PA
OG0010515	XP_039746472.1	DPOGS207300-PA
OG0010516	XP_039757206.1	DPOGS211603-PA
OG0010517	XP_039756921.1	DPOGS211617-PA
OG0010518	XP_039761696.1	DPOGS208357-PA
OG0010519	XP_039750552.1	DPOGS208310-PA
OG0010520	XP_039750086.1	DPOGS205557-PA
OG0010521	XP_039746078.1	DPOGS200719-PA
OG0010523	XP_039754246.1	DPOGS200364-PA
OG0010525	XP_039751293.1	DPOGS202849-PA
OG0010528	XP_039752627.1	DPOGS207089-PA
OG0010529	XP_039752625.1	DPOGS207090-PA
OG0010530	XP_039747071.1	DPOGS205947-PA
OG0010533	XP_039763118.1	DPOGS203012-PA
OG0010534	XP_039747150.1	DPOGS205937-PA
OG0010536	XP_039747198.1	DPOGS205942-PA
OG0010537	XP_039753327.1	DPOGS205699-PA
OG0010538	XP_039752410.1	DPOGS206851-PA
OG0010539	XP_039748967.1	DPOGS211378-PA
OG0010540	XP_039752743.1	DPOGS207096-PA
OG0010541	XP_039753634.1	DPOGS205693-PA
OG0010543	XP_039752517.1	DPOGS206846-PA
OG0010545	XP_039764538.1	DPOGS201911-PA
OG0010546	XP_039749250.1	DPOGS211428-PA
OG0010547	XP_039749317.1	DPOGS205835-PA
OG0010548	XP_039746719.1	DPOGS206731-PA
OG0010549	XP_039754454.1	DPOGS215056-PA
OG0010550	XP_039747187.1	DPOGS206719-PA
OG0010551	XP_039747120.1	DPOGS206720-PA
OG0010552	XP_039746717.1	DPOGS212420-PA
OG0010553	XP_039749265.1	DPOGS202441-PA
OG0010554	XP_039758496.1	DPOGS201413-PA
OG0010555	XP_039765648.1	DPOGS202156-PA
OG0010556	XP_039747504.1	DPOGS212413-PA
OG0010560	XP_039752285.1	DPOGS206824-PA
OG0010561	XP_039753863.1	DPOGS209371-PA
OG0010562	XP_039765289.1	DPOGS201881-PA
OG0010563	XP_039749268.1	DPOGS205844-PA
OG0010566	XP_039765204.1	DPOGS201854-PA
OG0010567	XP_039765033.1	DPOGS201871-PA
OG0010568	XP_039746084.1	DPOGS205659-PA
OG0010569	XP_039746434.1	DPOGS205657-PA
OG0010571	XP_039746978.1	DPOGS200162-PA
OG0010573	XP_039748592.1	DPOGS207540-PA
OG0010574	XP_039763966.1	DPOGS208370-PA
OG0010575	XP_039764149.1	DPOGS203295-PA
OG0010582	XP_039762612.1	DPOGS213285-PA, DPOGS200518-PA
OG0010586	XP_039751311.1	DPOGS201060-PA
OG0010587	XP_039753714.1	DPOGS203426-PA
OG0010588	XP_039745500.1	DPOGS216088-PA
OG0010589	XP_039756402.1	DPOGS210599-PA
OG0010590	XP_039756723.1	DPOGS200428-PA
OG0010592	XP_039747456.1	DPOGS205075-PA
OG0010593	XP_039761621.1	DPOGS212539-PA
OG0010594	XP_039762824.1	DPOGS204794-PA
OG0010594	XP_039753389.1	DPOGS200766-PA
OG0010595	XP_039745533.1	DPOGS213944-PA
OG0010596	XP_039756945.1	DPOGS210393-PA
OG0010597	XP_039747345.1	DPOGS205077-PA
OG0010598	XP_039755821.1	DPOGS207285-PA
OG0010599	XP_039746718.1	DPOGS206727-PA
OG0010600	XP_039763817.1	DPOGS203006-PA
OG0010601	XP_039748196.1	DPOGS213364-PA
OG0010602	XP_039763942.1, XP_039763941.1	DPOGS201372-PA
OG0010603	XP_039765948.1	DPOGS208711-PA
OG0010604	XP_039746656.1	DPOGS213361-PA
OG0010605	XP_039755230.1	DPOGS209165-PA
OG0010607	XP_039750633.1	DPOGS208266-PA
OG0010608	XP_039746724.1	DPOGS204754-PA
OG0010610	XP_039751092.1	DPOGS207664-PA
OG0010611	XP_039765015.1	DPOGS214196-PA
OG0010612	XP_039756668.1	DPOGS216055-PA
OG0010613	XP_039747945.1	DPOGS211543-PA
OG0010614	XP_039747867.1	DPOGS206579-PA
OG0010615	XP_039749758.1	DPOGS208146-PA
OG0010616	XP_039749205.1	DPOGS200934-PA
OG0010617	XP_039758611.1	DPOGS215081-PA
OG0010619	XP_039750457.1	DPOGS205963-PA
OG0010620	XP_039751714.1	DPOGS212620-PA
OG0010621	XP_039765495.1	DPOGS206426-PA
OG0010622	XP_039746269.1	DPOGS205639-PA
OG0010623	XP_039746821.1	DPOGS206099-PA
OG0010624	XP_039762253.1	DPOGS201602-PA
OG0010625	XP_039747270.1	DPOGS213867-PA
OG0010626	XP_039764786.1	DPOGS210920-PA
OG0010627	XP_039752997.1	DPOGS202740-PA
OG0010628	XP_039746620.1	DPOGS213866-PA
OG0010629	XP_039753429.1	DPOGS202741-PA
OG0010630	XP_039753037.1	DPOGS201253-PA, DPOGS215591-PA
OG0010631	XP_039749906.1	DPOGS209817-PA
OG0010632	XP_039759848.1	DPOGS201929-PA
OG0010633	XP_039763900.1	DPOGS200082-PA
OG0010634	XP_039745214.1	DPOGS208662-PA
OG0010635	XP_039746618.1	DPOGS213488-PA
OG0010637	XP_039748147.1	DPOGS205990-PA
OG0010638	XP_039746868.1	DPOGS205930-PA
OG0010640	XP_039746463.1	DPOGS213469-PA
OG0010641	XP_039745316.1	DPOGS213087-PA
OG0010642	XP_039755572.1	DPOGS212940-PA
OG0010643	XP_039764734.1	DPOGS215818-PA
OG0010644	XP_039765852.1	DPOGS204431-PA
OG0010645	XP_039758436.1	DPOGS205391-PA
OG0010646	XP_039764570.1	DPOGS201319-PA
OG0010648	XP_039751321.1	DPOGS213692-PA
OG0010649	XP_039754904.1	DPOGS209989-PA
OG0010650	XP_039749276.1	DPOGS211419-PA
OG0010651	XP_039756004.1	DPOGS209743-PA
OG0010653	XP_039760395.1	DPOGS201694-PA
OG0010654	XP_039753694.1	DPOGS201673-PA
OG0010655	XP_039757580.1	DPOGS202273-PA
OG0010656	XP_039746074.1	DPOGS205662-PA
OG0010657	XP_039745643.1	DPOGS207445-PA
OG0010658	XP_039755838.1	DPOGS213592-PA
OG0010659	XP_039759120.1	DPOGS210477-PA
OG0010661	XP_039762395.1, XP_039762088.1, XP_039763773.1	DPOGS211426-PA
OG0010662	XP_039748666.1, XP_039749905.1	DPOGS213336-PA
OG0010665	XP_039754912.1	DPOGS209149-PA
OG0010666	XP_039746878.1	DPOGS212158-PA
OG0010667	XP_039750519.1	DPOGS202626-PA
OG0010668	XP_039758014.1	DPOGS204153-PA
OG0010669	XP_039763867.1	DPOGS203389-PA
OG0010672	XP_039754704.1	DPOGS209143-PA
OG0010673	XP_039757898.1	DPOGS214642-PA
OG0010674	XP_039754671.1	DPOGS200593-PA
OG0010675	XP_039754670.1	DPOGS200592-PA
OG0010676	XP_039749109.1	DPOGS207980-PA
OG0010677	XP_039763309.1	DPOGS202976-PA
OG0010678	XP_039763870.1	DPOGS201281-PA
OG0010679	XP_039747062.1	DPOGS200183-PA
OG0010680	XP_039755902.1	DPOGS207259-PA
OG0010681	XP_039746731.1	DPOGS212168-PA
OG0010682	XP_039751466.1	DPOGS208539-PA
OG0010684	XP_039750087.1	DPOGS202054-PA
OG0010685	XP_039764504.1	DPOGS214235-PA, DPOGS214234-PA
OG0010686	XP_039764129.1	DPOGS203398-PA
OG0010687	XP_039751337.1	DPOGS202840-PA
OG0010688	XP_039746262.1, XP_039746261.1	DPOGS211868-PA
OG0010689	XP_039764686.1	DPOGS211804-PA
OG0010690	XP_039753544.1	DPOGS207832-PA
OG0010691	XP_039746313.1	DPOGS211954-PA
OG0010692	XP_039752752.1	DPOGS207003-PA
OG0010693	XP_039763956.1	DPOGS214141-PA
OG0010694	XP_039764013.1	DPOGS203986-PA
OG0010695	XP_039756919.1	DPOGS206607-PA
OG0010696	XP_039764067.1	DPOGS206035-PA
OG0010697	XP_039753814.1	DPOGS214693-PA
OG0010698	XP_039751004.1	DPOGS208570-PA
OG0010699	XP_039750599.1	DPOGS211028-PA
OG0010700	XP_039745481.1	DPOGS204506-PA
OG0010701	XP_039754331.1, XP_039754327.1	DPOGS215782-PA
OG0010703	XP_039764604.1	DPOGS214282-PA
OG0010704	XP_039761840.1	DPOGS203812-PA
OG0010705	XP_039752750.1	DPOGS207055-PA
OG0010706	XP_039752152.1	DPOGS207064-PA
OG0010708	XP_039745422.1	DPOGS203644-PA
OG0010709	XP_039764130.1	DPOGS206796-PA
OG0010754	XP_039749783.1	DPOGS211484-PA
OG0010756	XP_039747864.1	DPOGS201955-PA
OG0010758	XP_039748040.1	DPOGS216110-PA
OG0010761	XP_039749886.1	DPOGS201050-PA
OG0010765	XP_039759161.1	DPOGS211785-PA
OG0010767	XP_039747815.1	DPOGS213366-PA
OG0010769	XP_039765243.1	DPOGS210143-PA
OG0010771	XP_039751304.1	DPOGS205120-PA
OG0010776	XP_039759007.1	DPOGS211792-PA
OG0010777	XP_039762507.1	DPOGS211755-PA
OG0010779	XP_039765143.1	DPOGS210893-PA
OG0010789	XP_039754408.1	DPOGS210830-PA
OG0010790	XP_039755532.1	DPOGS210382-PA
OG0010791	XP_039759318.1	DPOGS214307-PA
OG0010792	XP_039762509.1	DPOGS210664-PA
OG0010795	XP_039762762.1	DPOGS204599-PA
OG0010796	XP_039757139.1	DPOGS205486-PA
OG0010799	XP_039754666.1	DPOGS209241-PA
OG0010800	XP_039746572.1	DPOGS209585-PA
OG0010803	XP_039745432.1	DPOGS215316-PA
OG0010805	XP_039747282.1	DPOGS209583-PA
OG0010808	XP_039756255.1	DPOGS209486-PA
OG0010813	XP_039753512.1	DPOGS206344-PA
OG0010814	XP_039750119.1	DPOGS216169-PA
OG0010815	XP_039757747.1	DPOGS204207-PA
OG0010827	XP_039760358.1	DPOGS215225-PA
OG0010828	XP_039762523.1	DPOGS200043-PA
OG0010830	XP_039745238.1	DPOGS215346-PA
OG0010833	XP_039747814.1	DPOGS210185-PA
OG0010835	XP_039747861.1	DPOGS206735-PA
OG0010836	XP_039747734.1	DPOGS213790-PA
OG0010837	XP_039754584.1	DPOGS205728-PA
OG0010839	XP_039762526.1	DPOGS213870-PA
OG0010841	XP_039754553.1	DPOGS210800-PA
OG0010842	XP_039749331.1	DPOGS206496-PA
OG0010843	XP_039750699.1	DPOGS204122-PA
OG0010846	XP_039759576.1	DPOGS202928-PA
OG0010850	XP_039765110.1	DPOGS201299-PA
OG0010854	XP_039762173.1	DPOGS205233-PA
OG0010856	XP_039750091.1	DPOGS209002-PA
OG0010861	XP_039762360.1	DPOGS203468-PA, DPOGS203469-PA
OG0010864	XP_039760101.1	DPOGS209777-PA
OG0010866	XP_039762553.1	DPOGS203063-PA
OG0010867	XP_039745599.1	DPOGS205181-PA
OG0010868	XP_039752747.1	DPOGS202709-PA
OG0010871	XP_039746561.1	DPOGS212116-PA
OG0010873	XP_039745350.1	DPOGS213069-PA
OG0010874	XP_039756694.1	DPOGS215643-PA
OG0010876	XP_039746490.1	DPOGS212124-PA
OG0010877	XP_039751676.1, XP_039756252.1	DPOGS208502-PA
OG0010878	XP_039747430.1	DPOGS212127-PA
OG0010880	XP_039757757.1	DPOGS214732-PA
OG0010881	XP_039757371.1	DPOGS207869-PA
OG0010882	XP_039747890.1	DPOGS216130-PA
OG0010884	XP_039754153.1	DPOGS205902-PA
OG0010888	XP_039746438.1	DPOGS213492-PA
OG0010893	XP_039754407.1, XP_039754405.1	DPOGS205887-PA
OG0010895	XP_039745568.1	DPOGS211880-PA
OG0010897	XP_039746525.1	DPOGS208113-PA
OG0010899	XP_039748178.1	DPOGS203642-PA
OG0010900	XP_039763400.1	DPOGS211179-PA
OG0010904	XP_039762736.1	DPOGS205425-PA
OG0010905	XP_039752947.1	DPOGS206450-PA
OG0010907	XP_039750224.1	DPOGS211011-PA
OG0010910	XP_039753146.1	DPOGS207774-PA
OG0010911	XP_039764931.1	DPOGS211192-PA
OG0010914	XP_039753225.1	DPOGS215620-PA
OG0010919	XP_039751345.1	DPOGS208459-PA
OG0010920	XP_039747593.1	DPOGS213256-PA
OG0010921	XP_039757903.1	DPOGS204183-PA
OG0010923	XP_039756672.1	DPOGS216070-PA
OG0010929	XP_039747888.1	DPOGS216132-PA
OG0010932	XP_039750256.1	DPOGS211592-PA
OG0010933	XP_039753869.1	DPOGS209263-PA
OG0010934	XP_039748288.1	DPOGS205985-PA
OG0010935	XP_039745488.1	DPOGS204492-PA
OG0010936	XP_039758837.1	DPOGS201085-PA
OG0010940	XP_039759671.1	DPOGS204580-PA
OG0010941	XP_039751982.1	DPOGS212762-PA
OG0010943	XP_039756349.1	DPOGS207396-PA
OG0010944	XP_039746206.1	DPOGS215976-PA
OG0010945	XP_039756611.1	DPOGS207394-PA
OG0010948	XP_039751595.1	DPOGS205804-PA
OG0010949	XP_039761026.1	DPOGS214480-PA
OG0010950	XP_039761981.1	DPOGS215114-PA
OG0010951	XP_039759712.1	DPOGS203842-PA
OG0010954	XP_039757975.1	DPOGS214581-PA
OG0010955	XP_039760503.1	DPOGS200558-PA
OG0010956	XP_039747332.1	DPOGS206093-PA
OG0010959	XP_039756462.1	DPOGS216028-PA
OG0010963	XP_039760523.1	DPOGS201711-PA
OG0010965	XP_039761622.1	DPOGS212538-PA
OG0010967	XP_039752209.1	DPOGS207058-PA
OG0010968	XP_039759434.1	DPOGS210507-PA
OG0010970	XP_039760183.1	DPOGS212042-PA
OG0010972	XP_039746557.1	DPOGS205089-PA
OG0010973	XP_039763289.1	DPOGS203924-PA
OG0010975	XP_039751589.1	DPOGS201609-PA
OG0010977	XP_039762780.1	DPOGS206542-PA
OG0010978	XP_039754850.1, XP_039755143.1	DPOGS209228-PA
OG0010979	XP_039745339.1	DPOGS204299-PA
OG0010983	XP_039758059.1	DPOGS202260-PA
OG0010984	XP_039763842.1	DPOGS214190-PA
OG0010986	XP_039757646.1	DPOGS215951-PA
OG0010987	XP_039755594.1	DPOGS207302-PA
OG0010988	XP_039763826.1	DPOGS203391-PA
OG0010989	XP_039746893.1	DPOGS213008-PA
OG0010991	XP_039755750.1	DPOGS207260-PA
OG0010992	XP_039750235.1	DPOGS210761-PA
OG0010993	XP_039755736.1	DPOGS203703-PA
OG0010996	XP_039765891.1	DPOGS206565-PA
OG0011000	XP_039746154.1	DPOGS212198-PA
