Orthogroup	Heliconius_erato_lativitta	Maniola_hyperantus
OG0008080	HEL_006684-RA	XP_034832573.1
OG0008081	HEL_004457-RA	XP_034825015.1
OG0008082	HEL_000176-RA	XP_034824490.1
OG0008083	HEL_004458-RA	XP_034825034.1
OG0008084	HEL_008520-RA	XP_034826397.1
OG0008085	HEL_000177-RA	XP_034824588.1
OG0008086	HEL_008519-RA	XP_034825978.1
OG0008087	HEL_006685-RA	XP_034832586.1
OG0008088	HEL_006686-RA	XP_034831415.1
OG0008089	HEL_006687-RA	XP_034834409.1
OG0008090	HEL_008513-RA	XP_034826620.1
OG0008091	HEL_010355-RA	XP_034829996.1
OG0008092	HEL_008349-RA	XP_034828194.1
OG0008093	HEL_011988-RA	XP_034832176.1
OG0008094	HEL_011990-RA	XP_034831758.1
OG0008095	HEL_008512-RA	XP_034826044.1
OG0008096	HEL_000186-RA, HEL_000187-RA	XP_034824884.1
OG0008097	HEL_011404-RA	XP_034830774.1
OG0008098	HEL_010394-RA	XP_034839456.1
OG0008099	HEL_008354-RA	XP_034828205.1
OG0008100	HEL_006689-RA	XP_034838197.1
OG0008101	HEL_001167-RA	XP_034823919.1
OG0008102	HEL_006690-RA	XP_034838200.1
OG0008103	HEL_001164-RA	XP_034823912.1
OG0008104	HEL_001163-RA	XP_034823913.1
OG0008105	HEL_008358-RA	XP_034827842.1
OG0008106	HEL_008359-RA	XP_034827736.1
OG0008108	HEL_001160-RA	XP_034823895.1
OG0008109	HEL_012863-RA	XP_034830773.1
OG0008110	HEL_001159-RA	XP_034823907.1
OG0008111	HEL_000194-RA	XP_034824360.1
OG0008112	HEL_012862-RA	XP_034830699.1
OG0008113	HEL_008505-RA	XP_034826032.1
OG0008114	HEL_008502-RA	XP_034826047.1
OG0008115	HEL_000199-RA	XP_034824410.1
OG0008116	HEL_008501-RA	XP_034826045.1
OG0008117	HEL_012861-RA	XP_034830700.1
OG0008118	HEL_007134-RA	XP_034839220.1
OG0008119	HEL_014577-RA	XP_034828032.1
OG0008120	HEL_008499-RA	XP_034826056.1
OG0008122	HEL_008498-RA	XP_034826049.1
OG0008123	HEL_006706-RA	XP_034831787.1
OG0008125	HEL_012851-RA	XP_034830757.1
OG0008126	HEL_014574-RA	XP_034828037.1
OG0008127	HEL_014572-RA	XP_034827435.1
OG0008128	HEL_001153-RA	XP_034823904.1
OG0008129	HEL_003314-RA	XP_034831484.1
OG0008130	HEL_001150-RA	XP_034841039.1
OG0008131	HEL_012845-RA, HEL_012848-RA	XP_034830758.1
OG0008132	HEL_001148-RA	XP_034841032.1
OG0008133	HEL_010401-RA	XP_034839459.1
OG0008135	HEL_001146-RA	XP_034841049.1
OG0008136	HEL_006710-RA	XP_034837076.1
OG0008137	HEL_008424-RA	XP_034827470.1
OG0008139	HEL_001143-RA	XP_034841033.1
OG0008140	HEL_001141-RA	XP_034841031.1
OG0008142	HEL_008420-RA	XP_034828231.1
OG0008143	HEL_001140-RA	XP_034841040.1
OG0008144	HEL_006713-RA	XP_034836976.1
OG0008145	HEL_006714-RA	XP_034836839.1
OG0008146	HEL_008419-RA	XP_034828232.1
OG0008147	HEL_006717-RA	XP_034837170.1, XP_034833719.1
OG0008148	HEL_011667-RA	XP_034839845.1
OG0008149	HEL_011666-RA	XP_034839981.1
OG0008150	HEL_006719-RA	XP_034837139.1
OG0008151	HEL_011663-RA	XP_034840000.1
OG0008152	HEL_011662-RA	XP_034840008.1
OG0008153	HEL_013121-RA	XP_034840921.1
OG0008154	HEL_013120-RA	XP_034840908.1
OG0008155	HEL_012839-RA	XP_034830614.1
OG0008156	HEL_006727-RA	XP_034837051.1
OG0008157	HEL_003304-RA	XP_034827139.1
OG0008158	HEL_008411-RA	XP_034827695.1
OG0008159	HEL_008410-RA	XP_034827697.1
OG0008160	HEL_008491-RA	XP_034826515.1
OG0008161	HEL_008490-RA	XP_034826520.1
OG0008162	HEL_008489-RA	XP_034826524.1
OG0008163	HEL_013113-RA	XP_034840955.1
OG0008164	HEL_003300-RA	XP_034827151.1
OG0008165	HEL_000204-RA, HEL_000205-RA	XP_034824435.1
OG0008166	HEL_012826-RA	XP_034830763.1
OG0008167	HEL_013116-RA	XP_034824112.1
OG0008168	HEL_003298-RA	XP_034840057.1
OG0008169	HEL_004466-RA	XP_034825660.1
OG0008171	HEL_004468-RA	XP_034825665.1
OG0008172	HEL_012811-RA	XP_034830675.1
OG0008173	HEL_003289-RA	XP_034826451.1
OG0008174	HEL_004474-RA	XP_034825101.1
OG0008175	HEL_004475-RA	XP_034825103.1
OG0008177	HEL_004476-RA	XP_034825097.1
OG0008178	HEL_012814-RA	XP_034830672.1
OG0008179	HEL_013109-RA	XP_034841012.1
OG0008180	HEL_004478-RA	XP_034825135.1
OG0008181	HEL_012818-RA	XP_034830767.1
OG0008182	HEL_004479-RA	XP_034825134.1
OG0008183	HEL_008402-RA	XP_034827926.1
OG0008184	HEL_008401-RA	XP_034827924.1
OG0008185	HEL_008399-RA	XP_034827921.1
OG0008186	HEL_008398-RA	XP_034827914.1
OG0008187	HEL_008483-RA	XP_034825890.1
OG0008188	HEL_008393-RA	XP_034827917.1
OG0008189	HEL_008392-RA	XP_034827927.1
OG0008190	HEL_012821-RA	XP_034830764.1
OG0008191	HEL_003277-RA	XP_034824795.1
OG0008192	HEL_012822-RA	XP_034830441.1
OG0008193	HEL_003276-RA	XP_034825784.1
OG0008194	HEL_008388-RA	XP_034827930.1
OG0008195	HEL_006730-RA	XP_034836916.1
OG0008196	HEL_004487-RA	XP_034825147.1
OG0008197	HEL_004489-RA	XP_034825140.1
OG0008198	HEL_004490-RA	XP_034825132.1
OG0008199	HEL_008379-RA	XP_034827908.1
OG0008201	HEL_006732-RA	XP_034837093.1
OG0008202	HEL_008372-RA	XP_034827911.1
OG0008203	HEL_006736-RA	XP_034838383.1
OG0008204	HEL_013099-RA	XP_034841182.1
OG0008205	HEL_004504-RA	XP_034825445.1
OG0008206	HEL_007149-RA	XP_034839307.1
OG0008208	HEL_008479-RA	XP_034826650.1
OG0008209	HEL_011648-RA	XP_034840813.1
OG0008210	HEL_004506-RA	XP_034825443.1
OG0008211	HEL_008477-RA	XP_034826675.1
OG0008212	HEL_011645-RA	XP_034839750.1
OG0008213	HEL_008475-RA	XP_034826632.1
OG0008214	HEL_003263-RA	XP_034828154.1
OG0008215	HEL_003260-RA	XP_034829751.1
OG0008216	HEL_007152-RA	XP_034839201.1, XP_034839200.1
OG0008217	HEL_011628-RA	XP_034840412.1
OG0008218	HEL_006740-RA	XP_034835100.1
OG0008219	HEL_011630-RA	XP_034840413.1
OG0008220	HEL_011631-RA	XP_034840354.1
OG0008221	HEL_004508-RA	XP_034825451.1
OG0008222	HEL_003258-RA	XP_034827571.1
OG0008223	HEL_003259-RA	XP_034835125.1
OG0008224	HEL_006743-RA	XP_034831425.1
OG0008225	HEL_003250-RA	XP_034824426.1
OG0008226	HEL_003246-RA	XP_034834611.1
OG0008227	HEL_003244-RA	XP_034834425.1
OG0008228	HEL_013096-RA	XP_034841177.1
OG0008229	HEL_011639-RA	XP_034840523.1
OG0008230	HEL_008468-RA	XP_034826212.1
OG0008231	HEL_008465-RA, HEL_008466-RA, HEL_008467-RA	XP_034826183.1
OG0008232	HEL_011642-RA	XP_034840191.1
OG0008233	HEL_011643-RA	XP_034840304.1
OG0008234	HEL_004519-RA	XP_034825418.1
OG0008235	HEL_008451-RA	XP_034825981.1
OG0008236	HEL_004521-RA	XP_034825406.1
OG0008237	HEL_008445-RA	XP_034825982.1
OG0008238	HEL_003238-RA	XP_034828490.1
OG0008239	HEL_004528-RA	XP_034825096.1
OG0008240	HEL_003235-RA	XP_034841135.1
OG0008241	HEL_007159-RA	XP_034839231.1
OG0008242	HEL_003232-RA	XP_034841098.1
OG0008243	HEL_013417-RA	XP_034841020.1
OG0008244	HEL_003228-RA	XP_034841050.1
OG0008245	HEL_006748-RA	XP_034835833.1
OG0008246	HEL_006750-RA	XP_034835809.1
OG0008247	HEL_007110-RA	XP_034839230.1
OG0008248	HEL_013415-RA	XP_034824096.1
OG0008249	HEL_013414-RA	XP_034824095.1
OG0008250	HEL_006751-RA	XP_034834046.1
OG0008251	HEL_013404-RA	XP_034841023.1
OG0008252	HEL_013405-RA	XP_034841022.1
OG0008253	HEL_013406-RA	XP_034841024.1
OG0008254	HEL_007117-RA	XP_034839369.1
OG0008255	HEL_006764-RA	XP_034836651.1
OG0008256	HEL_006765-RA	XP_034836533.1
OG0008257	HEL_006766-RA	XP_034836661.1
OG0008258	HEL_007104-RA	XP_034839175.1
OG0008259	HEL_006767-RA	XP_034836728.1
OG0008260	HEL_007102-RA	XP_034839179.1
OG0008261	HEL_006771-RA	XP_034836687.1
OG0008262	HEL_007099-RA	XP_034839191.1
OG0008263	HEL_006775-RA	XP_034836673.1
OG0008264	HEL_006778-RA	XP_034838823.1
OG0008265	HEL_006779-RA	XP_034830608.1
OG0008266	HEL_002919-RA	XP_034834301.1
OG0008267	HEL_002929-RA	XP_034832984.1
OG0008269	HEL_002931-RA	XP_034833010.1
OG0008270	HEL_007095-RA	XP_034839562.1
OG0008271	HEL_002934-RA	XP_034833037.1
OG0008273	HEL_007227-RA	XP_034833558.1
OG0008274	HEL_006611-RA	XP_034835478.1
OG0008275	HEL_000953-RA, HEL_000954-RA	XP_034831656.1
OG0008277	HEL_013015-RA	XP_034838854.1
OG0008278	HEL_005066-RA	XP_034826369.1
OG0008280	HEL_003806-RA, HEL_003807-RA	XP_034833776.1
OG0008281	HEL_011687-RA	XP_034839046.1, XP_034839045.1
OG0008283	HEL_006262-RA	XP_034827100.1
OG0008284	HEL_005943-RA	XP_034837687.1
OG0008285	HEL_011348-RA	XP_034838684.1
OG0008286	HEL_014502-RA	XP_034827555.1
OG0008287	HEL_004370-RA	XP_034828508.1
OG0008288	HEL_001232-RA	XP_034841399.1
OG0008289	HEL_011581-RA	XP_034833468.1
OG0008291	HEL_014232-RA	XP_034834045.1
OG0008292	HEL_004878-RA, HEL_004879-RA	XP_034826111.1
OG0008293	HEL_012648-RA, HEL_012649-RA, HEL_012650-RA	XP_034827758.1
OG0008294	HEL_004137-RA	XP_034838188.1
OG0008295	HEL_013856-RA	XP_034829878.1, XP_034834321.1
OG0008296	HEL_006000-RA	XP_034837633.1
OG0008297	HEL_002280-RA	XP_034828211.1
OG0008298	HEL_010058-RA, HEL_010057-RA	XP_034827453.1
OG0008299	HEL_012750-RA	XP_034834343.1
OG0008300	HEL_002066-RA	XP_034835764.1
OG0008301	HEL_010957-RA	XP_034824612.1
OG0008302	HEL_009369-RA	XP_034830947.1
OG0008303	HEL_014010-RA	XP_034833494.1, XP_034833495.1
OG0008304	HEL_004801-RA, HEL_004800-RA	XP_034826568.1
OG0008305	HEL_004350-RA	XP_034828502.1
OG0008306	HEL_003005-RA	XP_034829696.1
OG0008307	HEL_009635-RA	XP_034839214.1, XP_034832157.1
OG0008308	HEL_008696-RA	XP_034825425.1
OG0008309	HEL_004915-RA	XP_034826507.1
OG0008310	HEL_005031-RA	XP_034826471.1
OG0008311	HEL_007311-RA	XP_034833390.1, XP_034833389.1
OG0008312	HEL_010429-RA	XP_034839333.1, XP_034839334.1
OG0008313	HEL_001400-RA, HEL_001399-RA	XP_034841027.1
OG0008314	HEL_011516-RA	XP_034830710.1
OG0008315	HEL_010118-RA	XP_034835530.1
OG0008316	HEL_012296-RA, HEL_012295-RA, HEL_012292-RA	XP_034832617.1
OG0008317	HEL_012169-RA, HEL_012167-RA	XP_034832432.1
OG0008318	HEL_000146-RA	XP_034824644.1
OG0008319	HEL_006554-RA	XP_034829171.1, XP_034835363.1, XP_034835551.1
OG0008320	HEL_012087-RA	XP_034839469.1
OG0008321	HEL_009801-RA, HEL_009804-RA	XP_034831418.1
OG0008322	HEL_008138-RA	XP_034835458.1, XP_034835459.1
OG0008323	HEL_003677-RA	XP_034833759.1
OG0008324	HEL_000280-RA	XP_034836519.1, XP_034836521.1, XP_034836522.1
OG0008325	HEL_006782-RA	XP_034834100.1
OG0008326	HEL_013827-RA	XP_034833922.1
OG0008327	HEL_011442-RA	XP_034830360.1
OG0008328	HEL_008666-RA	XP_034833113.1, XP_034833112.1
OG0008329	HEL_013323-RA	XP_034824510.1, XP_034824511.1
OG0008330	HEL_008648-RA	XP_034833108.1
OG0008331	HEL_006213-RA	XP_034827111.1
OG0008332	HEL_000045-RA	XP_034824694.1, XP_034824695.1
OG0008333	HEL_008802-RA, HEL_008801-RA	XP_034825647.1
OG0008334	HEL_007467-RA	XP_034831014.1
OG0008335	HEL_008029-RA	XP_034826975.1
OG0008336	HEL_010849-RA	XP_034828989.1
OG0008337	HEL_007473-RA	XP_034831018.1
OG0008338	HEL_012385-RA	XP_034828641.1
OG0008339	HEL_008778-RA	XP_034825482.1
OG0008340	HEL_000949-RA	XP_034831251.1
OG0008341	HEL_009786-RA	XP_034831367.1, XP_034831366.1
OG0008342	HEL_007701-RA	XP_034824950.1, XP_034824949.1
OG0008343	HEL_003147-RA	XP_034841415.1
OG0008344	HEL_006101-RA, HEL_006099-RA	XP_034829514.1
OG0008345	HEL_002635-RA, HEL_002636-RA	XP_034830810.1
OG0008346	HEL_002799-RA, HEL_002798-RA, HEL_002796-RA	XP_034830619.1
OG0008347	HEL_002847-RA	XP_034838040.1
OG0008348	HEL_012617-RA	XP_034832192.1
OG0008349	HEL_012618-RA	XP_034832352.1
OG0008350	HEL_005477-RA	XP_034829128.1, XP_034829127.1
OG0008353	HEL_003745-RA, HEL_003746-RA, HEL_003747-RA	XP_034833837.1
OG0008368	HEL_012190-RA	XP_034831791.1
OG0008370	HEL_002781-RA	XP_034836414.1
OG0008372	HEL_011822-RA	XP_034837355.1
OG0008373	HEL_002223-RA	XP_034823974.1
OG0008378	HEL_002225-RA	XP_034823934.1
OG0008380	HEL_004166-RA	XP_034838241.1
OG0008381	HEL_003497-RA	XP_034832256.1
OG0008382	HEL_001897-RA	XP_034836096.1
OG0008384	HEL_001895-RA	XP_034836097.1
OG0008386	HEL_003493-RA	XP_034832257.1
OG0008387	HEL_007643-RA	XP_034824893.1
OG0008391	HEL_007639-RA	XP_034824922.1
OG0008392	HEL_002187-RA	XP_034837578.1
OG0008393	HEL_001890-RA	XP_034836099.1
OG0008394	HEL_001879-RA	XP_034836004.1
OG0008395	HEL_001889-RA	XP_034836107.1
OG0008396	HEL_005370-RA	XP_034836792.1
OG0008398	HEL_009689-RA	XP_034839666.1
OG0008399	HEL_009470-RA	XP_034830428.1
OG0008400	HEL_001927-RA	XP_034836070.1
OG0008401	HEL_012510-RA	XP_034834865.1
OG0008402	HEL_009690-RA	XP_034839339.1
OG0008407	HEL_010486-RA	XP_034840341.1
OG0008408	HEL_009476-RA	XP_034830849.1
OG0008410	HEL_005374-RA	XP_034836719.1
OG0008412	HEL_010159-RA	XP_034826837.1
OG0008413	HEL_005328-RA	XP_034829038.1
OG0008414	HEL_010973-RA	XP_034824963.1
OG0008415	HEL_005375-RA	XP_034836785.1
OG0008416	HEL_003462-RA	XP_034832414.1
OG0008417	HEL_002238-RA	XP_034824258.1
OG0008420	HEL_001865-RA	XP_034836218.1
OG0008422	HEL_012520-RA	XP_034834608.1
OG0008427	HEL_006986-RA	XP_034830997.1
OG0008428	HEL_005317-RA	XP_034829069.1
OG0008430	HEL_012526-RA	XP_034834344.1
OG0008431	HEL_013060-RA	XP_034839033.1
OG0008433	HEL_012531-RA	XP_034834619.1, XP_034834617.1
OG0008434	HEL_003382-RA	XP_034826466.1
OG0008435	HEL_001862-RA	XP_034835956.1
OG0008436	HEL_001712-RA	XP_034841243.1
OG0008439	HEL_006994-RA	XP_034831759.1
OG0008441	HEL_004032-RA	XP_034838196.1
OG0008445	HEL_007613-RA	XP_034824726.1
OG0008446	HEL_002203-RA	XP_034837556.1
OG0008447	HEL_007733-RA	XP_034829820.1
OG0008448	HEL_000465-RA	XP_034836577.1
OG0008449	HEL_002247-RA	XP_034827231.1
OG0008450	HEL_005306-RA	XP_034829180.1
OG0008451	HEL_012540-RA	XP_034834333.1
OG0008452	HEL_009655-RA	XP_034839159.1
OG0008453	HEL_007730-RA	XP_034829897.1
OG0008454	HEL_004059-RA	XP_034837915.1
OG0008455	HEL_011676-RA	XP_034838942.1
OG0008456	HEL_003361-RA	XP_034826345.1
OG0008461	HEL_013864-RA	XP_034833502.1
OG0008462	HEL_012396-RA	XP_034831552.1
OG0008463	HEL_012642-RA	XP_034827436.1
OG0008465	HEL_011672-RA	XP_034839113.1, XP_034839114.1
OG0008466	HEL_005280-RA	XP_034829370.1
OG0008467	HEL_012399-RA	XP_034834999.1
OG0008468	HEL_010185-RA	XP_034826955.1
OG0008469	HEL_003502-RA	XP_034831874.1
OG0008471	HEL_005403-RA	XP_034836781.1
OG0008473	HEL_007597-RA	XP_034824723.1
OG0008476	HEL_009238-RA	XP_034837144.1
OG0008477	HEL_008914-RA	XP_034833020.1, XP_034832565.1
OG0008482	HEL_002264-RA	XP_034825102.1
OG0008484	HEL_002219-RA, HEL_002216-RA	XP_034837600.1
OG0008487	HEL_013215-RA	XP_034828350.1
OG0008489	HEL_013214-RA	XP_034828351.1
OG0008493	HEL_013504-RA	XP_034837199.1
OG0008494	HEL_005415-RA	XP_034836777.1
OG0008495	HEL_012410-RA	XP_034837515.1
OG0008498	HEL_014585-RA	XP_034834068.1
OG0008500	HEL_012412-RA	XP_034837409.1
OG0008501	HEL_003970-RA	XP_034825330.1
OG0008504	HEL_013206-RA	XP_034828795.1
OG0008507	HEL_004078-RA	XP_034837804.1
OG0008508	HEL_013061-RA	XP_034838918.1
OG0008509	HEL_002068-RA	XP_034835924.1
OG0008513	HEL_000763-RA	XP_034831398.1
OG0008514	HEL_013895-RA	XP_034827585.1
OG0008518	HEL_001753-RA	XP_034823991.1
OG0008520	HEL_002267-RA	XP_034840395.1
OG0008522	HEL_000774-RA	XP_034831394.1
OG0008523	HEL_005262-RA	XP_034828956.1
OG0008525	HEL_008236-RA	XP_034835174.1
OG0008526	HEL_011763-RA	XP_034838984.1
OG0008527	HEL_013189-RA	XP_034828373.1
OG0008528	HEL_013912-RA	XP_034827679.1
OG0008531	HEL_013186-RA	XP_034828476.1
OG0008532	HEL_003514-RA	XP_034831717.1
OG0008536	HEL_005246-RA	XP_034828979.1
OG0008539	HEL_013185-RA	XP_034828363.1
OG0008541	HEL_009020-RA	XP_034832803.1
OG0008542	HEL_005673-RA	XP_034834940.1
OG0008543	HEL_013182-RA	XP_034828906.1
OG0008544	HEL_011244-RA	XP_034838592.1
OG0008545	HEL_011242-RA	XP_034838555.1
OG0008547	HEL_011240-RA	XP_034838553.1
OG0008548	HEL_004085-RA	XP_034838168.1, XP_034837837.1
OG0008549	HEL_010201-RA	XP_034826951.1
OG0008550	HEL_010546-RA	XP_034840352.1
OG0008551	HEL_008213-RA	XP_034835195.1
OG0008552	HEL_010151-RA	XP_034828219.1, XP_034828220.1
OG0008554	HEL_001773-RA	XP_034841170.1
OG0008555	HEL_001775-RA	XP_034840969.1
OG0008557	HEL_005684-RA	XP_034834705.1
OG0008558	HEL_014301-RA	XP_034835662.1
OG0008559	HEL_014304-RA	XP_034835706.1
OG0008560	HEL_012433-RA	XP_034834883.1
OG0008561	HEL_010203-RA	XP_034826778.1
OG0008562	HEL_003318-RA	XP_034826023.1
OG0008564	HEL_007574-RA	XP_034824417.1
OG0008565	HEL_001789-RA	XP_034840877.1
OG0008566	HEL_008875-RA	XP_034832654.1
OG0008567	HEL_013166-RA	XP_034828927.1
OG0008568	HEL_010548-RA	XP_034840722.1
OG0008569	HEL_006411-RA	XP_034835197.1
OG0008571	HEL_005233-RA	XP_034829166.1
OG0008572	HEL_013165-RA	XP_034828785.1
OG0008574	HEL_005430-RA	XP_034837007.1
OG0008575	HEL_014318-RA	XP_034835686.1
OG0008576	HEL_010207-RA	XP_034826909.1
OG0008578	HEL_010557-RA	XP_034840353.1
OG0008579	HEL_010560-RA	XP_034840324.1
OG0008580	HEL_010561-RA	XP_034840318.1
OG0008581	HEL_006393-RA	XP_034835684.1
OG0008582	HEL_010269-RA	XP_034830603.1
OG0008583	HEL_010268-RA	XP_034830605.1
OG0008584	HEL_004105-RA	XP_034838206.1
OG0008585	HEL_005046-RA	XP_034826173.1
OG0008586	HEL_005224-RA	XP_034829194.1
OG0008587	HEL_005047-RA	XP_034826174.1
OG0008590	HEL_006399-RA	XP_034835648.1
OG0008592	HEL_009675-RA	XP_034839377.1
OG0008597	HEL_006404-RA	XP_034835546.1
OG0008598	HEL_011127-RA	XP_034828557.1
OG0008600	HEL_005059-RA	XP_034826071.1
OG0008601	HEL_010859-RA	XP_034829241.1
OG0008603	HEL_009722-RA	XP_034833603.1
OG0008604	HEL_009366-RA	XP_034837113.1
OG0008605	HEL_009723-RA	XP_034833237.1
OG0008607	HEL_003547-RA	XP_034832100.1
OG0008609	HEL_011295-RA	XP_034838589.1
OG0008610	HEL_005711-RA	XP_034834661.1
OG0008612	HEL_003554-RA	XP_034832108.1
OG0008614	HEL_005718-RA	XP_034834710.1
OG0008617	HEL_002526-RA	XP_034837696.1
OG0008618	HEL_003679-RA	XP_034833738.1
OG0008619	HEL_004945-RA	XP_034825953.1
OG0008620	HEL_010232-RA	XP_034826935.1
OG0008621	HEL_005719-RA	XP_034834726.1
OG0008622	HEL_011298-RA	XP_034838686.1
OG0008624	HEL_003672-RA	XP_034833758.1
OG0008627	HEL_010122-RA	XP_034827715.1
OG0008629	HEL_003671-RA	XP_034833751.1
OG0008630	HEL_011108-RA	XP_034828685.1
OG0008632	HEL_003558-RA	XP_034832098.1
OG0008633	HEL_005725-RA	XP_034834740.1
OG0008634	HEL_011309-RA	XP_034838548.1
OG0008636	HEL_002530-RA	XP_034831558.1
OG0008637	HEL_010113-RA	XP_034827773.1
OG0008639	HEL_002135-RA	XP_034836164.1
OG0008640	HEL_011312-RA, HEL_011314-RA	XP_034838485.1
OG0008642	HEL_006021-RA	XP_034830030.1
OG0008644	HEL_002138-RA	XP_034836152.1
OG0008649	HEL_008047-RA	XP_034826788.1
OG0008650	HEL_011317-RA	XP_034838402.1
OG0008651	HEL_011318-RA	XP_034838502.1
OG0008658	HEL_002296-RA	XP_034825653.1
OG0008659	HEL_009046-RA	XP_034840451.1
OG0008661	HEL_000806-RA	XP_034831287.1
OG0008662	HEL_000808-RA	XP_034831286.1
OG0008663	HEL_001701-RA	XP_034841284.1
OG0008665	HEL_011069-RA	XP_034828535.1
OG0008667	HEL_011840-RA	XP_034837138.1
OG0008671	HEL_005824-RA	XP_034834567.1
OG0008673	HEL_000812-RA	XP_034831283.1
OG0008677	HEL_006420-RA	XP_034835398.1
OG0008678	HEL_006421-RA	XP_034835402.1
OG0008679	HEL_005817-RA	XP_034834963.1
OG0008683	HEL_009058-RA	XP_034839558.1
OG0008685	HEL_002156-RA	XP_034835724.1
OG0008686	HEL_014563-RA	XP_034834217.1
OG0008687	HEL_010094-RA	XP_034827582.1
OG0008688	HEL_004655-RA	XP_034836959.1
OG0008689	HEL_012064-RA	XP_034839663.1
OG0008690	HEL_014035-RA	XP_034825740.1, XP_034825739.1
OG0008691	HEL_003564-RA	XP_034832248.1
OG0008694	HEL_000730-RA	XP_034838742.1
OG0008696	HEL_004986-RA	XP_034826066.1
OG0008699	HEL_010840-RA	XP_034829131.1
OG0008700	HEL_006433-RA	XP_034835079.1
OG0008702	HEL_010089-RA	XP_034828005.1
OG0008703	HEL_014524-RA	XP_034838273.1
OG0008704	HEL_011831-RA	XP_034837358.1
OG0008706	HEL_007831-RA	XP_034830059.1
OG0008707	HEL_004376-RA	XP_034828803.1, XP_034828804.1
OG0008708	HEL_007689-RA	XP_034824296.1
OG0008710	HEL_002165-RA	XP_034835824.1
OG0008711	HEL_007695-RA	XP_034824226.1
OG0008713	HEL_009078-RA	XP_034840182.1
OG0008714	HEL_009079-RA	XP_034840183.1
OG0008715	HEL_009083-RA	XP_034840026.1
OG0008720	HEL_002329-RA	XP_034825908.1
OG0008723	HEL_002244-RA	XP_034824268.1
OG0008724	HEL_004366-RA	XP_034828494.1
OG0008726	HEL_014229-RA	XP_034834050.1
OG0008727	HEL_009283-RA	XP_034837391.1
OG0008728	HEL_008084-RA	XP_034827333.1
OG0008729	HEL_009740-RA	XP_034833490.1
OG0008730	HEL_007702-RA	XP_034824951.1
OG0008733	HEL_006440-RA	XP_034835395.1
OG0008735	HEL_004644-RA	XP_034836960.1
OG0008736	HEL_011204-RA	XP_034832797.1
OG0008738	HEL_010083-RA	XP_034827902.1
OG0008739	HEL_010828-RA	XP_034829100.1
OG0008744	HEL_014387-RA	XP_034835757.1
OG0008748	HEL_014503-RA	XP_034827574.1
OG0008749	HEL_001666-RA	XP_034841155.1
OG0008750	HEL_014501-RA	XP_034827534.1
OG0008751	HEL_001665-RA	XP_034840994.1
OG0008753	HEL_008087-RA	XP_034827043.1
OG0008756	HEL_007710-RA	XP_034824746.1
OG0008764	HEL_011383-RA	XP_034838660.1
OG0008765	HEL_007977-RA	XP_034826871.1
OG0008766	HEL_004342-RA	XP_034828813.1
OG0008767	HEL_013259-RA	XP_034827540.1
OG0008768	HEL_004336-RA	XP_034828660.1
OG0008769	HEL_011183-RA	XP_034832605.1
OG0008770	HEL_014393-RA	XP_034827795.1
OG0008774	HEL_011182-RA	XP_034833062.1
OG0008775	HEL_011181-RA	XP_034833063.1
OG0008778	HEL_007985-RA, HEL_007986-RA	XP_034827049.1
OG0008779	HEL_001940-RA	XP_034836049.1
OG0008780	HEL_001948-RA	XP_034836055.1
OG0008782	HEL_009108-RA	XP_034840373.1
OG0008783	HEL_001653-RA	XP_034841018.1
OG0008784	HEL_008845-RA	XP_034825552.1
OG0008785	HEL_008841-RA	XP_034825461.1
OG0008786	HEL_009670-RA	XP_034839669.1
OG0008789	HEL_002363-RA	XP_034824327.1
OG0008790	HEL_009247-RA	XP_034837253.1
OG0008793	HEL_004933-RA	XP_034826362.1
OG0008794	HEL_009119-RA	XP_034840564.1
OG0008795	HEL_007723-RA	XP_034824748.1
OG0008796	HEL_010809-RA	XP_034829123.1
OG0008800	HEL_011154-RA	XP_034832648.1
OG0008801	HEL_013686-RA	XP_034838318.1
OG0008802	HEL_013766-RA	XP_034833334.1
OG0008804	HEL_011171-RA	XP_034832664.1
OG0008805	HEL_011148-RA	XP_034832674.1
OG0008808	HEL_009136-RA	XP_034840678.1
OG0008809	HEL_009799-RA	XP_034831089.1
OG0008810	HEL_001639-RA	XP_034841423.1
OG0008811	HEL_008016-RA	XP_034827052.1
OG0008813	HEL_005118-RA	XP_034833817.1
OG0008814	HEL_010808-RA	XP_034829000.1
OG0008818	HEL_000383-RA	XP_034836321.1
OG0008819	HEL_010694-RA	XP_034831729.1
OG0008820	HEL_013274-RA	XP_034824566.1
OG0008821	HEL_011139-RA	XP_034832587.1
OG0008822	HEL_001638-RA	XP_034841495.1
OG0008823	HEL_004329-RA	XP_034828593.1
OG0008826	HEL_002379-RA	XP_034837646.1
OG0008829	HEL_006482-RA	XP_034835207.1
OG0008831	HEL_010704-RA	XP_034832457.1
OG0008832	HEL_009795-RA	XP_034831358.1
OG0008833	HEL_008098-RA	XP_034827137.1
OG0008835	HEL_009156-RA	XP_034840188.1
OG0008836	HEL_004914-RA	XP_034826514.1
OG0008843	HEL_000934-RA	XP_034831561.1
OG0008844	HEL_009397-RA	XP_034830647.1
OG0008845	HEL_000932-RA	XP_034831162.1
OG0008846	HEL_006504-RA	XP_034835534.1
OG0008847	HEL_013303-RA	XP_034824553.1
OG0008852	HEL_000924-RA	XP_034831618.1
OG0008853	HEL_013307-RA	XP_034824554.1
OG0008855	HEL_013018-RA	XP_034838934.1
OG0008859	HEL_006517-RA	XP_034835093.1
