Orthogroup	Heliconius_erato_lativitta	Pararge_aegeria
OG0008247	HEL_007110-RA	XP_039764117.1
OG0008248	HEL_013415-RA	XP_039745261.1
OG0008249	HEL_013414-RA	XP_039745378.1
OG0008250	HEL_006751-RA	XP_039760935.1
OG0008251	HEL_013404-RA	XP_039745400.1
OG0008252	HEL_013405-RA	XP_039765480.1
OG0008253	HEL_013406-RA	XP_039765339.1
OG0008254	HEL_007117-RA	XP_039764114.1
OG0008255	HEL_006764-RA	XP_039757816.1
OG0008256	HEL_006765-RA	XP_039757703.1
OG0008257	HEL_006766-RA	XP_039760883.1
OG0008258	HEL_007104-RA	XP_039763514.1, XP_039763515.1
OG0008259	HEL_006767-RA	XP_039753380.1
OG0008261	HEL_006771-RA	XP_039756809.1
OG0008262	HEL_007099-RA	XP_039763843.1
OG0008263	HEL_006775-RA	XP_039761053.1
OG0008264	HEL_006778-RA	XP_039751948.1
OG0008265	HEL_006779-RA	XP_039761321.1
OG0008266	HEL_002919-RA	XP_039760182.1
OG0008267	HEL_002929-RA	XP_039755681.1
OG0008269	HEL_002931-RA	XP_039757472.1
OG0008270	HEL_007095-RA	XP_039764137.1
OG0008271	HEL_002934-RA	XP_039755808.1
OG0008273	HEL_007227-RA	XP_039758495.1
OG0008274	HEL_006611-RA	XP_039760065.1
OG0008275	HEL_000953-RA, HEL_000954-RA	XP_039755431.1
OG0008277	HEL_013015-RA	XP_039762490.1
OG0008278	HEL_005066-RA	XP_039747483.1
OG0008280	HEL_003806-RA, HEL_003807-RA	XP_039757737.1
OG0008281	HEL_011687-RA	XP_039762615.1
OG0008282	HEL_008892-RA	XP_039757428.1
OG0008283	HEL_006262-RA	XP_039751372.1, XP_039751380.1
OG0008284	HEL_005943-RA	XP_039761707.1
OG0008285	HEL_011348-RA	XP_039748052.1
OG0008286	HEL_014502-RA	XP_039752157.1
OG0008287	HEL_004370-RA	XP_039750963.1
OG0008288	HEL_001232-RA	XP_039765620.1
OG0008289	HEL_011581-RA	XP_039758644.1
OG0008291	HEL_014232-RA	XP_039757659.1, XP_039757660.1
OG0008293	HEL_012648-RA, HEL_012649-RA, HEL_012650-RA	XP_039752037.1
OG0008294	HEL_004137-RA	XP_039761843.1
OG0008295	HEL_013856-RA	XP_039757915.1
OG0008296	HEL_006000-RA	XP_039761541.1, XP_039761539.1
OG0008297	HEL_002280-RA	XP_039762621.1, XP_039762630.1
OG0008298	HEL_010058-RA, HEL_010057-RA	XP_039752225.1
OG0008299	HEL_012750-RA	XP_039756326.1, XP_039756327.1
OG0008300	HEL_002065-RA, HEL_002066-RA	XP_039759944.1
OG0008302	HEL_009369-RA	XP_039754024.1
OG0008303	HEL_014010-RA	XP_039758891.1
OG0008304	HEL_004801-RA, HEL_004800-RA	XP_039753363.1
OG0008305	HEL_004350-RA	XP_039750373.1
OG0008306	HEL_003005-RA	XP_039764000.1, XP_039764009.1
OG0008307	HEL_009635-RA	XP_039763550.1
OG0008308	HEL_008696-RA	XP_039746113.1
OG0008309	HEL_004915-RA	XP_039747660.1
OG0008310	HEL_005031-RA	XP_039748261.1
OG0008311	HEL_007311-RA	XP_039758459.1
OG0008312	HEL_010429-RA	XP_039763304.1
OG0008313	HEL_001400-RA, HEL_001399-RA	XP_039745161.1
OG0008314	HEL_011516-RA	XP_039753857.1
OG0008315	HEL_010118-RA	XP_039763482.1, XP_039757872.1
OG0008317	HEL_012169-RA, HEL_012167-RA	XP_039752834.1
OG0008318	HEL_000146-RA	XP_039748894.1, XP_039748895.1
OG0008319	HEL_006554-RA	XP_039759638.1
OG0008320	HEL_012087-RA	XP_039763387.1
OG0008321	HEL_009801-RA, HEL_009804-RA	XP_039755611.1
OG0008322	HEL_008138-RA	XP_039759181.1
OG0008323	HEL_003677-RA	XP_039757957.1, XP_039757956.1
OG0008324	HEL_000280-RA	XP_039748287.1
OG0008325	HEL_006782-RA	XP_039759569.1
OG0008326	HEL_013827-RA	XP_039758129.1
OG0008327	HEL_011442-RA	XP_039753846.1, XP_039753848.1
OG0008328	HEL_008666-RA	XP_039757338.1
OG0008329	HEL_013323-RA	XP_039749302.1
OG0008330	HEL_008648-RA	XP_039757165.1
OG0008331	HEL_006213-RA	XP_039751422.1
OG0008332	HEL_000045-RA	XP_039749140.1
OG0008333	HEL_008802-RA, HEL_008801-RA	XP_039745934.1
OG0008334	HEL_007467-RA	XP_039753864.1
OG0008335	HEL_008029-RA	XP_039751037.1
OG0008336	HEL_010849-RA	XP_039754798.1
OG0008337	HEL_007473-RA	XP_039753937.1
OG0008338	HEL_012385-RA	XP_039750531.1, XP_039750530.1
OG0008339	HEL_008778-RA	XP_039746176.1, XP_039746174.1
OG0008340	HEL_000949-RA	XP_039755292.1, XP_039755290.1, XP_039755291.1
OG0008341	HEL_009786-RA	XP_039755548.1
OG0008342	HEL_007701-RA	XP_039748877.1
OG0008343	HEL_003147-RA	XP_039764977.1
OG0008344	HEL_006101-RA, HEL_006099-RA	XP_039749616.1
OG0008345	HEL_002635-RA, HEL_002636-RA	XP_039761623.1
OG0008346	HEL_002799-RA, HEL_002798-RA, HEL_002796-RA	XP_039755236.1
OG0008347	HEL_002847-RA	XP_039760440.1
OG0008348	HEL_012617-RA	XP_039753474.1
OG0008349	HEL_012618-RA	XP_039753295.1
OG0008350	HEL_005477-RA	XP_039754918.1
OG0008351	HEL_009902-RA, HEL_009901-RA	XP_039761475.1
OG0008353	HEL_003745-RA, HEL_003746-RA, HEL_003747-RA	XP_039757923.1
OG0008368	HEL_012190-RA	XP_039753392.1
OG0008370	HEL_002781-RA	XP_039760405.1
OG0008372	HEL_011822-RA	XP_039760749.1
OG0008373	HEL_002223-RA	XP_039764434.1
OG0008374	HEL_006971-RA	XP_039756414.1
OG0008378	HEL_002225-RA	XP_039764435.1
OG0008380	HEL_004166-RA	XP_039762133.1
OG0008381	HEL_003497-RA	XP_039752921.1
OG0008382	HEL_001897-RA	XP_039760090.1
OG0008384	HEL_001895-RA	XP_039760232.1
OG0008385	HEL_005352-RA	XP_039755142.1
OG0008387	HEL_007643-RA	XP_039748730.1
OG0008391	HEL_007639-RA	XP_039748521.1
OG0008392	HEL_002187-RA	XP_039761431.1
OG0008393	HEL_001890-RA	XP_039759789.1
OG0008394	HEL_001879-RA	XP_039760134.1
OG0008395	HEL_001889-RA	XP_039759996.1
OG0008396	HEL_005370-RA	XP_039761129.1
OG0008398	HEL_009689-RA	XP_039764157.1
OG0008399	HEL_009470-RA	XP_039754404.1
OG0008400	HEL_001927-RA	XP_039759922.1
OG0008401	HEL_012510-RA	XP_039756405.1
OG0008407	HEL_010486-RA	XP_039746623.1
OG0008408	HEL_009476-RA	XP_039754412.1
OG0008410	HEL_005374-RA	XP_039761363.1
OG0008412	HEL_010159-RA	XP_039751162.1
OG0008413	HEL_005328-RA	XP_039755056.1
OG0008414	HEL_010973-RA	XP_039749146.1
OG0008416	HEL_003462-RA	XP_039752913.1
OG0008417	HEL_002238-RA	XP_039765068.1
OG0008418	HEL_001867-RA	XP_039759865.1
OG0008420	HEL_001865-RA	XP_039760331.1
OG0008421	HEL_007118-RA	XP_039763859.1
OG0008427	HEL_006986-RA	XP_039758538.1
OG0008428	HEL_005317-RA	XP_039754996.1
OG0008430	HEL_012526-RA	XP_039756714.1
OG0008431	HEL_013060-RA	XP_039762735.1
OG0008433	HEL_012531-RA	XP_039756043.1
OG0008434	HEL_003382-RA	XP_039746277.1
OG0008435	HEL_001862-RA	XP_039759901.1
OG0008436	HEL_001712-RA	XP_039765405.1
OG0008439	HEL_006994-RA	XP_039759394.1
OG0008441	HEL_004032-RA	XP_039762397.1
OG0008445	HEL_007613-RA	XP_039749184.1
OG0008446	HEL_002203-RA	XP_039761609.1
OG0008447	HEL_007733-RA	XP_039749883.1
OG0008449	HEL_002247-RA	XP_039765072.1
OG0008450	HEL_005306-RA	XP_039754876.1
OG0008451	HEL_012540-RA	XP_039756198.1
OG0008452	HEL_009655-RA	XP_039763572.1
OG0008453	HEL_007730-RA	XP_039749882.1
OG0008454	HEL_004059-RA	XP_039762055.1
OG0008455	HEL_011676-RA	XP_039762789.1
OG0008456	HEL_003361-RA	XP_039746351.1
OG0008460	HEL_002212-RA	XP_039761543.1
OG0008461	HEL_013864-RA	XP_039758733.1
OG0008462	HEL_012396-RA	XP_039760779.1
OG0008463	HEL_012642-RA	XP_039752016.1
OG0008465	HEL_011672-RA	XP_039762795.1
OG0008466	HEL_005280-RA	XP_039754719.1
OG0008467	HEL_012399-RA	XP_039758076.1
OG0008468	HEL_010185-RA	XP_039751721.1
OG0008469	HEL_003502-RA	XP_039753406.1
OG0008471	HEL_005403-RA	XP_039761183.1
OG0008472	HEL_008917-RA	XP_039757410.1
OG0008473	HEL_007597-RA	XP_039748798.1
OG0008477	HEL_008914-RA	XP_039756772.1
OG0008482	HEL_002264-RA	XP_039764628.1
OG0008487	HEL_013215-RA	XP_039750353.1
OG0008489	HEL_013214-RA	XP_039750863.1
OG0008490	HEL_008901-RA	XP_039757425.1
OG0008493	HEL_013504-RA	XP_039760509.1
OG0008494	HEL_005415-RA	XP_039761095.1
OG0008495	HEL_012410-RA	XP_039757364.1
OG0008498	HEL_014585-RA	XP_039757568.1
OG0008500	HEL_012412-RA	XP_039753272.1
OG0008501	HEL_003970-RA	XP_039746021.1
OG0008504	HEL_013206-RA	XP_039750367.1
OG0008507	HEL_004078-RA	XP_039762337.1
OG0008508	HEL_013061-RA	XP_039762678.1
OG0008509	HEL_002068-RA	XP_039760094.1
OG0008513	HEL_000763-RA	XP_039755613.1
OG0008514	HEL_013895-RA	XP_039752780.1
OG0008518	HEL_001753-RA	XP_039765475.1
OG0008520	HEL_002267-RA	XP_039765020.1
OG0008522	HEL_000774-RA	XP_039755875.1
OG0008523	HEL_005262-RA	XP_039754893.1, XP_039754892.1
OG0008525	HEL_008236-RA	XP_039759689.1
OG0008526	HEL_011763-RA	XP_039762966.1
OG0008527	HEL_013189-RA	XP_039750911.1
OG0008528	HEL_013912-RA	XP_039752461.1
OG0008530	HEL_011761-RA, HEL_011760-RA	XP_039762512.1
OG0008531	HEL_013186-RA	XP_039750946.1
OG0008532	HEL_003514-RA	XP_039753479.1
OG0008536	HEL_005246-RA	XP_039754693.1
OG0008539	HEL_013185-RA	XP_039750270.1
OG0008541	HEL_009020-RA	XP_039757150.1
OG0008542	HEL_005673-RA	XP_039756646.1
OG0008543	HEL_013182-RA	XP_039750608.1
OG0008544	HEL_011244-RA	XP_039748350.1
OG0008545	HEL_011242-RA	XP_039748179.1
OG0008547	HEL_011240-RA	XP_039748086.1
OG0008548	HEL_004085-RA	XP_039762426.1
OG0008549	HEL_010201-RA	XP_039751297.1
OG0008550	HEL_010546-RA	XP_039746643.1
OG0008551	HEL_008213-RA	XP_039759535.1
OG0008552	HEL_010151-RA	XP_039751959.1
OG0008554	HEL_001773-RA	XP_039765635.1
OG0008555	HEL_001775-RA	XP_039765364.1
OG0008557	HEL_005684-RA	XP_039756752.1
OG0008558	HEL_014301-RA	XP_039758920.1
OG0008559	HEL_014304-RA	XP_039759323.1
OG0008560	HEL_012433-RA	XP_039756041.1
OG0008561	HEL_010203-RA	XP_039751395.1
OG0008562	HEL_003318-RA	XP_039748765.1
OG0008564	HEL_007574-RA	XP_039749300.1
OG0008565	HEL_001789-RA	XP_039745427.1
OG0008566	HEL_008875-RA	XP_039757241.1
OG0008567	HEL_013166-RA	XP_039750642.1
OG0008568	HEL_010548-RA	XP_039747274.1
OG0008569	HEL_006411-RA	XP_039759347.1
OG0008570	HEL_004024-RA	XP_039761839.1
OG0008571	HEL_005233-RA	XP_039754810.1
OG0008572	HEL_013165-RA	XP_039750864.1
OG0008574	HEL_005430-RA	XP_039761184.1
OG0008575	HEL_014318-RA	XP_039759105.1
OG0008576	HEL_010207-RA	XP_039751472.1
OG0008577	HEL_010556-RA	XP_039747117.1
OG0008578	HEL_010557-RA	XP_039746977.1
OG0008579	HEL_010560-RA	XP_039747354.1
OG0008580	HEL_010561-RA	XP_039746644.1
OG0008581	HEL_006393-RA	XP_039759371.1
OG0008582	HEL_010269-RA	XP_039754135.1
OG0008584	HEL_004105-RA	XP_039762332.1, XP_039762331.1
OG0008585	HEL_005046-RA	XP_039745747.1
OG0008586	HEL_005224-RA	XP_039754913.1
OG0008587	HEL_005047-RA	XP_039747633.1
OG0008590	HEL_006399-RA	XP_039759036.1
OG0008592	HEL_009675-RA	XP_039763837.1
OG0008597	HEL_006404-RA	XP_039759145.1
OG0008598	HEL_011127-RA	XP_039750726.1
OG0008600	HEL_005059-RA	XP_039749527.1
OG0008601	HEL_010859-RA	XP_039754806.1
OG0008604	HEL_009366-RA	XP_039760422.1
OG0008605	HEL_009723-RA	XP_039758199.1
OG0008607	HEL_003547-RA	XP_039753424.1
OG0008610	HEL_005711-RA	XP_039756383.1
OG0008612	HEL_003554-RA	XP_039752985.1
OG0008614	HEL_005718-RA	XP_039756051.1
OG0008617	HEL_002526-RA	XP_039761886.1
OG0008618	HEL_003679-RA	XP_039757706.1
OG0008619	HEL_004945-RA	XP_039749566.1
OG0008620	HEL_010232-RA	XP_039751651.1
OG0008621	HEL_005719-RA	XP_039756496.1
OG0008622	HEL_011298-RA	XP_039747550.1
OG0008623	HEL_010234-RA	XP_039751280.1
OG0008624	HEL_003672-RA	XP_039757582.1
OG0008627	HEL_010122-RA	XP_039752298.1
OG0008629	HEL_003671-RA	XP_039757466.1
OG0008630	HEL_011108-RA	XP_039750605.1
OG0008632	HEL_003558-RA	XP_039753239.1
OG0008633	HEL_005725-RA	XP_039756418.1
OG0008634	HEL_011309-RA	XP_039748425.1
OG0008636	HEL_002530-RA	XP_039757865.1
OG0008637	HEL_010113-RA	XP_039752369.1
OG0008639	HEL_002135-RA	XP_039759998.1
OG0008642	HEL_006021-RA	XP_039749826.1
OG0008644	HEL_002138-RA	XP_039760190.1
OG0008649	HEL_008047-RA	XP_039751507.1
OG0008650	HEL_011317-RA	XP_039748312.1
OG0008651	HEL_011318-RA	XP_039748390.1
OG0008658	HEL_002296-RA	XP_039765216.1
OG0008659	HEL_009046-RA	XP_039747436.1
OG0008661	HEL_000806-RA	XP_039755558.1
OG0008662	HEL_000808-RA	XP_039755557.1
OG0008663	HEL_001701-RA	XP_039745433.1
OG0008665	HEL_011069-RA	XP_039750625.1
OG0008667	HEL_011840-RA	XP_039760871.1
OG0008673	HEL_000812-RA	XP_039755733.1
OG0008675	HEL_011793-RA	XP_039762679.1
OG0008677	HEL_006420-RA	XP_039759490.1
OG0008678	HEL_006421-RA	XP_039759291.1
OG0008679	HEL_005817-RA	XP_039756060.1
OG0008683	HEL_009058-RA	XP_039746939.1
OG0008685	HEL_002156-RA	XP_039760112.1
OG0008686	HEL_014563-RA	XP_039757786.1
OG0008687	HEL_010094-RA	XP_039752363.1
OG0008688	HEL_004655-RA	XP_039760964.1
OG0008689	HEL_012064-RA	XP_039764187.1
OG0008690	HEL_014035-RA	XP_039746267.1
OG0008691	HEL_003564-RA	XP_039753369.1
OG0008694	HEL_000730-RA	XP_039762884.1
OG0008696	HEL_004986-RA	XP_039748910.1
OG0008699	HEL_010840-RA	XP_039755163.1
OG0008700	HEL_006433-RA	XP_039759471.1
OG0008702	HEL_010089-RA	XP_039752778.1
OG0008703	HEL_014524-RA	XP_039762185.1
OG0008704	HEL_011831-RA	XP_039760803.1
OG0008706	HEL_007831-RA	XP_039749854.1
OG0008707	HEL_004376-RA	XP_039750831.1
OG0008708	HEL_007689-RA	XP_039748866.1
OG0008710	HEL_002165-RA	XP_039759995.1
OG0008711	HEL_007695-RA	XP_039748766.1
OG0008713	HEL_009078-RA	XP_039746771.1
OG0008714	HEL_009079-RA	XP_039746772.1
OG0008715	HEL_009083-RA	XP_039747413.1
OG0008720	HEL_002329-RA	XP_039765096.1
OG0008723	HEL_002244-RA	XP_039764828.1
OG0008724	HEL_004366-RA	XP_039750276.1
OG0008726	HEL_014229-RA	XP_039757513.1
OG0008727	HEL_009283-RA	XP_039760747.1
OG0008728	HEL_008084-RA	XP_039751244.1
OG0008729	HEL_009740-RA	XP_039758674.1
OG0008730	HEL_007702-RA	XP_039748878.1
OG0008733	HEL_006440-RA	XP_039759333.1
OG0008735	HEL_004644-RA	XP_039761151.1
OG0008736	HEL_011204-RA	XP_039757211.1
OG0008738	HEL_010083-RA	XP_039752670.1
OG0008739	HEL_010828-RA	XP_039755046.1
OG0008740	HEL_012060-RA	XP_039763138.1
OG0008742	HEL_014228-RA	XP_039757451.1
OG0008744	HEL_014387-RA	XP_039760191.1
OG0008747	HEL_012058-RA	XP_039764150.1
OG0008748	HEL_014503-RA	XP_039752158.1
OG0008749	HEL_001666-RA	XP_039745107.1
OG0008750	HEL_014501-RA	XP_039752674.1
OG0008751	HEL_001665-RA	XP_039765938.1
OG0008753	HEL_008087-RA	XP_039751320.1
OG0008754	HEL_009699-RA	XP_039763146.1
OG0008756	HEL_007710-RA	XP_039749132.1
OG0008764	HEL_011383-RA	XP_039747725.1
OG0008767	HEL_013259-RA	XP_039752749.1
OG0008768	HEL_004336-RA	XP_039750594.1
OG0008769	HEL_011183-RA	XP_039757381.1
OG0008770	HEL_014393-RA	XP_039751995.1
OG0008774	HEL_011182-RA	XP_039757380.1
OG0008775	HEL_011181-RA	XP_039757315.1
OG0008778	HEL_007985-RA, HEL_007986-RA	XP_039751005.1
OG0008779	HEL_001940-RA	XP_039760067.1
OG0008782	HEL_009108-RA	XP_039746654.1
OG0008783	HEL_001653-RA	XP_039765817.1
OG0008784	HEL_008845-RA	XP_039745787.1
OG0008786	HEL_009670-RA	XP_039763736.1
OG0008789	HEL_002363-RA	XP_039764475.1
OG0008790	HEL_009247-RA	XP_039760688.1
OG0008793	HEL_004933-RA	XP_039745162.1
OG0008794	HEL_009119-RA	XP_039747016.1
OG0008795	HEL_007723-RA	XP_039748950.1
OG0008796	HEL_010809-RA	XP_039755052.1
OG0008801	HEL_013686-RA	XP_039762116.1
OG0008802	HEL_013766-RA	XP_039758805.1
OG0008803	HEL_002368-RA	XP_039765129.1
OG0008804	HEL_011171-RA	XP_039757376.1
OG0008805	HEL_011148-RA	XP_039757262.1
OG0008808	HEL_009136-RA	XP_039746986.1
OG0008809	HEL_009799-RA	XP_039755615.1
OG0008810	HEL_001639-RA	XP_039745285.1
OG0008813	HEL_005118-RA	XP_039757756.1
OG0008814	HEL_010808-RA	XP_039755156.1
OG0008818	HEL_000383-RA	XP_039747889.1
OG0008819	HEL_010694-RA	XP_039753560.1
OG0008820	HEL_013274-RA	XP_039748588.1
OG0008821	HEL_011139-RA	XP_039757285.1
OG0008822	HEL_001638-RA	XP_039765914.1
OG0008823	HEL_004329-RA	XP_039750560.1
OG0008826	HEL_002379-RA	XP_039764573.1
OG0008829	HEL_006482-RA	XP_039759447.1
OG0008830	HEL_006485-RA	XP_039759162.1
OG0008831	HEL_010704-RA	XP_039753379.1
OG0008832	HEL_009795-RA	XP_039755621.1
OG0008833	HEL_008098-RA	XP_039751018.1
OG0008835	HEL_009156-RA	XP_039747288.1
OG0008836	HEL_004914-RA	XP_039746450.1
OG0008843	HEL_000934-RA	XP_039755324.1
OG0008844	HEL_009397-RA	XP_039754339.1
OG0008845	HEL_000932-RA	XP_039755606.1
OG0008846	HEL_006504-RA	XP_039759583.1
OG0008847	HEL_013303-RA	XP_039748724.1
OG0008852	HEL_000924-RA	XP_039755716.1
OG0008853	HEL_013307-RA	XP_039748815.1
OG0008855	HEL_013018-RA	XP_039762765.1
OG0008857	HEL_013794-RA	XP_039758844.1
OG0008859	HEL_006517-RA	XP_039759261.1
OG0008863	HEL_010728-RA	XP_039753355.1
OG0008865	HEL_009324-RA	XP_039760718.1
OG0008868	HEL_013227-RA	XP_039764023.1
OG0008869	HEL_006182-RA	XP_039750070.1
OG0008871	HEL_000564-RA	XP_039747576.1, XP_039747577.1
OG0008872	HEL_014511-RA	XP_039754741.1
OG0008873	HEL_013013-RA	XP_039762891.1
OG0008874	HEL_013922-RA	XP_039762951.1
OG0008875	HEL_002416-RA	XP_039763506.1
OG0008876	HEL_013921-RA	XP_039762609.1
OG0008879	HEL_006178-RA	XP_039749626.1
OG0008882	HEL_007932-RA	XP_039751720.1
OG0008883	HEL_009379-RA	XP_039754051.1
OG0008884	HEL_014527-RA	XP_039762019.1
OG0008889	HEL_009645-RA	XP_039763931.1
OG0008892	HEL_011527-RA	XP_039758389.1
OG0008894	HEL_007928-RA	XP_039751535.1
OG0008896	HEL_004310-RA	XP_039750871.1
OG0008898	HEL_009643-RA	XP_039764195.1
OG0008903	HEL_004306-RA	XP_039750679.1
OG0008905	HEL_004305-RA	XP_039750898.1
OG0008908	HEL_005175-RA	XP_039757906.1
OG0008909	HEL_004300-RA	XP_039750820.1
OG0008913	HEL_005762-RA	XP_039756446.1
OG0008914	HEL_011537-RA	XP_039758841.1
OG0008915	HEL_006168-RA	XP_039749455.1
OG0008916	HEL_012133-RA	XP_039753105.1
OG0008919	HEL_009342-RA	XP_039760814.1
OG0008922	HEL_014434-RA	XP_039749017.1
OG0008924	HEL_006166-RA	XP_039750045.1
OG0008925	HEL_004867-RA, HEL_004865-RA, HEL_004866-RA, HEL_004870-RA	XP_039764837.1
OG0008926	HEL_008764-RA	XP_039746316.1
OG0008927	HEL_012294-RA	XP_039756890.1
OG0008929	HEL_009347-RA	XP_039760775.1
OG0008930	HEL_007902-RA	XP_039751580.1
OG0008931	HEL_007901-RA	XP_039751343.1
OG0008932	HEL_009349-RA	XP_039760746.1
OG0008934	HEL_005739-RA	XP_039756309.1
OG0008935	HEL_006162-RA	XP_039749407.1
OG0008936	HEL_005737-RA	XP_039756079.1
OG0008938	HEL_012289-RA	XP_039757260.1
OG0008939	HEL_002688-RA	XP_039756625.1
OG0008941	HEL_014439-RA	XP_039749327.1
OG0008942	HEL_000608-RA	XP_039748295.1
OG0008947	HEL_012125-RA	XP_039753232.1
OG0008948	HEL_000355-RA	XP_039747623.1
OG0008952	HEL_001580-RA	XP_039765884.1
OG0008956	HEL_007896-RA	XP_039751187.1
OG0008957	HEL_010068-RA	XP_039752309.1
OG0008958	HEL_012123-RA	XP_039753345.1
OG0008961	HEL_006570-RA	XP_039758971.1
OG0008969	HEL_002455-RA	XP_039764645.1
OG0008971	HEL_012717-RA	XP_039756517.1
OG0008976	HEL_000342-RA	XP_039747715.1
OG0008979	HEL_002896-RA	XP_039758944.1
OG0008980	HEL_002895-RA	XP_039756560.1
OG0008983	HEL_002894-RA	XP_039756573.1
OG0008991	HEL_002470-RA	XP_039764577.1
OG0008992	HEL_007891-RA	XP_039751485.1
OG0008993	HEL_005208-RA	XP_039757789.1
OG0008994	HEL_002477-RA	XP_039764407.1
OG0008995	HEL_011554-RA	XP_039758536.1
OG0008996	HEL_004279-RA	XP_039750815.1
OG0008997	HEL_008987-RA	XP_039757305.1
OG0008998	HEL_004175-RA	XP_039762044.1
OG0008999	HEL_011866-RA	XP_039760406.1
OG0009001	HEL_008989-RA	XP_039757170.1
OG0009003	HEL_008990-RA	XP_039757332.1
OG0009005	HEL_009203-RA	XP_039747361.1
OG0009011	HEL_007884-RA	XP_039751025.1
OG0009012	HEL_011558-RA	XP_039758840.1
OG0009017	HEL_010799-RA	XP_039753657.1
OG0009018	HEL_011872-RA	XP_039760729.1
OG0009019	HEL_007191-RA	XP_039763889.1
OG0009022	HEL_010882-RA	XP_039749036.1
OG0009024	HEL_010885-RA	XP_039748753.1
OG0009025	HEL_007874-RA	XP_039751190.1
OG0009026	HEL_002496-RA	XP_039765062.1
OG0009027	HEL_004192-RA	XP_039761953.1
OG0009029	HEL_012708-RA	XP_039756092.1
OG0009031	HEL_007189-RA	XP_039763791.1
OG0009032	HEL_001850-RA	XP_039760095.1
OG0009034	HEL_000641-RA	XP_039747845.1
OG0009036	HEL_012468-RA	XP_039756814.1
OG0009038	HEL_008726-RA	XP_039746371.1
OG0009039	HEL_007184-RA	XP_039763873.1
OG0009041	HEL_001846-RA	XP_039760099.1
OG0009043	HEL_007544-RA	XP_039754185.1
OG0009046	HEL_002509-RA	XP_039764911.1
OG0009049	HEL_014416-RA	XP_039752362.1
OG0009052	HEL_007540-RA	XP_039753745.1
OG0009056	HEL_004257-RA	XP_039750507.1
OG0009057	HEL_012471-RA	XP_039757236.1
OG0009060	HEL_010898-RA	XP_039748860.1
OG0009064	HEL_009858-RA	XP_039752140.1
OG0009065	HEL_009585-RA	XP_039760389.1
OG0009067	HEL_001520-RA	XP_039765748.1
OG0009068	HEL_010902-RA	XP_039749022.1
OG0009070	HEL_010903-RA	XP_039748966.1
OG0009072	HEL_002873-RA	XP_039757958.1
OG0009073	HEL_008714-RA	XP_039746165.1
OG0009077	HEL_000659-RA	XP_039747842.1
OG0009080	HEL_004775-RA	XP_039765414.1
OG0009081	HEL_002867-RA	XP_039760656.1
OG0009082	HEL_001512-RA	XP_039765704.1
OG0009083	HEL_007840-RA	XP_039751111.1
OG0009085	HEL_006133-RA	XP_039749838.1
OG0009086	HEL_010907-RA	XP_039749035.1
OG0009087	HEL_002957-RA	XP_039762642.1
OG0009089	HEL_003782-RA	XP_039757610.1
OG0009091	HEL_004248-RA	XP_039750496.1
OG0009094	HEL_009863-RA	XP_039752741.1
OG0009098	HEL_014092-RA	XP_039759249.1
OG0009100	HEL_011577-RA	XP_039758526.1
OG0009101	HEL_005587-RA	XP_039754889.1
OG0009103	HEL_007165-RA	XP_039763997.1
OG0009104	HEL_007522-RA	XP_039754566.1
OG0009105	HEL_000671-RA	XP_039747841.1
OG0009106	HEL_007519-RA	XP_039753882.1, XP_039753881.1
OG0009114	HEL_002857-RA	XP_039756519.1
OG0009116	HEL_006122-RA	XP_039749818.1
OG0009117	HEL_006120-RA	XP_039749469.1
OG0009119	HEL_009568-RA, HEL_009569-RA	XP_039760675.1
OG0009121	HEL_002168-RA	XP_039761699.1
OG0009124	HEL_001825-RA	XP_039759977.1
OG0009126	HEL_010928-RA	XP_039749216.1
OG0009130	HEL_002963-RA	XP_039764551.1
OG0009138	HEL_002970-RA	XP_039765164.1
OG0009139	HEL_009890-RA	XP_039752361.1
OG0009140	HEL_002849-RA	XP_039755576.1
OG0009142	HEL_009929-RA	XP_039752057.1
OG0009143	HEL_010937-RA	XP_039748926.1
OG0009146	HEL_008673-RA	XP_039745913.1
OG0009147	HEL_009934-RA	XP_039752319.1
OG0009148	HEL_009557-RA	XP_039760394.1
OG0009151	HEL_005572-RA	XP_039755160.1
OG0009152	HEL_005571-RA	XP_039754786.1
OG0009156	HEL_002178-RA	XP_039761583.1
OG0009157	HEL_014117-RA	XP_039759078.1
OG0009158	HEL_004237-RA	XP_039750490.1
OG0009159	HEL_006967-RA	XP_039750658.1
OG0009163	HEL_001486-RA	XP_039745091.1
OG0009164	HEL_009950-RA	XP_039752210.1
OG0009169	HEL_010775-RA	XP_039752996.1
OG0009171	HEL_013970-RA	XP_039762764.1
OG0009172	HEL_010960-RA	XP_039748930.1
OG0009174	HEL_010431-RA	XP_039763301.1
OG0009175	HEL_005561-RA	XP_039755154.1
OG0009176	HEL_006959-RA	XP_039746984.1
OG0009178	HEL_010767-RA	XP_039753309.1
OG0009179	HEL_002830-RA	XP_039754776.1
OG0009181	HEL_002829-RA	XP_039754916.1
OG0009182	HEL_010439-RA	XP_039763481.1
OG0009183	HEL_012772-RA	XP_039759401.1
OG0009184	HEL_003724-RA	XP_039757952.1
OG0009186	HEL_002981-RA	XP_039765217.1
OG0009187	HEL_006103-RA	XP_039749855.1
OG0009188	HEL_010966-RA	XP_039748525.1
OG0009196	HEL_014007-RA	XP_039758658.1
OG0009197	HEL_004232-RA	XP_039750692.1
OG0009198	HEL_005551-RA	XP_039754753.1
OG0009199	HEL_010974-RA	XP_039749147.1
