Orthogroup	Heliconius_erato_lativitta	Vanessa_tameamea
OG0008003	HEL_004438-RA	XP_026491533.1
OG0008004	HEL_010414-RA	XP_026500704.1
OG0008005	HEL_010033-RA	XP_026501658.1
OG0008006	HEL_010413-RA	XP_026500702.1
OG0008007	HEL_010032-RA	XP_026501467.1
OG0008008	HEL_011447-RA	XP_026490814.1
OG0008009	HEL_004439-RA	XP_026491534.1
OG0008010	HEL_010412-RA	XP_026500705.1
OG0008011	HEL_001190-RA	XP_026484859.1
OG0008012	HEL_012265-RA	XP_026493850.1
OG0008013	HEL_003212-RA	XP_026487503.1
OG0008014	HEL_010030-RA	XP_026501479.1
OG0008015	HEL_013079-RA	XP_026498341.1
OG0008016	HEL_007281-RA	XP_026493475.1
OG0008017	HEL_009596-RA	XP_026486451.1
OG0008018	HEL_009595-RA	XP_026486446.1
OG0008019	HEL_001189-RA	XP_026484733.1
OG0008020	HEL_008552-RA	XP_026491930.1
OG0008021	HEL_009594-RA	XP_026486444.1
OG0008022	HEL_012264-RA	XP_026493821.1
OG0008023	HEL_007283-RA	XP_026493319.1
OG0008024	HEL_009593-RA	XP_026486448.1
OG0008026	HEL_009592-RA	XP_026486472.1
OG0008027	HEL_010318-RA	XP_026489196.1
OG0008028	HEL_010410-RA	XP_026500650.1
OG0008029	HEL_005853-RA	XP_026501775.1
OG0008030	HEL_010319-RA	XP_026489191.1
OG0008031	HEL_008543-RA	XP_026491874.1
OG0008032	HEL_011425-RA	XP_026490898.1
OG0008033	HEL_008542-RA	XP_026491873.1
OG0008034	HEL_010321-RA	XP_026489172.1
OG0008035	HEL_011963-RA	XP_026494560.1
OG0008036	HEL_008326-RA	XP_026498395.1
OG0008037	HEL_011964-RA	XP_026494563.1
OG0008039	HEL_009855-RA	XP_026499928.1
OG0008040	HEL_006656-RA	XP_026492592.1
OG0008041	HEL_009591-RA	XP_026486454.1
OG0008042	HEL_010409-RA	XP_026500646.1
OG0008043	HEL_013091-RA	XP_026498345.1
OG0008044	HEL_004447-RA	XP_026491094.1
OG0008045	HEL_011418-RA	XP_026486994.1
OG0008046	HEL_014603-RA	XP_026499919.1, XP_026499920.1
OG0008047	HEL_008336-RA	XP_026487115.1
OG0008048	HEL_011966-RA	XP_026494559.1
OG0008049	HEL_014605-RA	XP_026488667.1, XP_026499922.1
OG0008050	HEL_006660-RA	XP_026492591.1
OG0008051	HEL_011968-RA	XP_026487213.1
OG0008052	HEL_006662-RA	XP_026492583.1
OG0008053	HEL_010338-RA	XP_026489200.1
OG0008055	HEL_010339-RA	XP_026489176.1
OG0008056	HEL_011974-RA	XP_026487217.1
OG0008057	HEL_001174-RA	XP_026484738.1
OG0008058	HEL_008534-RA	XP_026491931.1
OG0008059	HEL_000154-RA	XP_026485845.1, XP_026485987.1, XP_026485986.1
OG0008060	HEL_008339-RA	XP_026487105.1
OG0008061	HEL_006673-RA	XP_026492624.1
OG0008062	HEL_006674-RA	XP_026492688.1
OG0008063	HEL_006675-RA	XP_026492697.1
OG0008065	HEL_008532-RA	XP_026491997.1
OG0008066	HEL_000163-RA	XP_026485983.1
OG0008067	HEL_004452-RA	XP_026491162.1
OG0008068	HEL_008341-RA	XP_026487112.1
OG0008069	HEL_000168-RA	XP_026486129.1
OG0008070	HEL_006678-RA	XP_026492694.1
OG0008071	HEL_011979-RA	XP_026483228.1
OG0008072	HEL_004454-RA	XP_026491382.1
OG0008073	HEL_008531-RA	XP_026492006.1
OG0008074	HEL_008530-RA	XP_026492004.1
OG0008075	HEL_000171-RA	XP_026486011.1
OG0008076	HEL_010398-RA	XP_026500625.1
OG0008077	HEL_008342-RA	XP_026487108.1
OG0008078	HEL_011981-RA	XP_026483225.1
OG0008079	HEL_000174-RA	XP_026486305.1
OG0008080	HEL_006684-RA	XP_026492704.1
OG0008081	HEL_004457-RA	XP_026491383.1
OG0008082	HEL_000176-RA	XP_026486314.1
OG0008083	HEL_004458-RA	XP_026491381.1
OG0008084	HEL_008520-RA	XP_026491897.1
OG0008085	HEL_000177-RA	XP_026486303.1
OG0008086	HEL_008519-RA	XP_026491896.1
OG0008087	HEL_006685-RA	XP_026492699.1
OG0008088	HEL_006686-RA	XP_026493697.1
OG0008089	HEL_006687-RA	XP_026493698.1
OG0008090	HEL_008513-RA	XP_026491914.1
OG0008091	HEL_010355-RA	XP_026489151.1
OG0008092	HEL_008349-RA	XP_026487127.1
OG0008093	HEL_011988-RA	XP_026486505.1
OG0008094	HEL_011990-RA	XP_026486504.1
OG0008095	HEL_008512-RA	XP_026491926.1
OG0008096	HEL_000187-RA	XP_026486243.1
OG0008097	HEL_011404-RA	XP_026488133.1
OG0008098	HEL_010394-RA	XP_026500730.1
OG0008099	HEL_008354-RA	XP_026487138.1
OG0008100	HEL_006689-RA	XP_026497116.1
OG0008101	HEL_001167-RA	XP_026485062.1
OG0008102	HEL_006690-RA	XP_026497145.1
OG0008103	HEL_001164-RA	XP_026485055.1
OG0008104	HEL_001163-RA	XP_026485061.1
OG0008105	HEL_008358-RA	XP_026487141.1
OG0008106	HEL_008359-RA	XP_026487144.1
OG0008107	HEL_001161-RA	XP_026485063.1
OG0008108	HEL_001160-RA	XP_026484731.1
OG0008109	HEL_012863-RA	XP_026488127.1
OG0008110	HEL_001159-RA	XP_026485045.1
OG0008111	HEL_000194-RA	XP_026486254.1
OG0008112	HEL_012862-RA	XP_026488124.1
OG0008113	HEL_008505-RA	XP_026499977.1
OG0008114	HEL_008502-RA	XP_026499755.1
OG0008115	HEL_000199-RA	XP_026486029.1
OG0008116	HEL_008501-RA	XP_026491971.1
OG0008117	HEL_012861-RA	XP_026488131.1
OG0008118	HEL_007134-RA	XP_026500726.1
OG0008119	HEL_014577-RA	XP_026486425.1
OG0008120	HEL_008499-RA	XP_026491879.1
OG0008122	HEL_008498-RA	XP_026491915.1
OG0008123	HEL_006706-RA	XP_026497069.1
OG0008125	HEL_012851-RA	XP_026497981.1
OG0008126	HEL_014574-RA	XP_026486429.1
OG0008127	HEL_014572-RA	XP_026500037.1
OG0008128	HEL_001153-RA	XP_026484496.1
OG0008129	HEL_003314-RA	XP_026490501.1
OG0008130	HEL_001150-RA	XP_026484498.1
OG0008131	HEL_012845-RA, HEL_012848-RA	XP_026497979.1
OG0008132	HEL_001148-RA	XP_026484514.1
OG0008133	HEL_010401-RA	XP_026500706.1
OG0008135	HEL_001146-RA	XP_026484519.1
OG0008136	HEL_006710-RA	XP_026497097.1
OG0008137	HEL_008424-RA	XP_026488585.1
OG0008139	HEL_001143-RA	XP_026485031.1
OG0008140	HEL_001141-RA	XP_026485030.1
OG0008142	HEL_008420-RA	XP_026488587.1
OG0008143	HEL_001140-RA	XP_026485036.1
OG0008144	HEL_006713-RA	XP_026497109.1
OG0008145	HEL_006714-RA	XP_026497105.1, XP_026497107.1
OG0008146	HEL_008419-RA	XP_026488590.1
OG0008147	HEL_006717-RA	XP_026497113.1
OG0008148	HEL_011667-RA	XP_026501497.1
OG0008149	HEL_011666-RA	XP_026501514.1
OG0008150	HEL_006719-RA	XP_026497061.1
OG0008151	HEL_011663-RA	XP_026501516.1
OG0008152	HEL_011662-RA	XP_026501521.1
OG0008153	HEL_013121-RA	XP_026484323.1
OG0008154	HEL_013120-RA	XP_026485174.1
OG0008155	HEL_012839-RA	XP_026497970.1
OG0008156	HEL_006727-RA	XP_026497151.1
OG0008157	HEL_003304-RA	XP_026490552.1
OG0008158	HEL_008411-RA	XP_026501370.1
OG0008159	HEL_008410-RA	XP_026501383.1
OG0008160	HEL_008491-RA	XP_026491958.1
OG0008161	HEL_008490-RA	XP_026491959.1
OG0008162	HEL_008489-RA	XP_026491966.1
OG0008163	HEL_013113-RA	XP_026484476.1
OG0008164	HEL_003300-RA	XP_026490526.1
OG0008165	HEL_000204-RA, HEL_000205-RA	XP_026485789.1
OG0008166	HEL_012826-RA	XP_026497968.1
OG0008167	HEL_013116-RA	XP_026485049.1
OG0008168	HEL_003298-RA	XP_026490528.1
OG0008169	HEL_004466-RA	XP_026491354.1
OG0008171	HEL_004468-RA	XP_026491384.1
OG0008172	HEL_012811-RA	XP_026486657.1
OG0008173	HEL_003289-RA	XP_026490438.1
OG0008174	HEL_004474-RA	XP_026491376.1
OG0008175	HEL_004475-RA	XP_026491378.1
OG0008177	HEL_004476-RA	XP_026491375.1
OG0008178	HEL_012814-RA	XP_026486641.1
OG0008179	HEL_013109-RA	XP_026484455.1
OG0008180	HEL_004478-RA	XP_026491371.1
OG0008181	HEL_012818-RA	XP_026486642.1
OG0008182	HEL_004479-RA	XP_026491366.1
OG0008183	HEL_008402-RA	XP_026501380.1
OG0008184	HEL_008401-RA	XP_026501379.1
OG0008185	HEL_008399-RA	XP_026501376.1
OG0008186	HEL_008398-RA	XP_026501321.1
OG0008187	HEL_008483-RA	XP_026491961.1
OG0008188	HEL_008393-RA	XP_026501408.1
OG0008189	HEL_008392-RA	XP_026501410.1
OG0008190	HEL_012821-RA	XP_026486663.1
OG0008191	HEL_003277-RA	XP_026490460.1
OG0008192	HEL_012822-RA	XP_026486653.1
OG0008193	HEL_003276-RA	XP_026490483.1
OG0008194	HEL_008388-RA	XP_026501300.1
OG0008195	HEL_006730-RA	XP_026497090.1
OG0008196	HEL_004487-RA	XP_026491540.1
OG0008197	HEL_004489-RA	XP_026491537.1
OG0008198	HEL_004490-RA	XP_026491536.1
OG0008199	HEL_008379-RA	XP_026501331.1
OG0008201	HEL_006732-RA	XP_026497120.1
OG0008202	HEL_008372-RA	XP_026501294.1
OG0008203	HEL_006736-RA	XP_026497161.1
OG0008204	HEL_013099-RA	XP_026484858.1
OG0008205	HEL_004504-RA	XP_026491080.1
OG0008206	HEL_007149-RA	XP_026498431.1
OG0008208	HEL_008479-RA	XP_026491960.1
OG0008209	HEL_011648-RA	XP_026501610.1
OG0008210	HEL_004506-RA	XP_026491078.1
OG0008211	HEL_008477-RA	XP_026491964.1
OG0008212	HEL_011645-RA	XP_026501417.1
OG0008213	HEL_008475-RA	XP_026491963.1
OG0008214	HEL_003263-RA	XP_026490449.1
OG0008215	HEL_003260-RA	XP_026490442.1
OG0008216	HEL_007152-RA	XP_026498362.1
OG0008217	HEL_011628-RA	XP_026501597.1
OG0008218	HEL_006740-RA	XP_026497086.1
OG0008219	HEL_011630-RA	XP_026501586.1
OG0008220	HEL_011631-RA	XP_026501463.1
OG0008221	HEL_004508-RA	XP_026491501.1
OG0008222	HEL_003258-RA	XP_026490511.1
OG0008223	HEL_003259-RA	XP_026490520.1
OG0008224	HEL_006743-RA	XP_026497058.1
OG0008225	HEL_003250-RA	XP_026490505.1
OG0008226	HEL_003246-RA	XP_026490507.1
OG0008227	HEL_003244-RA	XP_026490476.1
OG0008228	HEL_013096-RA	XP_026484805.1
OG0008229	HEL_011639-RA	XP_026501608.1
OG0008230	HEL_008468-RA	XP_026492008.1
OG0008231	HEL_008465-RA, HEL_008466-RA, HEL_008467-RA	XP_026492007.1
OG0008232	HEL_011642-RA	XP_026501416.1
OG0008233	HEL_011643-RA	XP_026501415.1
OG0008234	HEL_004519-RA	XP_026491781.1
OG0008235	HEL_008451-RA	XP_026491894.1
OG0008236	HEL_004521-RA	XP_026491648.1
OG0008237	HEL_008445-RA	XP_026500074.1
OG0008238	HEL_003238-RA	XP_026488793.1
OG0008239	HEL_004528-RA	XP_026491760.1
OG0008240	HEL_003235-RA	XP_026488783.1
OG0008241	HEL_007159-RA	XP_026498544.1
OG0008242	HEL_003232-RA	XP_026488796.1
OG0008243	HEL_013417-RA	XP_026484831.1
OG0008244	HEL_003228-RA	XP_026488798.1
OG0008245	HEL_006748-RA	XP_026497157.1
OG0008246	HEL_006750-RA	XP_026497039.1
OG0008247	HEL_007110-RA	XP_026490394.1
OG0008248	HEL_013415-RA	XP_026485066.1
OG0008249	HEL_013414-RA	XP_026485107.1, XP_026485105.1, XP_026485106.1
OG0008250	HEL_006751-RA	XP_026497091.1
OG0008251	HEL_013404-RA	XP_026484353.1
OG0008252	HEL_013405-RA	XP_026484351.1
OG0008253	HEL_013406-RA	XP_026484354.1
OG0008254	HEL_007117-RA	XP_026490343.1
OG0008255	HEL_006764-RA	XP_026497173.1
OG0008256	HEL_006765-RA	XP_026497177.1
OG0008257	HEL_006766-RA	XP_026497074.1
OG0008258	HEL_007104-RA	XP_026500746.1
OG0008259	HEL_006767-RA	XP_026496567.1
OG0008260	HEL_007102-RA	XP_026500761.1
OG0008261	HEL_006771-RA	XP_026496593.1
OG0008262	HEL_007099-RA	XP_026500739.1
OG0008263	HEL_006775-RA	XP_026496609.1
OG0008264	HEL_006778-RA	XP_026496606.1
OG0008265	HEL_006779-RA	XP_026496595.1
OG0008266	HEL_002919-RA	XP_026494748.1
OG0008267	HEL_002929-RA	XP_026494724.1
OG0008269	HEL_002931-RA	XP_026494725.1
OG0008270	HEL_007095-RA	XP_026500634.1
OG0008271	HEL_002934-RA	XP_026494732.1
OG0008273	HEL_007227-RA	XP_026493484.1
OG0008274	HEL_006611-RA	XP_026500050.1
OG0008275	HEL_000953-RA, HEL_000954-RA	XP_026499132.1
OG0008277	HEL_013015-RA	XP_026483068.1
OG0008278	HEL_005066-RA	XP_026483269.1
OG0008280	HEL_003806-RA, HEL_003807-RA	XP_026494359.1
OG0008281	HEL_011687-RA	XP_026490683.1
OG0008282	HEL_008892-RA	XP_026498790.1, XP_026498788.1, XP_026498789.1
OG0008283	HEL_006262-RA	XP_026483450.1
OG0008284	HEL_005943-RA	XP_026483984.1
OG0008285	HEL_011348-RA	XP_026490586.1
OG0008286	HEL_014502-RA	XP_026488999.1, XP_026489000.1
OG0008287	HEL_004370-RA	XP_026485471.1
OG0008288	HEL_001232-RA	XP_026484693.1, XP_026484691.1
OG0008289	HEL_011581-RA	XP_026493072.1
OG0008291	HEL_014232-RA	XP_026494401.1
OG0008292	HEL_004878-RA, HEL_004879-RA	XP_026499888.1
OG0008293	HEL_012648-RA, HEL_012649-RA, HEL_012650-RA	XP_026483330.1
OG0008294	HEL_004137-RA	XP_026490024.1, XP_026490020.1, XP_026490022.1, XP_026490023.1
OG0008295	HEL_013856-RA	XP_026494181.1
OG0008296	HEL_006000-RA	XP_026484195.1
OG0008297	HEL_002280-RA	XP_026489339.1
OG0008298	HEL_010058-RA, HEL_010057-RA	XP_026483451.1
OG0008299	HEL_012750-RA	XP_026495665.1
OG0008300	HEL_002065-RA, HEL_002066-RA	XP_026500194.1
OG0008301	HEL_010957-RA	XP_026485825.1
OG0008302	HEL_009369-RA	XP_026488273.1
OG0008303	HEL_014010-RA	XP_026498202.1
OG0008304	HEL_004801-RA, HEL_004800-RA	XP_026494446.1
OG0008305	HEL_004350-RA	XP_026485404.1
OG0008306	HEL_003005-RA	XP_026487714.1
OG0008307	HEL_009635-RA	XP_026497554.1
OG0008308	HEL_008696-RA	XP_026491573.1
OG0008309	HEL_004915-RA	XP_026499361.1
OG0008310	HEL_005031-RA	XP_026490210.1
OG0008311	HEL_007311-RA	XP_026493295.1
OG0008312	HEL_010429-RA	XP_026496352.1
OG0008313	HEL_001400-RA, HEL_001399-RA	XP_026484876.1
OG0008314	HEL_011516-RA	XP_026490937.1
OG0008315	HEL_010118-RA	XP_026483577.1, XP_026483578.1
OG0008316	HEL_012296-RA, HEL_012295-RA, HEL_012292-RA	XP_026493823.1
OG0008317	HEL_012169-RA, HEL_012167-RA	XP_026499692.1
OG0008318	HEL_000146-RA	XP_026486085.1
OG0008319	HEL_006554-RA	XP_026491999.1
OG0008320	HEL_012087-RA	XP_026500264.1
OG0008321	HEL_009801-RA, HEL_009804-RA	XP_026486814.1
OG0008322	HEL_008138-RA	XP_026496498.1
OG0008323	HEL_003677-RA	XP_026494300.1
OG0008324	HEL_000280-RA	XP_026498236.1
OG0008325	HEL_006782-RA	XP_026496563.1
OG0008326	HEL_013827-RA	XP_026489669.1, XP_026489668.1
OG0008327	HEL_011442-RA	XP_026490908.1
OG0008328	HEL_008666-RA	XP_026483314.1, XP_026483312.1, XP_026483313.1
OG0008329	HEL_013323-RA	XP_026486066.1
OG0008330	HEL_008648-RA	XP_026490315.1, XP_026490316.1
OG0008331	HEL_006213-RA	XP_026489460.1
OG0008332	HEL_000045-RA	XP_026486063.1
OG0008333	HEL_008802-RA, HEL_008801-RA	XP_026491827.1
OG0008334	HEL_007467-RA	XP_026488408.1, XP_026488409.1
OG0008335	HEL_008029-RA	XP_026483236.1, XP_026483227.1
OG0008336	HEL_010849-RA	XP_026496208.1, XP_026496209.1
OG0008338	HEL_012385-RA	XP_026485502.1
OG0008339	HEL_008778-RA	XP_026491441.1
OG0008341	HEL_009786-RA	XP_026489216.1
OG0008342	HEL_007701-RA	XP_026490141.1, XP_026490140.1
OG0008343	HEL_003147-RA	XP_026487403.1
OG0008344	HEL_006101-RA, HEL_006099-RA	XP_026496697.1
OG0008345	HEL_002635-RA, HEL_002636-RA	XP_026497889.1
OG0008346	HEL_002799-RA, HEL_002798-RA, HEL_002796-RA	XP_026493758.1
OG0008347	HEL_002847-RA	XP_026492614.1
OG0008348	HEL_012617-RA	XP_026486580.1
OG0008349	HEL_012618-RA	XP_026486578.1
OG0008350	HEL_005477-RA	XP_026498571.1
OG0008351	HEL_009902-RA, HEL_009901-RA	XP_026498850.1
OG0008353	HEL_003745-RA, HEL_003746-RA, HEL_003747-RA	XP_026494361.1
OG0008368	HEL_012190-RA	XP_026499607.1
OG0008370	HEL_002781-RA	XP_026493728.1
OG0008371	HEL_009414-RA	XP_026488288.1
OG0008372	HEL_011822-RA	XP_026498842.1
OG0008373	HEL_002223-RA	XP_026498700.1
OG0008374	HEL_006971-RA	XP_026487097.1
OG0008378	HEL_002225-RA	XP_026489248.1
OG0008380	HEL_004166-RA	XP_026486763.1
OG0008381	HEL_003497-RA	XP_026492107.1
OG0008382	HEL_001897-RA	XP_026497269.1
OG0008384	HEL_001895-RA	XP_026497270.1
OG0008385	HEL_005352-RA	XP_026496421.1
OG0008386	HEL_003493-RA	XP_026492123.1
OG0008387	HEL_007643-RA	XP_026490151.1
OG0008392	HEL_002187-RA	XP_026483897.1
OG0008393	HEL_001890-RA	XP_026497275.1
OG0008395	HEL_001889-RA	XP_026497426.1
OG0008396	HEL_005370-RA	XP_026492915.1
OG0008399	HEL_009470-RA	XP_026498996.1
OG0008400	HEL_001927-RA	XP_026497359.1
OG0008401	HEL_012510-RA	XP_026501039.1
OG0008402	HEL_009690-RA	XP_026500864.1
OG0008407	HEL_010486-RA	XP_026490002.1
OG0008408	HEL_009476-RA	XP_026499033.1
OG0008410	HEL_005374-RA	XP_026492918.1
OG0008412	HEL_010159-RA	XP_026500915.1
OG0008413	HEL_005328-RA	XP_026488520.1
OG0008414	HEL_010973-RA	XP_026485807.1
OG0008415	HEL_005375-RA	XP_026485677.1
OG0008416	HEL_003462-RA	XP_026492141.1
OG0008417	HEL_002238-RA	XP_026489343.1
OG0008418	HEL_001867-RA	XP_026497339.1
OG0008420	HEL_001865-RA	XP_026497302.1
OG0008421	HEL_007118-RA	XP_026490331.1
OG0008422	HEL_012520-RA	XP_026500992.1
OG0008427	HEL_006986-RA	XP_026487016.1
OG0008428	HEL_005317-RA	XP_026496302.1
OG0008430	HEL_012526-RA	XP_026500994.1
OG0008431	HEL_013060-RA	XP_026483124.1
OG0008433	HEL_012531-RA	XP_026500987.1
OG0008435	HEL_001862-RA	XP_026497331.1
OG0008436	HEL_001712-RA	XP_026501217.1
OG0008439	HEL_006994-RA	XP_026487015.1
OG0008441	HEL_004032-RA	XP_026500936.1
OG0008446	HEL_002203-RA	XP_026484170.1
OG0008447	HEL_007733-RA	XP_026496166.1
OG0008448	HEL_000465-RA	XP_026500906.1
OG0008449	HEL_002247-RA	XP_026489314.1
OG0008450	HEL_005306-RA	XP_026496348.1
OG0008451	HEL_012540-RA	XP_026501038.1
OG0008452	HEL_009655-RA	XP_026500474.1
OG0008453	HEL_007730-RA	XP_026496169.1
OG0008454	HEL_004059-RA	XP_026483223.1
OG0008456	HEL_003361-RA	XP_026499999.1
OG0008460	HEL_002212-RA	XP_026484069.1
OG0008461	HEL_013864-RA	XP_026493233.1
OG0008462	HEL_012396-RA	XP_026487011.1
OG0008463	HEL_012642-RA	XP_026483597.1
OG0008465	HEL_011672-RA	XP_026483126.1
OG0008466	HEL_005280-RA	XP_026496265.1
OG0008467	HEL_012399-RA	XP_026487063.1
OG0008468	HEL_010185-RA	XP_026490089.1
OG0008469	HEL_003502-RA	XP_026492126.1
OG0008471	HEL_005403-RA	XP_026501695.1
OG0008472	HEL_008917-RA	XP_026487946.1
OG0008477	HEL_008914-RA	XP_026487973.1
OG0008482	HEL_002264-RA	XP_026489330.1
OG0008484	HEL_002219-RA, HEL_002216-RA	XP_026483915.1
OG0008487	HEL_013215-RA	XP_026500363.1
OG0008489	HEL_013214-RA	XP_026500361.1
OG0008490	HEL_008901-RA	XP_026487966.1
OG0008493	HEL_013504-RA	XP_026498824.1
OG0008494	HEL_005415-RA	XP_026501706.1
OG0008495	HEL_012410-RA	XP_026487064.1
OG0008498	HEL_014585-RA	XP_026494184.1
OG0008500	HEL_012412-RA	XP_026487076.1
OG0008501	HEL_003970-RA	XP_026491226.1
OG0008504	HEL_013206-RA	XP_026500365.1
OG0008507	HEL_004078-RA	XP_026499510.1
OG0008508	HEL_013061-RA	XP_026500957.1
OG0008509	HEL_002068-RA	XP_026500237.1
OG0008513	HEL_000763-RA	XP_026487259.1
OG0008514	HEL_013895-RA	XP_026483468.1
OG0008520	HEL_002267-RA	XP_026489281.1
OG0008522	HEL_000774-RA	XP_026494140.1
OG0008523	HEL_005262-RA	XP_026496310.1
OG0008525	HEL_008236-RA	XP_026495461.1
OG0008526	HEL_011763-RA	XP_026500069.1
OG0008527	HEL_013189-RA	XP_026497213.1
OG0008530	HEL_011761-RA, HEL_011760-RA	XP_026498221.1
OG0008531	HEL_013186-RA	XP_026498426.1
OG0008532	HEL_003514-RA	XP_026492366.1
OG0008536	HEL_005246-RA	XP_026496241.1
OG0008539	HEL_013185-RA	XP_026498424.1
OG0008541	HEL_009020-RA	XP_026492943.1
OG0008542	HEL_005673-RA	XP_026495792.1
OG0008543	HEL_013182-RA	XP_026498428.1
OG0008544	HEL_011244-RA	XP_026488739.1
OG0008547	HEL_011240-RA	XP_026488730.1
OG0008548	HEL_004085-RA	XP_026499535.1
OG0008549	HEL_010201-RA	XP_026490199.1
OG0008550	HEL_010546-RA	XP_026489935.1
OG0008551	HEL_008213-RA	XP_026495409.1
OG0008552	HEL_010151-RA	XP_026483516.1
OG0008554	HEL_001773-RA	XP_026501185.1
OG0008555	HEL_001775-RA	XP_026501190.1
OG0008557	HEL_005684-RA	XP_026495814.1
OG0008558	HEL_014301-RA	XP_026494376.1
OG0008559	HEL_014304-RA	XP_026494502.1
OG0008560	HEL_012433-RA	XP_026498045.1
OG0008561	HEL_010203-RA	XP_026489615.1
OG0008562	HEL_003318-RA	XP_026490196.1
OG0008564	HEL_007574-RA	XP_026490145.1
OG0008565	HEL_001789-RA	XP_026501142.1
OG0008566	HEL_008875-RA	XP_026492969.1
OG0008567	HEL_013166-RA	XP_026497217.1
OG0008568	HEL_010548-RA	XP_026489941.1
OG0008569	HEL_006411-RA	XP_026494247.1
OG0008570	HEL_004024-RA	XP_026497233.1, XP_026498697.1
OG0008571	HEL_005233-RA	XP_026496332.1
OG0008572	HEL_013165-RA	XP_026497215.1
OG0008574	HEL_005430-RA	XP_026492891.1
OG0008575	HEL_014318-RA	XP_026493432.1
OG0008576	HEL_010207-RA	XP_026483668.1
OG0008578	HEL_010557-RA	XP_026489892.1
OG0008580	HEL_010561-RA	XP_026489912.1
OG0008581	HEL_006393-RA	XP_026494590.1
OG0008582	HEL_010269-RA	XP_026493638.1
OG0008583	HEL_010268-RA	XP_026493636.1
OG0008584	HEL_004105-RA	XP_026490712.1
OG0008585	HEL_005046-RA	XP_026490180.1
OG0008586	HEL_005224-RA	XP_026496350.1
OG0008587	HEL_005047-RA	XP_026490181.1
OG0008590	HEL_006399-RA	XP_026493444.1
OG0008592	HEL_009675-RA	XP_026500282.1
OG0008597	HEL_006404-RA	XP_026494426.1
OG0008598	HEL_011127-RA	XP_026498447.1
OG0008600	HEL_005059-RA	XP_026483290.1
OG0008601	HEL_010859-RA	XP_026496220.1
OG0008603	HEL_009722-RA	XP_026493080.1
OG0008604	HEL_009366-RA	XP_026492461.1
OG0008605	HEL_009723-RA	XP_026493082.1
OG0008607	HEL_003547-RA	XP_026492240.1
OG0008610	HEL_005711-RA	XP_026495529.1
OG0008612	HEL_003554-RA	XP_026492147.1, XP_026492148.1
OG0008614	HEL_005718-RA	XP_026495856.1
OG0008617	HEL_002526-RA	XP_026486605.1
OG0008618	HEL_003679-RA	XP_026494204.1
OG0008619	HEL_004945-RA	XP_026497666.1
OG0008620	HEL_010232-RA	XP_026492623.1
OG0008621	HEL_005719-RA	XP_026495797.1
OG0008622	HEL_011298-RA	XP_026488742.1
OG0008623	HEL_010234-RA	XP_026500478.1
OG0008624	HEL_003672-RA	XP_026494297.1
OG0008627	HEL_010122-RA	XP_026483473.1
OG0008628	HEL_013608-RA	XP_026494128.1
OG0008629	HEL_003671-RA	XP_026494296.1
OG0008630	HEL_011108-RA	XP_026498420.1
OG0008633	HEL_005725-RA	XP_026496034.1
OG0008634	HEL_011309-RA	XP_026488743.1
OG0008636	HEL_002530-RA	XP_026486588.1
OG0008637	HEL_010113-RA	XP_026483393.1
OG0008639	HEL_002135-RA	XP_026500105.1
OG0008644	HEL_002138-RA	XP_026500193.1
OG0008649	HEL_008047-RA	XP_026484561.1
OG0008650	HEL_011317-RA	XP_026488760.1
OG0008651	HEL_011318-RA	XP_026488761.1
OG0008658	HEL_002296-RA	XP_026488142.1
OG0008659	HEL_009046-RA	XP_026489899.1
OG0008662	HEL_000808-RA	XP_026488964.1
OG0008663	HEL_001701-RA	XP_026484759.1
OG0008665	HEL_011069-RA	XP_026489528.1
OG0008667	HEL_011840-RA	XP_026498704.1
OG0008671	HEL_005824-RA	XP_026495537.1
OG0008673	HEL_000812-RA	XP_026489105.1
OG0008675	HEL_011793-RA	XP_026486411.1
OG0008677	HEL_006420-RA	XP_026492885.1
OG0008678	HEL_006421-RA	XP_026492897.1
OG0008679	HEL_005817-RA	XP_026495731.1
OG0008683	HEL_009058-RA	XP_026494820.1
OG0008685	HEL_002156-RA	XP_026500232.1
OG0008686	HEL_014563-RA	XP_026494259.1
OG0008687	HEL_010094-RA	XP_026483432.1
OG0008688	HEL_004655-RA	XP_026486922.1
OG0008689	HEL_012064-RA	XP_026500813.1
OG0008690	HEL_014035-RA	XP_026491187.1
OG0008691	HEL_003564-RA	XP_026492307.1
OG0008694	HEL_000730-RA	XP_026500781.1
OG0008696	HEL_004986-RA	XP_026490428.1
OG0008699	HEL_010840-RA	XP_026496288.1
OG0008700	HEL_006433-RA	XP_026490506.1
OG0008702	HEL_010089-RA	XP_026483477.1
OG0008703	HEL_014524-RA	XP_026489383.1
OG0008704	HEL_011831-RA	XP_026498805.1
OG0008706	HEL_007831-RA	XP_026496806.1
OG0008708	HEL_007689-RA	XP_026490132.1, XP_026490133.1
OG0008710	HEL_002165-RA	XP_026500216.1
OG0008711	HEL_007695-RA	XP_026490125.1
OG0008713	HEL_009078-RA	XP_026494848.1
OG0008714	HEL_009079-RA	XP_026494849.1
OG0008715	HEL_009083-RA	XP_026494966.1
OG0008720	HEL_002329-RA	XP_026488552.1
OG0008723	HEL_002244-RA	XP_026489336.1
OG0008726	HEL_014229-RA	XP_026494406.1
OG0008727	HEL_009283-RA	XP_026492416.1
OG0008728	HEL_008084-RA	XP_026489515.1
OG0008729	HEL_009740-RA	XP_026493270.1
OG0008730	HEL_007702-RA	XP_026490143.1
