Orthogroup	Heliconius_erato_lativitta	Danaus_plexippus
OG0007904	HEL_005443-RA	DPOGS200636-PA
OG0007905	HEL_005444-RA	DPOGS200603-PA
OG0007906	HEL_003190-RA	DPOGS207642-PA
OG0007908	HEL_010421-RA	DPOGS203340-PA
OG0007909	HEL_011472-RA	DPOGS200287-PA
OG0007910	HEL_001229-RA	DPOGS208731-PA
OG0007911	HEL_004543-RA, HEL_003191-RA	DPOGS207641-PA
OG0007912	HEL_006628-RA	DPOGS210593-PA
OG0007913	HEL_001228-RA	DPOGS208706-PA
OG0007914	HEL_006225-RA	DPOGS202831-PA
OG0007915	HEL_011939-RA	DPOGS200835-PA
OG0007916	HEL_000142-RA	DPOGS209924-PA
OG0007917	HEL_001227-RA	DPOGS208732-PA
OG0007918	HEL_011469-RA	DPOGS200353-PA
OG0007919	HEL_006630-RA	DPOGS210592-PA
OG0007920	HEL_007139-RA	DPOGS203921-PA
OG0007921	HEL_007142-RA	DPOGS203920-PA
OG0007922	HEL_003194-RA	DPOGS207622-PA
OG0007923	HEL_008293-RA	DPOGS207072-PA
OG0007924	HEL_006235-RA	DPOGS202830-PA
OG0007925	HEL_008294-RA	DPOGS207073-PA
OG0007926	HEL_006632-RA	DPOGS210590-PA
OG0007927	HEL_008621-RA	DPOGS211613-PA
OG0007928	HEL_011465-RA	DPOGS200285-PA
OG0007929	HEL_011464-RA	DPOGS200356-PA
OG0007930	HEL_008295-RA	DPOGS206865-PA
OG0007931	HEL_011940-RA	DPOGS200861-PA
OG0007932	HEL_008620-RA	DPOGS211614-PA
OG0007933	HEL_008297-RA	DPOGS207074-PA
OG0007934	HEL_008298-RA	DPOGS207075-PA
OG0007935	HEL_011624-RA	DPOGS200172-PA
OG0007936	HEL_008617-RA	DPOGS211602-PA
OG0007937	HEL_004416-RA	DPOGS200715-PA
OG0007938	HEL_012883-RA	DPOGS208317-PA
OG0007939	HEL_011943-RA	DPOGS200838-PA
OG0007940	HEL_012884-RA	DPOGS208318-PA
OG0007941	HEL_001220-RA	DPOGS208702-PA
OG0007942	HEL_008299-RA	DPOGS207077-PA
OG0007943	HEL_011944-RA	DPOGS200859-PA
OG0007944	HEL_001217-RA	DPOGS208741-PA
OG0007945	HEL_012890-RA	DPOGS208311-PA
OG0007946	HEL_001216-RA	DPOGS208701-PA
OG0007947	HEL_010386-RA	DPOGS202979-PA
OG0007949	HEL_011946-RA	DPOGS200841-PA
OG0007950	HEL_006240-RA	DPOGS202781-PA
OG0007951	HEL_011947-RA	DPOGS200858-PA
OG0007952	HEL_011948-RA	DPOGS200842-PA
OG0007953	HEL_009827-RA	DPOGS212380-PA
OG0007954	HEL_006638-RA	DPOGS210588-PA
OG0007955	HEL_009828-RA	DPOGS212337-PA
OG0007956	HEL_011949-RA	DPOGS200857-PA
OG0007957	HEL_006640-RA	DPOGS202185-PA
OG0007958	HEL_009833-RA	DPOGS212339-PA
OG0007959	HEL_011951-RA	DPOGS200844-PA
OG0007960	HEL_006244-RA	DPOGS202841-PA
OG0007961	HEL_004426-RA	DPOGS200743-PA
OG0007962	HEL_011952-RA	DPOGS200856-PA
OG0007963	HEL_009838-RA	DPOGS212375-PA
OG0007964	HEL_001206-RA	DPOGS208695-PA
OG0007965	HEL_005449-RA	DPOGS200630-PA
OG0007966	HEL_009842-RA	DPOGS212373-PA
OG0007967	HEL_001205-RA	DPOGS208746-PA
OG0007968	HEL_011461-RA	DPOGS200358-PA
OG0007969	HEL_005451-RA	DPOGS200629-PA
OG0007970	HEL_009844-RA	DPOGS212343-PA
OG0007971	HEL_011954-RA	DPOGS200854-PA
OG0007972	HEL_013071-RA	DPOGS202351-PA
OG0007973	HEL_010042-RA	DPOGS204769-PA
OG0007974	HEL_000147-RA	DPOGS209918-PA
OG0007975	HEL_011955-RA	DPOGS200845-PA
OG0007976	HEL_011956-RA	DPOGS200853-PA
OG0007977	HEL_006246-RA	DPOGS202843-PA
OG0007978	HEL_011957-RA	DPOGS200846-PA
OG0007979	HEL_006247-RA	DPOGS202778-PA
OG0007980	HEL_004431-RA	DPOGS200740-PA
OG0007981	HEL_003202-RA	DPOGS207638-PA
OG0007982	HEL_008614-RA	DPOGS211619-PA
OG0007983	HEL_003203-RA	DPOGS207626-PA
OG0007984	HEL_010039-RA	DPOGS204765-PA
OG0007985	HEL_009607-RA	DPOGS202776-PA
OG0007986	HEL_013073-RA	DPOGS202350-PA
OG0007987	HEL_004432-RA	DPOGS200739-PA
OG0007988	HEL_008318-RA, HEL_008319-RA	DPOGS207083-PA
OG0007990	HEL_001201-RA	DPOGS208749-PA
OG0007991	HEL_011456-RA	DPOGS200362-PA
OG0007992	HEL_003210-RA	DPOGS207628-PA
OG0007993	HEL_010404-RA	DPOGS202991-PA
OG0007994	HEL_010038-RA	DPOGS204756-PA
OG0007995	HEL_005457-RA	DPOGS211039-PA
OG0007996	HEL_009602-RA	DPOGS202846-PA
OG0007997	HEL_001199-RA	DPOGS208690-PA
OG0007998	HEL_004435-RA	DPOGS200726-PA
OG0007999	HEL_001196-RA	DPOGS208751-PA
OG0008000	HEL_001195-RA	DPOGS208688-PA
OG0008001	HEL_005458-RA	DPOGS202081-PA
OG0008002	HEL_001192-RA	DPOGS208752-PA
OG0008003	HEL_004438-RA	DPOGS200728-PA
OG0008004	HEL_010414-RA	DPOGS202999-PA
OG0008005	HEL_010033-RA	DPOGS204758-PA
OG0008006	HEL_010413-RA	DPOGS203007-PA
OG0008007	HEL_010032-RA	DPOGS204760-PA
OG0008008	HEL_011447-RA	DPOGS200277-PA
OG0008009	HEL_004439-RA	DPOGS200735-PA, DPOGS200734-PA
OG0008010	HEL_010412-RA	DPOGS202998-PA
OG0008011	HEL_001190-RA	DPOGS208685-PA
OG0008012	HEL_012265-RA	DPOGS206635-PA
OG0008013	HEL_003212-RA	DPOGS207630-PA
OG0008014	HEL_010030-RA	DPOGS204759-PA
OG0008015	HEL_013079-RA	DPOGS211492-PA
OG0008016	HEL_007281-RA	DPOGS215395-PA
OG0008017	HEL_009596-RA	DPOGS202771-PA
OG0008018	HEL_009595-RA	DPOGS202850-PA
OG0008019	HEL_001189-RA	DPOGS208684-PA
OG0008020	HEL_008552-RA	DPOGS208150-PA
OG0008021	HEL_009594-RA	DPOGS202770-PA
OG0008022	HEL_012264-RA	DPOGS206634-PA
OG0008023	HEL_007283-RA	DPOGS200034-PA
OG0008024	HEL_009593-RA	DPOGS202769-PA
OG0008026	HEL_009592-RA	DPOGS202851-PA
OG0008027	HEL_010318-RA	DPOGS205563-PA
OG0008028	HEL_010410-RA	DPOGS203008-PA
OG0008029	HEL_005853-RA	DPOGS208361-PA
OG0008030	HEL_010319-RA	DPOGS205562-PA
OG0008031	HEL_008543-RA	DPOGS208155-PA
OG0008032	HEL_011425-RA	DPOGS215040-PA
OG0008033	HEL_008542-RA	DPOGS208154-PA
OG0008034	HEL_010321-RA	DPOGS210253-PA
OG0008035	HEL_011963-RA	DPOGS207438-PA
OG0008036	HEL_008326-RA	DPOGS206858-PA
OG0008037	HEL_011964-RA	DPOGS207497-PA
OG0008039	HEL_009855-RA	DPOGS212365-PA
OG0008040	HEL_006656-RA	DPOGS202193-PA
OG0008041	HEL_009591-RA	DPOGS202854-PA
OG0008042	HEL_010409-RA	DPOGS203011-PA
OG0008043	HEL_013091-RA	DPOGS211488-PA
OG0008044	HEL_004447-RA	DPOGS209334-PA
OG0008045	HEL_011418-RA	DPOGS215063-PA
OG0008046	HEL_014603-RA	DPOGS212352-PA
OG0008047	HEL_008336-RA	DPOGS207093-PA
OG0008048	HEL_011966-RA	DPOGS207441-PA
OG0008049	HEL_014605-RA	DPOGS212358-PA
OG0008050	HEL_006660-RA	DPOGS202196-PA
OG0008051	HEL_011968-RA	DPOGS207442-PA
OG0008052	HEL_006662-RA	DPOGS202195-PA
OG0008053	HEL_010338-RA	DPOGS210214-PA
OG0008055	HEL_010339-RA	DPOGS210249-PA
OG0008056	HEL_011974-RA	DPOGS205703-PA
OG0008057	HEL_001174-RA	DPOGS208674-PA
OG0008058	HEL_008534-RA	DPOGS211557-PA
OG0008060	HEL_008339-RA	DPOGS207095-PA
OG0008061	HEL_006673-RA	DPOGS202218-PA
OG0008062	HEL_006674-RA	DPOGS202204-PA
OG0008063	HEL_006675-RA	DPOGS202217-PA
OG0008065	HEL_008532-RA	DPOGS211554-PA
OG0008066	HEL_000163-RA	DPOGS211379-PA
OG0008067	HEL_004452-RA	DPOGS205616-PA
OG0008068	HEL_008341-RA	DPOGS206848-PA
OG0008069	HEL_000168-RA	DPOGS211380-PA
OG0008070	HEL_006678-RA	DPOGS202206-PA
OG0008071	HEL_011979-RA	DPOGS205708-PA
OG0008072	HEL_004454-RA	DPOGS205679-PA
OG0008073	HEL_008531-RA	DPOGS211538-PA
OG0008074	HEL_008530-RA	DPOGS211552-PA, DPOGS211551-PA
OG0008075	HEL_000171-RA	DPOGS211432-PA
OG0008076	HEL_010398-RA	DPOGS202985-PA
OG0008077	HEL_008342-RA	DPOGS206847-PA
OG0008078	HEL_011981-RA	DPOGS205709-PA
OG0008079	HEL_000174-RA	DPOGS211431-PA
OG0008080	HEL_006684-RA	DPOGS202207-PA
OG0008081	HEL_004457-RA	DPOGS205619-PA
OG0008082	HEL_000176-RA	DPOGS211385-PA
OG0008083	HEL_004458-RA	DPOGS205677-PA
OG0008084	HEL_008520-RA	DPOGS213322-PA
OG0008085	HEL_000177-RA	DPOGS211430-PA
OG0008086	HEL_008519-RA	DPOGS213324-PA
OG0008087	HEL_006685-RA	DPOGS202213-PA
OG0008088	HEL_006686-RA	DPOGS202208-PA
OG0008089	HEL_006687-RA	DPOGS202211-PA
OG0008090	HEL_008513-RA	DPOGS200048-PA
OG0008091	HEL_010355-RA	DPOGS210219-PA
OG0008092	HEL_008349-RA	DPOGS207101-PA
OG0008093	HEL_011988-RA	DPOGS205689-PA
OG0008094	HEL_011990-RA	DPOGS205688-PA
OG0008095	HEL_008512-RA	DPOGS200047-PA
OG0008096	HEL_000186-RA, HEL_000187-RA	DPOGS205838-PA
OG0008097	HEL_011404-RA	DPOGS215047-PA
OG0008098	HEL_010394-RA	DPOGS203028-PA
OG0008099	HEL_008354-RA	DPOGS207106-PA
OG0008100	HEL_006689-RA	DPOGS202209-PA
OG0008101	HEL_001167-RA	DPOGS202146-PA
OG0008102	HEL_006690-RA	DPOGS201404-PA
OG0008103	HEL_001164-RA	DPOGS202147-PA
OG0008104	HEL_001163-RA	DPOGS202178-PA
OG0008105	HEL_008358-RA	DPOGS206841-PA
OG0008106	HEL_008359-RA	DPOGS206840-PA
OG0008107	HEL_001161-RA, HEL_001162-RA	DPOGS202148-PA
OG0008108	HEL_001160-RA	DPOGS202177-PA
OG0008109	HEL_012863-RA	DPOGS215049-PA
OG0008110	HEL_001159-RA	DPOGS202149-PA
OG0008111	HEL_000194-RA	DPOGS202443-PA
OG0008112	HEL_012862-RA	DPOGS215054-PA
OG0008113	HEL_008505-RA	DPOGS212919-PA
OG0008114	HEL_008502-RA	DPOGS212907-PA
OG0008115	HEL_000199-RA	DPOGS202442-PA
OG0008116	HEL_008501-RA	DPOGS212906-PA
OG0008117	HEL_012861-RA	DPOGS215050-PA
OG0008118	HEL_007134-RA	DPOGS203338-PA
OG0008119	HEL_014577-RA	DPOGS207140-PA
OG0008120	HEL_008499-RA	DPOGS212922-PA, DPOGS212905-PA
OG0008122	HEL_008498-RA	DPOGS211716-PA
OG0008123	HEL_006706-RA	DPOGS201412-PA
OG0008125	HEL_012851-RA	DPOGS209081-PA
OG0008126	HEL_014574-RA	DPOGS206812-PA
OG0008127	HEL_014572-RA	DPOGS206813-PA
OG0008128	HEL_001153-RA	DPOGS202154-PA
OG0008129	HEL_003314-RA	DPOGS201897-PA
OG0008130	HEL_001150-RA	DPOGS202170-PA
OG0008131	HEL_012845-RA, HEL_012848-RA	DPOGS209073-PA
OG0008132	HEL_001148-RA	DPOGS202155-PA
OG0008133	HEL_010401-RA	DPOGS202988-PA
OG0008135	HEL_001146-RA	DPOGS202157-PA
OG0008136	HEL_006710-RA	DPOGS201543-PA
OG0008137	HEL_008424-RA	DPOGS206817-PA
OG0008139	HEL_001143-RA	DPOGS202159-PA
OG0008140	HEL_001141-RA	DPOGS202166-PA
OG0008142	HEL_008420-RA	DPOGS207134-PA
OG0008143	HEL_001140-RA	DPOGS202160-PA
OG0008144	HEL_006713-RA	DPOGS201416-PA
OG0008146	HEL_008419-RA	DPOGS206819-PA
OG0008148	HEL_011667-RA	DPOGS212437-PA
OG0008149	HEL_011666-RA	DPOGS212408-PA
OG0008150	HEL_006719-RA	DPOGS201418-PA
OG0008151	HEL_011663-RA	DPOGS212407-PA
OG0008152	HEL_011662-RA	DPOGS212440-PA
OG0008153	HEL_013121-RA	DPOGS202412-PA
OG0008154	HEL_013120-RA	DPOGS202409-PA
OG0008155	HEL_012839-RA	DPOGS209088-PA
OG0008156	HEL_006727-RA	DPOGS201538-PA
OG0008157	HEL_003304-RA	DPOGS201886-PA
OG0008158	HEL_008411-RA	DPOGS206823-PA
OG0008159	HEL_008410-RA	DPOGS207131-PA
OG0008160	HEL_008491-RA	DPOGS211720-PA
OG0008161	HEL_008490-RA	DPOGS211726-PA
OG0008162	HEL_008489-RA	DPOGS211721-PA
OG0008163	HEL_013113-RA	DPOGS202406-PA
OG0008164	HEL_003300-RA	DPOGS201847-PA
OG0008165	HEL_000204-RA, HEL_000205-RA	DPOGS213657-PA
OG0008166	HEL_012826-RA	DPOGS209376-PA
OG0008167	HEL_013116-RA	DPOGS202405-PA
OG0008168	HEL_003298-RA	DPOGS201880-PA
OG0008169	HEL_004466-RA	DPOGS205621-PA
OG0008170	HEL_006728-RA	DPOGS201424-PA, DPOGS201425-PA, DPOGS201426-PA
OG0008171	HEL_004468-RA	DPOGS205623-PA
OG0008172	HEL_012811-RA	DPOGS209386-PA
OG0008173	HEL_003289-RA	DPOGS201874-PA
OG0008174	HEL_004474-RA	DPOGS205624-PA
OG0008175	HEL_004475-RA	DPOGS205666-PA
OG0008177	HEL_004476-RA	DPOGS205625-PA
OG0008178	HEL_012814-RA	DPOGS209384-PA
OG0008179	HEL_013109-RA	DPOGS202400-PA
OG0008180	HEL_004478-RA	DPOGS205665-PA
OG0008181	HEL_012818-RA	DPOGS209365-PA
OG0008182	HEL_004479-RA	DPOGS205627-PA
OG0008183	HEL_008402-RA	DPOGS206827-PA
OG0008184	HEL_008401-RA	DPOGS207125-PA
OG0008185	HEL_008399-RA	DPOGS207124-PA
OG0008186	HEL_008398-RA	DPOGS207122-PA
OG0008187	HEL_008483-RA	DPOGS214958-PA
OG0008188	HEL_008393-RA	DPOGS207120-PA
OG0008189	HEL_008392-RA	DPOGS206832-PA
OG0008190	HEL_012821-RA	DPOGS209382-PA
OG0008191	HEL_003277-RA	DPOGS201870-PA
OG0008192	HEL_012822-RA	DPOGS209381-PA
OG0008193	HEL_003276-RA	DPOGS201869-PA
OG0008194	HEL_008388-RA	DPOGS207118-PA
OG0008195	HEL_006730-RA	DPOGS201427-PA
OG0008196	HEL_004487-RA	DPOGS205661-PA
OG0008197	HEL_004489-RA	DPOGS205660-PA
OG0008198	HEL_004490-RA	DPOGS205633-PA
OG0008199	HEL_008379-RA	DPOGS207115-PA
OG0008201	HEL_006732-RA	DPOGS201533-PA
OG0008202	HEL_008372-RA	DPOGS207113-PA
OG0008203	HEL_006736-RA	DPOGS201531-PA
OG0008204	HEL_013099-RA	DPOGS214902-PA
OG0008205	HEL_004504-RA	DPOGS205637-PA
OG0008206	HEL_007149-RA	DPOGS208364-PA
OG0008208	HEL_008479-RA	DPOGS215154-PA
OG0008209	HEL_011648-RA	DPOGS200161-PA
OG0008210	HEL_004506-RA	DPOGS205638-PA
OG0008211	HEL_008477-RA	DPOGS215156-PA
OG0008212	HEL_011645-RA	DPOGS200150-PA
OG0008213	HEL_008475-RA	DPOGS204095-PA
OG0008214	HEL_003263-RA	DPOGS201563-PA
OG0008215	HEL_003260-RA	DPOGS201562-PA
OG0008216	HEL_007152-RA	DPOGS208382-PA
OG0008217	HEL_011628-RA	DPOGS200138-PA
OG0008218	HEL_006740-RA	DPOGS201431-PA
OG0008219	HEL_011630-RA	DPOGS200140-PA
OG0008220	HEL_011631-RA	DPOGS200141-PA
OG0008221	HEL_004508-RA	DPOGS205652-PA
OG0008222	HEL_003258-RA	DPOGS201567-PA
OG0008223	HEL_003259-RA	DPOGS201559-PA
OG0008224	HEL_006743-RA	DPOGS201452-PA
OG0008225	HEL_003250-RA	DPOGS201554-PA
OG0008226	HEL_003246-RA	DPOGS201553-PA
OG0008227	HEL_003244-RA	DPOGS201552-PA
OG0008228	HEL_013096-RA	DPOGS200016-PA
OG0008229	HEL_011639-RA	DPOGS200143-PA
OG0008230	HEL_008468-RA	DPOGS214832-PA
OG0008231	HEL_008465-RA, HEL_008466-RA, HEL_008467-RA	DPOGS214828-PA
OG0008232	HEL_011642-RA	DPOGS200164-PA
OG0008233	HEL_011643-RA	DPOGS200147-PA
OG0008234	HEL_004519-RA	DPOGS214784-PA
OG0008235	HEL_008451-RA	DPOGS206513-PA
OG0008236	HEL_004521-RA	DPOGS211921-PA
OG0008237	HEL_008445-RA	DPOGS205473-PA
OG0008238	HEL_003238-RA	DPOGS211800-PA
OG0008239	HEL_004528-RA	DPOGS212200-PA
OG0008240	HEL_003235-RA	DPOGS211841-PA
OG0008241	HEL_007159-RA	DPOGS208372-PA
OG0008242	HEL_003232-RA	DPOGS211838-PA
OG0008243	HEL_013417-RA	DPOGS211435-PA
OG0008244	HEL_003228-RA	DPOGS211835-PA
OG0008245	HEL_006748-RA	DPOGS201499-PA
OG0008246	HEL_006750-RA	DPOGS201447-PA
OG0008247	HEL_007110-RA	DPOGS203288-PA
OG0008248	HEL_013415-RA	DPOGS211438-PA
OG0008249	HEL_013414-RA	DPOGS211463-PA
OG0008250	HEL_006751-RA	DPOGS201500-PA
OG0008251	HEL_013404-RA	DPOGS211459-PA
OG0008252	HEL_013405-RA	DPOGS211439-PA
OG0008253	HEL_013406-RA	DPOGS211458-PA
OG0008254	HEL_007117-RA	DPOGS203412-PA
OG0008255	HEL_006764-RA	DPOGS201517-PA
OG0008256	HEL_006765-RA	DPOGS201438-PA
OG0008257	HEL_006766-RA	DPOGS201439-PA
OG0008258	HEL_007104-RA	DPOGS203296-PA
OG0008259	HEL_006767-RA	DPOGS201440-PA
OG0008260	HEL_007102-RA	DPOGS203407-PA
OG0008261	HEL_006771-RA	DPOGS201441-PA
OG0008262	HEL_007099-RA	DPOGS203297-PA
OG0008263	HEL_006775-RA	DPOGS201509-PA
OG0008264	HEL_006778-RA	DPOGS201446-PA
OG0008265	HEL_006779-RA	DPOGS201456-PA
OG0008266	HEL_002919-RA	DPOGS201763-PA
OG0008267	HEL_002929-RA	DPOGS201765-PA
OG0008269	HEL_002931-RA	DPOGS201766-PA
OG0008270	HEL_007095-RA	DPOGS203302-PA
OG0008271	HEL_002934-RA	DPOGS201924-PA
OG0008273	HEL_007227-RA	DPOGS215385-PA, DPOGS208763-PA
OG0008274	HEL_006611-RA	DPOGS210605-PA, DPOGS210606-PA
OG0008275	HEL_000953-RA, HEL_000954-RA	DPOGS211641-PA
OG0008277	HEL_013015-RA	DPOGS202744-PA, DPOGS215150-PA
OG0008278	HEL_005066-RA	DPOGS215524-PA
OG0008280	HEL_003806-RA, HEL_003807-RA	DPOGS202700-PA
OG0008281	HEL_011687-RA	DPOGS209427-PA
OG0008282	HEL_008892-RA	DPOGS213994-PA
OG0008283	HEL_006262-RA	DPOGS202753-PA
OG0008284	HEL_005943-RA	DPOGS205877-PA
OG0008285	HEL_011348-RA	DPOGS200004-PA
OG0008286	HEL_014502-RA	DPOGS201796-PA
OG0008287	HEL_004370-RA	DPOGS210985-PA
OG0008288	HEL_001232-RA	DPOGS208709-PA
OG0008289	HEL_011581-RA	DPOGS209702-PA
OG0008291	HEL_014232-RA	DPOGS211325-PA
OG0008292	HEL_004878-RA, HEL_004879-RA	DPOGS213430-PA
OG0008293	HEL_012648-RA, HEL_012649-RA, HEL_012650-RA	DPOGS214401-PA
OG0008294	HEL_004137-RA	DPOGS201601-PA
OG0008295	HEL_013856-RA	DPOGS202286-PA
OG0008296	HEL_006000-RA	DPOGS201639-PA
OG0008297	HEL_002280-RA	DPOGS210905-PA
OG0008298	HEL_010058-RA, HEL_010057-RA	DPOGS203454-PA
OG0008299	HEL_012750-RA	DPOGS200622-PA
OG0008300	HEL_002065-RA, HEL_002066-RA	DPOGS200211-PA
OG0008301	HEL_010957-RA	DPOGS215594-PA
OG0008302	HEL_009369-RA	DPOGS203254-PA
OG0008303	HEL_014010-RA	DPOGS215075-PA
OG0008304	HEL_004801-RA, HEL_004800-RA	DPOGS212679-PA
OG0008305	HEL_004350-RA	DPOGS210994-PA, DPOGS210995-PA
OG0008306	HEL_003005-RA	DPOGS206528-PA
OG0008307	HEL_009635-RA	DPOGS209686-PA
OG0008308	HEL_008696-RA	DPOGS207477-PA
OG0008309	HEL_004915-RA	DPOGS213491-PA, DPOGS213490-PA
OG0008310	HEL_005031-RA	DPOGS216173-PA
OG0008311	HEL_007311-RA	DPOGS208021-PA
OG0008312	HEL_010429-RA	DPOGS203955-PA
OG0008313	HEL_001400-RA, HEL_001399-RA	DPOGS208663-PA
OG0008314	HEL_011516-RA	DPOGS200329-PA
OG0008315	HEL_010118-RA	DPOGS200447-PA
OG0008316	HEL_012296-RA, HEL_012295-RA, HEL_012292-RA	DPOGS206648-PA
OG0008317	HEL_012169-RA, HEL_012167-RA	DPOGS207763-PA
OG0008318	HEL_000146-RA	DPOGS209934-PA
OG0008319	HEL_006554-RA	DPOGS210464-PA
OG0008320	HEL_012087-RA	DPOGS200910-PA
OG0008321	HEL_009801-RA, HEL_009804-RA	DPOGS214797-PA
OG0008322	HEL_008138-RA	DPOGS202882-PA
OG0008323	HEL_003677-RA	DPOGS202318-PA
OG0008324	HEL_000280-RA	DPOGS200569-PA
OG0008325	HEL_006782-RA	DPOGS201495-PA, DPOGS201496-PA
OG0008326	HEL_013827-RA	DPOGS214577-PA
OG0008327	HEL_011442-RA	DPOGS215034-PA
OG0008328	HEL_008666-RA	DPOGS203506-PA
OG0008329	HEL_013323-RA	DPOGS215866-PA
OG0008330	HEL_008648-RA	DPOGS203577-PA
OG0008331	HEL_006213-RA	DPOGS202789-PA, DPOGS202788-PA
OG0008332	HEL_000045-RA	DPOGS207587-PA
OG0008333	HEL_008802-RA, HEL_008801-RA	DPOGS211876-PA
OG0008334	HEL_007467-RA	DPOGS200370-PA
OG0008335	HEL_008029-RA	DPOGS208494-PA
OG0008336	HEL_010849-RA	DPOGS205298-PA
OG0008337	HEL_007473-RA	DPOGS200375-PA, DPOGS200377-PA, DPOGS200376-PA
OG0008338	HEL_012385-RA	DPOGS210680-PA
OG0008339	HEL_008778-RA	DPOGS211864-PA
OG0008340	HEL_000949-RA	DPOGS213505-PA
OG0008341	HEL_009786-RA	DPOGS212401-PA
OG0008342	HEL_007701-RA	DPOGS210129-PA
OG0008343	HEL_003147-RA	DPOGS214278-PA, DPOGS214277-PA
OG0008344	HEL_006101-RA, HEL_006099-RA	DPOGS208992-PA
OG0008345	HEL_002635-RA, HEL_002636-RA	DPOGS215630-PA
OG0008346	HEL_002799-RA, HEL_002798-RA, HEL_002796-RA	DPOGS203813-PA
OG0008347	HEL_002847-RA	DPOGS203830-PA
OG0008368	HEL_012190-RA	DPOGS207811-PA
OG0008370	HEL_002781-RA	DPOGS203809-PA
OG0008371	HEL_009414-RA	DPOGS205906-PA
OG0008372	HEL_011822-RA	DPOGS215554-PA
OG0008374	HEL_006971-RA	DPOGS206384-PA
OG0008378	HEL_002225-RA	DPOGS211051-PA
OG0008380	HEL_004166-RA	DPOGS211526-PA
OG0008381	HEL_003497-RA	DPOGS206298-PA
OG0008382	HEL_001897-RA	DPOGS204990-PA
OG0008384	HEL_001895-RA	DPOGS204987-PA
OG0008385	HEL_005352-RA	DPOGS203136-PA
OG0008386	HEL_003493-RA	DPOGS206363-PA
OG0008387	HEL_007643-RA	DPOGS210042-PA
OG0008391	HEL_007639-RA	DPOGS210109-PA
OG0008392	HEL_002187-RA	DPOGS213501-PA
OG0008393	HEL_001890-RA	DPOGS212497-PA
OG0008394	HEL_001879-RA	DPOGS212495-PA
OG0008395	HEL_001889-RA	DPOGS212496-PA
OG0008396	HEL_005370-RA	DPOGS213633-PA
OG0008399	HEL_009470-RA	DPOGS210805-PA
OG0008400	HEL_001927-RA	DPOGS204999-PA
OG0008401	HEL_012510-RA	DPOGS213203-PA
OG0008402	HEL_009690-RA	DPOGS207194-PA
OG0008407	HEL_010486-RA	DPOGS209605-PA
OG0008408	HEL_009476-RA	DPOGS210808-PA
OG0008410	HEL_005374-RA	DPOGS213927-PA
OG0008412	HEL_010159-RA	DPOGS212586-PA
OG0008413	HEL_005328-RA	DPOGS209205-PA
OG0008415	HEL_005375-RA	DPOGS213926-PA
OG0008416	HEL_003462-RA	DPOGS201197-PA
OG0008417	HEL_002238-RA	DPOGS210144-PA
OG0008418	HEL_001867-RA	DPOGS210152-PA
OG0008420	HEL_001865-RA	DPOGS200950-PA
OG0008421	HEL_007118-RA	DPOGS203294-PA
OG0008422	HEL_012520-RA	DPOGS213175-PA
OG0008427	HEL_006986-RA	DPOGS202943-PA
OG0008428	HEL_005317-RA	DPOGS209210-PA
OG0008430	HEL_012526-RA	DPOGS213173-PA
OG0008431	HEL_013060-RA	DPOGS205033-PA
OG0008433	HEL_012531-RA	DPOGS213172-PA
OG0008434	HEL_003382-RA	DPOGS213347-PA
OG0008435	HEL_001862-RA	DPOGS200958-PA
OG0008436	HEL_001712-RA	DPOGS208821-PA
OG0008439	HEL_006994-RA	DPOGS205547-PA
OG0008440	HEL_009277-RA	DPOGS200796-PA
OG0008441	HEL_004032-RA	DPOGS215021-PA
OG0008445	HEL_007613-RA	DPOGS210058-PA
OG0008446	HEL_002203-RA	DPOGS205149-PA
OG0008447	HEL_007733-RA	DPOGS201266-PA
OG0008448	HEL_000465-RA	DPOGS216124-PA
OG0008449	HEL_002247-RA	DPOGS210888-PA
OG0008450	HEL_005306-RA	DPOGS215573-PA
OG0008451	HEL_012540-RA	DPOGS213218-PA
OG0008452	HEL_009655-RA	DPOGS207176-PA
OG0008453	HEL_007730-RA	DPOGS201053-PA
OG0008454	HEL_004059-RA	DPOGS215007-PA
OG0008455	HEL_011676-RA	DPOGS203888-PA
OG0008456	HEL_003361-RA	DPOGS213401-PA
OG0008460	HEL_002212-RA	DPOGS211815-PA
OG0008461	HEL_013864-RA	DPOGS202142-PA
OG0008462	HEL_012396-RA	DPOGS206382-PA
OG0008463	HEL_012642-RA	DPOGS214410-PA
OG0008465	HEL_011672-RA	DPOGS210649-PA
OG0008466	HEL_005280-RA	DPOGS214524-PA
OG0008467	HEL_012399-RA	DPOGS206379-PA
OG0008468	HEL_010185-RA	DPOGS205110-PA
OG0008469	HEL_003502-RA	DPOGS206300-PA
OG0008471	HEL_005403-RA	DPOGS200072-PA
OG0008472	HEL_008917-RA	DPOGS204722-PA
OG0008473	HEL_007597-RA	DPOGS210099-PA
OG0008475	HEL_014467-RA, HEL_014468-RA	DPOGS214390-PA
OG0008476	HEL_009238-RA	DPOGS203086-PA
OG0008482	HEL_002264-RA	DPOGS210898-PA
OG0008484	HEL_002219-RA, HEL_002216-RA	DPOGS211819-PA
OG0008487	HEL_013215-RA	DPOGS210561-PA
OG0008489	HEL_013214-RA	DPOGS210537-PA
OG0008490	HEL_008901-RA	DPOGS213983-PA, DPOGS214512-PA
OG0008493	HEL_013504-RA	DPOGS210261-PA
OG0008494	HEL_005415-RA	DPOGS200076-PA
