Orthogroup	Maniola_hyperantus	Bicyclus_anynana
OG0010232	XP_034838418.1	Bany_06806-RA
OG0010234	XP_034831029.1	Bany_13860-RA
OG0010236	XP_034835434.1	Bany_11424-RA
OG0010237	XP_034840298.1	Bany_02897-RA
OG0010238	XP_034833957.1	Bany_09580-RA
OG0010239	XP_034833958.1	Bany_09585-RA
OG0010241	XP_034841190.1	Bany_00304-RA
OG0010242	XP_034824009.1	Bany_00309-RA
OG0010244	XP_034824011.1	Bany_00315-RA
OG0010245	XP_034826114.1	Bany_02166-RA
OG0010246	XP_034839475.1	Bany_07386-RA
OG0010247	XP_034827264.1	Bany_06164-RA
OG0010249	XP_034838926.1	Bany_16401-RA
OG0010251	XP_034832370.1	Bany_08893-RA
OG0010252	XP_034834656.1	Bany_14512-RA
OG0010253	XP_034828440.1	Bany_10861-RA
OG0010255	XP_034831971.1	Bany_01187-RA
OG0010256	XP_034830972.1	Bany_08200-RA
OG0010258	XP_034825352.1	Bany_05443-RA
OG0010259	XP_034836586.1	Bany_16674-RA
OG0010260	XP_034838971.1	Bany_16418-RA
OG0010262	XP_034835438.1	Bany_11448-RA
OG0010263	XP_034837291.1	Bany_17946-RA
OG0010264	XP_034837328.1	Bany_17947-RA
OG0010265	XP_034825161.1	Bany_05453-RA
OG0010267	XP_034840938.1	Bany_00334-RA
OG0010268	XP_034838357.1	Bany_06851-RA
OG0010269	XP_034826950.1	Bany_03771-RA
OG0010270	XP_034838313.1	Bany_12927-RA
OG0010273	XP_034825696.1, XP_034825697.1	Bany_05456-RA
OG0010274	XP_034837099.1	Bany_17961-RA
OG0010275	XP_034833243.1	Bany_15089-RA
OG0010277	XP_034835369.1	Bany_11477-RA
OG0010278	XP_034831321.1	Bany_13915-RA
OG0010279	XP_034825592.1, XP_034828893.1, XP_034839849.1	Bany_09608-RA
OG0010280	XP_034833676.1	Bany_15095-RA
OG0010281	XP_034827067.1	Bany_06201-RA
OG0010282	XP_034826123.1	Bany_02199-RA
OG0010283	XP_034840945.1	Bany_00355-RA
OG0010284	XP_034834645.1	Bany_04661-RA
OG0010285	XP_034826295.1	Bany_02201-RA
OG0010286	XP_034834665.1	Bany_04665-RA
OG0010287	XP_034835376.1	Bany_11489-RA
OG0010289	XP_034833132.1	Bany_15105-RA
OG0010290	XP_034835832.1	Bany_17241-RA
OG0010292	XP_034833344.1	Bany_15108-RA
OG0010294	XP_034838595.1	Bany_06882-RA
OG0010295	XP_034824463.1	Bany_10157-RA
OG0010296	XP_034840608.1	Bany_02944-RA
OG0010297	XP_034833656.1	Bany_15118-RA
OG0010298	XP_034840610.1	Bany_02953-RA
OG0010299	XP_034827553.1	Bany_01251-RA
OG0010301	XP_034829340.1	Bany_15699-RA
OG0010302	XP_034832359.1	Bany_08957-RA
OG0010303	XP_034839627.1	Bany_07466-RA
OG0010305	XP_034831548.1	Bany_13946-RA
OG0010306	XP_034829338.1	Bany_15707-RA
OG0010308	XP_034824792.1	Bany_10186-RA
OG0010309	XP_034840515.1	Bany_02971-RA
OG0010310	XP_034833668.1	Bany_15136-RA
OG0010311	XP_034837305.1	Bany_17999-RA
OG0010313	XP_034832712.1	Bany_13348-RA
OG0010314	XP_034830049.1	Bany_12088-RA
OG0010316	XP_034840477.1	Bany_02991-RA
OG0010318	XP_034834584.1	Bany_14599-RA
OG0010320	XP_034832518.1	Bany_04689-RA
OG0010321	XP_034838433.1	Bany_06919-RA
OG0010322	XP_034834371.1	Bany_14607-RA
OG0010323	XP_034834366.1	Bany_14608-RA
OG0010324	XP_034828746.1	Bany_10907-RA
OG0010325	XP_034833879.1	Bany_09663-RA
OG0010327	XP_034840266.1	Bany_03010-RA
OG0010328	XP_034835230.1	Bany_11554-RA
OG0010329	XP_034834031.1	Bany_09667-RA
OG0010330	XP_034829790.1	Bany_12102-RA
OG0010331	XP_034824485.1	Bany_10210-RA
OG0010333	XP_034834969.1	Bany_14614-RA
OG0010334	XP_034835177.1	Bany_11564-RA
OG0010337	XP_034829797.1	Bany_12108-RA
OG0010338	XP_034840245.1	Bany_03028-RA
OG0010339	XP_034829800.1	Bany_12114-RA
OG0010342	XP_034827995.1	Bany_01319-RA
OG0010343	XP_034831488.1	Bany_13972-RA
OG0010344	XP_034840264.1	Bany_03036-RA
OG0010345	XP_034832548.1	Bany_13379-RA
OG0010346	XP_034829498.1	Bany_03852-RA
OG0010347	XP_034834973.1	Bany_14625-RA
OG0010348	XP_034824037.1	Bany_00423-RA
OG0010349	XP_034830904.1	Bany_08269-RA
OG0010350	XP_034839843.1	Bany_07511-RA
OG0010351	XP_034827515.1	Bany_01333-RA
OG0010352	XP_034837269.1	Bany_18046-RA
OG0010353	XP_034839783.1	Bany_13559-RA, Bany_07520-RA
OG0010354	XP_034834966.1	Bany_14630-RA
OG0010355	XP_034824625.1	Bany_10240-RA
OG0010356	XP_034836626.1	Bany_16736-RA
OG0010357	XP_034840221.1	Bany_03062-RA
OG0010358	XP_034828278.1, XP_034828279.1	Bany_01348-RA
OG0010361	XP_034826537.1	Bany_02280-RA
OG0010363	XP_034832321.1	Bany_08994-RA
OG0010364	XP_034827184.1	Bany_06280-RA
OG0010365	XP_034827820.1	Bany_01362-RA
OG0010366	XP_034836153.1	Bany_04747-RA
OG0010367	XP_034839731.1	Bany_03074-RA
OG0010368	XP_034834609.1	Bany_14652-RA
OG0010369	XP_034833126.1	Bany_15186-RA
OG0010370	XP_034837740.1	Bany_06979-RA
OG0010372	XP_034837739.1	Bany_06985-RA
OG0010373	XP_034837209.1	Bany_18062-RA
OG0010374	XP_034840051.1	Bany_03085-RA
OG0010375	XP_034828833.1	Bany_10942-RA
OG0010376	XP_034829881.1	Bany_12141-RA
OG0010377	XP_034840419.1	Bany_03884-RA
OG0010378	XP_034832992.1	Bany_13402-RA
OG0010379	XP_034841275.1	Bany_00470-RA
OG0010380	XP_034829624.1	Bany_03887-RA
OG0010381	XP_034827581.1	Bany_01393-RA
OG0010382	XP_034836526.1	Bany_16798-RA
OG0010383	XP_034827848.1	Bany_01399-RA
OG0010384	XP_034833181.1	Bany_15218-RA
OG0010386	XP_034829382.1	Bany_15804-RA
OG0010387	XP_034825813.1	Bany_02321-RA
OG0010388	XP_034840663.1	Bany_03107-RA
OG0010389	XP_034837429.1	Bany_18080-RA
OG0010391	XP_034834757.1	Bany_14681-RA
OG0010393	XP_034834442.1	Bany_14682-RA
OG0010394	XP_034836402.1	Bany_04784-RA
OG0010395	XP_034831505.1	Bany_13999-RA
OG0010397	XP_034828623.1	Bany_10953-RA
OG0010399	XP_034826748.1	Bany_06317-RA
OG0010400	XP_034823892.1	Bany_00510-RA
OG0010401	XP_034827703.1	Bany_03919-RA
OG0010402	XP_034834240.1	Bany_09742-RA
OG0010403	XP_034835047.1	Bany_11640-RA
OG0010404	XP_034833777.1	Bany_09746-RA
OG0010405	XP_034827725.1	Bany_03928-RA
OG0010406	XP_034835497.1	Bany_11647-RA
OG0010407	XP_034835755.1	Bany_17320-RA
OG0010408	XP_034831310.1	Bany_14016-RA
OG0010409	XP_034835569.1	Bany_11651-RA
OG0010410	XP_034835573.1	Bany_11654-RA
OG0010412	XP_034833076.1	Bany_04814-RA
OG0010413	XP_034839592.1	Bany_07589-RA
OG0010414	XP_034834982.1	Bany_14697-RA
OG0010415	XP_034834559.1	Bany_14702-RA
OG0010416	XP_034834560.1	Bany_14708-RA
OG0010417	XP_034831746.1	Bany_09067-RA
OG0010419	XP_034840459.1	Bany_03138-RA
OG0010420	XP_034835599.1	Bany_11672-RA
OG0010421	XP_034839741.1	Bany_07603-RA
OG0010422	XP_034840652.1	Bany_03145-RA
OG0010423	XP_034835598.1	Bany_11675-RA
OG0010424	XP_034839732.1	Bany_07604-RA
OG0010425	XP_034829443.1	Bany_15841-RA
OG0010426	XP_034825609.1	Bany_05630-RA
OG0010427	XP_034833416.1	Bany_15259-RA
OG0010429	XP_034835214.1	Bany_05637-RA
OG0010430	XP_034833421.1	Bany_15268-RA
OG0010431	XP_034829026.1	Bany_15851-RA
OG0010432	XP_034833420.1	Bany_15276-RA
OG0010433	XP_034832855.1	Bany_04837-RA
OG0010434	XP_034827468.1	Bany_01503-RA
OG0010435	XP_034835453.1	Bany_11696-RA
OG0010436	XP_034833203.1	Bany_15290-RA
OG0010437	XP_034832211.1	Bany_09100-RA
OG0010438	XP_034831192.1	Bany_14038-RA
OG0010439	XP_034831177.1	Bany_14039-RA
OG0010440	XP_034831578.1	Bany_14040-RA
OG0010441	XP_034831179.1	Bany_14043-RA
OG0010442	XP_034832215.1	Bany_09108-RA
OG0010443	XP_034831083.1	Bany_14051-RA
OG0010444	XP_034840398.1	Bany_03155-RA
OG0010445	XP_034837694.1	Bany_07037-RA
OG0010446	XP_034833173.1	Bany_15302-RA
OG0010447	XP_034837320.1	Bany_04846-RA
OG0010448	XP_034839709.1	Bany_07649-RA
OG0010450	XP_034831495.1	Bany_14059-RA
OG0010451	XP_034841130.1	Bany_00581-RA
OG0010453	XP_034832163.1	Bany_09119-RA
OG0010454	XP_034840737.1	Bany_03169-RA
OG0010457	XP_034834648.1	Bany_14750-RA
OG0010458	XP_034831655.1	Bany_14067-RA
OG0010459	XP_034831605.1	Bany_14071-RA
OG0010460	XP_034831072.1	Bany_14079-RA
OG0010461	XP_034835800.1	Bany_17395-RA
OG0010462	XP_034829247.1	Bany_15883-RA
OG0010463	XP_034839138.1	Bany_07676-RA
OG0010464	XP_034834092.1	Bany_09810-RA
OG0010465	XP_034828676.1	Bany_04000-RA
OG0010466	XP_034833574.1	Bany_15314-RA
OG0010467	XP_034836295.1	Bany_16915-RA
OG0010468	XP_034833298.1	Bany_15319-RA
OG0010469	XP_034828861.1	Bany_10999-RA
OG0010470	XP_034836293.1	Bany_16920-RA
OG0010471	XP_034828991.1	Bany_15893-RA
OG0010472	XP_034825851.1	Bany_02391-RA
OG0010473	XP_034831237.1	Bany_14102-RA
OG0010475	XP_034835475.1	Bany_11761-RA
OG0010477	XP_034831146.1	Bany_14108-RA
OG0010478	XP_034831346.1	Bany_14111-RA
OG0010479	XP_034828558.1	Bany_11004-RA
OG0010480	XP_034831910.1	Bany_09154-RA
OG0010481	XP_034839577.1	Bany_07695-RA
OG0010483	XP_034831702.1	Bany_04898-RA
OG0010484	XP_034834170.1	Bany_09864-RA
OG0010485	XP_034834892.1, XP_034834893.1	Bany_14816-RA
OG0010486	XP_034840300.1	Bany_03198-RA
OG0010487	XP_034828996.1	Bany_15918-RA
OG0010488	XP_034840917.1	Bany_00652-RA
OG0010489	XP_034834995.1	Bany_14822-RA
OG0010490	XP_034827234.1	Bany_06408-RA
OG0010491	XP_034828528.1	Bany_11032-RA
OG0010492	XP_034833329.1	Bany_15359-RA
OG0010494	XP_034832676.1	Bany_13524-RA
OG0010495	XP_034828517.1	Bany_11047-RA
OG0010496	XP_034825801.1	Bany_02428-RA
OG0010497	XP_034830714.1	Bany_08461-RA, Bany_08460-RA
OG0010498	XP_034824270.1	Bany_10426-RA
OG0010499	XP_034832610.1	Bany_13544-RA
OG0010500	XP_034837675.1	Bany_07126-RA
OG0010501	XP_034835462.1	Bany_11815-RA
OG0010502	XP_034830937.1	Bany_08470-RA
OG0010503	XP_034831474.1	Bany_14184-RA
OG0010504	XP_034835461.1	Bany_11822-RA
OG0010505	XP_034827109.1	Bany_06436-RA
OG0010508	XP_034832752.1	Bany_13561-RA
OG0010509	XP_034832753.1	Bany_13570-RA
OG0010510	XP_034839564.1	Bany_07745-RA
OG0010512	XP_034837769.1	Bany_07142-RA
OG0010513	XP_034834231.1	Bany_04958-RA
OG0010514	XP_034834996.1	Bany_14873-RA
OG0010515	XP_034825619.1	Bany_05739-RA
OG0010516	XP_034833101.1	Bany_13586-RA
OG0010517	XP_034832853.1	Bany_13590-RA
OG0010518	XP_034828435.1	Bany_07148-RA
OG0010519	XP_034828921.1	Bany_11082-RA
OG0010520	XP_034829856.1	Bany_12361-RA
OG0010521	XP_034825113.1	Bany_05752-RA
OG0010523	XP_034830734.1	Bany_08540-RA
OG0010524	XP_034839987.1	Bany_03301-RA
OG0010525	XP_034827303.1	Bany_06502-RA
OG0010526	XP_034830362.1	Bany_08550-RA
OG0010527	XP_034830117.1	Bany_12370-RA
OG0010528	XP_034827886.1	Bany_01675-RA
OG0010529	XP_034827885.1	Bany_01677-RA
OG0010530	XP_034839853.1	Bany_03319-RA
OG0010531	XP_034824135.1	Bany_00771-RA
OG0010532	XP_034839509.1	Bany_07787-RA
OG0010533	XP_034839508.1	Bany_07788-RA
OG0010534	XP_034840399.1	Bany_03325-RA
OG0010535	XP_034829876.1	Bany_12382-RA
OG0010536	XP_034840239.1	Bany_03328-RA
OG0010538	XP_034828204.1	Bany_01692-RA
OG0010539	XP_034824863.1	Bany_10473-RA
OG0010540	XP_034828184.1	Bany_01695-RA
OG0010541	XP_034831850.1	Bany_09296-RA
OG0010542	XP_034824433.1, XP_034833931.1	Bany_05033-RA
OG0010544	XP_034830380.1	Bany_08579-RA
OG0010544	XP_034830322.1	Bany_08576-RA, Bany_08574-RA
OG0010546	XP_034824412.1	Bany_10491-RA
OG0010547	XP_034824594.1	Bany_10498-RA
OG0010548	XP_034840203.1	Bany_03333-RA
OG0010549	XP_034830707.1	Bany_08585-RA
OG0010550	XP_034840780.1	Bany_03335-RA
OG0010551	XP_034839921.1	Bany_03338-RA
OG0010552	XP_034840025.1	Bany_03351-RA
OG0010553	XP_034824259.1	Bany_10508-RA
OG0010554	XP_034836944.1	Bany_05057-RA
OG0010555	XP_034841046.1	Bany_00818-RA
OG0010556	XP_034840021.1	Bany_03366-RA
OG0010557	XP_034827556.1	Bany_01746-RA
OG0010558	XP_034831904.1	Bany_04199-RA
OG0010559	XP_034826365.1	Bany_02542-RA
OG0010560	XP_034827694.1	Bany_01753-RA
OG0010561	XP_034830262.1	Bany_08616-RA
OG0010562	XP_034832672.1	Bany_04213-RA
OG0010564	XP_034830677.1	Bany_08629-RA
OG0010565	XP_034827925.1	Bany_01766-RA
OG0010566	XP_034825667.1	Bany_04230-RA
OG0010567	XP_034826651.1	Bany_04235-RA
OG0010568	XP_034825145.1	Bany_05826-RA
OG0010570	XP_034840380.1	Bany_03426-RA, Bany_03424-RA, Bany_03425-RA, Bany_03423-RA, Bany_03427-RA
OG0010571	XP_034840200.1	Bany_03444-RA
OG0010573	XP_034826647.1	Bany_02627-RA
OG0010574	XP_034839240.1	Bany_07879-RA
OG0010576	XP_034836783.1, XP_034836739.1	Bany_05146-RA
OG0010754	XP_034829664.1	Bany_11827-RA
OG0010755	XP_034839070.1, XP_034838835.1	Bany_01350-RA, Bany_16030-RA
OG0010757	XP_034838240.1	Bany_12445-RA
OG0010763	XP_034833596.1	Bany_14892-RA
OG0010764	XP_034836219.1	Bany_16951-RA
OG0010765	XP_034835167.1	Bany_11141-RA
OG0010767	XP_034826654.1	Bany_01848-RA
OG0010769	XP_034841544.1	Bany_03481-RA
OG0010771	XP_034826964.1, XP_034826963.1	Bany_05899-RA
OG0010772	XP_034837820.1	Bany_12493-RA
OG0010774	XP_034839037.1, XP_034839039.1	Bany_16078-RA
OG0010776	XP_034835131.1	Bany_11165-RA
OG0010777	XP_034839027.1	Bany_16094-RA
OG0010781	XP_034840343.1	Bany_02675-RA
OG0010789	XP_034830379.1	Bany_07993-RA
OG0010790	XP_034831409.1	Bany_13691-RA
OG0010791	XP_034835264.1	Bany_11188-RA
OG0010792	XP_034838790.1	Bany_16122-RA
OG0010795	XP_034839004.1	Bany_16130-RA
OG0010796	XP_034832658.1	Bany_13115-RA
OG0010799	XP_034828959.1	Bany_15546-RA
OG0010800	XP_034840703.1	Bany_02701-RA
OG0010801	XP_034826468.1	Bany_01940-RA
OG0010804	XP_034838375.1	Bany_06620-RA
OG0010807	XP_034827654.1	Bany_01039-RA
OG0010808	XP_034834670.1	Bany_14375-RA
OG0010810	XP_034840876.1, XP_034840875.1	Bany_00117-RA, Bany_00123-RA
OG0010811	XP_034833601.1	Bany_14967-RA
OG0010812	XP_034826022.1	Bany_01948-RA
OG0010814	XP_034826470.1	Bany_01949-RA
OG0010818	XP_034835685.1	Bany_11255-RA
OG0010826	XP_034830867.1	Bany_08051-RA
OG0010829	XP_034838759.1	Bany_16197-RA
OG0010830	XP_034840880.1	Bany_00152-RA
OG0010831	XP_034838585.1	Bany_06658-RA
OG0010835	XP_034838487.1	Bany_06669-RA
OG0010836	XP_034836377.1	Bany_16598-RA
OG0010838	XP_034828481.1	Bany_10763-RA
OG0010841	XP_034830260.1	Bany_08084-RA
OG0010842	XP_034839895.1	Bany_10016-RA
OG0010843	XP_034828773.1	Bany_10770-RA
OG0010845	XP_034825955.1	Bany_02032-RA
OG0010846	XP_034835525.1	Bany_11312-RA
OG0010849	XP_034837841.1	Bany_12696-RA
OG0010850	XP_034824574.1	Bany_03581-RA
OG0010851	XP_034836858.1	Bany_17523-RA
OG0010851	XP_034836965.1	Bany_17522-RA
OG0010852	XP_034839662.1	Bany_07293-RA
OG0010856	XP_034829667.1	Bany_11946-RA
OG0010857	XP_034838175.1, XP_034834013.1, XP_034825058.1	Bany_16257-RA
OG0010861	XP_034837874.1	Bany_12759-RA
OG0010863	XP_034838395.1	Bany_06738-RA
OG0010866	XP_034838959.1	Bany_16292-RA
OG0010867	XP_034825708.1	Bany_05363-RA
OG0010871	XP_034833914.1	Bany_02840-RA
OG0010872	XP_034837087.1	Bany_17885-RA
OG0010873	XP_034840972.1	Bany_00244-RA
OG0010875	XP_034833066.1	Bany_13243-RA
OG0010876	XP_034840139.1	Bany_02861-RA
OG0010877	XP_034827013.1	Bany_06096-RA
OG0010881	XP_034833071.1	Bany_13266-RA
OG0010882	XP_034836416.1	Bany_16650-RA
OG0010883	XP_034831750.1	Bany_08828-RA
OG0010884	XP_034830840.1	Bany_08146-RA
OG0010886	XP_034838079.1	Bany_12823-RA
OG0010888	XP_034826230.1	Bany_02137-RA
OG0010889	XP_034832650.1	Bany_04589-RA
OG0010891	XP_034841499.1	Bany_00279-RA
OG0010892	XP_034833074.1	Bany_13278-RA
OG0010893	XP_034830669.1	Bany_08171-RA
OG0010899	XP_034838541.1	Bany_06807-RA
OG0010900	XP_034826959.1	Bany_03721-RA
OG0010901	XP_034836877.1	Bany_17564-RA
OG0010902	XP_034836900.1	Bany_17566-RA
OG0010903	XP_034831030.1	Bany_13858-RA
OG0010904	XP_034839018.1	Bany_16387-RA
OG0010905	XP_034832149.1	Bany_08874-RA
OG0010906	XP_034833959.1	Bany_09584-RA
OG0010910	XP_034832365.1	Bany_08895-RA
OG0010911	XP_034826969.1	Bany_03756-RA
OG0010914	XP_034838952.1	Bany_04630-RA
OG0010917	XP_034828760.1, XP_034828759.1	Bany_10870-RA, Bany_12989-RA
OG0010919	XP_034827068.1	Bany_06194-RA
OG0010920	XP_034836493.1	Bany_16689-RA
OG0010921	XP_034834229.1	Bany_09600-RA
OG0010922	XP_034828769.1	Bany_10871-RA
OG0010923	XP_034834385.1	Bany_14552-RA
OG0010926	XP_034830257.1, XP_034825340.1, XP_034833619.1	Bany_04647-RA
OG0010927	XP_034837125.1, XP_034833024.1	Bany_17964-RA
OG0010929	XP_034836619.1	Bany_13315-RA
OG0010930	XP_034830542.1	Bany_08219-RA
OG0010931	XP_034827817.1	Bany_01234-RA, Bany_01233-RA, Bany_01231-RA, Bany_01232-RA, Bany_01331-RA
OG0010933	XP_034830899.1	Bany_08228-RA
OG0010934	XP_034836447.1	Bany_16711-RA
OG0010936	XP_034833618.1	Bany_15126-RA
OG0010937	XP_034825493.1	Bany_05501-RA
OG0010937	XP_034825487.1	Bany_05500-RA
OG0010938	XP_034836207.1	Bany_17260-RA
OG0010939	XP_034829325.1	Bany_15710-RA
OG0010940	XP_034835305.1	Bany_11514-RA
OG0010941	XP_034827537.1	Bany_01266-RA
OG0010942	XP_034827972.1	Bany_01268-RA
OG0010943	XP_034834974.1	Bany_14584-RA
OG0010944	XP_034825786.1	Bany_05520-RA
OG0010945	XP_034834562.1	Bany_14586-RA
OG0010948	XP_034827273.1, XP_034827274.1	Bany_06245-RA
OG0010949	XP_034836818.1	Bany_17620-RA
OG0010950	XP_034838321.1	Bany_13011-RA
OG0010951	XP_034830868.1	Bany_04687-RA
OG0010953	XP_034830368.1	Bany_08254-RA
OG0010954	XP_034833905.1	Bany_09658-RA
OG0010955	XP_034837338.1	Bany_18024-RA
OG0010956	XP_034840243.1	Bany_03027-RA
OG0010957	XP_034827689.1	Bany_01311-RA
OG0010959	XP_034834367.1	Bany_14618-RA
OG0010960	XP_034832316.1	Bany_08976-RA, Bany_08975-RA
OG0010961	XP_034832541.1	Bany_13373-RA
OG0010963	XP_034837267.1	Bany_18045-RA
OG0010965	XP_034837592.1	Bany_06967-RA
OG0010967	XP_034828255.1	Bany_01346-RA
OG0010969	XP_034830226.1	Bany_12124-RA
OG0010970	XP_034835835.1	Bany_17300-RA
OG0010971	XP_034836307.1	Bany_16751-RA
OG0010974	XP_034828308.1	Bany_01370-RA
OG0010976	XP_034828831.1	Bany_10933-RA
OG0010977	XP_034824060.1	Bany_03879-RA
OG0010979	XP_034841268.1	Bany_00472-RA
OG0010980	XP_034837731.1	Bany_06998-RA
OG0010982	XP_034830492.1	Bany_08328-RA
OG0010983	XP_034833950.1	Bany_09723-RA
OG0010984	XP_034830227.1	Bany_03908-RA
OG0010985	XP_034827408.1	Bany_01411-RA
OG0010987	XP_034831509.1	Bany_14000-RA
OG0010988	XP_034839466.1	Bany_07575-RA
OG0010989	XP_034840723.1	Bany_03118-RA
OG0010991	XP_034831445.1	Bany_14013-RA
OG0010994	XP_034825251.1	Bany_05618-RA
OG0010997	XP_034836397.1	Bany_16820-RA
OG0010999	XP_034825607.1	Bany_05631-RA
OG0011000	XP_034825604.1	Bany_05635-RA
OG0011002	XP_034824828.1, XP_034824827.1	Bany_10338-RA
OG0011003	XP_034830071.1	Bany_12204-RA
OG0011006	XP_034824171.1	Bany_00558-RA
OG0011007	XP_034832216.1	Bany_09099-RA
OG0011009	XP_034832213.1	Bany_09114-RA
OG0011010	XP_034833545.1	Bany_15306-RA
OG0011011	XP_034832801.1	Bany_04855-RA
OG0011012	XP_034829130.1	Bany_15877-RA
OG0011015	XP_034833543.1	Bany_15310-RA
OG0011016	XP_034841272.1	Bany_00598-RA
OG0011019	XP_034831417.1	Bany_14076-RA
OG0011020	XP_034841450.1	Bany_00605-RA
OG0011021	XP_034841447.1	Bany_00607-RA
OG0011022	XP_034831033.1	Bany_14086-RA
OG0011023	XP_034825626.1	Bany_05683-RA
OG0011024	XP_034836425.1	Bany_16916-RA
OG0011025	XP_034833311.1	Bany_15318-RA
OG0011026	XP_034824359.1	Bany_10375-RA
OG0011027	XP_034837703.1	Bany_07061-RA
OG0011028	XP_034827969.1	Bany_01541-RA
OG0011029	XP_034841354.1	Bany_00627-RA
OG0011030	XP_034834175.1	Bany_09832-RA
OG0011031	XP_034831343.1	Bany_14110-RA
OG0011035	XP_034832677.1	Bany_13506-RA
OG0011036	XP_034833444.1	Bany_15337-RA
OG0011037	XP_034841060.1	Bany_00649-RA, Bany_00644-RA, Bany_00641-RA
OG0011039	XP_034840127.1	Bany_03197-RA
OG0011041	XP_034827647.1	Bany_01594-RA
OG0011042	XP_034827233.1	Bany_06407-RA
OG0011043	XP_034832355.1	Bany_09188-RA
OG0011045	XP_034832739.1	Bany_13522-RA
OG0011047	XP_034835484.1	Bany_11779-RA, Bany_11780-RA, Bany_11776-RA
OG0011047	XP_034835482.1	Bany_11797-RA
OG0011052	XP_034830083.1	Bany_12332-RA
OG0011054	XP_034841411.1	Bany_00680-RA
OG0011058	XP_034834413.1	Bany_14855-RA
OG0011059	XP_034824142.1	Bany_00709-RA
OG0011060	XP_034825064.1	Bany_05738-RA
OG0011061	XP_034828532.1	Bany_11073-RA
OG0011063	XP_034831641.1, XP_034831640.1	Bany_14204-RA
OG0011064	XP_034830037.1	Bany_04978-RA
OG0011065	XP_034824856.1	Bany_10458-RA
OG0011066	XP_034830744.1	Bany_08529-RA
OG0011067	XP_034825187.1	Bany_05774-RA
OG0011069	XP_034824802.1	Bany_11111-RA
OG0011070	XP_034839993.1	Bany_03317-RA
OG0011071	XP_034839999.1	Bany_03318-RA
OG0011074	XP_034826400.1	Bany_02495-RA
OG0011076	XP_034824632.1	Bany_10497-RA
OG0011077	XP_034823894.1	Bany_00807-RA
OG0011078	XP_034840022.1	Bany_03339-RA
OG0011081	XP_034839986.1	Bany_03362-RA
OG0011082	XP_034840010.1	Bany_03378-RA
OG0011084	XP_034827892.1	Bany_01749-RA
OG0011085	XP_034830760.1, XP_034830762.1	Bany_08611-RA, Bany_08613-RA, Bany_08612-RA
OG0011087	XP_034840417.1	Bany_03400-RA
OG0011091	XP_034839299.1	Bany_07870-RA
OG0011092	XP_034825577.1	Bany_05855-RA
OG0011093	XP_034825576.1	Bany_05856-RA
OG0011095	XP_034839234.1	Bany_07882-RA
OG0011096	XP_034839536.1	Bany_07889-RA
OG0011248	XP_034839929.1, XP_034839965.1	Bany_18185-RA
OG0011253	XP_034840378.1	Bany_01817-RA, Bany_14727-RA, Bany_11056-RA
OG0011260	XP_034826967.1	Bany_05879-RA
OG0011262	XP_034838816.1	Bany_16047-RA
OG0011265	XP_034833093.1	Bany_02090-RA, Bany_14938-RA, Bany_11845-RA, Bany_11846-RA
OG0011269	XP_034836134.1	Bany_16963-RA
OG0011281	XP_034834933.1	Bany_14320-RA
OG0011282	XP_034827759.1	Bany_00991-RA
OG0011284	XP_034841522.1	Bany_03507-RA
OG0011290	XP_034831534.1	Bany_13685-RA
OG0011291	XP_034839907.1	Bany_17454-RA
OG0011296	XP_034838789.1	Bany_16123-RA
OG0011297	XP_034827763.1	Bany_01010-RA
OG0011298	XP_034840694.1	Bany_02693-RA
OG0011300	XP_034838764.1	Bany_16517-RA, Bany_13239-RA
OG0011304	XP_034828791.1	Bany_10675-RA
OG0011306	XP_034829469.1, XP_034829470.1, XP_034829471.1	Bany_15543-RA
OG0011312	XP_034835388.1	Bany_11216-RA
OG0011314	XP_034829466.1	Bany_15563-RA
OG0011323	XP_034830604.1, XP_034830875.1	Bany_08049-RA
OG0011326	XP_034836882.1	Bany_17505-RA
OG0011327	XP_034830029.1	Bany_11921-RA
OG0011332	XP_034830726.1	Bany_11667-RA
OG0011332	XP_034830854.1	Bany_08066-RA
OG0011333	XP_034838577.1	Bany_06672-RA
OG0011339	XP_034834216.1	Bany_09498-RA
OG0011340	XP_034827594.1	Bany_03585-RA
OG0011345	XP_034826762.1	Bany_06030-RA
OG0011353	XP_034839252.1	Bany_07329-RA
OG0011355	XP_034831647.1	Bany_13794-RA
OG0011356	XP_034836444.1	Bany_16631-RA
OG0011360	XP_034827497.1	Bany_01147-RA
OG0011361	XP_034831547.1	Bany_13824-RA
OG0011364	XP_034831986.1	Bany_08834-RA
OG0011366	XP_034833816.1	Bany_09553-RA
OG0011367	XP_034824758.1	Bany_10092-RA
OG0011376	XP_034824954.1	Bany_10134-RA
OG0011381	XP_034838514.1	Bany_06872-RA
OG0011383	XP_034824466.1	Bany_10155-RA
OG0011384	XP_034830897.1	Bany_08230-RA
OG0011388	XP_034836854.1	Bany_17605-RA
OG0011390	XP_034836216.1	Bany_17255-RA
OG0011391	XP_034827563.1	Bany_01265-RA
OG0011392	XP_034840833.1	Bany_00379-RA
OG0011393	XP_034834430.1	Bany_14585-RA
OG0011395	XP_034835221.1	Bany_11531-RA, Bany_11529-RA, Bany_11530-RA
OG0011397	XP_034834852.1	Bany_14593-RA
OG0011398	XP_034825879.1	Bany_02250-RA
OG0011400	XP_034835234.1	Bany_11553-RA
OG0011404	XP_034824250.1	Bany_04709-RA, Bany_10488-RA
