Orthogroup	Maniola_hyperantus	Danaus_plexippus
OG0008249	XP_034824095.1	DPOGS211463-PA
OG0008250	XP_034834046.1	DPOGS201500-PA
OG0008251	XP_034841023.1	DPOGS211459-PA
OG0008252	XP_034841022.1	DPOGS211439-PA
OG0008253	XP_034841024.1	DPOGS211458-PA
OG0008254	XP_034839369.1	DPOGS203412-PA
OG0008255	XP_034836651.1	DPOGS201517-PA
OG0008256	XP_034836533.1	DPOGS201438-PA
OG0008257	XP_034836661.1	DPOGS201439-PA
OG0008258	XP_034839175.1	DPOGS203296-PA
OG0008259	XP_034836728.1	DPOGS201440-PA
OG0008260	XP_034839179.1	DPOGS203407-PA
OG0008261	XP_034836687.1	DPOGS201441-PA
OG0008262	XP_034839191.1	DPOGS203297-PA
OG0008263	XP_034836673.1	DPOGS201509-PA
OG0008264	XP_034838823.1	DPOGS201446-PA
OG0008265	XP_034830608.1	DPOGS201456-PA
OG0008266	XP_034834301.1	DPOGS201763-PA
OG0008267	XP_034832984.1	DPOGS201765-PA
OG0008268	XP_034833423.1	DPOGS201739-PA
OG0008269	XP_034833010.1	DPOGS201766-PA
OG0008270	XP_034839562.1	DPOGS203302-PA
OG0008271	XP_034833037.1	DPOGS201924-PA
OG0008273	XP_034833558.1	DPOGS215385-PA, DPOGS208763-PA
OG0008274	XP_034835478.1	DPOGS210605-PA, DPOGS210606-PA
OG0008275	XP_034831656.1	DPOGS211641-PA
OG0008276	XP_034831086.1, XP_034831084.1	DPOGS204848-PA
OG0008277	XP_034838854.1	DPOGS202744-PA, DPOGS215150-PA
OG0008278	XP_034826369.1	DPOGS215524-PA
OG0008279	XP_034839143.1	DPOGS215676-PA, DPOGS210698-PA, DPOGS208632-PA
OG0008280	XP_034833776.1	DPOGS202700-PA
OG0008281	XP_034839046.1, XP_034839045.1	DPOGS209427-PA
OG0008283	XP_034827100.1	DPOGS202753-PA
OG0008284	XP_034837687.1	DPOGS205877-PA
OG0008285	XP_034838684.1	DPOGS200004-PA
OG0008286	XP_034827555.1	DPOGS201796-PA
OG0008287	XP_034828508.1	DPOGS210985-PA
OG0008288	XP_034841399.1	DPOGS208709-PA
OG0008289	XP_034833468.1	DPOGS209702-PA
OG0008290	XP_034830901.1	DPOGS204326-PA
OG0008291	XP_034834045.1	DPOGS211325-PA
OG0008292	XP_034826111.1	DPOGS213431-PA, DPOGS213430-PA
OG0008293	XP_034827758.1	DPOGS214401-PA
OG0008294	XP_034838188.1	DPOGS201601-PA
OG0008295	XP_034829878.1, XP_034834321.1	DPOGS202286-PA
OG0008296	XP_034837633.1	DPOGS201639-PA
OG0008297	XP_034828211.1	DPOGS210905-PA
OG0008298	XP_034827453.1	DPOGS203454-PA
OG0008299	XP_034834343.1	DPOGS200622-PA
OG0008300	XP_034835764.1	DPOGS200211-PA
OG0008301	XP_034824612.1	DPOGS215594-PA
OG0008302	XP_034830947.1	DPOGS203254-PA
OG0008303	XP_034833494.1, XP_034833495.1	DPOGS215075-PA
OG0008304	XP_034826568.1	DPOGS212679-PA
OG0008305	XP_034828502.1	DPOGS210994-PA, DPOGS210995-PA
OG0008306	XP_034829696.1	DPOGS206528-PA
OG0008307	XP_034839214.1, XP_034832157.1	DPOGS209686-PA
OG0008308	XP_034825425.1	DPOGS207477-PA
OG0008309	XP_034826507.1	DPOGS213491-PA, DPOGS213490-PA
OG0008310	XP_034826471.1	DPOGS216173-PA
OG0008311	XP_034833390.1, XP_034833389.1	DPOGS208021-PA
OG0008312	XP_034839333.1, XP_034839334.1	DPOGS203955-PA
OG0008313	XP_034841027.1	DPOGS208663-PA
OG0008314	XP_034830710.1	DPOGS200329-PA
OG0008315	XP_034835530.1	DPOGS200447-PA
OG0008316	XP_034832617.1	DPOGS206648-PA
OG0008317	XP_034832432.1	DPOGS207763-PA
OG0008318	XP_034824644.1	DPOGS209934-PA
OG0008319	XP_034829171.1, XP_034835363.1, XP_034835551.1	DPOGS210464-PA
OG0008320	XP_034839469.1	DPOGS200910-PA
OG0008321	XP_034831418.1	DPOGS214797-PA
OG0008322	XP_034835458.1, XP_034835459.1	DPOGS202882-PA
OG0008323	XP_034833759.1	DPOGS202318-PA
OG0008324	XP_034836519.1, XP_034836521.1, XP_034836522.1	DPOGS200569-PA
OG0008325	XP_034834100.1	DPOGS201495-PA, DPOGS201496-PA
OG0008326	XP_034833922.1	DPOGS214577-PA
OG0008327	XP_034830360.1	DPOGS215034-PA
OG0008328	XP_034833113.1, XP_034833112.1	DPOGS203506-PA
OG0008329	XP_034824510.1, XP_034824511.1	DPOGS215866-PA
OG0008330	XP_034833108.1	DPOGS203577-PA
OG0008331	XP_034827111.1	DPOGS202789-PA, DPOGS202788-PA
OG0008332	XP_034824694.1, XP_034824695.1	DPOGS207587-PA
OG0008333	XP_034825647.1	DPOGS211876-PA
OG0008334	XP_034831014.1	DPOGS200370-PA
OG0008335	XP_034826975.1	DPOGS208494-PA
OG0008336	XP_034828989.1	DPOGS205298-PA
OG0008337	XP_034831018.1	DPOGS200375-PA, DPOGS200377-PA, DPOGS200376-PA
OG0008338	XP_034828641.1	DPOGS210680-PA
OG0008339	XP_034825482.1	DPOGS211864-PA
OG0008340	XP_034831251.1	DPOGS213505-PA
OG0008341	XP_034831367.1, XP_034831366.1	DPOGS212401-PA
OG0008342	XP_034824950.1, XP_034824949.1	DPOGS210129-PA
OG0008343	XP_034841415.1	DPOGS214278-PA, DPOGS214277-PA
OG0008344	XP_034829514.1	DPOGS208992-PA
OG0008345	XP_034830810.1	DPOGS215630-PA
OG0008346	XP_034830619.1	DPOGS203813-PA
OG0008347	XP_034838040.1	DPOGS203830-PA
OG0008368	XP_034831791.1	DPOGS207811-PA
OG0008370	XP_034836414.1	DPOGS203809-PA
OG0008372	XP_034837355.1	DPOGS215554-PA
OG0008375	XP_034828658.1	DPOGS208301-PA
OG0008376	XP_034833546.1	DPOGS215370-PA
OG0008377	XP_034829968.1	DPOGS209848-PA
OG0008378	XP_034823934.1	DPOGS211051-PA
OG0008380	XP_034838241.1	DPOGS211526-PA
OG0008381	XP_034832256.1	DPOGS206298-PA
OG0008382	XP_034836096.1	DPOGS204990-PA
OG0008383	XP_034829504.1	DPOGS203230-PA
OG0008384	XP_034836097.1	DPOGS204987-PA
OG0008386	XP_034832257.1	DPOGS206363-PA
OG0008387	XP_034824893.1	DPOGS210042-PA
OG0008389	XP_034838239.1	DPOGS211495-PA
OG0008391	XP_034824922.1	DPOGS210109-PA
OG0008392	XP_034837578.1	DPOGS213501-PA
OG0008393	XP_034836099.1	DPOGS212497-PA
OG0008394	XP_034836004.1	DPOGS212495-PA
OG0008395	XP_034836107.1	DPOGS212496-PA
OG0008396	XP_034836792.1	DPOGS213633-PA
OG0008397	XP_034825893.1	DPOGS213369-PA
OG0008399	XP_034830428.1	DPOGS210805-PA
OG0008400	XP_034836070.1	DPOGS204999-PA
OG0008401	XP_034834865.1	DPOGS213203-PA
OG0008402	XP_034839339.1	DPOGS207194-PA
OG0008403	XP_034830871.1	DPOGS210807-PA
OG0008404	XP_034828134.1	DPOGS214393-PA
OG0008405	XP_034828132.1, XP_034828131.1	DPOGS214428-PA
OG0008406	XP_034837815.1	DPOGS215015-PA
OG0008407	XP_034840341.1	DPOGS209605-PA
OG0008408	XP_034830849.1	DPOGS210808-PA
OG0008409	XP_034828391.1	DPOGS208230-PA
OG0008410	XP_034836719.1	DPOGS213927-PA
OG0008412	XP_034826837.1	DPOGS212586-PA
OG0008413	XP_034829038.1	DPOGS209205-PA
OG0008415	XP_034836785.1	DPOGS213926-PA
OG0008416	XP_034832414.1	DPOGS201197-PA
OG0008417	XP_034824258.1	DPOGS210144-PA
OG0008419	XP_034825526.1	DPOGS204737-PA
OG0008420	XP_034836218.1	DPOGS200950-PA
OG0008422	XP_034834608.1	DPOGS213175-PA
OG0008423	XP_034837716.1	DPOGS205136-PA
OG0008424	XP_034830454.1	DPOGS210856-PA
OG0008425	XP_034837154.1	DPOGS208197-PA
OG0008426	XP_034837655.1	DPOGS205135-PA
OG0008427	XP_034830997.1	DPOGS202943-PA
OG0008428	XP_034829069.1	DPOGS209210-PA
OG0008429	XP_034835955.1	DPOGS200948-PA
OG0008430	XP_034834344.1	DPOGS213173-PA
OG0008431	XP_034839033.1	DPOGS205033-PA
OG0008432	XP_034835948.1	DPOGS200957-PA
OG0008433	XP_034834619.1, XP_034834617.1	DPOGS213172-PA
OG0008434	XP_034826466.1	DPOGS213347-PA
OG0008435	XP_034835956.1	DPOGS200958-PA
OG0008436	XP_034841243.1	DPOGS208821-PA
OG0008437	XP_034840844.1	DPOGS208794-PA
OG0008438	XP_034841256.1	DPOGS208820-PA
OG0008439	XP_034831759.1	DPOGS205547-PA
OG0008441	XP_034838196.1	DPOGS215021-PA
OG0008442	XP_034827963.1	DPOGS214418-PA
OG0008443	XP_034840199.1	DPOGS200148-PA
OG0008444	XP_034841250.1	DPOGS208797-PA
OG0008445	XP_034824726.1	DPOGS210058-PA
OG0008446	XP_034837556.1	DPOGS205149-PA
OG0008447	XP_034829820.1	DPOGS201266-PA
OG0008448	XP_034836577.1	DPOGS216124-PA
OG0008449	XP_034827231.1	DPOGS210888-PA
OG0008450	XP_034829180.1	DPOGS215573-PA
OG0008451	XP_034834333.1	DPOGS213218-PA
OG0008452	XP_034839159.1	DPOGS207176-PA
OG0008453	XP_034829897.1	DPOGS201053-PA
OG0008454	XP_034837915.1	DPOGS215007-PA
OG0008455	XP_034838942.1	DPOGS203888-PA
OG0008456	XP_034826345.1	DPOGS213401-PA
OG0008457	XP_034826350.1	DPOGS213339-PA
OG0008458	XP_034833501.1	DPOGS202136-PA
OG0008459	XP_034830318.1	DPOGS210825-PA
OG0008461	XP_034833502.1	DPOGS202142-PA
OG0008462	XP_034831552.1	DPOGS206382-PA
OG0008463	XP_034827436.1	DPOGS214410-PA
OG0008464	XP_034832592.1	DPOGS204719-PA
OG0008465	XP_034839113.1, XP_034839114.1	DPOGS210649-PA
OG0008466	XP_034829370.1	DPOGS214524-PA
OG0008467	XP_034834999.1	DPOGS206379-PA
OG0008468	XP_034826955.1	DPOGS205110-PA
OG0008469	XP_034831874.1	DPOGS206300-PA
OG0008470	XP_034830471.1	DPOGS210828-PA
OG0008471	XP_034836781.1	DPOGS200072-PA
OG0008473	XP_034824723.1	DPOGS210099-PA
OG0008474	XP_034833022.1	DPOGS204713-PA
OG0008476	XP_034837144.1	DPOGS203086-PA
OG0008478	XP_034832566.1	DPOGS204725-PA
OG0008480	XP_034833842.1	DPOGS214745-PA
OG0008481	XP_034824004.1	DPOGS208830-PA
OG0008482	XP_034825102.1	DPOGS210898-PA
OG0008483	XP_034834070.1	DPOGS204208-PA
OG0008484	XP_034837600.1	DPOGS211819-PA
OG0008485	XP_034832591.1	DPOGS204731-PA
OG0008486	XP_034835238.1	DPOGS214302-PA
OG0008487	XP_034828350.1	DPOGS210561-PA
OG0008488	XP_034840149.1	DPOGS212446-PA
OG0008489	XP_034828351.1	DPOGS210537-PA
OG0008491	XP_034835243.1	DPOGS214388-PA
OG0008492	XP_034823992.1	DPOGS208783-PA
OG0008493	XP_034837199.1	DPOGS210261-PA
OG0008494	XP_034836777.1	DPOGS200076-PA
OG0008495	XP_034837515.1	DPOGS206397-PA
OG0008496	XP_034832570.1	DPOGS213979-PA
OG0008497	XP_034831410.1	DPOGS210319-PA
OG0008498	XP_034834068.1	DPOGS211236-PA
OG0008499	XP_034835265.1	DPOGS214387-PA
OG0008500	XP_034837409.1	DPOGS206398-PA
OG0008501	XP_034825330.1	DPOGS202675-PA
OG0008502	XP_034835261.1	DPOGS214385-PA
OG0008503	XP_034838791.1	DPOGS210655-PA
OG0008504	XP_034828795.1	DPOGS210557-PA
OG0008505	XP_034823946.1	DPOGS208779-PA
OG0008506	XP_034835257.1	DPOGS214306-PA
OG0008507	XP_034837804.1	DPOGS214974-PA
OG0008508	XP_034838918.1	DPOGS210662-PA
OG0008510	XP_034835258.1	DPOGS214383-PA
OG0008511	XP_034833847.1	DPOGS211234-PA
OG0008512	XP_034832813.1	DPOGS205478-PA
OG0008513	XP_034831398.1	DPOGS210315-PA
OG0008515	XP_034831391.1	DPOGS210312-PA
OG0008516	XP_034832940.1	DPOGS208628-PA, DPOGS205459-PA
OG0008517	XP_034825540.1	DPOGS202645-PA
OG0008518	XP_034823991.1	DPOGS208843-PA
OG0008520	XP_034840395.1	DPOGS210901-PA
OG0008521	XP_034823952.1	DPOGS208844-PA
OG0008522	XP_034831394.1	DPOGS212943-PA
OG0008523	XP_034828956.1	DPOGS214539-PA
OG0008524	XP_034824001.1	DPOGS208847-PA
OG0008525	XP_034835174.1	DPOGS214312-PA
OG0008526	XP_034838984.1	DPOGS211261-PA
OG0008527	XP_034828373.1	DPOGS213880-PA
OG0008528	XP_034827679.1	DPOGS205123-PA
OG0008531	XP_034828476.1	DPOGS213879-PA
OG0008532	XP_034831717.1	DPOGS206311-PA
OG0008533	XP_034835070.1	DPOGS214314-PA
OG0008534	XP_034828475.1	DPOGS213878-PA
OG0008535	XP_034830436.1	DPOGS209377-PA
OG0008536	XP_034828979.1	DPOGS203417-PA
OG0008537	XP_034826321.1	DPOGS210181-PA, DPOGS210182-PA
OG0008538	XP_034831857.1	DPOGS215711-PA
OG0008539	XP_034828363.1	DPOGS213876-PA
OG0008540	XP_034838368.1	DPOGS206231-PA
OG0008541	XP_034832803.1	DPOGS205451-PA
OG0008542	XP_034834940.1	DPOGS209493-PA
OG0008544	XP_034838592.1	DPOGS214558-PA
OG0008546	XP_034833054.1	DPOGS202720-PA
OG0008547	XP_034838553.1	DPOGS214560-PA
OG0008549	XP_034826951.1	DPOGS204368-PA
OG0008550	XP_034840352.1	DPOGS209579-PA
OG0008551	XP_034835195.1	DPOGS214321-PA
OG0008552	XP_034828219.1, XP_034828220.1	DPOGS203107-PA
OG0008553	XP_034838143.1	DPOGS215721-PA
OG0008554	XP_034841170.1	DPOGS215323-PA
OG0008555	XP_034840969.1	DPOGS215324-PA
OG0008556	XP_034840965.1	DPOGS215325-PA
OG0008557	XP_034834705.1	DPOGS209519-PA
OG0008558	XP_034835662.1	DPOGS208341-PA
OG0008559	XP_034835706.1	DPOGS208339-PA
OG0008560	XP_034834883.1	DPOGS215723-PA
OG0008561	XP_034826778.1	DPOGS204365-PA
OG0008562	XP_034826023.1	DPOGS216165-PA
OG0008564	XP_034824417.1	DPOGS210075-PA
OG0008565	XP_034840877.1	DPOGS215306-PA
OG0008566	XP_034832654.1	DPOGS200227-PA
OG0008567	XP_034828927.1	DPOGS204448-PA
OG0008568	XP_034840722.1	DPOGS209577-PA
OG0008569	XP_034835197.1	DPOGS202939-PA
OG0008571	XP_034829166.1	DPOGS205304-PA
OG0008572	XP_034828785.1	DPOGS204447-PA
OG0008573	XP_034830876.1	DPOGS201144-PA
OG0008574	XP_034837007.1	DPOGS213645-PA
OG0008575	XP_034835686.1	DPOGS208395-PA
OG0008576	XP_034826909.1	DPOGS204363-PA
OG0008578	XP_034840353.1	DPOGS209641-PA
OG0008579	XP_034840324.1	DPOGS209643-PA
OG0008580	XP_034840318.1	DPOGS209573-PA
OG0008581	XP_034835684.1	DPOGS208400-PA
OG0008582	XP_034830603.1	DPOGS201146-PA
OG0008583	XP_034830605.1	DPOGS201148-PA
OG0008585	XP_034826173.1	DPOGS216154-PA
OG0008586	XP_034829194.1	DPOGS205267-PA
OG0008587	XP_034826174.1	DPOGS216153-PA
OG0008588	XP_034828556.1	DPOGS210627-PA
OG0008589	XP_034837401.1	DPOGS207221-PA, DPOGS207222-PA
OG0008590	XP_034835648.1	DPOGS208403-PA
OG0008591	XP_034840331.1	DPOGS209568-PA
OG0008592	XP_034839377.1	DPOGS207182-PA
OG0008595	XP_034832110.1	DPOGS206323-PA
OG0008596	XP_034834122.1	DPOGS204201-PA
OG0008597	XP_034835546.1	DPOGS214014-PA
OG0008598	XP_034828557.1	DPOGS210581-PA
OG0008600	XP_034826071.1	DPOGS200759-PA
OG0008601	XP_034829241.1	DPOGS205268-PA
OG0008602	XP_034834120.1	DPOGS204199-PA
OG0008603	XP_034833603.1	DPOGS203121-PA
OG0008604	XP_034837113.1	DPOGS206193-PA
OG0008605	XP_034833237.1	DPOGS203120-PA
OG0008606	XP_034841536.1	DPOGS215291-PA
OG0008607	XP_034832100.1	DPOGS206326-PA
OG0008608	XP_034836367.1	DPOGS204626-PA
OG0008609	XP_034838589.1	DPOGS211738-PA, DPOGS210196-PA
OG0008610	XP_034834661.1	DPOGS204660-PA
OG0008611	XP_034832450.1	DPOGS215732-PA
OG0008612	XP_034832108.1	DPOGS206335-PA
OG0008614	XP_034834710.1	DPOGS204656-PA, DPOGS204657-PA
OG0008615	XP_034834246.1	DPOGS214583-PA
OG0008616	XP_034833651.1	DPOGS203118-PA
OG0008617	XP_034837696.1	DPOGS215684-PA
OG0008618	XP_034833738.1	DPOGS202319-PA
OG0008619	XP_034825953.1	DPOGS203550-PA
OG0008621	XP_034834726.1	DPOGS204700-PA
OG0008622	XP_034838686.1	DPOGS210186-PA
OG0008624	XP_034833758.1	DPOGS202315-PA
OG0008625	XP_034826726.1	DPOGS209473-PA
OG0008626	XP_034834743.1	DPOGS204654-PA
OG0008627	XP_034827715.1	DPOGS204090-PA
OG0008629	XP_034833751.1	DPOGS202314-PA
OG0008630	XP_034828685.1	DPOGS204136-PA
OG0008631	XP_034838754.1	DPOGS203119-PA
OG0008632	XP_034832098.1	DPOGS206331-PA
OG0008633	XP_034834740.1	DPOGS204653-PA
OG0008634	XP_034838548.1	DPOGS210184-PA
OG0008635	XP_034834183.1	DPOGS202276-PA
OG0008636	XP_034831558.1	DPOGS215740-PA
OG0008637	XP_034827773.1	DPOGS203187-PA
OG0008638	XP_034836398.1	DPOGS213791-PA
OG0008639	XP_034836164.1	DPOGS215216-PA
OG0008640	XP_034838485.1	DPOGS206762-PA
OG0008641	XP_034834210.1	DPOGS202309-PA
OG0008642	XP_034830030.1	DPOGS209806-PA
OG0008643	XP_034830346.1	DPOGS210835-PA
OG0008644	XP_034836152.1	DPOGS215194-PA
OG0008645	XP_034830727.1	DPOGS210833-PA
OG0008646	XP_034841215.1	DPOGS208816-PA
OG0008647	XP_034834213.1	DPOGS202282-PA
OG0008648	XP_034825262.1	DPOGS202029-PA
OG0008649	XP_034826788.1	DPOGS212601-PA
OG0008650	XP_034838402.1	DPOGS206740-PA
OG0008651	XP_034838502.1	DPOGS206761-PA
OG0008652	XP_034837697.1	DPOGS202432-PA
OG0008653	XP_034828744.1	DPOGS204130-PA
OG0008654	XP_034830843.1	DPOGS205730-PA
OG0008655	XP_034841216.1	DPOGS208811-PA
OG0008656	XP_034837208.1	DPOGS207212-PA
OG0008657	XP_034836135.1	DPOGS215213-PA
OG0008659	XP_034840451.1	DPOGS212087-PA
OG0008661	XP_034831287.1	DPOGS212928-PA
OG0008662	XP_034831286.1	DPOGS212976-PA
OG0008663	XP_034841284.1	DPOGS208813-PA
OG0008665	XP_034828535.1	DPOGS204125-PA
OG0008666	XP_034824278.1, XP_034839899.1	DPOGS206511-PA
OG0008667	XP_034837138.1	DPOGS206777-PA
OG0008668	XP_034824704.1, XP_034839894.1	DPOGS206494-PA
OG0008669	XP_034825399.1	DPOGS202048-PA
OG0008670	XP_034834851.1	DPOGS215496-PA
OG0008671	XP_034834567.1	DPOGS216045-PA
OG0008672	XP_034831288.1	DPOGS212978-PA
OG0008673	XP_034831283.1	DPOGS212925-PA
OG0008674	XP_034827666.1	DPOGS204925-PA
OG0008676	XP_034827776.1	DPOGS204927-PA, DPOGS204926-PA
OG0008677	XP_034835398.1	DPOGS202935-PA
OG0008678	XP_034835402.1	DPOGS202933-PA
OG0008679	XP_034834963.1	DPOGS216047-PA
OG0008680	XP_034831285.1	DPOGS212924-PA
OG0008681	XP_034826841.1	DPOGS205727-PA
OG0008682	XP_034826005.1, XP_034826002.1	DPOGS200693-PA
OG0008683	XP_034839558.1	DPOGS212169-PA
OG0008684	XP_034836454.1	DPOGS213749-PA
OG0008685	XP_034835724.1	DPOGS215205-PA
OG0008686	XP_034834217.1	DPOGS202291-PA
OG0008687	XP_034827582.1	DPOGS204929-PA
OG0008688	XP_034836959.1	DPOGS208596-PA
OG0008689	XP_034839663.1	DPOGS200097-PA
OG0008690	XP_034825740.1, XP_034825739.1	DPOGS202041-PA
OG0008691	XP_034832248.1	DPOGS204931-PA
OG0008693	XP_034826803.1	DPOGS206177-PA
OG0008694	XP_034838742.1	DPOGS200791-PA
OG0008695	XP_034837869.1	DPOGS215002-PA, DPOGS205745-PA
OG0008696	XP_034826066.1	DPOGS202576-PA
OG0008697	XP_034839359.1, XP_034839360.1	DPOGS206155-PA
OG0008698	XP_034835081.1	DPOGS207500-PA
OG0008699	XP_034829131.1	DPOGS205295-PA
OG0008700	XP_034835079.1	DPOGS207501-PA
OG0008701	XP_034829896.1	DPOGS209019-PA
OG0008702	XP_034828005.1	DPOGS203449-PA
OG0008703	XP_034838273.1	DPOGS205236-PA
OG0008704	XP_034837358.1	DPOGS215533-PA
OG0008705	XP_034832063.1	DPOGS204932-PA
OG0008706	XP_034830059.1	DPOGS209006-PA
OG0008707	XP_034828803.1, XP_034828804.1	DPOGS208303-PA
OG0008708	XP_034824296.1	DPOGS210034-PA
OG0008709	XP_034824501.1	DPOGS210125-PA
OG0008710	XP_034835824.1	DPOGS211712-PA
OG0008711	XP_034824226.1	DPOGS210126-PA
OG0008712	XP_034835731.1	DPOGS211709-PA
OG0008713	XP_034840182.1	DPOGS212103-PA
OG0008714	XP_034840183.1	DPOGS212160-PA
OG0008715	XP_034840026.1	DPOGS212156-PA
OG0008717	XP_034839586.1	DPOGS212107-PA
OG0008718	XP_034825938.1	DPOGS211130-PA
OG0008719	XP_034836516.1	DPOGS213779-PA
OG0008720	XP_034825908.1	DPOGS211131-PA
OG0008722	XP_034825968.1	DPOGS211169-PA
OG0008723	XP_034824268.1	DPOGS210137-PA
OG0008724	XP_034828494.1	DPOGS210986-PA
OG0008725	XP_034824947.1	DPOGS210128-PA
OG0008726	XP_034834050.1	DPOGS211308-PA
OG0008727	XP_034837391.1	DPOGS213234-PA
OG0008728	XP_034827333.1	DPOGS213687-PA
OG0008729	XP_034833490.1	DPOGS204585-PA
OG0008730	XP_034824951.1	DPOGS210029-PA
OG0008731	XP_034830555.1	DPOGS210872-PA
OG0008732	XP_034837947.1	DPOGS203880-PA
OG0008733	XP_034835395.1	DPOGS207533-PA
OG0008734	XP_034838639.1	DPOGS206238-PA
OG0008735	XP_034836960.1	DPOGS208592-PA
OG0008736	XP_034832797.1	DPOGS211372-PA
OG0008737	XP_034841239.1	DPOGS213059-PA
OG0008738	XP_034827902.1	DPOGS214540-PA
OG0008739	XP_034829100.1	DPOGS205290-PA
OG0008741	XP_034838885.1	DPOGS209281-PA
OG0008743	XP_034829105.1	DPOGS205289-PA
OG0008744	XP_034835757.1	DPOGS207671-PA
OG0008745	XP_034834299.1	DPOGS211327-PA
OG0008746	XP_034834298.1	DPOGS211302-PA
OG0008748	XP_034827574.1	DPOGS201805-PA
OG0008749	XP_034841155.1	DPOGS213142-PA
OG0008750	XP_034827534.1	DPOGS201806-PA
OG0008751	XP_034840994.1	DPOGS213141-PA
OG0008752	XP_034835741.1, XP_034835739.1	DPOGS207675-PA
OG0008753	XP_034827043.1	DPOGS213677-PA
OG0008755	XP_034840370.1	DPOGS212110-PA
OG0008756	XP_034824746.1	DPOGS203274-PA
OG0008757	XP_034835737.1	DPOGS207678-PA
OG0008758	XP_034826696.1	DPOGS213694-PA
OG0008759	XP_034826931.1	DPOGS213695-PA
OG0008760	XP_034835803.1	DPOGS209778-PA
OG0008761	XP_034838690.1	DPOGS209089-PA
OG0008762	XP_034835734.1	DPOGS209770-PA
OG0008763	XP_034838960.1	DPOGS203062-PA
OG0008764	XP_034838660.1	DPOGS209098-PA
OG0008765	XP_034826871.1	DPOGS213669-PA
OG0008766	XP_034828813.1	DPOGS210968-PA
OG0008767	XP_034827540.1	DPOGS207163-PA
OG0008768	XP_034828660.1	DPOGS210967-PA
OG0008769	XP_034832605.1	DPOGS211345-PA
OG0008770	XP_034827795.1	DPOGS201790-PA
OG0008771	XP_034838253.1	DPOGS205219-PA
OG0008772	XP_034836327.1	DPOGS213761-PA
OG0008773	XP_034827239.1	DPOGS213665-PA
OG0008774	XP_034833062.1	DPOGS211346-PA
OG0008775	XP_034833063.1	DPOGS211347-PA
OG0008777	XP_034837965.1	DPOGS205217-PA
OG0008778	XP_034827049.1	DPOGS213704-PA
OG0008779	XP_034836049.1	DPOGS205008-PA
OG0008780	XP_034836055.1	DPOGS204969-PA
OG0008782	XP_034840373.1	DPOGS212145-PA
OG0008783	XP_034841018.1	DPOGS213066-PA
OG0008784	XP_034825552.1	DPOGS205159-PA
OG0008785	XP_034825461.1	DPOGS205187-PA
OG0008786	XP_034839669.1	DPOGS206805-PA
OG0008787	XP_034837997.1	DPOGS211057-PA
OG0008788	XP_034838634.1	DPOGS210570-PA
OG0008789	XP_034824327.1	DPOGS214899-PA
OG0008790	XP_034837253.1	DPOGS209105-PA
OG0008791	XP_034838294.1	DPOGS209346-PA
OG0008792	XP_034824877.1	DPOGS203265-PA
OG0008793	XP_034826362.1	DPOGS213479-PA
OG0008794	XP_034840564.1	DPOGS212120-PA
OG0008795	XP_034824748.1	DPOGS203264-PA
OG0008796	XP_034829123.1	DPOGS205283-PA
OG0008797	XP_034841425.1	DPOGS213071-PA
OG0008798	XP_034834486.1	DPOGS208442-PA
OG0008799	XP_034840178.1	DPOGS212136-PA
OG0008800	XP_034832648.1	DPOGS207887-PA
OG0008802	XP_034833334.1	DPOGS202506-PA
OG0008804	XP_034832664.1	DPOGS211363-PA
OG0008805	XP_034832674.1	DPOGS207889-PA
OG0008806	XP_034841427.1	DPOGS213129-PA, DPOGS213130-PA
OG0008807	XP_034825835.1	DPOGS213473-PA
OG0008808	XP_034840678.1	DPOGS212132-PA
OG0008809	XP_034831089.1	DPOGS214798-PA
OG0008810	XP_034841423.1	DPOGS213127-PA
OG0008811	XP_034827052.1	DPOGS208541-PA
OG0008812	XP_034827491.1	DPOGS212707-PA
OG0008813	XP_034833817.1	DPOGS214720-PA
OG0008814	XP_034829000.1	DPOGS205281-PA
OG0008816	XP_034836813.1	DPOGS208626-PA, DPOGS208625-PA
OG0008817	XP_034833072.1	DPOGS207867-PA
OG0008818	XP_034836321.1	DPOGS216131-PA
OG0008819	XP_034831729.1	DPOGS209759-PA
OG0008820	XP_034824566.1	DPOGS215893-PA
OG0008821	XP_034832587.1	DPOGS207894-PA
OG0008822	XP_034841495.1	DPOGS213075-PA
OG0008823	XP_034828593.1	DPOGS210960-PA
OG0008824	XP_034824558.1	DPOGS215894-PA
OG0008825	XP_034838142.1	DPOGS201342-PA
OG0008826	XP_034837646.1	DPOGS201341-PA
OG0008827	XP_034835104.1	DPOGS214666-PA
OG0008828	XP_034824525.1	DPOGS215896-PA
OG0008829	XP_034835207.1	DPOGS214665-PA
OG0008831	XP_034832457.1	DPOGS209765-PA
OG0008832	XP_034831358.1	DPOGS214801-PA
OG0008833	XP_034827137.1	DPOGS208492-PA
OG0008834	XP_034838081.1	DPOGS205194-PA
OG0008835	XP_034840188.1	DPOGS208109-PA
OG0008836	XP_034826514.1	DPOGS213470-PA
OG0008837	XP_034841510.1	DPOGS213078-PA, DPOGS213080-PA
OG0008838	XP_034830650.1	DPOGS205892-PA
OG0008839	XP_034835916.1	DPOGS207316-PA
OG0008840	XP_034830651.1	DPOGS205893-PA
OG0008841	XP_034830644.1	DPOGS205919-PA
OG0008842	XP_034834832.1, XP_034834831.1	DPOGS208434-PA
OG0008843	XP_034831561.1	DPOGS213509-PA
