Orthogroup	Maniola_hyperantus	Heliconius_erato_lativitta
OG0008707	XP_034828803.1, XP_034828804.1	HEL_004376-RA
OG0008708	XP_034824296.1	HEL_007689-RA
OG0008710	XP_034835824.1	HEL_002165-RA
OG0008711	XP_034824226.1	HEL_007695-RA
OG0008713	XP_034840182.1	HEL_009078-RA
OG0008714	XP_034840183.1	HEL_009079-RA
OG0008715	XP_034840026.1	HEL_009083-RA
OG0008720	XP_034825908.1	HEL_002329-RA
OG0008723	XP_034824268.1	HEL_002244-RA
OG0008724	XP_034828494.1	HEL_004366-RA
OG0008726	XP_034834050.1	HEL_014229-RA
OG0008727	XP_034837391.1	HEL_009283-RA
OG0008728	XP_034827333.1	HEL_008084-RA
OG0008729	XP_034833490.1	HEL_009740-RA
OG0008730	XP_034824951.1	HEL_007702-RA
OG0008733	XP_034835395.1	HEL_006440-RA
OG0008735	XP_034836960.1	HEL_004644-RA
OG0008736	XP_034832797.1	HEL_011204-RA
OG0008738	XP_034827902.1	HEL_010083-RA
OG0008739	XP_034829100.1	HEL_010828-RA
OG0008744	XP_034835757.1	HEL_014387-RA
OG0008748	XP_034827574.1	HEL_014503-RA
OG0008749	XP_034841155.1	HEL_001666-RA
OG0008750	XP_034827534.1	HEL_014501-RA
OG0008751	XP_034840994.1	HEL_001665-RA
OG0008753	XP_034827043.1	HEL_008087-RA
OG0008756	XP_034824746.1	HEL_007710-RA
OG0008764	XP_034838660.1	HEL_011383-RA
OG0008765	XP_034826871.1	HEL_007977-RA
OG0008766	XP_034828813.1	HEL_004342-RA
OG0008767	XP_034827540.1	HEL_013259-RA
OG0008768	XP_034828660.1	HEL_004336-RA
OG0008769	XP_034832605.1	HEL_011183-RA
OG0008770	XP_034827795.1	HEL_014393-RA
OG0008774	XP_034833062.1	HEL_011182-RA
OG0008775	XP_034833063.1	HEL_011181-RA
OG0008778	XP_034827049.1	HEL_007985-RA, HEL_007986-RA
OG0008779	XP_034836049.1	HEL_001940-RA
OG0008780	XP_034836055.1	HEL_001948-RA
OG0008782	XP_034840373.1	HEL_009108-RA
OG0008783	XP_034841018.1	HEL_001653-RA
OG0008784	XP_034825552.1	HEL_008845-RA
OG0008785	XP_034825461.1	HEL_008841-RA
OG0008786	XP_034839669.1	HEL_009670-RA
OG0008789	XP_034824327.1	HEL_002363-RA
OG0008790	XP_034837253.1	HEL_009247-RA
OG0008793	XP_034826362.1	HEL_004933-RA
OG0008794	XP_034840564.1	HEL_009119-RA
OG0008795	XP_034824748.1	HEL_007723-RA
OG0008796	XP_034829123.1	HEL_010809-RA
OG0008800	XP_034832648.1	HEL_011154-RA
OG0008801	XP_034838318.1	HEL_013686-RA
OG0008802	XP_034833334.1	HEL_013766-RA
OG0008804	XP_034832664.1	HEL_011171-RA
OG0008805	XP_034832674.1	HEL_011148-RA
OG0008808	XP_034840678.1	HEL_009136-RA
OG0008809	XP_034831089.1	HEL_009799-RA
OG0008810	XP_034841423.1	HEL_001639-RA
OG0008811	XP_034827052.1	HEL_008016-RA
OG0008813	XP_034833817.1	HEL_005118-RA
OG0008814	XP_034829000.1	HEL_010808-RA
OG0008818	XP_034836321.1	HEL_000383-RA
OG0008819	XP_034831729.1	HEL_010694-RA
OG0008820	XP_034824566.1	HEL_013274-RA
OG0008821	XP_034832587.1	HEL_011139-RA
OG0008822	XP_034841495.1	HEL_001638-RA
OG0008823	XP_034828593.1	HEL_004329-RA
OG0008826	XP_034837646.1	HEL_002379-RA
OG0008829	XP_034835207.1	HEL_006482-RA
OG0008831	XP_034832457.1	HEL_010704-RA
OG0008832	XP_034831358.1	HEL_009795-RA
OG0008833	XP_034827137.1	HEL_008098-RA
OG0008835	XP_034840188.1	HEL_009156-RA
OG0008836	XP_034826514.1	HEL_004914-RA
OG0008843	XP_034831561.1	HEL_000934-RA
OG0008844	XP_034830647.1	HEL_009397-RA
OG0008845	XP_034831162.1	HEL_000932-RA
OG0008846	XP_034835534.1	HEL_006504-RA
OG0008847	XP_034824553.1	HEL_013303-RA
OG0008852	XP_034831618.1	HEL_000924-RA
OG0008853	XP_034824554.1	HEL_013307-RA
OG0008855	XP_034838934.1	HEL_013018-RA
OG0008859	XP_034835093.1	HEL_006517-RA
OG0008863	XP_034832131.1	HEL_010728-RA
OG0008865	XP_034837308.1	HEL_009324-RA
OG0008868	XP_034839554.1	HEL_013227-RA
OG0008869	XP_034830039.1	HEL_006182-RA
OG0008872	XP_034829071.1	HEL_014511-RA
OG0008873	XP_034839019.1	HEL_013013-RA
OG0008874	XP_034839020.1	HEL_013922-RA
OG0008875	XP_034826384.1	HEL_002416-RA
OG0008876	XP_034838972.1	HEL_013921-RA
OG0008879	XP_034829838.1	HEL_006178-RA
OG0008882	XP_034826920.1	HEL_007932-RA
OG0008883	XP_034830950.1	HEL_009379-RA
OG0008884	XP_034837969.1	HEL_014527-RA
OG0008889	XP_034839644.1	HEL_009645-RA
OG0008892	XP_034833455.1	HEL_011527-RA
OG0008894	XP_034827064.1	HEL_007928-RA
OG0008896	XP_034828425.1	HEL_004310-RA
OG0008898	XP_034839213.1	HEL_009643-RA
OG0008903	XP_034828442.1	HEL_004306-RA
OG0008904	XP_034841210.1, XP_034841209.1	HEL_001592-RA
OG0008905	XP_034828427.1	HEL_004305-RA
OG0008906	XP_034841208.1	HEL_001591-RA
OG0008909	XP_034828331.1	HEL_004300-RA
OG0008913	XP_034834631.1	HEL_005762-RA
OG0008914	XP_034833440.1	HEL_011537-RA
OG0008915	XP_034830108.1	HEL_006168-RA
OG0008916	XP_034832095.1	HEL_012133-RA
OG0008919	XP_034837224.1	HEL_009342-RA
OG0008920	XP_034835427.1	HEL_006550-RA
OG0008921	XP_034825559.1	HEL_008767-RA
OG0008922	XP_034824981.1	HEL_014434-RA
OG0008924	XP_034829859.1	HEL_006166-RA
OG0008926	XP_034825163.1	HEL_008764-RA
OG0008927	XP_034832736.1	HEL_012294-RA
OG0008929	XP_034837293.1	HEL_009347-RA
OG0008930	XP_034827327.1	HEL_007902-RA
OG0008931	XP_034827329.1	HEL_007901-RA
OG0008932	XP_034837326.1	HEL_009349-RA
OG0008934	XP_034834822.1	HEL_005739-RA
OG0008935	XP_034829654.1	HEL_006162-RA
OG0008936	XP_034834815.1	HEL_005737-RA
OG0008937	XP_034835370.1	HEL_006561-RA
OG0008938	XP_034832628.1	HEL_012289-RA
OG0008939	XP_034838625.1	HEL_002688-RA
OG0008940	XP_034838812.1	HEL_012986-RA
OG0008941	XP_034824871.1	HEL_014439-RA
OG0008942	XP_034838526.1	HEL_000608-RA
OG0008944	XP_034836503.1	HEL_000358-RA
OG0008947	XP_034831801.1	HEL_012125-RA
OG0008948	XP_034836506.1	HEL_000355-RA
OG0008952	XP_034840926.1	HEL_001580-RA
OG0008955	XP_034830165.1	HEL_006159-RA
OG0008956	XP_034827315.1	HEL_007896-RA
OG0008957	XP_034827455.1	HEL_010068-RA
OG0008958	XP_034832221.1	HEL_012123-RA
OG0008961	XP_034835362.1	HEL_006570-RA
OG0008969	XP_034826402.1	HEL_002455-RA
OG0008971	XP_034834794.1	HEL_012717-RA
OG0008976	XP_034836475.1	HEL_000342-RA
OG0008979	XP_034834678.1	HEL_002896-RA
OG0008980	XP_034834629.1	HEL_002895-RA
OG0008991	XP_034826728.1	HEL_002470-RA
OG0008992	XP_034827196.1	HEL_007891-RA
OG0008993	XP_034834010.1	HEL_005208-RA
OG0008994	XP_034827484.1	HEL_002477-RA
OG0008995	XP_034833171.1	HEL_011554-RA
OG0008996	XP_034828570.1	HEL_004279-RA
OG0008997	XP_034832815.1	HEL_008987-RA
OG0008999	XP_034837451.1	HEL_011866-RA
OG0009001	XP_034832816.1	HEL_008989-RA
OG0009003	XP_034832810.1	HEL_008990-RA
OG0009005	XP_034840628.1	HEL_009203-RA
OG0009011	XP_034826844.1	HEL_007884-RA
OG0009012	XP_034833483.1	HEL_011558-RA
OG0009016	XP_034827539.1	HEL_009920-RA, HEL_009918-RA
OG0009017	XP_034832458.1	HEL_010799-RA
OG0009018	XP_034837175.1	HEL_011872-RA
OG0009019	XP_034839629.1	HEL_007191-RA
OG0009022	XP_034824486.1	HEL_010882-RA
OG0009024	XP_034824442.1	HEL_010885-RA
OG0009025	XP_034826776.1	HEL_007874-RA
OG0009026	XP_034828890.1	HEL_002496-RA
OG0009027	XP_034837986.1	HEL_004192-RA
OG0009029	XP_034834976.1	HEL_012708-RA
OG0009031	XP_034839504.1	HEL_007189-RA
OG0009032	XP_034835971.1	HEL_001850-RA
OG0009034	XP_034838430.1	HEL_000641-RA
OG0009036	XP_034832560.1	HEL_012468-RA
OG0009038	XP_034825486.1	HEL_008726-RA
OG0009039	XP_034839379.1	HEL_007184-RA
OG0009041	XP_034835957.1	HEL_001846-RA
OG0009043	XP_034830864.1	HEL_007544-RA
OG0009046	XP_034828929.1	HEL_002509-RA
OG0009049	XP_034828210.1	HEL_014416-RA
OG0009052	XP_034830327.1	HEL_007540-RA
OG0009056	XP_034828824.1	HEL_004257-RA
OG0009057	XP_034832790.1	HEL_012471-RA
OG0009060	XP_034824457.1	HEL_010898-RA
OG0009064	XP_034827955.1	HEL_009858-RA
OG0009067	XP_034840897.1	HEL_001520-RA
OG0009070	XP_034824465.1	HEL_010903-RA
OG0009072	XP_034831748.1	HEL_002873-RA
OG0009073	XP_034825787.1	HEL_008714-RA
OG0009077	XP_034838492.1	HEL_000659-RA
OG0009078	XP_034838191.1, XP_034838190.1	HEL_004089-RA
OG0009080	XP_034825862.1	HEL_004775-RA
OG0009081	XP_034831386.1	HEL_002867-RA
OG0009082	XP_034841306.1	HEL_001512-RA
OG0009083	XP_034827074.1	HEL_007840-RA
OG0009085	XP_034829636.1	HEL_006133-RA
OG0009086	XP_034824483.1	HEL_010907-RA
OG0009087	XP_034829569.1	HEL_002957-RA
OG0009089	XP_034833875.1	HEL_003782-RA
OG0009091	XP_034828584.1	HEL_004248-RA
OG0009094	XP_034827760.1	HEL_009863-RA
OG0009096	XP_034829365.1	HEL_005589-RA
OG0009098	XP_034835226.1	HEL_014092-RA
OG0009099	XP_034839623.1	HEL_007167-RA
OG0009100	XP_034833127.1	HEL_011577-RA
OG0009101	XP_034829348.1	HEL_005587-RA
OG0009103	XP_034839621.1	HEL_007165-RA
OG0009104	XP_034830376.1	HEL_007522-RA
OG0009105	XP_034838545.1	HEL_000671-RA
OG0009106	XP_034830283.1	HEL_007519-RA
OG0009114	XP_034838021.1	HEL_002857-RA
OG0009116	XP_034829804.1	HEL_006122-RA
OG0009117	XP_034829794.1	HEL_006120-RA
OG0009118	XP_034829802.1	HEL_006117-RA
OG0009124	XP_034836214.1	HEL_001825-RA
OG0009126	XP_034824287.1	HEL_010928-RA
OG0009127	XP_034824275.1	HEL_010929-RA
OG0009130	XP_034829508.1	HEL_002963-RA
OG0009138	XP_034825420.1	HEL_002970-RA
OG0009139	XP_034827943.1	HEL_009890-RA
OG0009140	XP_034837872.1	HEL_002849-RA
OG0009141	XP_034839615.1	HEL_010425-RA
OG0009142	XP_034828280.1	HEL_009929-RA
OG0009143	XP_034824325.1	HEL_010937-RA
OG0009146	XP_034825564.1	HEL_008673-RA
OG0009147	XP_034828277.1	HEL_009934-RA
OG0009148	XP_034837279.1	HEL_009557-RA
OG0009151	XP_034829143.1	HEL_005572-RA
OG0009152	XP_034829159.1	HEL_005571-RA
OG0009156	XP_034837707.1	HEL_002178-RA
OG0009157	XP_034830830.1	HEL_014117-RA
OG0009158	XP_034828659.1	HEL_004237-RA
OG0009159	XP_034826534.1	HEL_006967-RA
OG0009163	XP_034841016.1	HEL_001486-RA
OG0009164	XP_034828256.1	HEL_009950-RA
OG0009169	XP_034832285.1	HEL_010775-RA
OG0009171	XP_034839076.1	HEL_013970-RA
OG0009172	XP_034824646.1	HEL_010960-RA
OG0009174	XP_034839329.1	HEL_010431-RA
OG0009176	XP_034826285.1	HEL_006959-RA
OG0009178	XP_034832325.1	HEL_010767-RA
OG0009179	XP_034833156.1	HEL_002830-RA
OG0009180	XP_034824225.1	HEL_010963-RA
OG0009181	XP_034833147.1	HEL_002829-RA
OG0009182	XP_034839797.1	HEL_010439-RA
OG0009183	XP_034835616.1	HEL_012772-RA
OG0009184	XP_034834059.1	HEL_003724-RA
OG0009185	XP_034826540.1	HEL_006956-RA
OG0009186	XP_034829441.1	HEL_002981-RA
OG0009187	XP_034830208.1	HEL_006103-RA
OG0009188	XP_034824181.1	HEL_010966-RA
OG0009195	XP_034836178.1	HEL_002809-RA
OG0009196	XP_034833540.1	HEL_014007-RA
OG0009197	XP_034828411.1	HEL_004232-RA
OG0009198	XP_034829392.1	HEL_005551-RA
OG0009199	XP_034824964.1	HEL_010974-RA
OG0009200	XP_034824801.1	HEL_000064-RA
OG0009201	XP_034833125.1	HEL_014014-RA
OG0009202	XP_034825668.1	HEL_002984-RA
OG0009203	XP_034840989.1	HEL_001456-RA
OG0009205	XP_034834978.1	HEL_012740-RA
OG0009208	XP_034834863.1	HEL_002802-RA
OG0009209	XP_034836791.1	HEL_004716-RA
OG0009212	XP_034827821.1	HEL_009969-RA
OG0009218	XP_034824025.1	HEL_002985-RA
OG0009220	XP_034833176.1	HEL_012895-RA
OG0009221	XP_034832745.1	HEL_013728-RA
OG0009223	XP_034829886.1	HEL_006092-RA
OG0009224	XP_034832306.1	HEL_010755-RA
OG0009226	XP_034841144.1	HEL_001447-RA
OG0009229	XP_034824794.1	HEL_000056-RA
OG0009231	XP_034832030.1	HEL_010752-RA
OG0009233	XP_034833760.1	HEL_003708-RA
OG0009234	XP_034833631.1	HEL_012901-RA
OG0009235	XP_034825039.1	HEL_004583-RA
OG0009236	XP_034833157.1	HEL_012902-RA
OG0009238	XP_034832769.1	HEL_013745-RA
OG0009239	XP_034840995.1	HEL_001334-RA
OG0009240	XP_034836370.1	HEL_000282-RA
OG0009241	XP_034829053.1	HEL_002995-RA
OG0009243	XP_034827586.1	HEL_009973-RA
OG0009246	XP_034829887.1	HEL_006089-RA
OG0009247	XP_034827587.1	HEL_009976-RA
OG0009248	XP_034824821.1	HEL_000050-RA
OG0009251	XP_034827580.1	HEL_009982-RA
OG0009252	XP_034829669.1	HEL_006085-RA
OG0009253	XP_034830491.1	HEL_007454-RA
OG0009254	XP_034836525.1	HEL_000276-RA
OG0009257	XP_034827847.1	HEL_009985-RA
OG0009260	XP_034836780.1	HEL_004709-RA
OG0009262	XP_034833736.1	HEL_003693-RA
OG0009264	XP_034825975.1	HEL_006919-RA
OG0009271	XP_034834610.1	HEL_013613-RA
OG0009273	XP_034831633.1	HEL_001081-RA
OG0009275	XP_034833874.1	HEL_003788-RA
OG0009276	XP_034841556.1	HEL_003013-RA
OG0009277	XP_034832918.1	HEL_014079-RA
OG0009280	XP_034833637.1	HEL_012923-RA
OG0009281	XP_034839323.1	HEL_014473-RA
OG0009283	XP_034833649.1	HEL_012924-RA
OG0009284	XP_034836527.1	HEL_000274-RA
OG0009285	XP_034827682.1	HEL_003022-RA
OG0009286	XP_034827669.1	HEL_003021-RA
OG0009287	XP_034835913.1	HEL_012359-RA
OG0009288	XP_034835172.1	HEL_008210-RA
OG0009289	XP_034832903.1	HEL_014080-RA
OG0009291	XP_034824787.1	HEL_003026-RA
OG0009294	XP_034825088.1	HEL_004559-RA
OG0009297	XP_034832125.1	HEL_010743-RA
OG0009298	XP_034834901.1	HEL_013618-RA
OG0009299	XP_034827086.1	HEL_006303-RA
OG0009301	XP_034836896.1	HEL_003038-RA
OG0009303	XP_034830282.1	HEL_007428-RA
OG0009304	XP_034827869.1	HEL_010016-RA
OG0009305	XP_034830533.1	HEL_002755-RA
OG0009307	XP_034831583.1	HEL_001106-RA
OG0009309	XP_034835895.1	HEL_012353-RA
OG0009311	XP_034835894.1	HEL_012352-RA
OG0009312	XP_034830817.1	HEL_007425-RA
OG0009316	XP_034825252.1	HEL_004548-RA
OG0009317	XP_034830062.1	HEL_006077-RA
OG0009318	XP_034834545.1	HEL_013631-RA
OG0009322	XP_034834549.1	HEL_013634-RA
OG0009325	XP_034840277.1	HEL_003053-RA
OG0009326	XP_034827528.1	HEL_013555-RA
OG0009330	XP_034834558.1	HEL_013641-RA
OG0009331	XP_034836021.1	HEL_012343-RA
OG0009332	XP_034836022.1	HEL_012342-RA
OG0009333	XP_034828866.1	HEL_012928-RA
OG0009337	XP_034828839.1	HEL_004206-RA
OG0009338	XP_034834537.1	HEL_013649-RA
OG0009341	XP_034832912.1	HEL_012258-RA
OG0009346	XP_034836486.1	HEL_000264-RA
OG0009349	XP_034836394.1	HEL_000261-RA
OG0009350	XP_034835776.1	HEL_012337-RA
OG0009351	XP_034835034.1	HEL_008184-RA
OG0009352	XP_034835927.1	HEL_012336-RA
OG0009354	XP_034833357.1	HEL_007319-RA
OG0009356	XP_034840616.1	HEL_003102-RA
OG0009357	XP_034829024.1	HEL_005498-RA
OG0009358	XP_034835204.1	HEL_008183-RA
OG0009359	XP_034834184.1	HEL_003834-RA
OG0009360	XP_034832831.1	HEL_012464-RA
OG0009363	XP_034832834.1	HEL_012463-RA
OG0009364	XP_034832835.1	HEL_012461-RA
OG0009366	XP_034825398.1	HEL_014151-RA
OG0009367	XP_034835464.1	HEL_008152-RA
OG0009368	XP_034825722.1	HEL_014156-RA
OG0009369	XP_034829976.1	HEL_010578-RA
OG0009370	XP_034833593.1	HEL_007292-RA
OG0009374	XP_034828260.1	HEL_003092-RA
OG0009375	XP_034834159.1	HEL_003839-RA
OG0009377	XP_034835784.1	HEL_012310-RA
OG0009379	XP_034827977.1	HEL_013156-RA
OG0009380	XP_034832341.1	HEL_012201-RA
OG0009381	XP_034841025.1	HEL_001402-RA
OG0009382	XP_034829526.1	HEL_010586-RA
OG0009383	XP_034832447.1	HEL_012203-RA
OG0009386	XP_034834151.1	HEL_003844-RA
OG0009387	XP_034839427.1	HEL_014475-RA
OG0009388	XP_034830231.1	HEL_010587-RA
OG0009389	XP_034834179.1	HEL_003845-RA
OG0009391	XP_034834152.1	HEL_003846-RA
OG0009393	XP_034841169.1	HEL_001409-RA
OG0009395	XP_034832209.1	HEL_012212-RA
OG0009396	XP_034836008.1	HEL_013487-RA
OG0009397	XP_034831186.1	HEL_001120-RA
OG0009398	XP_034831181.1	HEL_001045-RA, HEL_001046-RA
OG0009399	XP_034826493.1	HEL_006863-RA
OG0009400	XP_034833882.1	HEL_003861-RA, HEL_003862-RA
OG0009402	XP_034833850.1	HEL_003864-RA
OG0009405	XP_034828650.1	HEL_012386-RA
OG0009407	XP_034828858.1	HEL_012384-RA
OG0009409	XP_034829199.1	HEL_005487-RA
OG0009412	XP_034834492.1	HEL_013604-RA
OG0009413	XP_034834489.1	HEL_013601-RA
OG0009414	XP_034832199.1	HEL_012221-RA
OG0009415	XP_034836635.1	HEL_000227-RA
OG0009416	XP_034829435.1	HEL_005482-RA
OG0009417	XP_034826597.1	HEL_006853-RA
OG0009419	XP_034838252.1	HEL_002698-RA
OG0009420	XP_034839725.1	HEL_007017-RA
OG0009421	XP_034839718.1	HEL_007003-RA
OG0009423	XP_034841122.1	HEL_001431-RA
OG0009425	XP_034831922.1	HEL_012226-RA
OG0009429	XP_034834065.1	HEL_006784-RA
OG0009431	XP_034834650.1	HEL_013597-RA
OG0009432	XP_034831771.1	HEL_012238-RA
OG0009433	XP_034834649.1	HEL_013596-RA
OG0009436	XP_034834603.1	HEL_013593-RA
OG0009437	XP_034834602.1	HEL_013592-RA
OG0009438	XP_034831563.1	HEL_000957-RA
OG0009442	XP_034837699.1	HEL_005950-RA
OG0009443	XP_034836198.1	HEL_013453-RA
OG0009444	XP_034841451.1	HEL_001320-RA
OG0009445	XP_034828348.1	HEL_003079-RA
OG0009446	XP_034831071.1	HEL_000958-RA
OG0009448	XP_034829550.1	HEL_010615-RA
OG0009451	XP_034834606.1	HEL_013588-RA
OG0009452	XP_034824353.1	HEL_003077-RA
OG0009453	XP_034833256.1	HEL_007256-RA
OG0009454	XP_034829244.1	HEL_005472-RA
OG0009456	XP_034835920.1	HEL_013450-RA
OG0009459	XP_034830311.1	HEL_007382-RA
OG0009462	XP_034827990.1	HEL_013130-RA
OG0009464	XP_034833977.1	HEL_003883-RA, HEL_003884-RA
OG0009465	XP_034835058.1	HEL_008101-RA
OG0009466	XP_034837683.1	HEL_005941-RA
OG0009467	XP_034836294.1	HEL_000296-RA, HEL_000297-RA
OG0009470	XP_034825617.1	HEL_003105-RA
OG0009471	XP_034835057.1	HEL_008107-RA
OG0009473	XP_034833209.1	HEL_007241-RA
OG0009474	XP_034840128.1	HEL_003113-RA
OG0009476	XP_034834431.1, XP_034834991.1	HEL_011997-RA
OG0009477	XP_034835059.1	HEL_008115-RA
OG0009478	XP_034835048.1	HEL_008116-RA
OG0009482	XP_034834421.1	HEL_013562-RA
OG0009485	XP_034834877.1	HEL_013558-RA
OG0009488	XP_034829951.1	HEL_010643-RA
OG0009489	XP_034824939.1	HEL_010982-RA
OG0009490	XP_034833998.1	HEL_003897-RA
OG0009491	XP_034833984.1	HEL_003900-RA
OG0009492	XP_034834006.1	HEL_003902-RA
OG0009493	XP_034833996.1	HEL_003903-RA
OG0009494	XP_034829660.1	HEL_003126-RA
OG0009495	XP_034829933.1	HEL_010646-RA
OG0009498	XP_034834000.1	HEL_003128-RA
OG0009499	XP_034828904.1	HEL_012374-RA
OG0009500	XP_034828966.1	HEL_005464-RA
OG0009501	XP_034841056.1	HEL_001297-RA
OG0009503	XP_034828728.1	HEL_012371-RA
OG0009504	XP_034834895.1	HEL_012001-RA
OG0009505	XP_034833994.1	HEL_003909-RA
OG0009506	XP_034834172.1	HEL_003911-RA
OG0009507	XP_034837569.1	HEL_005917-RA
OG0009508	XP_034825431.1	HEL_003133-RA
OG0009510	XP_034825514.1	HEL_003137-RA
OG0009511	XP_034825494.1	HEL_003138-RA
OG0009516	XP_034837667.1	HEL_005907-RA
OG0009521	XP_034833553.1	HEL_007213-RA
OG0009522	XP_034824497.1	HEL_000066-RA
OG0009524	XP_034828662.1	HEL_012365-RA
OG0009525	XP_034828672.1	HEL_012364-RA
OG0009527	XP_034839354.1	HEL_007045-RA
OG0009532	XP_034828667.1	HEL_014256-RA
OG0009537	XP_034834787.1	HEL_002940-RA
OG0009540	XP_034827633.1	HEL_013360-RA
OG0009543	XP_034827308.1	HEL_009615-RA
OG0009544	XP_034832381.1	HEL_012613-RA
OG0009545	XP_034841333.1	HEL_003149-RA
OG0009546	XP_034832344.1	HEL_012619-RA
OG0009547	XP_034837627.1	HEL_005898-RA
OG0009548	XP_034824844.1	HEL_000078-RA
OG0009549	XP_034827635.1	HEL_014174-RA
OG0009550	XP_034841439.1	HEL_003157-RA
OG0009551	XP_034841283.1	HEL_003158-RA
OG0009552	XP_034824840.1	HEL_000080-RA
OG0009553	XP_034824849.1	HEL_000081-RA
OG0009554	XP_034839805.1, XP_034839806.1	HEL_007048-RA
OG0009558	XP_034830320.1	HEL_013427-RA
OG0009559	XP_034824240.1	HEL_000087-RA
OG0009560	XP_034833327.1	HEL_007201-RA
OG0009563	XP_034839572.1	HEL_007050-RA
OG0009565	XP_034841366.1	HEL_003162-RA
OG0009570	XP_034837796.1	HEL_005890-RA
OG0009571	XP_034840103.1	HEL_011593-RA
OG0009574	XP_034833328.1	HEL_007194-RA
OG0009575	XP_034824231.1	HEL_000099-RA
OG0009577	XP_034827106.1	HEL_014134-RA
OG0009578	XP_034830440.1	HEL_013421-RA
OG0009579	XP_034831818.1	HEL_012627-RA
OG0009580	XP_034837795.1	HEL_005886-RA
OG0009583	XP_034831472.1	HEL_009770-RA
OG0009584	XP_034824195.1	HEL_000107-RA
OG0009585	XP_034840135.1	HEL_011599-RA
OG0009586	XP_034839745.1	HEL_007055-RA
OG0009587	XP_034835040.1	HEL_008137-RA
OG0009588	XP_034824271.1	HEL_000112-RA
OG0009591	XP_034832495.1	HEL_011912-RA
OG0009593	XP_034827628.1	HEL_008249-RA
OG0009600	XP_034832487.1	HEL_011918-RA
OG0009601	XP_034840167.1	HEL_011614-RA
OG0009602	XP_034835468.1	HEL_006616-RA
OG0009603	XP_034827783.1	HEL_008255-RA, HEL_008253-RA
OG0009604	XP_034827378.1	HEL_003176-RA
OG0009605	XP_034827393.1	HEL_003178-RA
OG0009606	XP_034828070.1	HEL_008280-RA
OG0009609	XP_034826711.1	HEL_006208-RA
OG0009610	XP_034841414.1	HEL_001234-RA
OG0009611	XP_034841375.1	HEL_001231-RA
OG0009612	XP_034831416.1	HEL_009825-RA
OG0009613	XP_034834390.1	HEL_012032-RA
OG0009614	XP_034835229.1	HEL_003183-RA
OG0009615	XP_034832061.1	HEL_011930-RA
OG0009616	XP_034830523.1	HEL_011487-RA
OG0009617	XP_034832867.1	HEL_008625-RA
OG0009619	XP_034839526.1	HEL_010419-RA
OG0009621	XP_034824656.1	HEL_000135-RA
OG0009623	XP_034831502.1	HEL_006629-RA
OG0009626	XP_034830526.1	HEL_011467-RA
OG0009627	XP_034830539.1	HEL_011466-RA
OG0009629	XP_034832047.1	HEL_011941-RA
OG0009630	XP_034826783.1	HEL_006236-RA
OG0009631	XP_034833114.1	HEL_008619-RA
OG0009632	XP_034833115.1	HEL_008618-RA
OG0009634	XP_034825588.1	HEL_004419-RA
OG0009635	XP_034831169.1	HEL_009826-RA
OG0009636	XP_034827870.1	HEL_008300-RA
OG0009639	XP_034840920.1	HEL_001208-RA
OG0009641	XP_034831636.1	HEL_009834-RA, HEL_009835-RA
OG0009642	XP_034830053.1	HEL_006642-RA
OG0009644	XP_034831149.1	HEL_009841-RA
OG0009645	XP_034830063.1	HEL_006644-RA
OG0009646	XP_034831692.1	HEL_009843-RA
OG0009648	XP_034827221.1	HEL_006248-RA
OG0009651	XP_034840779.1	HEL_010037-RA
OG0009652	XP_034833877.1	HEL_006649-RA
OG0009653	XP_034825189.1	HEL_004437-RA
OG0009654	XP_034825900.1	HEL_008546-RA
OG0009655	XP_034830736.1	HEL_011451-RA
OG0009656	XP_034832026.1	HEL_011960-RA
OG0009657	XP_034828336.1	HEL_013078-RA
OG0009658	XP_034839990.1	HEL_010031-RA
OG0009661	XP_034827306.1	HEL_009597-RA
OG0009662	XP_034827724.1	HEL_008323-RA
OG0009664	XP_034833836.1	HEL_006653-RA
OG0009665	XP_034826229.1	HEL_008544-RA
OG0009668	XP_034828333.1	HEL_013090-RA
OG0009669	XP_034830335.1	HEL_011422-RA
OG0009670	XP_034831624.1	HEL_009853-RA
OG0009671	XP_034827974.1	HEL_008328-RA
OG0009674	XP_034828227.1	HEL_008331-RA
OG0009675	XP_034839460.1	HEL_010408-RA
OG0009681	XP_034828197.1	HEL_008337-RA
OG0009682	XP_034840824.1	HEL_003226-RA
OG0009683	XP_034831789.1	HEL_011973-RA
OG0009684	XP_034831042.1	HEL_006665-RA
OG0009685	XP_034830151.1	HEL_010340-RA
OG0009686	XP_034831120.1	HEL_006672-RA
OG0009687	XP_034839301.1	HEL_010406-RA
OG0009688	XP_034832425.1	HEL_011977-RA
OG0009689	XP_034839222.1	HEL_007137-RA
OG0009690	XP_034824248.1	HEL_000170-RA
OG0009693	XP_034824996.1	HEL_004459-RA
OG0009697	XP_034824115.1	HEL_001171-RA
OG0009699	XP_034824252.1	HEL_000188-RA
OG0009701	XP_034824335.1	HEL_000189-RA
OG0009702	XP_034826057.1	HEL_008503-RA
OG0009705	XP_034828039.1	HEL_008367-RA
OG0009706	XP_034839515.1	HEL_010387-RA
OG0009709	XP_034839403.1	HEL_010424-RA
OG0009720	XP_034827473.1	HEL_014573-RA
OG0009726	XP_034830188.1	HEL_003312-RA
OG0009732	XP_034837158.1	HEL_006712-RA
OG0009736	XP_034827197.1	HEL_003309-RA
OG0009738	XP_034841105.1	HEL_013122-RA
