Orthogroup	Danaus_plexippus	Maniola_hyperantus
OG0008216	DPOGS208382-PA	XP_034839201.1, XP_034839200.1
OG0008217	DPOGS200138-PA	XP_034840412.1
OG0008218	DPOGS201431-PA	XP_034835100.1
OG0008219	DPOGS200140-PA	XP_034840413.1
OG0008220	DPOGS200141-PA	XP_034840354.1
OG0008221	DPOGS205652-PA	XP_034825451.1
OG0008222	DPOGS201567-PA	XP_034827571.1
OG0008223	DPOGS201559-PA	XP_034835125.1
OG0008224	DPOGS201452-PA	XP_034831425.1
OG0008225	DPOGS201554-PA	XP_034824426.1
OG0008226	DPOGS201553-PA	XP_034834611.1
OG0008227	DPOGS201552-PA	XP_034834425.1
OG0008228	DPOGS200016-PA	XP_034841177.1
OG0008229	DPOGS200143-PA	XP_034840523.1
OG0008230	DPOGS214832-PA	XP_034826212.1
OG0008231	DPOGS214828-PA	XP_034826183.1
OG0008232	DPOGS200164-PA	XP_034840191.1
OG0008233	DPOGS200147-PA	XP_034840304.1
OG0008234	DPOGS214784-PA	XP_034825418.1
OG0008235	DPOGS206513-PA	XP_034825981.1
OG0008236	DPOGS211921-PA	XP_034825406.1
OG0008237	DPOGS205473-PA	XP_034825982.1
OG0008238	DPOGS211800-PA	XP_034828490.1
OG0008239	DPOGS212200-PA	XP_034825096.1
OG0008240	DPOGS211841-PA	XP_034841135.1
OG0008241	DPOGS208372-PA	XP_034839231.1
OG0008242	DPOGS211838-PA	XP_034841098.1
OG0008243	DPOGS211435-PA	XP_034841020.1
OG0008244	DPOGS211835-PA	XP_034841050.1
OG0008245	DPOGS201499-PA	XP_034835833.1
OG0008246	DPOGS201447-PA	XP_034835809.1
OG0008247	DPOGS203288-PA	XP_034839230.1
OG0008248	DPOGS211438-PA	XP_034824096.1
OG0008249	DPOGS211463-PA	XP_034824095.1
OG0008250	DPOGS201500-PA	XP_034834046.1
OG0008251	DPOGS211459-PA	XP_034841023.1
OG0008252	DPOGS211439-PA	XP_034841022.1
OG0008253	DPOGS211458-PA	XP_034841024.1
OG0008254	DPOGS203412-PA	XP_034839369.1
OG0008255	DPOGS201517-PA	XP_034836651.1
OG0008256	DPOGS201438-PA	XP_034836533.1
OG0008257	DPOGS201439-PA	XP_034836661.1
OG0008258	DPOGS203296-PA	XP_034839175.1
OG0008259	DPOGS201440-PA	XP_034836728.1
OG0008260	DPOGS203407-PA	XP_034839179.1
OG0008261	DPOGS201441-PA	XP_034836687.1
OG0008262	DPOGS203297-PA	XP_034839191.1
OG0008263	DPOGS201509-PA	XP_034836673.1
OG0008264	DPOGS201446-PA	XP_034838823.1
OG0008265	DPOGS201456-PA	XP_034830608.1
OG0008266	DPOGS201763-PA	XP_034834301.1
OG0008267	DPOGS201765-PA	XP_034832984.1
OG0008268	DPOGS201739-PA	XP_034833423.1
OG0008269	DPOGS201766-PA	XP_034833010.1
OG0008270	DPOGS203302-PA	XP_034839562.1
OG0008271	DPOGS201924-PA	XP_034833037.1
OG0008273	DPOGS215385-PA, DPOGS208763-PA	XP_034833558.1
OG0008274	DPOGS210605-PA, DPOGS210606-PA	XP_034835478.1
OG0008275	DPOGS211641-PA	XP_034831656.1
OG0008276	DPOGS204848-PA	XP_034831086.1, XP_034831084.1
OG0008277	DPOGS202744-PA, DPOGS215150-PA	XP_034838854.1
OG0008278	DPOGS215524-PA	XP_034826369.1
OG0008279	DPOGS215676-PA, DPOGS210698-PA, DPOGS208632-PA	XP_034839143.1
OG0008280	DPOGS202700-PA	XP_034833776.1
OG0008281	DPOGS209427-PA	XP_034839046.1, XP_034839045.1
OG0008283	DPOGS202753-PA	XP_034827100.1
OG0008284	DPOGS205877-PA	XP_034837687.1
OG0008285	DPOGS200004-PA	XP_034838684.1
OG0008286	DPOGS201796-PA	XP_034827555.1
OG0008287	DPOGS210985-PA	XP_034828508.1
OG0008288	DPOGS208709-PA	XP_034841399.1
OG0008289	DPOGS209702-PA	XP_034833468.1
OG0008290	DPOGS204326-PA	XP_034830901.1
OG0008291	DPOGS211325-PA	XP_034834045.1
OG0008292	DPOGS213431-PA, DPOGS213430-PA	XP_034826111.1
OG0008293	DPOGS214401-PA	XP_034827758.1
OG0008294	DPOGS201601-PA	XP_034838188.1
OG0008295	DPOGS202286-PA	XP_034829878.1, XP_034834321.1
OG0008296	DPOGS201639-PA	XP_034837633.1
OG0008297	DPOGS210905-PA	XP_034828211.1
OG0008298	DPOGS203454-PA	XP_034827453.1
OG0008299	DPOGS200622-PA	XP_034834343.1
OG0008300	DPOGS200211-PA	XP_034835764.1
OG0008301	DPOGS215594-PA	XP_034824612.1
OG0008302	DPOGS203254-PA	XP_034830947.1
OG0008303	DPOGS215075-PA	XP_034833494.1, XP_034833495.1
OG0008304	DPOGS212679-PA	XP_034826568.1
OG0008305	DPOGS210994-PA, DPOGS210995-PA	XP_034828502.1
OG0008306	DPOGS206528-PA	XP_034829696.1
OG0008307	DPOGS209686-PA	XP_034839214.1, XP_034832157.1
OG0008308	DPOGS207477-PA	XP_034825425.1
OG0008309	DPOGS213491-PA, DPOGS213490-PA	XP_034826507.1
OG0008310	DPOGS216173-PA	XP_034826471.1
OG0008311	DPOGS208021-PA	XP_034833390.1, XP_034833389.1
OG0008312	DPOGS203955-PA	XP_034839333.1, XP_034839334.1
OG0008313	DPOGS208663-PA	XP_034841027.1
OG0008314	DPOGS200329-PA	XP_034830710.1
OG0008315	DPOGS200447-PA	XP_034835530.1
OG0008316	DPOGS206648-PA	XP_034832617.1
OG0008317	DPOGS207763-PA	XP_034832432.1
OG0008318	DPOGS209934-PA	XP_034824644.1
OG0008319	DPOGS210464-PA	XP_034829171.1, XP_034835363.1, XP_034835551.1
OG0008320	DPOGS200910-PA	XP_034839469.1
OG0008321	DPOGS214797-PA	XP_034831418.1
OG0008322	DPOGS202882-PA	XP_034835458.1, XP_034835459.1
OG0008323	DPOGS202318-PA	XP_034833759.1
OG0008324	DPOGS200569-PA	XP_034836519.1, XP_034836521.1, XP_034836522.1
OG0008325	DPOGS201495-PA, DPOGS201496-PA	XP_034834100.1
OG0008326	DPOGS214577-PA	XP_034833922.1
OG0008327	DPOGS215034-PA	XP_034830360.1
OG0008328	DPOGS203506-PA	XP_034833113.1, XP_034833112.1
OG0008329	DPOGS215866-PA	XP_034824510.1, XP_034824511.1
OG0008330	DPOGS203577-PA	XP_034833108.1
OG0008331	DPOGS202789-PA, DPOGS202788-PA	XP_034827111.1
OG0008332	DPOGS207587-PA	XP_034824694.1, XP_034824695.1
OG0008333	DPOGS211876-PA	XP_034825647.1
OG0008334	DPOGS200370-PA	XP_034831014.1
OG0008335	DPOGS208494-PA	XP_034826975.1
OG0008336	DPOGS205298-PA	XP_034828989.1
OG0008337	DPOGS200375-PA, DPOGS200377-PA, DPOGS200376-PA	XP_034831018.1
OG0008338	DPOGS210680-PA	XP_034828641.1
OG0008339	DPOGS211864-PA	XP_034825482.1
OG0008340	DPOGS213505-PA	XP_034831251.1
OG0008341	DPOGS212401-PA	XP_034831367.1, XP_034831366.1
OG0008342	DPOGS210129-PA	XP_034824950.1, XP_034824949.1
OG0008343	DPOGS214278-PA, DPOGS214277-PA	XP_034841415.1
OG0008344	DPOGS208992-PA	XP_034829514.1
OG0008345	DPOGS215630-PA	XP_034830810.1
OG0008346	DPOGS203813-PA	XP_034830619.1
OG0008347	DPOGS203830-PA	XP_034838040.1
OG0008368	DPOGS207811-PA	XP_034831791.1
OG0008370	DPOGS203809-PA	XP_034836414.1
OG0008372	DPOGS215554-PA	XP_034837355.1
OG0008375	DPOGS208301-PA	XP_034828658.1
OG0008376	DPOGS215370-PA	XP_034833546.1
OG0008377	DPOGS209848-PA	XP_034829968.1
OG0008378	DPOGS211051-PA	XP_034823934.1
OG0008380	DPOGS211526-PA	XP_034838241.1
OG0008381	DPOGS206298-PA	XP_034832256.1
OG0008382	DPOGS204990-PA	XP_034836096.1
OG0008383	DPOGS203230-PA	XP_034829504.1
OG0008384	DPOGS204987-PA	XP_034836097.1
OG0008386	DPOGS206363-PA	XP_034832257.1
OG0008387	DPOGS210042-PA	XP_034824893.1
OG0008389	DPOGS211495-PA	XP_034838239.1
OG0008391	DPOGS210109-PA	XP_034824922.1
OG0008392	DPOGS213501-PA	XP_034837578.1
OG0008393	DPOGS212497-PA	XP_034836099.1
OG0008394	DPOGS212495-PA	XP_034836004.1
OG0008395	DPOGS212496-PA	XP_034836107.1
OG0008396	DPOGS213633-PA	XP_034836792.1
OG0008397	DPOGS213369-PA	XP_034825893.1
OG0008399	DPOGS210805-PA	XP_034830428.1
OG0008400	DPOGS204999-PA	XP_034836070.1
OG0008401	DPOGS213203-PA	XP_034834865.1
OG0008402	DPOGS207194-PA	XP_034839339.1
OG0008403	DPOGS210807-PA	XP_034830871.1
OG0008404	DPOGS214393-PA	XP_034828134.1
OG0008405	DPOGS214428-PA	XP_034828132.1, XP_034828131.1
OG0008406	DPOGS215015-PA	XP_034837815.1
OG0008407	DPOGS209605-PA	XP_034840341.1
OG0008408	DPOGS210808-PA	XP_034830849.1
OG0008409	DPOGS208230-PA	XP_034828391.1
OG0008410	DPOGS213927-PA	XP_034836719.1
OG0008412	DPOGS212586-PA	XP_034826837.1
OG0008413	DPOGS209205-PA	XP_034829038.1
OG0008415	DPOGS213926-PA	XP_034836785.1
OG0008416	DPOGS201197-PA	XP_034832414.1
OG0008417	DPOGS210144-PA	XP_034824258.1
OG0008419	DPOGS204737-PA	XP_034825526.1
OG0008420	DPOGS200950-PA	XP_034836218.1
OG0008422	DPOGS213175-PA	XP_034834608.1
OG0008423	DPOGS205136-PA	XP_034837716.1
OG0008424	DPOGS210856-PA	XP_034830454.1
OG0008425	DPOGS208197-PA	XP_034837154.1
OG0008426	DPOGS205135-PA	XP_034837655.1
OG0008427	DPOGS202943-PA	XP_034830997.1
OG0008428	DPOGS209210-PA	XP_034829069.1
OG0008429	DPOGS200948-PA	XP_034835955.1
OG0008430	DPOGS213173-PA	XP_034834344.1
OG0008431	DPOGS205033-PA	XP_034839033.1
OG0008432	DPOGS200957-PA	XP_034835948.1
OG0008433	DPOGS213172-PA	XP_034834619.1, XP_034834617.1
OG0008434	DPOGS213347-PA	XP_034826466.1
OG0008435	DPOGS200958-PA	XP_034835956.1
OG0008436	DPOGS208821-PA	XP_034841243.1
OG0008437	DPOGS208794-PA	XP_034840844.1
OG0008438	DPOGS208820-PA	XP_034841256.1
OG0008439	DPOGS205547-PA	XP_034831759.1
OG0008441	DPOGS215021-PA	XP_034838196.1
OG0008442	DPOGS214418-PA	XP_034827963.1
OG0008443	DPOGS200148-PA	XP_034840199.1
OG0008444	DPOGS208797-PA	XP_034841250.1
OG0008445	DPOGS210058-PA	XP_034824726.1
OG0008446	DPOGS205149-PA	XP_034837556.1
OG0008447	DPOGS201266-PA	XP_034829820.1
OG0008448	DPOGS216124-PA	XP_034836577.1
OG0008449	DPOGS210888-PA	XP_034827231.1
OG0008450	DPOGS215573-PA	XP_034829180.1
OG0008451	DPOGS213218-PA	XP_034834333.1
OG0008452	DPOGS207176-PA	XP_034839159.1
OG0008453	DPOGS201053-PA	XP_034829897.1
OG0008454	DPOGS215007-PA	XP_034837915.1
OG0008455	DPOGS203888-PA	XP_034838942.1
OG0008456	DPOGS213401-PA	XP_034826345.1
OG0008457	DPOGS213339-PA	XP_034826350.1
OG0008458	DPOGS202136-PA	XP_034833501.1
OG0008459	DPOGS210825-PA	XP_034830318.1
OG0008461	DPOGS202142-PA	XP_034833502.1
OG0008462	DPOGS206382-PA	XP_034831552.1
OG0008463	DPOGS214410-PA	XP_034827436.1
OG0008464	DPOGS204719-PA	XP_034832592.1
OG0008465	DPOGS210649-PA	XP_034839113.1, XP_034839114.1
OG0008466	DPOGS214524-PA	XP_034829370.1
OG0008467	DPOGS206379-PA	XP_034834999.1
OG0008468	DPOGS205110-PA	XP_034826955.1
OG0008469	DPOGS206300-PA	XP_034831874.1
OG0008470	DPOGS210828-PA	XP_034830471.1
OG0008471	DPOGS200072-PA	XP_034836781.1
OG0008473	DPOGS210099-PA	XP_034824723.1
OG0008474	DPOGS204713-PA	XP_034833022.1
OG0008476	DPOGS203086-PA	XP_034837144.1
OG0008478	DPOGS204725-PA	XP_034832566.1
OG0008480	DPOGS214745-PA	XP_034833842.1
OG0008481	DPOGS208830-PA	XP_034824004.1
OG0008482	DPOGS210898-PA	XP_034825102.1
OG0008483	DPOGS204208-PA	XP_034834070.1
OG0008484	DPOGS211819-PA	XP_034837600.1
OG0008485	DPOGS204731-PA	XP_034832591.1
OG0008486	DPOGS214302-PA	XP_034835238.1
OG0008487	DPOGS210561-PA	XP_034828350.1
OG0008488	DPOGS212446-PA	XP_034840149.1
OG0008489	DPOGS210537-PA	XP_034828351.1
OG0008491	DPOGS214388-PA	XP_034835243.1
OG0008492	DPOGS208783-PA	XP_034823992.1
OG0008493	DPOGS210261-PA	XP_034837199.1
OG0008494	DPOGS200076-PA	XP_034836777.1
OG0008495	DPOGS206397-PA	XP_034837515.1
OG0008496	DPOGS213979-PA	XP_034832570.1
OG0008497	DPOGS210319-PA	XP_034831410.1
OG0008498	DPOGS211236-PA	XP_034834068.1
OG0008499	DPOGS214387-PA	XP_034835265.1
OG0008500	DPOGS206398-PA	XP_034837409.1
OG0008501	DPOGS202675-PA	XP_034825330.1
OG0008502	DPOGS214385-PA	XP_034835261.1
OG0008503	DPOGS210655-PA	XP_034838791.1
OG0008504	DPOGS210557-PA	XP_034828795.1
OG0008505	DPOGS208779-PA	XP_034823946.1
OG0008506	DPOGS214306-PA	XP_034835257.1
OG0008507	DPOGS214974-PA	XP_034837804.1
OG0008508	DPOGS210662-PA	XP_034838918.1
OG0008510	DPOGS214383-PA	XP_034835258.1
OG0008511	DPOGS211234-PA	XP_034833847.1
OG0008512	DPOGS205478-PA	XP_034832813.1
OG0008513	DPOGS210315-PA	XP_034831398.1
OG0008515	DPOGS210312-PA	XP_034831391.1
OG0008516	DPOGS208628-PA, DPOGS205459-PA	XP_034832940.1
OG0008517	DPOGS202645-PA	XP_034825540.1
OG0008518	DPOGS208843-PA	XP_034823991.1
OG0008520	DPOGS210901-PA	XP_034840395.1
OG0008521	DPOGS208844-PA	XP_034823952.1
OG0008522	DPOGS212943-PA	XP_034831394.1
OG0008523	DPOGS214539-PA	XP_034828956.1
OG0008524	DPOGS208847-PA	XP_034824001.1
OG0008525	DPOGS214312-PA	XP_034835174.1
OG0008526	DPOGS211261-PA	XP_034838984.1
OG0008527	DPOGS213880-PA	XP_034828373.1
OG0008528	DPOGS205123-PA	XP_034827679.1
OG0008531	DPOGS213879-PA	XP_034828476.1
OG0008532	DPOGS206311-PA	XP_034831717.1
OG0008533	DPOGS214314-PA	XP_034835070.1
OG0008534	DPOGS213878-PA	XP_034828475.1
OG0008535	DPOGS209377-PA	XP_034830436.1
OG0008536	DPOGS203417-PA	XP_034828979.1
OG0008537	DPOGS210181-PA, DPOGS210182-PA	XP_034826321.1
OG0008538	DPOGS215711-PA	XP_034831857.1
OG0008539	DPOGS213876-PA	XP_034828363.1
OG0008540	DPOGS206231-PA	XP_034838368.1
OG0008541	DPOGS205451-PA	XP_034832803.1
OG0008542	DPOGS209493-PA	XP_034834940.1
OG0008544	DPOGS214558-PA	XP_034838592.1
OG0008546	DPOGS202720-PA	XP_034833054.1
OG0008547	DPOGS214560-PA	XP_034838553.1
OG0008549	DPOGS204368-PA	XP_034826951.1
OG0008550	DPOGS209579-PA	XP_034840352.1
OG0008551	DPOGS214321-PA	XP_034835195.1
OG0008552	DPOGS203107-PA	XP_034828219.1, XP_034828220.1
OG0008553	DPOGS215721-PA	XP_034838143.1
OG0008554	DPOGS215323-PA	XP_034841170.1
OG0008555	DPOGS215324-PA	XP_034840969.1
OG0008556	DPOGS215325-PA	XP_034840965.1
OG0008557	DPOGS209519-PA	XP_034834705.1
OG0008558	DPOGS208341-PA	XP_034835662.1
OG0008559	DPOGS208339-PA	XP_034835706.1
OG0008560	DPOGS215723-PA	XP_034834883.1
OG0008561	DPOGS204365-PA	XP_034826778.1
OG0008562	DPOGS216165-PA	XP_034826023.1
OG0008564	DPOGS210075-PA	XP_034824417.1
OG0008565	DPOGS215306-PA	XP_034840877.1
OG0008566	DPOGS200227-PA	XP_034832654.1
OG0008567	DPOGS204448-PA	XP_034828927.1
OG0008568	DPOGS209577-PA	XP_034840722.1
OG0008569	DPOGS202939-PA	XP_034835197.1
OG0008571	DPOGS205304-PA	XP_034829166.1
OG0008572	DPOGS204447-PA	XP_034828785.1
OG0008573	DPOGS201144-PA	XP_034830876.1
OG0008574	DPOGS213645-PA	XP_034837007.1
OG0008575	DPOGS208395-PA	XP_034835686.1
OG0008576	DPOGS204363-PA	XP_034826909.1
OG0008578	DPOGS209641-PA	XP_034840353.1
OG0008579	DPOGS209643-PA	XP_034840324.1
OG0008580	DPOGS209573-PA	XP_034840318.1
OG0008581	DPOGS208400-PA	XP_034835684.1
OG0008582	DPOGS201146-PA	XP_034830603.1
OG0008583	DPOGS201148-PA	XP_034830605.1
OG0008585	DPOGS216154-PA	XP_034826173.1
OG0008586	DPOGS205267-PA	XP_034829194.1
OG0008587	DPOGS216153-PA	XP_034826174.1
OG0008588	DPOGS210627-PA	XP_034828556.1
OG0008589	DPOGS207221-PA, DPOGS207222-PA	XP_034837401.1
OG0008590	DPOGS208403-PA	XP_034835648.1
OG0008591	DPOGS209568-PA	XP_034840331.1
OG0008592	DPOGS207182-PA	XP_034839377.1
OG0008595	DPOGS206323-PA	XP_034832110.1
OG0008596	DPOGS204201-PA	XP_034834122.1
OG0008597	DPOGS214014-PA	XP_034835546.1
OG0008598	DPOGS210581-PA	XP_034828557.1
OG0008600	DPOGS200759-PA	XP_034826071.1
OG0008601	DPOGS205268-PA	XP_034829241.1
OG0008602	DPOGS204199-PA	XP_034834120.1
OG0008603	DPOGS203121-PA	XP_034833603.1
OG0008604	DPOGS206193-PA	XP_034837113.1
OG0008605	DPOGS203120-PA	XP_034833237.1
OG0008606	DPOGS215291-PA	XP_034841536.1
OG0008607	DPOGS206326-PA	XP_034832100.1
OG0008608	DPOGS204626-PA	XP_034836367.1
OG0008609	DPOGS211738-PA, DPOGS210196-PA	XP_034838589.1
OG0008610	DPOGS204660-PA	XP_034834661.1
OG0008611	DPOGS215732-PA	XP_034832450.1
OG0008612	DPOGS206335-PA	XP_034832108.1
OG0008614	DPOGS204656-PA, DPOGS204657-PA	XP_034834710.1
OG0008615	DPOGS214583-PA	XP_034834246.1
OG0008616	DPOGS203118-PA	XP_034833651.1
OG0008617	DPOGS215684-PA	XP_034837696.1
OG0008618	DPOGS202319-PA	XP_034833738.1
OG0008619	DPOGS203550-PA	XP_034825953.1
OG0008621	DPOGS204700-PA	XP_034834726.1
OG0008622	DPOGS210186-PA	XP_034838686.1
OG0008624	DPOGS202315-PA	XP_034833758.1
OG0008625	DPOGS209473-PA	XP_034826726.1
OG0008626	DPOGS204654-PA	XP_034834743.1
OG0008627	DPOGS204090-PA	XP_034827715.1
OG0008629	DPOGS202314-PA	XP_034833751.1
OG0008630	DPOGS204136-PA	XP_034828685.1
OG0008631	DPOGS203119-PA	XP_034838754.1
OG0008632	DPOGS206331-PA	XP_034832098.1
OG0008633	DPOGS204653-PA	XP_034834740.1
OG0008634	DPOGS210184-PA	XP_034838548.1
OG0008635	DPOGS202276-PA	XP_034834183.1
OG0008636	DPOGS215740-PA	XP_034831558.1
OG0008637	DPOGS203187-PA	XP_034827773.1
OG0008638	DPOGS213791-PA	XP_034836398.1
OG0008639	DPOGS215216-PA	XP_034836164.1
OG0008640	DPOGS206762-PA	XP_034838485.1
OG0008641	DPOGS202309-PA	XP_034834210.1
OG0008642	DPOGS209806-PA	XP_034830030.1
OG0008643	DPOGS210835-PA	XP_034830346.1
OG0008644	DPOGS215194-PA	XP_034836152.1
OG0008645	DPOGS210833-PA	XP_034830727.1
OG0008646	DPOGS208816-PA	XP_034841215.1
OG0008647	DPOGS202282-PA	XP_034834213.1
OG0008648	DPOGS202029-PA	XP_034825262.1
OG0008649	DPOGS212601-PA	XP_034826788.1
OG0008650	DPOGS206740-PA	XP_034838402.1
OG0008651	DPOGS206761-PA	XP_034838502.1
OG0008652	DPOGS202432-PA	XP_034837697.1
OG0008653	DPOGS204130-PA	XP_034828744.1
OG0008654	DPOGS205730-PA	XP_034830843.1
OG0008655	DPOGS208811-PA	XP_034841216.1
OG0008656	DPOGS207212-PA	XP_034837208.1
OG0008657	DPOGS215213-PA	XP_034836135.1
OG0008659	DPOGS212087-PA	XP_034840451.1
OG0008661	DPOGS212928-PA	XP_034831287.1
OG0008662	DPOGS212976-PA	XP_034831286.1
OG0008663	DPOGS208813-PA	XP_034841284.1
OG0008665	DPOGS204125-PA	XP_034828535.1
OG0008666	DPOGS206511-PA	XP_034824278.1, XP_034839899.1
OG0008667	DPOGS206777-PA	XP_034837138.1
OG0008668	DPOGS206494-PA	XP_034824704.1, XP_034839894.1
OG0008669	DPOGS202048-PA	XP_034825399.1
OG0008670	DPOGS215496-PA	XP_034834851.1
OG0008671	DPOGS216045-PA	XP_034834567.1
OG0008672	DPOGS212978-PA	XP_034831288.1
OG0008673	DPOGS212925-PA	XP_034831283.1
OG0008674	DPOGS204925-PA	XP_034827666.1
OG0008676	DPOGS204927-PA, DPOGS204926-PA	XP_034827776.1
OG0008677	DPOGS202935-PA	XP_034835398.1
OG0008678	DPOGS202933-PA	XP_034835402.1
OG0008679	DPOGS216047-PA	XP_034834963.1
OG0008680	DPOGS212924-PA	XP_034831285.1
OG0008681	DPOGS205727-PA	XP_034826841.1
OG0008682	DPOGS200693-PA	XP_034826005.1, XP_034826002.1
OG0008683	DPOGS212169-PA	XP_034839558.1
OG0008684	DPOGS213749-PA	XP_034836454.1
OG0008685	DPOGS215205-PA	XP_034835724.1
OG0008686	DPOGS202291-PA	XP_034834217.1
OG0008687	DPOGS204929-PA	XP_034827582.1
OG0008688	DPOGS208596-PA	XP_034836959.1
OG0008689	DPOGS200097-PA	XP_034839663.1
OG0008690	DPOGS202041-PA	XP_034825740.1, XP_034825739.1
OG0008691	DPOGS204931-PA	XP_034832248.1
OG0008693	DPOGS206177-PA	XP_034826803.1
OG0008694	DPOGS200791-PA	XP_034838742.1
OG0008695	DPOGS215002-PA, DPOGS205745-PA	XP_034837869.1
OG0008696	DPOGS202576-PA	XP_034826066.1
OG0008697	DPOGS206155-PA	XP_034839359.1, XP_034839360.1
OG0008698	DPOGS207500-PA	XP_034835081.1
OG0008699	DPOGS205295-PA	XP_034829131.1
OG0008700	DPOGS207501-PA	XP_034835079.1
OG0008701	DPOGS209019-PA	XP_034829896.1
OG0008702	DPOGS203449-PA	XP_034828005.1
OG0008703	DPOGS205236-PA	XP_034838273.1
OG0008704	DPOGS215533-PA	XP_034837358.1
OG0008705	DPOGS204932-PA	XP_034832063.1
OG0008706	DPOGS209006-PA	XP_034830059.1
OG0008707	DPOGS208303-PA	XP_034828803.1, XP_034828804.1
OG0008708	DPOGS210034-PA	XP_034824296.1
OG0008709	DPOGS210125-PA	XP_034824501.1
OG0008710	DPOGS211712-PA	XP_034835824.1
OG0008711	DPOGS210126-PA	XP_034824226.1
OG0008712	DPOGS211709-PA	XP_034835731.1
OG0008713	DPOGS212103-PA	XP_034840182.1
OG0008714	DPOGS212160-PA	XP_034840183.1
OG0008715	DPOGS212156-PA	XP_034840026.1
OG0008717	DPOGS212107-PA	XP_034839586.1
OG0008718	DPOGS211130-PA	XP_034825938.1
OG0008719	DPOGS213779-PA	XP_034836516.1
OG0008720	DPOGS211131-PA	XP_034825908.1
OG0008722	DPOGS211169-PA	XP_034825968.1
OG0008723	DPOGS210137-PA	XP_034824268.1
OG0008724	DPOGS210986-PA	XP_034828494.1
OG0008725	DPOGS210128-PA	XP_034824947.1
OG0008726	DPOGS211308-PA	XP_034834050.1
OG0008727	DPOGS213234-PA	XP_034837391.1
OG0008728	DPOGS213687-PA	XP_034827333.1
OG0008729	DPOGS204585-PA	XP_034833490.1
OG0008730	DPOGS210029-PA	XP_034824951.1
OG0008731	DPOGS210872-PA	XP_034830555.1
OG0008732	DPOGS203880-PA	XP_034837947.1
OG0008733	DPOGS207533-PA	XP_034835395.1
OG0008734	DPOGS206238-PA	XP_034838639.1
OG0008735	DPOGS208592-PA	XP_034836960.1
OG0008736	DPOGS211372-PA	XP_034832797.1
OG0008737	DPOGS213059-PA	XP_034841239.1
OG0008738	DPOGS214540-PA	XP_034827902.1
OG0008739	DPOGS205290-PA	XP_034829100.1
OG0008741	DPOGS209281-PA	XP_034838885.1
OG0008743	DPOGS205289-PA	XP_034829105.1
OG0008744	DPOGS207671-PA	XP_034835757.1
OG0008745	DPOGS211327-PA	XP_034834299.1
OG0008746	DPOGS211302-PA	XP_034834298.1
OG0008748	DPOGS201805-PA	XP_034827574.1
OG0008749	DPOGS213142-PA	XP_034841155.1
OG0008750	DPOGS201806-PA	XP_034827534.1
OG0008751	DPOGS213141-PA	XP_034840994.1
OG0008752	DPOGS207675-PA	XP_034835741.1, XP_034835739.1
OG0008753	DPOGS213677-PA	XP_034827043.1
OG0008755	DPOGS212110-PA	XP_034840370.1
OG0008756	DPOGS203274-PA	XP_034824746.1
OG0008757	DPOGS207678-PA	XP_034835737.1
OG0008758	DPOGS213694-PA	XP_034826696.1
OG0008759	DPOGS213695-PA	XP_034826931.1
OG0008760	DPOGS209778-PA	XP_034835803.1
OG0008761	DPOGS209089-PA	XP_034838690.1
OG0008762	DPOGS209770-PA	XP_034835734.1
OG0008763	DPOGS203062-PA	XP_034838960.1
OG0008764	DPOGS209098-PA	XP_034838660.1
OG0008765	DPOGS213669-PA	XP_034826871.1
OG0008766	DPOGS210968-PA	XP_034828813.1
OG0008767	DPOGS207163-PA	XP_034827540.1
OG0008768	DPOGS210967-PA	XP_034828660.1
OG0008769	DPOGS211345-PA	XP_034832605.1
OG0008770	DPOGS201790-PA	XP_034827795.1
OG0008771	DPOGS205219-PA	XP_034838253.1
OG0008772	DPOGS213761-PA	XP_034836327.1
OG0008773	DPOGS213665-PA	XP_034827239.1
OG0008774	DPOGS211346-PA	XP_034833062.1
OG0008775	DPOGS211347-PA	XP_034833063.1
OG0008777	DPOGS205217-PA	XP_034837965.1
OG0008778	DPOGS213704-PA	XP_034827049.1
OG0008779	DPOGS205008-PA	XP_034836049.1
OG0008780	DPOGS204969-PA	XP_034836055.1
OG0008782	DPOGS212145-PA	XP_034840373.1
OG0008783	DPOGS213066-PA	XP_034841018.1
OG0008784	DPOGS205159-PA	XP_034825552.1
OG0008785	DPOGS205187-PA	XP_034825461.1
OG0008786	DPOGS206805-PA	XP_034839669.1
OG0008787	DPOGS211057-PA	XP_034837997.1
OG0008788	DPOGS210570-PA	XP_034838634.1
OG0008789	DPOGS214899-PA	XP_034824327.1
OG0008790	DPOGS209105-PA	XP_034837253.1
OG0008791	DPOGS209346-PA	XP_034838294.1
OG0008792	DPOGS203265-PA	XP_034824877.1
OG0008793	DPOGS213479-PA	XP_034826362.1
OG0008794	DPOGS212120-PA	XP_034840564.1
OG0008795	DPOGS203264-PA	XP_034824748.1
OG0008796	DPOGS205283-PA	XP_034829123.1
OG0008797	DPOGS213071-PA	XP_034841425.1
OG0008798	DPOGS208442-PA	XP_034834486.1
OG0008799	DPOGS212136-PA	XP_034840178.1
OG0008800	DPOGS207887-PA	XP_034832648.1
OG0008802	DPOGS202506-PA	XP_034833334.1
OG0008804	DPOGS211363-PA	XP_034832664.1
OG0008805	DPOGS207889-PA	XP_034832674.1
OG0008806	DPOGS213129-PA, DPOGS213130-PA	XP_034841427.1
OG0008807	DPOGS213473-PA	XP_034825835.1
OG0008808	DPOGS212132-PA	XP_034840678.1
OG0008809	DPOGS214798-PA	XP_034831089.1
