Orthogroup	Danaus_plexippus	Bicyclus_anynana
OG0010524	DPOGS205927-PA	Bany_03301-RA
OG0010525	DPOGS202849-PA	Bany_06502-RA
OG0010528	DPOGS207089-PA	Bany_01675-RA
OG0010529	DPOGS207090-PA	Bany_01677-RA
OG0010530	DPOGS205947-PA	Bany_03319-RA
OG0010532	DPOGS202994-PA	Bany_07787-RA
OG0010533	DPOGS203012-PA	Bany_07788-RA
OG0010534	DPOGS205937-PA	Bany_03325-RA
OG0010536	DPOGS205942-PA	Bany_03328-RA
OG0010537	DPOGS205699-PA	Bany_09288-RA
OG0010538	DPOGS206851-PA	Bany_01692-RA
OG0010539	DPOGS211378-PA	Bany_10473-RA
OG0010540	DPOGS207096-PA	Bany_01695-RA
OG0010541	DPOGS205693-PA	Bany_09296-RA
OG0010542	DPOGS202212-PA	Bany_05033-RA
OG0010543	DPOGS206846-PA	Bany_01698-RA
OG0010545	DPOGS201911-PA	Bany_04160-RA
OG0010546	DPOGS211428-PA	Bany_10491-RA
OG0010547	DPOGS205835-PA	Bany_10498-RA
OG0010548	DPOGS206731-PA	Bany_03333-RA
OG0010549	DPOGS215056-PA	Bany_08585-RA
OG0010550	DPOGS206719-PA	Bany_03335-RA
OG0010551	DPOGS206720-PA	Bany_03338-RA
OG0010552	DPOGS212420-PA	Bany_03351-RA
OG0010553	DPOGS202441-PA	Bany_10508-RA
OG0010554	DPOGS201413-PA	Bany_05057-RA
OG0010555	DPOGS202156-PA	Bany_00818-RA
OG0010556	DPOGS212413-PA	Bany_03366-RA
OG0010558	DPOGS201842-PA	Bany_04199-RA
OG0010559	DPOGS211718-PA	Bany_02542-RA
OG0010560	DPOGS206824-PA	Bany_01753-RA
OG0010561	DPOGS209371-PA	Bany_08616-RA
OG0010562	DPOGS201881-PA	Bany_04213-RA
OG0010563	DPOGS205844-PA	Bany_10533-RA
OG0010564	DPOGS209360-PA	Bany_08629-RA
OG0010565	DPOGS206828-PA	Bany_01766-RA
OG0010566	DPOGS201854-PA	Bany_04230-RA
OG0010567	DPOGS201871-PA	Bany_04235-RA
OG0010568	DPOGS205659-PA	Bany_05826-RA
OG0010569	DPOGS205657-PA	Bany_05828-RA
OG0010571	DPOGS200162-PA	Bany_03444-RA
OG0010573	DPOGS207540-PA	Bany_02627-RA
OG0010574	DPOGS208370-PA	Bany_07879-RA
OG0010575	DPOGS203295-PA	Bany_07893-RA
OG0010751	DPOGS213868-PA	Bany_02633-RA
OG0010752	DPOGS210349-PA	Bany_13602-RA
OG0010754	DPOGS211484-PA	Bany_11827-RA
OG0010756	DPOGS201955-PA	Bany_00918-RA
OG0010758	DPOGS216110-PA	Bany_16442-RA
OG0010759	DPOGS203530-PA	Bany_01829-RA
OG0010761	DPOGS201050-PA	Bany_11836-RA
OG0010762	DPOGS202434-PA, DPOGS202435-PA	Bany_16448-RA
OG0010763	DPOGS208027-PA	Bany_14892-RA
OG0010764	DPOGS212486-PA	Bany_16951-RA
OG0010765	DPOGS211785-PA	Bany_11141-RA
OG0010767	DPOGS213366-PA	Bany_01848-RA
OG0010768	DPOGS212587-PA	Bany_05888-RA
OG0010769	DPOGS210143-PA	Bany_03481-RA
OG0010770	DPOGS208238-PA	Bany_10576-RA
OG0010771	DPOGS205120-PA	Bany_05899-RA
OG0010776	DPOGS211792-PA	Bany_11165-RA
OG0010777	DPOGS211755-PA	Bany_16094-RA
OG0010778	DPOGS208284-PA	Bany_10626-RA
OG0010779	DPOGS210893-PA	Bany_03502-RA
OG0010780	DPOGS210376-PA	Bany_13676-RA, Bany_13677-RA
OG0010783	DPOGS208267-PA	Bany_10638-RA
OG0010784	DPOGS214301-PA	Bany_11176-RA, Bany_11177-RA
OG0010786	DPOGS204727-PA	Bany_13074-RA
OG0010787	DPOGS205365-PA	Bany_17748-RA, Bany_17751-RA, Bany_17750-RA
OG0010788	DPOGS213984-PA	Bany_13089-RA
OG0010789	DPOGS210830-PA	Bany_07993-RA
OG0010790	DPOGS210382-PA	Bany_13691-RA
OG0010791	DPOGS214307-PA	Bany_11188-RA
OG0010792	DPOGS210664-PA	Bany_16122-RA
OG0010795	DPOGS204599-PA	Bany_16130-RA
OG0010796	DPOGS205486-PA	Bany_13115-RA
OG0010797	DPOGS212942-PA	Bany_13716-RA
OG0010799	DPOGS209241-PA	Bany_15546-RA
OG0010800	DPOGS209585-PA	Bany_02701-RA
OG0010801	DPOGS213739-PA	Bany_01940-RA
OG0010803	DPOGS215316-PA	Bany_00097-RA
OG0010804	DPOGS214556-PA	Bany_06620-RA
OG0010805	DPOGS209583-PA	Bany_02711-RA
OG0010806	DPOGS204452-PA	Bany_10691-RA
OG0010808	DPOGS209486-PA	Bany_14375-RA
OG0010809	DPOGS215170-PA	Bany_17029-RA
OG0010812	DPOGS200196-PA	Bany_01948-RA
OG0010813	DPOGS206344-PA	Bany_08751-RA
OG0010814	DPOGS216169-PA	Bany_01949-RA
OG0010815	DPOGS204207-PA	Bany_09413-RA
OG0010816	DPOGS215229-PA	Bany_17034-RA
OG0010817	DPOGS209576-PA	Bany_02729-RA
OG0010819	DPOGS200224-PA	Bany_13159-RA
OG0010821	DPOGS215171-PA	Bany_17036-RA
OG0010822	DPOGS215537-PA	Bany_17785-RA, Bany_17786-RA
OG0010824	DPOGS203113-PA	Bany_14975-RA
OG0010826	DPOGS201150-PA	Bany_08051-RA
OG0010827	DPOGS215225-PA	Bany_17042-RA
OG0010828	DPOGS200043-PA	Bany_16196-RA
OG0010830	DPOGS215346-PA	Bany_00152-RA
OG0010833	DPOGS210185-PA	Bany_06664-RA
OG0010835	DPOGS206735-PA	Bany_06669-RA
OG0010836	DPOGS213790-PA	Bany_16598-RA
OG0010837	DPOGS205728-PA	Bany_08083-RA
OG0010839	DPOGS213870-PA	Bany_16217-RA
OG0010840	DPOGS202301-PA	Bany_09489-RA
OG0010841	DPOGS210800-PA	Bany_08084-RA
OG0010842	DPOGS206496-PA	Bany_10016-RA
OG0010843	DPOGS204122-PA	Bany_10770-RA
OG0010844	DPOGS215202-PA	Bany_17089-RA
OG0010845	DPOGS203524-PA	Bany_02032-RA
OG0010846	DPOGS202928-PA	Bany_11312-RA
OG0010847	DPOGS213786-PA	Bany_16603-RA
OG0010848	DPOGS203526-PA	Bany_02035-RA
OG0010850	DPOGS201299-PA	Bany_03581-RA
OG0010853	DPOGS203361-PA	Bany_16242-RA
OG0010854	DPOGS205233-PA	Bany_12709-RA
OG0010855	DPOGS208222-PA, DPOGS208221-PA	Bany_10784-RA
OG0010856	DPOGS209002-PA	Bany_11946-RA
OG0010858	DPOGS211309-PA	Bany_09517-RA
OG0010859	DPOGS207505-PA	Bany_11332-RA
OG0010860	DPOGS215659-PA	Bany_04526-RA
OG0010861	DPOGS203468-PA, DPOGS203469-PA	Bany_12759-RA
OG0010862	DPOGS211164-PA	Bany_03633-RA
OG0010864	DPOGS209777-PA	Bany_17146-RA
OG0010865	DPOGS203257-PA	Bany_10046-RA
OG0010866	DPOGS203063-PA	Bany_16292-RA
OG0010867	DPOGS205181-PA	Bany_05363-RA
OG0010868	DPOGS202709-PA	Bany_02096-RA
OG0010869	DPOGS215137-PA	Bany_16302-RA
OG0010870	DPOGS211157-PA	Bany_03648-RA
OG0010871	DPOGS212116-PA	Bany_02840-RA
OG0010873	DPOGS213069-PA	Bany_00244-RA
OG0010874	DPOGS215643-PA	Bany_04555-RA
OG0010875	DPOGS207884-PA	Bany_13243-RA
OG0010876	DPOGS212124-PA	Bany_02861-RA
OG0010877	DPOGS208502-PA	Bany_06096-RA
OG0010878	DPOGS212127-PA	Bany_02864-RA
OG0010879	DPOGS212194-PA	Bany_11369-RA
OG0010880	DPOGS214732-PA	Bany_09543-RA
OG0010881	DPOGS207869-PA	Bany_13266-RA
OG0010882	DPOGS216130-PA	Bany_16650-RA
OG0010883	DPOGS209756-PA	Bany_08828-RA
OG0010884	DPOGS205902-PA	Bany_08146-RA
OG0010885	DPOGS216134-PA	Bany_16659-RA
OG0010888	DPOGS213492-PA	Bany_02137-RA
OG0010890	DPOGS211884-PA	Bany_05397-RA
OG0010893	DPOGS205887-PA	Bany_08171-RA
OG0010894	DPOGS203725-PA	Bany_04597-RA
OG0010895	DPOGS211880-PA	Bany_05405-RA
OG0010897	DPOGS208113-PA	Bany_02889-RA
OG0010899	DPOGS203642-PA	Bany_06807-RA
OG0010900	DPOGS211179-PA	Bany_03721-RA
OG0010904	DPOGS205425-PA	Bany_16387-RA
OG0010905	DPOGS206450-PA	Bany_08874-RA
OG0010907	DPOGS211011-PA	Bany_10846-RA
OG0010908	DPOGS213106-PA	Bany_00313-RA
OG0010909	DPOGS201244-PA	Bany_12027-RA
OG0010910	DPOGS207774-PA	Bany_08895-RA
OG0010911	DPOGS211192-PA	Bany_03756-RA
OG0010912	DPOGS215940-PA, DPOGS214656-PA	Bany_11452-RA
OG0010913	DPOGS204168-PA	Bany_09594-RA
OG0010914	DPOGS215620-PA	Bany_04630-RA
OG0010915	DPOGS215858-PA	Bany_10138-RA
OG0010916	DPOGS214607-PA, DPOGS215148-PA	Bany_16432-RA
OG0010918	DPOGS216039-PA	Bany_14547-RA
OG0010919	DPOGS208459-PA	Bany_06194-RA
OG0010920	DPOGS213256-PA	Bany_16689-RA
OG0010921	DPOGS204183-PA	Bany_09600-RA
OG0010923	DPOGS216070-PA	Bany_14552-RA
OG0010924	DPOGS209192-PA	Bany_15680-RA
OG0010926	DPOGS211747-PA	Bany_04647-RA
OG0010929	DPOGS216132-PA	Bany_13315-RA
OG0010930	DPOGS209260-PA	Bany_08219-RA
OG0010932	DPOGS211592-PA	Bany_10883-RA
OG0010933	DPOGS209263-PA	Bany_08228-RA
OG0010934	DPOGS205985-PA	Bany_16711-RA
OG0010935	DPOGS204492-PA	Bany_00373-RA
OG0010936	DPOGS201085-PA	Bany_15126-RA
OG0010938	DPOGS212053-PA	Bany_17260-RA
OG0010939	DPOGS209167-PA	Bany_15710-RA
OG0010940	DPOGS204580-PA	Bany_11514-RA
OG0010941	DPOGS212762-PA	Bany_01266-RA
OG0010942	DPOGS212763-PA	Bany_01268-RA
OG0010943	DPOGS207396-PA	Bany_14584-RA
OG0010944	DPOGS215976-PA	Bany_05520-RA
OG0010945	DPOGS207394-PA	Bany_14586-RA
OG0010946	DPOGS201399-PA	Bany_07478-RA
OG0010947	DPOGS213733-PA	Bany_15721-RA
OG0010948	DPOGS205804-PA	Bany_06245-RA
OG0010949	DPOGS214480-PA	Bany_17620-RA
OG0010950	DPOGS215114-PA	Bany_13011-RA
OG0010951	DPOGS203842-PA	Bany_04687-RA
OG0010953	DPOGS204352-PA	Bany_08254-RA
OG0010954	DPOGS214581-PA	Bany_09658-RA
OG0010955	DPOGS200558-PA	Bany_18024-RA
OG0010956	DPOGS206093-PA	Bany_03027-RA
OG0010957	DPOGS212742-PA	Bany_01311-RA
OG0010958	DPOGS210495-PA	Bany_11567-RA
OG0010959	DPOGS216028-PA	Bany_14618-RA
OG0010960	DPOGS202735-PA	Bany_08976-RA, Bany_08975-RA
OG0010962	DPOGS202026-PA	Bany_12117-RA
OG0010963	DPOGS201711-PA	Bany_18045-RA
OG0010964	DPOGS215817-PA	Bany_03865-RA
OG0010965	DPOGS212538-PA	Bany_06967-RA
OG0010966	DPOGS216036-PA	Bany_14631-RA
OG0010967	DPOGS207058-PA	Bany_01346-RA
OG0010968	DPOGS210507-PA	Bany_11589-RA
OG0010969	DPOGS208855-PA	Bany_12124-RA
OG0010970	DPOGS212042-PA	Bany_17300-RA
OG0010972	DPOGS205089-PA	Bany_03076-RA
OG0010973	DPOGS203924-PA	Bany_07544-RA
OG0010975	DPOGS201609-PA	Bany_16754-RA
OG0010976	DPOGS202618-PA	Bany_10933-RA
OG0010977	DPOGS206542-PA	Bany_03879-RA
OG0010978	DPOGS209228-PA	Bany_15796-RA
OG0010979	DPOGS204299-PA	Bany_00472-RA
OG0010981	DPOGS206687-PA	Bany_13406-RA
OG0010983	DPOGS202260-PA	Bany_09723-RA
OG0010984	DPOGS214190-PA	Bany_03908-RA
OG0010985	DPOGS207036-PA	Bany_01411-RA
OG0010986	DPOGS215951-PA	Bany_09735-RA
OG0010987	DPOGS207302-PA	Bany_14000-RA
OG0010988	DPOGS203391-PA	Bany_07575-RA
OG0010989	DPOGS213008-PA	Bany_03118-RA
OG0010990	DPOGS214370-PA	Bany_11648-RA
OG0010991	DPOGS207260-PA	Bany_14013-RA
OG0010992	DPOGS210761-PA	Bany_10959-RA
OG0010993	DPOGS203703-PA	Bany_04812-RA
OG0010996	DPOGS206565-PA	Bany_02345-RA
OG0010997	DPOGS207400-PA	Bany_16820-RA
OG0010998	DPOGS206953-PA	Bany_01476-RA
OG0011000	DPOGS212198-PA	Bany_05635-RA
OG0011001	DPOGS211582-PA	Bany_10971-RA
OG0011003	DPOGS208974-PA	Bany_12204-RA
OG0011005	DPOGS202006-PA	Bany_06349-RA
OG0011008	DPOGS207277-PA	Bany_14052-RA
OG0011009	DPOGS207740-PA	Bany_09114-RA
OG0011011	DPOGS215791-PA	Bany_04855-RA
OG0011012	DPOGS202590-PA	Bany_15877-RA
OG0011013	DPOGS201455-PA	Bany_04871-RA
OG0011014	DPOGS201457-PA	Bany_04873-RA
OG0011015	DPOGS209552-PA	Bany_15310-RA
OG0011016	DPOGS204298-PA	Bany_00598-RA
OG0011017	DPOGS211636-PA	Bany_14074-RA
OG0011018	DPOGS203912-PA	Bany_07669-RA
OG0011019	DPOGS211647-PA	Bany_14076-RA
OG0011020	DPOGS204250-PA	Bany_00605-RA
OG0011022	DPOGS211631-PA	Bany_14086-RA
OG0011023	DPOGS214780-PA	Bany_05683-RA
OG0011026	DPOGS207605-PA	Bany_10375-RA
OG0011028	DPOGS206944-PA	Bany_01541-RA
OG0011031	DPOGS204878-PA	Bany_14110-RA
OG0011032	DPOGS210748-PA	Bany_11006-RA
OG0011033	DPOGS204898-PA	Bany_14119-RA
OG0011034	DPOGS206174-PA	Bany_11011-RA
OG0011036	DPOGS215404-PA	Bany_15337-RA
OG0011039	DPOGS202120-PA	Bany_03197-RA
OG0011040	DPOGS209952-PA	Bany_15939-RA, Bany_15938-RA, Bany_15940-RA
OG0011042	DPOGS207657-PA	Bany_06407-RA
OG0011043	DPOGS207697-PA	Bany_09188-RA
OG0011044	DPOGS209985-PA	Bany_15951-RA
OG0011045	DPOGS203565-PA	Bany_13522-RA
OG0011046	DPOGS206923-PA	Bany_01605-RA
OG0011048	DPOGS200125-PA	Bany_12316-RA
OG0011049	DPOGS209969-PA	Bany_15970-RA
OG0011050	DPOGS213936-PA	Bany_00675-RA
OG0011051	DPOGS213942-PA, DPOGS213940-PA	Bany_00677-RA
OG0011052	DPOGS209812-PA	Bany_12332-RA
OG0011053	DPOGS200188-PA, DPOGS202092-PA	Bany_03230-RA
OG0011054	DPOGS213945-PA	Bany_00680-RA
OG0011056	DPOGS203484-PA, DPOGS203485-PA	Bany_13558-RA
OG0011057	DPOGS215251-PA	Bany_14846-RA
OG0011058	DPOGS215270-PA	Bany_14855-RA
OG0011059	DPOGS208727-PA	Bany_00709-RA
OG0011060	DPOGS200749-PA	Bany_05738-RA
OG0011061	DPOGS208316-PA	Bany_11073-RA
OG0011062	DPOGS205570-PA	Bany_12359-RA
OG0011063	DPOGS212377-PA	Bany_14204-RA
OG0011064	DPOGS202236-PA	Bany_04978-RA
OG0011066	DPOGS200360-PA	Bany_08529-RA
OG0011067	DPOGS200733-PA	Bany_05774-RA
OG0011068	DPOGS205560-PA	Bany_12369-RA
OG0011069	DPOGS211410-PA	Bany_11111-RA
OG0011070	DPOGS205949-PA	Bany_03317-RA
OG0011071	DPOGS205932-PA	Bany_03318-RA
OG0011072	DPOGS211469-PA	Bany_11113-RA
OG0011073	DPOGS211808-PA	Bany_04156-RA, Bany_04150-RA
OG0011074	DPOGS213683-PA	Bany_02495-RA
OG0011075	DPOGS211472-PA	Bany_11136-RA
OG0011076	DPOGS205836-PA	Bany_10497-RA
OG0011077	DPOGS202151-PA	Bany_00807-RA
OG0011078	DPOGS206721-PA	Bany_03339-RA
OG0011079	DPOGS209074-PA	Bany_08593-RA
OG0011081	DPOGS212417-PA	Bany_03362-RA
OG0011082	DPOGS212410-PA	Bany_03378-RA
OG0011083	DPOGS201843-PA	Bany_04202-RA
OG0011084	DPOGS206822-PA	Bany_01749-RA
OG0011086	DPOGS214957-PA	Bany_02555-RA
OG0011087	DPOGS212454-PA	Bany_03400-RA
OG0011088	DPOGS200158-PA	Bany_03402-RA
OG0011089	DPOGS215158-PA	Bany_02570-RA
OG0011090	DPOGS208381-PA	Bany_07869-RA
OG0011091	DPOGS208377-PA	Bany_07870-RA
OG0011092	DPOGS212201-PA	Bany_05855-RA
OG0011093	DPOGS212210-PA	Bany_05856-RA
OG0011095	DPOGS203284-PA	Bany_07882-RA
OG0011096	DPOGS203291-PA	Bany_07889-RA
OG0011097	DPOGS201520-PA	Bany_05128-RA
OG0011098	DPOGS203408-PA	Bany_07897-RA
OG0011252	DPOGS204088-PA, DPOGS204087-PA	Bany_00921-RA
OG0011255	DPOGS211045-PA	Bany_03464-RA
OG0011261	DPOGS209142-PA, DPOGS209141-PA	Bany_15466-RA
OG0011262	DPOGS215145-PA	Bany_16047-RA
OG0011263	DPOGS211779-PA	Bany_11150-RA
OG0011266	DPOGS210054-PA	Bany_16468-RA, Bany_06826-RA, Bany_09934-RA
OG0011268	DPOGS210814-PA	Bany_07955-RA
OG0011269	DPOGS200949-PA	Bany_16963-RA
OG0011270	DPOGS208242-PA	Bany_10580-RA, Bany_10579-RA
OG0011271	DPOGS213348-PA	Bany_01871-RA
OG0011272	DPOGS216105-PA	Bany_16477-RA
OG0011273	DPOGS200395-PA, DPOGS200396-PA, DPOGS200753-PA, DPOGS209504-PA	Bany_08691-RA
OG0011275	DPOGS214392-PA	Bany_00967-RA
OG0011276	DPOGS205106-PA	Bany_05906-RA
OG0011277	DPOGS216122-PA	Bany_16493-RA
OG0011280	DPOGS211812-PA	Bany_03979-RA, Bany_06579-RA
OG0011282	DPOGS214411-PA	Bany_00991-RA
OG0011283	DPOGS210102-PA	Bany_09951-RA
OG0011285	DPOGS210097-PA	Bany_09956-RA
OG0011288	DPOGS214405-PA, DPOGS212923-PA	Bany_00999-RA
OG0011289	DPOGS210322-PA	Bany_13682-RA
OG0011290	DPOGS210379-PA	Bany_13685-RA
OG0011292	DPOGS210842-PA	Bany_07992-RA
OG0011294	DPOGS212946-PA	Bany_16319-RA, Bany_13696-RA
OG0011295	DPOGS206357-PA	Bany_08722-RA
OG0011296	DPOGS210665-PA, DPOGS212798-PA	Bany_16123-RA
OG0011297	DPOGS210766-PA, DPOGS210767-PA	Bany_01010-RA
OG0011299	DPOGS206404-PA	Bany_04400-RA
OG0011301	DPOGS209500-PA	Bany_14349-RA
OG0011302	DPOGS204605-PA	Bany_16133-RA
OG0011303	DPOGS213874-PA	Bany_10674-RA
OG0011308	DPOGS203558-PA, DPOGS203930-PA, DPOGS205957-PA	Bany_01933-RA
OG0011309	DPOGS202649-PA	Bany_05262-RA
OG0011310	DPOGS203280-PA	Bany_15558-RA
OG0011311	DPOGS215234-PA	Bany_17022-RA
OG0011316	DPOGS205628-PA	Bany_06739-RA, Bany_05816-RA, Bany_00424-RA, Bany_08741-RA
OG0011317	DPOGS215169-PA	Bany_17028-RA
OG0011320	DPOGS208102-PA	Bany_16176-RA
OG0011321	DPOGS204669-PA	Bany_14386-RA
OG0011323	DPOGS201149-PA	Bany_08049-RA
OG0011324	DPOGS203124-PA	Bany_14979-RA
OG0011328	DPOGS203554-PA	Bany_01999-RA
OG0011329	DPOGS208527-PA	Bany_13181-RA
OG0011331	DPOGS202312-PA	Bany_09469-RA
OG0011334	DPOGS208525-PA	Bany_13186-RA
OG0011335	DPOGS203522-PA	Bany_02016-RA
OG0011336	DPOGS208513-PA	Bany_13191-RA
OG0011339	DPOGS202293-PA	Bany_09498-RA
OG0011341	DPOGS200088-PA	Bany_07295-RA
OG0011342	DPOGS203444-PA	Bany_01098-RA
OG0011344	DPOGS210792-PA	Bany_08102-RA
OG0011348	DPOGS201940-PA	Bany_13779-RA
OG0011349	DPOGS205174-PA	Bany_05351-RA
OG0011350	DPOGS213723-PA	Bany_13783-RA
OG0011352	DPOGS208451-PA	Bany_14456-RA
OG0011353	DPOGS206809-PA	Bany_07329-RA
OG0011354	DPOGS213762-PA	Bany_16630-RA
OG0011355	DPOGS202869-PA	Bany_13794-RA
OG0011357	DPOGS209963-PA	Bany_17539-RA
OG0011358	DPOGS214156-PA	Bany_03263-RA, Bany_04917-RA, Bany_15030-RA
OG0011359	DPOGS212125-PA	Bany_02862-RA
OG0011362	DPOGS213485-PA	Bany_02118-RA
OG0011363	DPOGS205375-PA	Bany_12814-RA
OG0011365	DPOGS201284-PA	Bany_03689-RA
OG0011366	DPOGS214725-PA	Bany_09553-RA
OG0011368	DPOGS201288-PA	Bany_03702-RA
OG0011369	DPOGS204821-PA, DPOGS204822-PA	Bany_15070-RA
OG0011370	DPOGS213089-PA	Bany_00293-RA, Bany_00294-RA
OG0011373	DPOGS210445-PA	Bany_11432-RA
OG0011375	DPOGS210432-PA	Bany_11449-RA
OG0011378	DPOGS206188-PA	Bany_17962-RA
OG0011379	DPOGS207342-PA	Bany_17234-RA
OG0011386	DPOGS211578-PA, DPOGS211577-PA	Bany_10887-RA
OG0011387	DPOGS201084-PA	Bany_15132-RA
OG0011388	DPOGS214487-PA	Bany_17605-RA
OG0011389	DPOGS201083-PA	Bany_15134-RA
OG0011390	DPOGS212056-PA	Bany_17255-RA
OG0011392	DPOGS204489-PA	Bany_00379-RA
OG0011394	DPOGS215851-PA	Bany_03837-RA
OG0011398	DPOGS201123-PA	Bany_02250-RA
OG0011399	DPOGS215849-PA	Bany_03839-RA
OG0011401	DPOGS206098-PA	Bany_03017-RA
OG0011402	DPOGS203749-PA	Bany_15742-RA
OG0011405	DPOGS201114-PA	Bany_02262-RA
OG0011406	DPOGS202612-PA	Bany_10922-RA
OG0011407	DPOGS209306-PA	Bany_02277-RA
OG0011408	DPOGS209307-PA	Bany_02278-RA
OG0011411	DPOGS200404-PA	Bany_14648-RA
OG0011412	DPOGS215561-PA	Bany_10272-RA
OG0011414	DPOGS203165-PA	Bany_15788-RA
OG0011415	DPOGS206541-PA	Bany_03878-RA
OG0011417	DPOGS208862-PA	Bany_12144-RA
OG0011418	DPOGS201638-PA	Bany_06997-RA
OG0011420	DPOGS203323-PA	Bany_07568-RA
OG0011421	DPOGS207588-PA	Bany_10301-RA
OG0011422	DPOGS214877-PA	Bany_17318-RA
OG0011423	DPOGS207557-PA	Bany_10308-RA
OG0011425	DPOGS206574-PA	Bany_02329-RA
OG0011426	DPOGS202695-PA	Bany_09744-RA
OG0011428	DPOGS203751-PA	Bany_04798-RA
OG0011429	DPOGS210760-PA	Bany_10960-RA
OG0011432	DPOGS212785-PA	Bany_01457-RA
OG0011433	DPOGS201803-PA	Bany_01461-RA
OG0011434	DPOGS207755-PA	Bany_09071-RA
OG0011435	DPOGS203713-PA	Bany_04829-RA
OG0011438	DPOGS208015-PA	Bany_15278-RA
OG0011439	DPOGS214251-PA	Bany_03970-RA
OG0011440	DPOGS207417-PA	Bany_16843-RA
OG0011441	DPOGS207823-PA	Bany_09106-RA
OG0011442	DPOGS202429-PA	Bany_07035-RA
OG0011443	DPOGS208913-PA	Bany_12234-RA
OG0011444	DPOGS213445-PA	Bany_08387-RA
OG0011446	DPOGS209062-PA	Bany_17369-RA
OG0011447	DPOGS208647-PA	Bany_00582-RA
OG0011449	DPOGS207238-PA	Bany_13489-RA, Bany_13488-RA
OG0011450	DPOGS207602-PA	Bany_10368-RA
OG0011451	DPOGS209051-PA	Bany_17385-RA
OG0011453	DPOGS213046-PA	Bany_03177-RA, Bany_03176-RA
OG0011454	DPOGS205760-PA	Bany_10376-RA, Bany_10377-RA
OG0011456	DPOGS207848-PA	Bany_09149-RA
OG0011457	DPOGS204286-PA	Bany_00631-RA
OG0011458	DPOGS207001-PA	Bany_01571-RA
OG0011459	DPOGS213309-PA	Bany_08435-RA
OG0011462	DPOGS205503-PA	Bany_07091-RA
OG0011465	DPOGS207015-PA	Bany_01609-RA
OG0011466	DPOGS200059-PA, DPOGS214462-PA	Bany_12326-RA
OG0011467	DPOGS213955-PA	Bany_00678-RA
OG0011469	DPOGS200193-PA	Bany_11064-RA
OG0011470	DPOGS203477-PA	Bany_13568-RA
OG0011471	DPOGS202791-PA	Bany_06452-RA
OG0011472	DPOGS202793-PA	Bany_06460-RA
OG0011473	DPOGS211612-PA	Bany_13581-RA
OG0011474	DPOGS208696-PA	Bany_00746-RA
OG0011475	DPOGS211037-PA, DPOGS211036-PA	Bany_16016-RA
OG0011476	DPOGS211467-PA	Bany_11102-RA
OG0011477	DPOGS208349-PA	Bany_07159-RA
OG0011478	DPOGS208350-PA	Bany_07160-RA
OG0011479	DPOGS202225-PA	Bany_04993-RA
OG0011480	DPOGS202080-PA	Bany_16022-RA
OG0011484	DPOGS211381-PA	Bany_10476-RA
OG0011485	DPOGS211386-PA	Bany_10484-RA
OG0011486	DPOGS201548-PA	Bany_05040-RA
OG0011487	DPOGS215048-PA	Bany_08582-RA
OG0011488	DPOGS212921-PA	Bany_02522-RA
OG0011489	DPOGS209080-PA	Bany_08594-RA
OG0011490	DPOGS203036-PA	Bany_07844-RA
OG0011491	DPOGS209372-PA	Bany_08615-RA
OG0011492	DPOGS201528-PA	Bany_05095-RA
OG0011494	DPOGS203303-PA	Bany_07914-RA
OG0011656	DPOGS209524-PA	Bany_09326-RA
OG0011661	DPOGS210399-PA	Bany_13026-RA
OG0011668	DPOGS201180-PA	Bany_08672-RA
OG0011670	DPOGS205104-PA	Bany_05896-RA
OG0011671	DPOGS211771-PA	Bany_11153-RA
OG0011672	DPOGS205544-PA	Bany_04339-RA
OG0011676	DPOGS208251-PA	Bany_03710-RA, Bany_10602-RA
OG0011677	DPOGS209879-PA	Bany_04347-RA, Bany_07430-RA
OG0011678	DPOGS207327-PA	Bany_16978-RA
OG0011679	DPOGS211767-PA	Bany_11164-RA
OG0011685	DPOGS211796-PA	Bany_11171-RA
OG0011686	DPOGS203141-PA	Bany_15513-RA
OG0011687	DPOGS210931-PA	Bany_03505-RA
OG0011688	DPOGS214750-PA	Bany_09365-RA
OG0011689	DPOGS210098-PA	Bany_09955-RA
OG0011690	DPOGS201242-PA	Bany_07681-RA, Bany_07219-RA, Bany_12028-RA
OG0011692	DPOGS205311-PA	Bany_14325-RA
OG0011701	DPOGS209620-PA	Bany_02686-RA
OG0011703	DPOGS210384-PA	Bany_13695-RA
OG0011705	DPOGS214977-PA	Bany_12555-RA
OG0011707	DPOGS201767-PA	Bany_01018-RA
OG0011709	DPOGS209239-PA	Bany_15542-RA
OG0011713	DPOGS206811-PA	Bany_07240-RA
OG0011714	DPOGS206167-PA	Bany_04410-RA
OG0011715	DPOGS203415-PA	Bany_15559-RA
OG0011718	DPOGS215315-PA	Bany_00099-RA
OG0011719	DPOGS207862-PA	Bany_15027-RA, Bany_14966-RA
OG0011720	DPOGS215168-PA	Bany_17027-RA
OG0011721	DPOGS209479-PA	Bany_14384-RA
OG0011722	DPOGS212898-PA	Bany_06642-RA
OG0011728	DPOGS205266-PA, DPOGS205265-PA	Bany_15584-RA
OG0011729	DPOGS206190-PA	Bany_17797-RA
OG0011730	DPOGS212007-PA	Bany_17504-RA
OG0011734	DPOGS203116-PA	Bany_14984-RA
OG0011736	DPOGS209432-PA	Bany_16202-RA
OG0011738	DPOGS208529-PA	Bany_13180-RA
OG0011741	DPOGS215743-PA	Bany_04482-RA
OG0011743	DPOGS203546-PA	Bany_02018-RA
