Orthogroup	Danaus_plexippus	Vanessa_tameamea
OG0009959	DPOGS206129-PA	XP_026498997.1
OG0009960	DPOGS207004-PA	XP_026488069.1
OG0009961	DPOGS207727-PA	XP_026499780.1
OG0009962	DPOGS207726-PA	XP_026499781.1
OG0009963	DPOGS213507-PA	XP_026499182.1
OG0009964	DPOGS203403-PA	XP_026500745.1
OG0009965	DPOGS206928-PA	XP_026488087.1
OG0009966	DPOGS200380-PA	XP_026488385.1
OG0009967	DPOGS211861-PA	XP_026491474.1
OG0009968	DPOGS213148-PA	XP_026484735.1
OG0009969	DPOGS208480-PA	XP_026501507.1
OG0009970	DPOGS213149-PA	XP_026484722.1
OG0009971	DPOGS201521-PA	XP_026497050.1
OG0009972	DPOGS203225-PA	XP_026496250.1
OG0009973	DPOGS206606-PA	XP_026493909.1
OG0009974	DPOGS211977-PA	XP_026491721.1
OG0009975	DPOGS207850-PA, DPOGS207851-PA	XP_026499786.1
OG0009976	DPOGS207020-PA	XP_026490733.1
OG0009977	DPOGS214692-PA	XP_026488241.1
OG0009978	DPOGS214774-PA	XP_026488240.1
OG0009979	DPOGS203290-PA	XP_026490364.1
OG0009981	DPOGS201409-PA	XP_026497055.1
OG0009982	DPOGS204507-PA	XP_026484855.1
OG0009983	DPOGS215778-PA	XP_026497862.1
OG0009984	DPOGS214280-PA	XP_026487515.1
OG0009985	DPOGS214687-PA	XP_026491685.1
OG0009986	DPOGS203811-PA	XP_026493735.1
OG0009987	DPOGS215613-PA	XP_026487871.1
OG0009988	DPOGS215802-PA	XP_026487902.1
OG0009989	DPOGS203672-PA	XP_026492707.1
OG0009990	DPOGS206834-PA	XP_026501311.1
OG0009991	DPOGS207186-PA	XP_026500284.1
OG0009992	DPOGS206784-PA	XP_026500274.1
OG0010017	DPOGS211475-PA	XP_026484258.1
OG0010018	DPOGS207219-PA	XP_026498768.1
OG0010019	DPOGS204986-PA	XP_026497444.1
OG0010021	DPOGS203537-PA	XP_026496903.1
OG0010022	DPOGS211527-PA	XP_026486758.1
OG0010023	DPOGS213194-PA	XP_026500982.1
OG0010024	DPOGS214698-PA	XP_026490983.1
OG0010028	DPOGS213500-PA	XP_026484164.1
OG0010029	DPOGS206366-PA	XP_026492125.1
OG0010032	DPOGS200465-PA	XP_026483426.1
OG0010034	DPOGS204975-PA	XP_026497355.1
OG0010037	DPOGS204978-PA	XP_026497437.1
OG0010038	DPOGS209290-PA	XP_026491244.1
OG0010039	DPOGS209294-PA	XP_026491045.1
OG0010041	DPOGS210394-PA	XP_026498892.1
OG0010042	DPOGS209136-PA	XP_026488517.1
OG0010046	DPOGS202962-PA	XP_026487068.1
OG0010047	DPOGS213383-PA	XP_026485233.1
OG0010050	DPOGS205545-PA	XP_026487061.1
OG0010051	DPOGS205494-PA	XP_026487062.1
OG0010054	DPOGS210330-PA	XP_026487232.1
OG0010058	DPOGS214413-PA	XP_026483340.1
OG0010061	DPOGS210845-PA	XP_026498975.1
OG0010062	DPOGS207364-PA	XP_026500135.1
OG0010063	DPOGS208689-PA	XP_026490487.1
OG0010065	DPOGS214747-PA	XP_026490970.1
OG0010066	DPOGS202682-PA, DPOGS202681-PA	XP_026491414.1
OG0010068	DPOGS202144-PA	XP_026493401.1
OG0010070	DPOGS204726-PA	XP_026489238.1
OG0010071	DPOGS204711-PA	XP_026487934.1
OG0010073	DPOGS208270-PA	XP_026485594.1
OG0010074	DPOGS208833-PA	XP_026501200.1
OG0010076	DPOGS208839-PA	XP_026501173.1
OG0010077	DPOGS215026-PA	XP_026486436.1
OG0010078	DPOGS209785-PA	XP_026496158.1
OG0010079	DPOGS210388-PA	XP_026487227.1
OG0010080	DPOGS201165-PA	XP_026488106.1
OG0010082	DPOGS208771-PA	XP_026501096.1
OG0010084	DPOGS214514-PA	XP_026496309.1
OG0010085	DPOGS200008-PA	XP_026488758.1
OG0010086	DPOGS216138-PA	XP_026501098.1
OG0010087	DPOGS214381-PA	XP_026495434.1
OG0010088	DPOGS205489-PA	XP_026492979.1
OG0010089	DPOGS205456-PA	XP_026492974.1
OG0010090	DPOGS214377-PA	XP_026495422.1
OG0010094	DPOGS206255-PA	XP_026493185.1
OG0010095	DPOGS203418-PA	XP_026496232.1
OG0010097	DPOGS201136-PA	XP_026488121.1
OG0010099	DPOGS209629-PA	XP_026489971.1
OG0010100	DPOGS205493-PA	XP_026492944.1
OG0010101	DPOGS202569-PA	XP_026492972.1
OG0010102	DPOGS215542-PA	XP_026498835.1
OG0010105	DPOGS201608-PA	XP_026499536.1
OG0010109	DPOGS208338-PA	XP_026494567.1
OG0010111	DPOGS216208-PA	XP_026486761.1
OG0010114	DPOGS204449-PA	XP_026497202.1
OG0010116	DPOGS209639-PA	XP_026489939.1
OG0010117	DPOGS210413-PA	XP_026494863.1
OG0010118	DPOGS213332-PA	XP_026497259.1
OG0010119	DPOGS205261-PA	XP_026496339.1
OG0010120	DPOGS215304-PA	XP_026501148.1
OG0010121	DPOGS204446-PA	XP_026497210.1
OG0010123	DPOGS200780-PA	XP_026499537.1
OG0010128	DPOGS216155-PA	XP_026490175.1
OG0010129	DPOGS215339-PA	XP_026501107.1
OG0010130	DPOGS207162-PA	XP_026500460.1
OG0010132	DPOGS204633-PA	XP_026497261.1
OG0010134	DPOGS215691-PA	XP_026486615.1
OG0010135	DPOGS206184-PA	XP_026492493.1
OG0010137	DPOGS203646-PA	XP_026501141.1
OG0010138	DPOGS204625-PA	XP_026499544.1
OG0010140	DPOGS209446-PA	XP_026501542.1
OG0010144	DPOGS204103-PA	XP_026498421.1
OG0010145	DPOGS203519-PA	XP_026497686.1
OG0010146	DPOGS203195-PA	XP_026483425.1
OG0010148	DPOGS208807-PA	XP_026484756.1
OG0010149	DPOGS202306-PA	XP_026494222.1
OG0010150	DPOGS210640-PA	XP_026484212.1
OG0010153	DPOGS204123-PA	XP_026489525.1
OG0010154	DPOGS209423-PA	XP_026489526.1
OG0010156	DPOGS203540-PA	XP_026497693.1
OG0010157	DPOGS206160-PA	XP_026500803.1
OG0010158	DPOGS203353-PA	XP_026498859.1
OG0010159	DPOGS206180-PA	XP_026500533.1
OG0010161	DPOGS210121-PA	XP_026490027.1
OG0010162	DPOGS202561-PA	XP_026490419.1
OG0010163	DPOGS210794-PA	XP_026487180.1
OG0010164	DPOGS200098-PA	XP_026500844.1
OG0010165	DPOGS210037-PA	XP_026490147.1
OG0010168	DPOGS206026-PA	XP_026500867.1
OG0010169	DPOGS209004-PA	XP_026496770.1
OG0010170	DPOGS205342-PA	XP_026498862.1
OG0010171	DPOGS212104-PA	XP_026494893.1
OG0010172	DPOGS212155-PA	XP_026494971.1
OG0010173	DPOGS212154-PA	XP_026494969.1
OG0010174	DPOGS209279-PA	XP_026501246.1
OG0010175	DPOGS207503-PA	XP_026492441.1
OG0010176	DPOGS210977-PA	XP_026485600.1
OG0010178	DPOGS211305-PA	XP_026494274.1
OG0010180	DPOGS200037-PA	XP_026483586.1
OG0010181	DPOGS200036-PA	XP_026483585.1
OG0010182	DPOGS207529-PA	XP_026491100.1
OG0010184	DPOGS207684-PA	XP_026500141.1
OG0010185	DPOGS207680-PA	XP_026500191.1
OG0010189	DPOGS213773-PA	XP_026490342.1
OG0010190	DPOGS203259-PA	XP_026486077.1
OG0010191	DPOGS212792-PA	XP_026490638.1
OG0010192	DPOGS205735-PA	XP_026487206.1
OG0010193	DPOGS208449-PA	XP_026495984.1
OG0010194	DPOGS205007-PA	XP_026497301.1
OG0010195	DPOGS215763-PA	XP_026497886.1
OG0010196	DPOGS207526-PA	XP_026493481.1
OG0010197	DPOGS200704-PA	XP_026492287.1
OG0010199	DPOGS205221-PA	XP_026489378.1
OG0010202	DPOGS207885-PA	XP_026494678.1
OG0010205	DPOGS202509-PA	XP_026493397.1
OG0010209	DPOGS207872-PA	XP_026494608.1
OG0010210	DPOGS207870-PA	XP_026493861.1
OG0010212	DPOGS207893-PA	XP_026493930.1
OG0010214	DPOGS216096-PA	XP_026491859.1
OG0010215	DPOGS205900-PA	XP_026488401.1
OG0010220	DPOGS203865-PA	XP_026483827.1
OG0010222	DPOGS205896-PA	XP_026488438.1
OG0010224	DPOGS215912-PA	XP_026485937.1
OG0010225	DPOGS213621-PA	XP_026499152.1
OG0010226	DPOGS213086-PA	XP_026484794.1
OG0010228	DPOGS201679-PA	XP_026492168.1
OG0010231	DPOGS215934-PA	XP_026493838.1
OG0010232	DPOGS203859-PA	XP_026483825.1
OG0010235	DPOGS203779-PA	XP_026497953.1
OG0010236	DPOGS210444-PA	XP_026490726.1
OG0010239	DPOGS204191-PA	XP_026500374.1
OG0010240	DPOGS203239-PA	XP_026488480.1
OG0010241	DPOGS213109-PA	XP_026484847.1
OG0010244	DPOGS213105-PA	XP_026484575.1
OG0010248	DPOGS201374-PA	XP_026498093.1, XP_026498102.1
OG0010249	DPOGS204918-PA	XP_026483152.1
OG0010251	DPOGS207787-PA	XP_026499669.1
OG0010252	DPOGS215480-PA	XP_026495852.1
OG0010253	DPOGS210949-PA	XP_026485631.1
OG0010254	DPOGS213883-PA	XP_026483154.1
OG0010255	DPOGS201185-PA	XP_026492238.1
OG0010258	DPOGS211862-PA	XP_026491476.1
OG0010260	DPOGS208092-PA	XP_026487086.1
OG0010262	DPOGS210433-PA	XP_026491662.1
OG0010264	DPOGS200251-PA	XP_026492466.1
OG0010265	DPOGS211851-PA	XP_026491803.1
OG0010267	DPOGS204378-PA	XP_026484414.1
OG0010268	DPOGS212472-PA	XP_026483818.1
OG0010270	DPOGS200660-PA	XP_026488640.1
OG0010274	DPOGS206186-PA	XP_026492460.1
OG0010275	DPOGS205405-PA	XP_026493234.1
OG0010277	DPOGS210421-PA	XP_026492068.1
OG0010278	DPOGS213588-PA	XP_026499082.1
OG0010280	DPOGS205399-PA	XP_026493534.1
OG0010281	DPOGS202812-PA	XP_026492041.1
OG0010282	DPOGS209866-PA	XP_026497658.1
OG0010283	DPOGS204387-PA	XP_026484429.1
OG0010284	DPOGS201755-PA	XP_026494759.1
OG0010287	DPOGS210484-PA	XP_026492132.1
OG0010289	DPOGS205394-PA	XP_026493517.1
OG0010290	DPOGS207332-PA	XP_026500177.1
OG0010291	DPOGS212075-PA	XP_026483680.1
OG0010292	DPOGS205414-PA	XP_026493498.1
OG0010294	DPOGS212059-PA	XP_026483714.1
OG0010295	DPOGS200922-PA	XP_026486272.1
OG0010296	DPOGS203052-PA	XP_026495289.1
OG0010297	DPOGS205422-PA	XP_026493181.1
OG0010298	DPOGS203043-PA	XP_026495291.1
OG0010299	DPOGS201785-PA	XP_026501297.1
OG0010301	DPOGS209180-PA	XP_026496404.1
OG0010302	DPOGS201666-PA	XP_026499736.1
OG0010303	DPOGS201360-PA	XP_026489524.1
OG0010304	DPOGS215983-PA	XP_026495640.1
OG0010306	DPOGS209176-PA	XP_026489825.1
OG0010307	DPOGS211227-PA	XP_026487623.1
OG0010308	DPOGS207949-PA	XP_026485785.1
OG0010309	DPOGS206057-PA	XP_026495122.1
OG0010310	DPOGS201078-PA	XP_026493116.1
OG0010311	DPOGS206279-PA	XP_026498737.1
OG0010313	DPOGS214037-PA	XP_026493983.1
OG0010314	DPOGS202007-PA	XP_026496961.1
OG0010315	DPOGS203998-PA	XP_026500857.1
OG0010316	DPOGS206069-PA	XP_026495086.1
OG0010318	DPOGS207374-PA	XP_026495586.1
OG0010322	DPOGS207381-PA	XP_026495688.1
OG0010323	DPOGS207376-PA	XP_026495708.1
OG0010324	DPOGS207616-PA	XP_026485356.1
OG0010325	DPOGS214953-PA	XP_026494379.1
OG0010327	DPOGS206077-PA	XP_026495125.1
OG0010328	DPOGS210488-PA	XP_026493746.1
OG0010329	DPOGS214951-PA	XP_026494342.1
OG0010330	DPOGS202017-PA	XP_026496936.1
OG0010331	DPOGS207968-PA	XP_026486352.1
OG0010332	DPOGS210521-PA	XP_026492295.1
OG0010333	DPOGS216026-PA	XP_026495960.1
OG0010334	DPOGS210493-PA	XP_026491202.1
OG0010335	DPOGS201718-PA	XP_026483808.1
OG0010337	DPOGS202059-PA	XP_026496873.1
OG0010338	DPOGS206092-PA	XP_026495104.1
OG0010340	DPOGS203223-PA	XP_026489776.1
OG0010342	DPOGS212722-PA	XP_026489079.1
OG0010343	DPOGS207314-PA	XP_026486928.1
OG0010344	DPOGS206086-PA	XP_026495118.1
OG0010345	DPOGS206699-PA	XP_026493984.1
OG0010348	DPOGS204470-PA	XP_026484304.1
OG0010349	DPOGS204344-PA	XP_026488498.1
OG0010352	DPOGS201688-PA	XP_026494517.1
OG0010353	DPOGS203931-PA	XP_026496605.1
OG0010356	DPOGS205446-PA	XP_026483254.1
OG0010357	DPOGS205066-PA	XP_026494823.1
OG0010361	DPOGS209328-PA	XP_026498140.1
OG0010363	DPOGS211252-PA	XP_026492368.1
OG0010364	DPOGS214054-PA	XP_026501022.1
OG0010366	DPOGS203819-PA	XP_026493745.1
OG0010367	DPOGS205087-PA	XP_026495253.1
OG0010368	DPOGS200616-PA	XP_026495616.1
OG0010369	DPOGS215093-PA	XP_026498170.1
OG0010370	DPOGS203871-PA, DPOGS209224-PA	XP_026484148.1
OG0010371	DPOGS202601-PA	XP_026485398.1
OG0010372	DPOGS211068-PA	XP_026484150.1
OG0010374	DPOGS214021-PA	XP_026495244.1
OG0010375	DPOGS202598-PA	XP_026485540.1
OG0010376	DPOGS208860-PA	XP_026497020.1
OG0010377	DPOGS206545-PA	XP_026487510.1
OG0010378	DPOGS206605-PA	XP_026493906.1
OG0010379	DPOGS204245-PA	XP_026485002.1
OG0010380	DPOGS206537-PA	XP_026487694.1
OG0010381	DPOGS206895-PA	XP_026501320.1
OG0010382	DPOGS200571-PA	XP_026498308.1
OG0010383	DPOGS206897-PA	XP_026501392.1
OG0010384	DPOGS201098-PA	XP_026498151.1
OG0010387	DPOGS206427-PA	XP_026488560.1
OG0010388	DPOGS205044-PA	XP_026494997.1
OG0010391	DPOGS200690-PA	XP_026495877.1
OG0010394	DPOGS203695-PA	XP_026493770.1
OG0010395	DPOGS207254-PA	XP_026486965.1
OG0010397	DPOGS211596-PA	XP_026485294.1
OG0010400	DPOGS204314-PA	XP_026485007.1
OG0010401	DPOGS214178-PA	XP_026487796.1
OG0010402	DPOGS202693-PA	XP_026494340.1
OG0010404	DPOGS202696-PA	XP_026494380.1
OG0010405	DPOGS214174-PA	XP_026487799.1
OG0010406	DPOGS214317-PA	XP_026495451.1
OG0010407	DPOGS214839-PA	XP_026497378.1
OG0010408	DPOGS207297-PA	XP_026486806.1
OG0010410	DPOGS214375-PA	XP_026495445.1
OG0010411	DPOGS207295-PA	XP_026486975.1
OG0010412	DPOGS203707-PA	XP_026493716.1
OG0010413	DPOGS206137-PA	XP_026499575.1
OG0010416	DPOGS209737-PA	XP_026495615.1
OG0010417	DPOGS207807-PA	XP_026499715.1
OG0010418	DPOGS201645-PA	XP_026484017.1
OG0010419	DPOGS213025-PA	XP_026495273.1
OG0010420	DPOGS214352-PA	XP_026495441.1
OG0010421	DPOGS206039-PA	XP_026499597.1
OG0010422	DPOGS213029-PA	XP_026494958.1
OG0010423	DPOGS214338-PA	XP_026495402.1
OG0010424	DPOGS206036-PA, DPOGS206037-PA	XP_026499608.1
OG0010427	DPOGS208047-PA	XP_026493559.1
OG0010430	DPOGS208051-PA	XP_026493301.1
OG0010431	DPOGS212284-PA	XP_026498645.1
OG0010432	DPOGS208055-PA	XP_026493104.1
OG0010433	DPOGS203787-PA	XP_026487861.1
OG0010434	DPOGS206991-PA	XP_026489049.1
OG0010435	DPOGS202896-PA	XP_026496508.1
OG0010436	DPOGS209541-PA	XP_026493382.1
OG0010437	DPOGS207822-PA	XP_026499688.1
OG0010438	DPOGS207272-PA	XP_026486903.1
OG0010439	DPOGS207284-PA	XP_026486897.1
OG0010441	DPOGS207282-PA	XP_026486898.1
OG0010442	DPOGS207731-PA	XP_026499817.1
OG0010443	DPOGS207278-PA	XP_026486877.1
OG0010444	DPOGS213039-PA	XP_026494809.1
OG0010446	DPOGS209555-PA	XP_026493333.1
OG0010448	DPOGS206052-PA	XP_026499945.1
OG0010449	DPOGS207735-PA	XP_026498529.1
OG0010450	DPOGS204845-PA	XP_026486876.1
OG0010451	DPOGS205134-PA	XP_026483906.1
OG0010452	DPOGS207828-PA	XP_026499815.1
OG0010454	DPOGS212989-PA	XP_026494954.1
OG0010455	DPOGS207732-PA	XP_026499822.1
OG0010457	DPOGS201034-PA	XP_026495496.1
OG0010458	DPOGS211642-PA	XP_026499116.1
OG0010459	DPOGS211637-PA	XP_026499219.1
OG0010460	DPOGS211634-PA	XP_026499203.1
OG0010461	DPOGS209046-PA	XP_026483186.1
OG0010462	DPOGS213836-PA	XP_026498575.1
OG0010463	DPOGS203976-PA	XP_026499255.1
OG0010464	DPOGS212872-PA	XP_026498906.1
OG0010467	DPOGS205968-PA	XP_026501253.1
OG0010468	DPOGS200032-PA	XP_026493145.1
OG0010470	DPOGS205996-PA	XP_026501260.1
OG0010471	DPOGS213830-PA	XP_026498567.1
OG0010472	DPOGS205720-PA	XP_026497732.1
OG0010473	DPOGS204881-PA	XP_026500036.1
OG0010474	DPOGS208892-PA	XP_026492817.1
OG0010477	DPOGS204879-PA	XP_026486893.1
OG0010479	DPOGS210749-PA	XP_026485619.1
OG0010480	DPOGS207854-PA	XP_026499791.1
OG0010482	DPOGS213843-PA	XP_026488513.1
OG0010483	DPOGS201469-PA	XP_026496588.1
OG0010486	DPOGS202107-PA	XP_026494931.1
OG0010487	DPOGS209942-PA	XP_026501059.1
OG0010488	DPOGS204281-PA	XP_026484536.1
OG0010489	DPOGS205967-PA	XP_026488021.1
OG0010490	DPOGS207658-PA	XP_026484329.1
OG0010491	DPOGS210717-PA	XP_026485328.1
OG0010492	DPOGS215415-PA	XP_026493287.1
OG0010493	DPOGS211418-PA, DPOGS211417-PA	XP_026486293.1
OG0010494	DPOGS203504-PA	XP_026483311.1
OG0010495	DPOGS210723-PA	XP_026493015.1
OG0010498	DPOGS205828-PA	XP_026485853.1
OG0010499	DPOGS203495-PA	XP_026490283.1
OG0010500	DPOGS207923-PA	XP_026501752.1
OG0010501	DPOGS202885-PA	XP_026496464.1
OG0010502	DPOGS200303-PA	XP_026490829.1
OG0010504	DPOGS202887-PA	XP_026496463.1
OG0010505	DPOGS202809-PA	XP_026489487.1
OG0010507	DPOGS215373-PA	XP_026493446.1
OG0010508	DPOGS203480-PA	XP_026500026.1
OG0010512	DPOGS201949-PA	XP_026501756.1
OG0010513	DPOGS210614-PA	XP_026492660.1
OG0010514	DPOGS213929-PA	XP_026487987.1
OG0010515	DPOGS207300-PA	XP_026491695.1
OG0010516	DPOGS211603-PA	XP_026490293.1
OG0010517	DPOGS211617-PA	XP_026490270.1
OG0010518	DPOGS208357-PA	XP_026501734.1
OG0010519	DPOGS208310-PA	XP_026493001.1
OG0010521	DPOGS200719-PA	XP_026491058.1
OG0010523	DPOGS200364-PA	XP_026490806.1
OG0010524	DPOGS205927-PA	XP_026501583.1
OG0010525	DPOGS202849-PA	XP_026486449.1
OG0010528	DPOGS207089-PA	XP_026498383.1
OG0010529	DPOGS207090-PA	XP_026498382.1
OG0010530	DPOGS205947-PA	XP_026501630.1
OG0010532	DPOGS202994-PA	XP_026500643.1
OG0010534	DPOGS205937-PA	XP_026501540.1
OG0010536	DPOGS205942-PA	XP_026501552.1
OG0010537	DPOGS205699-PA	XP_026487215.1
OG0010538	DPOGS206851-PA	XP_026487114.1
OG0010539	DPOGS211378-PA	XP_026486151.1
OG0010540	DPOGS207096-PA	XP_026487128.1
OG0010541	DPOGS205693-PA	XP_026483226.1
OG0010542	DPOGS202212-PA	XP_026493699.1
OG0010543	DPOGS206846-PA	XP_026487117.1
OG0010545	DPOGS201911-PA	XP_026490515.1, XP_026490516.1
OG0010546	DPOGS211428-PA	XP_026485981.1
OG0010547	DPOGS205835-PA	XP_026486143.1
OG0010548	DPOGS206731-PA	XP_026501549.1
OG0010549	DPOGS215056-PA	XP_026488126.1
OG0010550	DPOGS206719-PA	XP_026501553.1
OG0010551	DPOGS206720-PA	XP_026501548.1
OG0010552	DPOGS212420-PA	XP_026501453.1
OG0010553	DPOGS202441-PA	XP_026485978.1
OG0010554	DPOGS201413-PA	XP_026497065.1
OG0010555	DPOGS202156-PA	XP_026484518.1
OG0010556	DPOGS212413-PA	XP_026501582.1
OG0010559	DPOGS211718-PA	XP_026491968.1
OG0010560	DPOGS206824-PA	XP_026501324.1
OG0010561	DPOGS209371-PA	XP_026497969.1
OG0010562	DPOGS201881-PA	XP_026490531.1
OG0010563	DPOGS205844-PA	XP_026485979.1
OG0010564	DPOGS209360-PA	XP_026486638.1
OG0010565	DPOGS206828-PA	XP_026501378.1
OG0010566	DPOGS201854-PA	XP_026490493.1
OG0010567	DPOGS201871-PA	XP_026490539.1
OG0010568	DPOGS205659-PA	XP_026491539.1
OG0010569	DPOGS205657-PA	XP_026491542.1
OG0010571	DPOGS200162-PA	XP_026501645.1
OG0010575	DPOGS203295-PA	XP_026490403.1
OG0010577	DPOGS208008-PA, DPOGS204374-PA	XP_026498209.1, XP_026499480.1
OG0010582	DPOGS213285-PA, DPOGS200518-PA	XP_026490677.1
OG0010587	DPOGS203426-PA	XP_026492272.1
OG0010588	DPOGS216088-PA	XP_026485185.1
OG0010589	DPOGS210599-PA	XP_026500055.1
OG0010590	DPOGS200428-PA	XP_026495591.1
OG0010591	DPOGS203866-PA	XP_026484145.1
OG0010592	DPOGS205075-PA	XP_026495199.1
OG0010593	DPOGS212539-PA	XP_026484065.1
OG0010596	DPOGS210393-PA	XP_026498024.1
OG0010597	DPOGS205077-PA	XP_026495221.1
OG0010598	DPOGS207285-PA	XP_026486777.1
OG0010599	DPOGS206727-PA	XP_026501559.1
OG0010600	DPOGS203006-PA	XP_026500678.1
OG0010601	DPOGS213364-PA	XP_026485259.1
OG0010602	DPOGS201372-PA	XP_026497707.1
OG0010603	DPOGS208711-PA	XP_026484697.1
OG0010604	DPOGS213361-PA	XP_026485237.1
OG0010605	DPOGS209165-PA	XP_026489785.1
OG0010608	DPOGS204754-PA	XP_026501426.1
OG0010609	DPOGS201007-PA	XP_026487984.1
OG0010610	DPOGS207664-PA	XP_026483636.1
OG0010611	DPOGS214196-PA	XP_026487793.1
OG0010612	DPOGS216055-PA	XP_026495656.1
OG0010613	DPOGS211543-PA	XP_026490165.1
OG0010614	DPOGS206579-PA	XP_026488823.1
OG0010615	DPOGS208146-PA	XP_026496934.1
OG0010616	DPOGS200934-PA	XP_026485889.1
OG0010617	DPOGS215081-PA	XP_026498168.1
OG0010618	DPOGS213771-PA	XP_026490324.1
OG0010619	DPOGS205963-PA	XP_026485402.1
OG0010620	DPOGS212620-PA	XP_026485507.1
OG0010621	DPOGS206426-PA	XP_026488546.1
OG0010622	DPOGS205639-PA	XP_026491520.1
OG0010623	DPOGS206099-PA	XP_026495088.1
OG0010624	DPOGS201602-PA	XP_026500940.1
OG0010625	DPOGS213867-PA	XP_026489992.1
OG0010626	DPOGS210920-PA	XP_026489292.1
OG0010627	DPOGS202740-PA	XP_026492217.1
OG0010628	DPOGS213866-PA	XP_026489924.1
OG0010629	DPOGS202741-PA	XP_026492223.1
OG0010630	DPOGS201253-PA, DPOGS215591-PA	XP_026490702.1
OG0010631	DPOGS209817-PA	XP_026484270.1
OG0010632	DPOGS201929-PA	XP_026500086.1
OG0010633	DPOGS200082-PA	XP_026500587.1
OG0010634	DPOGS208662-PA	XP_026484952.1
OG0010635	DPOGS213488-PA	XP_026499362.1
OG0010637	DPOGS205990-PA	XP_026501266.1
OG0010638	DPOGS205930-PA	XP_026501485.1
OG0010640	DPOGS213469-PA	XP_026499414.1
OG0010641	DPOGS213087-PA	XP_026484845.1
OG0010642	DPOGS212940-PA	XP_026494136.1
OG0010643	DPOGS215818-PA	XP_026487700.1
OG0010644	DPOGS204431-PA	XP_026484526.1
OG0010645	DPOGS205391-PA	XP_026493172.1
OG0010646	DPOGS201319-PA	XP_026487666.1
OG0010648	DPOGS213692-PA	XP_026497553.1
OG0010649	DPOGS209989-PA	XP_026501797.1
OG0010650	DPOGS211419-PA	XP_026486290.1
OG0010651	DPOGS209743-PA	XP_026495929.1
OG0010652	DPOGS204251-PA	XP_026484888.1
OG0010653	DPOGS201694-PA	XP_026500421.1
OG0010654	DPOGS201673-PA	XP_026499732.1
OG0010655	DPOGS202273-PA	XP_026494299.1
OG0010656	DPOGS205662-PA	XP_026491184.1
OG0010657	DPOGS207445-PA	XP_026491277.1
OG0010658	DPOGS213592-PA	XP_026499296.1
OG0010659	DPOGS210477-PA	XP_026492042.1
OG0010660	DPOGS207933-PA	XP_026485902.1
OG0010663	DPOGS211491-PA	XP_026498356.1
OG0010665	DPOGS209149-PA	XP_026496435.1
OG0010666	DPOGS212158-PA	XP_026494831.1
OG0010667	DPOGS202626-PA	XP_026485560.1
OG0010668	DPOGS204153-PA	XP_026500946.1
OG0010669	DPOGS203389-PA	XP_026500564.1
OG0010670	DPOGS211354-PA	XP_026494603.1
OG0010671	DPOGS204735-PA	XP_026491044.1
OG0010672	DPOGS209143-PA	XP_026496252.1
OG0010673	DPOGS214642-PA	XP_026489652.1
OG0010674	DPOGS200593-PA	XP_026488656.1
OG0010675	DPOGS200592-PA	XP_026488655.1
OG0010676	DPOGS207980-PA	XP_026486348.1
OG0010677	DPOGS202976-PA	XP_026500674.1
OG0010678	DPOGS201281-PA	XP_026487720.1
OG0010679	DPOGS200183-PA	XP_026501462.1
OG0010680	DPOGS207259-PA	XP_026486981.1
OG0010681	DPOGS212168-PA	XP_026494819.1
OG0010682	DPOGS208539-PA	XP_026483175.1
OG0010683	DPOGS200282-PA	XP_026490815.1
OG0010684	DPOGS202054-PA	XP_026496817.1
OG0010685	DPOGS214235-PA, DPOGS214234-PA	XP_026487467.1
OG0010686	DPOGS203398-PA	XP_026500641.1
OG0010688	DPOGS211868-PA	XP_026491385.1
OG0010689	DPOGS211804-PA	XP_026488778.1
OG0010690	DPOGS207832-PA	XP_026499820.1
OG0010691	DPOGS211954-PA	XP_026491407.1
OG0010692	DPOGS207003-PA	XP_026488066.1
OG0010693	DPOGS214141-PA	XP_026487817.1
OG0010694	DPOGS203986-PA	XP_026500836.1
OG0010695	DPOGS206607-PA	XP_026493892.1
OG0010696	DPOGS206035-PA	XP_026499620.1
OG0010697	DPOGS214693-PA	XP_026488220.1
OG0010698	DPOGS208570-PA	XP_026492397.1
OG0010699	DPOGS211028-PA	XP_026485362.1
OG0010700	DPOGS204506-PA	XP_026484856.1
OG0010701	DPOGS215782-PA	XP_026497854.1
OG0010702	DPOGS215631-PA	XP_026497879.1
OG0010703	DPOGS214282-PA	XP_026487521.1
OG0010704	DPOGS203812-PA	XP_026493736.1
OG0010705	DPOGS207055-PA	XP_026488902.1
OG0010706	DPOGS207064-PA	XP_026488898.1
OG0010707	DPOGS214080-PA	XP_026492210.1
OG0010708	DPOGS203644-PA	XP_026501093.1
OG0010709	DPOGS206796-PA	XP_026499309.1
OG0010751	DPOGS213868-PA	XP_026489955.1
OG0010752	DPOGS210349-PA	XP_026487295.1
OG0010754	DPOGS211484-PA	XP_026484233.1
OG0010756	DPOGS201955-PA	XP_026483506.1
OG0010759	DPOGS203530-PA	XP_026489323.1
OG0010764	DPOGS212486-PA	XP_026497425.1
OG0010765	DPOGS211785-PA	XP_026493343.1
OG0010769	DPOGS210143-PA	XP_026489285.1
OG0010771	DPOGS205120-PA	XP_026500917.1
OG0010776	DPOGS211792-PA	XP_026492633.1
OG0010786	DPOGS204727-PA	XP_026487939.1
OG0010788	DPOGS213984-PA	XP_026487963.1
OG0010790	DPOGS210382-PA	XP_026487284.1
OG0010791	DPOGS214307-PA	XP_026490662.1
