Orthogroup	Danaus_plexippus	Pararge_aegeria
OG0009439	DPOGS211635-PA	XP_039755659.1
OG0009441	DPOGS211648-PA	XP_039755595.1
OG0009443	DPOGS209048-PA	XP_039760002.1
OG0009444	DPOGS204249-PA	XP_039765783.1
OG0009445	DPOGS214228-PA	XP_039765139.1
OG0009446	DPOGS211649-PA	XP_039755792.1
OG0009447	DPOGS211650-PA	XP_039755575.1
OG0009448	DPOGS208957-PA	XP_039749702.1
OG0009450	DPOGS213044-PA	XP_039747360.1
OG0009451	DPOGS201026-PA	XP_039756295.1
OG0009452	DPOGS214227-PA	XP_039765168.1
OG0009453	DPOGS200030-PA	XP_039758265.1
OG0009454	DPOGS213837-PA	XP_039754983.1
OG0009455	DPOGS213263-PA	XP_039748237.1
OG0009456	DPOGS209044-PA	XP_039760317.1
OG0009457	DPOGS204255-PA	XP_039765574.1
OG0009458	DPOGS213262-PA	XP_039747972.1
OG0009459	DPOGS214771-PA	XP_039754167.1
OG0009460	DPOGS205991-PA	XP_039748307.1
OG0009461	DPOGS205992-PA	XP_039748466.1
OG0009462	DPOGS206987-PA	XP_039752346.1
OG0009463	DPOGS212868-PA	XP_039757434.1
OG0009465	DPOGS209898-PA	XP_039759614.1
OG0009466	DPOGS205878-PA	XP_039761612.1
OG0009468	DPOGS209894-PA	XP_039759538.1
OG0009469	DPOGS202114-PA	XP_039746494.1
OG0009470	DPOGS214253-PA	XP_039764772.1
OG0009471	DPOGS209900-PA	XP_039759651.1
OG0009472	DPOGS213829-PA	XP_039754792.1
OG0009474	DPOGS214255-PA	XP_039764969.1
OG0009475	DPOGS213840-PA	XP_039754676.1
OG0009477	DPOGS209903-PA	XP_039759068.1
OG0009478	DPOGS209889-PA	XP_039759067.1
OG0009479	DPOGS202115-PA	XP_039747450.1
OG0009480	DPOGS211920-PA	XP_039746124.1
OG0009482	DPOGS200988-PA	XP_039755995.1
OG0009483	DPOGS211917-PA	XP_039745607.1
OG0009484	DPOGS204893-PA	XP_039755831.1, XP_039755829.1
OG0009485	DPOGS200990-PA	XP_039756025.1
OG0009486	DPOGS202110-PA	XP_039747094.1
OG0009487	DPOGS202116-PA	XP_039746575.1
OG0009488	DPOGS208942-PA	XP_039749464.1
OG0009489	DPOGS205758-PA	XP_039749069.1
OG0009492	DPOGS212856-PA	XP_039757476.1
OG0009493	DPOGS212823-PA	XP_039757475.1
OG0009494	DPOGS214262-PA	XP_039762803.1
OG0009495	DPOGS208941-PA	XP_039749644.1
OG0009496	DPOGS200992-PA	XP_039756312.1
OG0009497	DPOGS204868-PA	XP_039755686.1
OG0009498	DPOGS214263-PA	XP_039764544.1
OG0009499	DPOGS210701-PA, DPOGS210699-PA	XP_039750974.1
OG0009500	DPOGS213825-PA	XP_039754815.1
OG0009502	DPOGS201011-PA	XP_039756344.1
OG0009503	DPOGS210704-PA	XP_039750370.1
OG0009504	DPOGS200994-PA	XP_039756246.1
OG0009505	DPOGS212848-PA	XP_039757694.1
OG0009506	DPOGS212847-PA	XP_039757939.1
OG0009507	DPOGS205543-PA	XP_039761754.1
OG0009508	DPOGS214266-PA	XP_039764749.1
OG0009509	DPOGS208923-PA	XP_039749642.1
OG0009510	DPOGS214268-PA	XP_039764899.1
OG0009511	DPOGS214117-PA	XP_039764898.1
OG0009512	DPOGS205498-PA	XP_039761665.1
OG0009513	DPOGS202119-PA	XP_039747025.1
OG0009514	DPOGS202108-PA	XP_039747026.1
OG0009515	DPOGS202121-PA	XP_039746922.1
OG0009516	DPOGS205537-PA	XP_039761410.1
OG0009517	DPOGS202106-PA	XP_039746919.1
OG0009518	DPOGS208935-PA	XP_039749483.1
OG0009519	DPOGS213506-PA	XP_039755505.1
OG0009520	DPOGS213626-PA	XP_039755692.1
OG0009521	DPOGS215381-PA	XP_039758237.1
OG0009522	DPOGS211403-PA	XP_039748917.1
OG0009523	DPOGS210711-PA	XP_039750971.1
OG0009524	DPOGS210742-PA	XP_039750398.1
OG0009525	DPOGS210712-PA	XP_039750397.1
OG0009526	DPOGS208934-PA	XP_039749370.1
OG0009527	DPOGS212556-PA	XP_039764041.1
OG0009528	DPOGS209946-PA	XP_039754713.1
OG0009529	DPOGS212329-PA	XP_039755730.1
OG0009530	DPOGS209947-PA	XP_039755082.1
OG0009531	DPOGS202123-PA	XP_039747366.1
OG0009532	DPOGS210714-PA	XP_039750940.1
OG0009533	DPOGS202103-PA	XP_039746961.1
OG0009534	DPOGS212327-PA	XP_039755337.1
OG0009535	DPOGS202124-PA	XP_039746927.1
OG0009536	DPOGS207005-PA	XP_039752200.1
OG0009537	DPOGS201922-PA	XP_039760668.1
OG0009538	DPOGS209976-PA	XP_039754888.1
OG0009539	DPOGS200312-PA	XP_039754272.1
OG0009540	DPOGS206931-PA	XP_039752737.1
OG0009541	DPOGS209980-PA	XP_039754606.1
OG0009542	DPOGS207009-PA	XP_039752406.1
OG0009543	DPOGS207663-PA	XP_039751396.1
OG0009544	DPOGS207701-PA	XP_039752999.1
OG0009545	DPOGS214279-PA	XP_039764600.1
OG0009546	DPOGS207698-PA	XP_039753734.1
OG0009547	DPOGS205506-PA	XP_039761771.1
OG0009548	DPOGS211415-PA	XP_039749244.1
OG0009549	DPOGS206926-PA	XP_039752188.1
OG0009550	DPOGS214108-PA	XP_039764605.1
OG0009551	DPOGS214283-PA	XP_039764601.1
OG0009552	DPOGS211416-PA	XP_039748911.1
OG0009554	DPOGS212558-PA	XP_039763705.1
OG0009555	DPOGS209983-PA	XP_039754957.1
OG0009556	DPOGS209949-PA	XP_039755155.1
OG0009557	DPOGS209984-PA	XP_039755104.1
OG0009558	DPOGS200321-PA	XP_039753800.1
OG0009559	DPOGS211421-PA	XP_039749248.1
OG0009560	DPOGS215416-PA	XP_039758634.1
OG0009561	DPOGS200053-PA	XP_039749954.1
OG0009562	DPOGS209974-PA	XP_039754747.1
OG0009564	DPOGS202358-PA	XP_039760521.1
OG0009565	DPOGS214105-PA	XP_039764220.1
OG0009566	DPOGS209973-PA	XP_039754994.1
OG0009567	DPOGS209956-PA	XP_039754769.1
OG0009568	DPOGS202099-PA	XP_039746587.1
OG0009569	DPOGS209972-PA	XP_039754624.1
OG0009570	DPOGS205529-PA	XP_039761799.1
OG0009571	DPOGS202126-PA	XP_039746583.1
OG0009572	DPOGS209957-PA	XP_039754764.1
OG0009573	DPOGS209971-PA	XP_039754851.1
OG0009574	DPOGS215420-PA	XP_039758562.1
OG0009576	DPOGS202357-PA	XP_039746753.1
OG0009577	DPOGS202805-PA	XP_039751384.1
OG0009578	DPOGS200306-PA	XP_039753980.1
OG0009579	DPOGS200818-PA	XP_039753304.1
OG0009580	DPOGS205517-PA	XP_039761659.1
OG0009581	DPOGS209959-PA	XP_039755145.1
OG0009582	DPOGS209968-PA	XP_039759968.1
OG0009584	DPOGS205848-PA	XP_039748835.1
OG0009585	DPOGS202093-PA	XP_039746679.1
OG0009586	DPOGS212561-PA	XP_039763509.1
OG0009587	DPOGS202881-PA	XP_039759234.1
OG0009588	DPOGS205851-PA	XP_039748806.1
OG0009589	DPOGS210298-PA	XP_039745218.1
OG0009590	DPOGS214098-PA	XP_039763784.1
OG0009591	DPOGS200873-PA	XP_039753185.1
OG0009592	DPOGS200648-PA	XP_039755088.1
OG0009593	DPOGS206918-PA	XP_039751800.1
OG0009594	DPOGS200182-PA	XP_039747473.1
OG0009595	DPOGS200591-PA	XP_039754641.1
OG0009596	DPOGS200645-PA	XP_039754840.1
OG0009597	DPOGS200594-PA	XP_039754838.1
OG0009598	DPOGS200644-PA	XP_039755162.1
OG0009599	DPOGS200595-PA	XP_039755190.1
OG0009600	DPOGS200825-PA	XP_039753207.1
OG0009601	DPOGS200180-PA	XP_039747326.1
OG0009603	DPOGS206957-PA	XP_039752682.1
OG0009604	DPOGS214290-PA	XP_039764893.1
OG0009606	DPOGS206964-PA	XP_039752153.1
OG0009607	DPOGS208725-PA	XP_039765588.1
OG0009608	DPOGS208714-PA	XP_039765587.1
OG0009609	DPOGS202835-PA	XP_039751270.1
OG0009610	DPOGS208712-PA	XP_039745281.1
OG0009611	DPOGS208730-PA	XP_039765619.1
OG0009612	DPOGS212382-PA	XP_039755735.1
OG0009613	DPOGS215274-PA	XP_039756701.1
OG0009614	DPOGS214088-PA	XP_039764516.1
OG0009615	DPOGS200832-PA	XP_039753193.1
OG0009616	DPOGS200343-PA	XP_039754463.1
OG0009617	DPOGS211605-PA	XP_039757110.1
OG0009618	DPOGS209929-PA	XP_039749079.1
OG0009620	DPOGS210597-PA	XP_039761388.1
OG0009621	DPOGS209931-PA	XP_039748617.1
OG0009622	DPOGS200174-PA	XP_039746996.1
OG0009623	DPOGS210616-PA	XP_039758613.1
OG0009624	DPOGS208315-PA	XP_039750754.1
OG0009625	DPOGS208733-PA	XP_039765772.1
OG0009626	DPOGS200286-PA	XP_039754409.1
OG0009627	DPOGS200355-PA	XP_039753958.1
OG0009628	DPOGS207691-PA	XP_039761530.1
OG0009629	DPOGS200836-PA	XP_039753009.1
OG0009631	DPOGS211615-PA	XP_039757189.1
OG0009632	DPOGS211616-PA	XP_039757255.1
OG0009633	DPOGS208314-PA	XP_039750600.1
OG0009634	DPOGS200746-PA	XP_039746408.1
OG0009635	DPOGS212336-PA	XP_039755645.1
OG0009636	DPOGS206863-PA	XP_039752324.1
OG0009637	DPOGS200656-PA, DPOGS200804-PA	XP_039754362.1, XP_039754930.1
OG0009638	DPOGS210621-PA	XP_039761185.1
OG0009639	DPOGS208743-PA	XP_039745515.1
OG0009640	DPOGS202977-PA	XP_039763308.1
OG0009641	DPOGS212376-PA	XP_039755534.1
OG0009642	DPOGS202186-PA	XP_039756508.1
OG0009643	DPOGS209933-PA	XP_039749253.1
OG0009644	DPOGS212342-PA	XP_039755633.1
OG0009645	DPOGS202234-PA	XP_039758130.1
OG0009647	DPOGS208161-PA, DPOGS208160-PA	XP_039761763.1
OG0009648	DPOGS202844-PA	XP_039751205.1
OG0009649	DPOGS200738-PA	XP_039746238.1
OG0009650	DPOGS200283-PA	XP_039754061.1
OG0009651	DPOGS204762-PA	XP_039746520.1
OG0009653	DPOGS200727-PA	XP_039745893.1
OG0009656	DPOGS200850-PA	XP_039753288.1
OG0009657	DPOGS202347-PA	XP_039750569.1
OG0009658	DPOGS205956-PA	XP_039746743.1
OG0009659	DPOGS202773-PA	XP_039751239.1
OG0009660	DPOGS205955-PA	XP_039746526.1
OG0009661	DPOGS202848-PA	XP_039751554.1
OG0009662	DPOGS207088-PA	XP_039751758.1
OG0009663	DPOGS205929-PA	XP_039747199.1
OG0009664	DPOGS202190-PA	XP_039753859.1
OG0009665	DPOGS208153-PA	XP_039745836.1
OG0009666	DPOGS205952-PA	XP_039747153.1
OG0009667	DPOGS205950-PA	XP_039747169.1
OG0009668	DPOGS211468-PA	XP_039750211.1
OG0009669	DPOGS215065-PA	XP_039754057.1
OG0009670	DPOGS212348-PA	XP_039755568.1
OG0009671	DPOGS207091-PA	XP_039752365.1
OG0009672	DPOGS205933-PA	XP_039747243.1
OG0009674	DPOGS206856-PA	XP_039752252.1
OG0009675	DPOGS202995-PA	XP_039763827.1
OG0009676	DPOGS205935-PA	XP_039747183.1
OG0009677	DPOGS205936-PA	XP_039746926.1
OG0009678	DPOGS205945-PA	XP_039747202.1
OG0009679	DPOGS205944-PA	XP_039747022.1
OG0009680	DPOGS212353-PA	XP_039755779.1
OG0009681	DPOGS206852-PA	XP_039751934.1
OG0009682	DPOGS211832-PA	XP_039764808.1
OG0009683	DPOGS205700-PA	XP_039753238.1
OG0009684	DPOGS202219-PA	XP_039761502.1
OG0009685	DPOGS210215-PA	XP_039750010.1
OG0009687	DPOGS203016-PA	XP_039764198.1
OG0009688	DPOGS205707-PA	XP_039753520.1
OG0009690	DPOGS211382-PA	XP_039749258.1
OG0009691	DPOGS210245-PA	XP_039749800.1
OG0009692	DPOGS207098-PA	XP_039752761.1
OG0009693	DPOGS205620-PA	XP_039745630.1
OG0009694	DPOGS211389-PA	XP_039748619.1
OG0009695	DPOGS202866-PA	XP_039751454.1
OG0009696	DPOGS206844-PA	XP_039752767.1
OG0009698	DPOGS210220-PA	XP_039750184.1
OG0009699	DPOGS205837-PA	XP_039749262.1
OG0009700	DPOGS201833-PA	XP_039763055.1
OG0009702	DPOGS212908-PA	XP_039749958.1
OG0009703	DPOGS206729-PA	XP_039746736.1
OG0009704	DPOGS202980-PA	XP_039763109.1
OG0009705	DPOGS206839-PA	XP_039751884.1
OG0009706	DPOGS203032-PA	XP_039763661.1
OG0009707	DPOGS206726-PA	XP_039746812.1
OG0009708	DPOGS201905-PA	XP_039764663.1
OG0009709	DPOGS203368-PA	XP_039763764.1
OG0009710	DPOGS206725-PA, DPOGS212423-PA	XP_039747191.1
OG0009712	DPOGS207141-PA	XP_039751831.1
OG0009713	DPOGS212425-PA	XP_039746925.1
OG0009714	DPOGS202467-PA	XP_039748645.1
OG0009715	DPOGS201835-PA	XP_039764533.1
OG0009716	DPOGS212419-PA	XP_039746567.1
OG0009717	DPOGS201901-PA	XP_039764693.1
OG0009718	DPOGS201836-PA	XP_039765269.1
OG0009719	DPOGS202975-PA	XP_039764173.1
OG0009720	DPOGS207138-PA	XP_039752388.1
OG0009721	DPOGS212429-PA	XP_039747224.1
OG0009722	DPOGS201898-PA	XP_039764530.1
OG0009723	DPOGS212414-PA	XP_039746497.1
OG0009724	DPOGS212430-PA	XP_039747253.1
OG0009725	DPOGS202989-PA	XP_039763428.1
OG0009727	DPOGS212432-PA	XP_039747503.1
OG0009728	DPOGS212412-PA	XP_039747502.1
OG0009729	DPOGS212433-PA	XP_039747310.1
OG0009730	DPOGS212411-PA	XP_039747291.1
OG0009731	DPOGS207135-PA	XP_039752358.1
OG0009733	DPOGS210234-PA	XP_039749806.1
OG0009734	DPOGS210236-PA	XP_039750152.1
OG0009735	DPOGS212409-PA	XP_039746543.1
OG0009736	DPOGS201887-PA	XP_039764559.1
OG0009737	DPOGS212438-PA	XP_039746896.1
OG0009738	DPOGS202410-PA	XP_039745089.1
OG0009739	DPOGS211729-PA	XP_039746715.1
OG0009740	DPOGS203035-PA	XP_039763932.1
OG0009741	DPOGS201885-PA	XP_039765193.1
OG0009742	DPOGS206825-PA	XP_039752694.1
OG0009743	DPOGS201883-PA	XP_039764527.1
OG0009744	DPOGS209391-PA	XP_039752021.1
OG0009746	DPOGS212448-PA	XP_039747486.1
OG0009747	DPOGS209390-PA	XP_039754442.1
OG0009748	DPOGS212449-PA	XP_039747491.1
OG0009749	DPOGS209352-PA	XP_039754050.1
OG0009750	DPOGS205846-PA	XP_039748899.1
OG0009751	DPOGS209359-PA	XP_039753790.1
OG0009752	DPOGS207128-PA	XP_039752539.1
OG0009753	DPOGS201852-PA	XP_039765144.1
OG0009754	DPOGS206829-PA	XP_039752423.1
OG0009755	DPOGS201855-PA	XP_039764541.1
OG0009756	DPOGS214959-PA	XP_039755287.1
OG0009757	DPOGS205631-PA	XP_039746075.1
OG0009758	DPOGS205632-PA	XP_039745744.1
OG0009759	DPOGS201865-PA	XP_039764324.1
OG0009760	DPOGS202761-PA	XP_039751392.1
OG0009761	DPOGS200151-PA	XP_039746779.1
OG0009762	DPOGS215157-PA	XP_039748641.1
OG0009763	DPOGS208385-PA	XP_039763818.1
OG0009764	DPOGS205653-PA	XP_039746347.1
OG0009765	DPOGS200014-PA	XP_039745394.1
OG0009766	DPOGS201453-PA	XP_039758105.1
OG0009767	DPOGS201558-PA	XP_039764522.1
OG0009768	DPOGS200168-PA	XP_039747322.1
OG0009769	DPOGS200165-PA	XP_039747309.1
OG0009770	DPOGS214833-PA	XP_039746849.1
OG0009771	DPOGS205650-PA	XP_039746383.1
OG0009772	DPOGS214783-PA	XP_039745875.1
OG0009773	DPOGS214782-PA	XP_039745989.1
OG0009774	DPOGS201573-PA	XP_039765057.1
OG0009775	DPOGS212211-PA	XP_039746430.1
OG0009776	DPOGS208371-PA	XP_039763686.1
OG0009777	DPOGS211839-PA	XP_039762546.1
OG0009778	DPOGS201448-PA	XP_039755293.1
OG0009779	DPOGS203289-PA	XP_039764093.1
OG0009780	DPOGS203293-PA	XP_039763216.1
OG0009781	DPOGS211456-PA	XP_039765340.1
OG0009782	DPOGS201437-PA, DPOGS201436-PA	XP_039757828.1
OG0009783	DPOGS211451-PA	XP_039745130.1
OG0009784	DPOGS211445-PA	XP_039765341.1
OG0009785	DPOGS201514-PA	XP_039753357.1
OG0009786	DPOGS201512-PA, DPOGS201513-PA	XP_039753405.1
OG0009787	DPOGS201510-PA	XP_039755339.1
OG0009788	DPOGS201445-PA	XP_039754226.1
OG0009789	DPOGS201740-PA	XP_039755704.1
OG0009790	DPOGS201925-PA	XP_039761312.1
OG0009791	DPOGS212954-PA, DPOGS212073-PA	XP_039762602.1
OG0009792	DPOGS215627-PA, DPOGS202346-PA	XP_039761600.1
OG0009794	DPOGS205254-PA	XP_039758746.1
OG0009795	DPOGS212228-PA	XP_039751034.1
OG0009796	DPOGS201912-PA, DPOGS212187-PA, DPOGS214785-PA	XP_039764539.1
OG0009797	DPOGS201799-PA	XP_039747574.1
OG0009798	DPOGS208652-PA	XP_039765811.1
OG0009799	DPOGS215265-PA	XP_039756522.1
OG0009800	DPOGS200809-PA	XP_039753628.1
OG0009801	DPOGS212492-PA	XP_039759937.1
OG0009802	DPOGS214015-PA	XP_039759012.1
OG0009804	DPOGS211313-PA, DPOGS211315-PA	XP_039758132.1
OG0009805	DPOGS209531-PA	XP_039756972.1
OG0009806	DPOGS209050-PA	XP_039760083.1
OG0009807	DPOGS214555-PA	XP_039747749.1
OG0009808	DPOGS213367-PA	XP_039747548.1
OG0009809	DPOGS206206-PA	XP_039762561.1
OG0009810	DPOGS202407-PA	XP_039765874.1
OG0009811	DPOGS214723-PA	XP_039757631.1
OG0009812	DPOGS201588-PA	XP_039762213.1
OG0009813	DPOGS205644-PA	XP_039746453.1
OG0009814	DPOGS203885-PA	XP_039761936.1
OG0009815	DPOGS204767-PA	XP_039747277.1
OG0009816	DPOGS205137-PA	XP_039761697.1
OG0009817	DPOGS204630-PA	XP_039748236.1
OG0009818	DPOGS213103-PA	XP_039765513.1
OG0009819	DPOGS211744-PA	XP_039750381.1
OG0009820	DPOGS203070-PA	XP_039765360.1
OG0009821	DPOGS204116-PA	XP_039750564.1
OG0009822	DPOGS212366-PA	XP_039755566.1
OG0009823	DPOGS212189-PA	XP_039760630.1
OG0009824	DPOGS201746-PA	XP_039753708.1
OG0009825	DPOGS208410-PA, DPOGS208411-PA	XP_039759372.1
OG0009827	DPOGS215932-PA	XP_039759344.1
OG0009828	DPOGS208313-PA	XP_039750667.1
OG0009829	DPOGS206422-PA	XP_039746836.1
OG0009830	DPOGS206455-PA	XP_039753348.1
OG0009831	DPOGS206172-PA	XP_039755580.1
OG0009832	DPOGS211440-PA	XP_039765347.1
OG0009833	DPOGS213557-PA	XP_039755863.1
OG0009834	DPOGS208399-PA	XP_039759101.1
OG0009835	DPOGS209312-PA	XP_039747974.1
OG0009836	DPOGS210556-PA	XP_039750757.1
OG0009837	DPOGS211919-PA	XP_039745888.1
OG0009838	DPOGS205713-PA	XP_039753415.1
OG0009839	DPOGS214197-PA	XP_039765016.1
OG0009840	DPOGS206257-PA	XP_039758709.1
OG0009841	DPOGS201039-PA	XP_039749540.1
OG0009842	DPOGS215949-PA	XP_039759592.1
OG0009843	DPOGS212618-PA	XP_039751558.1
OG0009844	DPOGS209464-PA	XP_039751292.1
OG0009845	DPOGS215892-PA	XP_039748590.1
OG0009846	DPOGS215569-PA	XP_039748636.1
OG0009847	DPOGS204729-PA	XP_039757228.1
OG0009848	DPOGS205180-PA	XP_039746391.1
OG0009849	DPOGS206246-PA	XP_039751419.1
OG0009850	DPOGS205829-PA	XP_039748762.1, XP_039748763.1
OG0009851	DPOGS209469-PA	XP_039751290.1
OG0009852	DPOGS202215-PA	XP_039761755.1
OG0009853	DPOGS200625-PA	XP_039756260.1
OG0009854	DPOGS201997-PA	XP_039751624.1
OG0009855	DPOGS204184-PA	XP_039757473.1
OG0009857	DPOGS201877-PA	XP_039764745.1
OG0009858	DPOGS200626-PA	XP_039756595.1
OG0009859	DPOGS203369-PA	XP_039763180.1
OG0009860	DPOGS211498-PA	XP_039762322.1
OG0009861	DPOGS214206-PA	XP_039764509.1
OG0009862	DPOGS210201-PA	XP_039748420.1
OG0009863	DPOGS211477-PA	XP_039749874.1
OG0009864	DPOGS210202-PA	XP_039748317.1
OG0009866	DPOGS206267-PA, DPOGS206268-PA	XP_039760845.1
OG0009867	DPOGS210991-PA	XP_039750501.1
OG0009868	DPOGS205598-PA	XP_039758821.1
OG0009869	DPOGS202176-PA	XP_039745110.1
OG0009870	DPOGS210231-PA	XP_039749613.1
OG0009871	DPOGS202200-PA	XP_039754438.1
OG0009872	DPOGS200231-PA	XP_039760875.1, XP_039760881.1
OG0009873	DPOGS209474-PA	XP_039751725.1
OG0009874	DPOGS209156-PA	XP_039754875.1
OG0009875	DPOGS207455-PA	XP_039745624.1
OG0009876	DPOGS203541-PA	XP_039747325.1
OG0009877	DPOGS209476-PA	XP_039751277.1
OG0009878	DPOGS205004-PA	XP_039760010.1
OG0009879	DPOGS208638-PA	XP_039765609.1
OG0009880	DPOGS203525-PA	XP_039749320.1
OG0009881	DPOGS209387-PA	XP_039753788.1
OG0009882	DPOGS209388-PA	XP_039754145.1
OG0009883	DPOGS200537-PA	XP_039760452.1
OG0009884	DPOGS205901-PA	XP_039754470.1
OG0009885	DPOGS215698-PA	XP_039760379.1
OG0009886	DPOGS202510-PA	XP_039755303.1
OG0009887	DPOGS207405-PA	XP_039748163.1
OG0009888	DPOGS208703-PA	XP_039745226.1
OG0009889	DPOGS214209-PA	XP_039765002.1
OG0009890	DPOGS209736-PA	XP_039756057.1
OG0009891	DPOGS207451-PA	XP_039745896.1
OG0009893	DPOGS202508-PA	XP_039758810.1
OG0009894	DPOGS213252-PA, DPOGS213253-PA	XP_039748306.1
OG0009895	DPOGS207508-PA	XP_039759268.1
OG0009896	DPOGS210710-PA	XP_039750904.1
OG0009897	DPOGS202311-PA	XP_039757752.1
OG0009898	DPOGS210358-PA	XP_039755883.1
OG0009899	DPOGS214809-PA	XP_039755439.1
OG0009900	DPOGS208056-PA	XP_039758274.1
OG0009901	DPOGS214537-PA	XP_039754961.1
OG0009903	DPOGS213670-PA	XP_039751681.1
OG0009904	DPOGS215406-PA	XP_039758739.1
OG0009905	DPOGS215386-PA	XP_039758590.1
OG0009906	DPOGS215816-PA	XP_039763938.1
OG0009907	DPOGS213461-PA	XP_039745532.1
OG0009908	DPOGS215345-PA	XP_039745240.1, XP_039745241.1
OG0009909	DPOGS211569-PA	XP_039750526.1
OG0009910	DPOGS209354-PA	XP_039754385.1
OG0009911	DPOGS203516-PA	XP_039749687.1
OG0009912	DPOGS216074-PA	XP_039756494.1
OG0009913	DPOGS205499-PA	XP_039761747.1
OG0009914	DPOGS213590-PA	XP_039755791.1
OG0009915	DPOGS212935-PA	XP_039755503.1
OG0009917	DPOGS202961-PA	XP_039758042.1
OG0009918	DPOGS205668-PA	XP_039746247.1
OG0009919	DPOGS215839-PA	XP_039764792.1
OG0009920	DPOGS201659-PA	XP_039753630.1
OG0009922	DPOGS201708-PA	XP_039760841.1
OG0009923	DPOGS202382-PA	XP_039750709.1
OG0009924	DPOGS204237-PA	XP_039765892.1
OG0009925	DPOGS204198-PA	XP_039758162.1
OG0009926	DPOGS201202-PA	XP_039753526.1
OG0009927	DPOGS214637-PA	XP_039758098.1
OG0009928	DPOGS203172-PA	XP_039754744.1
OG0009929	DPOGS203770-PA	XP_039761086.1
OG0009931	DPOGS202331-PA	XP_039757814.1
OG0009932	DPOGS207976-PA	XP_039749215.1
OG0009933	DPOGS207977-PA	XP_039749087.1
OG0009934	DPOGS203727-PA	XP_039761087.1
OG0009935	DPOGS212256-PA	XP_039754824.1
OG0009936	DPOGS204225-PA	XP_039745153.1
OG0009937	DPOGS207263-PA	XP_039755445.1
OG0009938	DPOGS215846-PA	XP_039764682.1
OG0009939	DPOGS211376-PA	XP_039748514.1
OG0009940	DPOGS200185-PA	XP_039747480.1
OG0009941	DPOGS214820-PA	XP_039755479.1
OG0009942	DPOGS215532-PA	XP_039760707.1
OG0009943	DPOGS207493-PA	XP_039753268.1
OG0009944	DPOGS203211-PA	XP_039755177.1
OG0009945	DPOGS214222-PA	XP_039764145.1
OG0009946	DPOGS209207-PA	XP_039754897.1
OG0009947	DPOGS203578-PA	XP_039757265.1
OG0009948	DPOGS206992-PA	XP_039752722.1
OG0009949	DPOGS204409-PA	XP_039745365.1
OG0009950	DPOGS212974-PA	XP_039755866.1
OG0009951	DPOGS212699-PA	XP_039752272.1
OG0009952	DPOGS213614-PA	XP_039755803.1
OG0009953	DPOGS213516-PA	XP_039755382.1
OG0009954	DPOGS211950-PA	XP_039745856.1
OG0009955	DPOGS211102-PA	XP_039764489.1
OG0009956	DPOGS202018-PA	XP_039749709.1
OG0009957	DPOGS213620-PA	XP_039755527.1, XP_039755528.1
OG0009958	DPOGS212090-PA	XP_039746672.1
OG0009959	DPOGS206129-PA	XP_039763502.1
OG0009960	DPOGS207004-PA	XP_039752697.1
OG0009961	DPOGS207727-PA	XP_039753638.1
OG0009962	DPOGS207726-PA	XP_039753510.1
OG0009963	DPOGS213507-PA	XP_039755623.1
OG0009964	DPOGS203403-PA	XP_039763249.1
OG0009965	DPOGS206928-PA	XP_039751886.1
OG0009966	DPOGS200380-PA	XP_039754236.1
OG0009967	DPOGS211861-PA	XP_039746400.1
OG0009968	DPOGS213148-PA	XP_039745342.1
OG0009969	DPOGS208480-PA	XP_039751267.1
OG0009970	DPOGS213149-PA	XP_039745155.1
OG0009971	DPOGS201521-PA	XP_039754151.1
OG0009972	DPOGS203225-PA	XP_039755041.1
OG0009973	DPOGS206606-PA	XP_039756874.1
OG0009974	DPOGS211977-PA	XP_039745901.1
OG0009975	DPOGS207850-PA	XP_039753333.1
OG0009976	DPOGS207020-PA	XP_039752171.1
OG0009977	DPOGS214692-PA	XP_039754091.1
OG0009978	DPOGS214774-PA	XP_039754149.1, XP_039754148.1
OG0009979	DPOGS203290-PA	XP_039763583.1
OG0009981	DPOGS201409-PA	XP_039751815.1
OG0009982	DPOGS204507-PA	XP_039745206.1
OG0009983	DPOGS215778-PA	XP_039757645.1
OG0009984	DPOGS214280-PA	XP_039764607.1
OG0009985	DPOGS214687-PA	XP_039745876.1
OG0009986	DPOGS203811-PA	XP_039760264.1, XP_039760255.1
OG0009987	DPOGS215613-PA	XP_039756988.1
OG0009988	DPOGS215802-PA	XP_039756641.1
OG0009989	DPOGS203672-PA	XP_039758030.1
OG0009990	DPOGS206834-PA	XP_039752042.1
OG0009991	DPOGS207186-PA	XP_039764031.1
OG0009992	DPOGS206784-PA	XP_039763341.1
OG0010017	DPOGS211475-PA	XP_039749706.1
OG0010018	DPOGS207219-PA	XP_039760655.1
OG0010022	DPOGS211527-PA	XP_039762306.1
OG0010024	DPOGS214698-PA	XP_039757993.1
OG0010025	DPOGS214762-PA	XP_039757882.1, XP_039757883.1
OG0010028	DPOGS213500-PA	XP_039761706.1
OG0010029	DPOGS206366-PA	XP_039753311.1
OG0010032	DPOGS200465-PA	XP_039752035.1
OG0010035	DPOGS215129-PA	XP_039762749.1
OG0010037	DPOGS204978-PA	XP_039759914.1
OG0010039	DPOGS209294-PA	XP_039746198.1
OG0010041	DPOGS210394-PA	XP_039757404.1
OG0010042	DPOGS209136-PA	XP_039754967.1
OG0010046	DPOGS202962-PA	XP_039761868.1
OG0010047	DPOGS213383-PA	XP_039750189.1
OG0010050	DPOGS205545-PA	XP_039756269.1
OG0010051	DPOGS205494-PA	XP_039758527.1
