Orthogroup	Danaus_plexippus	Junonia_coenia
OG0010154	DPOGS209423-PA	JC_06220-RA
OG0010156	DPOGS203540-PA	JC_14406-RA
OG0010157	DPOGS206160-PA	JC_01939-RA
OG0010158	DPOGS203353-PA	JC_16659-RA
OG0010158	DPOGS203354-PA	JC_16658-RA
OG0010161	DPOGS210121-PA	JC_04404-RA
OG0010163	DPOGS210794-PA	JC_03499-RA
OG0010164	DPOGS200098-PA	JC_01919-RA
OG0010168	DPOGS206026-PA	JC_01928-RA
OG0010169	DPOGS209004-PA	JC_08755-RA
OG0010170	DPOGS205342-PA	JC_16556-RA
OG0010172	DPOGS212155-PA	JC_03786-RA
OG0010176	DPOGS210977-PA	JC_06366-RA
OG0010177	DPOGS210988-PA	JC_06367-RA
OG0010178	DPOGS211305-PA	JC_12450-RA
OG0010179	DPOGS209296-PA, DPOGS213755-PA	JC_14013-RA
OG0010182	DPOGS207529-PA	JC_10140-RA
OG0010184	DPOGS207684-PA	JC_12850-RA
OG0010186	DPOGS207681-PA	JC_12852-RA
OG0010188	DPOGS203273-PA	JC_04552-RA
OG0010189	DPOGS213773-PA	JC_14004-RA
OG0010190	DPOGS203259-PA	JC_04559-RA
OG0010191	DPOGS212792-PA	JC_16060-RA
OG0010196	DPOGS207526-PA	JC_10134-RA
OG0010197	DPOGS200704-PA	JC_07466-RA
OG0010198	DPOGS207148-PA	JC_02239-RA
OG0010199	DPOGS205221-PA	JC_16886-RA
OG0010200	DPOGS212143-PA	JC_03812-RA
OG0010201	DPOGS208504-PA	JC_09577-RA
OG0010203	DPOGS212123-PA	JC_03828-RA
OG0010204	DPOGS207523-PA	JC_10123-RA
OG0010205	DPOGS202509-PA	JC_06045-RA
OG0010206	DPOGS213474-PA	JC_14337-RA
OG0010208	DPOGS214799-PA	JC_07190-RA
OG0010215	DPOGS205900-PA	JC_03456-RA
OG0010216	DPOGS214669-PA	JC_10111-RA
OG0010217	DPOGS216093-PA	JC_13970-RA
OG0010218	DPOGS209754-PA	JC_07449-RA
OG0010224	DPOGS215912-PA	JC_04619-RA
OG0010227	DPOGS205382-PA	JC_16980-RA
OG0010228	DPOGS201679-PA	JC_07520-RA
OG0010232	DPOGS203859-PA	JC_15933-RA
OG0010235	DPOGS203779-PA	JC_01354-RA
OG0010236	DPOGS210444-PA	JC_10060-RA
OG0010237	DPOGS208128-PA	JC_03865-RA
OG0010239	DPOGS204191-PA	JC_12717-RA
OG0010240	DPOGS203239-PA	JC_03428-RA
OG0010243	DPOGS215956-PA	JC_02925-RA, JC_02921-RA
OG0010245	DPOGS213412-PA	JC_14258-RA
OG0010247	DPOGS208473-PA	JC_09531-RA
OG0010248	DPOGS201374-PA	JC_02008-RA
OG0010249	DPOGS204918-PA	JC_16458-RA
OG0010251	DPOGS207787-PA	JC_07651-RA
OG0010254	DPOGS213883-PA	JC_16450-RA
OG0010255	DPOGS201185-PA	JC_07345-RA
OG0010261	DPOGS213427-PA	JC_14268-RA, JC_04592-RA
OG0010262	DPOGS210433-PA	JC_10041-RA
OG0010264	DPOGS200251-PA	JC_14922-RA
OG0010266	DPOGS201234-PA	JC_08902-RA
OG0010267	DPOGS204378-PA	JC_00585-RA
OG0010269	DPOGS211107-PA	JC_08198-RA
OG0010270	DPOGS200660-PA	JC_16927-RA
OG0010271	DPOGS214617-PA	JC_16532-RA
OG0010272	DPOGS216066-PA	JC_10741-RA, JC_01832-RA
OG0010274	DPOGS206186-PA	JC_14909-RA
OG0010276	DPOGS213239-PA	JC_13939-RA, JC_13938-RA
OG0010281	DPOGS202812-PA	JC_09496-RA
OG0010282	DPOGS209866-PA	JC_14294-RA
OG0010286	DPOGS203648-PA	JC_01142-RA
OG0010287	DPOGS210484-PA	JC_09993-RA
OG0010289	DPOGS205394-PA	JC_05987-RA
OG0010291	DPOGS212075-PA	JC_15900-RA
OG0010293	DPOGS211214-PA	JC_08219-RA
OG0010295	DPOGS200922-PA	JC_04675-RA
OG0010296	DPOGS203052-PA	JC_03911-RA
OG0010297	DPOGS205422-PA	JC_05974-RA
OG0010298	DPOGS203043-PA	JC_03917-RA
OG0010299	DPOGS201785-PA	JC_11694-RA
OG0010300	DPOGS211587-PA	JC_06461-RA
OG0010301	DPOGS209180-PA	JC_05377-RA
OG0010302	DPOGS201666-PA	JC_07602-RA
OG0010303	DPOGS201360-PA	JC_02075-RA
OG0010305	DPOGS213555-PA	JC_06883-RA
OG0010308	DPOGS207949-PA	JC_04706-RA
OG0010310	DPOGS201078-PA	JC_05962-RA
OG0010312	DPOGS212021-PA	JC_13200-RA
OG0010313	DPOGS214037-PA	JC_11168-RA
OG0010315	DPOGS203998-PA	JC_02056-RA
OG0010317	DPOGS200563-PA	JC_14700-RA
OG0010318	DPOGS207374-PA	JC_10786-RA
OG0010319	DPOGS200540-PA	JC_14697-RA
OG0010321	DPOGS203583-PA	JC_15799-RA
OG0010325	DPOGS214953-PA	JC_12265-RA
OG0010326	DPOGS200556-PA	JC_14694-RA
OG0010328	DPOGS210488-PA	JC_09855-RA
OG0010331	DPOGS207968-PA	JC_04744-RA
OG0010332	DPOGS210521-PA	JC_09849-RA
OG0010333	DPOGS216026-PA	JC_17214-RA
OG0010335	DPOGS201718-PA	JC_15819-RA
OG0010337	DPOGS202059-PA	JC_08854-RA
OG0010338	DPOGS206092-PA	JC_04021-RA
OG0010340	DPOGS203223-PA	JC_05323-RA
OG0010341	DPOGS210518-PA	JC_09844-RA
OG0010342	DPOGS212722-PA	JC_12120-RA
OG0010343	DPOGS207314-PA	JC_07160-RA
OG0010345	DPOGS206699-PA	JC_11200-RA
OG0010348	DPOGS204470-PA	JC_00507-RA
OG0010349	DPOGS204344-PA	JC_03345-RA
OG0010351	DPOGS206873-PA	JC_11707-RA
OG0010354	DPOGS216035-PA	JC_10752-RA
OG0010357	DPOGS205066-PA	JC_04055-RA
OG0010359	DPOGS203333-PA	JC_02127-RA
OG0010362	DPOGS209309-PA	JC_13734-RA
OG0010364	DPOGS214054-PA	JC_09425-RA
OG0010367	DPOGS205087-PA	JC_04071-RA
OG0010371	DPOGS202601-PA	JC_06509-RA
OG0010372	DPOGS211068-PA	JC_15351-RA
OG0010374	DPOGS214021-PA	JC_04085-RA
OG0010375	DPOGS202598-PA	JC_06519-RA
OG0010377	DPOGS206545-PA	JC_08297-RA
OG0010378	DPOGS206605-PA	JC_11221-RA
OG0010379	DPOGS204245-PA	JC_00313-RA
OG0010381	DPOGS206895-PA	JC_11963-RA
OG0010382	DPOGS200571-PA	JC_13810-RA
OG0010386	DPOGS207904-PA	JC_05269-RA
OG0010387	DPOGS206427-PA	JC_13703-RA
OG0010389	DPOGS206292-PA	JC_14742-RA
OG0010390	DPOGS203607-PA	JC_03276-RA
OG0010392	DPOGS212252-PA	JC_05259-RA
OG0010396	DPOGS208872-PA	JC_08807-RA
OG0010398	DPOGS201982-PA	JC_09391-RA
OG0010400	DPOGS204314-PA	JC_00352-RA
OG0010401	DPOGS214178-PA	JC_08325-RA
OG0010402	DPOGS202693-PA	JC_12281-RA
OG0010404	DPOGS202696-PA	JC_12283-RA
OG0010406	DPOGS214317-PA	JC_10351-RA
OG0010411	DPOGS207295-PA	JC_07116-RA
OG0010412	DPOGS203707-PA	JC_01279-RA
OG0010415	DPOGS209739-PA	JC_10913-RA
OG0010416	DPOGS209737-PA	JC_10917-RA
OG0010418	DPOGS201645-PA	JC_15242-RA
OG0010419	DPOGS213025-PA	JC_04132-RA
OG0010425	DPOGS212265-PA	JC_05235-RA
OG0010428	DPOGS204046-PA	JC_12305-RA, JC_12304-RA
OG0010430	DPOGS208051-PA	JC_05710-RA
OG0010434	DPOGS206991-PA	JC_12041-RA
OG0010435	DPOGS202896-PA	JC_10397-RA
OG0010436	DPOGS209541-PA	JC_05749-RA
OG0010437	DPOGS207822-PA	JC_07712-RA
OG0010441	DPOGS207282-PA	JC_07095-RA
OG0010442	DPOGS207731-PA	JC_07732-RA
OG0010444	DPOGS213039-PA	JC_04143-RA, JC_04144-RA
OG0010445	DPOGS202431-PA	JC_15368-RA
OG0010446	DPOGS209555-PA	JC_05774-RA
OG0010448	DPOGS206052-PA	JC_01880-RA
OG0010452	DPOGS207828-PA	JC_07726-RA
OG0010453	DPOGS207733-PA	JC_07725-RA
OG0010454	DPOGS212989-PA	JC_04156-RA
OG0010455	DPOGS207732-PA	JC_07730-RA
OG0010461	DPOGS209046-PA	JC_13336-RA
OG0010462	DPOGS213836-PA	JC_05199-RA
OG0010463	DPOGS203976-PA	JC_01858-RA
OG0010465	DPOGS214146-PA	JC_08387-RA
OG0010467	DPOGS205968-PA	JC_13859-RA
OG0010468	DPOGS200032-PA	JC_05792-RA
OG0010469	DPOGS210689-PA	JC_06653-RA
OG0010471	DPOGS213830-PA	JC_05192-RA
OG0010472	DPOGS205720-PA	JC_13577-RA
OG0010475	DPOGS209886-PA	JC_10440-RA
OG0010476	DPOGS211916-PA	JC_02887-RA
OG0010478	DPOGS204877-PA	JC_07043-RA
OG0010482	DPOGS213843-PA	JC_05181-RA
OG0010484	DPOGS212828-PA	JC_12596-RA
OG0010486	DPOGS202107-PA	JC_04178-RA
OG0010487	DPOGS209942-PA	JC_05083-RA
OG0010489	DPOGS205967-PA	JC_11040-RA
OG0010493	DPOGS211418-PA, DPOGS211417-PA	JC_04937-RA
OG0010494	DPOGS203504-PA	JC_11052-RA
OG0010497	DPOGS200300-PA	JC_03142-RA
OG0010499	DPOGS203495-PA	JC_11059-RA
OG0010500	DPOGS207923-PA	JC_15428-RA
OG0010503	DPOGS212331-PA	JC_07222-RA
OG0010505	DPOGS202809-PA	JC_09266-RA
OG0010507	DPOGS215373-PA	JC_05853-RA
OG0010510	DPOGS203310-PA	JC_01793-RA
OG0010511	DPOGS212335-PA, DPOGS206117-PA, DPOGS212381-PA	JC_03970-RA
OG0010512	DPOGS201949-PA	JC_15413-RA
OG0010513	DPOGS210614-PA	JC_00842-RA
OG0010516	DPOGS211603-PA	JC_11105-RA
OG0010518	DPOGS208357-PA	JC_15406-RA
OG0010520	DPOGS205557-PA	JC_09104-RA
OG0010524	DPOGS205927-PA	JC_04352-RA
OG0010525	DPOGS202849-PA	JC_09192-RA
OG0010528	DPOGS207089-PA	JC_11874-RA
OG0010530	DPOGS205947-PA	JC_04338-RA
OG0010532	DPOGS202994-PA	JC_01633-RA
OG0010533	DPOGS203012-PA	JC_01632-RA
OG0010540	DPOGS207096-PA	JC_11894-RA
OG0010543	DPOGS206846-PA	JC_11896-RA
OG0010545	DPOGS201911-PA	JC_08643-RA
OG0010552	DPOGS212420-PA	JC_04312-RA
OG0010553	DPOGS202441-PA	JC_05077-RA
OG0010554	DPOGS201413-PA	JC_00944-RA
OG0010556	DPOGS212413-PA	JC_04297-RA
OG0010558	DPOGS201842-PA	JC_08610-RA
OG0010559	DPOGS211718-PA	JC_13408-RA
OG0010560	DPOGS206824-PA	JC_11587-RA
OG0010561	DPOGS209371-PA	JC_02988-RA
OG0010562	DPOGS201881-PA	JC_08599-RA
OG0010563	DPOGS205844-PA	JC_05068-RA
OG0010564	DPOGS209360-PA	JC_02967-RA
OG0010565	DPOGS206828-PA	JC_11600-RA
OG0010566	DPOGS201854-PA	JC_08584-RA
OG0010573	DPOGS207540-PA	JC_13343-RA
OG0010574	DPOGS208370-PA	JC_01739-RA
OG0010575	DPOGS203295-PA	JC_01757-RA
OG0010577	DPOGS208008-PA, DPOGS204374-PA	JC_11449-RA, JC_11382-RA
OG0010582	DPOGS213285-PA, DPOGS200518-PA	JC_16777-RA
OG0010586	DPOGS201060-PA	JC_09675-RA, JC_09678-RA
OG0010589	DPOGS210599-PA	JC_00848-RA
OG0010590	DPOGS200428-PA	JC_10807-RA
OG0010591	DPOGS203866-PA	JC_15355-RA
OG0010592	DPOGS205075-PA	JC_04037-RA
OG0010595	DPOGS213944-PA	JC_00236-RA
OG0010596	DPOGS210393-PA	JC_11484-RA
OG0010597	DPOGS205077-PA	JC_04040-RA
OG0010598	DPOGS207285-PA	JC_07098-RA
OG0010599	DPOGS206727-PA	JC_04322-RA
OG0010601	DPOGS213364-PA	JC_14633-RA
OG0010602	DPOGS201372-PA	JC_01997-RA
OG0010603	DPOGS208711-PA	JC_00203-RA
OG0010605	DPOGS209165-PA	JC_05366-RA
OG0010607	DPOGS208266-PA	JC_06248-RA, JC_06247-RA
OG0010608	DPOGS204754-PA	JC_04372-RA
OG0010609	DPOGS201007-PA	JC_11007-RA, JC_11045-RA
OG0010612	DPOGS216055-PA	JC_10723-RA
OG0010613	DPOGS211543-PA	JC_14125-RA
OG0010615	DPOGS208146-PA	JC_08783-RA
OG0010616	DPOGS200934-PA	JC_04689-RA
OG0010617	DPOGS215081-PA	JC_05929-RA, JC_05928-RA
OG0010618	DPOGS213771-PA	JC_14001-RA
OG0010619	DPOGS205963-PA	JC_06474-RA
OG0010621	DPOGS206426-PA	JC_13712-RA
OG0010622	DPOGS205639-PA	JC_02763-RA
OG0010623	DPOGS206099-PA	JC_04009-RA
OG0010624	DPOGS201602-PA	JC_16326-RA
OG0010627	DPOGS202740-PA	JC_07581-RA
OG0010628	DPOGS213866-PA	JC_03639-RA
OG0010631	DPOGS209817-PA	JC_08731-RA
OG0010632	DPOGS201929-PA	JC_12941-RA
OG0010633	DPOGS200082-PA	JC_02168-RA
OG0010634	DPOGS208662-PA	JC_00398-RA
OG0010635	DPOGS213488-PA	JC_14329-RA
OG0010636	DPOGS201604-PA	JC_17134-RA
OG0010637	DPOGS205990-PA	JC_13864-RA
OG0010638	DPOGS205930-PA	JC_04347-RA
OG0010639	DPOGS213902-PA	JC_15567-RA, JC_15569-RA
OG0010640	DPOGS213469-PA	JC_14325-RA
OG0010641	DPOGS213087-PA	JC_00619-RA
OG0010642	DPOGS212940-PA	JC_06816-RA
OG0010644	DPOGS204431-PA	JC_00477-RA
OG0010645	DPOGS205391-PA	JC_05975-RA
OG0010647	DPOGS211677-PA, DPOGS211676-PA	JC_15812-RA
OG0010649	DPOGS209989-PA	JC_05086-RA
OG0010650	DPOGS211419-PA	JC_04939-RA
OG0010651	DPOGS209743-PA	JC_10904-RA
OG0010652	DPOGS204251-PA	JC_00304-RA
OG0010655	DPOGS202273-PA	JC_12521-RA
OG0010656	DPOGS205662-PA	JC_02782-RA
OG0010657	DPOGS207445-PA	JC_02676-RA
OG0010658	DPOGS213592-PA	JC_06927-RA
OG0010659	DPOGS210477-PA	JC_10012-RA
OG0010660	DPOGS207933-PA	JC_04741-RA
OG0010661	DPOGS211426-PA	JC_08378-RA
OG0010662	DPOGS213336-PA	JC_03150-RA, JC_14567-RA
OG0010663	DPOGS211491-PA	JC_06560-RA
OG0010664	DPOGS200402-PA	JC_10847-RA
OG0010665	DPOGS209149-PA	JC_05404-RA
OG0010667	DPOGS202626-PA	JC_06522-RA
OG0010669	DPOGS203389-PA	JC_02153-RA
OG0010670	DPOGS211354-PA	JC_11334-RA
OG0010671	DPOGS204735-PA	JC_02402-RA
OG0010672	DPOGS209143-PA	JC_05579-RA
OG0010674	DPOGS200593-PA	JC_05142-RA
OG0010675	DPOGS200592-PA	JC_05140-RA
OG0010676	DPOGS207980-PA	JC_04759-RA
OG0010677	DPOGS202976-PA	JC_01724-RA
OG0010678	DPOGS201281-PA	JC_08121-RA
OG0010679	DPOGS200183-PA	JC_04212-RA
OG0010682	DPOGS208539-PA	JC_09570-RA
OG0010683	DPOGS200282-PA	JC_03073-RA
OG0010685	DPOGS214235-PA, DPOGS214234-PA	JC_08404-RA
OG0010686	DPOGS203398-PA	JC_01803-RA
OG0010687	DPOGS202840-PA	JC_09214-RA
OG0010689	DPOGS211804-PA	JC_08537-RA
OG0010690	DPOGS207832-PA	JC_07729-RA
OG0010691	DPOGS211954-PA	JC_02557-RA
OG0010693	DPOGS214141-PA	JC_08411-RA
OG0010694	DPOGS203986-PA	JC_02036-RA, JC_02037-RA
OG0010695	DPOGS206607-PA	JC_11224-RA
OG0010696	DPOGS206035-PA	JC_02193-RA
OG0010697	DPOGS214693-PA	JC_03204-RA
OG0010698	DPOGS208570-PA	JC_09525-RA
OG0010700	DPOGS204506-PA	JC_00587-RA
OG0010702	DPOGS215631-PA	JC_01373-RA
OG0010703	DPOGS214282-PA	JC_08479-RA
OG0010704	DPOGS203812-PA	JC_01241-RA
OG0010705	DPOGS207055-PA	JC_11921-RA
OG0010706	DPOGS207064-PA	JC_11651-RA
OG0010707	DPOGS214080-PA	JC_07506-RA
OG0010708	DPOGS203644-PA	JC_00805-RA
OG0010751	DPOGS213868-PA	JC_03637-RA
OG0010752	DPOGS210349-PA	JC_06676-RA
OG0010759	DPOGS203530-PA	JC_14649-RA
OG0010761	DPOGS201050-PA	JC_08671-RA
OG0010762	DPOGS202434-PA, DPOGS202435-PA	JC_14972-RA
OG0010763	DPOGS208027-PA	JC_05688-RA
OG0010767	DPOGS213366-PA	JC_14634-RA
OG0010768	DPOGS212587-PA	JC_09730-RA
OG0010770	DPOGS208238-PA	JC_06301-RA
OG0010777	DPOGS211755-PA	JC_16711-RA
OG0010778	DPOGS208284-PA	JC_06267-RA
OG0010779	DPOGS210893-PA	JC_07955-RA
OG0010780	DPOGS210376-PA	JC_06771-RA
OG0010783	DPOGS208267-PA	JC_06246-RA, JC_06242-RA
OG0010784	DPOGS214301-PA	JC_10292-RA
OG0010786	DPOGS204727-PA	JC_11529-RA
OG0010788	DPOGS213984-PA	JC_11542-RA
OG0010792	DPOGS210664-PA	JC_16749-RA
OG0010795	DPOGS204599-PA	JC_16584-RA
OG0010796	DPOGS205486-PA	JC_11433-RA
OG0010797	DPOGS212942-PA	JC_06806-RA
OG0010801	DPOGS213739-PA	JC_14521-RA
OG0010803	DPOGS215316-PA	JC_00789-RA
OG0010804	DPOGS214556-PA	JC_16004-RA
OG0010805	DPOGS209583-PA	JC_03700-RA
OG0010806	DPOGS204452-PA	JC_06130-RA, JC_06131-RA
OG0010809	DPOGS215170-PA	JC_12961-RA
OG0010813	DPOGS206344-PA	JC_07411-RA
OG0010814	DPOGS216169-PA	JC_14515-RA
OG0010816	DPOGS215229-PA	JC_12957-RA
OG0010817	DPOGS209576-PA	JC_03711-RA
OG0010819	DPOGS200224-PA	JC_11393-RA
OG0010821	DPOGS215171-PA	JC_12955-RA, JC_12954-RA
OG0010824	DPOGS203113-PA	JC_05630-RA
OG0010826	DPOGS201150-PA	JC_03588-RA
OG0010827	DPOGS215225-PA	JC_12949-RA
OG0010836	DPOGS213790-PA	JC_14031-RA
OG0010837	DPOGS205728-PA	JC_03474-RA
OG0010839	DPOGS213870-PA	JC_16677-RA
OG0010840	DPOGS202301-PA	JC_12487-RA
OG0010841	DPOGS210800-PA	JC_03513-RA
OG0010843	DPOGS204122-PA	JC_06218-RA
OG0010844	DPOGS215202-PA	JC_12895-RA
OG0010845	DPOGS203524-PA	JC_14412-RA
OG0010847	DPOGS213786-PA	JC_14027-RA
OG0010848	DPOGS203526-PA	JC_14403-RA
OG0010850	DPOGS201299-PA	JC_08019-RA
OG0010853	DPOGS203361-PA	JC_16666-RA
OG0010854	DPOGS205233-PA	JC_16890-RA
OG0010858	DPOGS211309-PA	JC_12454-RA
OG0010859	DPOGS207505-PA	JC_10146-RA
OG0010860	DPOGS215659-PA	JC_01452-RA
OG0010862	DPOGS211164-PA	JC_08069-RA
OG0010864	DPOGS209777-PA	JC_12859-RA
OG0010865	DPOGS203257-PA	JC_04553-RA
OG0010867	DPOGS205181-PA	JC_02501-RA
OG0010869	DPOGS215137-PA	JC_08937-RA
OG0010869	DPOGS215138-PA	JC_16428-RA
OG0010870	DPOGS211157-PA	JC_08086-RA
OG0010874	DPOGS215643-PA	JC_01422-RA
OG0010875	DPOGS207884-PA	JC_11326-RA
OG0010876	DPOGS212124-PA	JC_03829-RA
OG0010878	DPOGS212127-PA	JC_03832-RA, JC_03833-RA
OG0010879	DPOGS212194-PA	JC_10118-RA
OG0010880	DPOGS214732-PA	JC_12767-RA
OG0010883	DPOGS209756-PA	JC_07454-RA
OG0010885	DPOGS216134-PA	JC_13971-RA
OG0010888	DPOGS213492-PA	JC_14324-RA
OG0010890	DPOGS211884-PA	JC_02526-RA
OG0010894	DPOGS203725-PA	JC_01359-RA
OG0010895	DPOGS211880-PA	JC_02531-RA
OG0010897	DPOGS208113-PA	JC_03853-RA
OG0010900	DPOGS211179-PA	JC_08160-RA
OG0010905	DPOGS206450-PA	JC_15006-RA
OG0010907	DPOGS211011-PA	JC_06410-RA, JC_06408-RA
OG0010908	DPOGS213106-PA	JC_00601-RA
OG0010909	DPOGS201244-PA	JC_08917-RA, JC_08916-RA
OG0010911	DPOGS211192-PA	JC_08189-RA
OG0010912	DPOGS215940-PA, DPOGS214656-PA	JC_10089-RA
OG0010913	DPOGS204168-PA	JC_12709-RA
OG0010914	DPOGS215620-PA	JC_01332-RA
OG0010915	DPOGS215858-PA	JC_04658-RA
OG0010916	DPOGS214607-PA, DPOGS215148-PA	JC_16531-RA
OG0010918	DPOGS216039-PA	JC_10744-RA
OG0010921	DPOGS204183-PA	JC_12694-RA
OG0010924	DPOGS209192-PA	JC_05400-RA
OG0010929	DPOGS216132-PA	JC_13976-RA
OG0010930	DPOGS209260-PA	JC_03393-RA
OG0010932	DPOGS211592-PA	JC_06452-RA
OG0010935	DPOGS204492-PA	JC_00548-RA
OG0010938	DPOGS212053-PA	JC_13182-RA
OG0010939	DPOGS209167-PA	JC_05364-RA
OG0010940	DPOGS204580-PA	JC_09966-RA
OG0010942	DPOGS212763-PA	JC_11657-RA
OG0010943	DPOGS207396-PA	JC_10803-RA
OG0010946	DPOGS201399-PA	JC_02062-RA, JC_02063-RA
OG0010947	DPOGS213733-PA	JC_05354-RA
OG0010948	DPOGS205804-PA	JC_09465-RA
OG0010949	DPOGS214480-PA	JC_15733-RA
OG0010955	DPOGS200558-PA	JC_14695-RA
OG0010958	DPOGS210495-PA	JC_09845-RA
OG0010962	DPOGS202026-PA	JC_08844-RA, JC_08845-RA
OG0010964	DPOGS215817-PA	JC_08278-RA
OG0010965	DPOGS212538-PA	JC_15237-RA
OG0010966	DPOGS216036-PA	JC_10751-RA
OG0010968	DPOGS210507-PA	JC_09824-RA
OG0010969	DPOGS208855-PA	JC_08840-RA
OG0010975	DPOGS201609-PA	JC_03889-RA
OG0010981	DPOGS206687-PA	JC_11226-RA
OG0010986	DPOGS215951-PA	JC_12269-RA
OG0010990	DPOGS214370-PA	JC_10352-RA
OG0010992	DPOGS210761-PA	JC_06530-RA, JC_06531-RA
OG0010993	DPOGS203703-PA	JC_01276-RA
OG0010997	DPOGS207400-PA	JC_13752-RA
OG0010998	DPOGS206953-PA	JC_12016-RA
OG0011001	DPOGS211582-PA	JC_06542-RA
OG0011005	DPOGS202006-PA	JC_09363-RA
OG0011008	DPOGS207277-PA	JC_07087-RA
OG0011012	DPOGS202590-PA	JC_05208-RA
OG0011013	DPOGS201455-PA	JC_01057-RA
OG0011014	DPOGS201457-PA	JC_01059-RA
OG0011017	DPOGS211636-PA	JC_07003-RA
OG0011018	DPOGS203912-PA	JC_01864-RA
OG0011019	DPOGS211647-PA	JC_07005-RA
OG0011020	DPOGS204250-PA	JC_00305-RA
OG0011026	DPOGS207605-PA	JC_04822-RA
OG0011033	DPOGS204898-PA	JC_07057-RA
OG0011034	DPOGS206174-PA	JC_06640-RA
OG0011039	DPOGS202120-PA	JC_04177-RA
OG0011040	DPOGS209952-PA	JC_05096-RA
OG0011042	DPOGS207657-PA	JC_09290-RA
OG0011044	DPOGS209985-PA	JC_05104-RA
OG0011045	DPOGS203565-PA	JC_11051-RA
OG0011046	DPOGS206923-PA	JC_11788-RA
OG0011049	DPOGS209969-PA	JC_05120-RA
OG0011052	DPOGS209812-PA	JC_09073-RA
OG0011054	DPOGS213945-PA	JC_00235-RA
OG0011056	DPOGS203484-PA, DPOGS203485-PA	JC_11074-RA
OG0011063	DPOGS212377-PA	JC_07239-RA
OG0011066	DPOGS200360-PA	JC_03077-RA
OG0011068	DPOGS205560-PA	JC_09109-RA
OG0011069	DPOGS211410-PA	JC_04919-RA
OG0011071	DPOGS205932-PA	JC_04339-RA
OG0011072	DPOGS211469-PA	JC_06553-RA
OG0011075	DPOGS211472-PA	JC_06549-RA
OG0011078	DPOGS206721-PA	JC_04320-RA
OG0011079	DPOGS209074-PA	JC_03008-RA
OG0011081	DPOGS212417-PA	JC_04301-RA
OG0011083	DPOGS201843-PA	JC_08608-RA
OG0011086	DPOGS214957-PA	JC_13394-RA
OG0011088	DPOGS200158-PA	JC_04260-RA
OG0011089	DPOGS215158-PA	JC_13375-RA
OG0011090	DPOGS208381-PA	JC_01730-RA
OG0011096	DPOGS203291-PA	JC_01751-RA
OG0011097	DPOGS201520-PA	JC_01018-RA
OG0011098	DPOGS203408-PA	JC_01761-RA
OG0011099	DPOGS206163-PA	JC_15796-RA
OG0011101	DPOGS206240-PA	JC_16153-RA
OG0011102	DPOGS211361-PA, DPOGS207883-PA	JC_11330-RA
OG0011103	DPOGS215369-PA, DPOGS209231-PA	JC_05938-RA, JC_05937-RA, JC_05939-RA
OG0011105	DPOGS207690-PA	JC_15410-RA
OG0011106	DPOGS209317-PA	JC_13724-RA
OG0011107	DPOGS210153-PA	JC_13181-RA
OG0011108	DPOGS205037-PA	JC_16755-RA
OG0011109	DPOGS200886-PA	JC_16244-RA, JC_16242-RA, JC_16330-RA, JC_16315-RA
OG0011111	DPOGS212901-PA	JC_16022-RA
OG0011112	DPOGS213370-PA	JC_14635-RA
OG0011113	DPOGS206498-PA, DPOGS206499-PA	JC_04541-RA
OG0011114	DPOGS200425-PA	JC_10814-RA
OG0011115	DPOGS213800-PA	JC_03900-RA
OG0011116	DPOGS212349-PA	JC_07255-RA
OG0011117	DPOGS209406-PA	JC_07273-RA, JC_07278-RA
OG0011119	DPOGS205079-PA	JC_04051-RA
OG0011120	DPOGS208083-PA	JC_00446-RA
OG0011121	DPOGS200906-PA	JC_01959-RA
OG0011122	DPOGS205867-PA	JC_15553-RA, JC_13416-RA, JC_16499-RA, JC_03257-RA
OG0011123	DPOGS205316-PA	JC_10534-RA, JC_10535-RA
OG0011125	DPOGS211145-PA	JC_08075-RA
OG0011126	DPOGS206733-PA	JC_16141-RA
OG0011128	DPOGS208418-PA	JC_10226-RA
OG0011133	DPOGS201464-PA	JC_01068-RA
OG0011136	DPOGS210233-PA	JC_09165-RA
OG0011137	DPOGS206286-PA	JC_14724-RA
OG0011138	DPOGS213379-PA	JC_14612-RA
OG0011139	DPOGS213020-PA	JC_04129-RA
OG0011140	DPOGS203542-PA	JC_14407-RA
OG0011141	DPOGS209394-PA	JC_04545-RA
OG0011143	DPOGS211529-PA	JC_17048-RA
OG0011144	DPOGS215724-PA	JC_01539-RA, JC_01540-RA
OG0011145	DPOGS200582-PA	JC_15013-RA
OG0011146	DPOGS209982-PA	JC_05098-RA
OG0011147	DPOGS214842-PA	JC_13263-RA
OG0011148	DPOGS208287-PA	JC_06307-RA, JC_06306-RA
OG0011150	DPOGS205813-PA	JC_09448-RA
OG0011152	DPOGS209941-PA	JC_05082-RA
OG0011153	DPOGS202620-PA	JC_06514-RA
OG0011154	DPOGS204190-PA	JC_12716-RA
OG0011156	DPOGS214582-PA	JC_12368-RA
OG0011158	DPOGS215918-PA	JC_04629-RA
OG0011159	DPOGS214876-PA	JC_13256-RA
OG0011160	DPOGS213535-PA	JC_06933-RA
OG0011161	DPOGS215843-PA	JC_08263-RA
OG0011163	DPOGS204706-PA	JC_10629-RA
OG0011163	DPOGS204652-PA	JC_10628-RA
OG0011164	DPOGS216030-PA	JC_10765-RA
OG0011165	DPOGS214324-PA	JC_10323-RA
OG0011166	DPOGS207981-PA	JC_04760-RA
OG0011167	DPOGS213067-PA	JC_00651-RA
