Orthogroup	Danaus_plexippus	Vanessa_cardui
OG0009131	DPOGS203832-PA	Vcard_DToL01584-RA
OG0009132	DPOGS204324-PA	Vcard_DToL04317-RA
OG0009133	DPOGS215811-PA	Vcard_DToL05911-RA
OG0009134	DPOGS205071-PA	Vcard_DToL08660-RA
OG0009135	DPOGS204325-PA	Vcard_DToL04318-RA
OG0009136	DPOGS204471-PA	Vcard_DToL02158-RA
OG0009137	DPOGS207312-PA	Vcard_DToL11977-RA
OG0009138	DPOGS215814-PA	Vcard_DToL05904-RA
OG0009140	DPOGS203831-PA	Vcard_DToL01586-RA
OG0009141	DPOGS203906-PA	Vcard_DToL00185-RA
OG0009142	DPOGS207065-PA	Vcard_DToL07884-RA
OG0009144	DPOGS205070-PA	Vcard_DToL08654-RA
OG0009145	DPOGS204421-PA	Vcard_DToL02168-RA
OG0009147	DPOGS207063-PA	Vcard_DToL07888-RA
OG0009149	DPOGS207310-PA	Vcard_DToL11980-RA
OG0009150	DPOGS204424-PA	Vcard_DToL02174-RA
OG0009151	DPOGS203221-PA	Vcard_DToL02928-RA
OG0009153	DPOGS205068-PA	Vcard_DToL08647-RA
OG0009154	DPOGS202474-PA	Vcard_DToL16287-RA
OG0009155	DPOGS205078-PA	Vcard_DToL08644-RA
OG0009157	DPOGS210508-PA	Vcard_DToL13141-RA
OG0009159	DPOGS209330-PA	Vcard_DToL15487-RA
OG0009160	DPOGS205067-PA	Vcard_DToL08642-RA
OG0009161	DPOGS204336-PA	Vcard_DToL04341-RA
OG0009162	DPOGS205080-PA	Vcard_DToL08640-RA
OG0009166	DPOGS205082-PA	Vcard_DToL08637-RA
OG0009168	DPOGS205065-PA	Vcard_DToL08634-RA
OG0009169	DPOGS202739-PA	Vcard_DToL09434-RA
OG0009170	DPOGS200383-PA	Vcard_DToL04347-RA
OG0009171	DPOGS214614-PA	Vcard_DToL18687-RA
OG0009173	DPOGS202727-PA	Vcard_DToL09439-RA
OG0009174	DPOGS203956-PA	Vcard_DToL00358-RA
OG0009175	DPOGS203157-PA	Vcard_DToL02939-RA
OG0009176	DPOGS209310-PA	Vcard_DToL15499-RA
OG0009177	DPOGS204459-PA	Vcard_DToL02184-RA
OG0009178	DPOGS211253-PA	Vcard_DToL09447-RA
OG0009180	DPOGS215566-PA	Vcard_DToL05152-RA
OG0009182	DPOGS203929-PA	Vcard_DToL00379-RA
OG0009183	DPOGS206006-PA	Vcard_DToL13202-RA
OG0009184	DPOGS202244-PA	Vcard_DToL14500-RA
OG0009185	DPOGS209325-PA	Vcard_DToL15503-RA
OG0009186	DPOGS215821-PA	Vcard_DToL05885-RA
OG0009187	DPOGS208994-PA	Vcard_DToL07361-RA
OG0009188	DPOGS215600-PA	Vcard_DToL05155-RA
OG0009190	DPOGS203213-PA	Vcard_DToL02946-RA
OG0009191	DPOGS215088-PA	Vcard_DToL09814-RA
OG0009192	DPOGS205085-PA	Vcard_DToL08629-RA
OG0009193	DPOGS211249-PA	Vcard_DToL09455-RA
OG0009195	DPOGS203818-PA	Vcard_DToL01288-RA
OG0009196	DPOGS215090-PA	Vcard_DToL09809-RA
OG0009197	DPOGS202616-PA	Vcard_DToL10439-RA
OG0009198	DPOGS203212-PA	Vcard_DToL02955-RA
OG0009199	DPOGS215560-PA	Vcard_DToL05167-RA
OG0009200	DPOGS211409-PA	Vcard_DToL05347-RA
OG0009201	DPOGS215072-PA	Vcard_DToL09798-RA
OG0009203	DPOGS208064-PA	Vcard_DToL02208-RA
OG0009204	DPOGS202619-PA	Vcard_DToL10429-RA
OG0009205	DPOGS200615-PA	Vcard_DToL12704-RA
OG0009206	DPOGS205092-PA	Vcard_DToL08615-RA
OG0009207	DPOGS211067-PA	Vcard_DToL17275-RA
OG0009208	DPOGS203815-PA	Vcard_DToL01277-RA
OG0009209	DPOGS203773-PA	Vcard_DToL17050-RA
OG0009210	DPOGS205057-PA	Vcard_DToL08606-RA
OG0009213	DPOGS205056-PA	Vcard_DToL08605-RA
OG0009214	DPOGS205095-PA	Vcard_DToL08604-RA
OG0009215	DPOGS205055-PA	Vcard_DToL08603-RA
OG0009216	DPOGS205096-PA	Vcard_DToL08602-RA
OG0009217	DPOGS205054-PA	Vcard_DToL08601-RA
OG0009218	DPOGS206543-PA	Vcard_DToL05876-RA
OG0009221	DPOGS206603-PA	Vcard_DToL11024-RA
OG0009222	DPOGS200530-PA	Vcard_DToL14204-RA
OG0009223	DPOGS208861-PA	Vcard_DToL07377-RA
OG0009224	DPOGS206479-PA	Vcard_DToL09464-RA
OG0009225	DPOGS205052-PA	Vcard_DToL08589-RA
OG0009226	DPOGS208082-PA	Vcard_DToL02227-RA
OG0009227	DPOGS205098-PA	Vcard_DToL08588-RA
OG0009228	DPOGS205051-PA	Vcard_DToL08587-RA
OG0009230	DPOGS206411-PA	Vcard_DToL15531-RA
OG0009231	DPOGS206439-PA	Vcard_DToL09469-RA
OG0009232	DPOGS205049-PA	Vcard_DToL08583-RA
OG0009233	DPOGS202329-PA	Vcard_DToL14519-RA
OG0009235	DPOGS215992-PA	Vcard_DToL03706-RA
OG0009236	DPOGS201068-PA	Vcard_DToL09783-RA
OG0009237	DPOGS206536-PA	Vcard_DToL05864-RA
OG0009238	DPOGS206685-PA	Vcard_DToL11040-RA
OG0009239	DPOGS204243-PA	Vcard_DToL02364-RA
OG0009240	DPOGS200568-PA	Vcard_DToL14218-RA
OG0009241	DPOGS206535-PA	Vcard_DToL05862-RA
OG0009242	DPOGS201067-PA	Vcard_DToL09781-RA
OG0009243	DPOGS206891-PA	Vcard_DToL07922-RA
OG0009245	DPOGS215991-PA	Vcard_DToL03709-RA
OG0009247	DPOGS206893-PA	Vcard_DToL07999-RA
OG0009249	DPOGS205099-PA	Vcard_DToL08582-RA
OG0009250	DPOGS205349-PA	Vcard_DToL04384-RA
OG0009253	DPOGS205353-PA	Vcard_DToL04386-RA
OG0009254	DPOGS200572-PA	Vcard_DToL14226-RA
OG0009255	DPOGS204236-PA	Vcard_DToL02355-RA
OG0009256	DPOGS206611-PA	Vcard_DToL11048-RA
OG0009257	DPOGS207041-PA	Vcard_DToL07991-RA
OG0009258	DPOGS200608-PA	Vcard_DToL12686-RA
OG0009259	DPOGS205048-PA	Vcard_DToL08581-RA
OG0009261	DPOGS201097-PA	Vcard_DToL09773-RA
OG0009262	DPOGS202265-PA	Vcard_DToL14543-RA
OG0009263	DPOGS206428-PA	Vcard_DToL15537-RA
OG0009264	DPOGS206429-PA	Vcard_DToL15538-RA
OG0009265	DPOGS209398-PA	Vcard_DToL13221-RA
OG0009266	DPOGS200692-PA	Vcard_DToL12683-RA
OG0009267	DPOGS207039-PA	Vcard_DToL07986-RA
OG0009268	DPOGS202268-PA	Vcard_DToL14546-RA
OG0009269	DPOGS210404-PA	Vcard_DToL08576-RA
OG0009270	DPOGS205101-PA	Vcard_DToL08573-RA
OG0009271	DPOGS200691-PA	Vcard_DToL12681-RA
OG0009272	DPOGS204232-PA	Vcard_DToL02347-RA
OG0009273	DPOGS207252-PA	Vcard_DToL11995-RA
OG0009274	DPOGS203390-PA	Vcard_DToL00441-RA
OG0009277	DPOGS206676-PA	Vcard_DToL11062-RA
OG0009278	DPOGS213010-PA	Vcard_DToL08566-RA
OG0009279	DPOGS213012-PA	Vcard_DToL08565-RA
OG0009280	DPOGS205605-PA	Vcard_DToL09763-RA
OG0009282	DPOGS200685-PA	Vcard_DToL12676-RA
OG0009283	DPOGS205599-PA	Vcard_DToL09764-RA
OG0009284	DPOGS203080-PA	Vcard_DToL14235-RA
OG0009285	DPOGS214177-PA	Vcard_DToL05828-RA
OG0009286	DPOGS214200-PA	Vcard_DToL05827-RA
OG0009287	DPOGS214875-PA	Vcard_DToL15407-RA
OG0009288	DPOGS214320-PA	Vcard_DToL13682-RA
OG0009289	DPOGS206617-PA	Vcard_DToL11063-RA
OG0009290	DPOGS213014-PA	Vcard_DToL08564-RA
OG0009291	DPOGS214175-PA	Vcard_DToL05824-RA
OG0009292	DPOGS207256-PA	Vcard_DToL12007-RA
OG0009293	DPOGS214930-PA	Vcard_DToL08563-RA
OG0009294	DPOGS212208-PA	Vcard_DToL03735-RA
OG0009295	DPOGS204221-PA	Vcard_DToL02316-RA
OG0009296	DPOGS204059-PA	Vcard_DToL16184-RA
OG0009297	DPOGS206443-PA	Vcard_DToL09483-RA
OG0009298	DPOGS209706-PA	Vcard_DToL12670-RA
OG0009300	DPOGS213007-PA	Vcard_DToL08558-RA
OG0009302	DPOGS207299-PA	Vcard_DToL12012-RA
OG0009303	DPOGS203605-PA	Vcard_DToL04407-RA
OG0009304	DPOGS207027-PA	Vcard_DToL07953-RA
OG0009306	DPOGS213006-PA	Vcard_DToL08555-RA
OG0009307	DPOGS207264-PA	Vcard_DToL12023-RA
OG0009308	DPOGS213018-PA	Vcard_DToL08554-RA
OG0009309	DPOGS214871-PA	Vcard_DToL15412-RA
OG0009310	DPOGS213005-PA	Vcard_DToL08552-RA
OG0009311	DPOGS214870-PA	Vcard_DToL15413-RA
OG0009312	DPOGS203603-PA	Vcard_DToL04416-RA
OG0009313	DPOGS206138-PA	Vcard_DToL00499-RA
OG0009314	DPOGS206139-PA	Vcard_DToL00498-RA
OG0009315	DPOGS206140-PA	Vcard_DToL00495-RA
OG0009316	DPOGS211928-PA	Vcard_DToL03746-RA
OG0009317	DPOGS208875-PA	Vcard_DToL07395-RA
OG0009319	DPOGS213019-PA	Vcard_DToL08551-RA
OG0009320	DPOGS213001-PA	Vcard_DToL08550-RA
OG0009322	DPOGS209714-PA	Vcard_DToL12644-RA
OG0009323	DPOGS206045-PA	Vcard_DToL00494-RA
OG0009324	DPOGS206141-PA	Vcard_DToL00492-RA
OG0009325	DPOGS214160-PA	Vcard_DToL05784-RA
OG0009326	DPOGS212783-PA	Vcard_DToL07699-RA
OG0009328	DPOGS213022-PA	Vcard_DToL08547-RA
OG0009329	DPOGS207806-PA	Vcard_DToL09308-RA
OG0009333	DPOGS205610-PA	Vcard_DToL09749-RA
OG0009334	DPOGS201800-PA	Vcard_DToL07693-RA
OG0009335	DPOGS206143-PA	Vcard_DToL00488-RA
OG0009336	DPOGS201801-PA	Vcard_DToL07689-RA
OG0009339	DPOGS214336-PA	Vcard_DToL13711-RA
OG0009340	DPOGS213026-PA	Vcard_DToL08544-RA
OG0009342	DPOGS213000-PA	Vcard_DToL08539-RA
OG0009343	DPOGS208967-PA	Vcard_DToL07416-RA
OG0009344	DPOGS206145-PA	Vcard_DToL00480-RA
OG0009345	DPOGS213030-PA	Vcard_DToL08533-RA
OG0009346	DPOGS207429-PA	Vcard_DToL14246-RA
OG0009347	DPOGS212998-PA	Vcard_DToL08531-RA
OG0009348	DPOGS212996-PA	Vcard_DToL08529-RA
OG0009350	DPOGS214848-PA	Vcard_DToL15420-RA
OG0009352	DPOGS214864-PA	Vcard_DToL15421-RA
OG0009353	DPOGS203078-PA	Vcard_DToL02307-RA
OG0009354	DPOGS208024-PA	Vcard_DToL09954-RA
OG0009355	DPOGS213031-PA	Vcard_DToL08527-RA
OG0009356	DPOGS214132-PA	Vcard_DToL05718-RA
OG0009357	DPOGS212267-PA	Vcard_DToL03011-RA
OG0009358	DPOGS214339-PA	Vcard_DToL13725-RA
OG0009361	DPOGS206032-PA	Vcard_DToL00477-RA
OG0009362	DPOGS214860-PA	Vcard_DToL15429-RA
OG0009363	DPOGS202632-PA	Vcard_DToL10951-RA
OG0009364	DPOGS202633-PA	Vcard_DToL10949-RA
OG0009365	DPOGS206030-PA	Vcard_DToL00474-RA
OG0009366	DPOGS216016-PA	Vcard_DToL03778-RA
OG0009367	DPOGS202892-PA	Vcard_DToL13763-RA
OG0009369	DPOGS208946-PA	Vcard_DToL07445-RA
OG0009370	DPOGS208014-PA	Vcard_DToL10161-RA
OG0009371	DPOGS208666-PA	Vcard_DToL02292-RA
OG0009373	DPOGS209069-PA	Vcard_DToL15438-RA
OG0009374	DPOGS214247-PA	Vcard_DToL05725-RA
OG0009376	DPOGS203717-PA	Vcard_DToL01208-RA
OG0009377	DPOGS209067-PA	Vcard_DToL15444-RA
OG0009378	DPOGS204039-PA	Vcard_DToL14401-RA
OG0009379	DPOGS206938-PA	Vcard_DToL07809-RA
OG0009380	DPOGS207816-PA	Vcard_DToL09287-RA
OG0009382	DPOGS208951-PA	Vcard_DToL07456-RA
OG0009384	DPOGS206136-PA	Vcard_DToL00501-RA
OG0009387	DPOGS203318-PA	Vcard_DToL00448-RA
OG0009390	DPOGS215957-PA	Vcard_DToL03795-RA
OG0009391	DPOGS204024-PA	Vcard_DToL14394-RA
OG0009392	DPOGS202897-PA	Vcard_DToL13745-RA
OG0009395	DPOGS207741-PA	Vcard_DToL09275-RA
OG0009396	DPOGS209026-PA	Vcard_DToL15446-RA
OG0009397	DPOGS207283-PA	Vcard_DToL12045-RA
OG0009399	DPOGS206417-PA	Vcard_DToL15591-RA
OG0009400	DPOGS204030-PA	Vcard_DToL14382-RA
OG0009401	DPOGS208658-PA	Vcard_DToL02272-RA
OG0009402	DPOGS204031-PA	Vcard_DToL14379-RA
OG0009403	DPOGS207274-PA	Vcard_DToL12054-RA
OG0009404	DPOGS207280-PA	Vcard_DToL12055-RA
OG0009406	DPOGS202450-PA	Vcard_DToL05439-RA
OG0009407	DPOGS210681-PA	Vcard_DToL10373-RA
OG0009408	DPOGS202421-PA	Vcard_DToL17247-RA
OG0009409	DPOGS212278-PA	Vcard_DToL03025-RA
OG0009410	DPOGS212277-PA	Vcard_DToL03026-RA
OG0009412	DPOGS201037-PA	Vcard_DToL12603-RA
OG0009413	DPOGS201036-PA	Vcard_DToL12601-RA
OG0009415	DPOGS205822-PA	Vcard_DToL14278-RA
OG0009416	DPOGS202593-PA	Vcard_DToL03031-RA
OG0009417	DPOGS209536-PA	Vcard_DToL15678-RA
OG0009418	DPOGS212992-PA	Vcard_DToL08521-RA
OG0009419	DPOGS215790-PA	Vcard_DToL01189-RA
OG0009421	DPOGS206050-PA	Vcard_DToL00512-RA
OG0009422	DPOGS213798-PA	Vcard_DToL08773-RA
OG0009423	DPOGS208649-PA	Vcard_DToL02247-RA
OG0009424	DPOGS212988-PA	Vcard_DToL08513-RA
OG0009426	DPOGS201035-PA	Vcard_DToL12599-RA
OG0009427	DPOGS200977-PA	Vcard_DToL12598-RA
OG0009428	DPOGS214341-PA	Vcard_DToL13731-RA
OG0009429	DPOGS201454-PA	Vcard_DToL01417-RA
OG0009430	DPOGS201492-PA	Vcard_DToL01419-RA
OG0009431	DPOGS201033-PA	Vcard_DToL12595-RA
OG0009432	DPOGS207725-PA	Vcard_DToL09242-RA
OG0009433	DPOGS200979-PA	Vcard_DToL12594-RA
OG0009434	DPOGS210685-PA	Vcard_DToL10367-RA
OG0009435	DPOGS211644-PA	Vcard_DToL12169-RA
OG0009436	DPOGS200981-PA	Vcard_DToL12587-RA
OG0009437	DPOGS201029-PA	Vcard_DToL12586-RA
OG0009438	DPOGS211645-PA	Vcard_DToL12168-RA
OG0009439	DPOGS211635-PA	Vcard_DToL12164-RA
OG0009441	DPOGS211648-PA	Vcard_DToL12163-RA
OG0009442	DPOGS211987-PA	Vcard_DToL17238-RA
OG0009443	DPOGS209048-PA	Vcard_DToL15480-RA
OG0009444	DPOGS204249-PA	Vcard_DToL02377-RA
OG0009445	DPOGS214228-PA	Vcard_DToL05748-RA
OG0009446	DPOGS211649-PA	Vcard_DToL12161-RA
OG0009447	DPOGS211650-PA	Vcard_DToL12160-RA
OG0009448	DPOGS208957-PA	Vcard_DToL07491-RA
OG0009450	DPOGS213044-PA	Vcard_DToL08511-RA
OG0009453	DPOGS200030-PA	Vcard_DToL10114-RA
OG0009454	DPOGS213837-PA	Vcard_DToL03047-RA
OG0009455	DPOGS213263-PA	Vcard_DToL13936-RA
OG0009456	DPOGS209044-PA	Vcard_DToL15484-RA
OG0009457	DPOGS204255-PA	Vcard_DToL02388-RA
OG0009458	DPOGS213262-PA	Vcard_DToL13938-RA
OG0009459	DPOGS214771-PA	Vcard_DToL04491-RA
OG0009461	DPOGS205992-PA	Vcard_DToL14175-RA
OG0009463	DPOGS212868-PA	Vcard_DToL14352-RA
OG0009464	DPOGS212867-PA	Vcard_DToL14353-RA
OG0009465	DPOGS209898-PA	Vcard_DToL13820-RA
OG0009466	DPOGS205878-PA	Vcard_DToL17227-RA
OG0009468	DPOGS209894-PA	Vcard_DToL13819-RA
OG0009469	DPOGS202114-PA	Vcard_DToL08507-RA
OG0009470	DPOGS214253-PA	Vcard_DToL05711-RA
OG0009471	DPOGS209900-PA	Vcard_DToL13815-RA
OG0009472	DPOGS213829-PA	Vcard_DToL03053-RA
OG0009473	DPOGS215396-PA, DPOGS215398-PA	Vcard_DToL10099-RA
OG0009475	DPOGS213840-PA	Vcard_DToL03056-RA
OG0009477	DPOGS209903-PA	Vcard_DToL13806-RA
OG0009478	DPOGS209889-PA	Vcard_DToL13805-RA
OG0009479	DPOGS202115-PA	Vcard_DToL08505-RA
OG0009480	DPOGS211920-PA	Vcard_DToL03816-RA
OG0009481	DPOGS214257-PA	Vcard_DToL05704-RA
OG0009483	DPOGS211917-PA	Vcard_DToL03825-RA
OG0009484	DPOGS204893-PA	Vcard_DToL12107-RA, Vcard_DToL12166-RA
OG0009485	DPOGS200990-PA	Vcard_DToL12558-RA
OG0009487	DPOGS202116-PA	Vcard_DToL08500-RA
OG0009488	DPOGS208942-PA	Vcard_DToL07515-RA
OG0009489	DPOGS205758-PA	Vcard_DToL05177-RA
OG0009490	DPOGS212857-PA	Vcard_DToL14338-RA
OG0009493	DPOGS212823-PA	Vcard_DToL14334-RA
OG0009494	DPOGS214262-PA	Vcard_DToL05698-RA
OG0009495	DPOGS208941-PA	Vcard_DToL07517-RA
OG0009496	DPOGS200992-PA	Vcard_DToL12556-RA
OG0009497	DPOGS204868-PA	Vcard_DToL12105-RA
OG0009498	DPOGS214263-PA	Vcard_DToL05696-RA
OG0009502	DPOGS201011-PA	Vcard_DToL12549-RA
OG0009503	DPOGS210704-PA	Vcard_DToL10346-RA
OG0009504	DPOGS200994-PA	Vcard_DToL12548-RA
OG0009505	DPOGS212848-PA	Vcard_DToL14315-RA
OG0009507	DPOGS205543-PA	Vcard_DToL17176-RA
OG0009508	DPOGS214266-PA	Vcard_DToL05683-RA
OG0009509	DPOGS208923-PA	Vcard_DToL07520-RA
OG0009511	DPOGS214117-PA	Vcard_DToL05677-RA
OG0009512	DPOGS205498-PA	Vcard_DToL17169-RA
OG0009513	DPOGS202119-PA	Vcard_DToL08495-RA
OG0009514	DPOGS202108-PA	Vcard_DToL08494-RA
OG0009515	DPOGS202121-PA	Vcard_DToL08489-RA
OG0009516	DPOGS205537-PA	Vcard_DToL17164-RA
OG0009517	DPOGS202106-PA	Vcard_DToL08487-RA
OG0009518	DPOGS208935-PA	Vcard_DToL07531-RA
OG0009519	DPOGS213506-PA	Vcard_DToL12187-RA
OG0009520	DPOGS213626-PA	Vcard_DToL12188-RA
OG0009522	DPOGS211403-PA	Vcard_DToL05346-RA
OG0009523	DPOGS210711-PA	Vcard_DToL10340-RA
OG0009524	DPOGS210742-PA	Vcard_DToL10339-RA
OG0009525	DPOGS210712-PA	Vcard_DToL10338-RA
OG0009526	DPOGS208934-PA	Vcard_DToL07542-RA
OG0009528	DPOGS209946-PA	Vcard_DToL02722-RA
OG0009529	DPOGS212329-PA	Vcard_DToL11918-RA
OG0009530	DPOGS209947-PA	Vcard_DToL02727-RA
OG0009531	DPOGS202123-PA	Vcard_DToL08484-RA
OG0009533	DPOGS202103-PA	Vcard_DToL08482-RA
OG0009534	DPOGS212327-PA	Vcard_DToL11913-RA
OG0009535	DPOGS202124-PA	Vcard_DToL08481-RA
OG0009536	DPOGS207005-PA	Vcard_DToL08212-RA
OG0009537	DPOGS201922-PA	Vcard_DToL01471-RA
OG0009538	DPOGS209976-PA	Vcard_DToL02729-RA
OG0009539	DPOGS200312-PA	Vcard_DToL04529-RA
OG0009540	DPOGS206931-PA	Vcard_DToL08210-RA
OG0009541	DPOGS209980-PA	Vcard_DToL02753-RA
OG0009542	DPOGS207009-PA	Vcard_DToL08197-RA
OG0009543	DPOGS207663-PA	Vcard_DToL06655-RA
OG0009545	DPOGS214279-PA	Vcard_DToL05662-RA
OG0009547	DPOGS205506-PA	Vcard_DToL17155-RA
OG0009549	DPOGS206926-PA	Vcard_DToL08192-RA
OG0009550	DPOGS214108-PA	Vcard_DToL05658-RA
OG0009551	DPOGS214283-PA	Vcard_DToL05655-RA
OG0009553	DPOGS211399-PA	Vcard_DToL05333-RA
OG0009554	DPOGS212558-PA	Vcard_DToL00583-RA
OG0009555	DPOGS209983-PA	Vcard_DToL02756-RA
OG0009556	DPOGS209949-PA	Vcard_DToL02759-RA
OG0009557	DPOGS209984-PA	Vcard_DToL02760-RA
OG0009558	DPOGS200321-PA	Vcard_DToL04544-RA
OG0009560	DPOGS215416-PA	Vcard_DToL10060-RA
OG0009561	DPOGS200053-PA	Vcard_DToL07556-RA
OG0009562	DPOGS209974-PA	Vcard_DToL02768-RA
OG0009564	DPOGS202358-PA	Vcard_DToL15687-RA
OG0009565	DPOGS214105-PA	Vcard_DToL05650-RA
OG0009566	DPOGS209973-PA	Vcard_DToL02769-RA
OG0009567	DPOGS209956-PA	Vcard_DToL02771-RA
OG0009568	DPOGS202099-PA	Vcard_DToL08473-RA
OG0009569	DPOGS209972-PA	Vcard_DToL02772-RA
OG0009570	DPOGS205529-PA	Vcard_DToL17141-RA
OG0009571	DPOGS202126-PA	Vcard_DToL08472-RA
OG0009572	DPOGS209957-PA	Vcard_DToL02773-RA
OG0009573	DPOGS209971-PA	Vcard_DToL02777-RA
OG0009574	DPOGS215420-PA	Vcard_DToL10054-RA
OG0009575	DPOGS211424-PA	Vcard_DToL05318-RA
OG0009576	DPOGS202357-PA	Vcard_DToL15689-RA
OG0009577	DPOGS202805-PA	Vcard_DToL06957-RA
OG0009578	DPOGS200306-PA	Vcard_DToL04551-RA
OG0009579	DPOGS200818-PA	Vcard_DToL09183-RA
OG0009580	DPOGS205517-PA	Vcard_DToL17134-RA
OG0009581	DPOGS209959-PA	Vcard_DToL02782-RA
OG0009582	DPOGS209968-PA	Vcard_DToL02784-RA
OG0009583	DPOGS212319-PA	Vcard_DToL11906-RA
OG0009584	DPOGS205848-PA	Vcard_DToL05312-RA
OG0009585	DPOGS202093-PA	Vcard_DToL08460-RA
OG0009586	DPOGS212561-PA	Vcard_DToL00595-RA
OG0009587	DPOGS202881-PA	Vcard_DToL13783-RA
OG0009588	DPOGS205851-PA	Vcard_DToL05306-RA
OG0009590	DPOGS214098-PA	Vcard_DToL05646-RA
OG0009591	DPOGS200873-PA	Vcard_DToL09175-RA
OG0009592	DPOGS200648-PA	Vcard_DToL02799-RA
OG0009593	DPOGS206918-PA	Vcard_DToL08173-RA
OG0009594	DPOGS200182-PA	Vcard_DToL08454-RA
OG0009595	DPOGS200591-PA	Vcard_DToL02800-RA
OG0009596	DPOGS200645-PA	Vcard_DToL02804-RA
OG0009597	DPOGS200594-PA	Vcard_DToL02805-RA
OG0009598	DPOGS200644-PA	Vcard_DToL02808-RA
OG0009599	DPOGS200595-PA	Vcard_DToL02809-RA
OG0009600	DPOGS200825-PA	Vcard_DToL09165-RA
OG0009601	DPOGS200180-PA	Vcard_DToL08449-RA
OG0009602	DPOGS210601-PA	Vcard_DToL01721-RA
OG0009603	DPOGS206957-PA	Vcard_DToL08168-RA
OG0009605	DPOGS214291-PA	Vcard_DToL05635-RA
OG0009607	DPOGS208725-PA	Vcard_DToL02516-RA
OG0009608	DPOGS208714-PA	Vcard_DToL02517-RA
OG0009609	DPOGS202835-PA	Vcard_DToL06962-RA
OG0009611	DPOGS208730-PA	Vcard_DToL02529-RA
OG0009612	DPOGS212382-PA	Vcard_DToL11882-RA
OG0009614	DPOGS214088-PA	Vcard_DToL05628-RA
OG0009615	DPOGS200832-PA	Vcard_DToL09150-RA
OG0009618	DPOGS209929-PA	Vcard_DToL05281-RA
OG0009619	DPOGS203004-PA	Vcard_DToL00727-RA
OG0009620	DPOGS210597-PA	Vcard_DToL01713-RA
OG0009621	DPOGS209931-PA	Vcard_DToL05275-RA
OG0009622	DPOGS200174-PA	Vcard_DToL08438-RA
OG0009623	DPOGS210616-PA	Vcard_DToL01700-RA
OG0009624	DPOGS208315-PA	Vcard_DToL10293-RA
OG0009625	DPOGS208733-PA	Vcard_DToL02536-RA
OG0009627	DPOGS200355-PA	Vcard_DToL04619-RA
OG0009628	DPOGS207691-PA	Vcard_DToL17101-RA
OG0009629	DPOGS200836-PA	Vcard_DToL09138-RA
OG0009630	DPOGS202828-PA	Vcard_DToL06992-RA
OG0009631	DPOGS211615-PA	Vcard_DToL10897-RA
OG0009632	DPOGS211616-PA	Vcard_DToL10899-RA
OG0009633	DPOGS208314-PA	Vcard_DToL10290-RA
OG0009635	DPOGS212336-PA	Vcard_DToL11879-RA
OG0009636	DPOGS206863-PA	Vcard_DToL08138-RA
OG0009637	DPOGS200656-PA, DPOGS200804-PA	Vcard_DToL01413-RA
OG0009638	DPOGS210621-PA	Vcard_DToL01694-RA
OG0009639	DPOGS208743-PA	Vcard_DToL02557-RA
OG0009640	DPOGS202977-PA	Vcard_DToL00787-RA
OG0009642	DPOGS202186-PA	Vcard_DToL01688-RA
OG0009643	DPOGS209933-PA	Vcard_DToL05267-RA
OG0009645	DPOGS202234-PA	Vcard_DToL01684-RA
OG0009646	DPOGS212369-PA	Vcard_DToL11861-RA
OG0009648	DPOGS202844-PA	Vcard_DToL07011-RA
OG0009649	DPOGS200738-PA	Vcard_DToL03884-RA
OG0009650	DPOGS200283-PA	Vcard_DToL04628-RA
OG0009652	DPOGS203421-PA	Vcard_DToL01669-RA
OG0009653	DPOGS200727-PA	Vcard_DToL03892-RA
OG0009655	DPOGS200280-PA	Vcard_DToL04635-RA
OG0009656	DPOGS200850-PA	Vcard_DToL09109-RA
OG0009657	DPOGS202347-PA	Vcard_DToL10263-RA
OG0009658	DPOGS205956-PA	Vcard_DToL08307-RA
OG0009659	DPOGS202773-PA	Vcard_DToL07018-RA
OG0009660	DPOGS205955-PA	Vcard_DToL08311-RA
OG0009661	DPOGS202848-PA	Vcard_DToL07022-RA
OG0009662	DPOGS207088-PA	Vcard_DToL08104-RA
OG0009663	DPOGS205929-PA	Vcard_DToL08315-RA
OG0009664	DPOGS202190-PA	Vcard_DToL01662-RA
OG0009665	DPOGS208153-PA	Vcard_DToL15758-RA
OG0009666	DPOGS205952-PA	Vcard_DToL08319-RA
OG0009667	DPOGS205950-PA	Vcard_DToL08321-RA
OG0009668	DPOGS211468-PA	Vcard_DToL10258-RA
OG0009669	DPOGS215065-PA	Vcard_DToL04660-RA
OG0009670	DPOGS212348-PA	Vcard_DToL11851-RA
OG0009671	DPOGS207091-PA	Vcard_DToL08098-RA
OG0009672	DPOGS205933-PA	Vcard_DToL08325-RA
OG0009673	DPOGS210209-PA	Vcard_DToL07603-RA
OG0009675	DPOGS202995-PA	Vcard_DToL00748-RA
OG0009676	DPOGS205935-PA	Vcard_DToL08328-RA
OG0009677	DPOGS205936-PA	Vcard_DToL08329-RA
OG0009678	DPOGS205945-PA	Vcard_DToL08330-RA
OG0009679	DPOGS205944-PA	Vcard_DToL08332-RA
OG0009680	DPOGS212353-PA	Vcard_DToL11831-RA
OG0009682	DPOGS211832-PA	Vcard_DToL05597-RA
OG0009683	DPOGS205700-PA	Vcard_DToL09091-RA
OG0009685	DPOGS210215-PA	Vcard_DToL07621-RA
OG0009686	DPOGS202203-PA	Vcard_DToL01637-RA
OG0009687	DPOGS203016-PA	Vcard_DToL00751-RA
OG0009688	DPOGS205707-PA	Vcard_DToL09086-RA
