Orthogroup	Danaus_plexippus	Heliconius_melpomene_melpomene
OG0008012	DPOGS206635-PA	HMEL011153g1.t1
OG0008013	DPOGS207630-PA	HMEL033083g1.t1
OG0008014	DPOGS204759-PA	HMEL006443g1.t1
OG0008015	DPOGS211492-PA	HMEL011673g1.t1
OG0008016	DPOGS215395-PA	HMEL036357g1.t1
OG0008017	DPOGS202771-PA	HMEL002687g1.t1
OG0008018	DPOGS202850-PA	HMEL002688g1.t1
OG0008019	DPOGS208684-PA	HMEL015207g1.t1
OG0008020	DPOGS208150-PA	HMEL011084g1.t1
OG0008021	DPOGS202770-PA	HMEL002689g1.t1
OG0008022	DPOGS206634-PA	HMEL011155g1.t1
OG0008023	DPOGS200034-PA	HMEL021641g1.t1
OG0008024	DPOGS202769-PA	HMEL002690g1.t1
OG0008025	DPOGS212345-PA, DPOGS212344-PA	HMEL037776g1.t1
OG0008026	DPOGS202851-PA	HMEL002691g1.t1
OG0008027	DPOGS205563-PA	HMEL009800g1.t1
OG0008028	DPOGS203008-PA	HMEL011024g1.t1
OG0008029	DPOGS208361-PA	HMEL002758g1.t1
OG0008030	DPOGS205562-PA	HMEL037136g1.t1
OG0008031	DPOGS208155-PA	HMEL011078g1.t1
OG0008032	DPOGS215040-PA	HMEL002016g1.t1
OG0008033	DPOGS208154-PA	HMEL011207g1.t1
OG0008034	DPOGS210253-PA	HMEL004535g1.t1
OG0008035	DPOGS207438-PA	HMEL012332g1.t1
OG0008036	DPOGS206858-PA	HMEL006145g1.t1
OG0008037	DPOGS207497-PA	HMEL012330g1.t1
OG0008038	DPOGS205931-PA	HMEL035294g1.t1
OG0008039	DPOGS212365-PA	HMEL037767g1.t1
OG0008040	DPOGS202193-PA	HMEL030945g1.t1
OG0008041	DPOGS202854-PA	HMEL002694g1.t1
OG0008042	DPOGS203011-PA	HMEL011026g1.t1
OG0008043	DPOGS211488-PA	HMEL035989g1.t1
OG0008044	DPOGS209334-PA	HMEL007353g1.t1
OG0008045	DPOGS215063-PA	HMEL002011g1.t1
OG0008046	DPOGS212352-PA	HMEL005302g1.t1
OG0008047	DPOGS207093-PA	HMEL006137g1.t1
OG0008048	DPOGS207441-PA	HMEL012328g1.t1
OG0008049	DPOGS212358-PA	HMEL005301g1.t1
OG0008050	DPOGS202196-PA	HMEL009190g1.t1
OG0008051	DPOGS207442-PA	HMEL012326g1.t1
OG0008052	DPOGS202195-PA	HMEL009193g1.t1
OG0008053	DPOGS210214-PA	HMEL037145g1.t1
OG0008054	DPOGS202202-PA	HMEL030940g1.t1
OG0008055	DPOGS210249-PA	HMEL014660g1.t1
OG0008056	DPOGS205703-PA	HMEL014800g1.t1
OG0008057	DPOGS208674-PA	HMEL031008g1.t1
OG0008058	DPOGS211557-PA	HMEL007551g1.t1
OG0008060	DPOGS207095-PA	HMEL006133g1.t1
OG0008061	DPOGS202218-PA	HMEL030938g1.t1
OG0008062	DPOGS202204-PA	HMEL030937g1.t1
OG0008063	DPOGS202217-PA	HMEL030936g1.t1
OG0008065	DPOGS211554-PA	HMEL007549g1.t1
OG0008066	DPOGS211379-PA	HMEL032048g1.t1
OG0008067	DPOGS205616-PA	HMEL007347g1.t1
OG0008068	DPOGS206848-PA	HMEL006131g1.t1
OG0008069	DPOGS211380-PA	HMEL003998g1.t1
OG0008070	DPOGS202206-PA	HMEL009209g1.t1
OG0008071	DPOGS205708-PA	HMEL031712g1.t1
OG0008072	DPOGS205679-PA	HMEL033769g1.t1
OG0008075	DPOGS211432-PA	HMEL032052g1.t1
OG0008076	DPOGS202985-PA	HMEL011041g1.t1
OG0008077	DPOGS206847-PA	HMEL009312g1.t1
OG0008078	DPOGS205709-PA	HMEL014808g1.t1
OG0008079	DPOGS211431-PA	HMEL032056g1.t1
OG0008080	DPOGS202207-PA	HMEL009214g1.t1
OG0008081	DPOGS205619-PA	HMEL007342g1.t1
OG0008082	DPOGS211385-PA	HMEL002099g1.t1
OG0008083	DPOGS205677-PA	HMEL007341g1.t1
OG0008084	DPOGS213322-PA	HMEL007378g1.t1
OG0008085	DPOGS211430-PA	HMEL022383g1.t1
OG0008086	DPOGS213324-PA	HMEL007377g1.t1
OG0008087	DPOGS202213-PA	HMEL009215g1.t1
OG0008088	DPOGS202208-PA	HMEL030935g1.t1
OG0008089	DPOGS202211-PA	HMEL009217g1.t1
OG0008090	DPOGS200048-PA	HMEL007373g1.t1
OG0008091	DPOGS210219-PA	HMEL017751g1.t1
OG0008092	DPOGS207101-PA	HMEL013284g1.t1
OG0008093	DPOGS205689-PA	HMEL007293g1.t1
OG0008094	DPOGS205688-PA	HMEL007295g1.t1
OG0008095	DPOGS200047-PA	HMEL007370g1.t1
OG0008097	DPOGS215047-PA	HMEL032668g1.t1
OG0008098	DPOGS203028-PA	HMEL011050g1.t1
OG0008099	DPOGS207106-PA	HMEL013279g1.t1
OG0008100	DPOGS202209-PA	HMEL006976g1.t1
OG0008101	DPOGS202146-PA	HMEL010894g1.t1
OG0008102	DPOGS201404-PA	HMEL006979g1.t1
OG0008103	DPOGS202147-PA	HMEL010892g1.t1
OG0008104	DPOGS202178-PA	HMEL010891g1.t1
OG0008105	DPOGS206841-PA	HMEL033392g1.t1
OG0008106	DPOGS206840-PA	HMEL013272g1.t1
OG0008108	DPOGS202177-PA	HMEL010889g1.t1
OG0008109	DPOGS215049-PA	HMEL021392g1.t1
OG0008110	DPOGS202149-PA	HMEL010888g1.t1
OG0008111	DPOGS202443-PA	HMEL005137g1.t1
OG0008112	DPOGS215054-PA	HMEL005802g1.t1
OG0008113	DPOGS212919-PA	HMEL004242g1.t1
OG0008114	DPOGS212907-PA	HMEL004239g1.t1
OG0008115	DPOGS202442-PA	HMEL005135g1.t1
OG0008116	DPOGS212906-PA	HMEL022591-RA
OG0008117	DPOGS215050-PA	HMEL002412g1.t1
OG0008118	DPOGS203338-PA	HMEL017934g1.t1
OG0008119	DPOGS207140-PA	HMEL033431g1.t1
OG0008120	DPOGS212922-PA	HMEL007881g1.t1
OG0008121	DPOGS212426-PA	HMEL035280g1.t1
OG0008122	DPOGS211716-PA	HMEL007880g1.t1
OG0008123	DPOGS201412-PA	HMEL009053g1.t1
OG0008124	DPOGS212418-PA	HMEL009616g1.t1
OG0008125	DPOGS209081-PA	HMEL032663g1.t1
OG0008126	DPOGS206812-PA	HMEL003598g1.t1
OG0008127	DPOGS206813-PA	HMEL017608g1.t1
OG0008128	DPOGS202154-PA	HMEL031005g1.t1
OG0008129	DPOGS201897-PA	HMEL014745g1.t1
OG0008130	DPOGS202170-PA	HMEL010881g1.t1
OG0008131	DPOGS209073-PA	HMEL002340g1.t1
OG0008132	DPOGS202155-PA	HMEL031003g1.t1
OG0008133	DPOGS202988-PA	HMEL011033g1.t1
OG0008134	DPOGS212431-PA	HMEL012358g1.t1
OG0008135	DPOGS202157-PA	HMEL003701g1.t1
OG0008136	DPOGS201543-PA	HMEL009059g1.t1
OG0008137	DPOGS206817-PA	HMEL010005g1.t1
OG0008138	DPOGS212435-PA	HMEL012352g1.t1
OG0008139	DPOGS202159-PA	HMEL003698g1.t1
OG0008140	DPOGS202166-PA, DPOGS202165-PA	HMEL003697g1.t1
OG0008141	DPOGS211732-PA	HMEL017339g1.t1
OG0008142	DPOGS207134-PA	HMEL011255g1.t1
OG0008143	DPOGS202160-PA	HMEL003696g1.t1
OG0008144	DPOGS201416-PA	HMEL030923g1.t1
OG0008146	DPOGS206819-PA	HMEL011254g1.t1
OG0008148	DPOGS212437-PA	HMEL035271g1.t1
OG0008149	DPOGS212408-PA	HMEL008639g1.t1
OG0008150	DPOGS201418-PA	HMEL009068g1.t1
OG0008151	DPOGS212407-PA	HMEL008637g1.t1
OG0008152	DPOGS212440-PA	HMEL035268g1.t1
OG0008153	DPOGS202412-PA	HMEL030999g1.t1
OG0008154	DPOGS202409-PA	HMEL003689g1.t1
OG0008155	DPOGS209088-PA	HMEL006667g1.t1
OG0008156	DPOGS201538-PA	HMEL009076g1.t1
OG0008157	DPOGS201886-PA	HMEL033138g1.t1
OG0008158	DPOGS206823-PA	HMEL011683g1.t1
OG0008159	DPOGS207131-PA	HMEL011684g1.t1
OG0008160	DPOGS211720-PA	HMEL017353g1.t1
OG0008161	DPOGS211726-PA	HMEL017354g1.t1
OG0008162	DPOGS211721-PA	HMEL030597g1.t1
OG0008163	DPOGS202406-PA	HMEL007416g1.t1
OG0008164	DPOGS201847-PA	HMEL013096g1.t1
OG0008165	DPOGS213657-PA	HMEL011784g1.t1
OG0008166	DPOGS209376-PA	HMEL018114-RA
OG0008167	DPOGS202405-PA	HMEL007414g1.t1
OG0008168	DPOGS201880-PA	HMEL013094g1.t1
OG0008169	DPOGS205621-PA	HMEL006214g1.t1
OG0008170	DPOGS201424-PA, DPOGS201425-PA, DPOGS201426-PA	HMEL009079g1.t1
OG0008171	DPOGS205623-PA	HMEL006212g1.t1
OG0008172	DPOGS209386-PA	HMEL032642g1.t1
OG0008173	DPOGS201874-PA	HMEL033129g1.t1
OG0008174	DPOGS205624-PA	HMEL033782g1.t1
OG0008175	DPOGS205666-PA	HMEL033783g1.t1
OG0008176	DPOGS207127-PA, DPOGS207126-PA	HMEL010273g1.t1
OG0008177	DPOGS205625-PA	HMEL006205g1.t1
OG0008178	DPOGS209384-PA	HMEL013113g1.t1
OG0008179	DPOGS202400-PA	HMEL007419g1.t1
OG0008180	DPOGS205665-PA	HMEL006203g1.t1
OG0008181	DPOGS209365-PA	HMEL013115g1.t1
OG0008182	DPOGS205627-PA	HMEL006202g1.t1
OG0008183	DPOGS206827-PA	HMEL009594g1.t1
OG0008184	DPOGS207125-PA	HMEL009595g1.t1
OG0008185	DPOGS207124-PA	HMEL009598g1.t1
OG0008186	DPOGS207122-PA	HMEL009599g1.t1
OG0008187	DPOGS214958-PA	HMEL017368g1.t1
OG0008188	DPOGS207120-PA	HMEL009603g1.t1
OG0008189	DPOGS206832-PA	HMEL009604g1.t1
OG0008190	DPOGS209382-PA	HMEL032656g1.t1
OG0008191	DPOGS201870-PA	HMEL013434g1.t1
OG0008192	DPOGS209381-PA	HMEL013366g1.t1
OG0008194	DPOGS207118-PA	HMEL009607g1.t1
OG0008195	DPOGS201427-PA	HMEL009081g1.t1
OG0008196	DPOGS205661-PA	HMEL007101g1.t1
OG0008197	DPOGS205660-PA	HMEL033788g1.t1
OG0008198	DPOGS205633-PA	HMEL007105g1.t1
OG0008199	DPOGS207115-PA	HMEL013257g1.t1
OG0008200	DPOGS205634-PA	HMEL007108g1.t1
OG0008201	DPOGS201533-PA	HMEL009083g1.t1
OG0008203	DPOGS201531-PA	HMEL009087g1.t1
OG0008204	DPOGS214902-PA	HMEL004528g1.t1
OG0008205	DPOGS205637-PA	HMEL006587g1.t1
OG0008206	DPOGS208364-PA	HMEL008794g1.t1
OG0008208	DPOGS215154-PA	HMEL030585g1.t1
OG0008209	DPOGS200161-PA	HMEL005834g1.t1
OG0008210	DPOGS205638-PA	HMEL006589g1.t1
OG0008211	DPOGS215156-PA	HMEL017375g1.t1
OG0008212	DPOGS200150-PA	HMEL005832g1.t1
OG0008213	DPOGS204095-PA	HMEL017377g1.t1
OG0008214	DPOGS201563-PA	HMEL033121g1.t1
OG0008215	DPOGS201562-PA	HMEL004713g1.t1
OG0008217	DPOGS200138-PA	HMEL021580g1.t1
OG0008218	DPOGS201431-PA	HMEL009091g1.t1
OG0008219	DPOGS200140-PA	HMEL035248g1.t1
OG0008220	DPOGS200141-PA	HMEL035249g1.t1
OG0008221	DPOGS205652-PA	HMEL006591g1.t1
OG0008222	DPOGS201567-PA	HMEL033117g1.t1
OG0008223	DPOGS201559-PA	HMEL004869g1.t1
OG0008224	DPOGS201452-PA	HMEL009095g1.t1
OG0008225	DPOGS201554-PA	HMEL010920g1.t1
OG0008226	DPOGS201553-PA	HMEL033111g1.t1
OG0008227	DPOGS201552-PA	HMEL010924g1.t1
OG0008228	DPOGS200016-PA	HMEL012004g1.t1
OG0008229	DPOGS200143-PA	HMEL006879g1.t1
OG0008230	DPOGS214832-PA	HMEL013669g1.t1
OG0008231	DPOGS214828-PA	HMEL013668g1.t1
OG0008232	DPOGS200164-PA	HMEL035255g1.t1
OG0008233	DPOGS200147-PA	HMEL005714g1.t1
OG0008234	DPOGS214784-PA	HMEL006848g1.t1
OG0008235	DPOGS206513-PA	HMEL013651g1.t1
OG0008236	DPOGS211921-PA	HMEL033796g1.t1
OG0008237	DPOGS205473-PA	HMEL013639g1.t1
OG0008238	DPOGS211800-PA	HMEL033106g1.t1
OG0008239	DPOGS212200-PA	HMEL006840g1.t1
OG0008240	DPOGS211841-PA	HMEL016492g1.t1
OG0008241	DPOGS208372-PA	HMEL007233g1.t1
OG0008242	DPOGS211838-PA	HMEL016495g1.t1
OG0008243	DPOGS211435-PA	HMEL030985g1.t1
OG0008244	DPOGS211835-PA	HMEL033099g1.t1
OG0008245	DPOGS201499-PA	HMEL015497g1.t1
OG0008246	DPOGS201447-PA	HMEL015501g1.t1
OG0008247	DPOGS203288-PA	HMEL006384g1.t1
OG0008248	DPOGS211438-PA	HMEL015337g1.t1
OG0008249	DPOGS211463-PA	HMEL015339g1.t1
OG0008250	DPOGS201500-PA	HMEL015504g1.t1
OG0008251	DPOGS211459-PA	HMEL013820g1.t1
OG0008252	DPOGS211439-PA	HMEL013821g1.t1
OG0008253	DPOGS211458-PA	HMEL013822g1.t1
OG0008254	DPOGS203412-PA	HMEL012067g1.t1
OG0008255	DPOGS201517-PA	HMEL015988g1.t1
OG0008256	DPOGS201438-PA	HMEL015987g1.t1
OG0008257	DPOGS201439-PA	HMEL015985g1.t1
OG0008259	DPOGS201440-PA	HMEL015981g1.t1
OG0008261	DPOGS201441-PA	HMEL015977g1.t1
OG0008262	DPOGS203297-PA	HMEL035583g1.t1
OG0008263	DPOGS201509-PA	HMEL015973g1.t1
OG0008264	DPOGS201446-PA	HMEL015971g1.t1
OG0008265	DPOGS201456-PA	HMEL015970g1.t1
OG0008266	DPOGS201763-PA	HMEL006696g1.t1
OG0008267	DPOGS201765-PA	HMEL006692g1.t1
OG0008268	DPOGS201739-PA	HMEL006690g1.t1
OG0008269	DPOGS201766-PA	HMEL030864g1.t1
OG0008270	DPOGS203302-PA	HMEL016653g1.t1
OG0008271	DPOGS201924-PA	HMEL007313g1.t1
OG0008272	DPOGS202184-PA	HMEL034076g1.t1, HMEL036995g1.t1, HMEL033466g1.t1, HMEL031494g1.t1, HMEL036165g1.t1, HMEL033727g1.t1, HMEL034221g1.t1, HMEL036444g1.t1
OG0008273	DPOGS215385-PA, DPOGS208763-PA	HMEL009722g1.t1
OG0008274	DPOGS210605-PA, DPOGS210606-PA	HMEL030969g1.t1
OG0008275	DPOGS211641-PA	HMEL006645g1.t1
OG0008276	DPOGS204848-PA	HMEL037633g1.t1
OG0008277	DPOGS202744-PA, DPOGS215150-PA	HMEL011525g1.t1
OG0008278	DPOGS215524-PA	HMEL009625g1.t1
OG0008279	DPOGS215676-PA, DPOGS210698-PA, DPOGS208632-PA	HMEL030785g1.t1
OG0008280	DPOGS202700-PA	HMEL005000g1.t1
OG0008281	DPOGS209427-PA	HMEL015579g1.t1
OG0008282	DPOGS213994-PA	HMEL017543g1.t1
OG0008283	DPOGS202753-PA	HMEL034725g1.t1
OG0008284	DPOGS205877-PA	HMEL014994g1.t1
OG0008285	DPOGS200004-PA	HMEL011197g1.t1, HMEL011196g1.t1
OG0008286	DPOGS201796-PA	HMEL003574g1.t1
OG0008287	DPOGS210985-PA	HMEL032346g1.t1, HMEL037012g1.t1, HMEL031369g1.t1, HMEL006885g1.t1
OG0008288	DPOGS208709-PA	HMEL015255g1.t1
OG0008289	DPOGS209702-PA	HMEL009833g1.t1, HMEL016304g1.t1
OG0008290	DPOGS204326-PA	HMEL032785g1.t1
OG0008291	DPOGS211325-PA	HMEL002447g1.t1
OG0008293	DPOGS214401-PA	HMEL010606g1.t1
OG0008294	DPOGS201601-PA	HMEL013247g1.t1
OG0008295	DPOGS202286-PA	HMEL037962g1.t1
OG0008296	DPOGS201639-PA	HMEL015669g1.t1
OG0008297	DPOGS210905-PA	HMEL015820g1.t1
OG0008298	DPOGS203454-PA	HMEL035313g1.t1
OG0008299	DPOGS200622-PA	HMEL036756g1.t1
OG0008300	DPOGS200211-PA	HMEL010767-RA
OG0008301	DPOGS215594-PA	HMEL031941g1.t1
OG0008302	DPOGS203254-PA	HMEL016731g1.t1
OG0008303	DPOGS215075-PA	HMEL036533g1.t1
OG0008304	DPOGS212679-PA	HMEL011000g1.t1
OG0008305	DPOGS210994-PA, DPOGS210995-PA	HMEL036153g1.t1
OG0008306	DPOGS206528-PA	HMEL002297g1.t1
OG0008307	DPOGS209686-PA	HMEL008461g1.t1
OG0008308	DPOGS207477-PA	HMEL022543g1.t1
OG0008309	DPOGS213491-PA, DPOGS213490-PA	HMEL016843g1.t1
OG0008310	DPOGS216173-PA	HMEL016561g1.t1
OG0008311	DPOGS208021-PA	HMEL017807g1.t1
OG0008312	DPOGS203955-PA	HMEL013524g1.t1
OG0008313	DPOGS208663-PA	HMEL011737g1.t1
OG0008315	DPOGS200447-PA	HMEL010413g1.t1
OG0008316	DPOGS206648-PA	HMEL033549g1.t1
OG0008317	DPOGS207763-PA	HMEL031641g1.t1
OG0008318	DPOGS209934-PA	HMEL032044g1.t1
OG0008319	DPOGS210464-PA	HMEL013413g1.t1
OG0008320	DPOGS200910-PA	HMEL012220g1.t1, HMEL012222g1.t1
OG0008321	DPOGS214797-PA	HMEL037731g1.t1
OG0008322	DPOGS202882-PA	HMEL014586g1.t1
OG0008323	DPOGS202318-PA	HMEL007644g1.t1
OG0008325	DPOGS201495-PA, DPOGS201496-PA	HMEL015967g1.t1
OG0008326	DPOGS214577-PA	HMEL014957g1.t1
OG0008327	DPOGS215034-PA	HMEL000010g1.t1
OG0008329	DPOGS215866-PA	HMEL007839g1.t1
OG0008331	DPOGS202789-PA, DPOGS202788-PA	HMEL009273g1.t1
OG0008332	DPOGS207587-PA	HMEL018028g1.t1
OG0008333	DPOGS211876-PA	HMEL033879g1.t1
OG0008334	DPOGS200370-PA	HMEL032766g1.t1
OG0008335	DPOGS208494-PA	HMEL008762g1.t1
OG0008336	DPOGS205298-PA	HMEL034370g1.t1
OG0008337	DPOGS200375-PA, DPOGS200377-PA, DPOGS200376-PA	HMEL020017g1.t1
OG0008338	DPOGS210680-PA	HMEL036037g1.t1
OG0008339	DPOGS211864-PA	HMEL004809g1.t1
OG0008340	DPOGS213505-PA	HMEL006648g1.t1
OG0008341	DPOGS212401-PA	HMEL013390g1.t1
OG0008342	DPOGS210129-PA	HMEL031829g1.t1
OG0008343	DPOGS214278-PA, DPOGS214277-PA	HMEL033055g1.t1
OG0008344	DPOGS208992-PA	HMEL016791g1.t1
OG0008345	DPOGS215630-PA	HMEL008539g1.t1
OG0008347	DPOGS203830-PA	HMEL006959g1.t1
OG0008368	DPOGS207811-PA	HMEL011965g1.t1
OG0008371	DPOGS205906-PA	HMEL013013g1.t1
OG0008372	DPOGS215554-PA	HMEL034627g1.t1
OG0008374	DPOGS206384-PA	HMEL005884-RA
OG0008375	DPOGS208301-PA	HMEL036174g1.t1
OG0008376	DPOGS215370-PA	HMEL003454g1.t1
OG0008377	DPOGS209848-PA	HMEL036945g1.t1
OG0008378	DPOGS211051-PA	HMEL004333g1.t1
OG0008380	DPOGS211526-PA	HMEL013223g1.t1
OG0008381	DPOGS206298-PA	HMEL017123g1.t1
OG0008383	DPOGS203230-PA	HMEL003249g1.t1
OG0008384	DPOGS204987-PA	HMEL009500g1.t1
OG0008385	DPOGS203136-PA	HMEL003251g1.t1
OG0008386	DPOGS206363-PA	HMEL017126g1.t1
OG0008388	DPOGS215144-PA, DPOGS208383-PA	HMEL037229g1.t1
OG0008389	DPOGS211495-PA	HMEL013219g1.t1
OG0008391	DPOGS210109-PA	HMEL031798g1.t1
OG0008392	DPOGS213501-PA	HMEL014527g1.t1
OG0008393	DPOGS212497-PA	HMEL030378g1.t1
OG0008394	DPOGS212495-PA	HMEL013538g1.t1
OG0008396	DPOGS213633-PA	HMEL006054g1.t1
OG0008397	DPOGS213369-PA	HMEL016397g1.t1
OG0008399	DPOGS210805-PA	HMEL005156g1.t1
OG0008400	DPOGS204999-PA	HMEL009474g1.t1
OG0008403	DPOGS210807-PA	HMEL007828g1.t1
OG0008404	DPOGS214393-PA	HMEL008226g1.t1
OG0008407	DPOGS209605-PA	HMEL003913g1.t1
OG0008408	DPOGS210808-PA	HMEL009118g1.t1
OG0008409	DPOGS208230-PA	HMEL010393g1.t1
OG0008410	DPOGS213927-PA	HMEL006060g1.t1
OG0008412	DPOGS212586-PA	HMEL017955g1.t1
OG0008413	DPOGS209205-PA	HMEL014781g1.t1
OG0008415	DPOGS213926-PA	HMEL006061g1.t1
OG0008416	DPOGS201197-PA	HMEL004742g1.t1
OG0008417	DPOGS210144-PA	HMEL011604g1.t1
OG0008418	DPOGS210152-PA	HMEL030367g1.t1
OG0008419	DPOGS204737-PA	HMEL034002g1.t1
OG0008421	DPOGS203294-PA	HMEL035589g1.t1
OG0008422	DPOGS213175-PA	HMEL002997g1.t1
OG0008423	DPOGS205136-PA	HMEL030101g1.t1
OG0008424	DPOGS210856-PA	HMEL032890g1.t1
OG0008425	DPOGS208197-PA	HMEL008682g1.t1
OG0008426	DPOGS205135-PA	HMEL030102g1.t1
OG0008427	DPOGS202943-PA	HMEL030697g1.t1
OG0008429	DPOGS200948-PA	HMEL007479g1.t1
OG0008430	DPOGS213173-PA	HMEL002992g1.t1
OG0008431	DPOGS205033-PA	HMEL010821g1.t1
OG0008432	DPOGS200957-PA	HMEL007484g1.t1
OG0008434	DPOGS213347-PA	HMEL016367g1.t1
OG0008435	DPOGS200958-PA	HMEL030364g1.t1
OG0008436	DPOGS208821-PA	HMEL004916g1.t1
OG0008437	DPOGS208794-PA	HMEL031234g1.t1
OG0008438	DPOGS208820-PA	HMEL004918g1.t1
OG0008439	DPOGS205547-PA	HMEL010482g1.t1
OG0008441	DPOGS215021-PA	HMEL034042g1.t1
OG0008442	DPOGS214418-PA	HMEL020783g1.t1
OG0008443	DPOGS200148-PA	HMEL020899g1.t1
OG0008444	DPOGS208797-PA	HMEL012819g1.t1
OG0008445	DPOGS210058-PA	HMEL013359g1.t1
OG0008447	DPOGS201266-PA	HMEL010586g1.t1
OG0008448	DPOGS216124-PA	HMEL005621-RA
OG0008450	DPOGS215573-PA	HMEL007951g1.t1
OG0008451	DPOGS213218-PA	HMEL036607g1.t1
OG0008453	DPOGS201053-PA	HMEL004891g1.t1
OG0008455	DPOGS203888-PA	HMEL037249g1.t1
OG0008456	DPOGS213401-PA	HMEL031446g1.t1
OG0008457	DPOGS213339-PA	HMEL014502g1.t1
OG0008458	DPOGS202136-PA	HMEL036390g1.t1
OG0008459	DPOGS210825-PA	HMEL032906g1.t1
OG0008460	DPOGS211815-PA	HMEL004281g1.t1
OG0008461	DPOGS202142-PA	HMEL014624g1.t1
OG0008462	DPOGS206382-PA	HMEL009007g1.t1
OG0008463	DPOGS214410-PA	HMEL012877g1.t1
OG0008464	DPOGS204719-PA	HMEL011715g1.t1
OG0008465	DPOGS210649-PA	HMEL037251g1.t1
OG0008466	DPOGS214524-PA	HMEL010059g1.t1
OG0008467	DPOGS206379-PA	HMEL009010g1.t1
OG0008468	DPOGS205110-PA	HMEL013746g1.t1
OG0008469	DPOGS206300-PA	HMEL017119g1.t1
OG0008470	DPOGS210828-PA	HMEL032909g1.t1
OG0008472	DPOGS204722-PA	HMEL011712g1.t1
OG0008473	DPOGS210099-PA	HMEL004736g1.t1
OG0008474	DPOGS204713-PA	HMEL033622g1.t1
OG0008475	DPOGS214390-PA	HMEL016283g1.t1, HMEL016282g1.t1, HMEL022310g1.t1
OG0008476	DPOGS203086-PA	HMEL002354g1.t1
OG0008478	DPOGS204725-PA	HMEL011706g1.t1
OG0008480	DPOGS214745-PA	HMEL020353g1.t1
OG0008481	DPOGS208830-PA	HMEL004189g1.t1
OG0008482	DPOGS210898-PA	HMEL002856g1.t1
OG0008483	DPOGS204208-PA	HMEL016480g1.t1
OG0008484	DPOGS211819-PA	HMEL010947g1.t1
OG0008485	DPOGS204731-PA	HMEL011703g1.t1
OG0008486	DPOGS214302-PA	HMEL020644g1.t1
OG0008487	DPOGS210561-PA	HMEL036289g1.t1
OG0008490	DPOGS213983-PA, DPOGS214512-PA	HMEL011699g1.t1
OG0008491	DPOGS214388-PA	HMEL032397g1.t1
OG0008492	DPOGS208783-PA	HMEL015438g1.t1
OG0008493	DPOGS210261-PA	HMEL003522g1.t1
OG0008494	DPOGS200076-PA	HMEL034437g1.t1
OG0008495	DPOGS206397-PA	HMEL009020g1.t1
OG0008496	DPOGS213979-PA	HMEL011696g1.t1
OG0008499	DPOGS214387-PA	HMEL032387g1.t1
OG0008500	DPOGS206398-PA	HMEL009022g1.t1
OG0008501	DPOGS202675-PA	HMEL033981g1.t1
OG0008502	DPOGS214385-PA	HMEL003460g1.t1
OG0008503	DPOGS210655-PA	HMEL037254g1.t1
OG0008504	DPOGS210557-PA	HMEL009546g1.t1
OG0008505	DPOGS208779-PA	HMEL015431g1.t1
OG0008506	DPOGS214306-PA	HMEL003461g1.t1
OG0008507	DPOGS214974-PA	HMEL002975g1.t1
OG0008510	DPOGS214383-PA	HMEL004656g1.t1
OG0008511	DPOGS211234-PA	HMEL021486g1.t1
OG0008512	DPOGS205478-PA	HMEL033668g1.t1
OG0008513	DPOGS210315-PA	HMEL005504g1.t1
OG0008515	DPOGS210312-PA	HMEL008713g1.t1
OG0008516	DPOGS208628-PA, DPOGS205459-PA	HMEL002192g1.t1
OG0008517	DPOGS202645-PA	HMEL033975g1.t1
OG0008518	DPOGS208843-PA	HMEL015423g1.t1
OG0008519	DPOGS209844-PA	HMEL004341g1.t1, HMEL035483g1.t1
OG0008520	DPOGS210901-PA	HMEL003502g1.t1
OG0008521	DPOGS208844-PA	HMEL031247g1.t1
OG0008522	DPOGS212943-PA	HMEL037486g1.t1
OG0008523	DPOGS214539-PA	HMEL017840g1.t1
OG0008524	DPOGS208847-PA	HMEL015412g1.t1
OG0008525	DPOGS214312-PA	HMEL003360g1.t1
OG0008526	DPOGS211261-PA	HMEL003813g1.t1
OG0008527	DPOGS213880-PA	HMEL003471g1.t1
OG0008528	DPOGS205123-PA	HMEL006338-RA
OG0008532	DPOGS206311-PA	HMEL012621g1.t1
OG0008533	DPOGS214314-PA	HMEL022270g1.t1
OG0008534	DPOGS213878-PA	HMEL003469g1.t1
OG0008535	DPOGS209377-PA	HMEL021147g1.t1
OG0008536	DPOGS203417-PA	HMEL003630g1.t1
OG0008537	DPOGS210181-PA, DPOGS210182-PA	HMEL012750g1.t1
OG0008538	DPOGS215711-PA	HMEL030722g1.t1
OG0008539	DPOGS213876-PA	HMEL003468g1.t1
OG0008540	DPOGS206231-PA	HMEL007658g1.t1
OG0008541	DPOGS205451-PA	HMEL017745g1.t1
OG0008546	DPOGS202720-PA	HMEL007887g1.t1
OG0008549	DPOGS204368-PA	HMEL008847g1.t1
OG0008550	DPOGS209579-PA	HMEL017039g1.t1
OG0008551	DPOGS214321-PA	HMEL006358g1.t1
OG0008552	DPOGS203107-PA	HMEL035359g1.t1
OG0008553	DPOGS215721-PA	HMEL009646g1.t1
OG0008554	DPOGS215323-PA	HMEL010027g1.t1
OG0008556	DPOGS215325-PA	HMEL010024g1.t1
OG0008558	DPOGS208341-PA	HMEL032425g1.t1
OG0008559	DPOGS208339-PA	HMEL013981-RA
OG0008560	DPOGS215723-PA	HMEL009648g1.t1
OG0008561	DPOGS204365-PA	HMEL005295g1.t1
OG0008563	DPOGS208330-PA, DPOGS215924-PA	HMEL032435g1.t1
