Orthogroup	Danaus_plexippus	Heliconius_erato_lativitta
OG0007504	DPOGS201459-PA	HEL_006789-RA
OG0007505	DPOGS214769-PA	HEL_007389-RA
OG0007506	DPOGS207223-PA	HEL_008582-RA
OG0007507	DPOGS212877-PA	HEL_003869-RA
OG0007508	DPOGS207724-PA	HEL_012240-RA
OG0007509	DPOGS209047-PA	HEL_013452-RA
OG0007510	DPOGS203910-PA	HEL_007023-RA
OG0007511	DPOGS207723-PA	HEL_012241-RA
OG0007512	DPOGS200982-PA	HEL_013590-RA
OG0007513	DPOGS214770-PA	HEL_007385-RA
OG0007514	DPOGS207722-PA	HEL_012243-RA
OG0007515	DPOGS211984-PA	HEL_005946-RA
OG0007516	DPOGS212812-PA	HEL_003872-RA
OG0007517	DPOGS206990-PA	HEL_013141-RA, HEL_013142-RA
OG0007518	DPOGS207841-PA	HEL_012246-RA
OG0007520	DPOGS212813-PA	HEL_003874-RA
OG0007521	DPOGS204294-PA	HEL_001317-RA
OG0007522	DPOGS208897-PA	HEL_010616-RA
OG0007523	DPOGS204293-PA	HEL_001316-RA
OG0007524	DPOGS208958-PA	HEL_010617-RA
OG0007525	DPOGS200983-PA	HEL_013587-RA
OG0007526	DPOGS201488-PA	HEL_006790-RA
OG0007528	DPOGS213834-PA	HEL_005471-RA
OG0007529	DPOGS214226-PA	HEL_003075-RA
OG0007530	DPOGS214145-PA	HEL_003074-RA
OG0007531	DPOGS203909-PA	HEL_007026-RA
OG0007532	DPOGS214225-PA	HEL_003072-RA
OG0007533	DPOGS207846-PA, DPOGS207845-PA	HEL_012575-RA
OG0007534	DPOGS214147-PA	HEL_003071-RA
OG0007535	DPOGS214224-PA	HEL_003070-RA
OG0007536	DPOGS214223-PA	HEL_003068-RA
OG0007537	DPOGS214772-PA	HEL_007379-RA
OG0007538	DPOGS200024-PA	HEL_007248-RA
OG0007539	DPOGS214149-PA	HEL_003067-RA
OG0007540	DPOGS214221-PA	HEL_003065-RA
OG0007541	DPOGS205993-PA	HEL_000300-RA
OG0007542	DPOGS207718-PA	HEL_012577-RA
OG0007543	DPOGS205721-PA	HEL_006831-RA
OG0007544	DPOGS214150-PA	HEL_003064-RA
OG0007545	DPOGS204259-PA	HEL_001312-RA
OG0007546	DPOGS214151-PA	HEL_003062-RA
OG0007547	DPOGS214219-PA	HEL_003061-RA
OG0007548	DPOGS214691-PA	HEL_007375-RA
OG0007550	DPOGS214218-PA	HEL_003059-RA
OG0007552	DPOGS205880-PA	HEL_005939-RA
OG0007553	DPOGS205870-PA	HEL_005938-RA
OG0007554	DPOGS213831-PA	HEL_005470-RA
OG0007555	DPOGS205869-PA	HEL_005937-RA
OG0007556	DPOGS205997-PA	HEL_000294-RA
OG0007557	DPOGS206984-PA	HEL_013127-RA
OG0007558	DPOGS201463-PA	HEL_006791-RA
OG0007559	DPOGS209892-PA	HEL_008108-RA
OG0007560	DPOGS208894-PA	HEL_010623-RA
OG0007561	DPOGS213838-PA	HEL_005469-RA
OG0007562	DPOGS209901-PA	HEL_008109-RA
OG0007563	DPOGS208964-PA	HEL_010624-RA
OG0007564	DPOGS211625-PA	HEL_000966-RA
OG0007565	DPOGS211657-PA	HEL_000968-RA
OG0007566	DPOGS214689-PA	HEL_007369-RA
OG0007567	DPOGS205522-PA	HEL_005879-RA
OG0007568	DPOGS213839-PA	HEL_005468-RA
OG0007569	DPOGS213302-PA	HEL_007380-RA
OG0007570	DPOGS202754-PA	HEL_006263-RA
OG0007571	DPOGS211622-PA	HEL_000970-RA
OG0007572	DPOGS214781-PA	HEL_004383-RA
OG0007573	DPOGS212818-PA	HEL_003886-RA
OG0007574	DPOGS214256-PA	HEL_003114-RA
OG0007575	DPOGS214688-PA	HEL_004384-RA
OG0007576	DPOGS214128-PA	HEL_003115-RA
OG0007577	DPOGS209890-PA	HEL_008114-RA
OG0007578	DPOGS210691-PA	HEL_012378-RA
OG0007579	DPOGS209904-PA	HEL_008119-RA
OG0007580	DPOGS209888-PA	HEL_008120-RA
OG0007581	DPOGS204289-PA	HEL_001306-RA
OG0007582	DPOGS211904-PA	HEL_004389-RA
OG0007583	DPOGS209887-PA	HEL_008121-RA
OG0007584	DPOGS204886-PA	HEL_000982-RA
OG0007585	DPOGS215392-PA	HEL_007238-RA
OG0007586	DPOGS212860-PA	HEL_003891-RA
OG0007587	DPOGS211905-PA	HEL_004390-RA
OG0007588	DPOGS202752-PA	HEL_006261-RA
OG0007589	DPOGS214258-PA	HEL_003121-RA
OG0007590	DPOGS211918-PA	HEL_004393-RA
OG0007591	DPOGS204887-PA	HEL_000983-RA
OG0007592	DPOGS211906-PA	HEL_004392-RA
OG0007593	DPOGS214126-PA	HEL_003122-RA
OG0007594	DPOGS208944-PA	HEL_010639-RA
OG0007595	DPOGS204880-PA	HEL_000984-RA
OG0007596	DPOGS214259-PA	HEL_003123-RA
OG0007597	DPOGS211907-PA	HEL_004394-RA
OG0007598	DPOGS215400-PA	HEL_007237-RA
OG0007599	DPOGS211915-PA	HEL_004398-RA
OG0007600	DPOGS215391-PA	HEL_007236-RA
OG0007601	DPOGS208943-PA	HEL_010641-RA
OG0007602	DPOGS205763-PA	HEL_010985-RA
OG0007603	DPOGS212859-PA	HEL_003894-RA
OG0007604	DPOGS207714-PA	HEL_012582-RA
OG0007605	DPOGS212821-PA	HEL_003895-RA
OG0007606	DPOGS211908-PA	HEL_004396-RA
OG0007607	DPOGS211909-PA	HEL_004400-RA
OG0007608	DPOGS212858-PA	HEL_003896-RA
OG0007609	DPOGS211914-PA	HEL_004402-RA
OG0007610	DPOGS207852-PA	HEL_012584-RA
OG0007611	DPOGS208922-PA	HEL_010644-RA
OG0007612	DPOGS214260-PA	HEL_003124-RA
OG0007614	DPOGS206978-PA	HEL_013389-RA
OG0007615	DPOGS214680-PA	HEL_012377-RA
OG0007616	DPOGS205769-PA	HEL_010977-RA
OG0007617	DPOGS207853-PA	HEL_012585-RA
OG0007618	DPOGS205757-PA	HEL_010976-RA
OG0007619	DPOGS207855-PA	HEL_012589-RA
OG0007620	DPOGS204895-PA	HEL_000989-RA
OG0007621	DPOGS201015-PA	HEL_011995-RA
OG0007622	DPOGS207712-PA	HEL_012590-RA
OG0007623	DPOGS207668-PA	HEL_006259-RA
OG0007624	DPOGS214124-PA	HEL_003127-RA
OG0007625	DPOGS212855-PA	HEL_003904-RA
OG0007627	DPOGS214123-PA	HEL_003129-RA
OG0007628	DPOGS212824-PA	HEL_003905-RA
OG0007629	DPOGS212853-PA	HEL_003906-RA
OG0007630	DPOGS202364-PA	HEL_014427-RA
OG0007631	DPOGS203938-PA	HEL_007035-RA
OG0007632	DPOGS207711-PA	HEL_012591-RA
OG0007633	DPOGS214122-PA	HEL_003130-RA
OG0007634	DPOGS215388-PA	HEL_007233-RA
OG0007635	DPOGS203952-PA	HEL_007036-RA
OG0007636	DPOGS215403-PA	HEL_007232-RA
OG0007637	DPOGS206997-PA	HEL_013382-RA
OG0007638	DPOGS215387-PA	HEL_007231-RA
OG0007639	DPOGS213842-PA	HEL_005462-RA
OG0007640	DPOGS212850-PA	HEL_003907-RA
OG0007641	DPOGS206935-PA	HEL_013376-RA
OG0007642	DPOGS215559-PA	HEL_010975-RA
OG0007643	DPOGS203940-PA	HEL_007038-RA
OG0007644	DPOGS204283-PA	HEL_001293-RA
OG0007645	DPOGS200995-PA	HEL_012002-RA
OG0007646	DPOGS204835-PA	HEL_001009-RA
OG0007647	DPOGS205542-PA	HEL_005916-RA
OG0007648	DPOGS203951-PA	HEL_007039-RA
OG0007649	DPOGS204858-PA	HEL_001013-RA
OG0007650	DPOGS215407-PA	HEL_007228-RA
OG0007651	DPOGS205360-PA	HEL_007222-RA
OG0007652	DPOGS201010-PA	HEL_012005-RA
OG0007653	DPOGS201483-PA	HEL_006807-RA
OG0007654	DPOGS212826-PA	HEL_003913-RA
OG0007655	DPOGS205541-PA	HEL_005915-RA
OG0007656	DPOGS208924-PA	HEL_010647-RA
OG0007657	DPOGS214118-PA	HEL_003135-RA
OG0007658	DPOGS208940-PA	HEL_010648-RA
OG0007659	DPOGS205749-PA	HEL_008604-RA
OG0007660	DPOGS205497-PA	HEL_005914-RA
OG0007661	DPOGS214116-PA	HEL_003139-RA
OG0007662	DPOGS212842-PA	HEL_003918-RA
OG0007663	DPOGS205539-PA	HEL_005911-RA
OG0007664	DPOGS214269-PA	HEL_003140-RA
OG0007665	DPOGS202079-PA	HEL_005460-RA
OG0007666	DPOGS214115-PA	HEL_003141-RA
OG0007667	DPOGS203949-PA	HEL_007041-RA
OG0007668	DPOGS201479-PA	HEL_006817-RA
OG0007669	DPOGS204857-PA	HEL_001014-RA
OG0007670	DPOGS205538-PA	HEL_005909-RA
OG0007671	DPOGS204839-PA	HEL_001015-RA
OG0007672	DPOGS205500-PA	HEL_005908-RA
OG0007673	DPOGS212839-PA	HEL_003920-RA
OG0007674	DPOGS214114-PA	HEL_003142-RA
OG0007675	DPOGS203948-PA	HEL_007042-RA
OG0007676	DPOGS203942-PA	HEL_007043-RA
OG0007677	DPOGS204856-PA	HEL_001016-RA
OG0007678	DPOGS212831-PA	HEL_003921-RA
OG0007679	DPOGS201934-PA	HEL_002941-RA
OG0007680	DPOGS205536-PA	HEL_005906-RA
OG0007681	DPOGS214113-PA	HEL_003143-RA
OG0007682	DPOGS211639-PA	HEL_000951-RA
OG0007683	DPOGS211640-PA	HEL_000950-RA
OG0007684	DPOGS210707-PA	HEL_012370-RA
OG0007685	DPOGS211402-PA	HEL_000068-RA
OG0007686	DPOGS203943-PA	HEL_007044-RA
OG0007687	DPOGS211401-PA	HEL_000069-RA
OG0007688	DPOGS210744-PA	HEL_012369-RA
OG0007689	DPOGS210743-PA	HEL_012367-RA
OG0007692	DPOGS215380-PA	HEL_007210-RA
OG0007693	DPOGS209911-PA	HEL_008128-RA
OG0007694	DPOGS213508-PA	HEL_000937-RA
OG0007696	DPOGS210741-PA	HEL_012363-RA
OG0007698	DPOGS212386-PA	HEL_009781-RA
OG0007700	DPOGS212328-PA	HEL_009778-RA
OG0007702	DPOGS210739-PA	HEL_014257-RA
OG0007704	DPOGS212835-PA	HEL_003922-RA
OG0007705	DPOGS205520-PA	HEL_005878-RA
OG0007706	DPOGS209302-PA	HEL_012965-RA
OG0007707	DPOGS212390-PA	HEL_009774-RA, HEL_009775-RA
OG0007710	DPOGS202689-PA	HEL_003789-RA
OG0007711	DPOGS212581-PA	HEL_007046-RA
OG0007712	DPOGS201004-PA	HEL_000009-RA, HEL_012021-RA
OG0007713	DPOGS207650-PA	HEL_006255-RA
OG0007714	DPOGS202702-PA	HEL_003793-RA
OG0007715	DPOGS207006-PA	HEL_013359-RA
OG0007716	DPOGS205532-PA	HEL_005899-RA
OG0007717	DPOGS210738-PA	HEL_014261-RA
OG0007719	DPOGS206929-PA	HEL_013356-RA
OG0007720	DPOGS207007-PA	HEL_013357-RA
OG0007721	DPOGS205530-PA	HEL_005896-RA
OG0007722	DPOGS205507-PA	HEL_005897-RA
OG0007723	DPOGS204273-PA	HEL_001278-RA
OG0007724	DPOGS204276-PA	HEL_001277-RA
OG0007725	DPOGS210716-PA	HEL_014262-RA
OG0007726	DPOGS207662-PA	HEL_009618-RA
OG0007727	DPOGS210736-PA	HEL_014263-RA
OG0007728	DPOGS215412-PA	HEL_007209-RA
OG0007729	DPOGS202797-PA	HEL_009619-RA
OG0007730	DPOGS215413-PA	HEL_007208-RA
OG0007731	DPOGS205508-PA	HEL_005895-RA
OG0007732	DPOGS214281-PA	HEL_003156-RA
OG0007733	DPOGS202798-PA	HEL_009620-RA
OG0007734	DPOGS207012-PA	HEL_014175-RA
OG0007735	DPOGS201933-PA	HEL_002939-RA
OG0007736	DPOGS207699-PA	HEL_012616-RA
OG0007737	DPOGS206421-PA	HEL_012960-RA
OG0007738	DPOGS214285-PA	HEL_003161-RA
OG0007739	DPOGS210718-PA	HEL_014270-RA
OG0007740	DPOGS215378-PA	HEL_007205-RA
OG0007741	DPOGS211398-PA	HEL_000082-RA
OG0007742	DPOGS202824-PA	HEL_009623-RA
OG0007743	DPOGS211420-PA	HEL_000083-RA
OG0007744	DPOGS212559-PA	HEL_007049-RA
OG0007745	DPOGS211397-PA	HEL_000084-RA
OG0007746	DPOGS215376-PA	HEL_007202-RA
OG0007748	DPOGS202823-PA	HEL_014120-RA
OG0007749	DPOGS215417-PA	HEL_007200-RA
OG0007750	DPOGS200052-PA	HEL_010671-RA
OG0007751	DPOGS206420-PA	HEL_012959-RA
OG0007752	DPOGS202378-PA	HEL_012957-RA
OG0007753	DPOGS202822-PA	HEL_014124-RA
OG0007754	DPOGS202800-PA	HEL_014125-RA
OG0007755	DPOGS215375-PA	HEL_007199-RA
OG0007756	DPOGS202377-PA	HEL_012954-RA
OG0007757	DPOGS210720-PA	HEL_014285-RA
OG0007758	DPOGS201932-PA	HEL_002938-RA
OG0007760	DPOGS200324-PA	HEL_013424-RA
OG0007761	DPOGS202098-PA	HEL_011594-RA
OG0007762	DPOGS200055-PA	HEL_010672-RA
OG0007763	DPOGS215419-PA	HEL_007195-RA
OG0007764	DPOGS213960-PA	HEL_001270-RA
OG0007765	DPOGS211396-PA	HEL_000089-RA
OG0007766	DPOGS202802-PA	HEL_014130-RA
OG0007767	DPOGS213934-PA	HEL_001269-RA
OG0007768	DPOGS203501-PA	HEL_008665-RA
OG0007769	DPOGS203567-PA	HEL_008664-RA
OG0007770	DPOGS201923-PA	HEL_002936-RA
OG0007771	DPOGS203499-PA	HEL_008662-RA
OG0007772	DPOGS200057-PA	HEL_010674-RA
OG0007773	DPOGS205832-PA	HEL_000103-RA
OG0007774	DPOGS200325-PA	HEL_013422-RA
OG0007775	DPOGS210724-PA	HEL_012865-RA, HEL_012864-RA
OG0007776	DPOGS202375-PA	HEL_012947-RA
OG0007777	DPOGS200332-PA	HEL_011526-RA
OG0007778	DPOGS202374-PA	HEL_012945-RA
OG0007779	DPOGS215257-PA	HEL_012054-RA
OG0007780	DPOGS200202-PA	HEL_012867-RA
OG0007782	DPOGS204185-PA	HEL_014183-RA
OG0007783	DPOGS205847-PA	HEL_000104-RA
OG0007784	DPOGS202878-PA	HEL_000981-RA
OG0007785	DPOGS206922-PA	HEL_014185-RA
OG0007786	DPOGS202879-PA	HEL_008131-RA
OG0007787	DPOGS214086-PA	HEL_003188-RA
OG0007788	DPOGS207016-PA	HEL_014188-RA
OG0007789	DPOGS202920-PA	HEL_008134-RA
OG0007791	DPOGS200061-PA	HEL_010681-RA
OG0007792	DPOGS200819-PA	HEL_012629-RA
OG0007794	DPOGS206920-PA	HEL_014191-RA
OG0007795	DPOGS205519-PA	HEL_005880-RA
OG0007796	DPOGS207019-PA	HEL_014192-RA
OG0007797	DPOGS202883-PA	HEL_008140-RA
OG0007798	DPOGS210307-PA	HEL_012934-RA
OG0007799	DPOGS212562-PA	HEL_007059-RA
OG0007800	DPOGS202913-PA	HEL_008146-RA
OG0007801	DPOGS213953-PA	HEL_001258-RA
OG0007803	DPOGS213952-PA	HEL_001257-RA
OG0007804	DPOGS207915-PA	HEL_005877-RA
OG0007805	DPOGS207922-PA	HEL_005875-RA
OG0007806	DPOGS200821-PA	HEL_011913-RA
OG0007807	DPOGS203576-PA	HEL_008655-RA
OG0007808	DPOGS200304-PA	HEL_011522-RA
OG0007809	DPOGS213951-PA	HEL_001256-RA
OG0007810	DPOGS202815-PA	HEL_014141-RA
OG0007811	DPOGS200205-PA	HEL_012870-RA
OG0007812	DPOGS200186-PA	HEL_011607-RA
OG0007813	DPOGS200823-PA	HEL_011917-RA
OG0007814	DPOGS213950-PA	HEL_001254-RA
OG0007815	DPOGS206917-PA	HEL_008250-RA
OG0007816	DPOGS213948-PA	HEL_001253-RA
OG0007817	DPOGS200131-PA	HEL_011609-RA
OG0007818	DPOGS200333-PA	HEL_011511-RA
OG0007819	DPOGS207920-PA	HEL_005873-RA
OG0007820	DPOGS200334-PA	HEL_011506-RA
OG0007821	DPOGS206490-PA	HEL_010689-RA
OG0007822	DPOGS203486-PA	HEL_008643-RA
OG0007823	DPOGS207918-PA	HEL_005872-RA
OG0007824	DPOGS214094-PA	HEL_003172-RA
OG0007825	DPOGS200132-PA	HEL_011613-RA
OG0007826	DPOGS206487-PA	HEL_010690-RA
OG0007827	DPOGS203315-PA	HEL_007075-RA
OG0007828	DPOGS206966-PA	HEL_008252-RA
OG0007829	DPOGS200335-PA	HEL_011505-RA
OG0007830	DPOGS210608-PA	HEL_006615-RA
OG0007831	DPOGS200741-PA	HEL_004428-RA
OG0007832	DPOGS200179-PA	HEL_011616-RA
OG0007833	DPOGS200133-PA	HEL_011619-RA
OG0007834	DPOGS210602-PA	HEL_006614-RA
OG0007835	DPOGS200597-PA	HEL_005433-RA
OG0007836	DPOGS210607-PA	HEL_006613-RA
OG0007837	DPOGS203316-PA	HEL_007072-RA
OG0007838	DPOGS210609-PA	HEL_006617-RA
OG0007839	DPOGS200134-PA	HEL_011617-RA
OG0007840	DPOGS200296-PA	HEL_011495-RA
OG0007841	DPOGS208723-PA	HEL_001246-RA
OG0007842	DPOGS214092-PA	HEL_003175-RA
OG0007843	DPOGS208724-PA	HEL_001245-RA
OG0007844	DPOGS200870-PA	HEL_011920-RA
OG0007845	DPOGS214091-PA	HEL_003177-RA
OG0007846	DPOGS214090-PA	HEL_003179-RA
OG0007847	DPOGS215269-PA	HEL_012049-RA
OG0007848	DPOGS208715-PA	HEL_001243-RA
OG0007849	DPOGS206493-PA	HEL_010297-RA
OG0007850	DPOGS203478-PA	HEL_008637-RA
OG0007851	DPOGS207659-PA	HEL_006201-RA
OG0007852	DPOGS200869-PA	HEL_011922-RA
OG0007853	DPOGS200830-PA	HEL_011924-RA
OG0007854	DPOGS208713-PA	HEL_001241-RA
OG0007855	DPOGS203400-PA	HEL_007080-RA
OG0007856	DPOGS202836-PA	HEL_006205-RA, HEL_006203-RA
OG0007857	DPOGS208728-PA	HEL_001235-RA
OG0007858	DPOGS214916-PA	HEL_012929-RA
OG0007859	DPOGS208710-PA	HEL_001233-RA
OG0007860	DPOGS215244-PA	HEL_012038-RA
OG0007861	DPOGS202786-PA	HEL_006211-RA
OG0007862	DPOGS202787-PA	HEL_006212-RA
OG0007863	DPOGS215271-PA	HEL_012037-RA
OG0007864	DPOGS211611-PA	HEL_008636-RA
OG0007866	DPOGS215272-PA	HEL_012034-RA
OG0007867	DPOGS215823-PA	HEL_000124-RA
OG0007868	DPOGS200867-PA	HEL_011927-RA
OG0007869	DPOGS200295-PA	HEL_011494-RA
OG0007870	DPOGS206869-PA	HEL_008285-RA
OG0007871	DPOGS215275-PA	HEL_012031-RA
OG0007872	DPOGS214293-PA	HEL_003182-RA
OG0007873	DPOGS200598-PA	HEL_005436-RA
OG0007874	DPOGS200866-PA	HEL_011929-RA
OG0007876	DPOGS214087-PA	HEL_003184-RA
OG0007877	DPOGS214918-PA	HEL_008573-RA
OG0007878	DPOGS203308-PA	HEL_007086-RA
OG0007879	DPOGS214909-PA	HEL_008572-RA
OG0007880	DPOGS200640-PA	HEL_005437-RA
OG0007881	DPOGS200293-PA	HEL_011489-RA
OG0007882	DPOGS200342-PA	HEL_011488-RA
OG0007883	DPOGS203307-PA	HEL_007088-RA
OG0007884	DPOGS200292-PA	HEL_011486-RA
OG0007885	DPOGS200291-PA	HEL_011485-RA
OG0007886	DPOGS214908-PA	HEL_008570-RA
OG0007887	DPOGS209928-PA	HEL_000114-RA
OG0007888	DPOGS200344-PA	HEL_011484-RA
OG0007889	DPOGS200345-PA	HEL_011483-RA
OG0007890	DPOGS200290-PA	HEL_011482-RA
OG0007891	DPOGS200601-PA	HEL_005440-RA
OG0007892	DPOGS200346-PA	HEL_011481-RA
OG0007893	DPOGS200637-PA	HEL_005442-RA
OG0007894	DPOGS200347-PA	HEL_011480-RA
OG0007895	DPOGS200864-PA	HEL_011934-RA
OG0007896	DPOGS200863-PA	HEL_011935-RA
OG0007897	DPOGS206867-PA	HEL_008286-RA
OG0007898	DPOGS209930-PA	HEL_000132-RA
OG0007899	DPOGS200350-PA	HEL_011475-RA
OG0007900	DPOGS200834-PA	HEL_011936-RA
OG0007901	DPOGS200862-PA	HEL_011937-RA
OG0007902	DPOGS210596-PA	HEL_006622-RA
OG0007903	DPOGS200210-PA	HEL_012878-RA
OG0007904	DPOGS200636-PA	HEL_005443-RA
OG0007905	DPOGS200603-PA	HEL_005444-RA
OG0007906	DPOGS207642-PA	HEL_003190-RA
OG0007908	DPOGS203340-PA	HEL_010421-RA
OG0007909	DPOGS200287-PA	HEL_011472-RA
OG0007910	DPOGS208731-PA	HEL_001229-RA
OG0007911	DPOGS207641-PA	HEL_004543-RA, HEL_003191-RA
OG0007912	DPOGS210593-PA	HEL_006628-RA
OG0007913	DPOGS208706-PA	HEL_001228-RA
OG0007914	DPOGS202831-PA	HEL_006225-RA
OG0007915	DPOGS200835-PA	HEL_011939-RA
OG0007916	DPOGS209924-PA	HEL_000142-RA
OG0007917	DPOGS208732-PA	HEL_001227-RA
OG0007918	DPOGS200353-PA	HEL_011469-RA
OG0007919	DPOGS210592-PA	HEL_006630-RA
OG0007920	DPOGS203921-PA	HEL_007139-RA
OG0007921	DPOGS203920-PA	HEL_007142-RA
OG0007922	DPOGS207622-PA	HEL_003194-RA
OG0007923	DPOGS207072-PA	HEL_008293-RA
OG0007924	DPOGS202830-PA	HEL_006235-RA
OG0007925	DPOGS207073-PA	HEL_008294-RA
OG0007926	DPOGS210590-PA	HEL_006632-RA
OG0007927	DPOGS211613-PA	HEL_008621-RA
OG0007928	DPOGS200285-PA	HEL_011465-RA
OG0007929	DPOGS200356-PA	HEL_011464-RA
OG0007930	DPOGS206865-PA	HEL_008295-RA
OG0007931	DPOGS200861-PA	HEL_011940-RA
OG0007932	DPOGS211614-PA	HEL_008620-RA
OG0007933	DPOGS207074-PA	HEL_008297-RA
OG0007934	DPOGS207075-PA	HEL_008298-RA
OG0007935	DPOGS200172-PA	HEL_011624-RA
OG0007936	DPOGS211602-PA	HEL_008617-RA
OG0007937	DPOGS200715-PA	HEL_004416-RA
OG0007938	DPOGS208317-PA	HEL_012883-RA
OG0007939	DPOGS200838-PA	HEL_011943-RA
OG0007940	DPOGS208318-PA	HEL_012884-RA
OG0007941	DPOGS208702-PA	HEL_001220-RA
OG0007942	DPOGS207077-PA	HEL_008299-RA
OG0007943	DPOGS200859-PA	HEL_011944-RA
OG0007944	DPOGS208741-PA	HEL_001217-RA
OG0007945	DPOGS208311-PA	HEL_012890-RA
OG0007946	DPOGS208701-PA	HEL_001216-RA
OG0007947	DPOGS202979-PA	HEL_010386-RA
OG0007949	DPOGS200841-PA	HEL_011946-RA
OG0007950	DPOGS202781-PA	HEL_006240-RA
OG0007951	DPOGS200858-PA	HEL_011947-RA
OG0007952	DPOGS200842-PA	HEL_011948-RA
OG0007953	DPOGS212380-PA	HEL_009827-RA
OG0007954	DPOGS210588-PA	HEL_006638-RA
OG0007955	DPOGS212337-PA	HEL_009828-RA
OG0007956	DPOGS200857-PA	HEL_011949-RA
OG0007957	DPOGS202185-PA	HEL_006640-RA
OG0007958	DPOGS212339-PA	HEL_009833-RA
OG0007959	DPOGS200844-PA	HEL_011951-RA
OG0007960	DPOGS202841-PA	HEL_006244-RA
OG0007961	DPOGS200743-PA	HEL_004426-RA
OG0007962	DPOGS200856-PA	HEL_011952-RA
OG0007963	DPOGS212375-PA	HEL_009838-RA
OG0007964	DPOGS208695-PA	HEL_001206-RA
OG0007965	DPOGS200630-PA	HEL_005449-RA
OG0007966	DPOGS212373-PA	HEL_009842-RA
OG0007967	DPOGS208746-PA	HEL_001205-RA
OG0007968	DPOGS200358-PA	HEL_011461-RA
OG0007969	DPOGS200629-PA	HEL_005451-RA
OG0007970	DPOGS212343-PA	HEL_009844-RA
OG0007971	DPOGS200854-PA	HEL_011954-RA
OG0007972	DPOGS202351-PA	HEL_013071-RA
OG0007973	DPOGS204769-PA	HEL_010042-RA
OG0007974	DPOGS209918-PA	HEL_000147-RA
OG0007975	DPOGS200845-PA	HEL_011955-RA
OG0007976	DPOGS200853-PA	HEL_011956-RA
OG0007977	DPOGS202843-PA	HEL_006246-RA
OG0007978	DPOGS200846-PA	HEL_011957-RA
OG0007979	DPOGS202778-PA	HEL_006247-RA
OG0007980	DPOGS200740-PA	HEL_004431-RA
OG0007981	DPOGS207638-PA	HEL_003202-RA
OG0007982	DPOGS211619-PA	HEL_008614-RA
OG0007983	DPOGS207626-PA	HEL_003203-RA
OG0007984	DPOGS204765-PA	HEL_010039-RA
OG0007985	DPOGS202776-PA	HEL_009607-RA
OG0007986	DPOGS202350-PA	HEL_013073-RA
OG0007987	DPOGS200739-PA	HEL_004432-RA
OG0007988	DPOGS207083-PA	HEL_008318-RA, HEL_008319-RA
OG0007990	DPOGS208749-PA	HEL_001201-RA
OG0007991	DPOGS200362-PA	HEL_011456-RA
OG0007992	DPOGS207628-PA	HEL_003210-RA
OG0007993	DPOGS202991-PA	HEL_010404-RA
OG0007994	DPOGS204756-PA	HEL_010038-RA
OG0007995	DPOGS211039-PA	HEL_005457-RA
OG0007996	DPOGS202846-PA	HEL_009602-RA
OG0007997	DPOGS208690-PA	HEL_001199-RA
OG0007998	DPOGS200726-PA	HEL_004435-RA
OG0007999	DPOGS208751-PA	HEL_001196-RA
OG0008000	DPOGS208688-PA	HEL_001195-RA
OG0008001	DPOGS202081-PA	HEL_005458-RA
OG0008002	DPOGS208752-PA	HEL_001192-RA
OG0008003	DPOGS200728-PA	HEL_004438-RA
OG0008004	DPOGS202999-PA	HEL_010414-RA
OG0008005	DPOGS204758-PA	HEL_010033-RA
OG0008006	DPOGS203007-PA	HEL_010413-RA
OG0008007	DPOGS204760-PA	HEL_010032-RA
OG0008008	DPOGS200277-PA	HEL_011447-RA
OG0008009	DPOGS200735-PA, DPOGS200734-PA	HEL_004439-RA
OG0008010	DPOGS202998-PA	HEL_010412-RA
OG0008011	DPOGS208685-PA	HEL_001190-RA
OG0008012	DPOGS206635-PA	HEL_012265-RA
OG0008013	DPOGS207630-PA	HEL_003212-RA
OG0008014	DPOGS204759-PA	HEL_010030-RA
OG0008015	DPOGS211492-PA	HEL_013079-RA
OG0008016	DPOGS215395-PA	HEL_007281-RA
OG0008017	DPOGS202771-PA	HEL_009596-RA
OG0008018	DPOGS202850-PA	HEL_009595-RA
OG0008019	DPOGS208684-PA	HEL_001189-RA
OG0008020	DPOGS208150-PA	HEL_008552-RA
OG0008021	DPOGS202770-PA	HEL_009594-RA
OG0008022	DPOGS206634-PA	HEL_012264-RA
OG0008023	DPOGS200034-PA	HEL_007283-RA
OG0008024	DPOGS202769-PA	HEL_009593-RA
OG0008026	DPOGS202851-PA	HEL_009592-RA
OG0008027	DPOGS205563-PA	HEL_010318-RA
OG0008028	DPOGS203008-PA	HEL_010410-RA
OG0008029	DPOGS208361-PA	HEL_005853-RA
OG0008030	DPOGS205562-PA	HEL_010319-RA
OG0008031	DPOGS208155-PA	HEL_008543-RA
OG0008032	DPOGS215040-PA	HEL_011425-RA
OG0008033	DPOGS208154-PA	HEL_008542-RA
OG0008034	DPOGS210253-PA	HEL_010321-RA
OG0008035	DPOGS207438-PA	HEL_011963-RA
OG0008036	DPOGS206858-PA	HEL_008326-RA
OG0008037	DPOGS207497-PA	HEL_011964-RA
OG0008039	DPOGS212365-PA	HEL_009855-RA
OG0008040	DPOGS202193-PA	HEL_006656-RA
OG0008041	DPOGS202854-PA	HEL_009591-RA
OG0008042	DPOGS203011-PA	HEL_010409-RA
OG0008043	DPOGS211488-PA	HEL_013091-RA
OG0008044	DPOGS209334-PA	HEL_004447-RA
OG0008045	DPOGS215063-PA	HEL_011418-RA
